,trailingNetIncomeCommonStockholders,annualGrossPPE,quarterlyChangesInAccountReceivables,trailingChangeInCashSupplementalAsReported,quarterlyNetOtherInvestingChanges,annualRepaymentOfDebt,annualChangeInCashSupplementalAsReported,quarterlyBasicEPS,quarterlyBasicAverageShares,annualOtherCurrentLiabilities,annualNetIncomeCommonStockholders,quarterlyStockholdersEquity,annualBeginningCashPosition,quarterlyOtherIntangibleAssets,annualInterestExpense,quarterlyChangeInInventory,annualOtherNonCurrentLiabilities,quarterlyOperatingExpense,quarterlySaleOfInvestment,annualCapitalExpenditure,trailingDeferredIncomeTax,annualTotalNonCurrentAssets,quarterlyCashAndCashEquivalents,annualOtherIncomeExpense,trailingGrossProfit,trailingCapitalExpenditure,quarterlyCurrentDeferredRevenue,quarterlyNonCurrentDeferredTaxesLiabilities,annualSellingGeneralAndAdministration,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyAccountsPayable,trailingInterestExpense,annualCashFlowFromContinuingFinancingActivities,quarterlyRepaymentOfDebt,trailingRepaymentOfDebt,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherCurrentAssets,quarterlyTotalRevenue,quarterlyCommonStockIssuance,annualNetIncomeContinuousOperations,annualNetOtherFinancingCharges,annualOtherNonCashItems,quarterlyOperatingIncome,quarterlyCashFlowFromContinuingFinancingActivities,annualChangeInInventory,quarterlyCapitalExpenditure,annualInventory,trailingTaxProvision,trailingChangeInInventory,trailingNetOtherFinancingCharges,trailingDepreciationAndAmortization,annualBasicEPS,quarterlyEbitda,annualCurrentDebt,quarterlyAccumulatedDepreciation,annualCurrentDeferredRevenue,annualStockBasedCompensation,annualPurchaseOfBusiness,quarterlyDilutedAverageShares,annualCostOfRevenue,annualCapitalStock,trailingOtherNonCashItems,quarterlyOtherNonCashItems,trailingFreeCashFlow,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyCurrentLiabilities,quarterlyCurrentAssets,annualOperatingExpense,annualGrossProfit,quarterlyChangeInCashSupplementalAsReported,annualDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,annualAccumulatedDepreciation,quarterlyOperatingCashFlow,quarterlyNonCurrentDeferredRevenue,quarterlyDeferredIncomeTax,trailingBeginningCashPosition,annualTotalLiabilitiesNetMinorityInterest,quarterlyChangeInWorkingCapital,annualNonCurrentDeferredTaxesLiabilities,annualChangeInWorkingCapital,trailingCashDividendsPaid,quarterlyOtherCurrentLiabilities,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,trailingCostOfRevenue,trailingNetIncome,trailingNetIncomeContinuousOperations,quarterlyTaxProvision,annualChangesInAccountReceivables,trailingOperatingExpense,quarterlyRetainedEarnings,quarterlyNetPPE,annualNetOtherInvestingChanges,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,trailingNetOtherInvestingChanges,quarterlyFreeCashFlow,quarterlyCostOfRevenue,annualRetainedEarnings,quarterlyGoodwill,trailingChangeInWorkingCapital,quarterlyDepreciationAndAmortization,quarterlyLongTermDebt,annualPretaxIncome,annualDilutedEPS,annualGoodwill,annualFreeCashFlow,annualCommonStockIssuance,quarterlyTotalNonCurrentAssets,annualDilutedAverageShares,annualAccountsReceivable,quarterlyTotalAssets,annualCashDividendsPaid,annualNetIncome,annualAccountsPayable,trailingOperatingIncome,trailingInvestingCashFlow,annualTotalRevenue,annualOtherCurrentAssets,trailingChangeInAccountPayable,annualPurchaseOfInvestment,quarterlyOtherNonCurrentLiabilities,annualInvestingCashFlow,trailingCommonStockIssuance,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,annualEndCashPosition,annualTaxProvision,quarterlyDilutedEPS,annualTotalAssets,trailingTotalRevenue,annualStockholdersEquity,annualBasicAverageShares,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualNonCurrentDeferredRevenue,annualLongTermDebt,annualOperatingIncome,annualCashAndCashEquivalents,annualDepreciationAndAmortization,annualCurrentLiabilities,quarterlyCurrentDebt,annualCurrentAccruedExpenses,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,trailingCashFlowFromContinuingFinancingActivities,quarterlyChangeInAccountPayable,quarterlyTotalLiabilitiesNetMinorityInterest,annualInvestmentsAndAdvances,quarterlyNetIncomeCommonStockholders,quarterlyOtherNonCurrentAssets,quarterlyInvestmentsAndAdvances,trailingEndCashPosition,quarterlyInvestingCashFlow,annualIncomeTaxPayable,annualSaleOfInvestment,quarterlyInventory,quarterlyEndCashPosition,quarterlyOtherIncomeExpense,trailingOperatingCashFlow,quarterlyGrossProfit,quarterlyNetOtherFinancingCharges,trailingOtherIncomeExpense,annualChangeInAccountPayable,annualGainsLossesNotAffectingRetainedEarnings,annualNetPPE,annualOperatingCashFlow,quarterlyCashDividendsPaid,annualOtherIntangibleAssets,annualOtherNonCurrentAssets,annualCashCashEquivalentsAndMarketableSecurities,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualRepurchaseOfCapitalStock,trailingPretaxIncome,annualEbitda,annualCurrentAssets,annualResearchAndDevelopment,trailingBasicAverageShares,trailingStockBasedCompensation,trailingRepurchaseOfCapitalStock,quarterlyStockBasedCompensation,trailingSellingGeneralAndAdministration,quarterlyOtherShortTermInvestments,trailingChangesInAccountReceivables,trailingPurchaseOfBusiness,trailingDilutedEPS,trailingBasicEPS,trailingResearchAndDevelopment,annualOtherShortTermInvestments,trailingSaleOfInvestment,trailingPurchaseOfInvestment,quarterlyResearchAndDevelopment,trailingDilutedAverageShares
1222732800,,,,,2000000.0,,,0.31,157200000.0,,,3038000000.0,,,,,,174000000.0,,,,,68000000.0,,,,,60000000.0,,68000000.0,705000000.0,,,,,59000000.0,3038000000.0,-72000000.0,159000000.0,727000000.0,5000000.0,,,,233000000.0,211000000.0,,-223000000.0,,,,,,,233000000.0,,,,,,157200000.0,,,,-8000000.0,,7124000000.0,,1645000000.0,993000000.0,,,9000000.0,,,,17000000.0,,2000000.0,,,-31000000.0,,,,817000000.0,,58000000.0,,,,0.0,,,602000000.0,7124000000.0,,81000000.0,458000000.0,,-206000000.0,320000000.0,,,,,4780000000.0,,,,,,9644000000.0,,,10637000000.0,,,,,,,,,,5435000000.0,,,54000000.0,54000000.0,,,,0.31,,,,,,,,,,,,817000000.0,,89000000.0,,,,7469000000.0,,49000000.0,736000000.0,,,-219000000.0,,,308000000.0,68000000.0,-86000000.0,,407000000.0,-3000000.0,,,,,,-39000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1230681600,,10771000000.0,,,-48000000.0,,8000000.0,,,650000000.0,245000000.0,3393000000.0,58000000.0,,363000000.0,,5542000000.0,556000000.0,,-904000000.0,,10028000000.0,66000000.0,0.0,,,,61000000.0,,66000000.0,874000000.0,,196000000.0,,,68000000.0,3393000000.0,-47000000.0,174000000.0,1182000000.0,292000000.0,259000000.0,-12000000.0,372000000.0,-59000000.0,58000000.0,,-292000000.0,229000000.0,,,,,1.56,-59000000.0,650000000.0,-2863000000.0,,,,,2112000000.0,3393000000.0,,97000000.0,,10771000000.0,,1697000000.0,1150000000.0,1091000000.0,1791000000.0,-2000000.0,14000000.0,,-2863000000.0,214000000.0,,-3000000.0,,7640000000.0,39000000.0,61000000.0,18000000.0,,650000000.0,,98000000.0,,,,17000000.0,,,634000000.0,7908000000.0,-31000000.0,126000000.0,681000000.0,,-78000000.0,685000000.0,634000000.0,,,,4884000000.0,324000000.0,1.52,,-241000000.0,531000000.0,10028000000.0,161184211.0,681000000.0,11178000000.0,-176000000.0,259000000.0,874000000.0,,,3903000000.0,174000000.0,,,5542000000.0,-854000000.0,,81000000.0,81000000.0,,66000000.0,65000000.0,,11178000000.0,,3393000000.0,157400000.0,,,4884000000.0,700000000.0,66000000.0,,1697000000.0,650000000.0,126000000.0,93000000.0,,,,7640000000.0,,76000000.0,1841000000.0,,,-277000000.0,,,229000000.0,66000000.0,255000000.0,,497000000.0,-9000000.0,,,-47000000.0,7908000000.0,663000000.0,-49000000.0,,1841000000.0,66000000.0,,,,1048000000.0,1150000000.0,,,,,,,,,,,,,,,,,
1238457600,,,,,-7000000.0,,,0.54,169759000.0,,,3463000000.0,,262000000.0,,,,91000000.0,,,,,94000000.0,,,,,531000000.0,,94000000.0,870000000.0,,,-156000000.0,,66000000.0,347000000.0,-43000000.0,232000000.0,1201000000.0,13000000.0,,,,403000000.0,9000000.0,,-219000000.0,,,,,,,302000000.0,,,,,,176923077.0,,,,6000000.0,,,37000000.0,1568000000.0,1201000000.0,,,28000000.0,,,,229000000.0,,3000000.0,,,31000000.0,,,,337000000.0,,123000000.0,,,,25000000.0,,,682000000.0,7845000000.0,,,735000000.0,,10000000.0,707000000.0,,1587000000.0,,90000000.0,,,,,,,10647000000.0,,,11848000000.0,,,,,,,,,,620000000.0,,,98000000.0,96000000.0,,,,0.52,,,,,6817000000.0,,,,,,,261000000.0,,88000000.0,,,,8385000000.0,,92000000.0,902000000.0,,,-210000000.0,,,91000000.0,94000000.0,-4000000.0,,494000000.0,0.0,,,,,,-51000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1246320000,,,,,-5000000.0,,,0.31,170000000.0,,,3467000000.0,,260000000.0,,,,279000000.0,,,,,137000000.0,,,,,538000000.0,,137000000.0,804000000.0,,,-174000000.0,,94000000.0,2821000000.0,-60000000.0,217000000.0,754000000.0,11000000.0,,,,156000000.0,41000000.0,,-277000000.0,,,,,,,249000000.0,,,,,,170000000.0,,,,15000000.0,,,17000000.0,1299000000.0,986000000.0,,,43000000.0,,,,275000000.0,,4000000.0,,,108000000.0,,,,245000000.0,,68000000.0,,,,7000000.0,,,691000000.0,7977000000.0,,,449000000.0,,-2000000.0,319000000.0,,1573000000.0,,93000000.0,,,,,,,10751000000.0,,,11737000000.0,,,,,,,,,,462000000.0,,,61000000.0,58000000.0,,,,0.31,,,,,6834000000.0,,,,,,,170000000.0,,88000000.0,,,,8133000000.0,,53000000.0,902000000.0,,,-272000000.0,,,134000000.0,137000000.0,0.0,,435000000.0,0.0,,,,,,-51000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1254268800,,,,,0.0,,,0.21,170400000.0,,,3447000000.0,,264000000.0,,,,273000000.0,,,,,106000000.0,,,,,546000000.0,,106000000.0,712000000.0,,,57000000.0,,137000000.0,2829000000.0,-79000000.0,196000000.0,664000000.0,8000000.0,,,,138000000.0,159000000.0,,-267000000.0,,,,,,,229000000.0,,,,,,171100000.0,,,,9000000.0,,,10000000.0,1288000000.0,918000000.0,,,-31000000.0,,,,63000000.0,,2000000.0,,,-80000000.0,,,,166000000.0,0.0,47000000.0,,,,2000000.0,,,682000000.0,8053000000.0,,,357000000.0,,-204000000.0,253000000.0,,1563000000.0,,91000000.0,,,,,,,10809000000.0,,,11727000000.0,,,,,,,,,,450000000.0,,,45000000.0,41000000.0,,,,0.21,,,,,6868000000.0,,,,,,,336000000.0,,91000000.0,1000000.0,,,8156000000.0,,36000000.0,900000000.0,,,-251000000.0,,,211000000.0,106000000.0,0.0,,411000000.0,-5000000.0,,,,,,-53000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1262217600,,11194000000.0,,,731000000.0,-172000000.0,19000000.0,,,277000000.0,262000000.0,3540000000.0,66000000.0,279000000.0,361000000.0,,436000000.0,302000000.0,,-1024000000.0,,11034000000.0,85000000.0,1000000.0,,,,576000000.0,,85000000.0,852000000.0,,438000000.0,101000000.0,,106000000.0,347000000.0,-83000000.0,223000000.0,1018000000.0,14000000.0,292000000.0,-12000000.0,21000000.0,196000000.0,229000000.0,,-261000000.0,178000000.0,,,,,1.54,287000000.0,415000000.0,-2948000000.0,,,-77000000.0,,1799000000.0,347000000.0,,-9000000.0,,11194000000.0,23000000.0,1594000000.0,1126000000.0,1137000000.0,1838000000.0,-21000000.0,5000000.0,,-2948000000.0,70000000.0,,-4000000.0,,8497000000.0,-100000000.0,576000000.0,-41000000.0,,277000000.0,-70000000.0,103000000.0,,,,15000000.0,,,763000000.0,8246000000.0,0.0,,595000000.0,,-191000000.0,520000000.0,763000000.0,1560000000.0,,86000000.0,,341000000.0,1.51,1560000000.0,-387000000.0,46000000.0,11034000000.0,184800000.0,595000000.0,12160000000.0,-161000000.0,280000000.0,852000000.0,,,3637000000.0,223000000.0,,-8000000.0,436000000.0,-1052000000.0,,88000000.0,85000000.0,,85000000.0,49000000.0,,12160000000.0,,3540000000.0,170200000.0,6903000000.0,,,701000000.0,85000000.0,360000000.0,1594000000.0,415000000.0,,94000000.0,-4000000.0,,,8497000000.0,,81000000.0,780000000.0,,,-319000000.0,23000000.0,,178000000.0,85000000.0,1000000.0,,498000000.0,-7000000.0,,,-83000000.0,8246000000.0,637000000.0,-6000000.0,279000000.0,780000000.0,85000000.0,6903000000.0,,,1066000000.0,1126000000.0,,,,,,,,,,,,,,,,,
1269993600,,,,,12000000.0,,,0.58,171600000.0,,,3804000000.0,,276000000.0,,,,299000000.0,,,,,92000000.0,,,,,587000000.0,,92000000.0,889000000.0,,,-226000000.0,,85000000.0,592000000.0,-91000000.0,304000000.0,1076000000.0,23000000.0,,,,225000000.0,-65000000.0,,-188000000.0,,,,,,,322000000.0,,,,,,185900000.0,,,,3000000.0,,,16000000.0,1581000000.0,1170000000.0,,,7000000.0,,,,249000000.0,,-3000000.0,,,45000000.0,,,,381000000.0,,135000000.0,,,,28000000.0,,,767000000.0,8304000000.0,,,604000000.0,,61000000.0,552000000.0,,1555000000.0,,97000000.0,,,,,,,11090000000.0,,,12260000000.0,,,,,,,,,,455000000.0,,,107000000.0,106000000.0,,,,0.56,,,,,6757000000.0,,,,,,,233000000.0,,90000000.0,,,,8338000000.0,,100000000.0,934000000.0,,,-176000000.0,,,138000000.0,92000000.0,0.0,,524000000.0,0.0,,,,,,-104000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1277856000,,,,,15000000.0,,,0.32,172400000.0,,,3840000000.0,,272000000.0,,,,300000000.0,,,,,71000000.0,,,,,591000000.0,,71000000.0,805000000.0,,,-112000000.0,,92000000.0,592000000.0,-79000000.0,256000000.0,836000000.0,16000000.0,,,,169000000.0,3000000.0,,-244000000.0,,,,,,,267000000.0,,,,,,173300000.0,,,,-6000000.0,,,20000000.0,1308000000.0,1020000000.0,,,-21000000.0,,,,204000000.0,,2000000.0,,,44000000.0,,,,204000000.0,,81000000.0,,,,15000000.0,,,773000000.0,8499000000.0,,,517000000.0,,-40000000.0,367000000.0,,1562000000.0,,98000000.0,,,,,,,11309000000.0,,,12329000000.0,,,,,,,,,,780000000.0,,,66000000.0,63000000.0,,,,0.32,,,,,7056000000.0,,,,,,,219000000.0,,88000000.0,,,,8364000000.0,,55000000.0,953000000.0,,,-229000000.0,,,144000000.0,71000000.0,0.0,,469000000.0,1000000.0,,,,,,-59000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1285804800,,,,,-26000000.0,,,0.26,173200000.0,,,3847000000.0,,270000000.0,,,,313000000.0,,,,,64000000.0,,,,,615000000.0,,64000000.0,826000000.0,,,119000000.0,,71000000.0,592000000.0,-88000000.0,299000000.0,720000000.0,19000000.0,,,,148000000.0,117000000.0,,-271000000.0,,,,,,,265000000.0,,,,,,174100000.0,,,,-2000000.0,,,15000000.0,1443000000.0,1053000000.0,,,-7000000.0,,,,129000000.0,,0.0,,,-36000000.0,,,,203000000.0,0.0,60000000.0,,,,5000000.0,,,770000000.0,8607000000.0,,,443000000.0,,-142000000.0,259000000.0,,1557000000.0,,111000000.0,,,,,,,11455000000.0,,,12508000000.0,,,,,,,,,,785000000.0,,,55000000.0,52000000.0,,,,0.26,,,,,7096000000.0,,,,,,,341000000.0,,88000000.0,,,,8539000000.0,,45000000.0,999000000.0,,,-253000000.0,,,202000000.0,64000000.0,0.0,,461000000.0,-6000000.0,,,,,,-51000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1293753600,,11762000000.0,,,-30000000.0,-385000000.0,24000000.0,,,116000000.0,285000000.0,3897000000.0,85000000.0,324000000.0,350000000.0,,775000000.0,331000000.0,,-1073000000.0,,11699000000.0,109000000.0,0.0,,,,623000000.0,,109000000.0,953000000.0,,283000000.0,-166000000.0,,64000000.0,592000000.0,-94000000.0,241000000.0,1037000000.0,22000000.0,323000000.0,45000000.0,4000000.0,198000000.0,228000000.0,,-370000000.0,168000000.0,,,,,1.65,301000000.0,358000000.0,-3000000000.0,,,0.0,,1686000000.0,592000000.0,,9000000.0,,11762000000.0,30000000.0,1517000000.0,1204000000.0,1238000000.0,1978000000.0,45000000.0,-3000000.0,,-3000000000.0,150000000.0,,-2000000.0,,8844000000.0,-55000000.0,623000000.0,-2000000.0,,116000000.0,0.0,114000000.0,,,,19000000.0,,,804000000.0,8762000000.0,0.0,,655000000.0,,-220000000.0,508000000.0,804000000.0,1553000000.0,,102000000.0,,390000000.0,1.62,1553000000.0,-341000000.0,80000000.0,11699000000.0,187100000.0,655000000.0,12903000000.0,-230000000.0,313000000.0,953000000.0,,,3664000000.0,241000000.0,,,775000000.0,-991000000.0,,95000000.0,92000000.0,,109000000.0,67000000.0,,12903000000.0,,3897000000.0,172900000.0,7327000000.0,,,740000000.0,109000000.0,408000000.0,1517000000.0,358000000.0,,84000000.0,,,,8844000000.0,,85000000.0,1044000000.0,,,-333000000.0,30000000.0,,168000000.0,109000000.0,0.0,,529000000.0,50000000.0,,,-94000000.0,8762000000.0,732000000.0,-16000000.0,324000000.0,1044000000.0,109000000.0,7327000000.0,,,1150000000.0,1204000000.0,,,,,,,,,,,,,,,,,
1301529600,,,,,2000000.0,,,0.67,175000000.0,,,3989000000.0,,325000000.0,,,,316000000.0,,,,,86000000.0,,,,,629000000.0,,86000000.0,942000000.0,,,-102000000.0,,109000000.0,592000000.0,-97000000.0,201000000.0,1164000000.0,27000000.0,,,,245000000.0,-103000000.0,,-233000000.0,,,,,,,349000000.0,,,,,,187700000.0,,,,16000000.0,,,42000000.0,1445000000.0,1109000000.0,,,-23000000.0,,,,299000000.0,,-2000000.0,,,57000000.0,,,,144000000.0,,155000000.0,,,,30000000.0,,,870000000.0,8907000000.0,,,700000000.0,,66000000.0,603000000.0,,1549000000.0,,104000000.0,,,,,,,11868000000.0,,,12977000000.0,,,,,,,,,,818000000.0,,,125000000.0,124000000.0,,,,0.65,,,,,7368000000.0,,,,,,,259000000.0,,90000000.0,,,,8813000000.0,,117000000.0,1077000000.0,,,-219000000.0,,,88000000.0,86000000.0,0.0,,561000000.0,17000000.0,,,,,,-60000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1309392000,,,,,-7000000.0,,,0.33,177100000.0,,,4330000000.0,,327000000.0,,,,316000000.0,,,,,298000000.0,,,,,640000000.0,,298000000.0,847000000.0,,,-120000000.0,,86000000.0,592000000.0,-69000000.0,196000000.0,850000000.0,274000000.0,,,,176000000.0,252000000.0,,-286000000.0,,,,,,,280000000.0,,,,,,178300000.0,,,,7000000.0,,,39000000.0,1495000000.0,1235000000.0,,,212000000.0,,,,228000000.0,,1000000.0,,,48000000.0,,,,392000000.0,,84000000.0,,,,15000000.0,,,874000000.0,8843000000.0,,,589000000.0,,-58000000.0,358000000.0,,1548000000.0,,102000000.0,,,,,,,11942000000.0,,,13177000000.0,,,,,,,,,,835000000.0,,,69000000.0,66000000.0,,,,0.33,,,,,7174000000.0,,,,,,,157000000.0,,93000000.0,,,,8669000000.0,,58000000.0,1211000000.0,,,-268000000.0,,,108000000.0,298000000.0,-4000000.0,,492000000.0,40000000.0,,,,,,-30000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1317340800,,,,,0.0,,,0.31,186500000.0,,,4401000000.0,,332000000.0,,,,307000000.0,,,,,108000000.0,,,,,666000000.0,,108000000.0,853000000.0,,,-22000000.0,,298000000.0,592000000.0,-60000000.0,241000000.0,721000000.0,40000000.0,,,,168000000.0,-73000000.0,,-287000000.0,,,,,,,279000000.0,,,,,,187500000.0,,,,2000000.0,,,31000000.0,1329000000.0,1063000000.0,,,-190000000.0,,,,151000000.0,,4000000.0,,,-3000000.0,,,,141000000.0,,80000000.0,,,,12000000.0,,,878000000.0,9053000000.0,,,469000000.0,,-136000000.0,246000000.0,,1560000000.0,,107000000.0,,,,,,,12192000000.0,,,13255000000.0,,,,,,,,,,830000000.0,,,68000000.0,65000000.0,,,,0.31,,,,,7320000000.0,,,,,,,242000000.0,,92000000.0,,,,8649000000.0,,58000000.0,1229000000.0,,,-269000000.0,,,194000000.0,108000000.0,4000000.0,,475000000.0,20000000.0,,,,,,-47000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1325289600,,12711000000.0,,,-47000000.0,-234000000.0,-20000000.0,,,149000000.0,318000000.0,4469000000.0,109000000.0,341000000.0,370000000.0,,881000000.0,346000000.0,,-1174000000.0,,12442000000.0,89000000.0,40000000.0,,,,685000000.0,,89000000.0,914000000.0,,201000000.0,10000000.0,,108000000.0,592000000.0,-74000000.0,210000000.0,1012000000.0,4000000.0,356000000.0,-64000000.0,27000000.0,176000000.0,125000000.0,30000000.0,-368000000.0,134000000.0,,,,,1.75,316000000.0,159000000.0,-4024000000.0,,,-25000000.0,,1697000000.0,592000000.0,,-1000000.0,,12711000000.0,33000000.0,1320000000.0,1120000000.0,1284000000.0,2050000000.0,-19000000.0,4000000.0,,-4024000000.0,226000000.0,,1000000.0,,8885000000.0,-4000000.0,685000000.0,98000000.0,,149000000.0,,117000000.0,,,,23000000.0,,,905000000.0,8687000000.0,-52000000.0,,644000000.0,,-142000000.0,490000000.0,905000000.0,1557000000.0,,109000000.0,,436000000.0,1.74,1557000000.0,-270000000.0,345000000.0,12442000000.0,190000000.0,644000000.0,13562000000.0,-189000000.0,347000000.0,914000000.0,,,3747000000.0,210000000.0,,,881000000.0,-1125000000.0,,94000000.0,92000000.0,,89000000.0,80000000.0,,13562000000.0,,4469000000.0,181600000.0,7565000000.0,,,766000000.0,89000000.0,422000000.0,1320000000.0,159000000.0,,90000000.0,,,,8885000000.0,,85000000.0,1849000000.0,,,-369000000.0,33000000.0,,134000000.0,89000000.0,33000000.0,,522000000.0,-141000000.0,,,-74000000.0,8687000000.0,904000000.0,-52000000.0,341000000.0,1849000000.0,89000000.0,7565000000.0,,,1228000000.0,1120000000.0,,,,,,,,,,,,,,,,,
1333152000,,,-59000000.0,,4000000.0,,,0.64,189000000.0,,,4813000000.0,,324000000.0,,58000000.0,,333000000.0,,,,,110000000.0,,,,,,,110000000.0,1009000000.0,,,-4000000.0,,87000000.0,912000000.0,-96000000.0,168000000.0,1149000000.0,2000000.0,,,,250000000.0,-94000000.0,,-229000000.0,,,,,,,366000000.0,,,,,,200300000.0,,,,-8000000.0,,,,1288000000.0,1100000000.0,,,23000000.0,,,,328000000.0,,5000000.0,,,79000000.0,,,,79000000.0,,156000000.0,,,,23000000.0,,,932000000.0,9064000000.0,,,696000000.0,,99000000.0,566000000.0,,1563000000.0,,118000000.0,5780000000.0,,,,,,13194000000.0,,,14294000000.0,,,,,,,,,,1851000000.0,,,133000000.0,132000000.0,,,,0.62,,,,,7947000000.0,,,,,,,197000000.0,,91000000.0,,,,9235000000.0,,121000000.0,2243000000.0,,,-211000000.0,,,76000000.0,110000000.0,-3000000.0,,583000000.0,-44000000.0,,,,,,-55000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1341014400,,,187000000.0,,16000000.0,,,0.33,189600000.0,,,4841000000.0,,324000000.0,,-31000000.0,,318000000.0,,,,,231000000.0,,,,,704000000.0,,231000000.0,863000000.0,,,-53000000.0,,110000000.0,912000000.0,-94000000.0,122000000.0,792000000.0,4000000.0,,,,183000000.0,139000000.0,,-282000000.0,,,,,,,297000000.0,,,,,,190500000.0,,,,2000000.0,,9834000000.0,,1125000000.0,1027000000.0,,,121000000.0,,,,255000000.0,,3000000.0,,,70000000.0,,,,82000000.0,-7000000.0,91000000.0,,,,14000000.0,,,937000000.0,9834000000.0,,,509000000.0,,-27000000.0,291000000.0,,1570000000.0,,114000000.0,5878000000.0,,,,,,13404000000.0,,,14431000000.0,,,,,,,,,,1180000000.0,,,77000000.0,74000000.0,,,,0.33,,,,,8190000000.0,,,,,,,171000000.0,,92000000.0,,,-76000000.0,9315000000.0,,62000000.0,1670000000.0,,,-273000000.0,,,107000000.0,231000000.0,-1000000.0,,501000000.0,14000000.0,,,,,,-54000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1348963200,,,96000000.0,,13000000.0,,,0.24,190200000.0,,,4845000000.0,,322000000.0,,-48000000.0,,321000000.0,,,,,147000000.0,,,,,733000000.0,,147000000.0,,,,-9000000.0,,231000000.0,912000000.0,-97000000.0,98000000.0,714000000.0,6000000.0,,,,158000000.0,-28000000.0,,-283000000.0,,,,,,,277000000.0,,,,,,191100000.0,,,,4000000.0,,9978000000.0,,1126000000.0,869000000.0,,,-84000000.0,,0.0,,221000000.0,,0.0,,,41000000.0,,,,75000000.0,-7000000.0,66000000.0,,,,7000000.0,,,923000000.0,9978000000.0,,,410000000.0,,-62000000.0,235000000.0,,1566000000.0,,118000000.0,5847000000.0,,,,,,13569000000.0,,,14438000000.0,,,,,,,,,,1165000000.0,,,59000000.0,56000000.0,,,,0.24,,,,,8179000000.0,,,,,,,187000000.0,,93000000.0,,,28000000.0,9305000000.0,,45000000.0,1702000000.0,,,-277000000.0,,,157000000.0,147000000.0,-1000000.0,,479000000.0,11000000.0,,,,,,-53000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1356912000,,14411000000.0,-175000000.0,,21000000.0,-88000000.0,67000000.0,,,170000000.0,315000000.0,5100000000.0,87000000.0,325000000.0,384000000.0,24000000.0,15000000.0,366000000.0,,-1130000000.0,,13857000000.0,154000000.0,-1000000.0,,,,718000000.0,,154000000.0,498000000.0,,171000000.0,-31000000.0,,147000000.0,1108000000.0,-96000000.0,185000000.0,999000000.0,12000000.0,371000000.0,84000000.0,-8000000.0,203000000.0,154000000.0,3000000.0,-336000000.0,133000000.0,,,,,1.66,346000000.0,253000000.0,-4162000000.0,,10000000.0,-21000000.0,,1522000000.0,1108000000.0,,31000000.0,,14411000000.0,24000000.0,1308000000.0,1093000000.0,1338000000.0,2132000000.0,7000000.0,17000000.0,,-4162000000.0,172000000.0,6000000.0,9000000.0,,9540000000.0,-103000000.0,718000000.0,116000000.0,,170000000.0,-7000000.0,119000000.0,,,,17000000.0,49000000.0,,952000000.0,10249000000.0,68000000.0,85000000.0,544000000.0,,-164000000.0,430000000.0,952000000.0,1568000000.0,,119000000.0,5830000000.0,432000000.0,1.65,1568000000.0,-154000000.0,24000000.0,13857000000.0,197200000.0,544000000.0,14950000000.0,-216000000.0,362000000.0,498000000.0,,,3654000000.0,185000000.0,,,15000000.0,-1080000000.0,,102000000.0,100000000.0,,154000000.0,61000000.0,,14950000000.0,,5100000000.0,190000000.0,8232000000.0,6000000.0,5830000000.0,794000000.0,154000000.0,470000000.0,1308000000.0,253000000.0,85000000.0,108000000.0,,,,9540000000.0,3000000.0,87000000.0,120000000.0,3000000.0,,-319000000.0,24000000.0,,133000000.0,154000000.0,5000000.0,,569000000.0,81000000.0,,36000000.0,-96000000.0,10249000000.0,976000000.0,-54000000.0,325000000.0,120000000.0,154000000.0,8232000000.0,,,1286000000.0,1093000000.0,,,,,,,,,,,,,,,,,
