,trailingSaleOfInvestment,annualBasicAverageShares,annualNonCurrentDeferredTaxesLiabilities,annualSaleOfInvestment,quarterlyNetOtherFinancingCharges,quarterlyResearchAndDevelopment,annualBasicEPS,annualAccountsReceivable,annualPurchaseOfInvestment,quarterlyDilutedAverageShares,annualLongTermDebt,quarterlyLongTermDebt,annualDilutedEPS,quarterlyOtherNonCurrentAssets,quarterlyCapitalExpenditure,annualStockholdersEquity,trailingCashDividendsPaid,annualDepreciationAndAmortization,quarterlyNetIncomeContinuousOperations,quarterlyOperatingCashFlow,annualInvestingCashFlow,quarterlyNetIncome,trailingPretaxIncome,annualRetainedEarnings,quarterlyNetPPE,annualChangeInInventory,quarterlyInventory,annualCurrentLiabilities,annualGoodwill,trailingNetIncome,quarterlyTaxProvision,quarterlyOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherShortTermInvestments,annualChangeInWorkingCapital,trailingNetOtherInvestingChanges,quarterlyCommonStockIssuance,annualOperatingCashFlow,quarterlyCostOfRevenue,annualInventory,quarterlyAccountsReceivable,annualOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,annualDilutedAverageShares,annualNetPPE,quarterlyOtherIntangibleAssets,annualOperatingIncome,trailingGrossProfit,quarterlyCapitalStock,annualTotalRevenue,quarterlyBeginningCashPosition,quarterlyBasicEPS,trailingRepaymentOfDebt,annualCapitalStock,trailingResearchAndDevelopment,quarterlyFreeCashFlow,trailingTotalRevenue,annualRepaymentOfDebt,annualEndCashPosition,annualOtherCurrentLiabilities,annualNetOtherInvestingChanges,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,annualNonCurrentDeferredRevenue,trailingChangeInCashSupplementalAsReported,trailingPurchaseOfInvestment,annualOtherNonCurrentLiabilities,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyInterestExpense,quarterlyCashAndCashEquivalents,annualPretaxIncome,quarterlyCurrentDebt,annualAccountsPayable,trailingInvestingCashFlow,trailingOperatingIncome,annualGrossPPE,quarterlyPurchaseOfInvestment,quarterlyDepreciationAndAmortization,trailingEndCashPosition,quarterlySaleOfInvestment,annualOperatingExpense,annualSellingGeneralAndAdministration,trailingSellingGeneralAndAdministration,annualOtherNonCurrentAssets,annualCapitalExpenditure,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,quarterlyNonCurrentDeferredRevenue,trailingCapitalExpenditure,quarterlyGrossProfit,trailingNetIncomeContinuousOperations,trailingOperatingExpense,quarterlyOperatingIncome,annualCashAndCashEquivalents,annualNetIncomeContinuousOperations,trailingBeginningCashPosition,quarterlyTotalRevenue,trailingInterestExpense,trailingNetOtherFinancingCharges,quarterlyGrossPPE,quarterlyEndCashPosition,annualNetOtherFinancingCharges,annualChangeInCashSupplementalAsReported,quarterlyInvestingCashFlow,quarterlyChangeInInventory,quarterlyBasicAverageShares,annualCurrentAssets,annualEbitda,quarterlyOtherNonCashItems,annualInterestExpense,annualResearchAndDevelopment,annualNetIncomeCommonStockholders,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCashDividendsPaid,quarterlyEbitda,quarterlyPurchaseOfBusiness,annualCommonStockIssuance,annualGrossProfit,quarterlyCurrentAssets,quarterlyPretaxIncome,annualOtherShortTermInvestments,annualTotalNonCurrentAssets,quarterlyCurrentLiabilities,annualFreeCashFlow,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualCostOfRevenue,quarterlyOperatingExpense,quarterlyRetainedEarnings,trailingCostOfRevenue,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlySellingGeneralAndAdministration,quarterlyStockholdersEquity,quarterlyRepaymentOfDebt,trailingNetIncomeCommonStockholders,annualTaxProvision,trailingFreeCashFlow,quarterlyGoodwill,annualTotalLiabilitiesNetMinorityInterest,quarterlyNetOtherInvestingChanges,trailingTaxProvision,annualTotalAssets,annualCurrentDebt,quarterlyOtherCurrentAssets,annualNetIncome,annualBeginningCashPosition,annualPurchaseOfBusiness,quarterlyOtherNonCurrentLiabilities,annualOtherCurrentAssets,annualOtherNonCashItems,annualCashDividendsPaid,quarterlyDilutedEPS,trailingRepurchaseOfCapitalStock,quarterlyIncomeTaxPayable,trailingDeferredIncomeTax,annualDeferredIncomeTax,trailingChangeInAccountPayable,annualStockBasedCompensation,quarterlyOtherIncomeExpense,trailingOtherNonCashItems,quarterlyInvestmentsAndAdvances,quarterlyChangeInAccountPayable,annualCashFlowFromContinuingFinancingActivities,annualCurrentAccruedExpenses,quarterlyRepurchaseOfCapitalStock,annualChangesInAccountReceivables,trailingOperatingCashFlow,annualInvestmentsAndAdvances,quarterlyChangesInAccountReceivables,trailingBasicEPS,trailingBasicAverageShares,trailingStockBasedCompensation,quarterlyDeferredIncomeTax,annualCurrentDeferredRevenue,trailingChangeInWorkingCapital,trailingChangesInAccountReceivables,annualRepurchaseOfCapitalStock,annualAccumulatedDepreciation,annualGainsLossesNotAffectingRetainedEarnings,trailingCommonStockIssuance,trailingCashFlowFromContinuingFinancingActivities,trailingChangeInInventory,trailingPurchaseOfBusiness,quarterlyCurrentDeferredRevenue,annualOtherIncomeExpense,annualChangeInAccountPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingDilutedEPS,quarterlyStockBasedCompensation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentAccruedExpenses,annualIncomeTaxPayable,trailingDepreciationAndAmortization,trailingOtherIncomeExpense,trailingDilutedAverageShares,quarterlyAccumulatedDepreciation
1199059200,,5437467329.0,12866434.21,212209263.66,-70122057.0,,0.245259,1679734033.06,,,323837054.0,323837054.0,0.245259,0.0,-305573437.67,3629139331.28,,96526186.76,426805950.56,,-487368301.77,427219755.83,,2247846097.55,1383423679.02,-847282677.37,2631682354.52,4444699306.33,,,39563388.86,0.0,115150564.44,,-1073530734.19,,0.0,459916359.66,1939888482.97,2631682354.52,1679734033.06,393030581.2,1050427463.23,5437467329.0,1383423679.02,393030581.2,1481921231.48,,760500000.0,8973561411.35,934878602.85,,,760500000.0,,3433327.84,,-1070906213.81,1050427463.23,0.0,690663.66,2200553454.48,8532161738.17,427219755.83,,,,121619612.35,1050427463.23,17968873.7,1050427463.23,1364324160.76,846731843.28,2197528666.93,,,1383423679.02,,,,202614.55,1086846594.23,1058642210.94,,0.0,-509968520.19,4781402794.54,,2197528666.93,,,859806957.31,,,451437334.24,1050427463.23,1331087759.45,,2799695440.28,,,1383423679.02,1050427463.23,-46839831.0,60099925.44,-290433724.97,,,6331608283.69,1525678833.44,,64828485.92,,1333586392.7,336703488.21,-18327388.76,484338213.12,,350000.0,2568767825.71,6331608283.69,466369339.42,,2200553454.48,4444699306.33,-50052160.53,336703488.21,6404793585.64,408369623.07,2247846097.55,,12866434.21,399381377.42,3629139331.28,-265750851.3,,33236401.31,,,4781402794.54,-45799568.08,,8532161738.17,846731843.28,125977436.0,1333586392.7,990327537.79,-270374382.63,121619612.35,125977436.0,64134911.18,-85105045.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1206921600,,,,,699440000.0,,,,,5437439669.0,,542088520.06,,0.0,-106035998.94,,,,367697853.58,,,365563251.61,,,1465374306.46,,3304427641.97,,,,96046688.97,900000000.0,140341845.33,,,,,,1717347000.77,,2384495916.27,,,,,390939866.94,,,760500000.0,,1050427463.23,0.067231,,,,-785989773.84,,,,,,2319462574.39,10787541896.74,365563251.61,,,,,1190769308.56,39353335.4,1190769308.56,,1262886015.29,,,,,-383629232.24,,,,,,,,,6672020483.11,,2438146480.08,,,819264265.04,,,548295048.67,,,,2536611265.81,,,1465374306.46,1190769308.56,,,-489125430.77,,5437439669.0,,,,,,,,-24424587.07,503097877.95,,,,8468079322.35,463744542.55,,,6118237093.79,,553783389.32,,270969216.37,2613409349.16,,11694869.26,266973739.12,3991767199.31,-496632252.35,,,,,,0.0,,,,203401864.45,,,,123754214.32,,,,0.067231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1214784000,,,,,-926400000.0,,,,,,,1865198233.51,,0.0,-240341728.65,,,,541025540.95,,,536685139.01,,,1789902529.59,,3737452357.54,,,,73536713.0,976336163.81,1146725313.93,,,,,,2645595273.41,,2628822775.63,,,,,366048875.1,,,1521000000.0,,1190769308.56,,,,,183881473.31,,,,,,3133062113.8,13709875266.83,536685139.01,,,,,2337494622.49,54006511.35,2337494622.49,,1099252783.91,,,,,-155985720.57,,,,,,,,,9106557781.49,,3068201087.52,,,1033959949.97,,,667120668.5,,,,3679555223.38,,,1789902529.59,2337494622.49,,,-389475648.1,,,,,,,,,,-66111667.46,668568765.3,,,,10576813153.03,614562253.95,,,6955496125.82,,2151061655.67,,366839281.47,2541694488.17,,11535490.59,359836533.08,4450867245.07,-424551016.8,,,,,,-26760637.86,,,,418715616.93,,,,274327931.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1222732800,,,,,0.0,,,,,5437715532.0,,3221086467.02,,0.0,-619333700.21,,,,487574272.12,,,489926761.62,,,2505574813.78,,3963040707.08,,,,-33654766.72,1142187055.41,-329646884.06,,,,,,2733297264.97,,3293498620.8,,,,,874343623.27,,,1521000000.0,,2337494622.49,0.090098,,,,-328684830.6,,,,,,6545600012.18,17345412072.69,489926761.62,,,,,2007847738.43,89934735.1,2007847738.43,,1849244016.4,,,,,,,,,,,,,,12134838529.39,,3186447144.68,,,952638346.03,,,563345261.38,,,,3685935611.0,,,2505574813.78,2007847738.43,,,-2339388234.14,,5437715532.0,,,,,,,,-75735556.22,543854240.5,,,,10799812060.51,453919505.4,,,8149527104.55,,3985311424.84,,389293084.65,3031621249.79,,28937942.86,381829084.16,4941952072.22,-109662522.79,,,,76091136.34,,195054506.53,,,,621227341.9,,,,673713306.46,,,,0.090098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1230681600,,1997970731.0,571841817.9,452460.0,1047040000.0,,0.793692,3690813785.41,,,3656219915.79,3656219915.79,0.793692,0.0,-94947206.94,5112413999.47,,145968371.32,197432842.75,,-5095911524.52,193598847.57,,3070844692.15,3006711571.61,-2191517434.99,5171148278.22,12990511768.2,2068713330.96,,55520785.6,1627561702.79,1359033849.77,,-1875386839.31,,,312621636.3,2745385845.58,5171148278.22,3690813785.41,2300016933.54,3366881588.2,1997970731.0,3006711571.61,2300016933.54,2077526191.71,,1521000000.0,13548784328.04,2007847738.43,,,1521000000.0,,182756132.69,,-1635095588.51,3366881588.2,1627561702.79,-5940006.35,9020311462.06,23030798922.85,193598847.57,,,,515590380.63,3366881588.2,150832190.0,3366881588.2,1785179930.25,4618467507.23,4689796013.21,,,3006711571.61,,,,,1629632751.6,1597317890.31,,0.0,-1060658634.74,17778466398.93,,4689796013.21,,,901296382.27,,,298765213.16,3366881588.2,1593730509.4,,3646682227.85,,,3006711571.61,3366881588.2,820080000.0,2316454124.97,-1877922211.51,,,14010487460.79,2265160595.39,,334012293.82,,1585773999.81,4787954630.73,-161910629.69,403785818.35,-1604939374.32,1047040000.0,3707158943.31,14010487460.79,252953628.35,,9020311462.06,12990511768.2,-748036998.44,4787954630.73,9841625384.73,602531169.11,3070844692.15,,571841817.9,588678533.95,5112413999.47,-604249796.57,,191449420.85,,2068713330.96,17778466398.93,-174233875.02,,23030798922.85,4618467507.23,814593765.43,1585773999.81,1050427463.23,-4062095523.82,515590380.63,814593765.43,334080244.95,-328182440.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1238457600,,,,,936342366.67,,,,,5438891494.0,,3828779732.95,,0.0,-281962175.73,,,,303828483.11,,,300774503.06,,,3225934529.39,,5506516720.6,,,,69389135.16,900185654.93,-351065301.78,,,,,,2632046250.31,,4514612480.67,,,,,2245663491.61,,,1521000000.0,,3366881588.2,0.055301,,,,-924968940.77,,,,,,9571320626.28,24581834474.02,300774503.06,,,,,3015816286.42,132032994.74,3015816286.42,,4985003256.68,,,,,-16760465.11,,,30000.0,,,,,,18899052347.68,,6106445455.64,,,884990815.22,,,512602204.75,,,,3517037065.53,,,3225934529.39,3015816286.42,,,-284030970.06,,5438891494.0,,,,,,,,-59041297.07,505250613.01,,,,15010513847.74,373217618.27,,,13974056465.45,,4924995882.23,,372388610.47,3355225322.21,,545971062.35,361053625.94,5408996046.93,-2460500000.0,,,,2160021975.49,,1208215.89,,,,949199759.65,,,,512114904.22,,,,0.055301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1246320000,,,,,-906647445.0,,,,,,,3725002473.32,,0.0,-178943548.68,,,,798214746.05,,,835211177.44,,,3411955545.49,,5383736947.18,,,,125228894.82,795833485.44,413703973.68,,,,,,4245421114.05,,5116814893.52,,,,,2301893211.38,,,1521000000.0,,3015816286.42,,,,,1092014496.11,,,,,,10309452409.01,27061019801.13,835211177.44,,,,,3429520260.1,74719861.23,3429520260.1,,5784773188.33,,,,,-67230235.0,,,271230.2,,,,,,20732402588.06,,6448361008.22,,,1504315662.34,,,1037596082.42,,,,5749736776.39,,,3411955545.49,3429520260.1,,,-260772693.71,,,,,,,,,,-238595551.27,998163502.1,,,,16751567392.12,923443640.87,,,15803329108.16,,4929073479.9,,466719579.92,3987074531.11,,547524250.9,442915611.05,6040021087.19,-1702291982.19,,,,2160021975.49,,-29989530.0,,,,1433581965.57,,,,623959669.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1254268800,,,,,0.0,,,,,5437840935.0,,3173984085.9,,0.0,-288701104.46,,,,604793576.39,,,595318093.77,,,3483162758.54,,6041599800.75,,,,120224504.22,1087265922.91,-98865522.3,,,,0.0,,4118069885.48,,5472210594.44,,,,,2347974585.8,,,1673100000.0,,3429520260.1,0.109477,,,,337095006.96,,,,,,11126873250.09,29264648609.32,595318093.77,,,,,3330654737.8,111648956.33,3330654737.8,,5675641059.52,,,,,82000000.0,,,300000.0,,,,,,22334712304.68,,7692060073.39,,,1433962983.88,,,845974557.33,,,,5552032869.36,,,3483162758.54,3330654737.8,,,-195485147.64,,5437840935.0,,,,,,,,-223545296.38,836667036.94,0.0,,,18137775359.23,725018080.61,,,17288249017.3,,5046463287.38,,587988426.55,4430292624.88,,564275263.05,560293941.96,6631586284.54,-1485782541.03,,,,2160021975.49,,300000.0,,,,2186220201.74,,,,1281984629.33,,,,0.109477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1262217600,,2242824820.0,549483157.64,8085541.12,105000000.0,,1.090769,5073572958.79,-17011700.11,,3390946969.78,3390946969.78,1.090769,0.0,-312073771.91,7467601306.71,,289085132.7,711984899.67,,-1057228199.79,766362497.63,,4972971849.44,3683777587.87,-1091052112.82,6271716120.96,19434455179.17,2121481225.38,,93729887.62,2308443446.79,134509419.92,,-1756044622.11,,0.0,1333301618.08,4426729268.11,6271716120.96,5073572958.79,2338774627.84,4427584798.17,2242824820.0,3683777587.87,2338774627.84,3147798015.49,,1673100000.0,20762163099.2,3330654737.8,,,1673100000.0,,-232519545.0,,-7497404806.88,3465164157.72,2308443446.79,420000.0,13438150988.98,33914557915.31,766362497.63,,,,2247372722.65,4427584798.17,15672215.18,4427584798.17,2827394127.04,6256644123.74,8212069207.89,,,3683777587.87,-15021000.0,,,7484310.92,2192098565.76,2084092410.59,,0.0,-1061680600.78,26322801060.68,,8212069207.89,,,1516627119.81,,,751625170.99,4427584798.17,2418821705.22,,5943356387.92,,,3683777587.87,3465164157.72,134694921.67,98282569.52,-316939388.38,,,20476406926.33,3453864590.66,,337385330.92,,2446404303.36,6888345881.51,-53437179.47,821387002.47,0.0,29694921.67,5339896581.25,20476406926.33,805714787.29,,13438150988.98,19434455179.17,271621017.3,6888345881.51,15422266517.95,765001948.82,4972971849.44,,549483157.64,719829231.64,7467601306.71,-1848830283.66,,408572421.82,,2121481225.38,26322801060.68,60000.0,,33914557915.31,6256644123.74,3283125441.1,2446404303.36,3366881588.2,-28811314.11,2247372722.65,3283125441.1,337385330.92,-574619324.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1269993600,,,,,4914421129.06,,,,,5760071957.0,,3401250455.36,,0.0,-193333758.8,,,,745188151.77,,,734630715.73,,,3756273333.74,,7311734683.07,,,,163428778.46,2974518966.07,4778862811.1,,,,5479421129.06,,4346132671.62,,6611967986.07,,,,,2247017274.8,,,1971054705.0,,3465164157.72,0.127538,,,,-13949159.75,,,,,,13324724027.48,43000495838.79,734630715.73,,,,,9122976946.89,75784439.25,9122976946.89,,6047239520.08,,,,,-682630.0,,,,,,,,,29237279254.96,,10019495960.01,,,1552546825.3,,,1007236492.62,,,,5898679496.92,,,3756273333.74,8244026968.82,,,-193547730.15,,5760071957.0,,,,,,,,-72147604.44,984401369.48,,,,29675771811.31,908616930.23,,,22001457100.83,,7235822154.13,,545310332.68,5617208692.17,,526845644.53,516516897.48,13459468139.29,-1361279742.24,,,,2184169932.64,,0.0,,,,5236492286.46,,,,2611131918.17,,,,0.127538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1277856000,,,,,3395015752.48,,,,,,,5589002184.59,,0.0,-432083341.69,,,,1418175965.28,,,1467824392.64,,,3786198768.57,,7173696093.57,,,,231809760.48,3833836873.66,-1176652432.12,1104912.2,,,0.01,,7091446296.06,,7641508383.69,,,,,2291724290.77,,,1971054705.0,,8244026968.82,,,,,-1903134120.69,,,,,,17044707207.91,49045517950.7,1467824392.64,,,,,9464865728.47,149867797.11,9463760816.27,,3046069968.83,,,,,,,,,,,,,,34487960446.92,,12143778014.58,90650000.0,,3098711837.52,,,1990494859.25,,,,10190158133.58,,,3786198768.57,7041416175.98,,,-1843257459.94,,,,,,,,,,-610786391.03,1799853522.87,,,,32000810742.79,1649985725.76,,,23303821611.3,,11184138835.62,,1108216978.27,6467298642.25,,491401925.77,1057677681.33,14451916291.2,-4422325137.49,,,,1852398705.03,,-1433022057.12,,,,5607003138.08,,,,3916782721.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1285804800,,,,,-1555631223.85,,,,,6406255425.0,,5233575173.0,,0.0,-264687129.87,,,,901863420.93,,,923979147.88,,,3821186936.01,,7141805196.47,,,,177238057.02,4493151507.4,-1534017063.97,364494.49,,,-0.01,,5644776565.36,,8419657956.19,,,,,2430984330.1,,,4927636762.0,,7041416175.98,0.144231,,,,-1708099766.69,,,,,,18806743105.2,50093549599.13,923979147.88,,,,,7480293554.5,93033459.34,7479929060.01,,3578656289.34,,,,,,,,6430000.0,,,,,,34851321010.01,,12149590025.71,132017000.0,,2167679416.48,,,1230134915.52,,,,7812455981.84,,,3821186936.01,5507399112.01,,,216966489.35,,6406255425.0,,,,,,,,-378330709.78,1172134937.29,,,,31286806493.93,1079101477.95,,,24619390467.39,,10231930542.62,,937544500.96,4099616433.31,,491650463.52,879977046.16,15184701932.39,-1584020504.22,,,,2004475746.45,,449814692.29,,,,6195924072.68,,,,3130232003.35,,,,0.144231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1293753600,,6252852145.0,470997569.57,6797983.75,9532064937.7,,0.746154,6947232058.99,-45296349.05,,5904154589.37,5904154589.37,0.746154,0.0,-287458330.87,27415214655.29,,414307082.42,1522728939.24,,-1933532488.04,1539155421.49,,5410835756.19,4135379054.95,-2430562913.57,8678146510.0,25980964403.36,1946720883.62,,255672211.3,3931148561.28,13250873140.34,,-5425411371.55,,10862019689.65,545177864.66,5341630687.3,8678146510.0,6947232058.99,2375049313.18,20519895456.36,6252852145.0,4135379054.95,2375049313.18,6107272326.33,,5797219562.0,32192673210.38,5507399112.01,,,5797219562.0,,2992798350.56,,-8905655866.66,18758272252.35,3931148561.28,-773244202.84,18628813574.23,62995275498.09,1539155421.49,,,,1926033290.23,20519895456.36,119417666.97,20519895456.36,5416105284.48,4230821475.33,12327269098.43,,,4135379054.95,,,,107031.75,3661414663.71,3484239185.13,,0.0,-1177562561.23,35520828682.73,,12327269098.43,,,2949748910.74,,,1879406058.94,20519895456.36,4587956477.22,,8291379598.04,,,4135379054.95,18758272252.35,16285870595.39,15319066455.35,-113693787.3,,,44366461923.86,6233499933.4,,403087566.5,,4665589677.74,9539864279.37,-386600569.71,1897818817.51,,16341440818.71,9768686990.04,44366461923.86,1778401150.54,,18628813574.23,25980964403.36,-632384696.57,9539864279.37,22423986220.34,1070342851.8,5410835756.19,,470997569.57,1030067560.16,27415214655.29,-1538030482.71,,828148807.26,,1946720883.62,35520828682.73,210906743.99,,62995275498.09,4230821475.33,6396968118.75,4665589677.74,3439205797.0,,1926033290.23,6396968118.75,798544788.4,-1447865274.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1301529600,,,,,1507477609.6,,,,,7649690261.0,,6014983440.62,,0.0,-280880352.84,,,,2031994863.76,,,2023637292.86,,,4196006111.87,,9720583116.35,,,,340802777.62,3801328602.52,505038905.0,,,,1659042238.57,,7351533402.17,,11114576533.37,,,,,2415878207.59,,,5927656962.0,,18758272252.35,0.264538,,,,-1578445373.87,,,,,,17680854263.83,69206125143.92,2023637292.86,,,,,20877765746.04,90485719.78,20877765746.04,,5624709831.7,,,,,-10000000.0,,,,,,,,,38066540188.77,,14122695813.93,,,3383789026.2,,,2572532418.99,,,,10735322428.37,,,4196006111.87,19263311157.35,,,-137950519.71,,7649690261.0,,,,,,,,-137326610.06,2463283361.16,,,,51525270880.09,2372797641.38,,,29061167800.95,,9005372387.82,,811256607.21,7434473049.05,,487575703.52,740993115.01,31067519604.26,-1901146285.58,,,,2092979709.55,,147447715.91,,,,7313039591.57,,,,1191337709.83,,,,0.264538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1309392000,,,,,-2624699.96,,,,,,,5674982976.66,,0.0,-398846826.52,,,,2618748169.57,,,2604346572.59,,,4517285679.77,,10404867695.97,,,,453017077.18,3714784432.34,704501484.61,11325401.66,,,0.04,,8939401038.04,,11777478836.29,,,,,2456563423.06,,,5927656962.0,,19263311157.35,,,,,1366047617.02,,,,,,20478886297.1,75087819472.11,2604346572.59,,,,,22785932904.99,128877081.63,22774607503.33,,7183877014.84,,,,,3000000.0,,,,,,,,,42881705971.77,,15629664039.2,,,4473720517.17,,,3191393779.41,,,,13413121555.21,,,4517285679.77,19967812641.96,,,-1544645465.24,,,,,,,,,,-264092818.14,3200642328.38,,,,54608933175.01,3071765246.75,,,34487305059.39,,8394400912.38,,1282326737.76,8497628811.54,,482681393.68,1191201521.47,32108657472.0,-2467177193.39,,,,2044760775.73,,-1162206086.1,,,,7422402698.26,,,,905841697.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1317340800,,,,,2000000.0,,,,,7687002366.0,,6847824605.02,,0.0,-295431052.61,,,,1341723349.95,,,1333694910.48,,,4712771660.7,,10567379840.58,,,,295030601.49,2263325219.06,-1310964551.94,19146496.65,,,0.0,,6241046996.11,,11634776065.25,,,,,2404291344.63,,,7705954050.0,,19967812641.96,0.1735,,,,327456980.0,,,,,,20016635378.7,73864716903.4,1333694910.48,,,,,21434702804.67,74961215.51,21415556308.02,,7152086770.92,,,,,0.0,,,30000.0,,,,,,40344433657.66,,14137844268.62,,,2817627086.28,,,1613383314.64,,,,9058674082.39,,,4712771660.7,18656848090.02,,,-244997931.55,,7687002366.0,,,,,,,,-1336333634.72,1711715166.95,,,,53848081524.7,1636753951.44,,,31168747984.1,,9175685673.56,,1204243771.64,9831323722.02,,444182362.18,1178367195.61,33409301475.1,-4122503747.96,,,,1916147962.03,,48086643.37,,,,7103705638.72,,,,636164444.11,,,,0.1735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1325289600,,7681562473.0,418009881.93,171235.92,-26500000.0,,1.05,11658065230.17,-7420000.0,,7049582239.04,7049582239.04,1.05,0.0,-601401080.52,35446450136.43,,458408300.36,2180875447.51,,-1500574302.82,2103961820.21,,11184848812.09,4885433190.88,-1049924266.83,9655357242.28,26651379167.59,1833136911.77,,340281625.33,1595500234.11,-2654639596.26,18816657.97,-7119122766.26,,2000000.0,2093234777.59,8784044883.53,9655357242.28,11658065230.17,2605917963.98,17763331089.27,7681562473.0,4885433190.88,2605917963.98,9827307322.58,,7705954050.0,46322580713.2,18656848090.02,,,7705954050.0,,401616241.95,,-11846594877.53,16002208493.76,1595500234.11,49730553.64,22566223847.78,71581771679.19,2103961820.21,,,,208487100.74,17763331089.27,439105844.69,17744514431.3,9602473912.41,4524255421.83,12103797651.48,,,4885433190.88,-420000.0,,,81235.92,5179247070.77,4915619721.15,,0.0,-1576559312.49,35947011758.44,,12103797651.48,,,4331417763.7,,,2449997809.54,17744514431.3,8173341830.79,,13115462647.23,,,4885433190.88,16002208493.76,1480352909.64,-2756063758.59,427019613.68,,,49015547831.41,10573753522.11,,512871309.34,,8065640596.14,9295632590.85,-613113927.08,2960262917.53,,1661042238.61,15006554393.35,49015547831.41,2521157072.84,18816657.97,22566223847.78,26651379167.59,516675465.1,9295632590.85,31316026319.85,1881419954.16,11184848812.09,,418009881.93,1805057889.06,35446450136.43,-3355767650.6,,1429132081.62,,1833136911.77,35947011758.44,1016402280.46,,71581771679.19,4524255421.83,7247216320.11,8065640596.14,18758272252.35,,208487100.74,7247216320.11,450685133.29,-2350866990.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1333152000,,,,,-17326200.0,,,,,7736074789.0,,7018104934.64,,0.0,-459100499.51,,,,2122631769.68,,,2088740193.03,,,5178259812.96,,10639985439.06,,,,369264653.29,1779884806.41,-275797481.04,,,,1000000.0,,7883125014.53,,14193604804.77,,,,,2658686939.47,,,7705954050.0,,16002208493.76,0.27,,,,-1901535966.96,,,,,,23710313133.3,77666483559.82,2088740193.03,,,,,17705629543.81,67994638.16,17705629543.81,,6561264125.73,,,,,-34600000.0,,,82435.92,,,,,,39950291799.56,,13164631446.07,,,3725800985.97,,,2709493433.28,,,,11608926000.5,,,5178259812.96,15726411012.72,,,-723560120.26,,7736074789.0,,,,,,,,-217234723.33,2559891061.13,,,,53956170426.52,2491896422.97,,,30579651693.41,,9370640106.15,,1016307552.69,13273589005.12,,443525410.58,956210648.38,37498578676.43,-1956787085.51,,,,1874177687.6,,-236912593.55,,,,8280085260.49,,,,195914782.31,,,,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1341014400,,,,,-52118723.72,,,,,,,7008674572.91,,0.0,-358100395.37,,,,3626235612.29,,,3533023477.32,,,5554878049.63,,11412692967.32,,,,580330127.85,3740077320.42,3115444091.95,412212.92,,,0.0,,11325116267.23,,19177071397.5,,,,,2637005694.21,,,7705954050.0,,15726411012.72,,,,,1670089134.92,,,,,,25029150020.31,87633472554.95,3533023477.32,,,,,20943922116.59,147679998.71,20943509903.67,,6477981716.41,,,,,-133362000.0,,,-18835.92,,,,,,48308433393.78,,17473910176.0,,,6185461595.58,,,4626847367.72,,,,17510577862.81,,,5554878049.63,18841855104.67,,,-608267322.86,,,,,,,,,,-215050950.55,4354245738.85,,,,62604322534.64,4206565740.14,,,39157746763.26,,9150686630.52,,1558614227.86,14880123969.94,,425801384.32,1472869868.83,39057907119.77,-5827073529.21,,,,1781689844.05,,-122436267.91,,,,8202316691.81,,,,197846740.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
