,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyAccumulatedDepreciation,quarterlyRepaymentOfDebt,trailingOtherIncomeExpense,annualOperatingCashFlow,quarterlyCurrentDeferredRevenue,annualCapitalStock,annualOtherIncomeExpense,quarterlyTaxProvision,trailingOperatingCashFlow,quarterlyOtherIncomeExpense,annualChangeInInventory,quarterlyNetPPE,quarterlyPretaxIncome,trailingGrossProfit,quarterlyPurchaseOfBusiness,annualCashFlowFromContinuingFinancingActivities,annualDepreciationAndAmortization,annualCashCashEquivalentsAndMarketableSecurities,trailingStockBasedCompensation,annualRepaymentOfDebt,annualEbitda,quarterlyStockholdersEquity,trailingPurchaseOfBusiness,trailingNetIncomeCommonStockholders,quarterlyBasicAverageShares,annualGrossProfit,quarterlyInventory,quarterlyOperatingExpense,annualNetPPE,annualCurrentLiabilities,annualStockBasedCompensation,trailingChangesInAccountReceivables,annualInventory,trailingChangeInInventory,annualNetIncomeCommonStockholders,annualOtherIntangibleAssets,annualLongTermDebt,annualBeginningCashPosition,annualCashDividendsPaid,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,annualChangesInAccountReceivables,quarterlyLongTermDebt,trailingBeginningCashPosition,annualNetIncome,quarterlyOtherCurrentAssets,quarterlyChangeInInventory,annualAccountsReceivable,trailingOperatingExpense,quarterlyNetOtherInvestingChanges,quarterlyGrossPPE,annualOperatingExpense,trailingSellingGeneralAndAdministration,annualRetainedEarnings,quarterlyNetIncome,trailingNetIncome,annualNonCurrentDeferredTaxesLiabilities,trailingCashDividendsPaid,annualTotalAssets,quarterlyOperatingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyIncomeTaxPayable,quarterlyGoodwill,annualStockholdersEquity,quarterlyCashFlowFromContinuingFinancingActivities,annualOtherNonCashItems,quarterlyCapitalExpenditure,trailingDepreciationAndAmortization,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualNetIncomeContinuousOperations,annualPurchaseOfBusiness,trailingOtherNonCashItems,annualSellingGeneralAndAdministration,quarterlyDilutedEPS,annualTotalNonCurrentAssets,annualFreeCashFlow,trailingTaxProvision,annualBasicAverageShares,quarterlyDilutedAverageShares,trailingCostOfRevenue,annualCurrentDeferredRevenue,quarterlySellingGeneralAndAdministration,trailingTotalRevenue,annualCurrentDebt,annualEndCashPosition,quarterlyOtherNonCashItems,trailingOperatingIncome,annualTotalRevenue,annualBasicEPS,annualOtherCurrentAssets,annualOperatingIncome,annualCostOfRevenue,annualCurrentAccruedExpenses,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCurrentLiabilities,quarterlyCurrentAssets,annualTotalLiabilitiesNetMinorityInterest,annualTaxProvision,annualCashAndCashEquivalents,trailingNetOtherFinancingCharges,quarterlyTotalRevenue,trailingFreeCashFlow,trailingNetIncomeContinuousOperations,annualChangeInWorkingCapital,quarterlyOperatingIncome,trailingNetOtherInvestingChanges,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,trailingChangeInWorkingCapital,quarterlyGrossProfit,quarterlyRetainedEarnings,annualRepurchaseOfCapitalStock,annualOtherNonCurrentAssets,annualNetOtherFinancingCharges,quarterlyRepurchaseOfCapitalStock,quarterlyEbitda,quarterlyAccountsReceivable,quarterlyCashDividendsPaid,quarterlyCostOfRevenue,quarterlyInvestingCashFlow,trailingRepurchaseOfCapitalStock,annualGoodwill,quarterlyStockBasedCompensation,quarterlyEndCashPosition,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualAccumulatedDepreciation,quarterlyCurrentAccruedExpenses,annualDeferredIncomeTax,quarterlyBasicEPS,annualPretaxIncome,annualInterestExpense,trailingCapitalExpenditure,annualCurrentAssets,annualChangeInCashSupplementalAsReported,annualDilutedAverageShares,quarterlyGainsLossesNotAffectingRetainedEarnings,annualCapitalExpenditure,trailingPretaxIncome,trailingDeferredIncomeTax,trailingInterestExpense,annualNetOtherInvestingChanges,annualOtherCurrentLiabilities,annualInvestingCashFlow,quarterlyNetOtherFinancingCharges,quarterlyInterestExpense,quarterlyOtherNonCurrentAssets,quarterlyCurrentDebt,annualDilutedEPS,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyAccountsPayable,quarterlyCapitalStock,quarterlyFreeCashFlow,annualOtherNonCurrentLiabilities,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,quarterlyTotalNonCurrentAssets,quarterlyChangesInAccountReceivables,trailingChangeInCashSupplementalAsReported,annualGrossPPE,quarterlyTotalAssets,trailingInvestingCashFlow,annualAccountsPayable,quarterlyNetIncomeCommonStockholders,quarterlyOtherIntangibleAssets,trailingCashFlowFromContinuingFinancingActivities,trailingEndCashPosition,quarterlyDepreciationAndAmortization,quarterlyInvestmentsAndAdvances,trailingChangeInAccountPayable,quarterlyPurchaseOfInvestment,trailingBasicAverageShares,quarterlyResearchAndDevelopment,annualNonCurrentDeferredRevenue,annualInvestmentsAndAdvances,annualIncomeTaxPayable,annualSaleOfInvestment,trailingResearchAndDevelopment,quarterlyChangeInAccountPayable,annualChangeInAccountPayable,trailingSaleOfInvestment,annualCommonStockIssuance,quarterlyCommonStockIssuance,trailingDilutedEPS,trailingPurchaseOfInvestment,annualResearchAndDevelopment,quarterlySaleOfInvestment,quarterlyOtherShortTermInvestments,trailingDilutedAverageShares,trailingCommonStockIssuance,annualPurchaseOfInvestment,quarterlyNonCurrentDeferredRevenue,annualOtherShortTermInvestments,trailingBasicEPS
1483142400,,720000000.0,720000000.0,-1627000000.0,0.0,,822000000.0,166000000.0,1000000.0,6000000.0,54000000.0,,0.0,75000000.0,1986000000.0,251000000.0,,-372000000.0,-343000000.0,186000000.0,720000000.0,,0.0,1044000000.0,1653000000.0,,,,1460000000.0,210000000.0,173000000.0,1986000000.0,1343000000.0,36000000.0,,210000000.0,,573000000.0,548000000.0,1278000000.0,894000000.0,-98000000.0,90000000.0,-237000000.0,256000000.0,-22000000.0,1278000000.0,,573000000.0,0.0,58000000.0,318000000.0,,0.0,3613000000.0,608000000.0,,1323000000.0,197000000.0,,,,6352000000.0,345000000.0,197000000.0,,1234000000.0,1653000000.0,-70000000.0,-9000000.0,-140000000.0,,3356000000.0,573000000.0,-372000000.0,,623000000.0,,4210000000.0,537000000.0,,46800000.0,,,166000000.0,188000000.0,,,720000000.0,-13000000.0,,7068000000.0,12.24,0.0,852000000.0,5608000000.0,605000000.0,-951000000.0,1343000000.0,2142000000.0,4699000000.0,211000000.0,720000000.0,,1922000000.0,,,-49000000.0,269000000.0,,74000000.0,26000000.0,,442000000.0,1323000000.0,-194000000.0,128000000.0,-51000000.0,-42000000.0,316000000.0,318000000.0,-28000000.0,1480000000.0,-512000000.0,,1234000000.0,14000000.0,720000000.0,3356000000.0,-1627000000.0,605000000.0,85000000.0,,784000000.0,74000000.0,,2142000000.0,-174000000.0,47200000.0,-951000000.0,-285000000.0,,,,4000000.0,256000000.0,-653000000.0,0.0,18000000.0,128000000.0,,12.14,4699000000.0,316000000.0,1000000.0,205000000.0,90000000.0,957000000.0,,4210000000.0,-50000000.0,,3613000000.0,6352000000.0,,316000000.0,197000000.0,548000000.0,,,47000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1490918400,,608000000.0,608000000.0,-1661000000.0,,,,88000000.0,,,28000000.0,,3000000.0,,1986000000.0,147000000.0,,,,,,,,,1638000000.0,,,46300000.0,,230000000.0,129000000.0,,,,,,,,,,,,89000000.0,-112000000.0,279000000.0,,1280000000.0,,,0.0,-20000000.0,,,0.0,3647000000.0,,,,119000000.0,,,,,98000000.0,119000000.0,,1234000000.0,,-152000000.0,,-58000000.0,,3323000000.0,,,,,2.56,,,,,46400000.0,,,129000000.0,,,,2000000.0,,,,,,,,,1273000000.0,2063000000.0,,,,,1724000000.0,,,,162000000.0,,-122000000.0,12000000.0,,291000000.0,1414000000.0,,,,-68000000.0,217000000.0,1178000000.0,-28000000.0,1433000000.0,-58000000.0,,,6000000.0,608000000.0,,,573000000.0,,2.57,,,,,,,-935000000.0,,,,,,,,-56000000.0,18000000.0,122000000.0,,,4596000000.0,333000000.0,1000000.0,40000000.0,,720000000.0,,4171000000.0,-43000000.0,,,6234000000.0,,,119000000.0,537000000.0,,,52000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1498780800,,553000000.0,553000000.0,-1699000000.0,,,,94000000.0,,,71000000.0,,-1000000.0,,2034000000.0,218000000.0,,,,,,,,,1650000000.0,,,45700000.0,,204000000.0,133000000.0,,,,,,,,,,,,95000000.0,-55000000.0,219000000.0,,1281000000.0,,,0.0,25000000.0,,,4000000.0,3733000000.0,,,,147000000.0,,,,,186000000.0,147000000.0,,1218000000.0,,-166000000.0,,-79000000.0,,3293000000.0,,,,,3.21,,,,,45800000.0,,,133000000.0,,,,1000000.0,,,,,,,,,1247000000.0,2033000000.0,,,,,1858000000.0,,,,236000000.0,,-35000000.0,16000000.0,,369000000.0,1534000000.0,,,,-139000000.0,285000000.0,1201000000.0,-27000000.0,1489000000.0,-75000000.0,,,14000000.0,553000000.0,,,609000000.0,,3.22,,,,,,,-919000000.0,,,,,,,,0.0,17000000.0,110000000.0,,,4540000000.0,325000000.0,1000000.0,107000000.0,,608000000.0,,4157000000.0,-17000000.0,,,6190000000.0,,,147000000.0,528000000.0,,,50000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1506729600,,499000000.0,499000000.0,-1730000000.0,,,,92000000.0,,,71000000.0,,8000000.0,,2093000000.0,220000000.0,,0.0,,,,,,,1712000000.0,,,45400000.0,,183000000.0,135000000.0,,,,,,,,,,,,99000000.0,-54000000.0,240000000.0,,1282000000.0,,,0.0,13000000.0,,,8000000.0,3823000000.0,,,,149000000.0,,,,,96000000.0,149000000.0,,1217000000.0,,-67000000.0,,-91000000.0,,3185000000.0,,,,,3.27,,,,,45500000.0,,,135000000.0,,,,2000000.0,,,,,,,,,1275000000.0,1939000000.0,,,,,1863000000.0,,,,230000000.0,,-99000000.0,-2000000.0,,365000000.0,1656000000.0,,,,-40000000.0,289000000.0,1200000000.0,-27000000.0,1498000000.0,-83000000.0,,,7000000.0,499000000.0,,,625000000.0,,3.28,,,,,,,-949000000.0,,,,,,,,0.0,18000000.0,117000000.0,,,4460000000.0,318000000.0,1000000.0,5000000.0,,553000000.0,,4233000000.0,13000000.0,,,6172000000.0,,,149000000.0,518000000.0,,,51000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1514678400,,701000000.0,701000000.0,-1770000000.0,,,814000000.0,146000000.0,1000000.0,13000000.0,123000000.0,,3000000.0,18000000.0,2215000000.0,187000000.0,,0.0,-484000000.0,205000000.0,701000000.0,,-615000000.0,1071000000.0,1758000000.0,,,,1423000000.0,183000000.0,173000000.0,2215000000.0,1391000000.0,34000000.0,,183000000.0,,479000000.0,508000000.0,1279000000.0,720000000.0,-115000000.0,101000000.0,202000000.0,236000000.0,-35000000.0,1279000000.0,,479000000.0,0.0,0.0,444000000.0,,21000000.0,3985000000.0,570000000.0,,1687000000.0,64000000.0,,,,6374000000.0,434000000.0,64000000.0,,1217000000.0,1758000000.0,-99000000.0,10000000.0,-154000000.0,,3225000000.0,479000000.0,3000000.0,,570000000.0,,4179000000.0,432000000.0,,45700000.0,,,146000000.0,173000000.0,,,701000000.0,5000000.0,,7441000000.0,10.48,0.0,853000000.0,6018000000.0,634000000.0,-900000000.0,1391000000.0,2195000000.0,4616000000.0,293000000.0,701000000.0,,1996000000.0,,,-130000000.0,225000000.0,,126000000.0,158000000.0,,398000000.0,1687000000.0,-286000000.0,125000000.0,-68000000.0,-39000000.0,280000000.0,444000000.0,-33000000.0,1598000000.0,-133000000.0,,1217000000.0,7000000.0,701000000.0,3225000000.0,-1770000000.0,634000000.0,184000000.0,,772000000.0,94000000.0,,2195000000.0,-19000000.0,45800000.0,-900000000.0,-382000000.0,,,,30000000.0,236000000.0,-349000000.0,-12000000.0,41000000.0,125000000.0,,10.46,4616000000.0,375000000.0,1000000.0,280000000.0,101000000.0,499000000.0,,4179000000.0,12000000.0,,3985000000.0,6374000000.0,,375000000.0,64000000.0,508000000.0,,,52000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1522454400,,528000000.0,528000000.0,-1806000000.0,,,,190000000.0,,,39000000.0,,21000000.0,,2219000000.0,195000000.0,,,,,,,,,1718000000.0,,,44800000.0,,188000000.0,190000000.0,,,,,,,,,,,,102000000.0,-173000000.0,294000000.0,,1280000000.0,,,1064000000.0,-5000000.0,,,5000000.0,4025000000.0,,,,156000000.0,,,,,120000000.0,156000000.0,,1217000000.0,,-223000000.0,,-75000000.0,,3195000000.0,,,,,3.48,,,,,44800000.0,,,192000000.0,,,,2000000.0,,,,,,,,,1463000000.0,2210000000.0,,,,,1874000000.0,,,,189000000.0,,-100000000.0,5000000.0,,379000000.0,2029000000.0,,,,-166000000.0,260000000.0,343000000.0,-32000000.0,1495000000.0,-70000000.0,,,7000000.0,528000000.0,,,,,3.48,,,,,,,-1098000000.0,,,,,,,,-25000000.0,15000000.0,129000000.0,,,4658000000.0,344000000.0,1000000.0,45000000.0,,701000000.0,,4166000000.0,,,,6376000000.0,,,156000000.0,499000000.0,,,50000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1530316800,,398000000.0,398000000.0,-1775000000.0,,,,210000000.0,,,23000000.0,,22000000.0,,2258000000.0,262000000.0,,,,,,,,,1699000000.0,,,44200000.0,,174000000.0,197000000.0,,,,,,,,,,,,130000000.0,-130000000.0,277000000.0,,1281000000.0,,,1078000000.0,14000000.0,,,17000000.0,4033000000.0,,,,239000000.0,,,,,239000000.0,239000000.0,,1217000000.0,,-274000000.0,,-102000000.0,,3167000000.0,,,,,5.4,,,,,44300000.0,,,209000000.0,,,,3000000.0,,,,,,,,,1509000000.0,2152000000.0,,,,,2020000000.0,,,,255000000.0,,-70000000.0,6000000.0,,452000000.0,2236000000.0,,,,-242000000.0,330000000.0,364000000.0,-32000000.0,1568000000.0,-95000000.0,,,8000000.0,398000000.0,,,,,5.41,,,,,,,-1085000000.0,,,,,,,,0.0,15000000.0,166000000.0,,,4676000000.0,378000000.0,1000000.0,137000000.0,,528000000.0,,4223000000.0,,,,6375000000.0,,,239000000.0,490000000.0,,,53000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1538265600,,68000000.0,68000000.0,-1796000000.0,,,,267000000.0,,,66000000.0,,27000000.0,,2332000000.0,295000000.0,,0.0,,,,,,,1825000000.0,,,43300000.0,,180000000.0,208000000.0,,,,,,,,,,,,141000000.0,-330000000.0,317000000.0,,1282000000.0,,,1039000000.0,-6000000.0,,,14000000.0,4128000000.0,,,,229000000.0,,,,,-93000000.0,229000000.0,,1217000000.0,,-135000000.0,,-116000000.0,,2743000000.0,,,,,5.29,,,,,43300000.0,,,208000000.0,,,,1000000.0,,,,,,,,,1631000000.0,1859000000.0,,,,,2083000000.0,,,,282000000.0,,-373000000.0,-12000000.0,,490000000.0,2434000000.0,,,,-104000000.0,363000000.0,472000000.0,-31000000.0,1593000000.0,-102000000.0,,,12000000.0,68000000.0,,,,,5.29,,,,,,,-1070000000.0,,,,,,,,0.0,14000000.0,213000000.0,,,4374000000.0,407000000.0,1000000.0,-209000000.0,,398000000.0,,4340000000.0,,,,6199000000.0,,,229000000.0,480000000.0,,,54000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1546214400,,240000000.0,240000000.0,-1829000000.0,,,914000000.0,331000000.0,1000000.0,95000000.0,7000000.0,,25000000.0,40000000.0,2517000000.0,219000000.0,,-77000000.0,-899000000.0,203000000.0,240000000.0,,-95000000.0,1232000000.0,1516000000.0,,,,1791000000.0,128000000.0,262000000.0,2517000000.0,1829000000.0,36000000.0,,128000000.0,,836000000.0,492000000.0,1283000000.0,701000000.0,-132000000.0,189000000.0,172000000.0,332000000.0,195000000.0,1283000000.0,,836000000.0,,37000000.0,261000000.0,,38000000.0,4346000000.0,857000000.0,,2609000000.0,212000000.0,,,,6383000000.0,648000000.0,212000000.0,,1263000000.0,1516000000.0,-267000000.0,-1000000.0,-170000000.0,,3038000000.0,836000000.0,-87000000.0,,871000000.0,,4638000000.0,451000000.0,,43800000.0,,,331000000.0,262000000.0,,,240000000.0,-7000000.0,,8176000000.0,19.09,,934000000.0,6385000000.0,,-1288000000.0,1829000000.0,1745000000.0,4867000000.0,135000000.0,240000000.0,,2199000000.0,,,-166000000.0,208000000.0,,377000000.0,11000000.0,,470000000.0,2609000000.0,-742000000.0,203000000.0,-25000000.0,-230000000.0,279000000.0,261000000.0,-37000000.0,1729000000.0,-209000000.0,,1263000000.0,9000000.0,240000000.0,3038000000.0,-1829000000.0,,10000000.0,,971000000.0,58000000.0,,1745000000.0,-461000000.0,43800000.0,-1288000000.0,-463000000.0,,,,74000000.0,332000000.0,-476000000.0,0.0,14000000.0,203000000.0,,19.09,4867000000.0,562000000.0,1000000.0,478000000.0,189000000.0,68000000.0,,4638000000.0,,,4346000000.0,6383000000.0,,562000000.0,212000000.0,492000000.0,,,46000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1553990400,,51000000.0,51000000.0,-1862000000.0,-967000000.0,,,360000000.0,,,31000000.0,,8000000.0,,2789000000.0,149000000.0,,-195000000.0,,,,,,,1563000000.0,,,41400000.0,,127000000.0,171000000.0,,,,,,,,,,,,225000000.0,-189000000.0,362000000.0,,1496000000.0,,,,-2000000.0,,,36000000.0,4651000000.0,,,,118000000.0,,,,,11000000.0,118000000.0,,1402000000.0,,69000000.0,,-110000000.0,,3477000000.0,,,,,2.85,,,,,41400000.0,,,171000000.0,,,,3000000.0,,,,,,,,,1960000000.0,1922000000.0,,,,,2080000000.0,,,,157000000.0,,-181000000.0,16000000.0,,328000000.0,2691000000.0,,,,-84000000.0,217000000.0,375000000.0,-36000000.0,1752000000.0,-269000000.0,,,5000000.0,51000000.0,,,,,2.85,,,,,,,-1269000000.0,,,,,,,,-23000000.0,16000000.0,217000000.0,,,5437000000.0,618000000.0,1000000.0,-99000000.0,,240000000.0,,5078000000.0,-112000000.0,,,7000000000.0,,,118000000.0,530000000.0,,,52000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1561852800,,29000000.0,29000000.0,-1896000000.0,-1905000000.0,,,338000000.0,,,36000000.0,,12000000.0,,2842000000.0,164000000.0,,-1000000.0,,,,,,,1628000000.0,,,41700000.0,,126000000.0,184000000.0,,,,,,,,,,,,255000000.0,-22000000.0,307000000.0,,1698000000.0,,,,1000000.0,,,33000000.0,4738000000.0,,,,128000000.0,,,,,-44000000.0,128000000.0,,1403000000.0,,114000000.0,,-124000000.0,,3700000000.0,,,,,3.07,,,,,41700000.0,,,184000000.0,,,,2000000.0,,,,,,,,,1902000000.0,2123000000.0,,,,,2188000000.0,,,,170000000.0,,-249000000.0,14000000.0,,354000000.0,2783000000.0,,,,-52000000.0,236000000.0,564000000.0,-36000000.0,1834000000.0,-92000000.0,,,7000000.0,29000000.0,,,,,3.07,,,,,,,-1251000000.0,,,,,,,,0.0,18000000.0,224000000.0,,,5602000000.0,616000000.0,1000000.0,-168000000.0,,51000000.0,,5107000000.0,-189000000.0,,,7230000000.0,,,128000000.0,518000000.0,,,54000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1569801600,,32000000.0,32000000.0,-1935000000.0,-1912000000.0,53000000.0,,344000000.0,,,44000000.0,978000000.0,8000000.0,,2908000000.0,198000000.0,1569000000.0,1000000.0,,,,28000000.0,,,1705000000.0,-272000000.0,612000000.0,41200000.0,,139000000.0,209000000.0,,,,5000000.0,,23000000.0,,,,,,259000000.0,3000000.0,332000000.0,,1549000000.0,68000000.0,,,-13000000.0,,826000000.0,5000000.0,4843000000.0,,826000000.0,,154000000.0,612000000.0,,-144000000.0,,363000000.0,154000000.0,,1402000000.0,,-251000000.0,,-115000000.0,207000000.0,3529000000.0,,,-1000000.0,,3.74,,,118000000.0,,41200000.0,7117000000.0,,209000000.0,8686000000.0,,,1000000.0,743000000.0,,,,,,,,1950000000.0,2025000000.0,,,,-23000000.0,2219000000.0,459000000.0,612000000.0,,208000000.0,112000000.0,137000000.0,12000000.0,84000000.0,417000000.0,2902000000.0,,,,-66000000.0,271000000.0,489000000.0,-35000000.0,1802000000.0,-109000000.0,-432000000.0,,7000000.0,32000000.0,,,,,3.74,,,-519000000.0,,,,-1232000000.0,,730000000.0,53000000.0,66000000.0,,,,0.0,18000000.0,241000000.0,,,5479000000.0,616000000.0,1000000.0,248000000.0,,29000000.0,-4879000000.0,5159000000.0,78000000.0,-36000000.0,,7184000000.0,-679000000.0,,154000000.0,506000000.0,-335000000.0,32000000.0,55000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
