date,quarterlyAccountsPayable,quarterlyTotalLiabilitiesNetMinorityInterest,annualAccumulatedDepreciation,quarterlyGrossPPE,quarterlyNonCurrentDeferredRevenue,annualCashAndCashEquivalents,annualBeginningCashPosition,annualOperatingExpense,trailingSellingGeneralAndAdministration,annualCapitalExpenditure,annualNetIncomeContinuousOperations,annualInterestExpense,trailingCostOfRevenue,annualNetOtherFinancingCharges,trailingBeginningCashPosition,annualResearchAndDevelopment,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualNetIncomeCommonStockholders,trailingOperatingExpense,annualCurrentAssets,trailingNetIncomeContinuousOperations,annualOtherNonCurrentAssets,annualEbitda,annualTotalLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,annualOtherIntangibleAssets,trailingFreeCashFlow,quarterlyCurrentAssets,quarterlyCurrentLiabilities,annualOtherShortTermInvestments,annualFreeCashFlow,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualCommonStockIssuance,quarterlyBasicEPS,trailingOperatingCashFlow,quarterlyGoodwill,annualCostOfRevenue,quarterlyNonCurrentDeferredTaxesLiabilities,annualRetainedEarnings,quarterlyStockholdersEquity,annualDilutedAverageShares,quarterlyAccumulatedDepreciation,trailingNetIncomeCommonStockholders,annualTaxProvision,annualTotalAssets,annualNetIncome,quarterlyOtherCurrentAssets,trailingTaxProvision,annualLongTermDebt,annualCashDividendsPaid,annualCurrentDebt,annualDilutedEPS,annualOtherCurrentAssets,trailingDepreciationAndAmortization,annualOtherNonCashItems,quarterlyOtherNonCurrentLiabilities,annualSellingGeneralAndAdministration,annualTotalNonCurrentAssets,annualNonCurrentDeferredTaxesLiabilities,annualSaleOfInvestment,trailingSaleOfInvestment,annualStockholdersEquity,trailingOtherNonCashItems,trailingPurchaseOfBusiness,annualDepreciationAndAmortization,annualPurchaseOfBusiness,annualAccountsReceivable,annualInvestingCashFlow,quarterlyLongTermDebt,annualPurchaseOfInvestment,quarterlyOtherNonCurrentAssets,trailingCashDividendsPaid,annualInventory,quarterlyNetPPE,quarterlyInventory,trailingPretaxIncome,quarterlyAccountsReceivable,annualChangeInInventory,trailingNetIncome,annualGoodwill,annualOperatingCashFlow,annualBasicEPS,quarterlyOtherCurrentLiabilities,annualGrossProfit,annualCurrentLiabilities,annualNetPPE,annualChangeInWorkingCapital,trailingChangeInInventory,quarterlyOtherShortTermInvestments,annualCashCashEquivalentsAndMarketableSecurities,trailingRepaymentOfDebt,trailingChangeInWorkingCapital,quarterlyOtherIntangibleAssets,annualTotalRevenue,annualNetOtherInvestingChanges,annualOtherCurrentLiabilities,annualOtherNonCurrentLiabilities,trailingResearchAndDevelopment,annualCapitalStock,annualChangeInCashSupplementalAsReported,annualRepaymentOfDebt,trailingGrossProfit,annualNonCurrentDeferredRevenue,trailingInterestExpense,annualBasicAverageShares,trailingEndCashPosition,trailingPurchaseOfInvestment,quarterlyTotalNonCurrentAssets,annualPretaxIncome,trailingTotalRevenue,quarterlyTotalAssets,annualEndCashPosition,trailingOperatingIncome,trailingCapitalExpenditure,quarterlyCashAndCashEquivalents,quarterlyCurrentDebt,annualOperatingIncome,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingChangeInCashSupplementalAsReported,trailingInvestingCashFlow,annualGrossPPE,annualAccountsPayable,quarterlyDilutedEPS,quarterlyCostOfRevenue,annualChangesInAccountReceivables,quarterlyOtherNonCashItems,annualCashFlowFromContinuingFinancingActivities,quarterlyOtherIncomeExpense,quarterlyGrossProfit,quarterlySellingGeneralAndAdministration,quarterlyNetOtherInvestingChanges,trailingNetOtherFinancingCharges,quarterlyBeginningCashPosition,quarterlyStockBasedCompensation,quarterlyInvestmentsAndAdvances,quarterlyFreeCashFlow,trailingBasicEPS,quarterlyPurchaseOfBusiness,quarterlyChangeInWorkingCapital,quarterlyRepurchaseOfCapitalStock,trailingChangeInAccountPayable,quarterlyPretaxIncome,trailingRepurchaseOfCapitalStock,annualOtherIncomeExpense,quarterlyInterestExpense,trailingNetOtherInvestingChanges,quarterlyResearchAndDevelopment,trailingChangesInAccountReceivables,quarterlyTaxProvision,quarterlyEbitda,trailingDilutedAverageShares,trailingCashFlowFromContinuingFinancingActivities,quarterlyNetOtherFinancingCharges,trailingCommonStockIssuance,quarterlyIncomeTaxPayable,annualStockBasedCompensation,quarterlyDeferredIncomeTax,quarterlyNetIncome,quarterlyDilutedAverageShares,quarterlyCommonStockIssuance,quarterlyCapitalExpenditure,trailingOtherIncomeExpense,quarterlyCashFlowFromContinuingFinancingActivities,annualCurrentAccruedExpenses,quarterlyInvestingCashFlow,quarterlyPurchaseOfInvestment,quarterlyNetIncomeCommonStockholders,quarterlyDepreciationAndAmortization,quarterlyNetIncomeContinuousOperations,quarterlyChangeInInventory,quarterlyBasicAverageShares,trailingDeferredIncomeTax,quarterlyGainsLossesNotAffectingRetainedEarnings,annualChangeInAccountPayable,annualIncomeTaxPayable,quarterlyCashDividendsPaid,trailingBasicAverageShares,annualDeferredIncomeTax,quarterlyEndCashPosition,quarterlyChangesInAccountReceivables,trailingDilutedEPS,quarterlyOperatingExpense,quarterlyOperatingIncome,annualRepurchaseOfCapitalStock,quarterlyOperatingCashFlow,quarterlySaleOfInvestment,trailingStockBasedCompensation,quarterlyCurrentAccruedExpenses,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCurrentDeferredRevenue,quarterlyRepaymentOfDebt,quarterlyChangeInAccountPayable,quarterlyChangeInCashSupplementalAsReported,annualInvestmentsAndAdvances,quarterlyTotalRevenue,annualCurrentDeferredRevenue
2012-12-31,1987417284.0,3336749135.0,-634166476.0,2334960683.0,129227463.0,2318915451.0,2053718390.0,1138154145.0,,-403311025.0,1222510207.0,15953978.0,,10000000.0,,,305177174.0,1221110195.0,,7203037857.0,,51855957.0,1563098037.0,3336749135.0,2952057924.0,256560513.0,,7203037857.0,3031571961.0,,843377573.0,305177174.0,10000000.0,,,60776186.0,4781008546.0,16285166.0,2952057924.0,6178224932.0,1084255637.0,-634166476.0,,178119117.0,9649711271.0,1221110195.0,1163640.0,,28336915.0,-397069864.0,41370553.0,1.13,1163640.0,,15953978.0,129227463.0,1190368777.0,2446673414.0,16285166.0,1163353645.0,,6178224932.0,,,146514735.0,,2737063058.0,15971255.0,28336915.0,-807250000.0,51855957.0,,1109921460.0,1700794207.0,1109921460.0,,2737063058.0,551877222.0,,60776186.0,1246688598.0,1.13,291978737.0,2435489632.0,3031571961.0,1700794207.0,-51164958.0,,,2318915451.0,,,256560513.0,7216498178.0,41811300.0,291978737.0,129227463.0,,1084255637.0,243568396.0,-640030455.0,,129227463.0,,1084255637.0,,,2446673414.0,1400629324.0,,9649711271.0,2297286786.0,,,2318915451.0,41370553.0,1297335487.0,1084255637.0,2318915451.0,,,2334960683.0,1987417284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-30,2217275390.0,3769887536.0,,2413702628.0,128174007.0,,,,,,,,,,,,,,,,,,,,2913034394.0,,,7635056828.0,3449629272.0,,,320258264.0,,0.0,,57352802.0,,12112741.0,,6183430143.0,,-693346428.0,,,,,1200018.0,,,,,,,,,128174007.0,,,,,,,,,,,,,49525627.0,,51855957.0,,,1720356200.0,1580722701.0,,3386156611.0,,,,,,0.0,,,,,,,,,,253127834.0,,,,,,,,,,,,,,,2442230021.0,,,10077286849.0,,,,1582982464.0,25674665.0,,1084255637.0,1582982464.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-31,2678590473.0,4248362075.0,-764814017.0,2595213256.0,150787851.0,3136090686.0,2297286786.0,1494346743.0,,-298167639.0,1466224887.0,2785260.0,,1775989592.0,,,427845898.0,1467020759.0,,10812679116.0,,60690061.0,1866728025.0,4248362075.0,3882348394.0,293744205.0,,10812679116.0,3820516177.0,1100000000.0,427817873.0,427845898.0,1775989592.0,,,13770533.0,5694547809.0,15383539.0,3882348394.0,9015898762.0,1101000314.0,-764814017.0,,237355271.0,13398482323.0,1467020759.0,609036.0,,52179757.0,-382274733.0,43362327.0,1.33,609036.0,,2785260.0,0.0,1503650655.0,2585803207.0,15383539.0,35049639.0,,9015898762.0,,,160362607.0,,2693866426.0,-1327263207.0,52179757.0,-1100900000.0,60690061.0,,1428041311.0,1830399239.0,1428041311.0,,2693866426.0,-269108431.0,,13770533.0,725985512.0,1.33,233800674.0,3161415753.0,3820516177.0,1830399239.0,-900374950.0,,1100000000.0,4236090686.0,,,293744205.0,8855963562.0,31890000.0,233800674.0,0.0,,1175476637.0,821115088.0,-37570461.0,,150787851.0,,1101000314.0,,,2585803207.0,1703580158.0,,13398482323.0,3118401874.0,,,3136090686.0,43362327.0,1667069010.0,1175476637.0,4236090686.0,,,2595213256.0,2678590473.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-30,3530540045.0,5769505131.0,,2701521882.0,138809395.0,,,,,,,,,,,,,,,,,,,,4233346401.0,,,12787697181.0,5236341872.0,,,533163259.0,,0.0,,13770533.0,,15462018.0,,9471624883.0,,-837787175.0,,,,,2187908.0,,,,,,,,,0.0,,,,,,,,,,,,,33596111.0,,61197186.0,,,1863734707.0,2731255625.0,,4066789988.0,,,,,,0.0,,,,,,1609786027.0,,,,288521120.0,,,,,,,,,,,,,,,2637610213.0,,,15425307394.0,,,,2729310261.0,53406505.0,,1175476637.0,4339096288.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-31,3431040131.0,5754137654.0,-973120018.0,2856479485.0,168992811.0,2679867325.0,3118401874.0,2074142090.0,,-338170950.0,2392008618.0,2801762.0,,52000000.0,,,767387691.0,2394818236.0,,14165961716.0,,81904425.0,3026067376.0,5754137654.0,5631283306.0,283623161.0,,14165961716.0,4986749963.0,3005078548.0,1718534982.0,767387691.0,52000000.0,,,13770533.0,7876406252.0,14374351.0,5631283306.0,10990995686.0,1175476637.0,-973120018.0,,362905380.0,16924903530.0,2394818236.0,3053675472.0,,37492529.0,-411881597.0,4385940.0,2.04,3053675472.0,,2801762.0,0.0,2230039597.0,2758941814.0,14374351.0,2675867494.0,,10990995686.0,,,268351616.0,,2813878700.0,-2128446303.0,37492529.0,-4500000000.0,81904425.0,,2207339644.0,1883359467.0,2207339644.0,,2813878700.0,-831221173.0,,13770533.0,2056705932.0,2.04,11315264.0,4799790435.0,4986749963.0,1883359467.0,-636164925.0,,3005078548.0,5684945873.0,,,283623161.0,12676196687.0,31220000.0,11315264.0,0.0,,1175476637.0,-470585830.0,-41557905.0,,168992811.0,,1175476637.0,,,2758941814.0,2754913998.0,,16924903530.0,2647816044.0,,,2679867325.0,4385940.0,2725648345.0,1175476637.0,5684945873.0,,,2856479485.0,3431040131.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-30,3926527045.0,8147151716.0,,3002299018.0,195736355.0,,,,,,,,,,,,,,,,,,,,6255751858.0,,,16210825990.0,6324234213.0,,,1822917503.0,,0.0,,600699778.0,,103549443.0,,11747785676.0,,-1083420476.0,,,,,2091465151.0,,,,,,,,,6418498.0,,,,,,,,,,,,,904359698.0,,15737660.0,,,1918878542.0,3525839219.0,,4569828152.0,,,,,,8146384.0,,,,,,2091465151.0,,,,701452486.0,,,,,,,,,,,,,,,3862193392.0,,,20073019382.0,,,,3930417655.0,91724715.0,,1175476637.0,6021882806.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-31,4166208933.0,8135724595.0,-1165019984.0,3136964588.0,228974815.0,3403680982.0,2647816044.0,2192692892.0,,-281184533.0,2969702606.0,21327407.0,,14700000.0,,,1985590142.0,2958357366.0,,18002900950.0,,59574457.0,3749776687.0,8135724595.0,7829036380.0,689814790.0,,18002900950.0,6150134453.0,3210864995.0,1343152954.0,1985590142.0,14700000.0,,,575023668.0,8607645651.0,100187611.0,7829036380.0,13472266840.0,1175476637.0,-1165019984.0,,475641534.0,21812327159.0,2958357366.0,3269523254.0,,1025396909.0,-487097211.0,62930683.0,2.52,3269523254.0,,21327407.0,0.0,2253596990.0,3809426209.0,100187611.0,5149294613.0,,13472266840.0,,,283105140.0,-1074807066.0,3967858997.0,-1481221557.0,1025396909.0,-5289000000.0,59574457.0,,3069080313.0,1971944604.0,3069080313.0,,3967858997.0,-711116585.0,,575023668.0,1624337487.0,2.52,6913197.0,5537072800.0,6150134453.0,1971944604.0,-1595134766.0,,3210864995.0,6614545977.0,,,689814790.0,14144718451.0,6108020.0,6913197.0,0.0,,1175476637.0,703303589.0,-47623577.0,,228974815.0,,1175476637.0,,,3809426209.0,3445344140.0,,21812327159.0,3351119633.0,,,3403680982.0,62930683.0,3344379908.0,1175476637.0,6614545977.0,,,3136964588.0,4166208933.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-30,3835225275.0,8826486761.0,,3180759703.0,226110242.0,,,,,,,,,,,,,,,,,,,,8448498132.0,,,19370666626.0,6848217225.0,,,1978269536.0,,0.0,,536825833.0,,86809210.0,,14139971617.0,,-1228087619.0,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,1066642577.0,,663534.0,,,1952672084.0,3522627529.0,,5842690094.0,,,,,,6986527.0,,,,,,1097121096.0,,,,628388105.0,,,,,,,,,,,,,,,3821927221.0,,,23192593847.0,,,,5987193589.0,116012445.0,,1175476637.0,7084314685.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-31,4622303269.0,7663614725.0,-1337049188.0,4352296763.0,292301752.0,3201134282.0,3439887202.0,2076178228.0,,-1428722372.0,2918182291.0,24694010.0,,52000000.0,,,912319795.0,2903679787.0,,18860364887.0,,75271984.0,3666174322.0,7663614725.0,9944778161.0,708626170.0,,18860364887.0,6751294930.0,2300752192.0,26800151.0,912319795.0,52000000.0,,,485174198.0,9062284524.0,78575067.0,9944778161.0,15799781009.0,1175476637.0,-1337049188.0,,417563892.0,23723561894.0,2903679787.0,0.0,,101317364.0,-581049502.0,160752792.0,2.47,0.0,,24694010.0,0.0,2295264384.0,4863197007.0,78575067.0,5031620171.0,,15799781009.0,,,305734129.0,-283222700.0,5317077521.0,-499390466.0,101317364.0,-4104791590.0,75271984.0,,3238717660.0,3015247575.0,3238717660.0,,5317077521.0,-183278368.0,,485174198.0,1455522523.0,2.47,1586759.0,5595535039.0,6751294930.0,3015247575.0,-1975519842.0,,2300752192.0,5501886474.0,,,708626170.0,14657819563.0,179325490.0,1586759.0,0.0,,1175476637.0,-376085300.0,-1001104259.0,,292301752.0,,1175476637.0,,,4863197007.0,3335746183.0,,23723561894.0,3063801902.0,,,3201134282.0,160752792.0,3519356811.0,1175476637.0,5501886474.0,,,4352296763.0,4622303269.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-30,4780906062.0,8431748975.0,,4479353203.0,305665510.0,,,,,,,,,,,,,,,,,,,,10425937873.0,,,20242675180.0,7540944283.0,,,890804692.0,,0.0,,471155933.0,,75937703.0,,16395246523.0,,-1493255255.0,,,,,93163794.0,,,,,,,,,0.0,,,,,,,,,,,,,100910544.0,,78829546.0,,,2986097948.0,3804993452.0,,8463680820.0,,,,,,1090508.0,,,,,,751020274.0,,,,685656305.0,,,,,,,,,,,,,,,4862209348.0,,,25104884528.0,,,,4936793139.0,135274464.0,,1175476637.0,5687813413.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-31,5454698714.0,8593082715.0,-1627552124.0,4582318798.0,346645279.0,3807870646.0,3065846850.0,2681378248.0,,-433764130.0,2562210015.0,2653634.0,,,,,969792147.0,2523471085.0,,21612648018.0,,113520722.0,3251674665.0,8593082715.0,11723779095.0,812151225.0,,21612648018.0,7623290568.0,2351398082.0,1035423490.0,969792147.0,,,,454291856.0,9529039880.0,70136010.0,11723779095.0,17764353968.0,1175476637.0,-1627552124.0,,312098646.0,26649648475.0,2523471085.0,0.0,,99427028.0,-540628968.0,205006567.0,2.15,0.0,,2653634.0,0.0,2857274007.0,5037000457.0,70136010.0,4430537308.0,,17764353968.0,,,374712370.0,-10356300.0,6248888609.0,-604128968.0,99427028.0,-4645000000.0,113520722.0,,3498039948.0,2954766674.0,3498039948.0,,6248888609.0,-283093839.0,,454291856.0,1469187620.0,2.15,2579207.0,5614669468.0,7623290568.0,2954766674.0,-1563890017.0,,2351398082.0,6159268728.0,,,812151225.0,15143709348.0,53452500.0,2579207.0,0.0,,1175476637.0,356347672.0,-167797412.0,,346645279.0,,1175476637.0,,,5037000457.0,2874308661.0,,26649648475.0,3422194522.0,,,3807870646.0,205006567.0,2933291220.0,1175476637.0,6159268728.0,,,4582318798.0,5454698714.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-30,5702381668.0,9216860813.0,,4704794942.0,344042603.0,,,,,,,,,,,,,,,,,,,,12068058870.0,,,22688389796.0,8319652459.0,,,897208354.0,,0.0,,458086273.0,,59394258.0,,18255618524.0,,-1760869341.0,,,,,3390933.0,,,,,,,,,,,,,,,,,,,,,,113021934.0,,900000.0,,,2943925601.0,4096720555.0,,7011902182.0,,,,,,710099393.0,,,,,,2588989502.0,,,,784756415.0,,,,,,,,,,,,,,,5060334975.0,,,27748724771.0,,,,5824436853.0,214496178.0,,1175476637.0,8413426355.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-31,5534578308.0,8911008412.0,-1880679830.0,4897307115.0,348057962.0,4394379150.0,3422194522.0,3125920167.0,,-671420301.0,2650535215.0,7582970.0,,,,1442970390.0,1074112877.0,2612487749.0,,23582506303.0,,,3393734681.0,8911008412.0,13603735926.0,864045440.0,,23582506303.0,7836895535.0,3638465616.0,3087142901.0,1074112877.0,,,,475530053.0,9790246866.0,54475133.0,13603735926.0,19824763980.0,1175476637.0,-1880679830.0,,316595714.0,29034522576.0,2612487749.0,,,232329655.0,-553430174.0,173246814.0,2.22,,,9761783.0,23833959.0,1930212672.0,5452016273.0,54475133.0,10783406115.0,,19824763980.0,,,419020782.0,-30699682.0,6662732773.0,-2350358815.0,232329655.0,-12458801622.0,,,3114014551.0,3016627285.0,3114014551.0,,6662732773.0,506762463.0,,475530053.0,3758563202.0,2.22,,5867653868.0,7836895535.0,3016627285.0,859114853.0,,3638465616.0,8032844766.0,,,864045440.0,15657900734.0,,,23833959.0,,1175476637.0,958818276.0,-121970154.0,,348057962.0,,1175476637.0,,,5452016273.0,2967130929.0,,29034522576.0,4381012798.0,,,4394379150.0,173246814.0,2741733701.0,1175476637.0,8032844766.0,,,4897307115.0,5534578308.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,5920438060.0,9868427560.0,,5066453212.0,503594830.0,,,,,,,,,,,,,,,,,,,,14141049320.0,,,24961599309.0,8548215422.0,,,1320212138.0,,,,477353482.0,,50116291.0,,20316596666.0,,-2051693994.0,,,,,,,,,,,,,,22403063.0,,,,,,,,,,,,,230264397.0,,,,,3014759218.0,3796348849.0,,9488568875.0,,,,,,61370378.0,,,,,,3452687808.0,,,,835455281.0,,,,,,,,,,,,,,,5536899201.0,,,30498498510.0,,,,4080518631.0,216748270.0,,1175476637.0,7533206439.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
