,trailingNetOtherInvestingChanges,quarterlyOtherShortTermInvestments,quarterlyCurrentAccruedExpenses,quarterlyFreeCashFlow,quarterlyAccountsReceivable,annualDilutedAverageShares,quarterlyCostOfRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingNetIncome,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,annualTotalAssets,annualNetIncome,trailingChangeInWorkingCapital,annualTotalLiabilitiesNetMinorityInterest,trailingPretaxIncome,annualGainsLossesNotAffectingRetainedEarnings,quarterlyLongTermDebt,quarterlyGoodwill,annualNetOtherInvestingChanges,annualRetainedEarnings,annualCostOfRevenue,trailingOperatingIncome,annualOtherCurrentAssets,annualLongTermDebt,annualOperatingIncome,annualPretaxIncome,annualEndCashPosition,trailingTotalRevenue,annualFreeCashFlow,quarterlyNetIncomeCommonStockholders,annualCurrentDebt,trailingEndCashPosition,annualNonCurrentDeferredRevenue,trailingTaxProvision,quarterlyDepreciationAndAmortization,quarterlyPurchaseOfInvestment,quarterlyOtherNonCurrentLiabilities,trailingInvestingCashFlow,annualAccountsPayable,quarterlyCommonStockIssuance,annualNetIncomeContinuousOperations,trailingDepreciationAndAmortization,quarterlyOperatingIncome,annualPurchaseOfBusiness,quarterlyTotalRevenue,trailingNetIncomeContinuousOperations,annualBasicAverageShares,trailingOtherNonCashItems,trailingPurchaseOfBusiness,trailingStockBasedCompensation,annualNetOtherFinancingCharges,annualStockBasedCompensation,quarterlyNonCurrentDeferredRevenue,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,annualNonCurrentDeferredTaxesLiabilities,annualCashFlowFromContinuingFinancingActivities,trailingSellingGeneralAndAdministration,annualInvestingCashFlow,annualCurrentDeferredRevenue,trailingNetOtherFinancingCharges,annualOperatingExpense,quarterlyCapitalExpenditure,annualCapitalExpenditure,trailingDeferredIncomeTax,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,annualTotalRevenue,quarterlyOtherNonCashItems,annualCapitalStock,quarterlyOperatingCashFlow,annualPurchaseOfInvestment,quarterlyOtherCurrentLiabilities,trailingFreeCashFlow,quarterlyGrossPPE,annualChangesInAccountReceivables,trailingOperatingExpense,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyPurchaseOfBusiness,trailingChangesInAccountReceivables,quarterlyPretaxIncome,trailingCostOfRevenue,quarterlyDilutedEPS,trailingBeginningCashPosition,annualInterestExpense,quarterlyTaxProvision,annualGoodwill,annualAccumulatedDepreciation,quarterlyRetainedEarnings,quarterlyNetPPE,quarterlyStockBasedCompensation,annualDeferredIncomeTax,quarterlyEbitda,quarterlyRepurchaseOfCapitalStock,annualChangeInWorkingCapital,quarterlyChangeInCashSupplementalAsReported,annualGrossProfit,trailingNetIncomeCommonStockholders,annualOtherNonCurrentLiabilities,quarterlyChangesInAccountReceivables,quarterlyNetOtherInvestingChanges,annualCashCashEquivalentsAndMarketableSecurities,annualRepaymentOfDebt,annualOtherCurrentLiabilities,trailingGrossProfit,quarterlyStockholdersEquity,annualChangeInCashSupplementalAsReported,quarterlyCashAndCashEquivalents,trailingCapitalExpenditure,trailingOtherIncomeExpense,annualBeginningCashPosition,quarterlyRepaymentOfDebt,quarterlyOtherIntangibleAssets,quarterlyAccountsPayable,trailingCashFlowFromContinuingFinancingActivities,quarterlyOtherCurrentAssets,quarterlyBasicAverageShares,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingRepaymentOfDebt,quarterlyBeginningCashPosition,annualOtherIncomeExpense,annualTotalNonCurrentAssets,quarterlyCapitalStock,trailingChangeInCashSupplementalAsReported,annualGrossPPE,quarterlyBasicEPS,annualSellingGeneralAndAdministration,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDebt,quarterlyInterestExpense,annualOtherNonCashItems,annualDepreciationAndAmortization,quarterlyNetOtherFinancingCharges,quarterlyEndCashPosition,quarterlyChangeInAccountPayable,annualStockholdersEquity,quarterlyGrossProfit,annualBasicEPS,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherIncomeExpense,annualTaxProvision,annualCurrentAccruedExpenses,quarterlyDilutedAverageShares,quarterlyNetIncomeContinuousOperations,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlySellingGeneralAndAdministration,quarterlyNetIncome,quarterlyOtherNonCurrentAssets,annualDilutedEPS,annualCashAndCashEquivalents,annualOperatingCashFlow,annualTotalNonCurrentLiabilitiesNetMinorityInterest,trailingChangeInAccountPayable,quarterlyCurrentDeferredRevenue,annualAccountsReceivable,annualCurrentAssets,trailingOperatingCashFlow,quarterlyOperatingExpense,annualCommonStockIssuance,quarterlyInvestingCashFlow,annualOtherShortTermInvestments,annualOtherIntangibleAssets,annualRepurchaseOfCapitalStock,annualCurrentLiabilities,annualNetPPE,annualOtherNonCurrentAssets,annualNetIncomeCommonStockholders,annualEbitda,annualChangeInAccountPayable,trailingChangeInInventory,annualIncomeTaxPayable,annualInventory,annualResearchAndDevelopment,trailingCashDividendsPaid,quarterlyInventory,quarterlyResearchAndDevelopment,annualSaleOfInvestment,trailingBasicAverageShares,trailingSaleOfInvestment,trailingRepurchaseOfCapitalStock,quarterlySaleOfInvestment,quarterlyInvestmentsAndAdvances,trailingBasicEPS,quarterlyChangeInInventory,trailingPurchaseOfInvestment,annualChangeInInventory,quarterlyIncomeTaxPayable,trailingDilutedEPS,annualCashDividendsPaid,quarterlyCashDividendsPaid,trailingDilutedAverageShares,trailingInterestExpense,trailingResearchAndDevelopment,trailingCommonStockIssuance,annualInvestmentsAndAdvances
1483142400,,403000.0,49895000.0,44315000.0,199982000.0,53215000.0,198226000.0,28180000.0,,279260000.0,925811000.0,925811000.0,99266000.0,,144399000.0,,-37688000.0,25048000.0,109289000.0,25495000.0,444320000.0,737186000.0,,2141000.0,25048000.0,133696000.0,126466000.0,362025000.0,,135500000.0,24763000.0,,,,,6237000.0,,3132000.0,,3213000.0,,99266000.0,,37383000.0,-5500000.0,313525000.0,,50309000.0,,,,2600000.0,49244000.0,,-3293000.0,10472000.0,,10467000.0,,-9322000.0,3319000.0,,289250000.0,-9336000.0,-29317000.0,,-5931000.0,-46601000.0,1160132000.0,4394000.0,50000.0,53651000.0,,2558000.0,,73616000.0,-30612000.0,,646551000.0,116219000.0,-1001000.0,,32050000.0,,0.46,,,7287000.0,109289000.0,-46601000.0,444320000.0,73616000.0,11724000.0,-3304000.0,43620000.0,,-6279000.0,31398000.0,422946000.0,,3132000.0,-15811000.0,-2082000.0,362428000.0,-30129000.0,2558000.0,,781412000.0,162576000.0,362025000.0,,,199449000.0,-8033000.0,51260000.0,3213000.0,,2141000.0,50717000.0,-37688000.0,,330627000.0,-12078000.0,279260000.0,50000.0,,73616000.0,0.49,264658000.0,362428000.0,,,6228000.0,23387000.0,-44000.0,362025000.0,-1270000.0,781412000.0,115299000.0,1.97,144399000.0,-6765000.0,27200000.0,49895000.0,53380000.0,24763000.0,,71432000.0,24763000.0,10838000.0,1.87,362025000.0,164817000.0,28180000.0,,3319000.0,199982000.0,646551000.0,,77916000.0,,-12432000.0,403000.0,51260000.0,,116219000.0,73616000.0,10838000.0,99266000.0,157083000.0,741000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1490918400,,403000.0,32451000.0,25503000.0,176686000.0,,207730000.0,28994000.0,,278977000.0,986987000.0,,,,,,,25040000.0,110291000.0,,,,,,,,,,,,23641000.0,,,,,6672000.0,,3954000.0,,,,,,30966000.0,,324651000.0,,,,,,,,,2595000.0,-17590000.0,,,,,,,,-5725000.0,,,7882000.0,,,651000.0,,31228000.0,,44951000.0,,75962000.0,,,708010000.0,122891000.0,,,28595000.0,,0.44,,,4954000.0,,,469701000.0,75962000.0,15776000.0,,37638000.0,,,36394000.0,,,,24635000.0,81000.0,,,,,835102000.0,,398419000.0,,,,-30000.0,49668000.0,3256000.0,,403000.0,50958000.0,-31302000.0,,362025000.0,,,51000.0,,,0.46,,398822000.0,,,,,-2694000.0,398419000.0,77000.0,,116921000.0,,151885000.0,-2955000.0,,,53889000.0,23641000.0,,78453000.0,23641000.0,10870000.0,,,,,,,,,,85955000.0,,-5644000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1498780800,,403000.0,47822000.0,22152000.0,208273000.0,,220132000.0,29457000.0,,290902000.0,1079383000.0,,,,,,,25033000.0,116239000.0,,,,,,,,,,,,37359000.0,,,,,7020000.0,,4424000.0,,,,,,40682000.0,,348977000.0,,,,,,,,,-3361000.0,-24495000.0,,,,,,,,-5716000.0,,,26250000.0,,,-2201000.0,,27868000.0,,41312000.0,,77115000.0,,,788481000.0,130220000.0,,,43046000.0,,0.68,,,5687000.0,,,507060000.0,77115000.0,12927000.0,,47702000.0,,,45082000.0,,,,-29265000.0,626000.0,,,,,919706000.0,,443501000.0,,,,-25029000.0,49998000.0,4253000.0,,403000.0,51899000.0,-26751000.0,,398419000.0,,,51000.0,,,0.72,,443904000.0,,,,,-872000.0,443501000.0,441000.0,,128845000.0,,159677000.0,1562000.0,,,54848000.0,37359000.0,,80419000.0,37359000.0,11823000.0,,,,,,,,,,88163000.0,,-11930000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1506729600,,803000.0,71842000.0,59444000.0,230119000.0,,239369000.0,28877000.0,,289264000.0,1173006000.0,,,,,,,25041000.0,119452000.0,,,,,,,,,,,,42634000.0,,,,,7174000.0,,3836000.0,,,,,,49248000.0,,377523000.0,,,,,,,,,2152000.0,3676000.0,,,,,,,,-5440000.0,,,6084000.0,,,-1946000.0,,64884000.0,,42920000.0,,77935000.0,,,883742000.0,158984000.0,0.0,,50587000.0,,0.77,,,7953000.0,,,549694000.0,77935000.0,11217000.0,,56422000.0,,,68992000.0,,,,-19766000.0,-1000000.0,,,,,985145000.0,,512493000.0,,,,-30000.0,46238000.0,5592000.0,,803000.0,52545000.0,-21048000.0,,443501000.0,,,52000.0,,,0.81,,513296000.0,,,,,-444000.0,512493000.0,1367000.0,,138154000.0,,187861000.0,-77000.0,,,55229000.0,42634000.0,,81190000.0,42634000.0,12877000.0,,,,,,,,,,88906000.0,,-6440000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1514678400,,,89812000.0,58459000.0,265639000.0,54984000.0,254121000.0,94342000.0,,290223000.0,1250256000.0,1250256000.0,72760000.0,,275309000.0,,-17623000.0,25033000.0,119531000.0,473000.0,518820000.0,921352000.0,,5085000.0,25033000.0,172946000.0,174305000.0,582585000.0,,165558000.0,-30874000.0,,,,,7696000.0,,9435000.0,,5574000.0,,72760000.0,,52050000.0,-6840000.0,399297000.0,,52077000.0,,,,-4135000.0,52407000.0,,11175000.0,71442000.0,,49746000.0,,-36173000.0,4498000.0,,356150000.0,-12925000.0,-29806000.0,,9530000.0,-61706000.0,1450448000.0,-514000.0,53000.0,71384000.0,,18280000.0,,86419000.0,-58745000.0,,960033000.0,180967000.0,0.0,,52077000.0,,-0.58,,,82951000.0,119531000.0,-61706000.0,518820000.0,86419000.0,12487000.0,12561000.0,59746000.0,,33033000.0,70092000.0,529096000.0,,9435000.0,-34349000.0,766000.0,582585000.0,-25103000.0,18280000.0,,974947000.0,220560000.0,582585000.0,,,362025000.0,-14000.0,44511000.0,5574000.0,,5085000.0,52879000.0,-17623000.0,,512493000.0,-3242000.0,290223000.0,53000.0,,86419000.0,-0.58,324855000.0,582585000.0,,,-4010000.0,28562000.0,-125000.0,582585000.0,-664000.0,974947000.0,145176000.0,1.4,275309000.0,-1772000.0,101545000.0,89812000.0,52879000.0,-30874000.0,,84793000.0,-30874000.0,12691000.0,1.32,582585000.0,195364000.0,94342000.0,,4498000.0,265639000.0,960033000.0,,93126000.0,,-12159000.0,,44511000.0,,180967000.0,86419000.0,12691000.0,72760000.0,201508000.0,1221000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1522454400,,,56701000.0,-3381000.0,262295000.0,,277634000.0,108146000.0,,373222000.0,1343402000.0,,,,,,,25025000.0,150337000.0,,,,,,,,,,,,64418000.0,,,,,8176000.0,,21090000.0,,,,,,48697000.0,,424148000.0,,,,,,,,,-23290000.0,-56787000.0,,,,,,,,-10711000.0,,,4016000.0,,,-1982000.0,,7330000.0,,60642000.0,,96825000.0,,,970180000.0,179908000.0,-50264000.0,,47899000.0,,1.15,,,-16519000.0,,,583695000.0,96825000.0,16596000.0,,56873000.0,,,-45778000.0,,,,12475000.0,393000.0,,,,,1055348000.0,,535857000.0,,,,-3466000.0,59500000.0,8474000.0,,,53079000.0,-14245000.0,,582855000.0,,,53000.0,,,1.21,,535857000.0,,,,,-106000.0,537077000.0,2520000.0,,146514000.0,,288054000.0,-247000.0,,,56241000.0,64418000.0,,87777000.0,64418000.0,16507000.0,,,,,,,,,,97817000.0,,-60164000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1530316800,,,72443000.0,50867000.0,283001000.0,,289175000.0,97981000.0,,367676000.0,1392195000.0,,,,,,,25020000.0,144667000.0,,,,,,,,,,,,50255000.0,,,,,8962000.0,,16421000.0,,,,,,54237000.0,,445647000.0,,,,,,,,,-4291000.0,-11490000.0,,,,,,,,-8592000.0,,,7575000.0,,,-117000.0,,59459000.0,,50374000.0,,98450000.0,,,1024519000.0,181411000.0,0.0,,57119000.0,,0.89,,,6864000.0,,,633950000.0,98450000.0,14810000.0,,63199000.0,,,48199000.0,,,,-27526000.0,442000.0,,,,,1112803000.0,,584081000.0,,,,-12000.0,55201000.0,6727000.0,,,53517000.0,-32155000.0,,537077000.0,,,54000.0,,,0.94,,584081000.0,,,,,-7193000.0,585276000.0,-1512000.0,,156472000.0,,279392000.0,1830000.0,,,56587000.0,50255000.0,,91843000.0,50255000.0,12884000.0,,,,,,,,,,102235000.0,,-8150000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1538265600,,,98442000.0,94137000.0,282276000.0,,301081000.0,87074000.0,,374980000.0,1503982000.0,,,,,,,25028000.0,144987000.0,,,,,,,,,,,,65618000.0,,,,,9319000.0,,11804000.0,,,,,,64560000.0,,468186000.0,,,,,,,,,-8791000.0,21922000.0,,,,,,,,-8162000.0,,,9260000.0,,,-1335000.0,,102299000.0,,,,99465000.0,,,1129002000.0,220973000.0,0.0,,65987000.0,,1.15,,,369000.0,,,699568000.0,99465000.0,15330000.0,,73879000.0,,,101025000.0,,,,-1207000.0,-1357000.0,,,,,1195935000.0,,685108000.0,,,,-7000.0,52669000.0,8422000.0,,,53852000.0,-34347000.0,,585276000.0,,,54000.0,,,1.22,,685108000.0,,,,,-372000.0,686301000.0,566000.0,,167105000.0,,308047000.0,-514000.0,,,56963000.0,65618000.0,,92490000.0,65618000.0,14498000.0,,,,,,,,,,102545000.0,,-9519000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1546214400,,,127937000.0,113021000.0,297685000.0,56673000.0,319031000.0,86377000.0,,412734000.0,1611802000.0,1611802000.0,240256000.0,,349206000.0,,-41514000.0,25031000.0,166832000.0,-699000.0,759533000.0,1186921000.0,,,25031000.0,245764000.0,249773000.0,771711000.0,,254644000.0,59965000.0,,,,,10183000.0,,17661000.0,,7444000.0,,240256000.0,,78270000.0,-74268000.0,504931000.0,,53623000.0,,,,-8350000.0,59188000.0,,-11628000.0,51353000.0,,23001000.0,,-112123000.0,4558000.0,,410227000.0,-10109000.0,-37574000.0,,2150000.0,-78359000.0,1842912000.0,1722000.0,54000.0,123130000.0,,25502000.0,,102646000.0,-31005000.0,,1199068000.0,262829000.0,-24004000.0,,78768000.0,,1.05,,,18803000.0,166832000.0,-78359000.0,759533000.0,102646000.0,12452000.0,-48000000.0,88453000.0,,4998000.0,85410000.0,655991000.0,,17661000.0,-14747000.0,-177000.0,770560000.0,-3494000.0,25502000.0,,1262596000.0,188856000.0,770560000.0,,,582855000.0,-9000.0,57065000.0,7444000.0,,,54031000.0,-41514000.0,,686301000.0,487000.0,412734000.0,54000.0,,102646000.0,1.11,373587000.0,770560000.0,,,-1712000.0,36640000.0,-679000.0,771711000.0,-2346000.0,1262596000.0,185900000.0,4.48,349206000.0,-582000.0,9517000.0,127937000.0,56887000.0,59965000.0,,97447000.0,59965000.0,16208000.0,4.24,770560000.0,292218000.0,86377000.0,,4558000.0,297685000.0,1199068000.0,,107630000.0,,-34290000.0,,57065000.0,,262829000.0,102646000.0,16208000.0,240256000.0,282404000.0,-772000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1553990400,,,72793000.0,-13626000.0,307202000.0,,344689000.0,210644000.0,,586688000.0,1831435000.0,,,,,,,25000000.0,167707000.0,,,,,,,,,,,,60754000.0,,,,,22387000.0,,14030000.0,,,,,,64658000.0,,521333000.0,,,,,,,,,846000.0,-106432000.0,,,,,,,,-13424000.0,,,10181000.0,,,520000.0,,-202000.0,,39856000.0,,278896000.0,,,1244747000.0,282566000.0,0.0,,64250000.0,,1.06,,,3496000.0,,,820287000.0,278896000.0,21856000.0,,87045000.0,,,-8033000.0,,,,-8820000.0,-5136000.0,,,,,1338225000.0,,762529000.0,,,,-4000.0,50087000.0,4397000.0,,,54245133.0,-35471000.0,,771711000.0,,,54000.0,,,1.12,,762529000.0,,,,,-1217000.0,763678000.0,-2488000.0,,176644000.0,,493210000.0,-3484000.0,,,57236427.0,60754000.0,,101786000.0,60754000.0,20653000.0,,,,,,,,,,111986000.0,,-18560000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561852800,,,96026000.0,32428000.0,343864000.0,,355915000.0,236590000.0,,645628000.0,1931451000.0,,,,,,,25000000.0,179214000.0,,,,,,,,,,,,58777000.0,,,,,24573000.0,,9803000.0,,,,,,72882000.0,,551587000.0,,,,,,,,,-2039000.0,-56697000.0,,,,,,,,-11601000.0,,,-1973000.0,,,3418000.0,,44029000.0,,,,321622000.0,,,1285823000.0,272614000.0,-16240000.0,,70510000.0,,1.02,,,11733000.0,,,879064000.0,321622000.0,15697000.0,,83910000.0,,,14871000.0,,,,-35762000.0,-1044000.0,,,,,1422247000.0,,777365000.0,,,,-2000.0,53821000.0,6043000.0,,,54682000.0,-31314000.0,,763678000.0,,,55000.0,,,1.07,,777365000.0,,,,,-12984000.0,778549000.0,419000.0,,195672000.0,,509204000.0,-3562000.0,,,57614000.0,58777000.0,,111762000.0,58777000.0,21237000.0,,,,,,,,,,122790000.0,,-28885000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1569801600,-7227000.0,,128639000.0,91769000.0,339112000.0,,377525000.0,236576000.0,246498000.0,675471000.0,2040163000.0,,,-102446000.0,,293497000.0,,25000000.0,186299000.0,,,,296375000.0,,,,,,2165954000.0,,67002000.0,,865722000.0,,46999000.0,25598000.0,,13858000.0,-121872000.0,,,,82741000.0,80565000.0,,588103000.0,246498000.0,,9244000.0,-52659000.0,65476000.0,,,,-1912000.0,9330000.0,,,429881000.0,,,-16323000.0,,-27270000.0,,-14733000.0,4939000.0,,,3584000.0,,119039000.0,,,223592000.0,322466000.0,,472419000.0,1364692000.0,311470000.0,-12415000.0,-55500000.0,79969000.0,1397160000.0,1.16,686301000.0,,12967000.0,,,946066000.0,322466000.0,15471000.0,,106163000.0,,,75840000.0,,246498000.0,,3829000.0,-452000.0,,,,768794000.0,1492117000.0,,853241000.0,-62404000.0,-10733000.0,,-1000.0,56537000.0,6896000.0,15297000.0,,54877666.0,-43591000.0,-16000.0,778549000.0,,,55000.0,168088000.0,,1.22,,853241000.0,,,,,-1443000.0,854389000.0,225000.0,,210578000.0,,548046000.0,-3105000.0,,,57844355.0,67002000.0,,118886000.0,67002000.0,35098000.0,,,,,-4190000.0,,,,285996000.0,130013000.0,,-40137000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
