date,trailingOperatingExpense,trailingSellingGeneralAndAdministration,quarterlyBasicEPS,annualSellingGeneralAndAdministration,annualCapitalExpenditure,annualOperatingExpense,annualBeginningCashPosition,quarterlyTotalLiabilitiesNetMinorityInterest,trailingCapitalExpenditure,trailingBeginningCashPosition,trailingInterestExpense,quarterlyGrossPPE,annualNetIncomeCommonStockholders,annualChangeInCashSupplementalAsReported,trailingNetIncomeCommonStockholders,trailingNetIncomeContinuousOperations,annualInterestExpense,annualAccumulatedDepreciation,annualOtherIntangibleAssets,annualNetOtherFinancingCharges,quarterlyRetainedEarnings,trailingOperatingCashFlow,quarterlyAccumulatedDepreciation,quarterlyStockholdersEquity,annualBasicAverageShares,annualTaxProvision,trailingFreeCashFlow,annualTotalLiabilitiesNetMinorityInterest,annualNetIncomeContinuousOperations,annualOtherNonCashItems,annualPurchaseOfBusiness,trailingOtherNonCashItems,annualNetIncome,annualCashDividendsPaid,trailingDepreciationAndAmortization,annualFreeCashFlow,trailingTaxProvision,annualInvestingCashFlow,trailingInvestingCashFlow,annualPurchaseOfInvestment,annualDilutedAverageShares,trailingPurchaseOfInvestment,annualStockholdersEquity,annualTotalAssets,trailingNetIncome,annualDepreciationAndAmortization,trailingSaleOfInvestment,trailingCashDividendsPaid,trailingPretaxIncome,quarterlyGoodwill,annualRetainedEarnings,quarterlyDilutedEPS,quarterlyNetPPE,annualChangeInWorkingCapital,quarterlyInvestmentsAndAdvances,trailingChangeInWorkingCapital,annualGoodwill,annualSaleOfInvestment,annualCommonStockIssuance,annualDilutedEPS,annualBasicEPS,annualOperatingIncome,annualNetPPE,annualCapitalStock,annualOperatingCashFlow,quarterlyCashAndCashEquivalents,annualTotalRevenue,annualRepaymentOfDebt,annualEndCashPosition,trailingTotalRevenue,trailingChangeInCashSupplementalAsReported,annualNetOtherInvestingChanges,annualCashAndCashEquivalents,annualGrossPPE,annualPretaxIncome,quarterlyCapitalStock,annualInvestmentsAndAdvances,quarterlyTotalAssets,quarterlyOtherIntangibleAssets,trailingEndCashPosition,annualOtherShortTermInvestments,quarterlyCostOfRevenue,annualCostOfRevenue,annualTotalNonCurrentAssets,annualChangesInAccountReceivables,quarterlyOtherNonCashItems,annualCashFlowFromContinuingFinancingActivities,quarterlyOtherIncomeExpense,quarterlyGrossProfit,quarterlySellingGeneralAndAdministration,annualGrossProfit,annualLongTermDebt,quarterlyNetOtherInvestingChanges,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingNetOtherFinancingCharges,quarterlyBeginningCashPosition,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentAssets,quarterlyStockBasedCompensation,annualResearchAndDevelopment,quarterlyFreeCashFlow,trailingBasicEPS,annualCurrentDebt,annualCashCashEquivalentsAndMarketableSecurities,trailingChangeInInventory,quarterlyPurchaseOfBusiness,quarterlyChangeInWorkingCapital,annualEbitda,quarterlyTotalNonCurrentAssets,annualCurrentLiabilities,quarterlyRepurchaseOfCapitalStock,trailingChangeInAccountPayable,quarterlyPretaxIncome,quarterlyOtherShortTermInvestments,trailingRepurchaseOfCapitalStock,annualOtherIncomeExpense,quarterlyInterestExpense,trailingNetOtherInvestingChanges,quarterlyResearchAndDevelopment,trailingChangesInAccountReceivables,quarterlyTaxProvision,quarterlyOtherNonCurrentLiabilities,quarterlyEbitda,trailingDilutedAverageShares,trailingCashFlowFromContinuingFinancingActivities,trailingOperatingIncome,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyNetOtherFinancingCharges,trailingCommonStockIssuance,annualOtherCurrentAssets,quarterlyIncomeTaxPayable,annualStockBasedCompensation,quarterlyDeferredIncomeTax,quarterlyNetIncome,quarterlyDilutedAverageShares,quarterlyCommonStockIssuance,annualAccountsPayable,quarterlyNonCurrentDeferredRevenue,quarterlyCapitalExpenditure,annualAccountsReceivable,trailingOtherIncomeExpense,annualInventory,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentLiabilities,annualNonCurrentDeferredRevenue,annualCurrentAccruedExpenses,quarterlyInvestingCashFlow,quarterlyPurchaseOfInvestment,quarterlyNetIncomeCommonStockholders,quarterlyDepreciationAndAmortization,annualChangeInInventory,quarterlyOtherCurrentAssets,quarterlyNetIncomeContinuousOperations,quarterlyChangeInInventory,quarterlyBasicAverageShares,trailingDeferredIncomeTax,quarterlyGainsLossesNotAffectingRetainedEarnings,annualChangeInAccountPayable,annualIncomeTaxPayable,quarterlyCashDividendsPaid,quarterlyOtherNonCurrentAssets,quarterlyOtherCurrentLiabilities,trailingGrossProfit,trailingBasicAverageShares,annualDeferredIncomeTax,trailingPurchaseOfBusiness,quarterlyEndCashPosition,quarterlyChangesInAccountReceivables,trailingDilutedEPS,quarterlyOperatingExpense,trailingResearchAndDevelopment,quarterlyOperatingIncome,annualRepurchaseOfCapitalStock,quarterlyCurrentDebt,quarterlyOperatingCashFlow,quarterlySaleOfInvestment,quarterlyAccountsPayable,trailingStockBasedCompensation,annualNonCurrentDeferredTaxesLiabilities,trailingCostOfRevenue,quarterlyInventory,quarterlyCurrentAccruedExpenses,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCurrentDeferredRevenue,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyAccountsReceivable,annualCurrentAssets,trailingRepaymentOfDebt,annualOtherCurrentLiabilities,quarterlyLongTermDebt,quarterlyRepaymentOfDebt,annualOtherNonCurrentLiabilities,quarterlyChangeInAccountPayable,quarterlyChangeInCashSupplementalAsReported,annualOtherNonCurrentAssets,quarterlyTotalRevenue,annualCurrentDeferredRevenue
2011-06-30,,,0.0,,,,,899534000000.0,,,,16065000000.0,,,,,,,,,48654000000.0,,,73675000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,16065000000.0,,268749000000.0,,,,,,,,,,,157151000000.0,,,,,,,,,,9559000000.0,,973209000000.0,5966000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-31,,,,3191000000.0,-422000000.0,7898000000.0,118560000000.0,896690000000.0,,,,21063000000.0,16680000000.0,-272000000.0,,,4109000000.0,-3080000000.0,5962000000.0,0.0,52273000000.0,,-3080000000.0,78755000000.0,1911842736.0,2533000000.0,,896690000000.0,16680000000.0,-21196000000.0,,,16680000000.0,-9942000000.0,,-19999000000.0,,29450000000.0,,-45208000000.0,1911842736.0,,78755000000.0,975445000000.0,,800000000.0,,,,,52273000000.0,,17983000000.0,-25800000000.0,305574000000.0,,,66897000000.0,,8.72,8.72,14181000000.0,17983000000.0,9559000000.0,-19577000000.0,147275000000.0,22597000000.0,-3502000000.0,120469000000.0,,,0.0,147275000000.0,21063000000.0,19213000000.0,9559000000.0,305574000000.0,975445000000.0,5962000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-30,,,0.0,,,,,921623000000.0,,,,21416000000.0,,,,,,,,,54623000000.0,,-3166000000.0,84245000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,18250000000.0,,298790000000.0,,,,,,,,,,,156220000000.0,,,,,,,,,,9559000000.0,,1005868000000.0,6603000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-31,,,,617000000.0,-359000000.0,20624000000.0,120469000000.0,984773000000.0,,,,22499000000.0,19426000000.0,6239000000.0,,,4915000000.0,-3237000000.0,6454000000.0,0.0,59683000000.0,,-3237000000.0,92323000000.0,1911842736.0,2687000000.0,,984773000000.0,19426000000.0,-17807000000.0,-32000000.0,,19426000000.0,-9942000000.0,,-6068000000.0,,22179000000.0,,-36965000000.0,1911842736.0,,92323000000.0,1077096000000.0,,877000000.0,,,,329000000.0,59683000000.0,,19262000000.0,-17686000000.0,325984000000.0,,329000000.0,55412000000.0,,10.16,10.16,15606000000.0,19262000000.0,0.0,-5709000000.0,173106000000.0,36611000000.0,-2326000000.0,125034000000.0,,,48000000.0,173106000000.0,22499000000.0,22113000000.0,0.0,325984000000.0,1077096000000.0,6454000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-30,,,0.0,,,,,1004576000000.0,,,,23982000000.0,,,,,,,,,76633000000.0,,-3292000000.0,102081000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,329000000.0,,0.0,20690000000.0,,315533000000.0,,,,,,,,,,,160729000000.0,,,,,,,,,,0.0,,1106657000000.0,7074000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-31,,,,713000000.0,-3589000000.0,20877000000.0,115947000000.0,1035952000000.0,,,,24352000000.0,26678000000.0,2016000000.0,,,5221000000.0,-3352000000.0,7645000000.0,0.0,78679000000.0,,-3352000000.0,107778000000.0,1911842736.0,1818000000.0,,1035952000000.0,26678000000.0,-19731000000.0,0.0,,26678000000.0,-10133000000.0,,19513000000.0,,-10642000000.0,,-44737000000.0,1911842736.0,,107778000000.0,1143730000000.0,,875000000.0,,,,329000000.0,78679000000.0,,21000000000.0,9443000000.0,334720000000.0,,329000000.0,33572000000.0,,13.95,13.95,18410000000.0,21000000000.0,0.0,23102000000.0,169400000000.0,48172000000.0,0.0,115779000000.0,,,663000000.0,169400000000.0,24352000000.0,28496000000.0,0.0,334720000000.0,1143730000000.0,7645000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-30,,,0.0,,,,,1086463000000.0,,,,24870000000.0,,,,,,,,,83215000000.0,,-3276000000.0,109501000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,329000000.0,,0.0,21594000000.0,,345713000000.0,,,,,,,,,,,157608000000.0,,,,,,,,,,0.0,,1195964000000.0,8450000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-31,,,,829000000.0,-682000000.0,22355000000.0,115779000000.0,1124797000000.0,,,,25236000000.0,15131000000.0,-7786000000.0,,,6399000000.0,-3338000000.0,8724000000.0,6981000000.0,83667000000.0,,-3338000000.0,139193000000.0,1911842736.0,2918000000.0,,1124797000000.0,15131000000.0,-20927000000.0,,,15131000000.0,-10515000000.0,,1537000000.0,,-161000000.0,,-55797000000.0,1911842736.0,,139193000000.0,1263990000000.0,,942000000.0,,,,329000000.0,83667000000.0,,21898000000.0,-11216000000.0,384287000000.0,,329000000.0,52371000000.0,6981000000.0,7.91,7.91,19450000000.0,21898000000.0,0.0,2219000000.0,162224000000.0,40790000000.0,-6008000000.0,105350000000.0,,,610000000.0,162224000000.0,25236000000.0,18049000000.0,0.0,384287000000.0,1263990000000.0,8724000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-30,,,0.0,,,,,1191964000000.0,,,,29018000000.0,,,,,,,,,99982000000.0,,-3354000000.0,139474000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,329000000.0,,0.0,25664000000.0,,393304000000.0,,,,,,,,,,,200261000000.0,,,,,,,,,,0.0,,1331438000000.0,10248000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-31,,,,902000000.0,-1492000000.0,23450000000.0,105350000000.0,1192448000000.0,,,,29613000000.0,27494000000.0,1455000000.0,,,5898000000.0,-3427000000.0,11892000000.0,-310000000.0,105363000000.0,,-3427000000.0,141981000000.0,1911842736.0,2994000000.0,,1192448000000.0,27494000000.0,-24120000000.0,,,27494000000.0,-10706000000.0,,12717000000.0,,1910000000.0,,-111967000000.0,1911842736.0,,141981000000.0,1334429000000.0,,1067000000.0,,,,329000000.0,105363000000.0,,26186000000.0,1515000000.0,437954000000.0,,329000000.0,108005000000.0,,14.22,14.22,19433000000.0,26186000000.0,0.0,14209000000.0,141030000000.0,44021000000.0,-3492000000.0,104397000000.0,,,5069000000.0,141030000000.0,29613000000.0,30488000000.0,0.0,437954000000.0,1334429000000.0,11892000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
