,annualEndCashPosition,annualTaxProvision,annualCurrentDebt,annualCurrentDeferredRevenue,quarterlyNetIncomeCommonStockholders,quarterlyInvestingCashFlow,annualBasicAverageShares,quarterlyEndCashPosition,trailingCostOfRevenue,trailingTotalRevenue,annualOtherCurrentAssets,annualCostOfRevenue,annualAccountsPayable,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyStockBasedCompensation,quarterlyOtherNonCashItems,quarterlyCashDividendsPaid,trailingOperatingIncome,annualOtherShortTermInvestments,annualNetOtherFinancingCharges,trailingEndCashPosition,quarterlyDepreciationAndAmortization,quarterlyPurchaseOfInvestment,trailingTaxProvision,quarterlyEbitda,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInWorkingCapital,annualRepurchaseOfCapitalStock,annualTotalLiabilitiesNetMinorityInterest,quarterlyDeferredIncomeTax,annualInvestmentsAndAdvances,annualChangeInWorkingCapital,annualOperatingExpense,annualFreeCashFlow,trailingNetIncomeContinuousOperations,quarterlyFreeCashFlow,trailingOperatingExpense,quarterlyRetainedEarnings,quarterlyTotalRevenue,annualNetOtherInvestingChanges,quarterlyDilutedAverageShares,annualCashAndCashEquivalents,trailingSellingGeneralAndAdministration,annualGainsLossesNotAffectingRetainedEarnings,quarterlyGrossPPE,quarterlyCurrentLiabilities,annualNetIncomeContinuousOperations,quarterlyOperatingIncome,quarterlyCurrentAssets,annualBasicEPS,trailingFreeCashFlow,trailingPretaxIncome,annualTotalAssets,quarterlyLongTermDebt,annualAccountsReceivable,annualCurrentAssets,annualBeginningCashPosition,annualCashDividendsPaid,annualLongTermDebt,quarterlyChangeInInventory,annualDilutedAverageShares,annualNetIncome,quarterlyOtherCurrentAssets,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyCostOfRevenue,annualOtherNonCurrentAssets,annualSellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,quarterlyBasicEPS,annualNetIncomeCommonStockholders,quarterlyInvestmentsAndAdvances,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyChangeInAccountPayable,annualSaleOfInvestment,annualCommonStockIssuance,annualOtherNonCashItems,annualStockholdersEquity,trailingRepurchaseOfCapitalStock,quarterlyOperatingExpense,quarterlyGrossProfit,annualDepreciationAndAmortization,quarterlyCurrentDeferredRevenue,trailingNetIncomeCommonStockholders,trailingChangeInAccountPayable,annualRetainedEarnings,quarterlySellingGeneralAndAdministration,quarterlyStockholdersEquity,annualCurrentAccruedExpenses,quarterlyNetOtherInvestingChanges,quarterlyGoodwill,annualDilutedEPS,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyRepaymentOfDebt,annualCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyNonCurrentDeferredTaxesLiabilities,annualStockBasedCompensation,quarterlyInventory,trailingOperatingCashFlow,quarterlyNetPPE,quarterlyOtherIncomeExpense,quarterlyTaxProvision,annualCapitalStock,annualOtherIncomeExpense,annualTotalNonCurrentAssets,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,annualOperatingCashFlow,annualNetPPE,quarterlyCommonStockIssuance,annualOtherIntangibleAssets,quarterlyInterestExpense,annualGrossProfit,quarterlyBasicAverageShares,quarterlyCurrentDebt,annualInventory,annualCurrentLiabilities,trailingDepreciationAndAmortization,trailingChangeInInventory,trailingCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,trailingPurchaseOfBusiness,annualEbitda,annualNonCurrentDeferredTaxesLiabilities,annualPurchaseOfBusiness,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyOtherIntangibleAssets,trailingOtherNonCashItems,quarterlyResearchAndDevelopment,quarterlyNetOtherFinancingCharges,annualOtherNonCurrentLiabilities,quarterlyOperatingCashFlow,quarterlyCapitalExpenditure,annualCashCashEquivalentsAndMarketableSecurities,annualChangeInInventory,quarterlyCashFlowFromContinuingFinancingActivities,trailingCashDividendsPaid,trailingInterestExpense,trailingBeginningCashPosition,quarterlyTotalAssets,annualInterestExpense,annualGoodwill,trailingNetIncome,annualPretaxIncome,trailingChangesInAccountReceivables,quarterlyOtherCurrentLiabilities,quarterlyTotalNonCurrentAssets,annualChangesInAccountReceivables,annualGrossPPE,trailingInvestingCashFlow,quarterlySaleOfInvestment,quarterlyChangesInAccountReceivables,trailingCapitalExpenditure,trailingChangeInCashSupplementalAsReported,quarterlyOtherShortTermInvestments,quarterlyChangeInCashSupplementalAsReported,annualAccumulatedDepreciation,quarterlyRepurchaseOfCapitalStock,annualDeferredIncomeTax,quarterlyAccountsPayable,quarterlyCapitalStock,trailingRepaymentOfDebt,quarterlyBeginningCashPosition,annualRepaymentOfDebt,quarterlyDilutedEPS,trailingChangeInWorkingCapital,annualOperatingIncome,quarterlyGainsLossesNotAffectingRetainedEarnings,annualCapitalExpenditure,annualTotalRevenue,trailingStockBasedCompensation,trailingGrossProfit,annualPurchaseOfInvestment,annualChangeInCashSupplementalAsReported,annualInvestingCashFlow,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,quarterlyIncomeTaxPayable,trailingBasicAverageShares,annualNonCurrentDeferredRevenue,annualIncomeTaxPayable,trailingDeferredIncomeTax,trailingResearchAndDevelopment,trailingSaleOfInvestment,trailingDilutedEPS,trailingNetOtherInvestingChanges,trailingOtherIncomeExpense,trailingPurchaseOfInvestment,annualResearchAndDevelopment,trailingDilutedAverageShares,trailingCommonStockIssuance,quarterlyNonCurrentDeferredRevenue,trailingBasicEPS
757296000,0.0,59900000.0,48000000.0,,30700000.0,-112300000.0,328076923.0,0.0,,,100900000.0,60600000.0,1058100000.0,,335300000.0,,0.0,-9300000.0,,,-8000000.0,,22400000.0,-46000000.0,,77500000.0,1859500000.0,263400000.0,-51900000.0,1859500000.0,2400000.0,,52500000.0,1407900000.0,175600000.0,,311000000.0,,287400000.0,456100000.0,-80700000.0,,174800000.0,,,349400000.0,1524200000.0,85300000.0,55100000.0,1274500000.0,0.26,,,2289900000.0,278300000.0,,1274500000.0,112500000.0,-35500000.0,278300000.0,32800000.0,334509804.0,85300000.0,100900000.0,,,22400000.0,251400000.0,1347300000.0,57000000.0,,85300000.0,,335300000.0,,18000000.0,7500000.0,10700000.0,402200000.0,,423400000.0,478500000.0,60600000.0,,,,287400000.0,401000000.0,402200000.0,,-59400000.0,,0.255,30700000.0,30700000.0,,13300000.0,-188900000.0,,,59400000.0,,160500000.0,21700000.0,20600000.0,,27800000.0,1015400000.0,174800000.0,174800000.0,209200000.0,160500000.0,-1700000.0,603500000.0,20700000.0,1577100000.0,,48000000.0,59400000.0,1524200000.0,,,,251400000.0,,229800000.0,,,,51300000.0,603500000.0,,,-800000.0,57000000.0,319100000.0,-8100000.0,174800000.0,6700000.0,-123800000.0,,,,2289900000.0,41200000.0,,,145200000.0,,418100000.0,1015400000.0,,349400000.0,,1200000.0,,,,,73700000.0,-188900000.0,-28600000.0,2200000.0,1058100000.0,,,0.0,,,,169200000.0,,-33600000.0,1516500000.0,,,-49700000.0,62400000.0,-146000000.0,,418100000.0,,,,,,,,,,,,,,,,
765072000,,,,,-9100000.0,-14000000.0,,118300000.0,,,,,,,,,-27300000.0,-10100000.0,,,,,16400000.0,-8200000.0,,54200000.0,1869800000.0,-205300000.0,,,-8100000.0,,,,,,-215000000.0,,268300000.0,376500000.0,,260000000.0,,,,359400000.0,1384200000.0,,37800000.0,1260200000.0,,,,,403800000.0,,,,,,-10800000.0,,,133900000.0,,,16400000.0,,,81800000.0,-0.035,,,485600000.0,,,,,,,355100000.0,392900000.0,,,,,,338700000.0,400700000.0,,-23100000.0,,,18900000.0,-9100000.0,,,-195800000.0,,,70800000.0,,163600000.0,4500000.0,13200000.0,,,,118300000.0,118300000.0,,,2100000.0,,8700000.0,,260000000.0,87300000.0,,,,,,252100000.0,,,,,,32100000.0,626000000.0,,,-100000.0,,-204300000.0,-10700000.0,,,151900000.0,,,,2301900000.0,,,,,,370100000.0,1041700000.0,,,,27700000.0,,,,,-56500000.0,,-4200000.0,,926800000.0,,,174800000.0,,-0.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,
772934400,,,,,33500000.0,-34300000.0,,155000000.0,,,,,,,,,2900000.0,-14900000.0,,,,,12500000.0,2800000.0,,77400000.0,1968700000.0,55700000.0,,,8200000.0,,,,,,101200000.0,,291700000.0,425200000.0,,279166667.0,,,,375700000.0,1582000000.0,,64900000.0,1335000000.0,,,,,300800000.0,,,,,,-10700000.0,,,122000000.0,,,12500000.0,,,85900000.0,0.13,,,386700000.0,,,,,,,372800000.0,437700000.0,,,,,,360300000.0,438800000.0,,-31400000.0,,,33500000.0,33500000.0,,,-207600000.0,,,84200000.0,,168100000.0,7000000.0,23800000.0,,,,155000000.0,155000000.0,,,2600000.0,,9800000.0,,257692308.0,177600000.0,,,,,,271400000.0,,,,,,57300000.0,667800000.0,,,200000.0,,111700000.0,-10500000.0,,,-39700000.0,,,,2442300000.0,,,,,,379700000.0,1107300000.0,,,,5100000.0,,,,,36700000.0,,-15100000.0,,1024700000.0,,,118300000.0,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
780883200,,,,,18200000.0,-38100000.0,,118200000.0,,,,,,,,,-300000.0,-5300000.0,,,,,22900000.0,300000.0,,58000000.0,1885400000.0,-58300000.0,,,800000.0,,,,,,-26100000.0,,298800000.0,422300000.0,,280000000.0,,,,360000000.0,1460400000.0,,35100000.0,1313600000.0,,,,,348200000.0,,,,,,-14000000.0,,,139700000.0,,,22900000.0,,,76800000.0,0.065,,,425000000.0,,,,,,,410100000.0,445200000.0,,,,,,387200000.0,537500000.0,,-28500000.0,,,18200000.0,18200000.0,,,-188900000.0,,,102600000.0,,171100000.0,6100000.0,12300000.0,,,,118300000.0,118300000.0,,,2000000.0,,7900000.0,,280000000.0,93200000.0,,,,,,277100000.0,,,,,,30500000.0,697100000.0,,,-8300000.0,,-16700000.0,-9400000.0,,,15700000.0,,,,2458900000.0,,,,,,439100000.0,1145300000.0,,,,-500000.0,,,,,-36800000.0,,-30300000.0,,928100000.0,,,155000000.0,,0.065,,,,,,,,,,,,,,,,,,,,,,,,,,,,
788832000,228200000.0,74300000.0,12500000.0,,37500000.0,-86300000.0,273846154.0,228200000.0,,,140200000.0,72300000.0,1425800000.0,,283300000.0,,3500000.0,-11000000.0,,,-8000000.0,,20500000.0,-3100000.0,,87300000.0,2269900000.0,386400000.0,-67500000.0,2269900000.0,-7300000.0,,178500000.0,1623900000.0,300700000.0,,440600000.0,,325300000.0,532200000.0,-150600000.0,,228300000.0,,,393700000.0,1986600000.0,108100000.0,66800000.0,1601900000.0,0.2925,,,2852200000.0,187300000.0,,1601900000.0,174800000.0,-41300000.0,187300000.0,37900000.0,273846154.0,80100000.0,140200000.0,,,20500000.0,319600000.0,1551600000.0,96000000.0,,80100000.0,,283300000.0,,24100000.0,,-21200000.0,540800000.0,,485900000.0,552700000.0,72300000.0,,,,325300000.0,465400000.0,540800000.0,,-67600000.0,,0.2925,37500000.0,37500000.0,,-126400000.0,-221500000.0,,,65100000.0,,172200000.0,600000.0,25000000.0,,18300000.0,1250300000.0,228300000.0,228300000.0,339200000.0,172200000.0,,758500000.0,-3700000.0,1828500000.0,,12500000.0,65100000.0,1986600000.0,,,,319600000.0,,276900000.0,,,,62500000.0,758500000.0,,,200000.0,96000000.0,448500000.0,-7900000.0,228300000.0,2400000.0,-254300000.0,,,,2852200000.0,22800000.0,,,182400000.0,,548300000.0,1250300000.0,,393700000.0,,-8200000.0,,,,,110000000.0,-221500000.0,-17900000.0,-6400000.0,1425800000.0,,,118200000.0,,,,204600000.0,,-38500000.0,1756200000.0,,,-8200000.0,53400000.0,-172700000.0,,548300000.0,,,,,,,,,,,,,,,,
796608000,,,,,24100000.0,-32100000.0,,168400000.0,,,,,,,,,2800000.0,-11100000.0,,,,,18800000.0,-8400000.0,,66600000.0,2339100000.0,-344900000.0,,,-9600000.0,,,,,,-318000000.0,,338400000.0,459900000.0,,283529412.0,,,,403200000.0,1858600000.0,,47800000.0,1647300000.0,,,,,403900000.0,,,,,,-52000000.0,,,157600000.0,,,18800000.0,,,76600000.0,0.085,,,480500000.0,,,,,,,430900000.0,478700000.0,,,,,,412100000.0,573100000.0,,-32900000.0,,,24100000.0,24100000.0,,,-227800000.0,,,119600000.0,,175400000.0,6000000.0,16600000.0,,,,168400000.0,168400000.0,,,,,10200000.0,,283529412.0,89800000.0,,,,,,344900000.0,,,,,,40700000.0,794000000.0,,,-500000.0,,-309200000.0,-8800000.0,,,277600000.0,,,,2961600000.0,,,,,,548200000.0,1314300000.0,,,,18000000.0,,,,,-59900000.0,,,,1220600000.0,,,228300000.0,,0.085,,,,,,,,,,,,,,,,,,,,,,,,,,,,
804470400,,,,,42100000.0,-59900000.0,,207900000.0,,,,,,,,,-800000.0,-11000000.0,,,,,15300000.0,-2300000.0,,96000000.0,2487800000.0,18100000.0,,,400000.0,,,,,,77100000.0,,369500000.0,526000000.0,,290344828.0,,,,412800000.0,1990900000.0,,80700000.0,1794600000.0,,,,,407400000.0,,,,,,2000000.0,,,190200000.0,,,15300000.0,,,89500000.0,0.15,,,496900000.0,,,,,,,460600000.0,541300000.0,,,,,,445300000.0,595100000.0,,-41400000.0,,,42100000.0,42100000.0,,,-234900000.0,,,117000000.0,,177900000.0,9000000.0,29900000.0,,,,207900000.0,207900000.0,,,,,9400000.0,,280666667.0,118800000.0,,,,,,350300000.0,,,,,,72000000.0,813200000.0,,,-2800000.0,,89800000.0,-12700000.0,,,12200000.0,,,,3136000000.0,,,,,,522900000.0,1341400000.0,,,,-3500000.0,,,,,39500000.0,,,,1349200000.0,,,168400000.0,,0.145,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812419200,,,,,23700000.0,-12100000.0,,233300000.0,,,,,,,,,12800000.0,-25400000.0,,,,,28500000.0,0.0,,74300000.0,2748900000.0,-49500000.0,,,-2700000.0,,,,,,-13500000.0,,305800000.0,537700000.0,,296250000.0,,,,457900000.0,2104900000.0,,45800000.0,1942600000.0,,,,,513100000.0,,,,,,-23500000.0,,,184600000.0,,,28500000.0,,,130900000.0,0.08,,,644000000.0,,,,,,,520400000.0,566200000.0,,,,,,491900000.0,551100000.0,,-12900000.0,,,23700000.0,23700000.0,,,-259200000.0,,,157500000.0,,198700000.0,6700000.0,15500000.0,,,,233300000.0,233300000.0,,,2100000.0,,10100000.0,,296250000.0,81900000.0,,,,,,392300000.0,,,,,,39200000.0,815300000.0,,,3300000.0,,2100000.0,-15600000.0,,,17700000.0,,,,3348900000.0,,,,,,691300000.0,1406300000.0,,,,16400000.0,,,,,11900000.0,,1100000.0,,1331700000.0,,,207900000.0,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,
820368000,314000000.0,97400000.0,21000000.0,,47600000.0,-41700000.0,296296296.0,314000000.0,,,182700000.0,84800000.0,1734500000.0,,413100000.0,,-28100000.0,-14000000.0,,,100000.0,,22200000.0,-3500000.0,,110000000.0,2915500000.0,362500000.0,-34700000.0,2915500000.0,14300000.0,,-13800000.0,2071400000.0,177000000.0,,431400000.0,,299700000.0,650500000.0,-118800000.0,,314000000.0,,,460200000.0,2502400000.0,140000000.0,87800000.0,2106000000.0,0.4725,,,3527700000.0,290400000.0,,2106000000.0,241800000.0,-61500000.0,290400000.0,51100000.0,302702703.0,140000000.0,182700000.0,,,22200000.0,388500000.0,1986600000.0,122700000.0,,140000000.0,,413100000.0,,21500000.0,5700000.0,-13300000.0,551500000.0,,584900000.0,672700000.0,84800000.0,,,,299700000.0,562700000.0,551500000.0,,-31600000.0,,0.4625,47600000.0,47600000.0,,-16100000.0,-259700000.0,,,106100000.0,,200500000.0,13400000.0,32500000.0,,35800000.0,1421700000.0,314000000.0,314000000.0,226600000.0,200500000.0,0.0,832700000.0,9800000.0,2342300000.0,,21000000.0,106100000.0,2502400000.0,,,,388500000.0,,355700000.0,,,,80100000.0,832700000.0,,,100000.0,122700000.0,443900000.0,-12500000.0,314000000.0,-22400000.0,-323600000.0,,,,3527700000.0,43300000.0,,,237400000.0,,746900000.0,1421700000.0,,460200000.0,,-9400000.0,,,,,80700000.0,-259700000.0,-25900000.0,2400000.0,1734500000.0,,,233300000.0,,,,270900000.0,,-49600000.0,2257500000.0,,,-14200000.0,72200000.0,-145800000.0,,746900000.0,,,,,,,,,,,,,,,,
828230400,,,,,30500000.0,-45400000.0,,0.0,,,,,,,,,-18700000.0,-30200000.0,,,,,20500000.0,-6300000.0,,80100000.0,2959400000.0,-437200000.0,,,400000.0,,,,,,-412500000.0,,317400000.0,567000000.0,,290476190.0,,,,463900000.0,2329700000.0,,59600000.0,2131600000.0,,,,,523300000.0,,,,,,-35000000.0,,,225000000.0,,,20500000.0,,,106400000.0,0.105,,,629700000.0,,,,,,,527900000.0,587500000.0,,,,,,507400000.0,544700000.0,,-28500000.0,,,30500000.0,30500000.0,,,-262100000.0,,,140500000.0,,201800000.0,3100000.0,21700000.0,,,,193800000.0,193800000.0,,,5600000.0,,5800000.0,,290476190.0,150600000.0,,,,,,401300000.0,,,,,,52200000.0,829400000.0,,,0.0,,-398900000.0,-13600000.0,,,323700000.0,,,,3564100000.0,,,,,,723500000.0,1432500000.0,,,,900000.0,,,,,-120200000.0,,-12800000.0,,1455600000.0,,,314000000.0,,0.105,,,,,,,,,,,,,,,,,,,,,,,,,,,,
836092800,,,,,53000000.0,-20500000.0,,0.0,,,,,,,,,31100000.0,-5300000.0,,,,,24700000.0,-5000000.0,,125900000.0,3063600000.0,116500000.0,,,1200000.0,,,,,,209700000.0,,358200000.0,666500000.0,,311764706.0,,,,498800000.0,2552200000.0,,101200000.0,2257900000.0,,,,,400100000.0,,,,,,-2600000.0,,,222200000.0,,,24700000.0,,,111300000.0,0.18,,,511400000.0,,,,,,,590000000.0,691200000.0,,,,,,565300000.0,595100000.0,,-12700000.0,,,53000000.0,53000000.0,,,-287500000.0,,,171100000.0,,211300000.0,7700000.0,38400000.0,,,,250100000.0,250100000.0,,,7100000.0,,9900000.0,,294444444.0,174100000.0,,,,,,374700000.0,,,,,,91400000.0,877200000.0,,,0.0,,221500000.0,-11800000.0,,,-149400000.0,,,,3721100000.0,,,,,,661400000.0,1463200000.0,,,,11100000.0,,,,,56300000.0,,-25100000.0,,1716700000.0,,,0.0,,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,
844041600,,,,,32200000.0,-32800000.0,,0.0,,,,,,,,,-12600000.0,-21300000.0,,,,,24500000.0,-2000000.0,,84100000.0,2766000000.0,-78700000.0,,,3600000.0,,,,,,-25000000.0,,374600000.0,631800000.0,,306666667.0,,,,512700000.0,2228800000.0,,59600000.0,2063700000.0,,,,,428100000.0,,,,,,-15100000.0,,,237300000.0,,,24500000.0,,,109100000.0,0.105,,,537200000.0,,,,,,,596700000.0,656300000.0,,,,,,572200000.0,734600000.0,,-76500000.0,,,32200000.0,32200000.0,,,-300100000.0,,,186600000.0,,212600000.0,6500000.0,22200000.0,,,,191000000.0,191000000.0,,,-200000.0,,7500000.0,,306666667.0,61100000.0,,,,,,368500000.0,,,,,,54400000.0,913200000.0,,,0.0,,-12500000.0,-12500000.0,,,-13400000.0,,,,3558000000.0,,,,,,679500000.0,1494300000.0,,,,8300000.0,,,,,-59100000.0,,-47900000.0,,1488200000.0,,,0.0,,0.105,,,,,,,,,,,,,,,,,,,,,,,,,,,,
851990400,0.0,123600000.0,8800000.0,,60200000.0,-65100000.0,307947598.0,0.0,,,202600000.0,99700000.0,2070000000.0,,329400000.0,,,-21700000.0,,,0.0,,30000000.0,-1500000.0,,134700000.0,3192500000.0,592900000.0,-103100000.0,3192500000.0,-9300000.0,,193500000.0,2414800000.0,445200000.0,,673000000.0,,419100000.0,751900000.0,-178900000.0,,510300000.0,,,522800000.0,2863100000.0,176300000.0,104700000.0,2425000000.0,0.5725,,,4055900000.0,204700000.0,,2425000000.0,314000000.0,-78500000.0,204700000.0,32200000.0,313422222.0,176300000.0,202600000.0,,,30000000.0,408900000.0,2315100000.0,124700000.0,,176300000.0,,329400000.0,,25800000.0,11600000.0,,800700000.0,,677200000.0,781900000.0,99700000.0,,,,419100000.0,647200000.0,800700000.0,,-61200000.0,,0.5625,60200000.0,60200000.0,,-127800000.0,-301100000.0,,,156700000.0,,221700000.0,12500000.0,40700000.0,,33200000.0,1630900000.0,510300000.0,510300000.0,494000000.0,221700000.0,-900000.0,1000300000.0,7400000.0,2741400000.0,,8800000.0,156700000.0,2863100000.0,,,,408900000.0,,426300000.0,,,,100900000.0,1000300000.0,,,0.0,124700000.0,683900000.0,-10900000.0,510300000.0,-20500000.0,-288700000.0,,,,4055900000.0,34100000.0,,,299900000.0,,784300000.0,1630900000.0,,522800000.0,,5500000.0,,,,,319300000.0,-301100000.0,-17300000.0,-4100000.0,2070000000.0,,,0.0,,,,326600000.0,,-48800000.0,2641700000.0,,,-14800000.0,196300000.0,-163800000.0,,784300000.0,,,,,,,,,,,,,,,,
859766400,,,,,40100000.0,-151300000.0,,0.0,,,,,,,,,,-21100000.0,,,,,26000000.0,-65500000.0,,100000000.0,3204000000.0,-550100000.0,,,4700000.0,,,,,,-493200000.0,,428500000.0,696600000.0,,320800000.0,,,,527900000.0,2497900000.0,,74000000.0,2361000000.0,,,,,549500000.0,,,,,,-25100000.0,,,328200000.0,,,26000000.0,,,156600000.0,0.125,,,706100000.0,,,,,,,648600000.0,722600000.0,,,,,,622600000.0,792400000.0,,-69400000.0,,,40100000.0,40100000.0,,,-305700000.0,,,178300000.0,,222200000.0,7100000.0,28300000.0,,,,228000000.0,228000000.0,,,8400000.0,,7300000.0,,320800000.0,31400000.0,,,,,,424400000.0,,,,,,68400000.0,1049000000.0,,,0.0,,-475700000.0,-17500000.0,,,349800000.0,,,,4056600000.0,,,,,,770700000.0,1695600000.0,,,,1100000.0,,,,,-282300000.0,,-4200000.0,,1695800000.0,,,510300000.0,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,
867628800,,,,,66400000.0,-139200000.0,,0.0,,,,,,,,,,-17000000.0,,,,,29400000.0,-19400000.0,,152200000.0,3428000000.0,129700000.0,,,5100000.0,,,,,,225700000.0,,478900000.0,786300000.0,,332000000.0,,,,546400000.0,2739500000.0,,122800000.0,2514900000.0,,,,,545000000.0,,,,,,-20900000.0,,,334500000.0,,,29400000.0,,,143500000.0,0.205,,,688500000.0,,,,,,,692900000.0,815700000.0,,,,,,663500000.0,841500000.0,,-111800000.0,,,66400000.0,66400000.0,,,-317500000.0,,,200700000.0,,228900000.0,13600000.0,48000000.0,,,,294000000.0,294000000.0,,,12600000.0,,11200000.0,,323902439.0,28600000.0,,,,,,449600000.0,,,,,,114400000.0,1148100000.0,,,-100000.0,,239700000.0,-14000000.0,,,-21400000.0,,,,4341500000.0,,,,,,807100000.0,1826600000.0,,,,5700000.0,,,,,66100000.0,,-6800000.0,,1903800000.0,,,0.0,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
875577600,,,,,41500000.0,-111400000.0,,0.0,,,,,,,,,-37400000.0,-37500000.0,,,,,29800000.0,-3600000.0,,109600000.0,3508700000.0,-34000000.0,,,-7600000.0,,,,,,-18500000.0,,500400000.0,746800000.0,,319230769.0,,,,558200000.0,2772000000.0,,79800000.0,2472600000.0,,,,,596500000.0,,,,,,-16700000.0,,,325000000.0,,,29800000.0,,,140200000.0,0.13,,,736700000.0,,,,,,,696800000.0,776600000.0,,,,,,667000000.0,819800000.0,,-119500000.0,,,41500000.0,41500000.0,,,-329400000.0,,,217300000.0,,228800000.0,10100000.0,29900000.0,,,,238300000.0,238300000.0,,,5200000.0,,12400000.0,,319230769.0,104900000.0,,,,,,525400000.0,,,,,,71400000.0,1161300000.0,,,100000.0,,-2700000.0,-15800000.0,,,77000000.0,,,,4388100000.0,,,,,,828800000.0,1915500000.0,,,,27300000.0,,,,,-55800000.0,,-41200000.0,,1838300000.0,,,0.0,,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883526400,556500000.0,156500000.0,3400000.0,,74400000.0,-72700000.0,317714286.0,556500000.0,,,340400000.0,120100000.0,2595300000.0,,456300000.0,,10600000.0,-25200000.0,,,100000.0,,34900000.0,-23500000.0,,161700000.0,4035300000.0,630400000.0,-69800000.0,4035300000.0,13400000.0,,176000000.0,2841300000.0,457600000.0,,743600000.0,,555000000.0,895000000.0,-328200000.0,,556400000.0,,,576600000.0,3579000000.0,222400000.0,126800000.0,2988400000.0,0.7,,,4965700000.0,341700000.0,,2988400000.0,510300000.0,-100800000.0,341700000.0,,324671533.0,222400000.0,340400000.0,,,34900000.0,503000000.0,2721200000.0,114600000.0,,222400000.0,,456300000.0,,41800000.0,27300000.0,-27000000.0,866700000.0,,803100000.0,929900000.0,120100000.0,,,,555000000.0,768200000.0,866700000.0,,-27500000.0,,0.685,74400000.0,74400000.0,,23500000.0,-336900000.0,,,,,239700000.0,-10000000.0,50300000.0,,20800000.0,1977300000.0,556400000.0,556400000.0,533800000.0,239700000.0,1100000.0,1234600000.0,12200000.0,3244900000.0,,3400000.0,,3579000000.0,,,,503000000.0,,523700000.0,,,,124700000.0,1234600000.0,,,100000.0,114600000.0,772500000.0,-28900000.0,556400000.0,,-381900000.0,,,,4965700000.0,43100000.0,,,378900000.0,,980300000.0,1977300000.0,,576600000.0,,7700000.0,,,,,318200000.0,-336900000.0,-17600000.0,15600000.0,2595300000.0,,,0.0,,,,403600000.0,,-76200000.0,3124800000.0,,,-112000000.0,46200000.0,-474600000.0,,980300000.0,,,,,,,,,,,,,,,,
891302400,,,,,50900000.0,-248900000.0,,0.0,,,,,,,,,-36800000.0,-28200000.0,,,,,27200000.0,-255400000.0,,126400000.0,4652400000.0,-683900000.0,,,1800000.0,,,,,,-651600000.0,,582700000.0,861000000.0,,328387097.0,,,,656000000.0,3791200000.0,,99200000.0,3170000000.0,,,,,652000000.0,,,,,,,,,696500000.0,,,27200000.0,,,209200000.0,0.155,,,861200000.0,,,,,,,789000000.0,888200000.0,,,,,,761800000.0,1023400000.0,,-100000.0,,,50900000.0,50900000.0,,,-357400000.0,,,,,298600000.0,11000000.0,38000000.0,,,,278200000.0,278200000.0,,,171000000.0,,13500000.0,,328387097.0,,,,,,,509400000.0,,,,,,88900000.0,1765900000.0,,,100000.0,,-629500000.0,-22100000.0,,,599500000.0,,,,5743900000.0,,,,,,1489800000.0,2573900000.0,,,,28700000.0,,,,,-278200000.0,,-19100000.0,,2301400000.0,,,556400000.0,,0.155,,,,,,,,,,,,,,,,,,,,,,,,,,,,
899164800,,,,,86000000.0,-88800000.0,,0.0,,,,,,,,,21900000.0,-12500000.0,,,,,41000000.0,212600000.0,,215800000.0,5000400000.0,90500000.0,,,2200000.0,,,,,,220400000.0,,647800000.0,1051500000.0,,344000000.0,,,,671200000.0,3930300000.0,,174800000.0,3451100000.0,,,,,837900000.0,,,,,,,,,460200000.0,,,41000000.0,,,232200000.0,0.255,,,1070100000.0,,,,,,,917700000.0,1092500000.0,,,,,,876700000.0,1078700000.0,,-335500000.0,,,86000000.0,86000000.0,,,-364500000.0,,,,,306700000.0,13500000.0,69800000.0,,,,337900000.0,337900000.0,,,29100000.0,,18700000.0,,337254902.0,96800000.0,,,,,,543100000.0,,,,,,155800000.0,1849700000.0,,,-18800000.0,,251200000.0,-30800000.0,,,-112000000.0,,,,6150600000.0,,,,,,1185700000.0,2699500000.0,,,,64900000.0,,,,,59700000.0,,-52800000.0,,2647800000.0,,,0.0,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
