,annualEndCashPosition,annualTaxProvision,annualCurrentDebt,annualCurrentDeferredRevenue,quarterlyNetIncomeCommonStockholders,quarterlyInvestingCashFlow,annualBasicAverageShares,quarterlyEndCashPosition,trailingCostOfRevenue,trailingTotalRevenue,annualOtherCurrentAssets,annualCostOfRevenue,annualAccountsPayable,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyStockBasedCompensation,quarterlyOtherNonCashItems,quarterlyCashDividendsPaid,trailingOperatingIncome,annualOtherShortTermInvestments,annualNetOtherFinancingCharges,trailingEndCashPosition,quarterlyDepreciationAndAmortization,quarterlyPurchaseOfInvestment,trailingTaxProvision,quarterlyEbitda,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInWorkingCapital,annualRepurchaseOfCapitalStock,annualTotalLiabilitiesNetMinorityInterest,quarterlyDeferredIncomeTax,annualInvestmentsAndAdvances,annualChangeInWorkingCapital,annualOperatingExpense,annualFreeCashFlow,trailingNetIncomeContinuousOperations,quarterlyFreeCashFlow,trailingOperatingExpense,quarterlyRetainedEarnings,quarterlyTotalRevenue,annualNetOtherInvestingChanges,quarterlyDilutedAverageShares,annualCashAndCashEquivalents,trailingSellingGeneralAndAdministration,annualGainsLossesNotAffectingRetainedEarnings,quarterlyGrossPPE,quarterlyCurrentLiabilities,annualNetIncomeContinuousOperations,quarterlyOperatingIncome,quarterlyCurrentAssets,annualBasicEPS,trailingFreeCashFlow,trailingPretaxIncome,annualTotalAssets,quarterlyLongTermDebt,annualAccountsReceivable,annualCurrentAssets,annualBeginningCashPosition,annualCashDividendsPaid,annualLongTermDebt,quarterlyChangeInInventory,annualDilutedAverageShares,annualNetIncome,quarterlyOtherCurrentAssets,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyCostOfRevenue,annualOtherNonCurrentAssets,annualSellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,quarterlyBasicEPS,annualNetIncomeCommonStockholders,quarterlyInvestmentsAndAdvances,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyChangeInAccountPayable,annualSaleOfInvestment,annualCommonStockIssuance,annualOtherNonCashItems,annualStockholdersEquity,trailingRepurchaseOfCapitalStock,quarterlyOperatingExpense,quarterlyGrossProfit,annualDepreciationAndAmortization,quarterlyCurrentDeferredRevenue,trailingNetIncomeCommonStockholders,trailingChangeInAccountPayable,annualRetainedEarnings,quarterlySellingGeneralAndAdministration,quarterlyStockholdersEquity,annualCurrentAccruedExpenses,quarterlyNetOtherInvestingChanges,quarterlyGoodwill,annualDilutedEPS,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyRepaymentOfDebt,annualCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyNonCurrentDeferredTaxesLiabilities,annualStockBasedCompensation,quarterlyInventory,trailingOperatingCashFlow,quarterlyNetPPE,quarterlyOtherIncomeExpense,quarterlyTaxProvision,annualCapitalStock,annualOtherIncomeExpense,annualTotalNonCurrentAssets,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,annualOperatingCashFlow,annualNetPPE,quarterlyCommonStockIssuance,annualOtherIntangibleAssets,quarterlyInterestExpense,annualGrossProfit,quarterlyBasicAverageShares,quarterlyCurrentDebt,annualInventory,annualCurrentLiabilities,trailingDepreciationAndAmortization,trailingChangeInInventory,trailingCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,trailingPurchaseOfBusiness,annualEbitda,annualNonCurrentDeferredTaxesLiabilities,annualPurchaseOfBusiness,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyOtherIntangibleAssets,trailingOtherNonCashItems,quarterlyResearchAndDevelopment,quarterlyNetOtherFinancingCharges,annualOtherNonCurrentLiabilities,quarterlyOperatingCashFlow,quarterlyCapitalExpenditure,annualCashCashEquivalentsAndMarketableSecurities,annualChangeInInventory,quarterlyCashFlowFromContinuingFinancingActivities,trailingCashDividendsPaid,trailingInterestExpense,trailingBeginningCashPosition,quarterlyTotalAssets,annualInterestExpense,annualGoodwill,trailingNetIncome,annualPretaxIncome,trailingChangesInAccountReceivables,quarterlyOtherCurrentLiabilities,quarterlyTotalNonCurrentAssets,annualChangesInAccountReceivables,annualGrossPPE,trailingInvestingCashFlow,quarterlySaleOfInvestment,quarterlyChangesInAccountReceivables,trailingCapitalExpenditure,trailingChangeInCashSupplementalAsReported,quarterlyOtherShortTermInvestments,quarterlyChangeInCashSupplementalAsReported,annualAccumulatedDepreciation,quarterlyRepurchaseOfCapitalStock,annualDeferredIncomeTax,quarterlyAccountsPayable,quarterlyCapitalStock,trailingRepaymentOfDebt,quarterlyBeginningCashPosition,annualRepaymentOfDebt,quarterlyDilutedEPS,trailingChangeInWorkingCapital,annualOperatingIncome,quarterlyGainsLossesNotAffectingRetainedEarnings,annualCapitalExpenditure,annualTotalRevenue,trailingStockBasedCompensation,trailingGrossProfit,annualPurchaseOfInvestment,annualChangeInCashSupplementalAsReported,annualInvestingCashFlow,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,quarterlyIncomeTaxPayable,trailingBasicAverageShares,annualNonCurrentDeferredRevenue,annualIncomeTaxPayable,trailingDeferredIncomeTax,trailingResearchAndDevelopment,trailingSaleOfInvestment,trailingDilutedEPS,trailingNetOtherInvestingChanges,trailingOtherIncomeExpense,trailingPurchaseOfInvestment,annualResearchAndDevelopment,trailingDilutedAverageShares,trailingCommonStockIssuance,quarterlyNonCurrentDeferredRevenue,trailingBasicEPS
481075200,,,,,,,,,,,,,,,,,,,,,,,,,,51200000.0,,,,,,,,,,,,,,51200000.0,,42480000.0,,,,,,,51200000.0,,,,,,,,,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,1100000.0,,,,,,,,,,,,,,,,,,,,,,,42480000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488937600,,,,,,,,,,,,,,,,,,,,,,,,,,55700000.0,,,,,,,,,,,,,,55700000.0,,42248000.0,,,,,,,55700000.0,,,,,,,,,,,,,,,,,,,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,3300000.0,,,,,,,,,,,,,,,,,,,,,,,42248000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496886400,,,,,,,,,,,,,,,,,,,,,,,,,,49400000.0,,,,,,,,,,,,,,49400000.0,,42280000.0,,,,,,,49400000.0,,,,,,,,,,,,,,,,,,,,,,-0.02,,,,,,,,,,,,,,,,,,,,,,,-700000.0,,,,,,,,,,,,,,,,,,,,,,,42280000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504835200,0.0,8800000.0,20300000.0,,,,45185185.0,,,,27400000.0,131800000.0,,,25100000.0,,,,,,,,,,,-142000000.0,231300000.0,,,231300000.0,,,,74800000.0,0.0,,,,63200000.0,64600000.0,,,8000000.0,,,48500000.0,206200000.0,6100000.0,-142000000.0,214200000.0,0.135,,,276100000.0,13600000.0,,214200000.0,0.0,,13600000.0,,45185185.0,6100000.0,27400000.0,,,,11300000.0,69000000.0,3100000.0,,6100000.0,,25100000.0,,,,,44800000.0,,,,,,,,63200000.0,,44800000.0,,,,0.135,2300000.0,,,,-22600000.0,8400000.0,,,,25900000.0,,,,5400000.0,61900000.0,8000000.0,8000000.0,0.0,25900000.0,,24700000.0,,89100000.0,,20300000.0,,206200000.0,,,,11300000.0,,20100000.0,8400000.0,,,,24700000.0,,,,3100000.0,,,8000000.0,,,,,,276100000.0,4700000.0,,,14900000.0,,185900000.0,61900000.0,,48500000.0,,,,,,,,-22600000.0,,,,,,,,,,14300000.0,,,220900000.0,,,,,0.0,,185900000.0,,,,,,,,,,,,,,,,
512611200,,,,,,,,,,,,,,,,,,,,,,,,,,54800000.0,,,,,,,,,,,,,,54800000.0,,42280000.0,,,,,,,54800000.0,,,,,,,,,,,,,,,,,,,,,,0.035,,,,,,,,,,,,,,,,,,,,,,,1600000.0,,,,,,,,,,,,,,,,,,,,,,,42280000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520473600,,,,,,,,,,,,,,,,,,,,,,,,,,60800000.0,,,,,,,,,,,,,,60800000.0,,194232000.0,,,,,,,60800000.0,,,,,,,,,,,,,,,,,,,,,,0.065,,,,,,,,,,,,,,,,,,,,,,,2900000.0,,,,,,,,,,,,,,,,,,,,,,,194232000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.065,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528422400,,,,,,,,,,,,,,,,,,,,,,,,,,178500000.0,,,,,,,,,,,,,,178500000.0,,194184000.0,,,,,,,178500000.0,,,,,,,,,,,,,,,,,,,,,,-0.155,,,,,,,,,,,,,,,,,,,,,,,-29800000.0,,,,,,,,,,,,,,,,,,,,,,,194184000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.155,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536371200,0.0,25400000.0,47100000.0,,,,164000000.0,,,,65400000.0,228600000.0,,,75100000.0,,,,,,,,,,,-480700000.0,700600000.0,,,700600000.0,,,,463800000.0,0.0,,,,119400000.0,211700000.0,,,84000000.0,,,165200000.0,625500000.0,-4100000.0,-480700000.0,644800000.0,-0.025,,,874900000.0,35300000.0,,644800000.0,0.0,,35300000.0,,164000000.0,-4100000.0,65400000.0,,,,38000000.0,441200000.0,12700000.0,,-4100000.0,,75100000.0,,,,,174300000.0,,,,,,,,119400000.0,,174300000.0,,,,-0.025,6600000.0,,,,-82700000.0,27100000.0,,,,82500000.0,,,,-28100000.0,230100000.0,84000000.0,84000000.0,0.0,82500000.0,,109600000.0,,524900000.0,,47100000.0,,625500000.0,,,,38000000.0,,83700000.0,27100000.0,,,,109600000.0,,,,12700000.0,,,84000000.0,,,,,,874900000.0,7000000.0,,,21300000.0,,578400000.0,230100000.0,,165200000.0,,,,,,,,-82700000.0,,,,,,,,,,61100000.0,,,753500000.0,,,,,0.0,,578400000.0,,,,,,,,,,,,,,,,
544147200,,,,,,,,,,,,,,,,,,,,,,,,,,177200000.0,,,,,,,,,,,,,,177200000.0,,194184000.0,,,,,,,177200000.0,,,,,,,,,,,,,,,,,,,,,,0.035,,,,,,,,,,,,,,,,,,,,,,,6300000.0,,,,,,,,,,,,,,,,,,,,,,,194184000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552009600,,,,,,,,,,,,,,,,,,,,,,,,,,200300000.0,,,,,,,,,,,,,,200300000.0,,196184000.0,,,,,,,200300000.0,,,,,,,,,,,,,,,,,,,,,,0.055,,,,,,,,,,,,,,,,,,,,,,,10400000.0,,,,,,,,,,,,,,,,,,,,,,,196184000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.055,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559958400,,,,,,,,,,,,,,,,,,,,,,,,,,185600000.0,,,,,,,,,,,,,,185600000.0,,196712000.0,,,,,,,185600000.0,,,,,,,,,,,,,,,,,,,,,,0.015,,,,,,,,,,,,,,,,,,,,,,,2900000.0,,,,,,,,,,,,,,,,,,,,,,,196712000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567907200,0.0,34800000.0,587300000.0,,,,193333333.0,,,,57900000.0,455400000.0,,,90100000.0,,,,,,,,,,,-488700000.0,837800000.0,,,837800000.0,,,,281700000.0,0.0,,,,130300000.0,248400000.0,,,89900000.0,,,202300000.0,747700000.0,34800000.0,-488700000.0,762600000.0,0.18,,,1041100000.0,42200000.0,,762600000.0,0.0,,42200000.0,,193333333.0,34800000.0,57900000.0,,,,40100000.0,256000000.0,47900000.0,,34800000.0,,90100000.0,,,,,203300000.0,,,,,,,,130300000.0,,203300000.0,,,,0.18,15200000.0,,,,-86400000.0,,,31900000.0,,115900000.0,,,,12100000.0,278500000.0,89900000.0,89900000.0,0.0,115900000.0,,122500000.0,,356000000.0,,587300000.0,31900000.0,747700000.0,,,,40100000.0,,100000000.0,,,,,122500000.0,,,,47900000.0,,,89900000.0,,,,,,1041100000.0,10300000.0,,,69600000.0,,160400000.0,278500000.0,,202300000.0,,,,,,,,-86400000.0,,,,,,,,,,74300000.0,,,811400000.0,,,,,0.0,,160400000.0,,,,,,,,,,,,,,,,
575769600,,,,,,,,,,,,,,,,,,,,,,,,,,205000000.0,,,,,,,,,,,,,,205000000.0,,196712000.0,,,,,,,205000000.0,,,,,,,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,7600000.0,,,,,,,,,,,,,,,,,,,,,,,196712000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583632000,,,,,,,,,,,,,,,,,,,,,,,,,,223600000.0,,,,,,,,,,,,,,223600000.0,,200504000.0,,,,,,,223600000.0,,,,,,,,,,,,,,,,,,,,,,0.065,,,,,,,,,,,,,,,,,,,,,,,12400000.0,,,,,,,,,,,,,,,,,,,,,,,200504000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.065,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591580800,,,,,,,,,,,,,,,,,,,,,,,,,,204800000.0,,,,,,,,,,,,,,204800000.0,,201872000.0,,,,,,,204800000.0,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,3600000.0,,,,,,,,,,,,,,,,,,,,,,,201872000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
