,quarterlyCurrentAccruedExpenses,annualNetOtherInvestingChanges,quarterlyCostOfRevenue,quarterlyTotalNonCurrentAssets,trailingNetIncome,annualRetainedEarnings,annualGoodwill,annualTotalAssets,trailingPretaxIncome,quarterlyAccountsReceivable,quarterlyGoodwill,trailingChangeInWorkingCapital,annualPretaxIncome,annualNetIncome,quarterlyTotalAssets,quarterlyFreeCashFlow,annualPurchaseOfInvestment,quarterlyLongTermDebt,annualAccountsReceivable,annualOperatingIncome,annualInvestingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,trailingOperatingIncome,trailingInvestingCashFlow,annualAccountsPayable,trailingSaleOfInvestment,annualFreeCashFlow,quarterlySellingGeneralAndAdministration,annualIncomeTaxPayable,quarterlyDepreciationAndAmortization,annualEndCashPosition,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyBasicAverageShares,quarterlyOtherNonCurrentLiabilities,annualStockholdersEquity,annualOtherNonCashItems,annualOtherCurrentAssets,trailingTotalRevenue,annualLongTermDebt,trailingPurchaseOfInvestment,quarterlyPurchaseOfInvestment,annualCurrentAccruedExpenses,quarterlyCurrentDebt,annualCurrentLiabilities,annualCashAndCashEquivalents,quarterlyInterestExpense,quarterlyInvestingCashFlow,quarterlyEndCashPosition,trailingCashFlowFromContinuingFinancingActivities,annualTaxProvision,trailingEndCashPosition,annualDepreciationAndAmortization,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetOtherFinancingCharges,quarterlyNetIncomeCommonStockholders,annualInvestmentsAndAdvances,quarterlyChangeInAccountPayable,quarterlyOtherIncomeExpense,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyGrossProfit,trailingChangeInAccountPayable,quarterlyCurrentDeferredRevenue,quarterlyInvestmentsAndAdvances,trailingOperatingCashFlow,annualNetPPE,quarterlyOperatingExpense,annualChangeInAccountPayable,annualGainsLossesNotAffectingRetainedEarnings,annualOperatingCashFlow,annualOtherNonCurrentAssets,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualCashCashEquivalentsAndMarketableSecurities,annualCommonStockIssuance,annualOtherShortTermInvestments,annualSaleOfInvestment,annualOtherIntangibleAssets,annualRepurchaseOfCapitalStock,quarterlyDilutedEPS,annualEbitda,annualBasicAverageShares,annualCurrentAssets,annualOtherCurrentLiabilities,annualNetIncomeCommonStockholders,trailingChangeInCashSupplementalAsReported,trailingNetIncomeCommonStockholders,annualChangeInCashSupplementalAsReported,annualGrossPPE,quarterlyStockholdersEquity,quarterlyChangesInAccountReceivables,quarterlyNetOtherInvestingChanges,trailingChangesInAccountReceivables,annualBasicEPS,quarterlyChangeInInventory,annualRepaymentOfDebt,annualOtherNonCurrentLiabilities,annualBeginningCashPosition,quarterlyDilutedAverageShares,quarterlySaleOfInvestment,trailingOtherIncomeExpense,trailingGrossProfit,annualTotalNonCurrentAssets,annualCapitalExpenditure,trailingDeferredIncomeTax,quarterlyOtherIntangibleAssets,annualSellingGeneralAndAdministration,quarterlyCapitalStock,quarterlyRepaymentOfDebt,quarterlyOtherCurrentAssets,quarterlyAccountsPayable,quarterlyBasicEPS,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCashAndCashEquivalents,trailingCapitalExpenditure,quarterlyBeginningCashPosition,annualOtherIncomeExpense,trailingNetOtherFinancingCharges,trailingChangeInInventory,quarterlyEbitda,quarterlyStockBasedCompensation,annualStockBasedCompensation,quarterlyCapitalExpenditure,trailingDepreciationAndAmortization,annualInventory,trailingTaxProvision,annualNetOtherFinancingCharges,annualCashFlowFromContinuingFinancingActivities,trailingStockBasedCompensation,annualChangeInInventory,quarterlyOperatingIncome,quarterlyTotalRevenue,annualDilutedEPS,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,annualCurrentDebt,annualDilutedAverageShares,annualCapitalStock,annualPurchaseOfBusiness,annualNetIncomeContinuousOperations,annualOperatingExpense,trailingOtherNonCashItems,annualCurrentDeferredRevenue,annualCostOfRevenue,annualTotalRevenue,trailingResearchAndDevelopment,quarterlyIncomeTaxPayable,quarterlyOperatingCashFlow,annualDeferredIncomeTax,trailingSellingGeneralAndAdministration,quarterlyCurrentLiabilities,annualResearchAndDevelopment,annualGrossProfit,quarterlyPretaxIncome,quarterlyOtherNonCashItems,quarterlyChangeInCashSupplementalAsReported,quarterlyPurchaseOfBusiness,annualAccumulatedDepreciation,quarterlyCurrentAssets,quarterlyRepurchaseOfCapitalStock,quarterlyGrossPPE,annualTotalLiabilitiesNetMinorityInterest,trailingFreeCashFlow,annualNonCurrentDeferredTaxesLiabilities,annualChangesInAccountReceivables,trailingCostOfRevenue,quarterlyChangeInWorkingCapital,trailingBeginningCashPosition,quarterlyDeferredIncomeTax,quarterlyTaxProvision,quarterlyRetainedEarnings,quarterlyOtherShortTermInvestments,quarterlyCommonStockIssuance,quarterlyNetPPE,annualChangeInWorkingCapital,trailingOperatingExpense,quarterlyOtherCurrentLiabilities,trailingNetIncomeContinuousOperations,quarterlyResearchAndDevelopment,trailingBasicAverageShares,trailingCommonStockIssuance,trailingPurchaseOfBusiness,annualCashDividendsPaid,quarterlyNonCurrentDeferredRevenue,annualNonCurrentDeferredRevenue,annualInterestExpense,trailingBasicEPS,trailingDilutedEPS,trailingRepaymentOfDebt,trailingInterestExpense,quarterlyCashDividendsPaid,trailingNetOtherInvestingChanges,trailingCashDividendsPaid,trailingRepurchaseOfCapitalStock,trailingDilutedAverageShares
591580800,,,,,,,,,,,,,,,,,,,,,,-500000.0,,,,,,,,,,,,9302000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.06,,,,,,,,,,,,,,,,,,,9302000.0,,,,,,,,,,,,,-0.06,,,,,,,,,700000.0,,,,,,,,,,,700000.0,700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599529600,,,,,,,,,,,,,,,,,,,,,,-800000.0,,,,,,,,,,,,9446000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.09,,,,,,,,,,,,,,,,,,,9446000.0,,,,,,,,,,,,,-0.09,,,,,,,,,800000.0,,,,,,,,,,,800000.0,800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607305600,,,,300000.0,,-3400000.0,,12500000.0,,,,,,-2200000.0,12500000.0,,,,,-3200000.0,0.0,-200000.0,,,,,,0.0,,,,0.0,,,,11300000.0,,100000.0,,,,,,,1200000.0,10400000.0,,,,,,,,0.0,1200000.0,,,,,,,900000.0,,,,,,300000.0,,,,0.0,0.0,,10400000.0,,,,,,,-3000000.0,9166667.0,12200000.0,,-2200000.0,,,,1000000.0,11300000.0,,,,-0.24,,,,0.0,,,,,300000.0,,,,4800000.0,,,100000.0,,,10400000.0,,10400000.0,,,900000.0,,,-5400000.0,,,,,900000.0,,,,,,-5400000.0,700000.0,-0.24,,-700000.0,,9166667.0,,,-2200000.0,5000000.0,,,1100000.0,2900000.0,,,,,,1200000.0,,1800000.0,,,,,-700000.0,12200000.0,,1000000.0,1200000.0,,,,,,,,,-3400000.0,,,300000.0,,,,,,,,,,,,,,,,,,,,,
615168000,,,,,,,,,,,,,,,,,,,,,,-400000.0,,,,,,,,,,,,12162000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.05,,,,,,,,,,,,,,,,,,,12162000.0,,,,,,,,,,,,,-0.05,,,,,,,,,700000.0,,,,,,,,,,,700000.0,700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623116800,,,,,,,,,,,,,,,,,,,,,,-500000.0,,,,,,,,,,,,12162000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.05,,,,,,,,,,,,,,,,,,,12162000.0,,,,,,,,,,,,,-0.05,,,,,,,,,700000.0,,,,,,,,,,,700000.0,700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631065600,,,,,,,,,,,,,,,,,,,,,,-500000.0,,,,,,,,,,,,12162000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.04,,,,,,,,,,,,,,,,,,,12162000.0,,,,,,,,,,,,,-0.04,,,,,,,,,800000.0,,,,,,,,,,,800000.0,800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638841600,,,,1100000.0,,-5300000.0,,27700000.0,,,,,,-1900000.0,27700000.0,,,,,-3400000.0,0.0,-500000.0,,,,,,0.0,,,,0.0,,,,26400000.0,,200000.0,,,,,,,1300000.0,24600000.0,,,,,,,,0.0,1300000.0,,,,,,,1100000.0,,,,,,1100000.0,,,,0.0,0.0,,24600000.0,,,,,,,-3200000.0,10555556.0,26600000.0,,-1900000.0,,,,1900000.0,26400000.0,,,,-0.18,,,,0.0,,,,,1100000.0,,,,5200000.0,,,200000.0,,,24600000.0,,24600000.0,,,1500000.0,,,-5600000.0,,,,,1100000.0,,,,,,-5600000.0,800000.0,-0.18,,-800000.0,,10555556.0,,,-1900000.0,5400000.0,,,1000000.0,3000000.0,,,,,,1300000.0,,2000000.0,,,,,-800000.0,26600000.0,,1900000.0,1300000.0,,,,,,,,,-5300000.0,,,1100000.0,,,,,,,,,,,,,,,,,,,,,
646704000,,,,,,,,,,,,,,,,,,,,,,-800000.0,,,,,,,,,,,,12162000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.06,,,,,,,,,,,,,,,,,,,12162000.0,,,,,,,,,,,,,-0.06,,,,,,,,,500000.0,,,,,,,,,,,500000.0,500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654652800,,,,,,,,,,,,,,,,,,,,,,-3900000.0,,,,,,,,,,,,12180000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.32,,,,,,,,,,,,,,,,,,,12180000.0,,,,,,,,,,,,,-0.32,,,,,,,,,500000.0,,,,,,,,,,,500000.0,500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662601600,,,,,,,,,,,,,,,,,,,,,,-800000.0,,,,,,,,,,,,12180000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.07,,,,,,,,,,,,,,,,,,,12180000.0,,,,,,,,,,,,,-0.07,,,,,,,,,500000.0,,,,,,,,,,,500000.0,500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670377600,,-100000.0,,5900000.0,,-11900000.0,,29900000.0,,,,,,-6600000.0,29900000.0,,,,,-8400000.0,5200000.0,-1100000.0,,,,300000.0,,-4200000.0,,,,0.0,7800000.0,,,21200000.0,3000000.0,14000000.0,,,,,,,900000.0,8100000.0,,,,,,,300000.0,4500000.0,8700000.0,,,,,,,1200000.0,,,,,,1100000.0,,,,-4000000.0,4500000.0,7800000.0,8100000.0,1400000.0,,5500000.0,300000.0,,,-8100000.0,12222222.0,24000000.0,600000.0,-6600000.0,,,2700000.0,2200000.0,21200000.0,,,,-0.54,,,,5400000.0,,,,,5900000.0,-200000.0,,300000.0,8800000.0,,,14000000.0,300000.0,,8100000.0,,8100000.0,,,1700000.0,,,-9900000.0,,,,,1200000.0,,0.0,1400000.0,,-100000.0,-9900000.0,500000.0,-0.54,,-1100000.0,,12222222.0,,,-6600000.0,9100000.0,,,1300000.0,2000000.0,,,,,,900000.0,,700000.0,,,,,-1100000.0,24000000.0,,2200000.0,8700000.0,,,,,,,,,-11900000.0,,,1100000.0,-700000.0,,600000.0,,,,,,,,,,,,,,,,,,
678240000,,,1200000.0,5900000.0,,,,,,,,,,,28800000.0,-1300000.0,,,,,,-1000000.0,-1000000.0,,,,,,800000.0,,100000.0,,7900000.0,12500000.0,,,,,,,,,,,,,,-2300000.0,0.0,,,,,4600000.0,8600000.0,,-1000000.0,,,400000.0,,1000000.0,-500000.0,,,,,,900000.0,,,,,,,,,,,,-0.08,,,,,,,,,,20200000.0,,-100000.0,,,100000.0,,,,12500000.0,-2200000.0,,,,,,300000.0,,,,16400000.0,300000.0,-0.08,4500000.0,,4500000.0,,8100000.0,,,,-1300000.0,,,,,,,,,,,-1400000.0,700000.0,,0.0,-1200000.0,,,,,,,,,,,,,-1300000.0,,,700000.0,,,,,-3600000.0,,,22900000.0,,2200000.0,,,,,,-400000.0,,,,-13000000.0,,,1000000.0,,,400000.0,,,,,,,,,,,,,,,,,,
686188800,,,1200000.0,5900000.0,,,,,,,,,,,27800000.0,-400000.0,,,,,,-1200000.0,-1200000.0,,,,,,900000.0,,100000.0,,8100000.0,12000000.0,,,,,,,,,,,,,,2100000.0,0.0,,,,,4700000.0,8900000.0,,-1200000.0,,,300000.0,,900000.0,-500000.0,,,,,,1000000.0,,,,,,,,,,,,-0.1,,,,,,,,,,18900000.0,,100000.0,,,100000.0,,,,12000000.0,,,,,,,300000.0,,,,14200000.0,300000.0,-0.1,6200000.0,,6200000.0,,0.0,,,,-1400000.0,,,,,,,,,,,-1500000.0,700000.0,,0.0,-1200000.0,,,,,,,,,,,,,-400000.0,,,800000.0,,,,,1700000.0,,,21900000.0,,2100000.0,,,,,,700000.0,,,,-14200000.0,,,900000.0,,,500000.0,,,,,,,,,,,,,,,,,,
694137600,,,500000.0,5900000.0,,,,,,,,,,,26700000.0,-1000000.0,,,,,,-1300000.0,-1300000.0,,,,,,1700000.0,,100000.0,,8200000.0,13000000.0,,,,,,,,,,,,,,300000.0,0.0,,,,,4700000.0,9000000.0,,-1300000.0,,,300000.0,,800000.0,100000.0,,,,,,1800000.0,,,,,,,,,,,,-0.1,,,,,,,,,,17700000.0,,0.0,,,100000.0,,,,13000000.0,,,,,,,300000.0,,,,13900000.0,200000.0,-0.1,5500000.0,,5500000.0,,0.0,,,,-1600000.0,,,,,,,,,,,-1700000.0,600000.0,,100000.0,-1300000.0,,,,,,,,,,,,,-1000000.0,,,800000.0,,,,0.0,-600000.0,,,20800000.0,,2200000.0,,,,,,200000.0,,,,-15500000.0,,,900000.0,,,600000.0,,,,,,,,,,,,,,,,,,
702000000,,0.0,400000.0,5800000.0,,-17000000.0,,25800000.0,,,,,,-5100000.0,25800000.0,-800000.0,,,,-6300000.0,-100000.0,-1500000.0,-1500000.0,,,400000.0,,-3500000.0,1700000.0,,300000.0,0.0,8300000.0,,,16300000.0,100000.0,13800000.0,,,,,,,1200000.0,4700000.0,,-200000.0,0.0,,,,600000.0,5000000.0,9500000.0,0.0,-1500000.0,,,200000.0,,900000.0,300000.0,,,,,600000.0,2000000.0,,,-3400000.0,5000000.0,8300000.0,4700000.0,100000.0,,,200000.0,,,-5700000.0,12750000.0,20000000.0,800000.0,-5100000.0,,,-3400000.0,2000000.0,16300000.0,,0.0,,-0.4,0.0,,,8000000.0,,,,,5800000.0,-100000.0,,200000.0,6400000.0,,,13800000.0,400000.0,,4700000.0,,4700000.0,,0.0,1200000.0,,,-1400000.0,,,,,900000.0,,0.0,100000.0,,300000.0,-1700000.0,700000.0,-0.4,0.0,-1400000.0,,12750000.0,,,-5100000.0,7000000.0,,,2000000.0,2700000.0,,,-700000.0,,,1200000.0,,700000.0,,0.0,-900000.0,,-1400000.0,20000000.0,,2000000.0,9500000.0,,,,,400000.0,,,,-17000000.0,,0.0,600000.0,900000.0,,800000.0,,,,,,,,,,,,,,,,,,
