date,quarterlyNetOtherInvestingChanges,quarterlyChangesInAccountReceivables,annualChangeInCashSupplementalAsReported,trailingChangeInCashSupplementalAsReported,annualGrossPPE,trailingNetIncomeCommonStockholders,trailingInterestExpense,quarterlyStockholdersEquity,annualOtherCurrentLiabilities,annualNetIncomeCommonStockholders,annualInterestExpense,trailingChangesInAccountReceivables,annualRepaymentOfDebt,annualOtherNonCurrentLiabilities,quarterlyChangeInInventory,annualBeginningCashPosition,quarterlyBasicAverageShares,annualCapitalExpenditure,annualOtherIncomeExpense,annualSellingGeneralAndAdministration,trailingGrossProfit,quarterlyOtherIntangibleAssets,annualTotalNonCurrentAssets,trailingDeferredIncomeTax,quarterlySaleOfInvestment,quarterlyBeginningCashPosition,quarterlyRepaymentOfDebt,quarterlyCapitalStock,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingCapitalExpenditure,quarterlyOtherCurrentAssets,quarterlyAccountsPayable,trailingRepaymentOfDebt,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyEbitda,annualChangeInInventory,annualNetOtherFinancingCharges,annualInventory,trailingDepreciationAndAmortization,quarterlyCapitalExpenditure,annualCashFlowFromContinuingFinancingActivities,trailingNetOtherFinancingCharges,quarterlyTotalRevenue,trailingChangeInInventory,trailingTaxProvision,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,annualCurrentDebt,annualNetIncomeContinuousOperations,annualTotalRevenue,annualCostOfRevenue,trailingResearchAndDevelopment,annualPurchaseOfBusiness,annualCapitalStock,trailingOtherNonCashItems,trailingFreeCashFlow,quarterlyRepurchaseOfCapitalStock,trailingSellingGeneralAndAdministration,quarterlyDilutedEPS,quarterlyCurrentLiabilities,quarterlyPretaxIncome,quarterlyIncomeTaxPayable,quarterlyGrossPPE,annualGrossProfit,quarterlyPurchaseOfBusiness,annualOperatingExpense,quarterlyCurrentAssets,annualResearchAndDevelopment,annualTotalLiabilitiesNetMinorityInterest,annualAccumulatedDepreciation,quarterlyOperatingCashFlow,annualDeferredIncomeTax,annualChangesInAccountReceivables,quarterlyResearchAndDevelopment,trailingNetIncomeContinuousOperations,trailingPurchaseOfBusiness,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,trailingCostOfRevenue,trailingBeginningCashPosition,trailingCashDividendsPaid,quarterlyChangeInWorkingCapital,annualChangeInWorkingCapital,quarterlyOtherShortTermInvestments,quarterlyOtherNonCashItems,quarterlyCommonStockIssuance,quarterlyDeferredIncomeTax,quarterlyNetPPE,quarterlyRetainedEarnings,trailingOperatingExpense,quarterlyTaxProvision,quarterlyTotalNonCurrentAssets,annualRetainedEarnings,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,trailingNetIncome,annualGoodwill,annualTotalAssets,quarterlyDilutedAverageShares,annualNetOtherInvestingChanges,trailingPretaxIncome,annualBasicAverageShares,quarterlyGoodwill,annualCashDividendsPaid,quarterlyLongTermDebt,annualPurchaseOfInvestment,annualPretaxIncome,quarterlyTotalAssets,quarterlyFreeCashFlow,annualAccountsReceivable,annualNetIncome,trailingChangeInWorkingCapital,quarterlyNetIncome,annualFreeCashFlow,trailingInvestingCashFlow,annualAccountsPayable,quarterlyDepreciationAndAmortization,annualIncomeTaxPayable,trailingSaleOfInvestment,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,trailingPurchaseOfInvestment,annualStockholdersEquity,quarterlyOtherNonCurrentLiabilities,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualEndCashPosition,annualOtherNonCashItems,annualOtherCurrentAssets,annualBasicEPS,annualOperatingIncome,trailingTotalRevenue,annualLongTermDebt,annualCurrentAccruedExpenses,annualCurrentLiabilities,annualDilutedAverageShares,quarterlyInvestingCashFlow,quarterlyEndCashPosition,annualCashAndCashEquivalents,trailingEndCashPosition,annualDepreciationAndAmortization,quarterlyCurrentDebt,annualTaxProvision,quarterlyPurchaseOfInvestment,trailingCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,quarterlyNetOtherFinancingCharges,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,trailingChangeInAccountPayable,annualInvestmentsAndAdvances,trailingOperatingIncome,quarterlyNetIncomeCommonStockholders,quarterlyBasicEPS,trailingOtherIncomeExpense,trailingRepurchaseOfCapitalStock,quarterlyChangeInAccountPayable,quarterlyOtherIncomeExpense,trailingOperatingCashFlow,quarterlyInvestmentsAndAdvances,quarterlyInventory,quarterlyGrossProfit,quarterlyOperatingExpense,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,annualOtherShortTermInvestments,annualCommonStockIssuance,annualNetPPE,annualDilutedEPS,annualOperatingCashFlow,annualOtherNonCurrentAssets,annualSaleOfInvestment,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIntangibleAssets,trailingNetOtherInvestingChanges,annualEbitda,annualCurrentAssets,annualRepurchaseOfCapitalStock,annualNonCurrentDeferredRevenue,trailingDilutedAverageShares,annualStockBasedCompensation,quarterlyStockBasedCompensation,trailingBasicEPS,trailingCommonStockIssuance,trailingStockBasedCompensation,trailingBasicAverageShares,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,annualNonCurrentDeferredTaxesLiabilities,annualCurrentDeferredRevenue,trailingDilutedEPS,quarterlyNonCurrentDeferredRevenue
2014-03-31,159000000.0,61575000000.0,,,,,,2816450000000.0,,,,,,,-6945000000.0,,1130610306.0,,,,,143363000000.0,,,25000000.0,788909000000.0,-580000000.0,174762000000.0,727091000000.0,772971000000.0,,0.0,304831000000.0,,-34353000000.0,140646000000.0,,,,,-57418000000.0,,,868312000000.0,,,-2403155000000.0,-125744000000.0,,,,,,,,,,-50006000000.0,,42.11,791155000000.0,79191000000.0,36166000000.0,3658589000000.0,,-980000000.0,,2152738000000.0,,,,132254000000.0,,,74818000000.0,,,82639000000.0,151138000000.0,-61818000000.0,,,,26116000000.0,,45880000000.0,-12651000000.0,,4212000000.0,1255434000000.0,3185684000000.0,,28613000000.0,1911742000000.0,,537295000000.0,297922000000.0,436830000000.0,,,,1130610306.0,,,,,,1140000000.0,,,4064480000000.0,74836000000.0,,,,47610000000.0,,,,61352000000.0,,,274025000000.0,50578000000.0,,,,93370000000.0,299022000000.0,,,,,,,,,,,-56475000000.0,727091000000.0,,,,1098000000.0,,-122000000.0,,103000000.0,-1391000000.0,1090177000000.0,425999000000.0,,,,47610000000.0,42.11,,,6651000000.0,-3345000000.0,,68232000000.0,549537000000.0,431482000000.0,348843000000.0,,-73905000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-30,10420000000.0,-1162000000.0,,,,,,2827052000000.0,,,,,,,9548000000.0,,1113479464.0,,,,,141855000000.0,,,26000000.0,727091000000.0,-546000000.0,174762000000.0,744684000000.0,821691000000.0,,0.0,300572000000.0,,-54531000000.0,179269000000.0,,,,,-55195000000.0,,,926796000000.0,,,-2407898000000.0,-50643000000.0,,,,,,,,,,-49995000000.0,,72.61,810936000000.0,116975000000.0,61601000000.0,3651779000000.0,,-10321000000.0,,2177060000000.0,,,,162233000000.0,,,76887000000.0,,,110549000000.0,163528000000.0,17593000000.0,,,,26408000000.0,,77007000000.0,-7013000000.0,,-4528000000.0,1243881000000.0,3266514000000.0,,34567000000.0,1916720000000.0,,533770000000.0,284242000000.0,443286000000.0,,,,1113479464.0,,,,,,1164000000.0,,,4093780000000.0,107038000000.0,,,,80848000000.0,,,,62163000000.0,,,296074000000.0,82408000000.0,,,,92358000000.0,296985000000.0,,,,,,,,,,,-85592000000.0,744684000000.0,,,,993000000.0,,-31148000000.0,,131000000.0,-616000000.0,1107921000000.0,443656000000.0,,,,80848000000.0,72.61,,,4490000000.0,6557000000.0,,57795000000.0,533445000000.0,483510000000.0,372961000000.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-30,85000000.0,16335000000.0,,,,,,2888720000000.0,,,,,,,-16782000000.0,,1105920661.0,,,,,144015000000.0,,,2521000000.0,744684000000.0,-304000000.0,174762000000.0,707326000000.0,791809000000.0,,0.0,306060000000.0,,21168000000.0,146864000000.0,,,,,-48016000000.0,,,872208000000.0,,,-2461832000000.0,-74314000000.0,,,,,,,,,,1000000.0,,52.67,822466000000.0,80164000000.0,42399000000.0,3709671000000.0,,-41984000000.0,,2192685000000.0,,,,104063000000.0,,,75127000000.0,,,71832000000.0,156613000000.0,-37358000000.0,,,,-4219000000.0,,84483000000.0,-18238000000.0,,-2486000000.0,1247839000000.0,3252817000000.0,,20226000000.0,1980033000000.0,,531571000000.0,316061000000.0,440742000000.0,,,,1105938234.0,,,,,,1365000000.0,,,4172718000000.0,56047000000.0,,,,58249000000.0,,,,66574000000.0,,,284507000000.0,59938000000.0,,,,94832000000.0,302549000000.0,,,,,,,,,,,-89323000000.0,707326000000.0,,,,1333000000.0,,-2538000000.0,,126000000.0,-2272000000.0,1125015000000.0,496500000000.0,,,,58249000000.0,52.67,,,-7945000000.0,8458000000.0,,61608000000.0,568800000000.0,431466000000.0,359634000000.0,,-71885000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-31,1106000000.0,-67425000000.0,55671000000.0,,3788788000000.0,,,2978184000000.0,207698000000.0,254797000000.0,500000000.0,,-2152000000.0,116405000000.0,73183000000.0,788909000000.0,1091831827.0,-218362000000.0,20250000000.0,1189004000000.0,,177288000000.0,2068685000000.0,,34000000.0,707326000000.0,-722000000.0,174762000000.0,844580000000.0,916443000000.0,,0.0,310214000000.0,,92885000000.0,180440000000.0,59004000000.0,-4454000000.0,528167000000.0,,-57733000000.0,-300886000000.0,,1059936000000.0,,,-2519259000000.0,-50185000000.0,1018000000.0,265239000000.0,3727252000000.0,1865780000000.0,,-54772000000.0,174762000000.0,,,-49813000000.0,,62.363084,921379000000.0,106909000000.0,57212000000.0,3788788000000.0,1861472000000.0,-1487000000.0,1497983000000.0,2391933000000.0,308979000000.0,1319860000000.0,-2519259000000.0,185377000000.0,8929000000.0,9323000000.0,82147000000.0,,,98469000000.0,207698000000.0,137254000000.0,,,,3807000000.0,52112000000.0,71863000000.0,20106000000.0,,11731000000.0,1269529000000.0,3320392000000.0,,34594000000.0,2068685000000.0,3320392000000.0,625675000000.0,345237000000.0,544922000000.0,,18067000000.0,4460618000000.0,1091831827.0,11770000000.0,,1112504912.0,18067000000.0,-145790000000.0,1148000000.0,-14534000000.0,383239000000.0,4460618000000.0,127644000000.0,625675000000.0,254797000000.0,,68090000000.0,365565000000.0,,310214000000.0,73391000000.0,57212000000.0,,334398000000.0,72315000000.0,-269298000000.0,,2978184000000.0,116405000000.0,398481000000.0,844580000000.0,-17796000000.0,0.0,229.03,363489000000.0,,1148000000.0,345237000000.0,921379000000.0,1112504912.0,-37908000000.0,844580000000.0,844580000000.0,,263480000000.0,1018000000.0,118000000000.0,19274000000.0,,140000000.0,-175000000.0,1319860000000.0,526907000000.0,,65176000000.0,,68090000000.0,62.363084,,,-27816000000.0,8580000000.0,,65176000000.0,528167000000.0,515014000000.0,416545000000.0,92885000000.0,0.0,71863000000.0,,1269529000000.0,229.03,583927000000.0,526907000000.0,2606000000.0,-24620000000.0,398481000000.0,916443000000.0,177288000000.0,,647219000000.0,2391933000000.0,-149813000000.0,,,,,,,,,,,,,,
2015-03-31,-293000000.0,67368000000.0,,,,,,2869104000000.0,,,,,,,-52604000000.0,,1091890560.0,,,,,171308000000.0,,,27808000000.0,844580000000.0,-358000000.0,174762000000.0,793701000000.0,835279000000.0,,0.0,315148000000.0,,42777000000.0,125798000000.0,,,,,-56344000000.0,,,857445000000.0,,,-2519147000000.0,-94603000000.0,,,,,,,,,,,,31.07,866320000000.0,61281000000.0,32897000000.0,3772070000000.0,,-4351000000.0,,2255366000000.0,,,,99452000000.0,,,79239000000.0,,,66197000000.0,190865000000.0,-50879000000.0,,,,11275000000.0,,41578000000.0,-11294000000.0,364000000.0,-713000000.0,1252923000000.0,3261037000000.0,,26429000000.0,2028849000000.0,,536805000000.0,326473000000.0,418881000000.0,,,,1091951422.0,,,,,,1152000000.0,,,4284215000000.0,43108000000.0,,,,33930000000.0,,,,64416000000.0,,,293128000000.0,34852000000.0,,,,113897000000.0,387526000000.0,,,,,,,,,,,-33721000000.0,793701000000.0,,,,937000000.0,,-1036000000.0,,101000000.0,-2051000000.0,1253846000000.0,508198000000.0,,,,33930000000.0,31.07,,,27012000000.0,-4815000000.0,,66830000000.0,562832000000.0,438564000000.0,372367000000.0,,-92806000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-30,15000000.0,-6394000000.0,,,,,,3005227000000.0,,,,,,,-3876000000.0,,1092042189.0,,,,,239297000000.0,,,24311000000.0,793701000000.0,-354000000.0,174762000000.0,626965000000.0,645106000000.0,,0.0,319708000000.0,,110783000000.0,171056000000.0,,,,,-61157000000.0,,,974406000000.0,,,-2564260000000.0,-28962000000.0,,,,,,,,,,,,62.44,909987000000.0,103235000000.0,49812000000.0,3825706000000.0,,-237035000000.0,,2130913000000.0,,,,125260000000.0,,,83693000000.0,,,104712000000.0,216472000000.0,-166736000000.0,,,,-21804000000.0,,18141000000.0,8170000000.0,439000000.0,-1027000000.0,1261446000000.0,3328695000000.0,,32355000000.0,2417163000000.0,,565561000000.0,323191000000.0,470613000000.0,,,,1092121050.0,,,,489558000000.0,,1071000000.0,,,4548076000000.0,64103000000.0,,,,68195000000.0,,,,67561000000.0,,,315388000000.0,70880000000.0,,,,131317000000.0,416307000000.0,,,,,,,,,,,-272285000000.0,626965000000.0,,,,804000000.0,,-27000000.0,,260000000.0,-29234000000.0,1326294000000.0,323808000000.0,,,,68195000000.0,62.45,,,-10325000000.0,-1217000000.0,,72937000000.0,591483000000.0,503793000000.0,399081000000.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-30,-2031000000.0,31166000000.0,,,,,,2903342000000.0,,,,,,,-20121000000.0,,1092075144.0,,,,,231171000000.0,,,1116000000.0,626965000000.0,-285000000.0,174762000000.0,581247000000.0,596898000000.0,,0.0,304624000000.0,,41343000000.0,143609000000.0,,,,,-57767000000.0,,,925782000000.0,,,-2565650000000.0,-86393000000.0,,,,,,,,,,,,45.03,871221000000.0,73961000000.0,34451000000.0,3797676000000.0,,0.0,,2045349000000.0,,,,106120000000.0,,,82273000000.0,,,77259000000.0,190562000000.0,-45718000000.0,,,,15550000000.0,,15651000000.0,-28644000000.0,-4000000.0,-4770000000.0,1232026000000.0,3296973000000.0,,21661000000.0,2353773000000.0,,521447000000.0,340840000000.0,456563000000.0,,,,1092075144.0,,,,476298000000.0,,971000000.0,,,4399122000000.0,48353000000.0,,,,49180000000.0,,,,69498000000.0,,,309687000000.0,52300000000.0,,,,127965000000.0,409907000000.0,,,,,,,,,,,-58459000000.0,581247000000.0,,,,744000000.0,,-138000000.0,,150000000.0,-4339000000.0,1281128000000.0,320839000000.0,,,,49180000000.0,45.03,,,-6707000000.0,-3148000000.0,,63832000000.0,595071000000.0,469219000000.0,391960000000.0,,-81905000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-31,2197000000.0,-69420000000.0,-210967000000.0,,3790458000000.0,,,2966415000000.0,171302000000.0,220209000000.0,584000000.0,,-1350000000.0,130838000000.0,90850000000.0,844580000000.0,1092072624.0,-252948000000.0,-7188000000.0,1250674000000.0,,241208000000.0,2370594000000.0,,-4766000000.0,581247000000.0,-353000000.0,174762000000.0,633613000000.0,654264000000.0,,0.0,278255000000.0,,35547000000.0,180886000000.0,14249000000.0,-35648000000.0,501895000000.0,,-77680000000.0,-210202000000.0,,1042638000000.0,,,-2570806000000.0,-244000000.0,688000000.0,231333000000.0,3800271000000.0,1865887000000.0,,-251534000000.0,174762000000.0,,,,,63.094705,815329000000.0,108961000000.0,47431000000.0,3790458000000.0,1934384000000.0,-10148000000.0,1579174000000.0,2057179000000.0,328500000000.0,1243310000000.0,-2570806000000.0,143892000000.0,4672000000.0,22720000000.0,83295000000.0,,,107042000000.0,171302000000.0,52366000000.0,,,,-14978000000.0,-9957000000.0,20651000000.0,-411000000.0,-9000000.0,11182000000.0,1219652000000.0,3365158000000.0,,35660000000.0,2370594000000.0,3365158000000.0,588001000000.0,317653000000.0,519830000000.0,,478943000000.0,4427773000000.0,1092072624.0,-112000000.0,,1092017955.0,478943000000.0,-174711000000.0,881000000.0,-1318000000.0,347438000000.0,4427773000000.0,66212000000.0,588001000000.0,220209000000.0,,68904000000.0,221776000000.0,,278255000000.0,71852000000.0,47431000000.0,,332471000000.0,73301000000.0,-453619000000.0,,2966415000000.0,130838000000.0,427981000000.0,633613000000.0,-32179000000.0,0.0,201.65,355210000000.0,,881000000.0,317653000000.0,815329000000.0,1092052886.0,-89154000000.0,633613000000.0,633613000000.0,,273327000000.0,688000000.0,116105000000.0,-117000000.0,,73000000.0,-24000000.0,1243310000000.0,333453000000.0,,67862000000.0,,68904000000.0,63.094705,,,-27268000000.0,1992000000.0,,67862000000.0,501895000000.0,522808000000.0,415766000000.0,35547000000.0,0.0,20651000000.0,790000000.0,1219652000000.0,201.65,474724000000.0,333453000000.0,48469000000.0,-17288000000.0,427981000000.0,654264000000.0,241208000000.0,,621349000000.0,2057179000000.0,,,,,,,,,,,,,,,
2016-03-31,932000000.0,71427000000.0,,,,,,2822828000000.0,,,,,,,-38385000000.0,,1092071996.0,,,,,229653000000.0,,,407000000.0,633613000000.0,-273000000.0,174762000000.0,580954000000.0,602225000000.0,,0.0,283698000000.0,,-53825000000.0,106151000000.0,,,,,-52214000000.0,,,797230000000.0,,,-2551616000000.0,570718000000.0,,,,,,,,,,-3000000.0,,25.63,1439160000000.0,45761000000.0,22367000000.0,3753146000000.0,,-2870000000.0,,1865413000000.0,,,,114622000000.0,,,78870000000.0,,,40087000000.0,169812000000.0,-52659000000.0,,,,16689000000.0,,21271000000.0,7325000000.0,,-1340000000.0,1201530000000.0,3310930000000.0,,16545000000.0,2973744000000.0,,498186000000.0,302658000000.0,392484000000.0,,,,1092071996.0,,,,465069000000.0,,794000000.0,,,4839157000000.0,62408000000.0,,,,27991000000.0,,,,60210000000.0,,,285789000000.0,29216000000.0,,,,88226000000.0,367323000000.0,,,,,,,,,,,-720229000000.0,580954000000.0,,,,660625000000.0,,-666622000000.0,,180000000.0,-7221000000.0,1806483000000.0,324935000000.0,,,,27991000000.0,25.63,,,11461000000.0,5854000000.0,,724006000000.0,521404000000.0,404746000000.0,364659000000.0,,-81905000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-30,141000000.0,-3689000000.0,,,,,,2703453000000.0,,,,,,,7335000000.0,,1092071180.0,,,,,208270000000.0,,,0.0,580954000000.0,-200000000.0,174762000000.0,569180000000.0,591567000000.0,,0.0,285259000000.0,,-226238000000.0,143495000000.0,,,,,-48486000000.0,,,860246000000.0,,,-2481635000000.0,-50835000000.0,,,,,,,,,,-3000000.0,,48.94,1361410000000.0,80992000000.0,33423000000.0,3640164000000.0,,-6356000000.0,,1772624000000.0,,,,126585000000.0,,,76564000000.0,,,68596000000.0,167411000000.0,-11774000000.0,,,,13802000000.0,,22387000000.0,-4458000000.0,,-1642000000.0,1158529000000.0,3363960000000.0,,24912000000.0,2842199000000.0,,468200000000.0,264751000000.0,427878000000.0,,,,1092071180.0,,,,420648000000.0,,710000000.0,,,4614823000000.0,78099000000.0,,,,53448000000.0,,,,62162000000.0,,,287208000000.0,56080000000.0,,,,77496000000.0,344371000000.0,,,,,,,,,,,-55863000000.0,569180000000.0,,,,610566000000.0,,-3119000000.0,,341000000.0,-750000000.0,1705781000000.0,307658000000.0,,,,53448000000.0,48.94,,,14844000000.0,12737000000.0,,719675000000.0,479262000000.0,432368000000.0,363772000000.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-30,108000000.0,19384000000.0,,,,,,2622133000000.0,,,,,,,-19919000000.0,,1092070393.0,,,,,205372000000.0,,,10113000000.0,569180000000.0,-191000000.0,174762000000.0,534480000000.0,542446000000.0,,0.0,288793000000.0,,-249525000000.0,109067000000.0,,,,,-61647000000.0,,,778838000000.0,,,-2490138000000.0,-83544000000.0,,,,,,,,,,-2000000.0,,22.33,1359668000000.0,45263000000.0,23597000000.0,3630172000000.0,,-13000000.0,,1709647000000.0,,,,102156000000.0,,,72990000000.0,,,40015000000.0,154516000000.0,-34700000000.0,,,,17557000000.0,,7966000000.0,-3959000000.0,,-2726000000.0,1140034000000.0,3305929000000.0,,18473000000.0,2820449000000.0,,444668000000.0,282195000000.0,402226000000.0,,,,1092070393.0,,,,411311000000.0,,685000000.0,,,4530096000000.0,40509000000.0,,,,24381000000.0,,,,63483000000.0,,,263607000000.0,26790000000.0,,,,76104000000.0,343440000000.0,,,,,,,,,,,-48817000000.0,534480000000.0,,,,610567000000.0,,-305000000.0,,321000000.0,-1629000000.0,1703108000000.0,309492000000.0,,,,24381000000.0,22.33,,,5244000000.0,5569000000.0,,726950000000.0,494474000000.0,376612000000.0,336597000000.0,,-81905000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-31,7000000.0,-91277000000.0,-3420000000.0,,3773318000000.0,,,2783129000000.0,273835000000.0,150650000000.0,1061000000.0,,-856000000.0,142049000000.0,57125000000.0,633613000000.0,1092068154.0,-206971000000.0,16846000000.0,1142591000000.0,,446268000000.0,3038781000000.0,,6075000000.0,534480000000.0,-192000000.0,174762000000.0,630193000000.0,633399000000.0,,0.0,372269000000.0,,-133323000000.0,137095000000.0,6156000000.0,-9600000000.0,560736000000.0,,-44624000000.0,355692000000.0,,965173000000.0,,,-2578342000000.0,-80647000000.0,1850000000.0,161970000000.0,3401487000000.0,1727654000000.0,,-649570000000.0,174762000000.0,,,-6000000.0,,41.050552,983369000000.0,72635000000.0,30514000000.0,3773318000000.0,1673833000000.0,-640331000000.0,1444967000000.0,2099748000000.0,302376000000.0,2143907000000.0,-2578342000000.0,156920000000.0,7188000000.0,-4155000000.0,73952000000.0,,,80168000000.0,273835000000.0,95713000000.0,,,,-5426000000.0,42622000000.0,3206000000.0,35186000000.0,,12896000000.0,1194976000000.0,3350728000000.0,,22751000000.0,3038781000000.0,3350728000000.0,641458000000.0,304901000000.0,505066000000.0,,936424000000.0,5138529000000.0,1092068154.0,1188000000.0,,1092062341.0,936424000000.0,-163810000000.0,611289000000.0,-4544000000.0,244651000000.0,5138529000000.0,112296000000.0,641458000000.0,150650000000.0,,44830000000.0,293312000000.0,,372269000000.0,64241000000.0,30514000000.0,,305987000000.0,49884000000.0,-837125000000.0,,2783129000000.0,142049000000.0,1160538000000.0,630193000000.0,34094000000.0,0.0,137.95,228866000000.0,,611289000000.0,304901000000.0,983369000000.0,1092062341.0,-12216000000.0,630193000000.0,630193000000.0,,250096000000.0,1850000000.0,82681000000.0,665502000000.0,,219000000.0,0.0,2143907000000.0,358136000000.0,,73680000000.0,,44830000000.0,41.050552,,,25295000000.0,-7314000000.0,,73680000000.0,560736000000.0,460107000000.0,379939000000.0,-133323000000.0,0.0,3206000000.0,,1194976000000.0,137.95,500283000000.0,358136000000.0,16595000000.0,56844000000.0,1160538000000.0,633399000000.0,446268000000.0,,495808000000.0,2099748000000.0,-14000000.0,,,,,,,,,,,,,,
2017-03-31,1000000.0,53739000000.0,,,,,,2717384000000.0,,,,,,,-19618000000.0,,1092067539.0,,,,,435772000000.0,,,556000000.0,630193000000.0,-312000000.0,174762000000.0,654654000000.0,659695000000.0,,0.0,394766000000.0,,-172029000000.0,140397000000.0,,,,,-43624000000.0,,,972761000000.0,,,-2590675000000.0,-83446000000.0,,,,,,,,,,-4000000.0,,50.44,1028557000000.0,78010000000.0,36030000000.0,3763787000000.0,,-5135000000.0,,2087032000000.0,,,,167421000000.0,,,81261000000.0,,,75665000000.0,266031000000.0,24461000000.0,,,,58314000000.0,,5041000000.0,-6603000000.0,,-5205000000.0,1173112000000.0,3323695000000.0,,20309000000.0,3026867000000.0,,578620000000.0,294507000000.0,504417000000.0,,,,1092067539.0,,,,930882000000.0,,616050000000.0,,,5113899000000.0,123797000000.0,,,,55089000000.0,,,,62139000000.0,,,311418000000.0,57701000000.0,,,,135672000000.0,1157976000000.0,,,,,,,,,,,-50096000000.0,654654000000.0,,,,37223000000.0,,-2044000000.0,,248000000.0,-2826000000.0,2186533000000.0,384545000000.0,,,,55089000000.0,50.44,,,22968000000.0,2593000000.0,,72859000000.0,569103000000.0,468344000000.0,392679000000.0,,-81905000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-30,3140000000.0,4366000000.0,,,,,,2775142000000.0,,,,,,,-16925000000.0,,1088989877.0,,,,,434547000000.0,,,2000000.0,654654000000.0,-2507000000.0,174762000000.0,693826000000.0,711355000000.0,,0.0,393075000000.0,,-135288000000.0,164137000000.0,,,,,-51211000000.0,,,992473000000.0,,,-2618029000000.0,-51669000000.0,,,,,,,,,,-50008000000.0,,63.53,1048117000000.0,99556000000.0,51909000000.0,3778071000000.0,,-463000000.0,,2161234000000.0,,,,141685000000.0,,,80492000000.0,,,96319000000.0,283635000000.0,39172000000.0,,,,-15652000000.0,,17529000000.0,23394000000.0,,-2945000000.0,1160042000000.0,3392745000000.0,,27739000000.0,3048516000000.0,,584148000000.0,282592000000.0,496921000000.0,,,,1088989877.0,,,,954715000000.0,,615984000000.0,,,5209750000000.0,90474000000.0,,,,69180000000.0,,,,64476000000.0,,,318741000000.0,71817000000.0,,,,140313000000.0,1171846000000.0,,,,,,,,,,,-57742000000.0,693826000000.0,,,,36906000000.0,,-12165000000.0,,105000000.0,-989000000.0,2219963000000.0,394495000000.0,,,,69180000000.0,63.53,,,-1994000000.0,3342000000.0,,70612000000.0,596837000000.0,495552000000.0,399233000000.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-30,111000000.0,1892000000.0,,,,,,2792601000000.0,,,,,,,-15090000000.0,,1079760084.0,,,,,430528000000.0,,,147000000.0,693826000000.0,-51968000000.0,174762000000.0,646841000000.0,661801000000.0,,0.0,382576000000.0,,-99785000000.0,155695000000.0,,,,,-45844000000.0,,,994490000000.0,,,-2629612000000.0,-134728000000.0,,,,,,,,,,-8000000.0,,58.39,1061234000000.0,87801000000.0,50899000000.0,3762477000000.0,,-959000000.0,,2153864000000.0,,,,105400000000.0,,,81491000000.0,,,80459000000.0,263945000000.0,-46985000000.0,,,,10288000000.0,,14960000000.0,-32882000000.0,,-1158000000.0,1132865000000.0,3374712000000.0,,21200000000.0,3032073000000.0,,591036000000.0,325534000000.0,512256000000.0,,,,1079760084.0,,,,974135000000.0,,564463000000.0,,,5185937000000.0,59556000000.0,,,,63051000000.0,,,,67665000000.0,,,320284000000.0,66601000000.0,,,,139585000000.0,1113311000000.0,,,,,,,,,,,-24314000000.0,646841000000.0,,,,38280000000.0,,2254000000.0,,229000000.0,-3373000000.0,2174545000000.0,398153000000.0,,,,63051000000.0,58.39,,,-11178000000.0,7571000000.0,,61353000000.0,620999000000.0,482234000000.0,401775000000.0,,-80982000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
