,annualNetOtherInvestingChanges,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,annualBasicAverageShares,quarterlyCostOfRevenue,trailingNetOtherInvestingChanges,annualRetainedEarnings,quarterlyGoodwill,trailingPretaxIncome,quarterlyLongTermDebt,quarterlyTotalAssets,annualGoodwill,annualPretaxIncome,annualCommonStockIssuance,annualAccountsReceivable,annualPurchaseOfInvestment,annualFreeCashFlow,quarterlyTotalNonCurrentAssets,quarterlyFreeCashFlow,annualCashDividendsPaid,trailingChangeInWorkingCapital,annualNetIncome,trailingInvestingCashFlow,annualAccountsPayable,trailingOperatingIncome,trailingChangeInAccountPayable,quarterlySellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,quarterlyDepreciationAndAmortization,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,annualEndCashPosition,annualTaxProvision,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyDilutedAverageShares,annualTotalAssets,annualBasicEPS,annualOtherNonCashItems,trailingTotalRevenue,annualStockholdersEquity,annualOtherCurrentAssets,annualLongTermDebt,annualOperatingIncome,annualDepreciationAndAmortization,annualCashAndCashEquivalents,annualCurrentLiabilities,quarterlyInterestExpense,trailingEndCashPosition,quarterlyCurrentDebt,annualCurrentAccruedExpenses,annualDilutedAverageShares,quarterlyPurchaseOfInvestment,trailingCashFlowFromContinuingFinancingActivities,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyInvestmentsAndAdvances,quarterlyBasicEPS,quarterlyChangeInAccountPayable,annualIncomeTaxPayable,annualSaleOfInvestment,quarterlyNetIncomeCommonStockholders,annualInvestmentsAndAdvances,quarterlyInvestingCashFlow,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyEndCashPosition,trailingOperatingCashFlow,quarterlyOtherIncomeExpense,trailingRepurchaseOfCapitalStock,quarterlyNetOtherFinancingCharges,trailingOtherIncomeExpense,quarterlyInventory,quarterlyGrossProfit,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,annualOtherNonCurrentAssets,annualOperatingCashFlow,annualNetPPE,annualOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,annualRepurchaseOfCapitalStock,annualEbitda,annualCurrentAssets,annualDilutedEPS,annualGrossPPE,quarterlyChangesInAccountReceivables,trailingNetIncomeCommonStockholders,trailingChangeInCashSupplementalAsReported,quarterlyStockholdersEquity,annualChangeInCashSupplementalAsReported,quarterlyNetOtherInvestingChanges,annualOtherCurrentLiabilities,annualNetIncomeCommonStockholders,annualInterestExpense,annualRepaymentOfDebt,trailingChangesInAccountReceivables,quarterlyOtherIntangibleAssets,quarterlyBasicAverageShares,quarterlyOperatingExpense,annualBeginningCashPosition,quarterlyChangeInInventory,annualOtherNonCurrentLiabilities,quarterlySaleOfInvestment,trailingDeferredIncomeTax,annualCapitalExpenditure,annualOtherIncomeExpense,annualTotalNonCurrentAssets,quarterlyCurrentDeferredRevenue,trailingCapitalExpenditure,trailingGrossProfit,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,annualSellingGeneralAndAdministration,trailingInterestExpense,quarterlyAccountsPayable,quarterlyRepaymentOfDebt,trailingRepaymentOfDebt,quarterlyCapitalStock,annualCashFlowFromContinuingFinancingActivities,quarterlyBeginningCashPosition,quarterlyOtherCurrentAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyTotalRevenue,trailingChangeInInventory,trailingStockBasedCompensation,quarterlyStockBasedCompensation,quarterlyCommonStockIssuance,annualNetIncomeContinuousOperations,trailingDepreciationAndAmortization,quarterlyCapitalExpenditure,annualNetOtherFinancingCharges,quarterlyCashFlowFromContinuingFinancingActivities,annualChangeInInventory,quarterlyOperatingIncome,annualInventory,trailingTaxProvision,trailingNetOtherFinancingCharges,quarterlyEbitda,annualCurrentDebt,annualCurrentDeferredRevenue,quarterlyAccumulatedDepreciation,annualStockBasedCompensation,annualPurchaseOfBusiness,annualOperatingExpense,annualCostOfRevenue,annualTotalRevenue,trailingOtherNonCashItems,annualCapitalStock,quarterlyOperatingCashFlow,quarterlyIncomeTaxPayable,trailingSellingGeneralAndAdministration,quarterlyGrossPPE,quarterlyCurrentLiabilities,quarterlyOtherNonCashItems,annualResearchAndDevelopment,quarterlyChangeInCashSupplementalAsReported,quarterlyCurrentAssets,quarterlyDilutedEPS,annualAccumulatedDepreciation,annualGrossProfit,trailingFreeCashFlow,quarterlyRepurchaseOfCapitalStock,annualDeferredIncomeTax,trailingCashDividendsPaid,quarterlyChangeInWorkingCapital,annualTotalLiabilitiesNetMinorityInterest,trailingBeginningCashPosition,quarterlyDeferredIncomeTax,trailingPurchaseOfBusiness,trailingNetIncome,annualChangeInWorkingCapital,annualNonCurrentDeferredTaxesLiabilities,quarterlyPurchaseOfBusiness,quarterlyNetPPE,trailingNetIncomeContinuousOperations,quarterlyPretaxIncome,trailingCostOfRevenue,quarterlyOtherCurrentLiabilities,annualChangesInAccountReceivables,trailingOperatingExpense,quarterlyRetainedEarnings,quarterlyTaxProvision,annualNonCurrentDeferredRevenue,trailingDilutedAverageShares,trailingBasicEPS,trailingCommonStockIssuance,quarterlyResearchAndDevelopment,trailingBasicAverageShares,trailingResearchAndDevelopment,annualOtherShortTermInvestments,trailingSaleOfInvestment,trailingPurchaseOfInvestment,trailingDilutedEPS,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue
1346371200,,38499000.0,319190000.0,,366211000.0,,,241667000.0,,475264000.0,1747927000.0,,,,,,,948298000.0,22940000.0,,,,,,,,91355000.0,68522000.0,14770000.0,83268000.0,24607000.0,,,,600818000.0,50699000.0,,,,,,,,,,,,5950000.0,,57187000.0,,,,,950280000.0,154253000.0,,1.67,-11270000.0,,,83268000.0,,113233000.0,,207745000.0,,-5276000.0,,105000.0,,216025000.0,134324000.0,,,,-4244000.0,,,,,,,,,,,-149000.0,,,793459000.0,,118027000.0,,,,,,231529000.0,49627000.0,91355000.0,,-1848000.0,,,,,,,,,,207745000.0,207745000.0,,,163274000.0,-181708000.0,,49855000.0,,154299000.0,56669000.0,-100575000.0,500535000.0,,,2143000.0,,,,-5663000.0,,-91372000.0,,42969000.0,,,,37693000.0,,,-565383000.0,,,,,,,,28603000.0,16199000.0,,886232000.0,349462000.0,1248000.0,,53446000.0,799629000.0,1.64,,,,-3020000.0,,,-14314000.0,,,-2307000.0,,,,,0.0,320849000.0,,31743000.0,,18742000.0,,,809194000.0,9358000.0,,,,,,,,,,,,,
1354233600,0.0,33410000.0,320152000.0,49571000.0,369541000.0,,830031000.0,254345000.0,,475112000.0,1786320000.0,254345000.0,89548000.0,,320152000.0,,58835000.0,986976000.0,7542000.0,-16454000.0,,125622000.0,,163062000.0,,,95395000.0,16209000.0,16647000.0,25112000.0,25012000.0,-326532000.0,200436000.0,30479000.0,653522000.0,50798000.0,1786320000.0,2.53,-2090000.0,,778273000.0,2047000.0,475112000.0,162541000.0,57416000.0,200436000.0,350119000.0,5476000.0,,45113000.0,33410000.0,50618000.0,,,1786320000.0,25679000.0,60536000.0,0.51,-5355000.0,37060000.0,,25112000.0,60536000.0,-23680000.0,23757000.0,200436000.0,,-9291000.0,,119000.0,,208531000.0,143714000.0,-4845000.0,653522000.0,-139626000.0,-4242000.0,25679000.0,94748000.0,329016000.0,233355000.0,200436000.0,-4333000.0,109341000.0,799344000.0,2.48,907720000.0,2533000.0,,,778273000.0,45787000.0,-118819000.0,74000.0,125622000.0,19793000.0,-292333000.0,,233355000.0,49640000.0,95395000.0,154649000.0,11531000.0,16209000.0,,,-35913000.0,-53200000.0,986976000.0,,,,200436000.0,200436000.0,354735000.0,,163062000.0,-7500000.0,,49903000.0,273915000.0,207745000.0,2047000.0,-139626000.0,513255000.0,,,2573000.0,,68287000.0,,-17746000.0,1263000.0,-15621000.0,-17081000.0,48319000.0,208531000.0,,,39028000.0,45113000.0,,-578704000.0,9728000.0,-412606000.0,354735000.0,1368963000.0,1886239000.0,,49903000.0,25288000.0,37060000.0,,907720000.0,350119000.0,-6187000.0,,-7309000.0,799344000.0,0.49,-578704000.0,517276000.0,,-18000.0,-16820000.0,,26962000.0,1786320000.0,,-15906000.0,,,983000.0,23757000.0,-7881000.0,329016000.0,,33552000.0,,74000.0,-17341000.0,,830031000.0,11191000.0,,,,,,,,,,,,,
1362009600,,42427000.0,308343000.0,,346466000.0,,,251158000.0,,510981000.0,1765410000.0,,,,,,,1064494000.0,-31082000.0,,,,,,,,97640000.0,64808000.0,15643000.0,20677000.0,20774000.0,,,,510981000.0,51027000.0,,,,,,,,,,,,5327000.0,,36682000.0,,,,,678907000.0,168091000.0,,0.42,1316000.0,,,20677000.0,,-17745000.0,,163131000.0,,-4955000.0,,1804000.0,,229442000.0,133376000.0,,,,-4273000.0,,,,,,,,,,,11324000.0,,,800150000.0,,0.0,,,,,,226988000.0,49817000.0,97640000.0,,-22913000.0,,,,,,,,,,163131000.0,163131000.0,,,167926000.0,-43789000.0,,50314000.0,,200436000.0,77857000.0,-140899000.0,479842000.0,,,3320000.0,,,,-19598000.0,,-8740000.0,,35736000.0,,,,30781000.0,,,-583437000.0,,,,,,,,-11484000.0,16931000.0,,921972000.0,167926000.0,6515000.0,,-37305000.0,700916000.0,0.41,,,,-2256000.0,,,-53678000.0,,,186000.0,,,,,,338535000.0,,25454000.0,,5000000.0,,,846402000.0,7120000.0,,,,,,,,,,,,,
1369958400,,43476000.0,317048000.0,,372400000.0,,,252475000.0,,473159000.0,1773853000.0,,,,,,,987817000.0,21367000.0,,,,,,,,93806000.0,65664000.0,14345000.0,25929000.0,26048000.0,,,,641420000.0,51152000.0,,,,,,,,,,,,4884000.0,,23249000.0,,,,,1773853000.0,158590000.0,,0.52,-270000.0,,,25929000.0,,-30703000.0,,161185000.0,,-12657000.0,,-19000.0,,222381000.0,146616000.0,,,,-5021000.0,,,,,,,,,,,-10172000.0,,,816408000.0,,-2387000.0,,,,,,223630000.0,49935000.0,93806000.0,,5963000.0,,,,,,,,,,161185000.0,161185000.0,,,166664000.0,-72018000.0,,50223000.0,,163131000.0,83557000.0,-144546000.0,519016000.0,,,2895000.0,,,,-30828000.0,,-22309000.0,,52810000.0,,,,40153000.0,,,-589873000.0,,,,,,,,52195000.0,17928000.0,,942995000.0,315634000.0,204000.0,,-1946000.0,786036000.0,0.51,,,,-4848000.0,,,2118000.0,,,-614000.0,,,,,,353122000.0,,35269000.0,,5000000.0,,,867270000.0,10864000.0,,,,,,,,,,,,,
1377907200,,45693000.0,318611000.0,,370072000.0,,,257360000.0,,471457000.0,1800483000.0,,,,,,,1019027000.0,13984000.0,,,,,,,,90604000.0,65686000.0,15807000.0,28269000.0,27150000.0,,,,635671000.0,51127000.0,,,,,,,,,,,,4579000.0,,21997000.0,,,,,1800483000.0,152504000.0,,0.57,-6536000.0,,,28269000.0,,-43241000.0,,160259000.0,,-13821000.0,,138000.0,,221256000.0,144507000.0,,,,-5023000.0,,,,,,,,,,,208000.0,,,839556000.0,,0.0,,,,,,222339000.0,49913000.0,90604000.0,,2737000.0,,,,,,,,,,160259000.0,160259000.0,,,169267000.0,-13693000.0,,50237000.0,,161185000.0,79465000.0,-145922000.0,514579000.0,,,2812000.0,,,,-34510000.0,,-7710000.0,,53903000.0,,,,40082000.0,,,-600565000.0,,,,,,,,48494000.0,14708000.0,,987389000.0,324888000.0,-8900000.0,,-926000.0,781456000.0,0.55,,,,-4917000.0,,,9361000.0,,,467000.0,,,,,,386824000.0,,35503000.0,,5000000.0,,,890476000.0,10290000.0,,,,,,,,,,,,,
1385769600,0.0,28623000.0,331125000.0,49893000.0,387859000.0,,907308000.0,263103000.0,,472315000.0,1873028000.0,263103000.0,127544000.0,,331125000.0,,6018000.0,1078334000.0,1749000.0,-19334000.0,,96761000.0,,201575000.0,,,95510000.0,18811000.0,15862000.0,21886000.0,22003000.0,-133154000.0,155121000.0,39949000.0,581789000.0,,1873028000.0,1.94,-17725000.0,,930065000.0,6927000.0,492904000.0,195502000.0,61657000.0,155121000.0,201575000.0,4330000.0,,20589000.0,28623000.0,51136000.0,,,942567000.0,33420000.0,54337000.0,,21748000.0,8936000.0,,21886000.0,54337000.0,-41465000.0,20599000.0,155121000.0,,-15251000.0,,509000.0,,221537000.0,145672000.0,16258000.0,492904000.0,-71962000.0,-5017000.0,33420000.0,132693000.0,434387000.0,219401000.0,155121000.0,-17638000.0,146664000.0,707783000.0,1.89,1032792000.0,-8641000.0,,,930065000.0,-45315000.0,0.0,5000000.0,96761000.0,19120000.0,-130047000.0,,219401000.0,,95510000.0,200436000.0,2416000.0,18811000.0,,,-126675000.0,-48838000.0,1165245000.0,,,,155121000.0,155121000.0,374669000.0,,201575000.0,-547000.0,,50229000.0,-48662000.0,160259000.0,6927000.0,-71962000.0,533531000.0,,,3290000.0,,95975000.0,,-41739000.0,2432000.0,-9903000.0,-11797000.0,50162000.0,221537000.0,,,51510000.0,20589000.0,,-598405000.0,12317000.0,-8614000.0,374669000.0,1476797000.0,2046968000.0,,50229000.0,43488000.0,8936000.0,,1032792000.0,360778000.0,-15544000.0,,-5138000.0,794694000.0,,-598405000.0,570171000.0,,-5617000.0,9648000.0,,12914000.0,694479000.0,,9609000.0,,,-29285000.0,20599000.0,0.0,434387000.0,,31318000.0,,5000000.0,-7281000.0,,907308000.0,11675000.0,,,,,,,,,,,,,
1393545600,,50238000.0,327314000.0,,352936000.0,,,265444000.0,,533697000.0,1909107000.0,,,,,,,1207983000.0,-67987000.0,,,,,,,,96799000.0,54151000.0,16128000.0,14571000.0,14649000.0,,,,533697000.0,51255000.0,,,,,,,,,,,,4126000.0,,21846000.0,,,,,741796000.0,165224000.0,,0.29,17265000.0,,,14571000.0,,-50269000.0,,113047000.0,,-12784000.0,,1613000.0,,260763000.0,133045000.0,,,,-5004000.0,,,,,,,,,,,3749000.0,,,933615000.0,,0.0,,,,,,214568000.0,49910000.0,96799000.0,,-38735000.0,,,,,,,,,,113047000.0,113047000.0,,,208099000.0,0.0,,50074000.0,,155121000.0,98510000.0,-70373000.0,485981000.0,,,3985000.0,,,,-50879000.0,,24550000.0,,36246000.0,,,,23462000.0,,,-606697000.0,,,,,,,,-17108000.0,13115000.0,,1069069000.0,208099000.0,-155000.0,,-42074000.0,701124000.0,0.28,,,,-15347000.0,,,-48262000.0,,,14000.0,,,,,,462372000.0,,19336000.0,,5000000.0,,,916838000.0,6541000.0,,,,,,,,,,,,,
1401494400,,52330000.0,354436000.0,,401379000.0,,,264389000.0,,536584000.0,1960815000.0,,,,,,,1128284000.0,-47995000.0,,,,,,,,96372000.0,49755000.0,17523000.0,20537000.0,20626000.0,,,,637213000.0,51175000.0,,,,,,,,,,,,4760000.0,,29466000.0,,,,,1960815000.0,170647000.0,,0.41,9857000.0,,,20537000.0,,-30227000.0,,95044000.0,,-13742000.0,,837000.0,,281914000.0,142655000.0,,,,-6020000.0,,,,,,,,,,,-27596000.0,,,954453000.0,,0.0,,,,,,208200000.0,49956000.0,96372000.0,,-21900000.0,,,,,,,,,,95044000.0,95044000.0,,,222284000.0,-110000000.0,,50193000.0,,113047000.0,99272000.0,-70698000.0,544034000.0,,,3163000.0,,,,-31263000.0,,30117000.0,,46283000.0,,,,32541000.0,,,-615213000.0,,,,,,,,-16732000.0,8233000.0,,1100261000.0,368744000.0,2335000.0,,-18003000.0,832531000.0,0.4,,,,-102000.0,,,-57259000.0,,,-600000.0,,,,,,485048000.0,,27781000.0,,5000000.0,,,931311000.0,8838000.0,,,,,,,,,,,,,
1409443200,,58037000.0,345104000.0,,401611000.0,,,258709000.0,,531952000.0,1937518000.0,,,,,,,1123788000.0,-12788000.0,,,,,,,,96779000.0,49825000.0,18387000.0,3987000.0,4084000.0,,,,629641000.0,51297000.0,,,,,,,,,,,,5292000.0,,30949000.0,,,,,1937518000.0,171637000.0,,0.08,-750000.0,,,3987000.0,,-35087000.0,,75544000.0,,-12632000.0,,673000.0,,281265000.0,125154000.0,,,,-6028000.0,,,,,,,,,,,5457000.0,,,950375000.0,,0.0,,,,,,200080000.0,50053000.0,96779000.0,,-2436000.0,,,,,,,,,,75544000.0,75544000.0,,,212491000.0,-64000000.0,,50282000.0,,95044000.0,109952000.0,-78966000.0,526765000.0,,,3015000.0,,,,-34071000.0,,-6376000.0,,28375000.0,,,,15743000.0,,,-620029000.0,,,,,,,,21283000.0,6315000.0,,1113391000.0,357085000.0,12207000.0,,-19500000.0,813730000.0,0.08,,,,-52000.0,,,-16824000.0,,,508000.0,,,,,0.0,493362000.0,,10451000.0,,5000000.0,,,929224000.0,8035000.0,,,,,,,,,,,,,
1417305600,0.0,31622000.0,341307000.0,50006000.0,415238000.0,,933819000.0,255972000.0,,574884000.0,1870436000.0,255972000.0,79312000.0,,341307000.0,,-110060000.0,1200270000.0,18710000.0,-23087000.0,,49856000.0,,174494000.0,,,93499000.0,13761000.0,18456000.0,10761000.0,10875000.0,-160017000.0,77569000.0,34348000.0,574884000.0,51296000.0,1870436000.0,1.0,20899000.0,,890047000.0,6138000.0,574884000.0,149841000.0,70494000.0,77569000.0,174494000.0,5566000.0,,27149000.0,31622000.0,51255000.0,,,749378000.0,39434000.0,50108000.0,0.21,-40916000.0,10961000.0,,10761000.0,50108000.0,-44434000.0,16718000.0,77569000.0,,-11627000.0,,234000.0,,251290000.0,132436000.0,-14544000.0,574884000.0,-147352000.0,-6035000.0,39434000.0,29734000.0,502634000.0,195938000.0,77569000.0,-15510000.0,99056000.0,670166000.0,0.97,1106351000.0,-503000.0,,,890047000.0,-77552000.0,0.0,5000000.0,49856000.0,19744000.0,-483250000.0,,195938000.0,50107000.0,93499000.0,155121000.0,26844000.0,13761000.0,,,-139794000.0,-50785000.0,1200270000.0,,,,77569000.0,77569000.0,383449000.0,,174494000.0,-309250000.0,,50311000.0,54964000.0,75544000.0,6138000.0,-147352000.0,547674000.0,,,3213000.0,,50234000.0,,-23581000.0,3357000.0,6673000.0,-36227000.0,38937000.0,251290000.0,,,27310000.0,27149000.0,,-603717000.0,13376000.0,-26334000.0,383449000.0,1571164000.0,2104454000.0,,50311000.0,42291000.0,10961000.0,,1106351000.0,174494000.0,6512000.0,21245000.0,2025000.0,670166000.0,0.21,-603717000.0,533290000.0,,-9000.0,4154000.0,,-21180000.0,749378000.0,,4232000.0,,,-143525000.0,16718000.0,-26183000.0,502634000.0,,21744000.0,,5000000.0,-18893000.0,,933819000.0,10934000.0,,,,,,,,,,,,,
1425081600,,56080000.0,335536000.0,,354455000.0,,,396849000.0,,763570000.0,2097472000.0,,,,,,,1415324000.0,37832000.0,,,,,,,,94833000.0,98571000.0,17824000.0,9710000.0,9795000.0,,,,763570000.0,51379000.0,,,,,,,,,,,,6102000.0,,46088000.0,,,,,958570000.0,156306000.0,,0.19,32885000.0,,,9710000.0,,-244716000.0,,71574000.0,,-1998000.0,,397000.0,,275038000.0,116206000.0,,,,-6044000.0,,,,,,,,,,,25114000.0,,,866262000.0,,0.0,,,,,,225748000.0,50188000.0,94833000.0,,-22399000.0,,,,,,,,,,71574000.0,71574000.0,,,195000000.0,-134748000.0,,50408000.0,,77569000.0,95747000.0,-179119000.0,470661000.0,,,4261000.0,,,,-28381000.0,,176086000.0,,21373000.0,,,,19375000.0,,,-595038000.0,,,,,,,,66213000.0,13312000.0,,1133847000.0,195000000.0,25597000.0,,-5995000.0,682148000.0,0.19,,,,-2203000.0,,,10636000.0,,,-212000.0,,,,,-217638000.0,538809000.0,,13273000.0,,5000000.0,,,937438000.0,4769000.0,,,,,,,,,,,,,
1433030400,,49410000.0,356409000.0,,391825000.0,,,401012000.0,,681622000.0,2091102000.0,,,,,,,1296043000.0,39467000.0,,,,,,,,100582000.0,98091000.0,18926000.0,24615000.0,26540000.0,,,,842254000.0,51471000.0,,,,,,,,,,,,6215000.0,,55277000.0,,,,,2091102000.0,143882000.0,,0.49,-2559000.0,,,24615000.0,,-10700000.0,,79463000.0,,-1579000.0,,513000.0,,265620000.0,148937000.0,,,,-6561000.0,,,,,,,,,,,-22572000.0,,,887759000.0,,0.0,,,,,,218415000.0,50345000.0,100582000.0,,8106000.0,,,,,,,,,,79463000.0,79463000.0,,,191930000.0,-49002000.0,,50509000.0,,71574000.0,90518000.0,-182306000.0,540762000.0,,,3058000.0,,,,-10536000.0,,-30302000.0,,48355000.0,,,,46776000.0,,,-596326000.0,,,,,,,,50003000.0,11307000.0,,1129060000.0,357833000.0,-3525000.0,,7889000.0,794716000.0,0.48,,,,-4000.0,,,4679000.0,,,2128000.0,,,,,66000.0,532734000.0,,40561000.0,,8000000.0,,,955998000.0,15387000.0,,,,,,,,,,,,,
1440979200,,51303000.0,341932000.0,,377293000.0,,,386594000.0,,675705000.0,2068638000.0,,,,,,,1276399000.0,27107000.0,,,,,,,,98297000.0,100864000.0,18992000.0,26807000.0,26886000.0,,,,839307000.0,51530000.0,,,,,,,,,,,,6448000.0,,51873000.0,,,,,2068638000.0,142009000.0,,0.53,-19769000.0,,,26807000.0,,-9265000.0,,85821000.0,,-2337000.0,,411000.0,,266896000.0,146840000.0,,,,-6569000.0,,,,,,,,,,,13318000.0,,,903751000.0,,0.0,,,,,,216886000.0,50421000.0,98297000.0,,-5662000.0,,,,,,,,,,85821000.0,85821000.0,,,170602000.0,-25864000.0,,50560000.0,,79463000.0,97590000.0,-191390000.0,524133000.0,,,3006000.0,,,,-9721000.0,,-14123000.0,,48543000.0,,,,46206000.0,,,-599277000.0,,,,,,,,36828000.0,10658000.0,,1130187000.0,325189000.0,1633000.0,,6358000.0,792239000.0,0.52,,,,-7000.0,,,-14637000.0,,,2859000.0,,,,,0.0,530910000.0,,39758000.0,,0.0,,,976181000.0,14372000.0,,,,,,,,,,,,,
1448841600,12049000.0,40446000.0,364704000.0,50274000.0,392044000.0,,994608000.0,354204000.0,,669606000.0,2052307000.0,354204000.0,138345000.0,,364704000.0,,151905000.0,1241201000.0,47499000.0,-25683000.0,,86680000.0,,177864000.0,,,103846000.0,33944000.0,19547000.0,24991000.0,25100000.0,-258821000.0,119168000.0,55855000.0,819401000.0,51194000.0,2052307000.0,1.72,20404000.0,,872920000.0,3138000.0,669606000.0,170485000.0,75289000.0,119168000.0,349525000.0,6256000.0,,53257000.0,40446000.0,51393000.0,,,2052307000.0,34613000.0,50840000.0,0.5,-4763000.0,8970000.0,,24991000.0,50840000.0,5860000.0,24477000.0,119168000.0,,-1281000.0,,112000.0,,248504000.0,156060000.0,5794000.0,819401000.0,-227284000.0,-6509000.0,34613000.0,210529000.0,512860000.0,212993000.0,119168000.0,-19290000.0,163366000.0,801051000.0,1.69,1111987000.0,-27898000.0,,,872920000.0,41599000.0,12049000.0,2765000.0,86680000.0,25021000.0,-213873000.0,,212993000.0,50143000.0,103846000.0,77569000.0,15367000.0,33944000.0,,,-58624000.0,-7119000.0,1241201000.0,,,,119168000.0,119168000.0,397558000.0,,177864000.0,-4259000.0,,50074000.0,104218000.0,85821000.0,3138000.0,-227284000.0,548104000.0,,,3831000.0,,88397000.0,,-9986000.0,1433000.0,-27443000.0,-4588000.0,52214000.0,248504000.0,,,50933000.0,53257000.0,,-599127000.0,14156000.0,-217572000.0,397558000.0,1515617000.0,2083660000.0,,50074000.0,57485000.0,8970000.0,,1111987000.0,349525000.0,-3301000.0,26170000.0,33347000.0,801051000.0,0.49,-599127000.0,568043000.0,,-17076000.0,6645000.0,,13007000.0,2052307000.0,,1870000.0,,,13685000.0,24477000.0,0.0,512860000.0,,44677000.0,,2765000.0,-12038000.0,,994608000.0,21327000.0,,,,,,,,,,,,,
1456704000,,52134000.0,335403000.0,,336721000.0,,,354901000.0,,610969000.0,2023336000.0,,,,,,,1232276000.0,19200000.0,,,,,,,,99767000.0,68896000.0,19956000.0,18918000.0,18967000.0,,,,758837000.0,50995000.0,,,,,,,,,,,,6308000.0,,112405000.0,,,,,2023336000.0,159069000.0,,0.38,-4301000.0,,,18918000.0,,-22498000.0,,126771000.0,,-5495000.0,,-341000.0,,264837000.0,137605000.0,,,,-6498000.0,,,,,,,,,,,28947000.0,,,885004000.0,,0.0,,,,,,206403000.0,49958000.0,99767000.0,,-15861000.0,,,,,,,,,,126771000.0,126771000.0,,,162513000.0,-5625000.0,,49989000.0,,119168000.0,64049000.0,-225305000.0,474326000.0,,,4267000.0,,,,-23361000.0,,-12572000.0,,37838000.0,,,,32343000.0,,,-615899000.0,,,,,,,,42561000.0,12988000.0,,1127802000.0,379086000.0,-3821000.0,,7603000.0,791060000.0,0.37,,,,-6518000.0,,,4480000.0,,,63000.0,,,,,0.0,511903000.0,,26035000.0,,0.0,,,1006964000.0,8760000.0,,,,,,,,,,,,,
1464652800,,50991000.0,355373000.0,,374258000.0,,,362522000.0,,603138000.0,2066775000.0,,,,,,,1242072000.0,27683000.0,,,,,,,,103684000.0,69101000.0,18597000.0,33331000.0,33390000.0,,,,748322000.0,51253000.0,,,,,,,,,,,,6597000.0,,118709000.0,,,,,2066775000.0,162872000.0,,0.66,-3220000.0,,,33331000.0,,-21475000.0,,146022000.0,,-1935000.0,,933000.0,,261072000.0,158256000.0,,,,-7039000.0,,,,,,,,,,,-15667000.0,,,923899000.0,,-9123000.0,,,,,,201029000.0,50145000.0,103684000.0,,6802000.0,,,,,,,,,,146022000.0,146022000.0,,,161724000.0,-5625000.0,,50325000.0,,126771000.0,62237000.0,-223608000.0,532514000.0,,,2701000.0,,,,-12359000.0,,140000.0,,54572000.0,,,,52637000.0,,,-628311000.0,,,,,,,,40042000.0,12752000.0,,1143960000.0,394150000.0,134000.0,,19251000.0,824704000.0,0.65,,,,-48000.0,,,-13245000.0,,,1038000.0,,,,,-9123000.0,515649000.0,,46040000.0,,0.0,,,1033196000.0,14290000.0,,,,,,,,,,,,,
1472601600,,53250000.0,344305000.0,,366737000.0,,,393251000.0,,596171000.0,2080393000.0,,,,,,,1276631000.0,49452000.0,,,,,,,,97692000.0,71174000.0,18686000.0,32745000.0,32798000.0,,,,739824000.0,51453000.0,,,,,,,,,,,,6809000.0,,115399000.0,,,,,2080393000.0,164113000.0,,0.65,6156000.0,,,32745000.0,,-52491000.0,,133102000.0,,1851000.0,,870000.0,,261363000.0,146121000.0,,,,-7033000.0,,,,,,,,,,,12366000.0,,,956438000.0,,0.0,,,,,,201164000.0,50261000.0,97692000.0,,2894000.0,,,,,,,,,,133102000.0,133102000.0,,,160836000.0,-5625000.0,,50332000.0,,146022000.0,64992000.0,-218518000.0,512858000.0,,,2501000.0,,,,-13849000.0,,-19053000.0,,48429000.0,,,,50280000.0,,,-638068000.0,,,,,,,,63301000.0,7815000.0,,1156171000.0,383725000.0,8414000.0,,-12920000.0,803762000.0,0.64,,,,-5335000.0,,,3722000.0,,,2684000.0,,,,,-42175000.0,518103000.0,,43471000.0,,0.0,,,1058847000.0,12513000.0,,,,,,,,,,,,,
