,annualInvestmentsAndAdvances,annualAccumulatedDepreciation,quarterlyNonCurrentDeferredRevenue,annualSellingGeneralAndAdministration,quarterlyGrossProfit,quarterlyAccountsPayable,annualOtherNonCurrentAssets,trailingNetIncomeContinuousOperations,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingOperatingExpense,annualNetIncomeContinuousOperations,quarterlyTotalLiabilitiesNetMinorityInterest,annualOperatingExpense,trailingSellingGeneralAndAdministration,annualCashAndCashEquivalents,quarterlyTotalRevenue,annualCapitalExpenditure,quarterlyOperatingIncome,quarterlyIncomeTaxPayable,quarterlyGrossPPE,trailingInterestExpense,annualTaxProvision,trailingBeginningCashPosition,annualChangesInAccountReceivables,annualChangeInCashSupplementalAsReported,annualCurrentAccruedExpenses,annualCurrentAssets,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualResearchAndDevelopment,annualTotalRevenue,annualNetIncomeCommonStockholders,quarterlyEbitda,annualChangeInAccountPayable,annualNetOtherFinancingCharges,annualInterestExpense,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualCommonStockIssuance,quarterlyCashDividendsPaid,annualOtherShortTermInvestments,annualTotalLiabilitiesNetMinorityInterest,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,annualGrossProfit,annualChangeInWorkingCapital,annualTotalNonCurrentAssets,quarterlyOtherShortTermInvestments,annualDilutedAverageShares,trailingNetIncomeCommonStockholders,quarterlySellingGeneralAndAdministration,quarterlyStockholdersEquity,quarterlyPretaxIncome,trailingCostOfRevenue,quarterlyNetOtherInvestingChanges,quarterlyPurchaseOfBusiness,trailingFreeCashFlow,quarterlyGoodwill,quarterlyBasicAverageShares,trailingNetIncome,quarterlyCurrentLiabilities,quarterlyBasicEPS,quarterlyCurrentAssets,annualTotalAssets,quarterlyOtherCurrentAssets,annualNetIncome,annualCurrentDebt,quarterlyRepaymentOfDebt,trailingTaxProvision,annualLongTermDebt,annualBeginningCashPosition,quarterlyOtherNonCurrentLiabilities,quarterlyAccumulatedDepreciation,annualOtherCurrentAssets,annualCurrentDeferredRevenue,annualCostOfRevenue,annualCashDividendsPaid,annualFreeCashFlow,annualDilutedEPS,annualNonCurrentDeferredTaxesLiabilities,annualIncomeTaxPayable,quarterlyOtherNonCurrentAssets,quarterlyDilutedAverageShares,quarterlyNetOtherFinancingCharges,quarterlyCashFlowFromContinuingFinancingActivities,trailingOtherNonCashItems,annualPurchaseOfBusiness,quarterlyInvestmentsAndAdvances,annualOtherNonCashItems,annualDepreciationAndAmortization,quarterlyNetIncomeContinuousOperations,quarterlyCapitalExpenditure,annualInvestingCashFlow,quarterlyNetIncome,annualBasicAverageShares,quarterlyOperatingCashFlow,annualStockholdersEquity,annualChangeInInventory,trailingSaleOfInvestment,annualCashFlowFromContinuingFinancingActivities,quarterlyTaxProvision,quarterlyNetPPE,annualInventory,annualRetainedEarnings,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherCurrentLiabilities,quarterlyInventory,quarterlyOtherIncomeExpense,trailingOperatingCashFlow,annualAccountsReceivable,quarterlyLongTermDebt,annualPurchaseOfInvestment,quarterlyCurrentDeferredRevenue,annualOperatingCashFlow,annualCapitalStock,annualCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingExpense,annualOtherIntangibleAssets,annualStockBasedCompensation,quarterlyCostOfRevenue,annualBasicEPS,annualGoodwill,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,annualSaleOfInvestment,trailingRepaymentOfDebt,annualRepaymentOfDebt,annualEbitda,quarterlyFreeCashFlow,trailingGrossProfit,annualNetPPE,quarterlyBeginningCashPosition,annualOtherIncomeExpense,quarterlyCapitalStock,annualGainsLossesNotAffectingRetainedEarnings,annualOperatingIncome,annualOtherCurrentLiabilities,trailingTotalRevenue,annualNetOtherInvestingChanges,annualCashCashEquivalentsAndMarketableSecurities,trailingPretaxIncome,annualNonCurrentDeferredRevenue,annualEndCashPosition,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,trailingCashFlowFromContinuingFinancingActivities,trailingPurchaseOfInvestment,quarterlyDilutedEPS,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,trailingCapitalExpenditure,trailingChangeInCashSupplementalAsReported,trailingOtherIncomeExpense,annualGrossPPE,trailingInvestingCashFlow,trailingOperatingIncome,quarterlySaleOfInvestment,annualAccountsPayable,quarterlyCurrentDebt,annualOtherNonCurrentLiabilities,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,quarterlyTotalNonCurrentAssets,quarterlyOtherIntangibleAssets,annualPretaxIncome,trailingEndCashPosition,trailingRepurchaseOfCapitalStock,quarterlyDepreciationAndAmortization,trailingNetOtherInvestingChanges,trailingDeferredIncomeTax,annualDeferredIncomeTax,quarterlyChangeInWorkingCapital,trailingChangeInAccountPayable,quarterlyCommonStockIssuance,quarterlyOtherNonCashItems,trailingNetOtherFinancingCharges,quarterlyChangeInAccountPayable,quarterlyRepurchaseOfCapitalStock,quarterlyChangesInAccountReceivables,trailingBasicEPS,trailingBasicAverageShares,trailingStockBasedCompensation,quarterlyDeferredIncomeTax,trailingCashDividendsPaid,trailingChangeInWorkingCapital,trailingChangesInAccountReceivables,annualRepurchaseOfCapitalStock,trailingCommonStockIssuance,trailingChangeInInventory,trailingPurchaseOfBusiness,trailingDilutedEPS,quarterlyStockBasedCompensation,quarterlyResearchAndDevelopment,trailingResearchAndDevelopment,trailingDepreciationAndAmortization,quarterlyChangeInInventory,trailingDilutedAverageShares
867628800,,,,,,,,,,,,,,,,2962267110.0,,2962267110.0,,,,,,,,,,,,,,2962267110.0,,,,,,,,,,,,,,,,,,,,,,,,,,16425000000.0,,,0.011054,,,,,,,,,,,,,,,,,,,,,16425000000.0,,,,,,,,181566330.0,,,181566330.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181566330.0,,,0.011054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
875577600,,,,,,,,,,,,,,,,2960194770.0,,2960194770.0,,,,,,,,,,,,,,2960194770.0,,,,,,,,,,,,,,,,,,,,,,,,,,16425000000.0,,,0.011047,,,,,,,,,,,,,,,,,,,,,16425000000.0,,,,,,,,181439310.0,,,181439310.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181439310.0,,,0.011047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883526400,,-6689916800.0,,147376880.0,,493464160.0,1096219040.0,,,,726120920.0,8400482160.0,1333843560.0,,2283513680.0,2951792050.0,-2280201840.0,-7770289950.0,,18852649200.0,,129989720.0,,,301377440.0,,7544371520.0,2786913360.0,,11832376360.0,726120920.0,-7770289950.0,,19871040.0,322076440.0,,,358506680.0,,,8400482160.0,2786913360.0,,2444137920.0,21526960.0,13375693800.0,,16443750000.0,,,12411120400.0,,,,,,,,,5613568800.0,,7544371520.0,20920065320.0,804777120.0,726120920.0,3962616560.0,,,2786913360.0,1982136240.0,0.0,-6689916800.0,804777120.0,,9388238440.0,-576260160.0,-420603680.0,0.044158,,,1096219040.0,,,,,,,-525754600.0,1186466680.0,181802990.0,,-2545977000.0,181802990.0,16443750000.0,,12411120400.0,-180495280.0,,987756280.0,,12162732400.0,2494643480.0,,,1157488080.0,2494643480.0,,,,2786913360.0,,,1859598160.0,,5613568800.0,,,116742360.0,,,0.044158,,,,,,,2296761040.0,,,12162732400.0,,55473320.0,,,1110294360.0,1157488080.0,,-282334360.0,2283513680.0,,,0.0,20920065320.0,181802990.0,,,,2283513680.0,2283513680.0,,,,18852649200.0,,,,493464160.0,3962616560.0,0.0,,,13375693800.0,116742360.0,856110640.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
891302400,,,,,,,,,,,,,,,,2212228960.0,,2212228960.0,,,,,,,,,,,,,,2212228960.0,,,,,,,,,,,,,,,,,,,,,,,,,,19125000000.0,,,0.000736,,,,,,,,,,,,,,,,,,,,,19125000000.0,,,,,,,,14074810.0,,,14074810.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14074810.0,,,0.000736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
899164800,,,,,356557431.44,289880926.81,,,5056750085.4,,,10088702439.35,,,,2256038821.38,,18447193.88,,20506258400.48,,,,,,,,,,,,18447193.88,,,,,,,,,,3829962014.12,364423155.94,,,,,,,294087019.49,12622533810.94,14779282.35,,,,,,16200000000.0,,6258740425.23,0.000736,7799114233.05,,99480715.65,,,,,,,0.0,-7200085494.26,,,,,,,,,1026013383.49,16200000000.0,,,,,,,,13653241.79,,,13653241.79,,,,,,,1126040.56,13306172906.22,,,,2251683693.92,2777627432.54,73184356.69,,,3829962014.12,,,,,,,338110237.56,,,1899481389.94,,,,,,,,,,,,,,7201360569.6,,,,,,,,,,22997904649.62,13653241.79,,,0.000736,2002853569.29,2002853569.29,,,,,,,,,3717175804.5,,117621560.26,,15198790416.57,866604126.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
907113600,,,,,,,,,,,,,,,,3142328800.0,,3142328800.0,,,,,,,,,,,,,,3142328800.0,,,,,,,,,,,,,,,,,,,,,,,,,,15875000000.0,,,0.006622,,,,,,,,,,,,,,,,,,,,,15875000000.0,,,,,,,,105130600.0,,,105130600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105130600.0,,,0.006622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
915062400,,-7931252431.2,,741392052.8,,369570096.0,932907846.5,,2604682681.3,,237140811.6,9596602839.6,2125880778.7,,2617622602.0,3144221493.2,-2801223767.3,-7098085873.0,,22012585074.2,,58838142.3,,,-236586125.3,,7133365164.8,3727235290.1,35450249.8,10709485693.2,237140811.6,-7098085873.0,,191068733.1,491808054.5,,,,,,9596602839.6,3727235290.1,174121824.8,2593059105.7,93899283.8,15117354189.0,,16200000000.0,,,12400525528.3,,,,,,,,,5869367549.5,,7133365164.8,22250719353.8,728410737.6,237140811.6,4266340700.3,,,3593829095.5,2284156788.9,133406194.6,-7931252431.2,728410737.6,,8116426587.5,-434849222.5,-1543824435.3,0.014718,,,932907846.5,,,,,,,-672867597.5,1349038476.1,104692811.6,,-2458038525.6,104692811.6,16200000000.0,,12400525528.3,132760440.4,,966106235.5,,14081332643.0,2361837707.6,174121824.8,,1233456753.2,2361837707.6,,,,3593829095.5,-104579064.8,,1257399332.0,7200656064.0,5869367549.5,,,103113699.5,,,0.014718,,,,24157830.2,,,1816216803.1,,,14081332643.0,,134664587.4,7200656064.0,2604682681.3,467178327.0,1233456753.2,,373303879.9,2617622602.0,,,2047570663.6,22250719353.8,104692811.6,,,,2617622602.0,2617622602.0,,,,22012585074.2,,,,369570096.0,4266340700.3,133406194.6,,,15117354189.0,103113699.5,295978953.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
922838400,,,,,,,,,,,,,,,,2722660512.0,,2722660512.0,,,,,,,,,,,,,,2722660512.0,,,,,,,,,,,,,,,,,,,,,,,,,,15986842105.0,,,0.00699,,,,,,,,,,,,,,,,,,,,,15986842105.0,,,,,,,,111754080.0,,,111754080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111754080.0,,,0.00699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
930700800,,,,,141629670.72,409533173.76,,,2604424695.36,,,9105498930.24,,,,2904273309.12,,141629670.72,,21738668540.16,,,,,,,,,,,,141629670.72,,,,,,,,,,3111332924.16,412000041.6,,,,,,,,12637201034.88,143078334.72,,,,,,16200000000.0,,5994166006.08,0.007358,7147559170.56,,737163024.0,,,,,,,0.0,-7930466864.64,,,,,,,,,939313737.6,16200000000.0,,,,,,,,118947731.52,,,118947731.52,,,,,,,24130603.2,13808201675.52,,,,1149370017.6,2130388722.24,0.0,,,3111332924.16,,,,,,,,,,2762643638.4,,,,,,,,,,,,,,7199942860.8,,,,,,,,,,21991456269.12,118947731.52,,,0.007358,2595111855.36,2595111855.36,,,,,,,,,4435262814.72,,,,14843897098.56,96381685.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
938649600,,,,,,,,,,,,,,,,4035555721.92,,4035555721.92,,,,,,,,,,,,,,4035555721.92,,,,,,,,,,,,,,,,,,,,,,,,,,16125241935.0,,,0.011405,,,,,,,,,,,,,,,,,,,,,16125241935.0,,,,,,,,183914103.36,,,183914103.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183914103.36,,,0.011405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
946598400,,-9055300653.12,,2052847946.88,,407587824.96,927269131.2,,2751989749.44,,605723669.76,9035044191.36,3610782602.88,,2549913538.56,4035555721.92,-1380080107.2,-8771975087.04,,22814686490.88,,99187954.56,,,502537402.56,,7170721238.4,2582388446.4,106812066.24,14036478009.6,605723669.76,-8771975087.04,,0.0,435294558.72,,,,,,9035044191.36,2582388446.4,272274329.28,4839729803.52,539904655.68,14776306575.36,,16200000000.0,,,12645023820.48,,,,,,,,,6452655744.96,,7170721238.4,21947027813.76,425989996.8,605723669.76,4742992160.64,,,2463821506.56,2047367857.92,118566939.84,-9055300653.12,425989996.8,,9196748206.08,-218533033.92,1197167651.52,0.037159,,,927269131.2,,,,,,,-53724739.2,1451122589.76,183914103.36,,-1181604861.12,183914103.36,16200000000.0,,12645023820.48,88302279.36,,-893105495.04,,13759385837.76,2273301495.36,272274329.28,,1302075759.36,2273301495.36,,,,2463821506.56,-67714694.4,,2577247758.72,7199942860.8,6452655744.96,,,89651606.4,,,0.037159,,,,33112320.0,,,2680069790.4,,,13759385837.76,,-164038433.28,7199942860.8,2751989749.44,1228947200.64,1302075759.36,,143997201.6,2549913538.56,,,2549913538.56,21947027813.76,183914103.36,,,,2549913538.56,2549913538.56,,,,22814686490.88,,,,407587824.96,4742992160.64,118566939.84,,,14776306575.36,89651606.4,704911624.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
954460800,,,,,,,,,,,,,,,,4681287352.32,,4681287352.32,,,,,,,,,,,,,,4681287352.32,,,,,,,,,,,,,,,,,,,,,,,,,,16086857143.0,,,0.012877,,,,,,,,,,,,,,,,,,,,,16086857143.0,,,,,,,,207150673.92,,,207150673.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207150673.92,,,0.012877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
