,annualInvestmentsAndAdvances,annualAccumulatedDepreciation,quarterlyNonCurrentDeferredRevenue,annualSellingGeneralAndAdministration,quarterlyGrossProfit,quarterlyAccountsPayable,annualOtherNonCurrentAssets,trailingNetIncomeContinuousOperations,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingOperatingExpense,annualNetIncomeContinuousOperations,quarterlyTotalLiabilitiesNetMinorityInterest,annualOperatingExpense,trailingSellingGeneralAndAdministration,annualCashAndCashEquivalents,quarterlyTotalRevenue,annualCapitalExpenditure,quarterlyOperatingIncome,quarterlyIncomeTaxPayable,quarterlyGrossPPE,trailingInterestExpense,annualTaxProvision,trailingBeginningCashPosition,annualChangesInAccountReceivables,annualChangeInCashSupplementalAsReported,annualCurrentAccruedExpenses,annualCurrentAssets,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualResearchAndDevelopment,annualTotalRevenue,annualNetIncomeCommonStockholders,quarterlyEbitda,annualChangeInAccountPayable,annualNetOtherFinancingCharges,annualInterestExpense,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualCommonStockIssuance,quarterlyCashDividendsPaid,annualOtherShortTermInvestments,annualTotalLiabilitiesNetMinorityInterest,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,annualGrossProfit,annualChangeInWorkingCapital,annualTotalNonCurrentAssets,quarterlyOtherShortTermInvestments,annualDilutedAverageShares,trailingNetIncomeCommonStockholders,quarterlySellingGeneralAndAdministration,quarterlyStockholdersEquity,quarterlyPretaxIncome,trailingCostOfRevenue,quarterlyNetOtherInvestingChanges,quarterlyPurchaseOfBusiness,trailingFreeCashFlow,quarterlyGoodwill,quarterlyBasicAverageShares,trailingNetIncome,quarterlyCurrentLiabilities,quarterlyBasicEPS,quarterlyCurrentAssets,annualTotalAssets,quarterlyOtherCurrentAssets,annualNetIncome,annualCurrentDebt,quarterlyRepaymentOfDebt,trailingTaxProvision,annualLongTermDebt,annualBeginningCashPosition,quarterlyOtherNonCurrentLiabilities,quarterlyAccumulatedDepreciation,annualOtherCurrentAssets,annualCurrentDeferredRevenue,annualCostOfRevenue,annualCashDividendsPaid,annualFreeCashFlow,annualDilutedEPS,annualNonCurrentDeferredTaxesLiabilities,annualIncomeTaxPayable,quarterlyOtherNonCurrentAssets,quarterlyDilutedAverageShares,quarterlyNetOtherFinancingCharges,quarterlyCashFlowFromContinuingFinancingActivities,trailingOtherNonCashItems,annualPurchaseOfBusiness,quarterlyInvestmentsAndAdvances,annualOtherNonCashItems,annualDepreciationAndAmortization,quarterlyNetIncomeContinuousOperations,quarterlyCapitalExpenditure,annualInvestingCashFlow,quarterlyNetIncome,annualBasicAverageShares,quarterlyOperatingCashFlow,annualStockholdersEquity,annualChangeInInventory,trailingSaleOfInvestment,annualCashFlowFromContinuingFinancingActivities,quarterlyTaxProvision,quarterlyNetPPE,annualInventory,annualRetainedEarnings,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherCurrentLiabilities,quarterlyInventory,quarterlyOtherIncomeExpense,trailingOperatingCashFlow,annualAccountsReceivable,quarterlyLongTermDebt,annualPurchaseOfInvestment,quarterlyCurrentDeferredRevenue,annualOperatingCashFlow,annualCapitalStock,annualCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingExpense,annualOtherIntangibleAssets,annualStockBasedCompensation,quarterlyCostOfRevenue,annualBasicEPS,annualGoodwill,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,annualSaleOfInvestment,trailingRepaymentOfDebt,annualRepaymentOfDebt,annualEbitda,quarterlyFreeCashFlow,trailingGrossProfit,annualNetPPE,quarterlyBeginningCashPosition,annualOtherIncomeExpense,quarterlyCapitalStock,annualGainsLossesNotAffectingRetainedEarnings,annualOperatingIncome,annualOtherCurrentLiabilities,trailingTotalRevenue,annualNetOtherInvestingChanges,annualCashCashEquivalentsAndMarketableSecurities,trailingPretaxIncome,annualNonCurrentDeferredRevenue,annualEndCashPosition,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,trailingCashFlowFromContinuingFinancingActivities,trailingPurchaseOfInvestment,quarterlyDilutedEPS,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,trailingCapitalExpenditure,trailingChangeInCashSupplementalAsReported,trailingOtherIncomeExpense,annualGrossPPE,trailingInvestingCashFlow,trailingOperatingIncome,quarterlySaleOfInvestment,annualAccountsPayable,quarterlyCurrentDebt,annualOtherNonCurrentLiabilities,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,quarterlyTotalNonCurrentAssets,quarterlyOtherIntangibleAssets,annualPretaxIncome,trailingEndCashPosition,trailingRepurchaseOfCapitalStock,quarterlyDepreciationAndAmortization,trailingNetOtherInvestingChanges,trailingDeferredIncomeTax,annualDeferredIncomeTax,quarterlyChangeInWorkingCapital,trailingChangeInAccountPayable,quarterlyCommonStockIssuance,quarterlyOtherNonCashItems,trailingNetOtherFinancingCharges,quarterlyChangeInAccountPayable,quarterlyRepurchaseOfCapitalStock,quarterlyChangesInAccountReceivables,trailingBasicEPS,trailingBasicAverageShares,trailingStockBasedCompensation,quarterlyDeferredIncomeTax,trailingCashDividendsPaid,trailingChangeInWorkingCapital,trailingChangesInAccountReceivables,annualRepurchaseOfCapitalStock,trailingCommonStockIssuance,trailingChangeInInventory,trailingPurchaseOfBusiness,trailingDilutedEPS,quarterlyStockBasedCompensation,quarterlyResearchAndDevelopment,trailingResearchAndDevelopment,trailingDepreciationAndAmortization,quarterlyChangeInInventory,trailingDilutedAverageShares
1175299200,,,,,,,,,,,,,,,,13211578173.6,,13211578173.6,,,,,,,,,,,,,,13211578173.6,,,,,,,,,,,,,,,,,,,,,,,,,,16200000000.0,,,0.055953,,,,,,,,,,,,,,,,,,,,,16200000000.0,,,,,,,,906468244.8,,,906468244.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,906468244.8,,,0.055953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1183161600,,,,,,1355690000.0,,,4918426000.0,,,7369388000.0,,,,13256586826.4,,-11038609173.6,408747000.0,33608569000.0,,,,,,,,,,,,-10616931173.6,,,,,,,,,,1032225000.0,6353053000.0,,,,,,,,20743716000.0,,,,,,22415000.0,,,6337163000.0,,8477934000.0,,207445000.0,,,,,,,0.0,-19505841000.0,,,,,,,,,1052683000.0,,,,,,3676958000.0,,,909561755.2,,,879100755.2,,,,,,,,14102728000.0,,,42280000.0,0.0,5091209000.0,,,,989945000.0,,,,,,,,,,,,,,268858000.0,,,,,,,,,,7200000000.0,,,,,,,,,,28473892000.0,879100755.2,,,,801499000.0,801499000.0,,,,,,,,,2869266000.0,,,,19995958000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1191110400,,,,,,,,,,,,,,,,13871962672.0,,13871962672.0,,,,,,,,,,,,,,13871962672.0,,,,,,,,,,,,,,,,,,,,,,,,,,13106379908.0,,,-0.00577,,,,,,,,,,,,,,,,,,,,,13106379908.0,,,,,,,,-75627144.0,,,-75627144.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75627144.0,,,-0.00577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1199059200,,-20258710838.88,,504744502.6,,1504554276.8,4945013194.24,,4969872381.48,,1634190226.48,8901612539.08,809468609.72,,893221351.92,13958680200.36,-2134259477.88,-39500749934.0,,36199308533.88,,468248322.92,,,-1490236.32,1442380740.92,8937348990.44,639340601.6,,54258240632.36,1634190226.48,-39500749934.0,,0.0,260221559.76,,,,,,8901612539.08,639340601.6,6058044403.36,1608279107.72,740873908.52,20917658275.2,,16723223027.0,,,20649386517.28,,,,,,22419290.52,,,8262271937.48,,8937348990.44,29855007265.64,876419667.92,1634190226.48,4092240070.28,,,639333296.52,894711588.24,7305.08,-20258710838.88,876419667.92,,52649961524.64,-369103777.16,-692163635.08,0.102235,,,4945013194.24,,,,,,,-7305.08,1687546530.8,-73008781.52,,-511267939.04,-73008781.52,15984581917.0,,20649386517.28,,,-930192361.8,,15940597695.0,5198192656.88,6058044403.36,,1223096849.48,5198192656.88,,,1969515313.72,639333296.52,,,1442095842.8,7200471254.4,8262271937.48,,,,,,0.102235,22419290.52,1442380740.92,1969515313.72,1114777123.24,,,2486357028.8,,,15940597695.0,,1225894695.12,7200471254.4,4969872381.48,798810498.0,1223096849.48,,439502833.12,893221351.92,,,893221351.92,29855007265.64,-73008781.52,,,,893221351.92,893221351.92,,,,36199308533.88,,,,1504554276.8,4092240070.28,7305.08,,,20917658275.2,,2151492161.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1206921600,,,,,,,,,,,,,,,,16137551999.28,,16137551999.28,,,,,,,,,,,,,,16137551999.28,,,,809250000.0,3768000.0,,-120196000.0,,,,,,,,,,,,,,,18324000.0,,,,16200000000.0,,,-0.01091,,,,,,-6304352000.0,,,,,,,,,,,,,,,16200000000.0,0.0,-287034000.0,,,,,,-178931853.68,-171719000.0,,-178931853.68,,199980000.0,,,,,,,,,,,,,,,,,,,,,-83915000.0,,,,,,,,,,,,,28261000.0,,,893165000.0,,,,,,,,,,,,,-178931853.68,,,-0.01091,,,,,,,,,154281000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1214784000,,,,,-148048570.52,2198130000.0,,,4963271000.0,,,11530308000.0,,,,17784530000.72,,-16772563999.28,22003000.0,36453224000.0,,,,,,,,,,,,-16335013999.28,,,,758941000.0,116198000.0,,,,,419860000.0,5051569000.0,,,,,,,169300217.52,19487077000.0,-216801076.25,,101642000.0,,,22415000.0,,,11110448000.0,,11326156000.0,,0.0,,,,,,,0.0,-21054407000.0,,,,,,,,,0.0,,,1089836000.0,,,3200689000.0,,,-152758146.32,,,-179148146.32,,-1256143000.0,,,,,-51038229.65,15398817000.0,,,,0.0,7479426000.0,141871882.15,,,419860000.0,,,,,,-49480000.0,141138357.56,,,17100830150.92,,,,241568000.0,,,,,-1084424000.0,,,809250000.0,,7200000000.0,,,,,,,,,,31283070000.0,-179148146.32,,,,758941000.0,758941000.0,,,,,,,,,5322549000.0,,118118025.1,,19956914000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1222732800,,,,,-2708520000.0,2210362000.0,,,,,,13459123000.0,,,,16956208000.0,,-3494435000.0,,15577773000.0,,,,,,,,,,,,-2901554000.0,,,,715976000.0,-206874000.0,,,,,681584000.0,2501922000.0,,,,,,,599575000.0,17511093000.0,-3039036000.0,,-69999000.0,,,,16217578125.0,,12777539000.0,-0.142222,9999319000.0,,0.0,,,,,,,268370000.0,,,,,,,,,,0.0,16217578125.0,,2397928000.0,,,3909311000.0,,,-2306500000.0,,,-2298608000.0,,-2233662000.0,,,,,-740428000.0,15577773000.0,,,93354000.0,454359000.0,7006917000.0,617606000.0,,,319860000.0,,546460000.0,,,,-43794000.0,785915000.0,,,19664728000.0,,,38996000.0,921957000.0,,,,,-3081996000.0,,,758941000.0,,7200000000.0,,,,,,,,,,31243794000.0,-2306500000.0,,,-0.142222,715976000.0,715976000.0,,,,,,,,,7812570000.0,,137482000.0,,21244475000.0,582511000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1230681600,3328325000.0,-22226040000.0,,557831000.0,-3809296000.0,1272811000.0,0.0,,3876092000.0,,-6201727000.0,13771741000.0,607060000.0,,627685000.0,11778029000.0,-1511072000.0,-2289602000.0,1679000.0,37353093000.0,,-1812711000.0,,,-264728000.0,679415000.0,6511351000.0,429021000.0,,61641998000.0,-6238444000.0,-4245008000.0,,0.0,557971000.0,627685000.0,-620572000.0,,29293000.0,,13771741000.0,429021000.0,,-6914449000.0,2199942000.0,21021676000.0,,16205274194.0,,-809833000.0,13496933000.0,-4526463000.0,,496366000.0,,,0.0,,,13342720000.0,,6511351000.0,27533027000.0,0.0,-6238444000.0,9636168000.0,-9055711000.0,,429021000.0,893165000.0,0.0,-22226040000.0,0.0,,68556447000.0,-721906000.0,-5497562000.0,-0.386667,,1679000.0,0.0,,0.0,1228512000.0,,,3328325000.0,-8142319000.0,1631918000.0,-3522455000.0,-662738000.0,-707480000.0,-3593454000.0,16200000000.0,-696665000.0,13496933000.0,705634000.0,,4429242000.0,-969726000.0,15127053000.0,4492215000.0,,,0.0,4492215000.0,-2521596000.0,,366863000.0,429021000.0,-8039000.0,,-3986490000.0,7200000000.0,13342720000.0,-87539000.0,-1519694000.0,,,15587325000.0,-0.386667,0.0,679415000.0,366863000.0,213469000.0,,-27377610000.0,-5824549000.0,-1359403000.0,,15127053000.0,715976000.0,-307682000.0,7200000000.0,3876092000.0,-7521509000.0,0.0,,546333000.0,627685000.0,,,627685000.0,27533027000.0,-3559172000.0,,,,627685000.0,627685000.0,,,,37353093000.0,,,-481370000.0,1272811000.0,9636168000.0,0.0,281455000.0,,21021676000.0,,-8014438000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1238457600,,,,,1602967000.0,1652693000.0,,,,,,12804582000.0,,,,9072948000.0,,156154000.0,,14668920000.0,,,,,,,,,,,,345606000.0,,,,652150000.0,-400240000.0,,-126489000.0,,,528485000.0,-853196000.0,,,,,,,554548000.0,14065779000.0,234584000.0,,4487000.0,,,,16050423913.0,,12276097000.0,0.010222,4774065000.0,,87333000.0,,,-5909830000.0,,,,228485000.0,,,,,,,,,,0.0,16050423913.0,0.0,-1371989000.0,,,4957886000.0,,,177497000.0,-557854000.0,,164071000.0,,1796759000.0,,,,,57087000.0,14668920000.0,,,,350000000.0,3175715000.0,189452000.0,,,300000000.0,,336602000.0,,,,24465000.0,1446813000.0,,,7469981000.0,,,15155000.0,523171000.0,,,,,1238905000.0,,,627685000.0,,7200000000.0,,,,,,,,,,26870361000.0,164071000.0,,,0.010222,244278000.0,244278000.0,,,,,,,57572000.0,,8557014000.0,,111022000.0,,22096296000.0,455223000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1246320000,,,,,-123723000.0,3095344000.0,,,,,,12845887000.0,,,,10010921000.0,,1121744000.0,24192000.0,15447892000.0,,,,,,,,,,,,1249163000.0,,,,424353000.0,-330495000.0,,-132336000.0,,,329021000.0,,,,,,,,-364951000.0,14529777000.0,1134107000.0,,6412000.0,,,,,,12516866000.0,,6614373000.0,,0.0,,,-9768716000.0,,,,0.0,,,,,,,,,,0.0,,0.0,-788950000.0,,,3305316000.0,,,824431000.0,-518789000.0,,880046000.0,,891607000.0,,,,,267487000.0,15447892000.0,,,,0.0,4320290000.0,-81529000.0,,,329021000.0,,,,,,-227797000.0,-1245467000.0,,,10134644000.0,,,,846772000.0,,,,,372818000.0,,,652150000.0,,7200000000.0,,,,,,,,,,27650934000.0,880046000.0,,,,424353000.0,424353000.0,,,,,,,312894000.0,,8220781000.0,,115056000.0,,21036561000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1254268800,,,,,2271811000.0,1733747000.0,,,,,,15243855000.0,,,,13059390000.0,,472490000.0,,15705184000.0,,,,,,,,,,,,790203000.0,,,,342975000.0,-246953000.0,,-66365000.0,,,554831000.0,473653000.0,,,,,,,682010000.0,15336715000.0,741499000.0,,3917000.0,,,,16301694079.0,,14689024000.0,0.033778,9466655000.0,,166723000.0,,,-8565587000.0,,,,225810000.0,,,,,,,,,,0.0,16301694079.0,1000000000.0,1650768000.0,,,3386908000.0,,,563307000.0,-408201000.0,,550635000.0,,-1485220000.0,,,,,178192000.0,15705184000.0,,,,199521000.0,6533114000.0,-1327000.0,,,329021000.0,,849496000.0,,,,-81378000.0,1799321000.0,,,10787579000.0,,,23895000.0,1136012000.0,,,,,-1893421000.0,,,424353000.0,,7200000000.0,,,,,,,,,,30865244000.0,550635000.0,,,0.033778,342975000.0,342975000.0,,,,,,,137261000.0,,9736400000.0,,48704000.0,0.0,21398589000.0,562065000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1262217600,3228893000.0,-23400441000.0,,462950000.0,-150097000.0,5008964000.0,0.0,,,,1655459000.0,14609183000.0,588761000.0,,125917000.0,17393859000.0,-2120292000.0,4551284000.0,9298000.0,38726511000.0,,511050000.0,,,-501766000.0,,9061425000.0,304258000.0,,47345264000.0,1590988000.0,158491000.0,993976000.0,0.0,340554000.0,125917000.0,-1197684000.0,,290092000.0,700000000.0,14609183000.0,304258000.0,7805018000.0,2335068000.0,109569000.0,20847061000.0,700000000.0,16197841629.0,,-1363097000.0,15005018000.0,71448000.0,,101897000.0,,,,,,14304925000.0,,9061425000.0,29908486000.0,0.0,1590988000.0,7886944000.0,-7605487000.0,,304258000.0,627685000.0,0.0,-23400441000.0,781847000.0,,45010196000.0,-35098000.0,1226598000.0,0.098222,,9298000.0,0.0,,-1000000000.0,-1163113000.0,,,3228893000.0,2118330000.0,1648779000.0,62727000.0,-635448000.0,-2175372000.0,53117000.0,16197841629.0,2143744000.0,15005018000.0,-2449659000.0,,-1673284000.0,8721000.0,15326070000.0,6883834000.0,7805018000.0,,0.0,6883834000.0,128155000.0,,120145000.0,304258000.0,-837008000.0,,3346890000.0,7200000000.0,14304925000.0,-217056000.0,-4701381000.0,,,17543956000.0,0.098222,,,696544000.0,525549000.0,,-31849620000.0,2507063000.0,1508296000.0,,15326070000.0,342975000.0,464182000.0,7200000000.0,,1746307000.0,0.0,,116713000.0,125917000.0,,,125917000.0,29908486000.0,53117000.0,,,,825917000.0,125917000.0,,,,15326070000.0,,,17822000.0,1521319000.0,7886944000.0,0.0,87043000.0,-705008000.0,20847061000.0,,2166509000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1269993600,,,,,2879349000.0,3522030000.0,,,,,,14475953000.0,,,,18739405000.0,,1016462000.0,,15225544000.0,,,,,,,,,,,,1206561000.0,,,,212815000.0,491377000.0,,-82032000.0,,,542469000.0,1357044000.0,,,,,,,594786000.0,16242068000.0,1142263000.0,,6979000.0,,,,16231155242.0,,13933484000.0,0.055111,10050339000.0,,4606000.0,,,-11810620000.0,,,,238211000.0,,,,,,,,,,0.0,16231155242.0,0.0,-68822000.0,,,3633378000.0,,,895015000.0,-221636000.0,,894517000.0,,-335612000.0,,,,,247746000.0,15225544000.0,,,,511366000.0,7169680000.0,209873000.0,,,304258000.0,,,,,,86898000.0,1862887000.0,,,15860056000.0,,,7790000.0,878498000.0,,,,,-557248000.0,,,125917000.0,,7200000000.0,,,,,,,,,,31008215000.0,894517000.0,,,0.055111,212815000.0,212815000.0,,,,,,,704987000.0,,8691230000.0,,64298000.0,,20957876000.0,552279000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1277856000,,,,,-1016912000.0,1207552000.0,,,4662815000.0,,,13078665000.0,,,,14938817000.0,,575578000.0,2559000.0,38768988000.0,,,,,,,,,,,,837413000.0,,,,399848000.0,81001000.0,,,,,300000000.0,2025886000.0,,,,0.0,,,-339202000.0,16309542000.0,755392000.0,,565399000.0,,,,,,12778665000.0,,9687208000.0,,131855000.0,,,,,,,0.0,-24137058000.0,,,,,,,,,0.0,,,-437174000.0,,,3070273000.0,,,613249000.0,,,620534000.0,,543343000.0,,,,,141645000.0,14631930000.0,,,,0.0,7431885000.0,212454000.0,,,300000000.0,,,,,,187215000.0,-1592490000.0,,,15955729000.0,,,,153801000.0,,,,,764979000.0,,,212815000.0,,7200000000.0,,,,,,,,,,29617360000.0,620534000.0,,,,399848000.0,399848000.0,,,,,,,,,7183995000.0,,82021000.0,,19930152000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1285804800,,,,,2623620000.0,4807244000.0,,,,,,14681878000.0,,,,19028253000.0,,138539000.0,,14803002000.0,,,,,,,,,,,,398734000.0,,,,466066000.0,-367022000.0,,,,,534429000.0,2037786000.0,,,,,,,850075000.0,16927082000.0,379297000.0,,-545854000.0,,,,16344164634.0,,14147449000.0,0.018222,11389240000.0,,38252000.0,,,,,,,234429000.0,,,,,,,,,,0.0,16344164634.0,,-988559000.0,,,3852522000.0,,,308824000.0,,,297827000.0,,1421828000.0,,,,,70473000.0,14803002000.0,,,,1011280000.0,7854032000.0,-3906000.0,,,300000000.0,,,,,,66036000.0,2485081000.0,,,16404633000.0,,,17163000.0,816931000.0,,,,,759275000.0,,,399848000.0,,7200000000.0,,,,,,,,,,31854094000.0,297827000.0,,,0.018222,466066000.0,466066000.0,,,,,,,,,5604286000.0,,19437000.0,,20464854000.0,542492000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1293753600,3782095000.0,-24865566000.0,,628761000.0,-4171263000.0,2417486000.0,0.0,,,,2797004000.0,10748225000.0,814875000.0,,100110000.0,16916199000.0,-1356845000.0,1797815000.0,15983000.0,39575364000.0,,736372000.0,,,-25451000.0,,8531841000.0,175000000.0,,72095882000.0,2771646000.0,1447959000.0,1161697000.0,-59790000.0,273681000.0,100110000.0,-668662000.0,,289715000.0,0.0,10748225000.0,175000000.0,10360664000.0,3781967000.0,-771259000.0,20036901000.0,0.0,16197931169.0,,-1431346000.0,17560664000.0,1271553000.0,,-1256177000.0,,,,,,10573225000.0,,8531841000.0,28568742000.0,115275000.0,2771646000.0,41034000.0,-11640049000.0,,175000000.0,125917000.0,0.0,-24865566000.0,115275000.0,,68313915000.0,-200510000.0,2616874000.0,0.171111,,15983000.0,0.0,,-59790000.0,-2041309000.0,,,3316290000.0,3769682000.0,1655217000.0,994608000.0,-694292000.0,-463306000.0,979889000.0,16197931169.0,2344160000.0,17560664000.0,1519612000.0,,-3535864000.0,276945000.0,14709798000.0,5352301000.0,10360664000.0,,0.0,5352301000.0,573235000.0,,850427000.0,175000000.0,0.0,,3973719000.0,7200000000.0,10573225000.0,-365600000.0,-5969078000.0,,,21087462000.0,0.171111,,,74193000.0,700000000.0,,-43631344000.0,3807057000.0,1649868000.0,,14709798000.0,466066000.0,661503000.0,7200000000.0,,2967092000.0,4395438000.0,,127192000.0,100110000.0,,,100110000.0,28568742000.0,979889000.0,,,,100110000.0,100110000.0,,,,14709798000.0,,,-159817000.0,4177443000.0,4395438000.0,0.0,176406000.0,20250000.0,20036901000.0,,3533376000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1301529600,,,,,3751295000.0,5447917000.0,,,,,,13971220000.0,,,,24633858000.0,,1197280000.0,,14732846000.0,,,,,,,,,,,,1200971000.0,,,,270608000.0,-283952000.0,,-48151000.0,,,409046000.0,3581825000.0,,,,,,,843652000.0,18842949000.0,1193146000.0,,18575000.0,,,,16150570866.0,,13562174000.0,0.056444,12915693000.0,,75342000.0,,,-8241089000.0,,,,234046000.0,,,,,,,,,,0.0,16150570866.0,0.0,1427123000.0,,,4085921000.0,,,914778000.0,-316527000.0,,911610000.0,,-972544000.0,,,,,278368000.0,14732846000.0,,,,680302000.0,8611009000.0,-169683000.0,,,175000000.0,,,,,,170498000.0,2554015000.0,,,20882563000.0,,,35416000.0,959311000.0,,,,,-1289071000.0,,,100110000.0,,7200000000.0,,,,,,,,,,33077190000.0,911610000.0,,,0.056444,270608000.0,270608000.0,,,,,,,14000000.0,,4743003000.0,,7825000.0,,20161497000.0,532999000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1309392000,,,,,-1754878000.0,1798600000.0,,,,,,13831270000.0,,,,21711278000.0,,464080000.0,4345000.0,14400854000.0,,,,,,,,,,,,774256000.0,,,,337006000.0,-549707000.0,,-123463000.0,,,175000000.0,11195176000.0,,,,700000000.0,,,-508207000.0,18395176000.0,664910000.0,,24299000.0,,,,,,13656270000.0,,13522035000.0,,0.0,,,-10110262000.0,,,,0.0,,,,,,,,,,3708935000.0,,0.0,-1472292000.0,,,459180000.0,,,517319000.0,-415023000.0,,514109000.0,,2088468000.0,,,,,147591000.0,14400854000.0,,,,2669932000.0,8984946000.0,440676000.0,,,175000000.0,,,,,,66398000.0,-2218958000.0,,,23466156000.0,,,,155479000.0,,,,,1673445000.0,,,270608000.0,,7200000000.0,,,,,,,,,,32472509000.0,514109000.0,,,,1037006000.0,337006000.0,,,,,,,538191000.0,,4460862000.0,,109346000.0,,18950474000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1317340800,,,,,2706798000.0,5028549000.0,,,,,,13475037000.0,,,,24218108000.0,,348389000.0,,14934423000.0,,,,,,,,,,,,348389000.0,,,,434844000.0,-1426000.0,,-763293000.0,,,392546000.0,3601794000.0,,,,,,,936051000.0,18889122000.0,387724000.0,,25142000.0,,,,15989565789.0,,13082491000.0,0.016889,13073406000.0,,112548000.0,,,-7764802000.0,,,,232036000.0,,,,,,,,,,0.0,15989565789.0,-1000000000.0,448430000.0,,,3623036000.0,,,283419000.0,-728120000.0,,270046000.0,,-349083000.0,,,,,104305000.0,14934423000.0,,,,50000000.0,8255612000.0,-31139000.0,,,160510000.0,,883485000.0,,,,97838000.0,2358409000.0,,,21511310000.0,,,7168000.0,938796000.0,,,,,-1077203000.0,,,337006000.0,,7200000000.0,,,,,,,,,,32623595000.0,270046000.0,,,0.016889,434844000.0,434844000.0,,,,,,,741889000.0,,5516118000.0,,,-42751000.0,19550189000.0,523797000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1325289600,3353860000.0,-26156911000.0,91319000.0,675771000.0,-7596193000.0,3142183000.0,3852692000.0,,,,986522000.0,12523201000.0,568669000.0,,91346000.0,15766553000.0,-3481235000.0,-1205084000.0,22340000.0,42511583000.0,,310184000.0,,,-8378000.0,,9665814000.0,251369000.0,,89509653000.0,956106000.0,-797015000.0,,-20168000.0,215494000.0,91346000.0,-1975094000.0,,222016000.0,,12523201000.0,251369000.0,10725563000.0,1628493000.0,-484442000.0,21053051000.0,,16200000000.0,,-1829495000.0,17925563000.0,-896823000.0,,-2861788000.0,,,,,,12271832000.0,,9665814000.0,30718865000.0,0.0,956106000.0,5527762000.0,-7675108000.0,,160050000.0,100110000.0,0.0,-26156911000.0,0.0,,87881160000.0,-712891000.0,-1261241000.0,0.059111,,22340000.0,0.0,,979832000.0,178546000.0,,,2901305000.0,1412855000.0,1623700000.0,-684808000.0,-2021565000.0,-2810179000.0,-695473000.0,16200000000.0,1453153000.0,17925563000.0,-339790000.0,,581807000.0,-212015000.0,16354672000.0,5582425000.0,10725563000.0,,0.0,5582425000.0,509016000.0,,121936000.0,160050000.0,-786751000.0,,2219994000.0,7200000000.0,12271832000.0,-343112000.0,-6391109000.0,,,23362746000.0,0.059111,,,121936000.0,700000000.0,,-33791261000.0,1512200000.0,-568412000.0,,12501980000.0,434844000.0,153340000.0,7200000000.0,,1059824000.0,1352367000.0,,687463000.0,91346000.0,,91319000.0,91346000.0,30718865000.0,-695473000.0,,,,91346000.0,91346000.0,,,,42511583000.0,,,-594080000.0,3126495000.0,5512074000.0,0.0,,-44000000.0,21053051000.0,,1296706000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
