,trailingCapitalExpenditure,annualBeginningCashPosition,quarterlySaleOfInvestment,annualCurrentAssets,annualDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,annualOperatingExpense,annualSellingGeneralAndAdministration,annualOtherNonCurrentAssets,annualCapitalExpenditure,trailingDeferredIncomeTax,quarterlyOtherCurrentAssets,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,annualRepurchaseOfCapitalStock,quarterlyNetOtherInvestingChanges,annualChangesInAccountReceivables,trailingOperatingExpense,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyNonCurrentDeferredRevenue,quarterlyDeferredIncomeTax,trailingBeginningCashPosition,quarterlyChangeInWorkingCapital,quarterlyStockholdersEquity,quarterlyBasicEPS,annualBasicEPS,trailingNetIncomeContinuousOperations,annualCurrentAccruedExpenses,quarterlyDilutedAverageShares,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,quarterlyEbitda,trailingNetOtherFinancingCharges,annualEbitda,annualRepaymentOfDebt,annualChangeInCashSupplementalAsReported,trailingNetIncomeCommonStockholders,quarterlyGrossProfit,quarterlyInvestingCashFlow,annualAccumulatedDepreciation,annualOtherIntangibleAssets,quarterlyOperatingExpense,quarterlyChangeInInventory,annualNetOtherFinancingCharges,trailingChangesInAccountReceivables,quarterlyEndCashPosition,quarterlyChangeInAccountPayable,annualInterestExpense,quarterlyOtherNonCashItems,annualOtherCurrentAssets,trailingChangeInAccountPayable,quarterlyCurrentDeferredRevenue,quarterlyBasicAverageShares,trailingOperatingCashFlow,annualCostOfRevenue,annualTotalNonCurrentAssets,annualCurrentDeferredRevenue,quarterlySellingGeneralAndAdministration,annualDilutedEPS,quarterlyNonCurrentDeferredTaxesLiabilities,annualGrossProfit,quarterlyAccumulatedDepreciation,quarterlyTaxProvision,quarterlyRetainedEarnings,quarterlyNetPPE,annualTaxProvision,annualTotalLiabilitiesNetMinorityInterest,trailingFreeCashFlow,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,trailingCostOfRevenue,quarterlyRepaymentOfDebt,annualNetIncomeContinuousOperations,trailingDepreciationAndAmortization,annualOtherNonCashItems,quarterlyOperatingIncome,annualPurchaseOfBusiness,quarterlyTotalRevenue,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,trailingTaxProvision,annualNetIncome,annualCashDividendsPaid,trailingOtherNonCashItems,annualFreeCashFlow,annualCurrentDebt,quarterlyDilutedEPS,quarterlyOperatingCashFlow,quarterlyOtherCurrentLiabilities,annualAccountsReceivable,annualInvestingCashFlow,quarterlyLongTermDebt,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,trailingInvestingCashFlow,annualNonCurrentDeferredTaxesLiabilities,annualTotalAssets,trailingPretaxIncome,annualDilutedAverageShares,annualLongTermDebt,trailingCashDividendsPaid,trailingNetIncome,annualStockholdersEquity,quarterlyCommonStockIssuance,trailingNetOtherInvestingChanges,quarterlyOtherShortTermInvestments,annualDepreciationAndAmortization,quarterlyCurrentAccruedExpenses,annualCurrentLiabilities,quarterlyGoodwill,annualChangeInWorkingCapital,annualRetainedEarnings,annualGoodwill,annualOtherShortTermInvestments,quarterlyInventory,trailingChangeInWorkingCapital,quarterlyOtherIncomeExpense,quarterlyInvestmentsAndAdvances,quarterlyAccountsReceivable,quarterlyCashDividendsPaid,quarterlyCostOfRevenue,annualCommonStockIssuance,quarterlyCashAndCashEquivalents,annualTotalRevenue,annualOperatingCashFlow,annualCapitalStock,annualTotalNonCurrentLiabilitiesNetMinorityInterest,trailingOtherIncomeExpense,annualGainsLossesNotAffectingRetainedEarnings,annualNetPPE,annualOtherIncomeExpense,trailingGrossProfit,annualChangeInAccountPayable,quarterlyCashCashEquivalentsAndMarketableSecurities,annualAccountsPayable,annualCashCashEquivalentsAndMarketableSecurities,annualCashFlowFromContinuingFinancingActivities,trailingRepaymentOfDebt,annualOperatingIncome,trailingTotalRevenue,annualEndCashPosition,quarterlyCurrentDebt,quarterlyFreeCashFlow,quarterlyInterestExpense,annualOtherNonCurrentLiabilities,quarterlyBeginningCashPosition,trailingChangeInCashSupplementalAsReported,quarterlyCapitalStock,quarterlyPurchaseOfInvestment,annualNetOtherInvestingChanges,annualBasicAverageShares,quarterlyOtherNonCurrentAssets,annualCashAndCashEquivalents,annualGrossPPE,quarterlyTotalAssets,trailingEndCashPosition,annualIncomeTaxPayable,trailingCashFlowFromContinuingFinancingActivities,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyDepreciationAndAmortization,quarterlyChangesInAccountReceivables,annualPretaxIncome,quarterlyNetOtherFinancingCharges,annualInvestmentsAndAdvances,quarterlyNetIncomeCommonStockholders,quarterlyOtherIntangibleAssets,quarterlyTotalNonCurrentAssets,trailingOperatingIncome,annualResearchAndDevelopment,trailingBasicAverageShares,trailingStockBasedCompensation,trailingRepurchaseOfCapitalStock,annualSaleOfInvestment,quarterlyStockBasedCompensation,trailingSellingGeneralAndAdministration,annualInventory,trailingChangeInInventory,trailingPurchaseOfBusiness,trailingDilutedEPS,trailingInterestExpense,annualStockBasedCompensation,trailingBasicEPS,trailingResearchAndDevelopment,annualPurchaseOfInvestment,trailingCommonStockIssuance,annualChangeInInventory,annualNonCurrentDeferredRevenue,trailingSaleOfInvestment,trailingPurchaseOfInvestment,quarterlyResearchAndDevelopment,trailingDilutedAverageShares
1277856000,,,,,,,,,,,,211239000.0,,432341000.0,,-6681000.0,,,,,,,,218864000.0,26511301000.0,3.125,,,,56104960.0,,,609992000.0,,,,,,688063000.0,-137017000.0,,,311398000.0,,,,2828782000.0,,,-516451000.0,,,,56104960.0,,,,,32105000.0,,,,,211288000.0,1734483000.0,334575000.0,,,,1502057000.0,1030207000.0,3669410000.0,,386616000.0,,-66623000.0,,,,376665000.0,,923192000.0,-848356000.0,-130336000.0,,,,,,,3.125,814379000.0,,,,,175328000.0,175328000.0,,-170994000.0,,,,,,,,,,,,236947000.0,,,,,,,,,,,-2229000.0,,392441000.0,-750000000.0,235129000.0,,2828783000.0,,,,,,,,,,,3065730000.0,,,,,,,,,684043000.0,,,2999776000.0,,24344476000.0,,,,23391759000.0,,,29043565000.0,,,,2532264000.0,233327000.0,,,-781733000.0,,175328000.0,,25374155000.0,,,,,,,,,,,,,,,,,,,,,,,,
1285804800,,,,,,-283966000.0,,,,,,178594000.0,,1148375000.0,,-574210000.0,,,,,,,,-365820000.0,26551646000.0,5.8,,,,55915862.0,,,848168000.0,,,,,,681581000.0,-153302000.0,,,48104000.0,,,,2588096000.0,,,-210817000.0,,,,55915862.0,,,,,31749000.0,,,,,73990000.0,1058795000.0,357529000.0,,,,1369360000.0,738934000.0,3248900000.0,,398302000.0,,-66623000.0,,,,633477000.0,,935921000.0,-632246000.0,,,,,,,,5.8,544863000.0,,,,,324312000.0,324312000.0,,-240685000.0,,,,,,,,,,,,240820000.0,,,,,,,,,,,-3493000.0,,241390000.0,-250000000.0,254340000.0,,2588096000.0,,,,,,,,,,,2828916000.0,,,,,,,,,965771000.0,,,2828782000.0,,24344476000.0,,,,23318588000.0,,,28659940000.0,,,,2108294000.0,214691000.0,,,0.0,,324312000.0,,25411040000.0,,,,,,,,,,,,,,,,,,,,,,,,
1293753600,,2173586000.0,,3023099000.0,,-325843000.0,1850445000.0,128384000.0,19296222000.0,-905008000.0,,266000.0,403724000.0,1432341000.0,-609809000.0,561976000.0,,,,,,,,-97593000.0,26670905000.0,,26.872,,,,1500160000.0,64784000.0,-133181000.0,,2610821000.0,-248360000.0,175221000.0,,1323608000.0,-343032000.0,-443532000.0,,1846115000.0,,-115959000.0,,2348807000.0,,135268000.0,797163000.0,1739000.0,,,,,963872000.0,25866183000.0,,31052000.0,26.872,,3409797000.0,,-250329000.0,1503897000.0,4595205000.0,-95452000.0,2218377000.0,,1314436000.0,903941000.0,3023099000.0,,385677000.0,,-66623000.0,1500160000.0,,96221000.0,-522507000.0,,1570670000.0,-422397000.0,,,1500160000.0,-1000000000.0,,1672162000.0,266492000.0,,526139000.0,64784000.0,297885000.0,-935513000.0,1042808000.0,445102000.0,445102000.0,226412000.0,-239290000.0,,,28889282000.0,,55824561.0,1042808000.0,,,26670905000.0,,,233915000.0,879941000.0,,903941000.0,,-49478000.0,1503897000.0,,233915000.0,,,-5663000.0,0.0,297885000.0,0.0,247062000.0,0.0,2348807000.0,4373669000.0,2577170000.0,24344476000.0,1314436000.0,,1432341000.0,4595205000.0,-6837000.0,,,2582722000.0,403724000.0,2582722000.0,-1466436000.0,,1559352000.0,,2348807000.0,266492000.0,-378869000.0,,226412000.0,2588096000.0,,24344476000.0,,-30505000.0,55824561.0,19296222000.0,2348807000.0,890698000.0,28889282000.0,,123721000.0,,2218377000.0,217798000.0,,1595612000.0,-29931000.0,0.0,445102000.0,,25866183000.0,,,,,,,,,,,,,,,,,,,,,,,,
1301529600,,,,,,-303992000.0,,,,,,102026000.0,,518539000.0,,-345002000.0,,,,,,,,92024000.0,26765550000.0,7.1,,,,56146197.0,,,652362000.0,,,,,,1011484000.0,-345002000.0,,,582292000.0,,,,2169167000.0,,,13741000.0,,,,56146197.0,,,,,34335000.0,,,,,36124000.0,1902534000.0,445099000.0,,,,1282187000.0,673026000.0,2808573000.0,,434762000.0,,-66623000.0,,,,429192000.0,,1243056000.0,-398625000.0,,,,,,,,7.1,563987000.0,,,,,398638000.0,398638000.0,,-179640000.0,,,,,,,,,,,,226665000.0,,,,,,,,,,,5696000.0,,310715000.0,0.0,231572000.0,,2169167000.0,,,,,,,,,,,2395832000.0,,,,,,,,,563987000.0,,,2348807000.0,,24344476000.0,,,,23455917000.0,,,28720763000.0,,,,1955213000.0,223170000.0,,,-28010000.0,,398638000.0,,25912190000.0,,,,,,,,,,,,,,,,,,,,,,,,
1309392000,,,,,,0.0,,,,,,106388000.0,,980849000.0,,294043000.0,,,,,,,,-283817000.0,25915216000.0,3.381,,,,56097308.0,,,607000000.0,,,,,,962153000.0,-270424000.0,,,588462000.0,,,,1865969000.0,,,-481556000.0,,,,56097308.0,,,,,31947000.0,,,,,185252000.0,589891000.0,493176000.0,,,,1464431000.0,1018851000.0,2451733000.0,,374918000.0,,-66623000.0,,,,373691000.0,,1210912000.0,-589743000.0,,,,,,,,3.381,556970000.0,,,,,189665000.0,189665000.0,,-303198000.0,,,,,,,,,,,,226315000.0,,,,,,,,,,,-5462000.0,,253061000.0,-780000000.0,248759000.0,,1865969000.0,,,,,,,,,,,2092284000.0,,,,,,,,,-7497000.0,,,2169167000.0,,24344476000.0,,,,23507121000.0,,,28398498000.0,,,,2483282000.0,233309000.0,,,-806430000.0,,189665000.0,,25946765000.0,,,,,,,,,,,,,,,,,,,,,,,,
1317340800,,,,,,-458525000.0,,,,,,112595000.0,,522325000.0,,47008000.0,,,,,,,,-55512000.0,25799449000.0,6.11,,,,56097709.0,,,617230000.0,,,,,,973815000.0,-300750000.0,,,586408000.0,,,,1964049000.0,,,518253000.0,,,,56097709.0,,,,,32486000.0,,,,,75560000.0,932648000.0,498823000.0,,,,1736680000.0,1054648000.0,2538875000.0,,418317000.0,,-76741000.0,,,,387407000.0,,1228887000.0,-185008000.0,-347758000.0,,,,,,,6.11,583837000.0,,,,,342757000.0,342757000.0,,98080000.0,,,,,,,,,,,,250500000.0,,,,,,,,,,,-7136000.0,,211731000.0,0.0,255072000.0,,1964049000.0,,,,,,,,,,,2214549000.0,,,,,,,,,236079000.0,26323000.0,,1865969000.0,,24344476000.0,,,,21498620000.0,,,28590777000.0,,,,2791328000.0,229822000.0,,,-29961000.0,,342757000.0,2037517000.0,26051902000.0,,,,,,,,,,,,,,,,,,,,,,,,
1325289600,,2348807000.0,,2866039000.0,,-14976000.0,1274087000.0,136191000.0,21395838000.0,-979660000.0,,469000.0,472645000.0,1894651000.0,-777493000.0,-303461000.0,,,1345294000.0,,,,,321033000.0,26342736000.0,,40.0,,,,1484441000.0,104943000.0,859114000.0,,2735707000.0,-300308000.0,-213797000.0,,-29825000.0,-370896000.0,-508955000.0,2015986000.0,-483075000.0,,-118753000.0,,2135010000.0,,93753000.0,90569000.0,469000.0,,,,,2021105000.0,26525806000.0,,37423000.0,40.0,,2917629000.0,-508955000.0,-83517000.0,1490911000.0,836339000.0,213419000.0,3049109000.0,,1987082000.0,1062027000.0,2866039000.0,,469863000.0,,-90321000.0,1484441000.0,,141007000.0,453250000.0,,1255878000.0,-43669000.0,-67435000.0,,1484441000.0,-1035117000.0,,1310660000.0,411439000.0,,585526000.0,104943000.0,294503000.0,-1287072000.0,1612179000.0,553380000.0,553380000.0,316389000.0,170961000.0,,,29391845000.0,,53775509.0,1612179000.0,,,26342736000.0,,,278349000.0,944094000.0,,1062027000.0,,73728000.0,1490911000.0,,278349000.0,,,14714000.0,0.0,294503000.0,-255117000.0,1285703000.0,,2115508000.0,4938734000.0,2290320000.0,24344476000.0,1987082000.0,,1894651000.0,836339000.0,7812000.0,,,2393857000.0,472645000.0,2393857000.0,-1217045000.0,,1643542000.0,,2135010000.0,411439000.0,518091000.0,,316389000.0,1964049000.0,,24344476000.0,,-307412000.0,53775509.0,21395838000.0,2115508000.0,1345294000.0,29391845000.0,,,,3049109000.0,257793000.0,,1697860000.0,-34352000.0,0.0,553380000.0,2015986000.0,26525806000.0,,,,,,,,,,,,,,,,,,,,,,,,
1333152000,,,,,,0.0,,,,,,0.0,290287000.0,1866557000.0,,-9008000.0,,,1339960000.0,,,,,114554000.0,22106122000.0,7.9,,,,53788481.0,,,651547000.0,,,,,,1246434000.0,-306367000.0,,,720608000.0,0.0,,,2290539000.0,0.0,,-492000.0,,,,53788481.0,,,,,720671000.0,,,,-536319000.0,78754000.0,5607044000.0,803641000.0,,,,1905063000.0,1007838000.0,3156334000.0,,424929000.0,,-102860000.0,,,,525826000.0,,1246434000.0,-140951000.0,-328682000.0,,,,,,,0.0,602847000.0,196762000.0,,,1509319000.0,424929000.0,424929000.0,344593000.0,155529000.0,,,,,,,,,,,,368011000.0,,,,,,,,,,,-23480000.0,0.0,394599000.0,0.0,0.0,,2290539000.0,,,,,,,,,,,2658550000.0,,,,,,,,411439000.0,274165000.0,27738000.0,,2135010000.0,,16019823000.0,,,,153006000.0,,,25019023000.0,,,,2912901000.0,198880000.0,10012000.0,,-38091000.0,,424929000.0,16853618000.0,21862689000.0,,,,,,,,,,,,,,,,,,,,,,,,
1341014400,,,,,,0.0,,,,,,0.0,288367000.0,,,35803000.0,,,1343215000.0,,,,,3179000.0,21326775000.0,6.6,,,,53129242.0,,,782472000.0,,,,,,1223467000.0,-108362000.0,,,696592000.0,,,,2018958000.0,,,-22721000.0,,,,53129242.0,,,,,696395000.0,,,,-568950000.0,205123000.0,6694254000.0,774265000.0,,,,1946444000.0,1333047000.0,2803496000.0,,555776000.0,,-102859000.0,,,,526875000.0,,1223467000.0,-849830000.0,-174209000.0,,,,,,,6.6,686611000.0,497450000.0,,,1523433000.0,350653000.0,350653000.0,368596000.0,-271581000.0,,,,,,,,,,,,301168000.0,,,,,,,,,,,25099000.0,0.0,375527000.0,-847500000.0,0.0,,2018958000.0,,,,,,,,,,,2320126000.0,,,,,,,,430934000.0,512402000.0,27452000.0,,2290539000.0,,16019823000.0,,,,121654000.0,,,24606266000.0,,,,3279491000.0,199244000.0,29723000.0,,-883440000.0,,350653000.0,16913644000.0,21802770000.0,,,,,,,,,,,,,,,,,,,,,,,,
1348963200,,,,,,0.0,,,,,,-230762000.0,214334000.0,2220779000.0,,-95169000.0,,,1379696000.0,,,,,-292778000.0,20926103000.0,8.8,,,,53333068.0,,,776800000.0,,,,,,1260374000.0,-188954000.0,,,716019000.0,,,,2552519000.0,,,18669000.0,,,,53333068.0,,,,,715513000.0,,,,-591663000.0,56094000.0,4645304000.0,788033000.0,,,,2046928000.0,2125408000.0,3293138000.0,,525425000.0,,,,,,544355000.0,,1260374000.0,74264000.0,-128175000.0,,,,,,,8.8,648251000.0,1344049000.0,,,1602813000.0,469331000.0,469331000.0,386435000.0,533561000.0,,,,,,,,,,,,366530000.0,,,,,,,,,,,-21715000.0,0.0,483290000.0,0.0,0.0,,2552519000.0,,,,,,,,,,,2919049000.0,,,,,,,,462120000.0,520076000.0,31833000.0,,2018958000.0,,15447322000.0,,,,119364000.0,,,25098439000.0,,,,4172336000.0,219542000.0,99046000.0,,-349754000.0,,469331000.0,16864075000.0,21805301000.0,,,,,,,,,,,,,,,,,,,,,,,,
1356912000,,2135010000.0,,2459168000.0,327449000.0,-870000000.0,373700000.0,155072000.0,42987000.0,-979014000.0,,2747000.0,310003000.0,553477000.0,-870000000.0,59352000.0,32838000.0,,1578072000.0,63392000.0,,,,306607000.0,21453213000.0,,33.389,,20528000.0,,1772030000.0,117548000.0,758455000.0,,3048028000.0,-612222000.0,-471327000.0,,-1243073000.0,-380102000.0,-626607000.0,16858543000.0,-1759518000.0,,-870000000.0,,1663683000.0,,121319000.0,106680000.0,2747000.0,,36010000.0,,,2457465000.0,22074469000.0,36010000.0,-1977507000.0,33.389,,2487202000.0,-626607000.0,-12521000.0,5172414000.0,951465000.0,327449000.0,3080424000.0,,1947713000.0,1132711000.0,2459168000.0,,514596000.0,,,1772030000.0,,102136000.0,516445000.0,,1214392000.0,-1232299000.0,-347948000.0,,1772030000.0,-1130000000.0,,1682260000.0,555925000.0,,723565000.0,117548000.0,244796000.0,-983785000.0,1456798000.0,527117000.0,527117000.0,430625000.0,-888836000.0,,,24533637000.0,,53072060.0,1456798000.0,,,21453213000.0,,,433573000.0,827230000.0,20528000.0,1132711000.0,,131562000.0,5172414000.0,,433573000.0,,,5314000.0,0.0,244796000.0,-282500000.0,2457465000.0,,1663683000.0,4944667000.0,2661274000.0,0.0,1947713000.0,,553477000.0,951465000.0,-14782000.0,,32788000.0,2097256000.0,310003000.0,2097256000.0,-2148816000.0,,2113502000.0,,1663683000.0,555925000.0,375617000.0,34295000.0,430625000.0,2552519000.0,,0.0,,-9022000.0,53072060.0,42987000.0,1663683000.0,1578072000.0,24533637000.0,,63392000.0,,3080424000.0,209564000.0,-105943000.0,2099479000.0,285864000.0,0.0,527117000.0,16858543000.0,22074469000.0,,,,,,,,,,,,,,,,,,,,,,,,
1364688000,,,0.0,,,0.0,,,,,,0.0,256414000.0,2220779000.0,,17897000.0,,,1574782000.0,60946000.0,0.0,,,-565000.0,21990369000.0,7.6,,,,56100000.0,,,831098000.0,,,,,,1302311000.0,-172925000.0,,,695586000.0,0.0,,,2088965000.0,0.0,,37421000.0,,,0.0,56100000.0,,,,,695558000.0,,0.0,,-663377000.0,31001000.0,5709570000.0,911405000.0,,,,2023605000.0,1070133000.0,2998130000.0,0.0,568157000.0,,-220967000.0,,,,606725000.0,,1302311000.0,-74397000.0,-191493000.0,,,,,,,7.6,672604000.0,232137000.0,,,1501872000.0,537156000.0,537156000.0,459009000.0,425282000.0,,,,,,,,,,0.0,,470768000.0,,19829000.0,,0.0,,,,,0.0,,-24804000.0,0.0,361425000.0,0.0,0.0,,2088965000.0,,,,,,,,,,,2559733000.0,,,,,,,,472733000.0,481111000.0,42787000.0,,1663683000.0,,0.0,0.0,,,32192000.0,,,25084107000.0,,,,3093738000.0,220154000.0,-39111000.0,,-36280000.0,,537156000.0,16744049000.0,22085977000.0,,,,,,,,,,,,,,,,,,,,,,,,
1372550400,,,0.0,,,0.0,,,,,,0.0,246197000.0,2663216000.0,,24102000.0,,,1581296000.0,49250000.0,0.0,,,45682000.0,21128472000.0,6.2,,,,56145806.0,,,828183000.0,,,,,,1266003000.0,-146473000.0,,,709810000.0,0.0,,,1618814000.0,0.0,,33094000.0,,,0.0,56145806.0,,,,,709810000.0,,0.0,,-699691000.0,190442000.0,4405236000.0,881605000.0,,,,1972796000.0,1361216000.0,2462538000.0,0.0,538546000.0,,-118183000.0,,,,556193000.0,,1266003000.0,-984386000.0,-171724000.0,,,,,,,6.2,660708000.0,550688000.0,,,1444373000.0,348104000.0,348104000.0,463261000.0,-470151000.0,,,,,,,,,,0.0,,474399000.0,,18793000.0,,0.0,,,,,0.0,,37016000.0,0.0,290607000.0,-907500000.0,0.0,,1618814000.0,,,,,,,,,,,2093213000.0,,,,,,,,482846000.0,488984000.0,70821000.0,,2088965000.0,,0.0,0.0,,,37280000.0,,,24462484000.0,,,,3334012000.0,218816000.0,-9899000.0,,-937000000.0,,348104000.0,16712314000.0,21999946000.0,,,,,,,,,,,,,,,,,,,,,,,,
1380499200,,,0.0,,,-69070000.0,,,,,,0.0,243568000.0,2663216000.0,,33150000.0,,,1591741000.0,56099000.0,0.0,,,214487000.0,21524495000.0,8.8,,,,52850341.0,,,843443000.0,,,,,,1318727000.0,-166351000.0,,,729034000.0,0.0,,,2234520000.0,0.0,,32767000.0,,,0.0,52850341.0,,,,,729034000.0,,0.0,,-731841000.0,120779000.0,4870329000.0,859900000.0,,,,1991864000.0,1386614000.0,2996860000.0,0.0,585862000.0,,-120711000.0,,,,589693000.0,,1318727000.0,-107407000.0,-198212000.0,,,,,,,8.8,889464000.0,521422000.0,,,1426140000.0,465083000.0,465083000.0,498124000.0,615706000.0,,,,,,,,,,0.0,,407381000.0,,18365000.0,,0.0,,,,,0.0,,88000.0,0.0,223269000.0,0.0,0.0,,2234520000.0,,,,,,,,,,,2641901000.0,,,,,,,,499926000.0,691252000.0,37814000.0,,1618814000.0,,0.0,0.0,,,39181000.0,,,24902973000.0,,,,3378478000.0,219767000.0,65180000.0,,-106253000.0,,465083000.0,16650422000.0,21906113000.0,,,,,,,,,,,,,,,,,,,,,,,,
1388448000,,1663683000.0,,2872087000.0,75788000.0,-207662000.0,401745000.0,171470000.0,38247000.0,-686270000.0,,3106000.0,245848000.0,2663216000.0,-276732000.0,-70507000.0,25523000.0,,1644366000.0,95850000.0,,,,-30807000.0,22212711000.0,,42.377,,16996000.0,,2246230000.0,138729000.0,881675000.0,,3384398000.0,-646452000.0,504504000.0,,-1112118000.0,-195202000.0,-770825000.0,16693586000.0,-1732685000.0,,-134278000.0,,2168187000.0,-13057000.0,179145000.0,12330000.0,3106000.0,,34357000.0,,,2452914000.0,22362513000.0,34357000.0,-1962960000.0,42.377,,2774922000.0,-770825000.0,-266433000.0,5766207000.0,873541000.0,75788000.0,3021889000.0,,1809735000.0,1212154000.0,2872087000.0,,629454000.0,,-186591000.0,2246230000.0,,115612000.0,620567000.0,,1340796000.0,-613068000.0,-124841000.0,,2246230000.0,-1210000000.0,,2278443000.0,637577000.0,,741937000.0,138729000.0,207515000.0,-680951000.0,1216899000.0,895887000.0,895887000.0,522204000.0,-66333000.0,,,25234600000.0,,53006183.0,1216899000.0,,,22212711000.0,,,410433000.0,883235000.0,16996000.0,1212154000.0,,228797000.0,5766207000.0,,410433000.0,,,1799000.0,0.0,207515000.0,-302500000.0,2452914000.0,,2168187000.0,5227836000.0,2964713000.0,0.0,1809735000.0,,2663216000.0,873541000.0,3763000.0,,-13057000.0,2578620000.0,245848000.0,2578620000.0,-1779258000.0,,2373177000.0,,2168187000.0,637577000.0,617096000.0,27723000.0,522204000.0,2234520000.0,,0.0,,4642000.0,53006183.0,38247000.0,2168187000.0,1644366000.0,25234600000.0,,95850000.0,,3021889000.0,224498000.0,9353000.0,2322018000.0,-31315000.0,0.0,895887000.0,16693586000.0,22362513000.0,,,,,,,,,,,,,,,,,,,,,,,,
1396224000,,,0.0,,,-69340000.0,,,,,,0.0,314007000.0,2663216000.0,,-1517000.0,,,1650754000.0,157616000.0,0.0,,,283170000.0,22792817000.0,12.4,,,,56100000.0,,,1025942000.0,,,,,,1432326000.0,-146069000.0,,,677403000.0,0.0,,,2789884000.0,0.0,,24980000.0,,,0.0,56100000.0,,,,,682768000.0,,0.0,,-812692000.0,120105000.0,6415653000.0,838062000.0,,,,1786336000.0,1213308000.0,3435187000.0,0.0,769551000.0,,-341536000.0,,,,754923000.0,,1432326000.0,-363086000.0,-144552000.0,,,,,,,12.4,1130852000.0,185630000.0,,,1196260000.0,649446000.0,649446000.0,516596000.0,621697000.0,,,,,,,,,,0.0,,0.0,,13240000.0,,0.0,,,,,0.0,,5715000.0,0.0,486108000.0,0.0,0.0,,2789884000.0,,,,,,,,,,,2789884000.0,,,,,,,,391060000.0,986300000.0,33025000.0,,2168187000.0,,0.0,0.0,,,28429000.0,,,25792461000.0,,,,2999644000.0,223366000.0,-121432000.0,,1000.0,,649446000.0,16628462000.0,22357274000.0,,,,,,,,,,,,,,,,,,,,,,,,
1404086400,,,0.0,,,0.0,,,,,,0.0,204248000.0,2868865000.0,,-9466000.0,,,1663884000.0,86906000.0,0.0,,,27863000.0,20124294000.0,7.7,,,,56035974.0,,,921366000.0,,,,,,1410824000.0,-152954000.0,,,721307000.0,0.0,,,882618000.0,0.0,,22958000.0,,,0.0,56035974.0,,,,,721307000.0,,0.0,,-863683000.0,251928000.0,5051481000.0,800201000.0,,,,1928413000.0,1504250000.0,1345656000.0,0.0,683405000.0,,-108480000.0,,,,689517000.0,,1410824000.0,-2479224000.0,-143488000.0,,,,,,,7.7,724912000.0,647442000.0,,,1337495000.0,431477000.0,431477000.0,514581000.0,-1907266000.0,,,,,,,,,,0.0,,0.0,,12404000.0,,0.0,,,,,0.0,,-107000.0,0.0,373162000.0,-1192500000.0,0.0,,882618000.0,,,,,,,,,,,882618000.0,,,,,,,,496346000.0,581424000.0,16835000.0,,2789884000.0,,0.0,0.0,,,50955000.0,,,23556957000.0,,,,3432663000.0,221126000.0,78871000.0,,-1510000000.0,,431477000.0,16604113000.0,22211301000.0,,,,,,,,,,,,,,,,,,,,,,,,
1412035200,,,0.0,,,0.0,,,,,,0.0,261625000.0,2868865000.0,,7127000.0,,,1685829000.0,72560000.0,0.0,111620000.0,,302267000.0,20658501000.0,10.1,,,,52891782.0,,,885746000.0,,,,,,1369297000.0,-175059000.0,,,716513000.0,0.0,,,1188554000.0,206110000.0,,15365000.0,,,0.0,52891782.0,,,,,716513000.0,,0.0,,-892207000.0,111620000.0,5585688000.0,793622000.0,,,,1866841000.0,1249270000.0,1635738000.0,0.0,645827000.0,,-206979000.0,,,,652784000.0,,1369297000.0,-514697000.0,-182423000.0,,,,,,,10.1,995692000.0,366789000.0,,,1261301000.0,534207000.0,534207000.0,526373000.0,305935000.0,,,,,,,,,,,,0.0,,10986000.0,,0.0,,,,,0.0,,475000.0,0.0,305662000.0,-397500000.0,0.0,,1188554000.0,,,,,,,,,,,1188554000.0,,,,,,,,479560000.0,813269000.0,17341000.0,,882618000.0,,0.0,0.0,,,32721000.0,,,23774612000.0,,,,3116111000.0,222578000.0,105066000.0,,-24218000.0,,534207000.0,16561135000.0,22138874000.0,,,,,,,,,,,,,,,,,,,,,,,,
