,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingOperatingCashFlow,quarterlyCashAndCashEquivalents,annualOperatingCashFlow,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,annualCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,annualInventory,annualCashCashEquivalentsAndMarketableSecurities,annualGrossProfit,annualChangeInInventory,annualOtherIncomeExpense,annualTotalNonCurrentAssets,annualNetPPE,trailingRepaymentOfDebt,annualDilutedEPS,annualBasicEPS,quarterlyNetPPE,annualPurchaseOfBusiness,quarterlyCapitalStock,annualOtherNonCashItems,annualGrossPPE,quarterlyOtherNonCurrentAssets,quarterlyCurrentDebt,quarterlyOtherIntangibleAssets,annualBasicAverageShares,annualOtherNonCurrentLiabilities,quarterlyOtherCurrentLiabilities,annualBeginningCashPosition,annualInterestExpense,trailingCapitalExpenditure,annualPretaxIncome,annualPurchaseOfInvestment,trailingInterestExpense,annualCapitalExpenditure,trailingInvestingCashFlow,annualInvestingCashFlow,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingNetIncome,quarterlyGrossPPE,annualNonCurrentDeferredTaxesLiabilities,trailingChangeInCashSupplementalAsReported,quarterlyNonCurrentDeferredRevenue,trailingPurchaseOfBusiness,trailingBeginningCashPosition,trailingOperatingExpense,annualNonCurrentDeferredRevenue,quarterlyAccountsPayable,trailingNetIncomeContinuousOperations,annualRepaymentOfDebt,quarterlyOtherShortTermInvestments,annualChangeInWorkingCapital,annualAccumulatedDepreciation,annualOtherCurrentLiabilities,annualStockBasedCompensation,annualChangeInCashSupplementalAsReported,annualGoodwill,annualNetOtherFinancingCharges,trailingGrossProfit,annualCapitalStock,trailingTotalRevenue,trailingCostOfRevenue,annualTotalRevenue,trailingOperatingIncome,annualCurrentDeferredRevenue,annualOtherCurrentAssets,annualTaxProvision,annualAccountsPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,trailingTaxProvision,trailingFreeCashFlow,quarterlyCurrentLiabilities,quarterlyCurrentAssets,annualEndCashPosition,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,annualOperatingIncome,annualNetIncomeContinuousOperations,annualNetOtherInvestingChanges,annualTotalLiabilitiesNetMinorityInterest,annualCashAndCashEquivalents,annualFreeCashFlow,quarterlyTotalNonCurrentAssets,trailingEndCashPosition,quarterlyTotalAssets,trailingSellingGeneralAndAdministration,annualGainsLossesNotAffectingRetainedEarnings,annualInvestmentsAndAdvances,annualOperatingExpense,quarterlyTotalLiabilitiesNetMinorityInterest,annualCurrentDebt,annualCostOfRevenue,annualCashDividendsPaid,annualNetIncome,annualAccountsReceivable,quarterlyOtherNonCurrentLiabilities,annualCurrentAssets,quarterlyLongTermDebt,trailingPretaxIncome,annualSellingGeneralAndAdministration,annualOtherNonCurrentAssets,annualTotalAssets,annualRepurchaseOfCapitalStock,annualLongTermDebt,quarterlyOtherCurrentAssets,quarterlyStockholdersEquity,annualStockholdersEquity,trailingNetIncomeCommonStockholders,trailingNetOtherInvestingChanges,annualEbitda,annualDepreciationAndAmortization,annualCurrentLiabilities,quarterlyGoodwill,annualDilutedAverageShares,annualNetIncomeCommonStockholders,quarterlyInventory,annualCommonStockIssuance,annualOtherShortTermInvestments,annualOtherIntangibleAssets,annualRetainedEarnings,quarterlyAccountsReceivable,annualSaleOfInvestment,quarterlyInvestmentsAndAdvances,quarterlyOperatingIncome,annualChangeInAccountPayable,quarterlyRepurchaseOfCapitalStock,trailingChangesInAccountReceivables,quarterlyBasicEPS,trailingResearchAndDevelopment,trailingNetOtherFinancingCharges,quarterlyCurrentAccruedExpenses,trailingCommonStockIssuance,quarterlyPurchaseOfBusiness,trailingOtherIncomeExpense,trailingChangeInAccountPayable,annualResearchAndDevelopment,quarterlyNetIncomeContinuousOperations,trailingCashFlowFromContinuingFinancingActivities,quarterlyOperatingCashFlow,annualDeferredIncomeTax,quarterlyChangeInInventory,quarterlyCommonStockIssuance,trailingOtherNonCashItems,quarterlyDepreciationAndAmortization,trailingSaleOfInvestment,quarterlyNetOtherInvestingChanges,quarterlyChangeInCashSupplementalAsReported,quarterlyTaxProvision,trailingRepurchaseOfCapitalStock,quarterlyCapitalExpenditure,annualIncomeTaxPayable,quarterlyStockBasedCompensation,trailingStockBasedCompensation,quarterlyCashDividendsPaid,quarterlySellingGeneralAndAdministration,trailingPurchaseOfInvestment,trailingDilutedEPS,quarterlyFreeCashFlow,quarterlyDilutedAverageShares,trailingBasicEPS,quarterlyBasicAverageShares,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,quarterlyDilutedEPS,quarterlyTotalRevenue,quarterlyEbitda,quarterlyIncomeTaxPayable,quarterlyOtherIncomeExpense,trailingCashDividendsPaid,annualChangesInAccountReceivables,trailingDilutedAverageShares,trailingDepreciationAndAmortization,trailingChangeInInventory,quarterlyNetIncome,quarterlyGrossProfit,quarterlyPretaxIncome,trailingDeferredIncomeTax,quarterlyCostOfRevenue,annualCurrentAccruedExpenses,quarterlyChangesInAccountReceivables,quarterlyChangeInWorkingCapital,quarterlyCashFlowFromContinuingFinancingActivities,trailingChangeInWorkingCapital,quarterlyRepaymentOfDebt,quarterlyDeferredIncomeTax,quarterlyNetOtherFinancingCharges,quarterlyResearchAndDevelopment,quarterlyEndCashPosition,trailingBasicAverageShares,quarterlySaleOfInvestment,quarterlyNetIncomeCommonStockholders,quarterlyBeginningCashPosition,quarterlyChangeInAccountPayable,quarterlyInvestingCashFlow,quarterlyOtherNonCashItems,quarterlyOperatingExpense
1341014400,5435149000.0,,5425613000.0,,369956000.0,,,,,,,,,,,,,,1989295000.0,,89686000.0,,,5856055000.0,156853000.0,257617000.0,,,760947000.0,,,,,,,,,,,,,,,436125000.0,,,,,7345816000.0,,,9536000.0,,,,,,,,,,,,,,,,,,,,,11801027000.0,16718856000.0,,8898211000.0,,,,,,,,14458041000.0,,31176897000.0,,,,,20699238000.0,,,,,,0.0,,8090644000.0,,,,,,,33661000.0,10139430000.0,,,,,,,577664000.0,,,175801000.0,,,,,5128008000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1356912000,6725419000.0,,6716913000.0,-3339814000.0,362265000.0,,,-1205578000.0,185374000.0,6725419000.0,2409715000.0,-31620000.0,,16774905000.0,2373242000.0,,0.564125,0.57292,2373242000.0,-565954000.0,97186000.0,239375000.0,3578820000.0,0.0,48780000.0,5754252000.0,3720102524.0,0.0,540655000.0,5457812000.0,223304000.0,,2521941000.0,-245782000.0,,-403441000.0,,-457458000.0,,,3578820000.0,362265000.0,,520791000.0,,,,520791000.0,4507488000.0,,-411505000.0,8506000.0,-5215885000.0,-1205578000.0,540655000.0,,1250343000.0,577664000.0,-929321000.0,,97186000.0,,,19765008000.0,,,0.0,385440000.0,4507488000.0,10884353000.0,,,12475474000.0,20437890000.0,6711990000.0,10884353000.0,6008074000.0,1726455000.0,2136501000.0,153049000.0,23359827000.0,6716913000.0,-3743255000.0,16774905000.0,,37212795000.0,,,,683260000.0,23359827000.0,48780000.0,17355293000.0,-523193000.0,2131459000.0,12018459000.0,0.0,20437890000.0,9996359000.0,,709644000.0,0.0,37212795000.0,,9996359000.0,0.0,13509824000.0,13509824000.0,,,3019231000.0,273986000.0,12475474000.0,577664000.0,3778575045.0,2131459000.0,185374000.0,2271158000.0,8506000.0,5754252000.0,6008074000.0,12018459000.0,43234000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1372550400,12818553000.0,,12807201000.0,,393831000.0,,,,,,,,,,,,,,2419003000.0,,97219000.0,,,4324379000.0,154893000.0,6070011000.0,,,1602067000.0,,,,,,,,,,,,2419003000.0,,,532217000.0,,,,,4531259000.0,,,11352000.0,,,,,,,,,,,,,,,,,,,,,14731030000.0,28345833000.0,,17908290000.0,7173088000.0,,,,,,,19446814000.0,,47792647000.0,,,,,32639320000.0,,,,,,0.0,,16977819000.0,,,,,,,11352000.0,14825516000.0,,,,,,,577664000.0,,,229552000.0,,,,,13349324000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1388448000,8126386000.0,,8115820000.0,-3258707000.0,394807000.0,,,-1373787000.0,163427000.0,8126386000.0,3735100000.0,21947000.0,,22971021000.0,2526150000.0,,0.702157,0.712552,2526150000.0,-100895000.0,97219000.0,409330000.0,3899937000.0,500000000.0,236449000.0,6580429000.0,3890191487.0,0.0,4723121000.0,6870095000.0,286560000.0,,3192660000.0,-794166000.0,,-380515000.0,,100218000.0,,,3899937000.0,394807000.0,,638802000.0,,,,638802000.0,5900211000.0,,-3030783000.0,10566000.0,-6297201000.0,-1373787000.0,4723121000.0,,1135420000.0,577664000.0,-737890000.0,,97219000.0,,,27191939000.0,,,162000.0,499379000.0,5900211000.0,13438017000.0,,,20964558000.0,27865616000.0,8151340000.0,13438017000.0,7965866000.0,2791764000.0,2693281000.0,191315000.0,34402575000.0,8115820000.0,-3639222000.0,22971021000.0,,50836637000.0,,,,943336000.0,34402575000.0,236449000.0,23456839000.0,-699974000.0,2772145000.0,9729734000.0,0.0,27865616000.0,12400128000.0,,1016589000.0,500000000.0,50836637000.0,,12400128000.0,162000.0,16180825000.0,16180825000.0,,,3772008000.0,292788000.0,20964558000.0,577664000.0,3947979674.0,2772145000.0,163427000.0,293000.0,10566000.0,6580429000.0,7965866000.0,9729734000.0,331761000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1404086400,9304912000.0,,9283695000.0,,381228000.0,,,,,,,,,,,,,,2581134000.0,,97310000.0,,,0.0,3289547000.0,6466407000.0,,,6720713000.0,,,,,,,,,,,,2581134000.0,,,671674000.0,,,,,9649098000.0,,,21217000.0,,,,,,,,,,,,,,,,,,,,,30734191000.0,32583593000.0,,12886598000.0,8943162000.0,,,,,,,28285489000.0,,60869082000.0,,,,,43620789000.0,,,,,,-1235346000.0,,11829796000.0,,,,,,,0.0,17010705000.0,,,,,,,577664000.0,,,177309000.0,,,,,11824270000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1419984000,7469624000.0,,7452448000.0,-1688938000.0,389477000.0,,,-1691431000.0,160289000.0,7469624000.0,4743092000.0,3138000.0,,32249500000.0,3100322000.0,,0.874773,0.887067,3100322000.0,-1875003000.0,100310000.0,301168000.0,4791753000.0,0.0,587269000.0,6731632000.0,3897751174.0,0.0,7438135000.0,8161250000.0,422013000.0,,4047594000.0,-323807000.0,,-514487000.0,,-2091319000.0,,,4791753000.0,389477000.0,,735808000.0,,,,735808000.0,11141228000.0,,-1507621000.0,17176000.0,-5461372000.0,-1691431000.0,7438135000.0,,-607988000.0,577664000.0,185230000.0,,100310000.0,,,34439575000.0,,,0.0,659716000.0,11141228000.0,15360373000.0,,,31221072000.0,34329607000.0,7505128000.0,15360373000.0,10615574000.0,3747585000.0,3387878000.0,-249000.0,46581445000.0,7452448000.0,-2203425000.0,32249500000.0,,66579107000.0,,,,995507000.0,46581445000.0,587269000.0,29696483000.0,-895251000.0,3457410000.0,13896215000.0,0.0,34329607000.0,14231608000.0,,1033140000.0,0.0,66579107000.0,,14231608000.0,0.0,19830096000.0,19830096000.0,,,4789988000.0,320381000.0,31221072000.0,577664000.0,3952435847.0,3457410000.0,160289000.0,1441000.0,17176000.0,6731632000.0,10615574000.0,13896215000.0,282277000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1435622400,9790436000.0,,9762905000.0,,394495000.0,,,,,,,,,,,,,,3118286000.0,,100310000.0,,,261017000.0,1111503000.0,6700492000.0,,,6894602000.0,,,,,,,,,,,,3118286000.0,,,751450000.0,,,,,11623758000.0,,,27531000.0,,,,,,,,,,,,,,,,,,,,,33934632000.0,35098126000.0,,17867578000.0,11744406000.0,,,,,,,37860387000.0,,72958513000.0,,,,,51802210000.0,,,,,,0.0,,16718548000.0,,,,,,,0.0,20992492000.0,,,,,,,577664000.0,,,66911000.0,,,,,12127907000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1451520000,8051004000.0,,8015187000.0,300096000.0,367242000.0,,,-1878070000.0,108835000.0,8051004000.0,5029774000.0,51454000.0,,37657231000.0,3041806000.0,,1.022101,1.031097,3041806000.0,-1366830000.0,101408000.0,30372000.0,4919876000.0,0.0,808197000.0,6230227000.0,4027991701.0,0.0,0.0,7505128000.0,548893000.0,,4756155000.0,-145273000.0,,-447463000.0,,-935204000.0,,,4919876000.0,367242000.0,,738610000.0,,,,738610000.0,13869867000.0,,-4075969000.0,35817000.0,-3957998000.0,-1878070000.0,0.0,,674340000.0,577664000.0,8646000.0,,101408000.0,,,37913159000.0,,,291000.0,654526000.0,13869867000.0,18073587000.0,,,30743970000.0,32407304000.0,8014873000.0,18073587000.0,13506581000.0,4188815000.0,4101629000.0,136019000.0,48817557000.0,8015187000.0,-147367000.0,37657231000.0,,70064535000.0,,,,840959000.0,48817557000.0,808197000.0,32883385000.0,-1210310000.0,4153072000.0,20591878000.0,0.0,32407304000.0,16965016000.0,,995527000.0,0.0,70064535000.0,,16965016000.0,291000.0,21146716000.0,21146716000.0,,,5646059000.0,341011000.0,30743970000.0,577664000.0,4063395970.0,4153072000.0,108835000.0,9895000.0,35817000.0,6230227000.0,13506581000.0,20591878000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1467244800,14131700000.0,,14095883000.0,,346627000.0,,,,,,,,,,,,,,2936282000.0,,112203000.0,,,0.0,1281981000.0,5758499000.0,,,0.0,,,,,,,,,,,,2936282000.0,,,721591000.0,,,,,13526173000.0,,,35817000.0,,,,,,,,,,,,,,,,,,,,,34700908000.0,36823662000.0,,19553508000.0,17856731000.0,,,,,,,42362694000.0,,79186356000.0,,,,,54254416000.0,,,,,,0.0,,18482901000.0,,,,,,,0.0,24829805000.0,,,,,,,577664000.0,,,77558000.0,,,,,19722263000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1483142400,11521693000.0,,11484652000.0,2867339000.0,348891000.0,,,-2063304000.0,131365000.0,11521693000.0,5982878000.0,-22530000.0,,46030725000.0,2808858000.0,,1.197416,1.197416,2808858000.0,-6461684000.0,112203000.0,541831000.0,4872162000.0,0.0,1455620000.0,5409530000.0,4284372754.0,0.0,29000144000.0,8025910000.0,640142000.0,,6011720000.0,-94349000.0,,-247679000.0,,-5690531000.0,,,4872162000.0,348891000.0,,699088000.0,,,,699088000.0,19403741000.0,,-1797945000.0,37041000.0,-2018878000.0,-2063304000.0,29000144000.0,,3674475000.0,577664000.0,31733000.0,,112203000.0,,,46207508000.0,,,430000.0,1004504000.0,19403741000.0,20788013000.0,,,39716114000.0,40143720000.0,11484194000.0,20788013000.0,20039938000.0,4946233000.0,5007216000.0,-144000.0,60504127000.0,11484652000.0,2619660000.0,46030725000.0,,86174445000.0,,,,1036645000.0,60504127000.0,1455620000.0,40224630000.0,-1403358000.0,5130066000.0,24129401000.0,0.0,40143720000.0,19737895000.0,,1106084000.0,0.0,86174445000.0,,19737895000.0,430000.0,25447958000.0,25447958000.0,,,7013215000.0,361353000.0,39716114000.0,577664000.0,4284372754.0,5130066000.0,131365000.0,4809959000.0,37041000.0,5409530000.0,20039938000.0,24129401000.0,19500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1498780800,11249424000.0,,11210638000.0,,402438000.0,,,,,,,,,,,,,,3685055000.0,,112203000.0,,,0.0,5189057000.0,5629996000.0,,,28817594000.0,,,,,,,,,,,,3685055000.0,,,730078000.0,,,,,17464000000.0,,,38786000.0,,,,,,,,,,,,,,,,,,,,,45381001000.0,45982889000.0,,23690317000.0,21725474000.0,,,,,,,51587665000.0,,97570554000.0,,,,,69071318000.0,,,,,,0.0,,22555901000.0,,,,,,,0.0,28217191000.0,,,,,,,577664000.0,,,168126000.0,,,,,30911401000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1514678400,17676545000.0,,17593203000.0,-4845706000.0,446655000.0,,,-2409111000.0,214039000.0,17676545000.0,7615030000.0,-83878000.0,,63040636000.0,4210112000.0,,1.1885,1.1885,4210112000.0,-5340464000.0,126229000.0,871236000.0,6619223000.0,,6478947000.0,5748968000.0,4619529000.0,,,11484194000.0,1024486000.0,,6789966000.0,-217415000.0,,-1466704000.0,,-4800189000.0,,,6619223000.0,446655000.0,,809431000.0,,,,809431000.0,18718385000.0,,-7757249000.0,83342000.0,-10842686000.0,-2409111000.0,,,5607021000.0,577664000.0,108379000.0,,126229000.0,,,50152524000.0,,,,1255662000.0,18718385000.0,28057081000.0,,,51998281000.0,55477637000.0,17570868000.0,28057081000.0,24036238000.0,6318736000.0,5534304000.0,-21877000.0,80055362000.0,17593203000.0,-6312410000.0,63040636000.0,,118518273000.0,,,,1296294000.0,80055362000.0,6478947000.0,42537494000.0,-1481086000.0,5490091000.0,33115504000.0,,55477637000.0,26798496000.0,,1394668000.0,,118518273000.0,,26798496000.0,,38087629000.0,38087629000.0,,,8178036000.0,363584000.0,51998281000.0,577664000.0,4619529000.0,5490091000.0,214039000.0,6307337000.0,83342000.0,5748968000.0,24036238000.0,33115504000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1530316800,19091473000.0,,19045090000.0,,434124000.0,,,,,,,,,,,,,,4198729000.0,,126229000.0,,,,3634634000.0,5568080000.0,,,,,,,,,,,,,,,4198729000.0,,,796821000.0,,,,,20004705000.0,,,46383000.0,,,,,,,,,,,,,,,,,,,,,51408379000.0,62597127000.0,,40631207000.0,,,,,,,,68959571000.0,,131556698000.0,,,,,92039586000.0,,,,,,,,39398092000.0,,,,,,,1638771000.0,38994134000.0,,,,,,,577664000.0,,,1953629000.0,,,,,26070110000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1546214400,17970029000.0,,17924218000.0,-1924595000.0,427087000.0,,,-2600786000.0,2629714000.0,17970029000.0,8696421000.0,-1615675000.0,,75859423000.0,4516838000.0,,0.8913,0.8913,4516838000.0,-3902376000.0,126229000.0,1520972000.0,7117624000.0,,2795832000.0,4463335000.0,5049157000.0,,,17570868000.0,1735354000.0,,6205505000.0,-93331000.0,,-808477000.0,,-6953970000.0,,,7117624000.0,427087000.0,,740010000.0,,,,740010000.0,20594523000.0,,-12860494000.0,45811000.0,-8933028000.0,-2600786000.0,,,702549000.0,577664000.0,4203413000.0,,126229000.0,,,55626304000.0,,,2349510000.0,1648872000.0,20594523000.0,39413852000.0,,,53629989000.0,60262668000.0,17924196000.0,39413852000.0,26520870000.0,7444332000.0,4556633000.0,20824000.0,93043841000.0,17924218000.0,-2733072000.0,75859423000.0,,136122091000.0,,,,1252089000.0,93043841000.0,2795832000.0,46929883000.0,-1767205000.0,4517148000.0,25321390000.0,,60262668000.0,38244913000.0,,1396594000.0,,136122091000.0,,38244913000.0,2349510000.0,42332836000.0,42332836000.0,,,8322895000.0,382036000.0,53629989000.0,577664000.0,5049157000.0,4500148000.0,2629714000.0,0.0,45811000.0,4463335000.0,26520870000.0,25321390000.0,39389000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561852800,21095725000.0,663749000.0,21035490000.0,,430311000.0,,,,,,,,,,,-19638295000.0,,,4687477000.0,,126229000.0,,,,6941033000.0,4370332000.0,,,,,,-965870000.0,,,1999235000.0,,-3991005000.0,,,4980568000.0,4687477000.0,,2297017000.0,796440000.0,-3850912000.0,19043198000.0,1490952000.0,,21120970000.0,5028137000.0,,60235000.0,,,,,,,,8943785000.0,,56063191000.0,47119406000.0,,7452833000.0,,,,,,1602591000.0,-302121000.0,60283769000.0,67257423000.0,,40848807000.0,28775288000.0,,,,,,,79345619000.0,21340215000.0,146603042000.0,1543879000.0,,,,101132576000.0,,,,,,,,39548641000.0,6630728000.0,,,,,,,44605323000.0,,4839473000.0,38649000.0,,,,577664000.0,,,2473938000.0,,,,,25755890000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
