date,annualNetOtherInvestingChanges,quarterlyGoodwill,quarterlyAccountsReceivable,quarterlyTotalNonCurrentAssets,quarterlyCurrentAccruedExpenses,trailingNetIncome,annualGoodwill,annualTotalAssets,quarterlyCostOfRevenue,trailingPretaxIncome,annualTotalLiabilitiesNetMinorityInterest,quarterlyTotalAssets,trailingChangeInWorkingCapital,annualNetIncome,quarterlyLongTermDebt,annualRetainedEarnings,annualAccountsReceivable,quarterlyFreeCashFlow,annualGainsLossesNotAffectingRetainedEarnings,annualPurchaseOfInvestment,trailingOperatingIncome,trailingInvestingCashFlow,annualAccountsPayable,annualCostOfRevenue,annualOperatingIncome,quarterlySellingGeneralAndAdministration,annualInvestingCashFlow,trailingTotalRevenue,annualLongTermDebt,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,annualCashDividendsPaid,quarterlyBasicAverageShares,annualEndCashPosition,annualFreeCashFlow,annualPretaxIncome,trailingEndCashPosition,quarterlyDepreciationAndAmortization,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingTaxProvision,trailingPurchaseOfInvestment,quarterlyOtherNonCurrentLiabilities,annualOtherNonCashItems,annualOtherCurrentAssets,quarterlyCurrentDebt,annualDepreciationAndAmortization,annualCashAndCashEquivalents,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,annualStockholdersEquity,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyNetIncomeCommonStockholders,annualInvestmentsAndAdvances,annualTaxProvision,quarterlyOtherIncomeExpense,trailingSaleOfInvestment,quarterlyNetOtherFinancingCharges,quarterlyInventory,quarterlyGrossProfit,annualCurrentAccruedExpenses,trailingOperatingCashFlow,quarterlyInvestmentsAndAdvances,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNonCurrentDeferredTaxesLiabilities,annualOperatingCashFlow,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOperatingExpense,annualOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,annualOtherShortTermInvestments,annualCommonStockIssuance,quarterlyCashDividendsPaid,annualSaleOfInvestment,annualBasicAverageShares,annualRepurchaseOfCapitalStock,quarterlyDilutedEPS,annualOtherNonCurrentAssets,annualCurrentAssets,annualCurrentLiabilities,annualNetPPE,trailingNetOtherInvestingChanges,annualEbitda,trailingNetIncomeCommonStockholders,quarterlyDilutedAverageShares,annualGrossPPE,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,quarterlyStockholdersEquity,annualBasicEPS,annualOtherNonCurrentLiabilities,quarterlyNetOtherInvestingChanges,quarterlyChangeInInventory,annualRepaymentOfDebt,annualChangeInCashSupplementalAsReported,annualBeginningCashPosition,trailingGrossProfit,trailingCapitalExpenditure,trailingDeferredIncomeTax,quarterlySaleOfInvestment,trailingOtherIncomeExpense,quarterlyRepaymentOfDebt,quarterlyOtherIntangibleAssets,trailingInterestExpense,trailingRepaymentOfDebt,annualSellingGeneralAndAdministration,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherCurrentAssets,trailingCashFlowFromContinuingFinancingActivities,quarterlyAccountsPayable,annualTotalNonCurrentAssets,annualOtherIncomeExpense,quarterlyBeginningCashPosition,trailingChangeInCashSupplementalAsReported,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCapitalStock,quarterlyCashAndCashEquivalents,quarterlyBasicEPS,quarterlyTotalRevenue,quarterlyCapitalExpenditure,trailingNetOtherFinancingCharges,trailingDepreciationAndAmortization,quarterlyEbitda,annualNetOtherFinancingCharges,annualChangeInInventory,quarterlyOperatingIncome,annualCashFlowFromContinuingFinancingActivities,annualCurrentDebt,trailingOtherNonCashItems,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,annualCapitalExpenditure,annualDilutedAverageShares,annualNetIncomeContinuousOperations,annualOperatingExpense,quarterlyOtherNonCashItems,annualTotalRevenue,annualCapitalStock,quarterlyChangeInCashSupplementalAsReported,annualDeferredIncomeTax,quarterlyOperatingCashFlow,quarterlyGrossPPE,quarterlyPretaxIncome,trailingCostOfRevenue,trailingFreeCashFlow,annualInterestExpense,trailingBeginningCashPosition,annualDilutedEPS,quarterlyCurrentAssets,trailingCashDividendsPaid,quarterlyCurrentLiabilities,annualNonCurrentDeferredTaxesLiabilities,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,annualAccumulatedDepreciation,quarterlyRetainedEarnings,annualInventory,quarterlyTaxProvision,quarterlyNetPPE,quarterlyRepurchaseOfCapitalStock,annualGrossProfit,trailingOperatingExpense,quarterlyOtherCurrentLiabilities,trailingNetIncomeContinuousOperations,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,annualChangeInWorkingCapital,quarterlyChangeInAccountPayable,annualNonCurrentDeferredRevenue,annualChangeInAccountPayable,trailingSellingGeneralAndAdministration,trailingDilutedAverageShares,annualResearchAndDevelopment,annualStockBasedCompensation,quarterlyStockBasedCompensation,quarterlyPurchaseOfBusiness,trailingBasicEPS,trailingCommonStockIssuance,annualIncomeTaxPayable,trailingChangeInAccountPayable,trailingStockBasedCompensation,quarterlyResearchAndDevelopment,trailingBasicAverageShares,trailingChangeInInventory,quarterlyChangesInAccountReceivables,trailingResearchAndDevelopment,annualChangesInAccountReceivables,quarterlyIncomeTaxPayable,trailingRepurchaseOfCapitalStock,quarterlyCurrentDeferredRevenue,trailingChangesInAccountReceivables,annualCurrentDeferredRevenue,annualPurchaseOfBusiness,trailingPurchaseOfBusiness,trailingDilutedEPS,quarterlyNonCurrentDeferredRevenue
1990-12-31,,,,,,,,,,,,,,571300000.0,,,,,,,,,,,4800100000.0,,,,,124600000.0,124600000.0,,,,,,,,,,,,,,,,,,,,,,117400000.0,,,,,,,,,,,,,,,,,,,,,,,423671875.0,,,,,,,,4800100000.0,,,,542300000.0,,,1.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1210900000.0,,,,1210900000.0,,,1210900000.0,,,,,,,423671875.0,571300000.0,,,4800100000.0,,,,,,,,,,,1.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160800000.0,160800000.0,,420547945.0,,,,,,,,,,,,,,,,,,,,153500000.0,,,,,,,,,,,,,,,,,,,,,,,,,0.365,,,,,,,,420547945.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.365,1416300000.0,,,,1416300000.0,,,1416300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122200000.0,122200000.0,,417818182.0,,,,,,,,,,,,,,,,,,,,114900000.0,,,,,,,,,,,,,,,,,,,,,,,,,0.275,,,,,,,,417818182.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.275,1151000000.0,,,,1151000000.0,,,1151000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171800000.0,171800000.0,,432894737.0,,,,,,,,,,,,,,,,,,,,164500000.0,,,,,,,,,,,,,,,,,,,,,,,,,0.38,,,,,,,,432894737.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,1258600000.0,,,,1258600000.0,,,1258600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-12-31,,,,,,,,,,,,,,544300000.0,,,,,,,,,,,5093200000.0,,,,,89500000.0,89500000.0,,,,,,,,,,,,,,,,,,,,,,82300000.0,,,,,,,,,,,,,,,,,,,,,,,424115226.0,,,,,,,,5093200000.0,,,,515300000.0,,,1.215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1267400000.0,,,,1267400000.0,,,1267400000.0,,,,,,,424115226.0,544300000.0,,,5093200000.0,,,,,,,,,,,1.215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186300000.0,186300000.0,,441975309.0,,,,,,,,,,,,,,,,,,,,179000000.0,,,,,,,,,,,,,,,,,,,,,,,,,0.405,,,,,,,,441975309.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.405,1514100000.0,,,,1514100000.0,,,1514100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87400000.0,87400000.0,,421052632.0,,,,,,,,,,,,,,,,,,,,80000000.0,,,,,,,,,,,,,,,,,,,,,,,,,0.19,,,,,,,,421052632.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,1191600000.0,,,,1191600000.0,,,1191600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138100000.0,138100000.0,,438983051.0,,,,,,,,,,,,,,,,,,,,129500000.0,,,,,,,,,,,,,,,,,,,,,,,,,0.295,,,,,,,,438983051.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.295,1249300000.0,,,,1249300000.0,,,1249300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-12-31,,,,,,,,,,,,,,504100000.0,,,,,,,,,,,5356800000.0,,,,,92300000.0,92300000.0,,,,,,,,,,,,,,,,,,,,,,83700000.0,,,,,,,,,,,,,,,,,,,,,,,435207373.0,,,,,,,,5356800000.0,,,,472200000.0,,,1.085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1401800000.0,,,,1401800000.0,,,1401800000.0,,,,,,,435207373.0,504100000.0,,,5356800000.0,,,,,,,,,,,1.085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215400000.0,210000000.0,,454065934.0,,,,,,,,,,,,,,,,,,,,206600000.0,,,,,,,,,,,,,,,,,,,,,,,,,0.455,,,,,,,,454065934.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.455,1594700000.0,,,,1594700000.0,,,1594700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119800000.0,119800000.0,,448979592.0,,,,,,,,,,,,,,,,,,,,110000000.0,,,,,,,,,,,,,,,,,,,,,,,,,0.245,,,,,,,,448979592.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.245,1246300000.0,,,,1246300000.0,,,1246300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192200000.0,192200000.0,,461772152.0,,,,,,,,,,,,,,,,,,,,182400000.0,,,,,,,,,,,,,,,,,,,,,,,,,0.395,,,,,,,,461772152.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.395,1402000000.0,,,,1402000000.0,,,1402000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-12-31,,,,,,,,,,,,,,600900000.0,,,,,,,,,,,5705600000.0,,,,,73500000.0,73500000.0,,,,,,,,,,,,,,,,,,,,,,63700000.0,,,,,,,,,,,,,,,,,,,,,,,450240000.0,,,,,,,,5705600000.0,,,,562800000.0,,,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1462500000.0,,,,1462500000.0,,,1462500000.0,,,,,,,450240000.0,595500000.0,,,5705600000.0,,,,,,,,,,,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-03-31,,,769500000.0,14979700000.0,877700000.0,,,,627800000.0,,,16573700000.0,,,5651500000.0,,,498600000.0,,,,,,,,,,,,230100000.0,230100000.0,,489574468.0,,,,,,,,,,,,247100000.0,,,,129100000.0,,324500000.0,-198100000.0,230100000.0,,,1200000.0,,2100000.0,282700000.0,1166600000.0,,,,2584100000.0,10704200000.0,3170000000.0,,,697200000.0,,,,,-131700000.0,,,,0.47,,,,,,,,489574468.0,,,,5869500000.0,,,6700000.0,175700000.0,,,,,,,,,,,,,,,93100000.0,,385000000.0,,,46900000.0,,324500000.0,4411200000.0,324500000.0,0.47,1794400000.0,-204800000.0,,,648500000.0,,,469400000.0,,,,-227700000.0,-4874600000.0,,,,,179200000.0,,,277700000.0,,703400000.0,15708000000.0,350600000.0,,,,,,1594000000.0,,1509800000.0,,334800000.0,45200000.0,,1458400000.0,,120500000.0,10833400000.0,-45000000.0,,,247100000.0,,103500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-06-30,,,575100000.0,15181500000.0,290900000.0,,,,322200000.0,,,16746500000.0,,,5427900000.0,,,-682700000.0,,,,,,,,,,,,129900000.0,129900000.0,,490188679.0,,,,,,,,,8597700000.0,,,1186000000.0,,,,133800000.0,,156600000.0,-307700000.0,129900000.0,,,1300000.0,,-3400000.0,390600000.0,956100000.0,,,,2655300000.0,10879300000.0,3243900000.0,,,635300000.0,,,,,-132100000.0,,,,0.265,,,,,,,,490188679.0,,,,5867200000.0,,,-59800000.0,-107900000.0,,,,,,,,,,,,,,,312700000.0,,381900000.0,,,324500000.0,,156600000.0,4411200000.0,156600000.0,0.265,1278300000.0,-247900000.0,,,495800000.0,,,320800000.0,,,,574700000.0,-4980400000.0,,,,,174900000.0,,,-167900000.0,,-434800000.0,15871400000.0,197900000.0,,,,,,1565000000.0,,1858800000.0,,-745900000.0,53800000.0,,1456000000.0,,68000000.0,10891000000.0,0.0,,,1186000000.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-09-30,,,525900000.0,15261100000.0,372200000.0,,,,314100000.0,,,16626100000.0,,,5329800000.0,,,243400000.0,,,,,,,,,,,,187200000.0,187200000.0,,492631579.0,,,,,,,,,8540600000.0,,,1041100000.0,,,,136400000.0,,64200000.0,-223600000.0,187200000.0,,,2200000.0,,-8500000.0,466500000.0,1060900000.0,,,,2668900000.0,10703900000.0,3297300000.0,,,652000000.0,,,,,-132100000.0,,,,0.38,,,,,,,,492631579.0,,,,5922200000.0,,,-8000000.0,-75900000.0,,,,,,,,,,,,,,,203900000.0,,332400000.0,,,156600000.0,,64200000.0,4411200000.0,64200000.0,0.38,1375000000.0,-215600000.0,,,594200000.0,,,408900000.0,,,,-327800000.0,-5059800000.0,,,,,185300000.0,,,-92500000.0,,459000000.0,15988100000.0,284200000.0,,,,,,1365000000.0,,1745700000.0,,100600000.0,47600000.0,,1511100000.0,,97000000.0,10928300000.0,0.0,,,1041100000.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-12-31,-62200000.0,,605100000.0,15360500000.0,432200000.0,,,16717400000.0,455600000.0,,10721200000.0,16717400000.0,,679000000.0,5180700000.0,1510000000.0,605100000.0,173800000.0,,,,,433500000.0,1719700000.0,1476600000.0,,-1002500000.0,,5180700000.0,131800000.0,131800000.0,-528100000.0,,67900000.0,233100000.0,991600000.0,,,,,,8452000000.0,718100000.0,62600000.0,991300000.0,,67900000.0,,138700000.0,5996200000.0,67900000.0,-273100000.0,131800000.0,,312600000.0,1700000.0,,31500000.0,417200000.0,1012400000.0,432200000.0,,,2673600000.0,10721200000.0,3317900000.0,1231800000.0,,734900000.0,,67900000.0,,253500000.0,-132200000.0,58400000.0,488941588.0,-120000000.0,,2673600000.0,1356900000.0,1856900000.0,11098200000.0,,2194800000.0,,,16245300000.0,679000000.0,-100000.0,5996200000.0,1.39,8452000000.0,-1100000.0,49300000.0,,-3500000.0,71400000.0,,,,,,,,,,,,62600000.0,,433500000.0,15360500000.0,6400000.0,64200000.0,,67900000.0,4486200000.0,67900000.0,,1468000000.0,-330400000.0,,,456300000.0,21700000.0,41200000.0,277500000.0,-232800000.0,991300000.0,,-252000000.0,-5147100000.0,-998700000.0,488941588.0,679000000.0,2719500000.0,178700000.0,5915800000.0,4486200000.0,-20800000.0,138900000.0,504200000.0,16245300000.0,159000000.0,,,538000000.0,,1.39,1356900000.0,,1856900000.0,3317900000.0,182200000.0,-7700000.0,-5147100000.0,1510000000.0,417200000.0,27200000.0,11098200000.0,-75000000.0,4196100000.0,,-100000.0,,150000000.0,,-128300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995-03-31,,,657600000.0,15454100000.0,687800000.0,,,,552300000.0,,,16765200000.0,,,5264600000.0,,,549800000.0,,,,,,,,,,,,212600000.0,212600000.0,,488735632.0,,,,,,,,,,,,603000000.0,,,,135300000.0,,131100000.0,-164700000.0,212600000.0,,,2000000.0,,100000.0,317600000.0,1121600000.0,,,,2709800000.0,10688600000.0,3320400000.0,,,680300000.0,,,,,-132100000.0,,,,0.435,,,,,,,,488735632.0,,,,6076600000.0,,,-15400000.0,99600000.0,,,,,,,,,,,,,,,52100000.0,,373200000.0,,,67900000.0,,131100000.0,4486200000.0,131100000.0,0.435,1673900000.0,-149300000.0,,,625400000.0,,,441300000.0,,,,-471100000.0,-5229300000.0,,,,,183900000.0,,,63300000.0,,699100000.0,16309500000.0,319400000.0,,,,,,1311100000.0,,1664000000.0,,335300000.0,16500000.0,,1590500000.0,,106800000.0,11080200000.0,,,,603000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995-06-30,,,530900000.0,15474200000.0,354800000.0,,,,376200000.0,,,16982200000.0,,,5235400000.0,,,-367500000.0,,,,,,,,,,,,110700000.0,110700000.0,,492000000.0,,,,,,,,,8641800000.0,,,1125900000.0,,,,138100000.0,,77700000.0,-279000000.0,110700000.0,,,1600000.0,,6700000.0,406900000.0,952500000.0,,,,2832000000.0,10927000000.0,3351800000.0,,,663700000.0,,,,,-132200000.0,,,,0.225,,,,,,,,492000000.0,,,,6055200000.0,,,-61100000.0,-89200000.0,,,,,,,,,,,,,,,364200000.0,,402200000.0,,,131100000.0,,77700000.0,4486200000.0,77700000.0,0.225,1328700000.0,-217900000.0,,,482700000.0,,,288800000.0,,,,375200000.0,-5328600000.0,,,,,194000000.0,,,-53400000.0,,-149600000.0,16461400000.0,166300000.0,,,,,,1508000000.0,,1882800000.0,,-518000000.0,21400000.0,,1569000000.0,,55600000.0,11132800000.0,,,,-100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995-09-30,,,571600000.0,15539000000.0,429000000.0,,,,379900000.0,,,17003600000.0,,,5234500000.0,,,328300000.0,,,,,,,,,,,,186800000.0,186800000.0,,491578947.0,,,,,,,,,8714200000.0,,,888300000.0,,,,138000000.0,,66800000.0,-191500000.0,186800000.0,,,3000000.0,,53200000.0,456800000.0,1112200000.0,,,,2789700000.0,10833800000.0,3419900000.0,,,689600000.0,,,,,-132100000.0,,,,0.38,,,,,,,,491578947.0,,,,6169800000.0,,,-22000000.0,-50000000.0,,,,,,,,,,,,,,,241800000.0,,404800000.0,,,77700000.0,,66800000.0,4546200000.0,66800000.0,0.38,1492100000.0,-169500000.0,,,604900000.0,,,422600000.0,,,,-317200000.0,-5324900000.0,,,,,182400000.0,,,-11000000.0,,497800000.0,16482200000.0,297900000.0,,,,,,1464600000.0,,1722100000.0,,131100000.0,64400000.0,,1623600000.0,,111100000.0,11157300000.0,,,,888300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995-12-31,-29400000.0,,748500000.0,15611300000.0,413800000.0,,,17171400000.0,544800000.0,,11041500000.0,17171400000.0,,662300000.0,5189800000.0,1643800000.0,748500000.0,204700000.0,,-81300000.0,,,567800000.0,1853300000.0,1511700000.0,,-888300000.0,,5189800000.0,152300000.0,152300000.0,-528500000.0,,76200000.0,715300000.0,1016300000.0,,,,,,8727400000.0,749200000.0,90100000.0,940200000.0,,76200000.0,,134500000.0,6129900000.0,76200000.0,-253100000.0,152300000.0,,354000000.0,1400000.0,,0.0,398400000.0,1122100000.0,413800000.0,,,2866100000.0,11041500000.0,3486900000.0,1492900000.0,,763000000.0,,76200000.0,,,-132100000.0,,489395860.0,-60000000.0,,2866100000.0,1560100000.0,1921800000.0,11187400000.0,,2260900000.0,,,16627800000.0,662300000.0,940200000.0,6129900000.0,1.355,8727400000.0,69100000.0,58500000.0,,8400000.0,67900000.0,,,,,,,,,,,,90100000.0,,567800000.0,15611300000.0,8000000.0,66800000.0,,76200000.0,4486200000.0,76200000.0,,1666900000.0,-240900000.0,,,548000000.0,60000000.0,18900000.0,359100000.0,-596300000.0,940200000.0,,-183200000.0,-5440400000.0,-777600000.0,490384615.0,662300000.0,2799100000.0,188900000.0,6164100000.0,4486200000.0,9500000.0,145100000.0,445600000.0,16627800000.0,232800000.0,,,546000000.0,,1.355,1560100000.0,,1921800000.0,3486900000.0,57500000.0,42800000.0,-5440400000.0,1643800000.0,398400000.0,80500000.0,11187400000.0,,4310800000.0,,940200000.0,,,,5900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-03-31,,,889800000.0,15764000000.0,680800000.0,,,,672800000.0,,,17695100000.0,,,5110200000.0,,,580800000.0,,,,,,,,,,,,194100000.0,194100000.0,,491392405.0,,,,,,,,,,,,1114900000.0,,,,135500000.0,,546500000.0,-148100000.0,194100000.0,,,1300000.0,,-200000.0,236000000.0,1192900000.0,,,,2901800000.0,11503200000.0,3531900000.0,,,768800000.0,,,,,-132100000.0,,,,0.395,,,,,,,,491392405.0,,,,6191900000.0,,,-28500000.0,162300000.0,,,,,,,,,,,,,,,81600000.0,,526100000.0,,,76200000.0,,546500000.0,4486200000.0,546500000.0,0.395,1865700000.0,-119600000.0,,,607500000.0,,,424100000.0,,,,-82000000.0,-5559800000.0,,,,,183300000.0,,,470300000.0,,700400000.0,16706900000.0,295500000.0,,,,,,1931100000.0,,2321800000.0,,338200000.0,31500000.0,,1705800000.0,,101400000.0,11147100000.0,,,,1114900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-06-30,,,636900000.0,15100400000.0,317100000.0,,,,402500000.0,,,16943400000.0,,,4805800000.0,,,-207500000.0,,,,,,,,,,,,134500000.0,135400000.0,,489090909.0,,,,,,,,,8543000000.0,,,1020300000.0,,,,123200000.0,,54700000.0,-145400000.0,134500000.0,,,1200000.0,,208300000.0,337400000.0,933500000.0,,,,2321200000.0,10752700000.0,3556600000.0,,,623700000.0,,,,,-132200000.0,,,,0.275,,,,,,,,489090909.0,,,,6190700000.0,,,-46600000.0,-102600000.0,,,,,,,,,,,,,,,660400000.0,,490000000.0,,,546500000.0,,54700000.0,4482600000.0,54700000.0,0.275,1336000000.0,-98800000.0,,,456200000.0,,,309800000.0,,,,-223400000.0,-5694600000.0,,,,,146500000.0,,,-477500000.0,,-108700000.0,16805100000.0,191500000.0,,,,,,1843000000.0,,1827400000.0,,-490800000.0,12900000.0,,1708200000.0,,56100000.0,11110500000.0,,,,1020300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-09-30,,,560400000.0,15189700000.0,567300000.0,,,,394000000.0,,,17038400000.0,,,4796500000.0,,,245700000.0,,,,,,,,,,,,155800000.0,139300000.0,,486875000.0,,,,,,,,,8517800000.0,,,1033200000.0,,,,126100000.0,,454200000.0,110500000.0,155800000.0,,,-1900000.0,,-6800000.0,453800000.0,939900000.0,,,,2345700000.0,10941200000.0,3568600000.0,,,607200000.0,,,,,-130600000.0,,,,0.285,,,,,,,,546666667.0,,,,6097200000.0,,,320300000.0,-116400000.0,,,,,,,,,,,,,,,220400000.0,,445600000.0,,,54700000.0,,454200000.0,4422600000.0,454200000.0,0.32,1333900000.0,-209800000.0,,,500100000.0,,,332700000.0,,,,-166600000.0,-5823900000.0,,,,,167500000.0,,,399500000.0,,455500000.0,16991800000.0,209100000.0,,,,,,1848700000.0,,2046000000.0,,215000000.0,-19300000.0,,1674700000.0,,69800000.0,11167900000.0,-104500000.0,,,-100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-12-31,576700000.0,,699100000.0,15170900000.0,494800000.0,,,16915300000.0,567000000.0,,11020900000.0,16915300000.0,,611600000.0,4580200000.0,1586300000.0,699100000.0,229600000.0,,,,,590900000.0,2036200000.0,1347300000.0,,-9200000.0,,4580200000.0,127200000.0,127200000.0,-522600000.0,,278900000.0,848600000.0,877700000.0,,,,,,8387300000.0,667300000.0,57100000.0,1186100000.0,,278900000.0,,127300000.0,5894400000.0,278900000.0,173800000.0,127200000.0,,290300000.0,-2500000.0,,0.0,460800000.0,1007200000.0,494800000.0,,,2351900000.0,11020900000.0,3612100000.0,1434500000.0,,689400000.0,,278900000.0,,,-127700000.0,,484801510.0,-519000000.0,,2351900000.0,1744400000.0,2271800000.0,11179200000.0,,2014500000.0,,,17068300000.0,611600000.0,1186100000.0,5894400000.0,1.26,8387300000.0,331500000.0,-7000000.0,,216900000.0,62000000.0,,,,,,,,,,,,57100000.0,,590900000.0,15170900000.0,-1900000.0,454200000.0,,278900000.0,4308200000.0,278900000.0,,1574200000.0,-157700000.0,,,487800000.0,201300000.0,-63700000.0,317800000.0,-1208300000.0,1186100000.0,,-736300000.0,-5889100000.0,-585900000.0,507225131.0,587400000.0,2657800000.0,170000000.0,6041300000.0,4308200000.0,-175400000.0,64700000.0,387300000.0,17068300000.0,193500000.0,,,485800000.0,,1.26,1744400000.0,,2271800000.0,3612100000.0,-1000000.0,39600000.0,-5889100000.0,1586300000.0,460800000.0,66300000.0,11179200000.0,-202900000.0,4005100000.0,,1186100000.0,,,,61400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-03-31,,,752000000.0,15310000000.0,489000000.0,,,,670000000.0,,,16924000000.0,,,4464000000.0,,,468000000.0,,,,,,,,,,,,140000000.0,140000000.0,,464143208.0,,,,,,,,,,,,1202000000.0,,,,124000000.0,,351000000.0,-200000000.0,140000000.0,,,2000000.0,,-3000000.0,283000000.0,1063000000.0,,,,2318000000.0,11742000000.0,3622000000.0,,,703000000.0,,,,,-125000000.0,,,,0.3,,,,,,,,464143208.0,,,,5182000000.0,,,-94000000.0,178000000.0,,,,,,,,,,,,,,,47000000.0,,562000000.0,,,279000000.0,,351000000.0,0.0,351000000.0,0.3,1733000000.0,-106000000.0,,,527000000.0,,,360000000.0,,,,-302000000.0,-6021000000.0,,,,,5000000.0,,,72000000.0,,574000000.0,17260000000.0,243000000.0,,,,,,1614000000.0,,2253000000.0,,275000000.0,1000000.0,,1578000000.0,,103000000.0,11239000000.0,-62000000.0,,,1202000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
