date,trailingRepurchaseOfCapitalStock,quarterlyGrossProfit,quarterlyDeferredIncomeTax,quarterlyChangeInAccountPayable,quarterlyAccountsPayable,quarterlyRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,annualSellingGeneralAndAdministration,quarterlyNonCurrentDeferredRevenue,annualAccumulatedDepreciation,annualCapitalExpenditure,annualRepurchaseOfCapitalStock,trailingOperatingExpense,trailingNetIncomeContinuousOperations,annualOtherNonCurrentAssets,annualOperatingExpense,quarterlyTotalLiabilitiesNetMinorityInterest,trailingCapitalExpenditure,annualNetIncomeContinuousOperations,trailingDeferredIncomeTax,quarterlyBasicAverageShares,annualCashAndCashEquivalents,annualChangesInAccountReceivables,trailingBeginningCashPosition,quarterlyChangeInWorkingCapital,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyInvestingCashFlow,quarterlyEndCashPosition,annualChangeInCashSupplementalAsReported,quarterlyEbitda,annualCurrentAccruedExpenses,quarterlyStockBasedCompensation,quarterlyChangeInInventory,annualCurrentAssets,annualTotalRevenue,quarterlyOtherNonCashItems,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualDeferredIncomeTax,annualNetIncomeCommonStockholders,annualInterestExpense,trailingChangesInAccountReceivables,annualOtherShortTermInvestments,annualNetOtherFinancingCharges,quarterlyRetainedEarnings,annualCommonStockIssuance,annualFreeCashFlow,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,annualGrossProfit,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOperatingExpense,annualTotalNonCurrentAssets,annualChangeInWorkingCapital,quarterlyCurrentDeferredRevenue,annualOtherCurrentAssets,trailingChangeInAccountPayable,trailingNetIncomeCommonStockholders,trailingCostOfRevenue,quarterlySellingGeneralAndAdministration,quarterlyStockholdersEquity,trailingFreeCashFlow,trailingCommonStockIssuance,quarterlyGoodwill,quarterlyRepaymentOfDebt,quarterlyCurrentAssets,annualTaxProvision,annualTotalLiabilitiesNetMinorityInterest,quarterlyNetOtherInvestingChanges,quarterlyCurrentLiabilities,annualTotalAssets,trailingTaxProvision,annualNetIncome,quarterlyOtherCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyDilutedEPS,annualCurrentDeferredRevenue,annualCostOfRevenue,annualPurchaseOfBusiness,annualBeginningCashPosition,quarterlyOtherNonCurrentLiabilities,trailingDepreciationAndAmortization,annualCurrentDebt,annualBasicAverageShares,trailingSaleOfInvestment,quarterlyNetIncome,quarterlyNetOtherFinancingCharges,quarterlyInvestmentsAndAdvances,quarterlyOtherNonCurrentAssets,annualOtherNonCashItems,quarterlyCapitalExpenditure,quarterlyOperatingCashFlow,annualStockholdersEquity,quarterlyCashFlowFromContinuingFinancingActivities,annualLongTermDebt,trailingStockBasedCompensation,annualInvestingCashFlow,quarterlyNetIncomeContinuousOperations,annualChangeInInventory,annualDepreciationAndAmortization,annualNonCurrentDeferredTaxesLiabilities,annualGoodwill,quarterlyTaxProvision,quarterlyOtherIncomeExpense,annualStockBasedCompensation,trailingNetIncome,quarterlyInventory,quarterlyNetPPE,annualRetainedEarnings,annualInventory,annualCurrentLiabilities,quarterlyOtherCurrentLiabilities,quarterlyNonCurrentDeferredTaxesLiabilities,annualPurchaseOfInvestment,quarterlyLongTermDebt,trailingNetOtherInvestingChanges,annualBasicEPS,annualCapitalStock,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,trailingOperatingCashFlow,annualAccountsReceivable,annualOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,trailingChangeInInventory,quarterlyCostOfRevenue,annualSaleOfInvestment,quarterlyCurrentAccruedExpenses,quarterlyDilutedAverageShares,quarterlyAccountsReceivable,quarterlyDepreciationAndAmortization,quarterlyOtherIntangibleAssets,annualOtherIntangibleAssets,annualOtherIncomeExpense,trailingGrossProfit,annualNetPPE,annualDilutedAverageShares,quarterlyBeginningCashPosition,annualOperatingIncome,trailingRepaymentOfDebt,trailingChangeInWorkingCapital,annualEbitda,annualRepaymentOfDebt,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCapitalStock,quarterlyBasicEPS,annualNetOtherInvestingChanges,trailingTotalRevenue,annualOtherCurrentLiabilities,annualEndCashPosition,annualCashFlowFromContinuingFinancingActivities,annualCashCashEquivalentsAndMarketableSecurities,quarterlyTotalAssets,trailingCashFlowFromContinuingFinancingActivities,trailingEndCashPosition,quarterlyNetIncomeCommonStockholders,trailingPretaxIncome,quarterlyTotalNonCurrentAssets,annualNonCurrentDeferredRevenue,trailingChangeInCashSupplementalAsReported,annualGrossPPE,trailingPurchaseOfInvestment,quarterlyFreeCashFlow,quarterlyCashAndCashEquivalents,quarterlyCurrentDebt,annualOtherNonCurrentLiabilities,trailingOperatingIncome,quarterlyCashCashEquivalentsAndMarketableSecurities,annualDilutedEPS,annualAccountsPayable,trailingInvestingCashFlow,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,annualPretaxIncome,quarterlySaleOfInvestment,annualInvestmentsAndAdvances,annualIncomeTaxPayable,quarterlyChangesInAccountReceivables,trailingOtherNonCashItems,trailingCashDividendsPaid,trailingBasicAverageShares,quarterlyResearchAndDevelopment,trailingPurchaseOfBusiness,trailingNetOtherFinancingCharges,trailingResearchAndDevelopment,trailingSellingGeneralAndAdministration,trailingDilutedEPS,trailingOtherIncomeExpense,annualResearchAndDevelopment,annualCashDividendsPaid,trailingDilutedAverageShares,quarterlyCashDividendsPaid,trailingInterestExpense,trailingBasicEPS
,,331783000.0,-2310000.0,-18750000.0,127641000.0,-49000.0,-11453000.0,592305000.0,68009000.0,-83579000.0,-31363000.0,-8175000.0,,,7496000.0,592305000.0,423725000.0,,483185000.0,,503025000.0,370323000.0,-9710000.0,,42954000.0,192921000.0,605566000.0,173735000.0,5848000.0,-217421000.0,370323000.0,158974000.0,199448000.0,40271000.0,6043000.0,29463000.0,1693429000.0,2464867000.0,5660000.0,68009000.0,11282000.0,-21770000.0,483185000.0,,,781134000.0,11924000.0,2330510000.0,17168000.0,554204000.0,,191911000.0,1339810000.0,68009000.0,138862000.0,245446000.0,70316000.0,49926000.0,18079000.0,,,,138862000.0,1515150000.0,,,,-303000.0,1693429000.0,262603000.0,423725000.0,203000.0,355716000.0,1938875000.0,,483185000.0,18079000.0,-83579000.0,0.24,49926000.0,1125057000.0,,211349000.0,0.0,,,501771000.0,,125331000.0,383000.0,42940000.0,7496000.0,16628000.0,-10298000.0,178518000.0,1515150000.0,2149000.0,,,-440403000.0,125331000.0,42763000.0,25651000.0,,,66580000.0,-2000.0,28552000.0,,174573000.0,90156000.0,2330510000.0,174573000.0,355716000.0,0.0,,-1134602000.0,,,0.963333,1035000.0,2118000.0,781134000.0,,280755000.0,585567000.0,-38000000.0,,273783000.0,723369000.0,40271000.0,524796000.0,280755000.0,6527000.0,50748000.0,50748000.0,-41000.0,,90156000.0,522855000.0,408323000.0,747505000.0,,,773156000.0,-1619000.0,-11453000.0,1035000.0,0.25,1230000.0,,0.0,370323000.0,19298000.0,1151457000.0,1938875000.0,,,125331000.0,,245446000.0,68009000.0,,173735000.0,,168220000.0,370323000.0,,0.0,,1151457000.0,0.923333,127641000.0,,,-373064000.0,745788000.0,165520000.0,42940000.0,5848000.0,34002000.0,,,,,,,,,,,,,,,,
,,368957000.0,-184679000.0,42742000.0,167789000.0,-251382000.0,-21433000.0,,67305000.0,,,,,,,,616592000.0,,,,509613000.0,,,,85732000.0,7629000.0,626791000.0,176745000.0,1586000.0,129640000.0,362787000.0,,14099000.0,,6354000.0,-26547000.0,,,-178325000.0,,,,,,,,,2334924000.0,,,,8862000.0,,67305000.0,361328000.0,,,10584000.0,,,,,155348000.0,1468354000.0,,,,-196000.0,1841895000.0,,,227000.0,549287000.0,,,,18079000.0,-88449000.0,0.206667,,,,,0.0,,,,,4414000.0,184679000.0,41240000.0,7109000.0,,-6239000.0,-81755000.0,,-47780000.0,,,,4414000.0,,,,,4448000.0,0.0,,,197914000.0,88296000.0,,,,0.0,,,,,,,19119000.0,647284000.0,,,,-7536000.0,,257834000.0,,252127000.0,521334000.0,344055000.0,6470000.0,52300000.0,,,,,,370323000.0,,,,,,,1058000.0,0.213333,,,,,,,2084946000.0,,,4414000.0,,243051000.0,,,,,-87994000.0,362787000.0,,,,1010071000.0,,,,,-118283000.0,,253833000.0,,,-68072000.0,,,,,,,,,,,,,,,,
,,394508000.0,41058000.0,29382000.0,194731000.0,-160835000.0,-19073000.0,,355379000.0,,,,,,,,936761000.0,,,,530955000.0,,,,-181571000.0,204669000.0,693722000.0,186485000.0,11453000.0,-235507000.0,1696295000.0,,211448000.0,,8483000.0,-2372000.0,,,-107169000.0,,,,,,,,,1081547000.0,,,,365124000.0,,444834000.0,189839000.0,,,26417000.0,,,,,189839000.0,4854820000.0,,,1287777000.0,-334000.0,3922379000.0,,,-1441000.0,491927000.0,,,,0.0,-93947000.0,0.42,,,,,0.0,,,,,229004000.0,115652000.0,52364000.0,8357000.0,,-13154000.0,-57780000.0,,1624484000.0,,,,229004000.0,,,,,136120000.0,161470000.0,,,180892000.0,92538000.0,,,,0.0,89455000.0,,,,,,1670001000.0,1234858000.0,,,,1333508000.0,,299214000.0,,116863000.0,544251000.0,373335000.0,6779000.0,428166000.0,,,,,,362787000.0,,,,,,,1033000.0,0.43,,,,,,,5791581000.0,,,229004000.0,,1869202000.0,,,,,-70934000.0,1696295000.0,,,,2931153000.0,,,,,-825910000.0,,227273000.0,,,-26972000.0,,,,,,,,,,,,,,,,
,,465476000.0,-275391000.0,3018000.0,238106000.0,-346757000.0,-20851000.0,,355128000.0,,,,,,,,949181000.0,,,,615153000.0,,,,270916000.0,291438000.0,756619000.0,193867000.0,14809000.0,-302791000.0,1240717000.0,,299946000.0,,8852000.0,19843000.0,,,5269000.0,,,,,,,,,1256121000.0,,,,288076000.0,,444575000.0,174038000.0,,,31413000.0,,,,,174038000.0,4654557000.0,,,1287777000.0,-277000.0,3750647000.0,,,175000.0,504606000.0,,,,0.0,-99140000.0,0.28,,,,,0.0,,,,,174574000.0,3583000.0,34355000.0,8031000.0,,-11586000.0,187355000.0,,-341520000.0,,,,174574000.0,,,,,113502000.0,0.0,,,159691000.0,94727000.0,,,,0.0,89447000.0,,,,,,1931000.0,1544710000.0,,,,-455578000.0,,291143000.0,,75587000.0,624282000.0,408485000.0,8508000.0,428201000.0,,,,,,1696295000.0,,,,,,,1034000.0,0.283333,,,,,,,5603738000.0,,,174574000.0,,1853091000.0,,,,,175769000.0,1240717000.0,,,,2785427000.0,,,,,-815985000.0,,524282000.0,,,-37177000.0,,,,,,,,,,,,,,,,
,,403361000.0,-198149000.0,-54278000.0,144763000.0,-48993000.0,-21878000.0,900118000.0,351590000.0,-92520000.0,-42493000.0,-807967000.0,,,10874000.0,900118000.0,865779000.0,,546733000.0,,608448000.0,2175417000.0,-76731000.0,,201035000.0,228448000.0,645433000.0,189874000.0,106662000.0,808724000.0,2175417000.0,1805094000.0,237551000.0,92804000.0,9030000.0,2008000.0,3582602000.0,2722564000.0,-1793000.0,351590000.0,20864000.0,-617161000.0,546733000.0,,,744610000.0,314737000.0,1394863000.0,1696661000.0,165493000.0,,229487000.0,1632301000.0,351590000.0,174913000.0,2092587000.0,376112000.0,32271000.0,0.0,,,,174913000.0,4809410000.0,,,1279715000.0,-276000.0,3582602000.0,344815000.0,865779000.0,641000.0,514189000.0,5675189000.0,,546733000.0,0.0,-92520000.0,0.223333,32271000.0,1090263000.0,,370323000.0,0.0,,,566448000.0,,138742000.0,10823000.0,15348000.0,10874000.0,-282018000.0,-11514000.0,160166000.0,4809410000.0,-32836000.0,,,400066000.0,138742000.0,-7068000.0,30860000.0,,1279715000.0,90745000.0,0.0,32719000.0,,156121000.0,97354000.0,1394863000.0,156121000.0,514189000.0,0.0,,-2033584000.0,,,0.966667,1035000.0,5610000.0,744610000.0,,352955000.0,207986000.0,934700000.0,,242072000.0,2097949000.0,92804000.0,617394000.0,352955000.0,9103000.0,427986000.0,427986000.0,161470000.0,,97354000.0,577758000.0,1240717000.0,732183000.0,,,763043000.0,-1083000.0,-21878000.0,1035000.0,0.226667,-398000.0,,0.0,2175417000.0,1202348000.0,2920027000.0,5675189000.0,,,138742000.0,,2092587000.0,351590000.0,,189874000.0,,148652000.0,2175417000.0,,0.0,,2920027000.0,0.946667,144763000.0,,,-273406000.0,891548000.0,1092561000.0,15348000.0,106662000.0,55490000.0,,,,,,,,,,,,,,,,
,,423098000.0,9000.0,36086000.0,183216000.0,-2016000.0,-15443000.0,,350983000.0,,,,,,,,891638000.0,,,,608838000.0,,,,-73459000.0,254713000.0,680186000.0,193987000.0,71750000.0,234272000.0,2528109000.0,,263737000.0,,10062000.0,-7639000.0,,,10062000.0,,,,,,,,,1558740000.0,,,,255321000.0,,350983000.0,168385000.0,,,36226000.0,,,,,168385000.0,4991846000.0,,,1279715000.0,-522000.0,3792872000.0,,,142000.0,540655000.0,,,,0.0,-94730000.0,0.263333,,,,,0.0,,,,,163877000.0,0.0,7419000.0,14346000.0,,-10547000.0,109559000.0,,1540000.0,,,,163877000.0,,,,,91444000.0,0.0,,,165929000.0,99257000.0,,,,0.0,,,,,,,4078000.0,508243000.0,,,,352692000.0,,257088000.0,,105394000.0,620724000.0,416704000.0,9024000.0,428578000.0,,,,,,2175417000.0,,,,,,,1036000.0,0.27,,,,,,,5883484000.0,,,163877000.0,,2090612000.0,,,,,99012000.0,2528109000.0,,,,3036352000.0,,,,,-152050000.0,,396346000.0,,,-60206000.0,,,,,,,,,,,,,,,,
,,517814000.0,-22000.0,-1081000.0,183084000.0,-2000238000.0,-14477000.0,,348289000.0,,,,,,,,845645000.0,,,,602937000.0,,,,-67869000.0,288523000.0,827488000.0,200628000.0,5651000.0,-231647000.0,434769000.0,,298828000.0,,11528000.0,19252000.0,,,11528000.0,,,,,,,,,1742960000.0,,,,288301000.0,,348289000.0,229291000.0,,,33053000.0,,,,,229291000.0,3192411000.0,,,1283643000.0,-577000.0,1292825000.0,,,-2519000.0,497356000.0,,,,0.0,-98066000.0,0.3,,,,,0.0,,,,,184219000.0,0.0,0.0,15556000.0,,-12147000.0,137996000.0,,-1996726000.0,,,,184219000.0,,,,,104082000.0,0.0,,,174401000.0,102562000.0,,,,0.0,,,,,,,4089000.0,44319000.0,,,,-2093340000.0,,309674000.0,,114884000.0,614904000.0,465708000.0,10305000.0,1082151000.0,,,,,,2528109000.0,,,,,,,1036000.0,0.306667,,,,,,,4038056000.0,,,184219000.0,,2745231000.0,,,,,125849000.0,434769000.0,,,,479088000.0,,,,,-614000.0,,471958000.0,,,-44813000.0,,,,,,,,,,,,,,,,
,,502975000.0,-1639000.0,-13210000.0,172159000.0,-187000.0,-14534000.0,,365389000.0,,,,,,,,838031000.0,,,,571137000.0,,,,-39494000.0,290375000.0,787954000.0,249055000.0,5835000.0,-269344000.0,341526000.0,,300920000.0,,12145000.0,6742000.0,,,12145000.0,,,,,,,,,1934601000.0,,,0.0,289338000.0,,365389000.0,212600000.0,,,34407000.0,,,,,212600000.0,3398400000.0,,,1283643000.0,-632000.0,1550024000.0,,,2433000.0,472642000.0,,,,0.0,-104430000.0,0.33,,,,,0.0,,,,,191643000.0,0.0,9519000.0,25691000.0,,-49088000.0,173147000.0,,1629000.0,,,,191643000.0,,,,,97695000.0,0.0,,,167840000.0,144625000.0,,,,0.0,,,,,,,2448000.0,257653000.0,,,,-93243000.0,,284979000.0,,97469000.0,583293000.0,467348000.0,10545000.0,1080813000.0,,,,,,434769000.0,,,,,,,1037000.0,0.336667,,,,,,,4236431000.0,,,191643000.0,,2686407000.0,,,,,124059000.0,341526000.0,,,,599179000.0,,,,,-249995000.0,,27142000.0,,,-16248000.0,,,,,,,,,,,,,,,,
,,498113000.0,-17440000.0,23545000.0,193270000.0,-249996000.0,-23249000.0,856662000.0,353173000.0,-109909000.0,-105337000.0,-2252437000.0,,,21630000.0,856662000.0,823762000.0,,712685000.0,,568975000.0,377582000.0,-106363000.0,,102095000.0,251728000.0,753765000.0,283252000.0,7657000.0,10526000.0,377582000.0,-1797835000.0,262699000.0,87710000.0,12113000.0,2520000.0,1432270000.0,3049393000.0,12113000.0,353173000.0,45340000.0,-19092000.0,712685000.0,,,220554000.0,0.0,2107548000.0,16405000.0,596018000.0,0.0,246726000.0,1942000000.0,353173000.0,246385000.0,2721201000.0,-78727000.0,41672000.0,0.0,,,,246385000.0,3329709000.0,,,1331643000.0,-628000.0,1432270000.0,367000000.0,823762000.0,-49000.0,470589000.0,4153471000.0,,712685000.0,0.0,-109909000.0,0.3,41672000.0,1107393000.0,-688485000.0,2175417000.0,0.0,,,587874000.0,,172947000.0,0.0,2394000.0,21630000.0,45848000.0,-33555000.0,280653000.0,3329709000.0,-244834000.0,,,-256193000.0,172947000.0,20875000.0,40845000.0,,1331643000.0,73779000.0,-5002000.0,45848000.0,,161971000.0,173343000.0,2107548000.0,161971000.0,470589000.0,0.0,,-452476000.0,,,1.21,3116000.0,5790000.0,220554000.0,,448051000.0,701355000.0,36056000.0,,255652000.0,989291000.0,87710000.0,580519000.0,448051000.0,10971000.0,1032635000.0,1032635000.0,-5653000.0,,173343000.0,599819000.0,341526000.0,1085338000.0,,,1126183000.0,-2359000.0,-23249000.0,3116000.0,0.3,7000.0,,0.0,377582000.0,-2238391000.0,598136000.0,4153471000.0,,,172947000.0,,2721201000.0,353173000.0,,283252000.0,,247098000.0,377582000.0,,0.0,,598136000.0,1.19,193270000.0,,,-49817000.0,1079685000.0,93845000.0,2394000.0,7657000.0,14904000.0,,,,,,,,,,,,,,,,
,,480874000.0,1862000.0,-19317000.0,178093000.0,-64000.0,-21917000.0,,349697000.0,,,,,,,,819521000.0,,,,571578000.0,,,,-10935000.0,264262000.0,742146000.0,306061000.0,8749000.0,-6302000.0,576337000.0,,275445000.0,,13142000.0,-7793000.0,,,13142000.0,,,,,,,,,2285528000.0,,,,264920000.0,,349697000.0,216612000.0,,,42625000.0,,,,,216612000.0,3530226000.0,,,1331643000.0,-700000.0,1616816000.0,,,-52000.0,469824000.0,,,,0.0,-116430000.0,0.31,,,,,0.0,,,,,177980000.0,0.0,477000.0,19555000.0,,-19941000.0,192964000.0,,12857000.0,,,,177980000.0,,,,,86940000.0,0.0,,,171290000.0,189631000.0,,,,0.0,,,,,,,13621000.0,209366000.0,,,,198755000.0,,261272000.0,,100549000.0,582032000.0,509477000.0,11183000.0,1032886000.0,,,,,,377582000.0,,,,,,,3122000.0,0.31,,,,,,,4349747000.0,,,177980000.0,,2732931000.0,,,,,173023000.0,576337000.0,,,,785703000.0,,,,,-58314000.0,,71553000.0,,,6490000.0,,,,,,,,,,,,,,,,
,,583497000.0,0.0,28101000.0,242667000.0,-238000.0,-16833000.0,,346943000.0,,,,,,,,908114000.0,,,,567910000.0,,,,93360000.0,350041000.0,907068000.0,335252000.0,8951000.0,-148378000.0,777655000.0,,361633000.0,,12841000.0,-17066000.0,,,12841000.0,,,,,,,,,2508161000.0,,,,347490000.0,,346943000.0,233456000.0,,,43946000.0,,,,,233456000.0,3776017000.0,,,1331643000.0,-634000.0,1880079000.0,,,-580000.0,561171000.0,,,,0.0,-123697000.0,0.39,,,,,0.0,,,,,222633000.0,0.0,48639000.0,20602000.0,,-20536000.0,340258000.0,,4600000.0,,,,222633000.0,,,,,124857000.0,0.0,,,190600000.0,211555000.0,,,,0.0,,,,,,,5472000.0,323851000.0,,,,201318000.0,,323571000.0,,101102000.0,578020000.0,537082000.0,11592000.0,1032874000.0,,,,,,576337000.0,,,,,,,3124000.0,0.39,,,,,,,4684131000.0,,,222633000.0,,2804052000.0,,,,,319722000.0,777655000.0,,,,1101506000.0,,,,,-228544000.0,,100975000.0,,,-83120000.0,,,,,,,,,,,,,,,,
,,569709000.0,0.0,15869000.0,229551000.0,-248871000.0,-15533000.0,,342249000.0,,,,,,,,940752000.0,,,,567878000.0,,,,12559000.0,317372000.0,909476000.0,357955000.0,10156000.0,-328725000.0,465559000.0,,329701000.0,,13282000.0,-21841000.0,,,13282000.0,,,,,,,,,2726904000.0,,,0.0,321368000.0,,343068000.0,252337000.0,,,43566000.0,,,,,252337000.0,3768154000.0,,,1331643000.0,-544000.0,1934297000.0,,,-584000.0,597684000.0,,,,0.0,-132534000.0,0.38,,,,,819000.0,,,,,218744000.0,0.0,7003000.0,18322000.0,,-32398000.0,256835000.0,,-241732000.0,,,,218744000.0,,,,,102624000.0,0.0,,,213341000.0,225421000.0,,,,0.0,,,,,,,7683000.0,630348000.0,,,,-312096000.0,,339767000.0,,128388000.0,578368000.0,535336000.0,12329000.0,1033481000.0,,,,,,777655000.0,,,,,,,3126000.0,0.39,,,,,,,4708906000.0,,,218744000.0,,2774609000.0,,,,,224437000.0,465559000.0,,,,1095907000.0,,,,,-481418000.0,,185579000.0,,,7370000.0,,,,,,,,,,,,,,,,
,,503610000.0,66073000.0,4926000.0,245910000.0,-112005000.0,-16659000.0,,334354000.0,-138810000.0,-93128000.0,-361178000.0,,,13932000.0,938903000.0,895800000.0,,820678000.0,,564500000.0,528622000.0,16538000.0,,-95874000.0,267112000.0,810355000.0,369086000.0,10645000.0,-48136000.0,528622000.0,151040000.0,280895000.0,87566000.0,13017000.0,-42167000.0,2086377000.0,3369045000.0,13017000.0,335449000.0,29579000.0,67935000.0,820678000.0,,,672933000.0,,2928226000.0,52626000.0,894603000.0,0.0,267845000.0,2137690000.0,335449000.0,236498000.0,2704635000.0,-890000.0,43236000.0,0.0,,,,236498000.0,3895212000.0,,,1331643000.0,-705000.0,2086377000.0,380945000.0,895800000.0,17000.0,560351000.0,4791012000.0,,820678000.0,0.0,-138810000.0,0.35,43236000.0,1231355000.0,0.0,377582000.0,1095000.0,,,566782000.0,,201322000.0,0.0,2366000.0,13932000.0,,-20253000.0,197674000.0,3895212000.0,-86860000.0,,,-531541000.0,201322000.0,-88867000.0,48887000.0,,1331643000.0,66523000.0,733000.0,52282000.0,,255745000.0,230276000.0,2928226000.0,255745000.0,560351000.0,0.0,,-971813000.0,,,1.45,3146000.0,25850000.0,672933000.0,,449476000.0,987731000.0,63063000.0,,306745000.0,533183000.0,87566000.0,575036000.0,449476000.0,13783000.0,1034085000.0,1034085000.0,2836000.0,,230276000.0,577141000.0,465559000.0,1198787000.0,,,1247674000.0,-2583000.0,-16659000.0,3146000.0,0.36,-1199000.0,,0.0,528622000.0,-311135000.0,1201555000.0,4791012000.0,,,201322000.0,,2704635000.0,334354000.0,,369086000.0,,177421000.0,528622000.0,,1095000.0,,1201555000.0,1.42,245910000.0,,,-203537000.0,1201623000.0,175076000.0,2366000.0,10645000.0,85798000.0,,,,,,,,,,,,,,,,
,,515257000.0,0.0,-22616000.0,226063000.0,-251950000.0,-13721000.0,,328300000.0,,,,,,,,864525000.0,,,,566000000.0,,,,-94382000.0,279915000.0,850921000.0,379848000.0,9758000.0,75874000.0,511360000.0,,293906000.0,,13439000.0,-11274000.0,,,,,,,,,,,,3137691000.0,,,,281720000.0,,330503000.0,235342000.0,,,44325000.0,,,,,,3875607000.0,,,1331643000.0,-543000.0,2038548000.0,,,-1549000.0,534022000.0,,,,,-148649000.0,0.38,,,,,2203000.0,,,,,216050000.0,,3497000.0,12836000.0,,-13049000.0,148911000.0,,-245992000.0,,,,216050000.0,,,,,65670000.0,,,,268607000.0,231199000.0,,,,,,,,,,,6501000.0,585222000.0,,,,-17262000.0,,335664000.0,,81055000.0,574129000.0,525463000.0,13991000.0,1036661000.0,,,,,,528622000.0,,,,,,,3150000.0,0.38,,,,,,,4740132000.0,,,216050000.0,,2701584000.0,,,,,135862000.0,511360000.0,,,,1096582000.0,,,,,-247421000.0,,334216000.0,,,-69420000.0,,,,,,,,,,,,,,,,
,,620258000.0,-76000.0,47300000.0,267117000.0,-553199000.0,-25196000.0,,320259000.0,,,,,,,,936910000.0,,,,559867000.0,,,,53371000.0,357621000.0,1015873000.0,397259000.0,15978000.0,350304000.0,659687000.0,,371815000.0,,14906000.0,-11479000.0,,,,,,,,,,,,3407806000.0,,,,358097000.0,,322698000.0,262637000.0,,,43888000.0,,,,,,3605160000.0,,,1331643000.0,-429000.0,1828679000.0,,,-6135000.0,614212000.0,,,,,-156601000.0,0.48,,,,,2439000.0,,,,,270116000.0,,0.0,16436000.0,,-21612000.0,352389000.0,,-546513000.0,,,,270116000.0,,,,,87981000.0,,,,275566000.0,240658000.0,,,,,,,,,,,7115000.0,211093000.0,,,,148327000.0,,395615000.0,,82679000.0,566352000.0,592568000.0,14194000.0,1039401000.0,,,,,,511360000.0,,,,,,,3152000.0,0.48,,,,,,,4542070000.0,,,270116000.0,,2713391000.0,,,,,330777000.0,659687000.0,,,,870780000.0,,,,,-95042000.0,,473180000.0,,,-79123000.0,,,,,,,,,,,,,,,,
,,607659000.0,0.0,14957000.0,278914000.0,0.0,-29777000.0,,319007000.0,,,,,,,,978092000.0,,,,552694000.0,,,,24279000.0,339573000.0,1016160000.0,408278000.0,6453000.0,-272030000.0,713714000.0,,353857000.0,,14091000.0,12415000.0,,,,,,,,,,,,3675538000.0,,,,342561000.0,,321730000.0,268086000.0,,,44232000.0,,,,,,3893267000.0,,,1331643000.0,-510000.0,2152671000.0,,,-2441000.0,656362000.0,,,,,-165424000.0,0.48,,,,,2723000.0,,,,,267733000.0,,1610000.0,15080000.0,,-21476000.0,320060000.0,,10355000.0,,,,267733000.0,,,,,74828000.0,,,,262084000.0,242854000.0,,,,,,,,,,,10865000.0,457898000.0,,,,54027000.0,,408501000.0,,113231000.0,559955000.0,620162000.0,14284000.0,1042248000.0,,,,,,659687000.0,,,,,,,3154000.0,0.48,,,,,,,4871359000.0,,,267733000.0,,2718688000.0,,,,,298584000.0,713714000.0,,,,1171612000.0,,,,,-368546000.0,,120014000.0,,,-25337000.0,,,,,,,,,,,,,,,,
,,552202000.0,-434000.0,-29789000.0,248760000.0,-536927000.0,-32864000.0,,312224000.0,-174041000.0,-74925000.0,-1342076000.0,,,16462000.0,1011756000.0,915990000.0,,993004000.0,,550324000.0,637513000.0,-38412000.0,,72812000.0,306511000.0,924230000.0,417092000.0,10189000.0,118808000.0,637513000.0,108891000.0,321021000.0,112507000.0,14675000.0,-15808000.0,1804170000.0,3807183000.0,,314845000.0,9852000.0,-510000.0,993004000.0,,,320650000.0,,3914645000.0,27851000.0,1086956000.0,,310895000.0,2295375000.0,314845000.0,245691000.0,2722721000.0,56080000.0,44045000.0,,,,,,3610901000.0,,,1331643000.0,-404000.0,1804170000.0,300268000.0,915990000.0,-1689000.0,601145000.0,4526891000.0,,993004000.0,,-174041000.0,0.43,44045000.0,1511808000.0,0.0,528622000.0,2621000.0,,,557166000.0,,239107000.0,,0.0,16462000.0,,-18788000.0,340521000.0,3610901000.0,-533961000.0,,,272956000.0,239107000.0,-26146000.0,56979000.0,,1331643000.0,71788000.0,,57111000.0,,277705000.0,243051000.0,3914645000.0,277705000.0,601145000.0,,,-826084000.0,,,1.78,3155000.0,3370000.0,320650000.0,,484562000.0,1161881000.0,-76201000.0,,372028000.0,1181484000.0,112507000.0,556666000.0,484562000.0,14510000.0,1045878000.0,1045878000.0,9653000.0,,243051000.0,564254000.0,713714000.0,1283619000.0,,,1340598000.0,-1886000.0,-32864000.0,3155000.0,0.43,-11814000.0,,,637513000.0,-1316111000.0,958163000.0,4526891000.0,,,239107000.0,,2722721000.0,312224000.0,,417092000.0,,321733000.0,637513000.0,,2621000.0,,958163000.0,1.76,248760000.0,,,-115075000.0,1293272000.0,254074000.0,0.0,10189000.0,135468000.0,,,,,,,,,,,,,,,,
