date,trailingRepurchaseOfCapitalStock,quarterlyGrossProfit,quarterlyDeferredIncomeTax,quarterlyChangeInAccountPayable,quarterlyAccountsPayable,quarterlyRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,annualSellingGeneralAndAdministration,quarterlyNonCurrentDeferredRevenue,annualAccumulatedDepreciation,annualCapitalExpenditure,annualRepurchaseOfCapitalStock,trailingOperatingExpense,trailingNetIncomeContinuousOperations,annualOtherNonCurrentAssets,annualOperatingExpense,quarterlyTotalLiabilitiesNetMinorityInterest,trailingCapitalExpenditure,annualNetIncomeContinuousOperations,trailingDeferredIncomeTax,quarterlyBasicAverageShares,annualCashAndCashEquivalents,annualChangesInAccountReceivables,trailingBeginningCashPosition,quarterlyChangeInWorkingCapital,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyInvestingCashFlow,quarterlyEndCashPosition,annualChangeInCashSupplementalAsReported,quarterlyEbitda,annualCurrentAccruedExpenses,quarterlyStockBasedCompensation,quarterlyChangeInInventory,annualCurrentAssets,annualTotalRevenue,quarterlyOtherNonCashItems,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualDeferredIncomeTax,annualNetIncomeCommonStockholders,annualInterestExpense,trailingChangesInAccountReceivables,annualOtherShortTermInvestments,annualNetOtherFinancingCharges,quarterlyRetainedEarnings,annualCommonStockIssuance,annualFreeCashFlow,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,annualGrossProfit,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOperatingExpense,annualTotalNonCurrentAssets,annualChangeInWorkingCapital,quarterlyCurrentDeferredRevenue,annualOtherCurrentAssets,trailingChangeInAccountPayable,trailingNetIncomeCommonStockholders,trailingCostOfRevenue,quarterlySellingGeneralAndAdministration,quarterlyStockholdersEquity,trailingFreeCashFlow,trailingCommonStockIssuance,quarterlyGoodwill,quarterlyRepaymentOfDebt,quarterlyCurrentAssets,annualTaxProvision,annualTotalLiabilitiesNetMinorityInterest,quarterlyNetOtherInvestingChanges,quarterlyCurrentLiabilities,annualTotalAssets,trailingTaxProvision,annualNetIncome,quarterlyOtherCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyDilutedEPS,annualCurrentDeferredRevenue,annualCostOfRevenue,annualPurchaseOfBusiness,annualBeginningCashPosition,quarterlyOtherNonCurrentLiabilities,trailingDepreciationAndAmortization,annualCurrentDebt,annualBasicAverageShares,trailingSaleOfInvestment,quarterlyNetIncome,quarterlyNetOtherFinancingCharges,quarterlyInvestmentsAndAdvances,quarterlyOtherNonCurrentAssets,annualOtherNonCashItems,quarterlyCapitalExpenditure,quarterlyOperatingCashFlow,annualStockholdersEquity,quarterlyCashFlowFromContinuingFinancingActivities,annualLongTermDebt,trailingStockBasedCompensation,annualInvestingCashFlow,quarterlyNetIncomeContinuousOperations,annualChangeInInventory,annualDepreciationAndAmortization,annualNonCurrentDeferredTaxesLiabilities,annualGoodwill,quarterlyTaxProvision,quarterlyOtherIncomeExpense,annualStockBasedCompensation,trailingNetIncome,quarterlyInventory,quarterlyNetPPE,annualRetainedEarnings,annualInventory,annualCurrentLiabilities,quarterlyOtherCurrentLiabilities,quarterlyNonCurrentDeferredTaxesLiabilities,annualPurchaseOfInvestment,quarterlyLongTermDebt,trailingNetOtherInvestingChanges,annualBasicEPS,annualCapitalStock,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,trailingOperatingCashFlow,annualAccountsReceivable,annualOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,trailingChangeInInventory,quarterlyCostOfRevenue,annualSaleOfInvestment,quarterlyCurrentAccruedExpenses,quarterlyDilutedAverageShares,quarterlyAccountsReceivable,quarterlyDepreciationAndAmortization,quarterlyOtherIntangibleAssets,annualOtherIntangibleAssets,annualOtherIncomeExpense,trailingGrossProfit,annualNetPPE,annualDilutedAverageShares,quarterlyBeginningCashPosition,annualOperatingIncome,trailingRepaymentOfDebt,trailingChangeInWorkingCapital,annualEbitda,annualRepaymentOfDebt,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCapitalStock,quarterlyBasicEPS,annualNetOtherInvestingChanges,trailingTotalRevenue,annualOtherCurrentLiabilities,annualEndCashPosition,annualCashFlowFromContinuingFinancingActivities,annualCashCashEquivalentsAndMarketableSecurities,quarterlyTotalAssets,trailingCashFlowFromContinuingFinancingActivities,trailingEndCashPosition,quarterlyNetIncomeCommonStockholders,trailingPretaxIncome,quarterlyTotalNonCurrentAssets,annualNonCurrentDeferredRevenue,trailingChangeInCashSupplementalAsReported,annualGrossPPE,trailingPurchaseOfInvestment,quarterlyFreeCashFlow,quarterlyCashAndCashEquivalents,quarterlyCurrentDebt,annualOtherNonCurrentLiabilities,trailingOperatingIncome,quarterlyCashCashEquivalentsAndMarketableSecurities,annualDilutedEPS,annualAccountsPayable,trailingInvestingCashFlow,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,annualPretaxIncome,quarterlySaleOfInvestment,annualInvestmentsAndAdvances,annualIncomeTaxPayable,quarterlyChangesInAccountReceivables,trailingOtherNonCashItems,trailingCashDividendsPaid,trailingBasicAverageShares,quarterlyResearchAndDevelopment,trailingPurchaseOfBusiness,trailingNetOtherFinancingCharges,trailingResearchAndDevelopment,trailingSellingGeneralAndAdministration,trailingDilutedEPS,trailingOtherIncomeExpense,annualResearchAndDevelopment,annualCashDividendsPaid,trailingDilutedAverageShares,quarterlyCashDividendsPaid,trailingInterestExpense,trailingBasicEPS
,,,,,,,,,,,,,,,,,,,,,480000000.0,,,,,100000.0,100000.0,,,,,,100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.000208,,,,,,,,,,-100000.0,,,,,,,,,,,,-100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480000000.0,,,,,,,,,,,,,,,,,-0.000208,,,,,,,,,,-100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,100000.0,,,200000.0,,,,,,,,,,,,300000.0,,,,480000000.0,,,,,-100000.0,100000.0,,,,,,-100000.0,,,,,,,,,,,,,,,-400000.0,,,,,,100000.0,200000.0,,,,,,,,200000.0,6800000.0,,,,,6800000.0,,,,200000.0,,,,0.0,,-0.000208,,,,,,,,,,-100000.0,,,,,,,,,,,,-100000.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,480000000.0,,,,,,,,,,,,,,,,,-0.000208,,,,,,,7100000.0,,,-100000.0,,300000.0,,,,,,6800000.0,,,,6800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1700000.0,,,1200000.0,,,,,,,,,,,,7300000.0,,,,480000000.0,,,,500000.0,200000.0,4200000.0,,,-6200000.0,0.0,,200000.0,,,,,,300000.0,,,,,,,,,-200000.0,,,,,,4300000.0,1500000.0,,,,,,,,1500000.0,8900000.0,,,,,3300000.0,,,,3000000.0,,,,400000.0,,0.000417,,,,,100000.0,,,,,200000.0,100000.0,,100000.0,,,1000000.0,,100000.0,,,,200000.0,,,,,,,,,600000.0,100000.0,,,,1500000.0,,,4200000.0,,,,0.0,,,,,-5200000.0,,2500000.0,,,480000000.0,,,12700000.0,,,,,,0.0,,,,,,,,0.000417,,,,,,,16200000.0,,,200000.0,,12900000.0,,,,,1000000.0,1700000.0,300000.0,,,1700000.0,,,,100000.0,,,,,,,,,,,,,,,,,,,,,,
,,2800000.0,,,1100000.0,,,3900000.0,,,,,,,300000.0,4200000.0,7600000.0,,,,,900000.0,,,-1100000.0,400000.0,5400000.0,,,400000.0,0.0,-6100000.0,400000.0,,,,3100000.0,9600000.0,,4800000.0,,,,200000.0,,,-100000.0,-200000.0,100000.0,-200000.0,,,4500000.0,4800000.0,2400000.0,12900000.0,-500000.0,,-100000.0,,,,2100000.0,8400000.0,,,,,3100000.0,,7600000.0,500000.0,2800000.0,16000000.0,,,-100000.0,,,,5100000.0,,7000000.0,600000.0,,800000.0,320000000.0,,,-200000.0,,300000.0,,,-900000.0,8400000.0,-300000.0,4200000.0,,-5800000.0,,-500000.0,300000.0,,,,0.0,,,1100000.0,100000.0,-200000.0,1100000.0,2800000.0,900000.0,,-100000.0,4200000.0,,0.0,,0.0,,,,-200000.0,-700000.0,,2600000.0,,,,,,12500000.0,12500000.0,100000.0,,100000.0,320000000.0,0.0,300000.0,,,600000.0,,,,,-5700000.0,,900000.0,0.0,-100000.0,900000.0,16000000.0,,,,,12900000.0,,,,,-900000.0,900000.0,800000.0,600000.0,,900000.0,0.0,1100000.0,,100000.0,,,,,,,,,,,,,,,,,,,,,,
,,2100000.0,,,900000.0,,,,,,,,,,,,7300000.0,,,,480000000.0,,,,0.0,300000.0,4500000.0,,,-100000.0,0.0,,500000.0,,,200000.0,,,,,,,,,,,,-200000.0,,,,,,5000000.0,1800000.0,,,,,,,,1600000.0,8400000.0,,,,,2900000.0,,,0.0,2300000.0,,,,0.0,,0.000208,,,,,700000.0,,,,,100000.0,0.0,,200000.0,,-100000.0,300000.0,,-100000.0,,,,100000.0,,,,,,,,,900000.0,200000.0,,,,700000.0,,,4300000.0,,,,,,,,,100000.0,,2400000.0,,,480000000.0,,200000.0,12400000.0,,,,,,900000.0,,,,,,,,0.000208,,,,,,,15700000.0,,,100000.0,,12800000.0,,,,,200000.0,1100000.0,700000.0,,,1100000.0,,,,100000.0,,,,,,,,,,,,,,,,,,,,,,
,,2800000.0,,,900000.0,,,,,,,,,,,,7100000.0,,,,480000000.0,,,,400000.0,600000.0,6400000.0,,,-100000.0,0.0,,700000.0,,,100000.0,,,,,,,,,,,,,,,,400000.0,,4500000.0,2200000.0,,,,,,,,2100000.0,8300000.0,,,,,2700000.0,,,-100000.0,2600000.0,,,,100000.0,,0.000417,,,,,600000.0,,,,,200000.0,0.0,,200000.0,,0.0,700000.0,,-500000.0,,,,200000.0,,,,,200000.0,-100000.0,,,800000.0,200000.0,,,,1200000.0,,,3900000.0,,,,,,,,,100000.0,,3600000.0,,,480000000.0,,100000.0,12300000.0,,,,,,0.0,,,,,,,,0.000417,,,,,,,15400000.0,,,200000.0,,12700000.0,,,,,700000.0,1200000.0,500000.0,,,1200000.0,,,,100000.0,,,,,,,,,,,,,,,,,,,,,,
,,3200000.0,,,1100000.0,,,,,,,,,,,,6700000.0,,,,480000000.0,,,,-700000.0,400000.0,6900000.0,,,0.0,0.0,,600000.0,,,-400000.0,,,,,,,,,,,,400000.0,,,,500000.0,,4500000.0,2800000.0,,,,,,,,2600000.0,8300000.0,,,,,3100000.0,,,0.0,2200000.0,,,,400000.0,,0.000833,,,,,600000.0,,,,,400000.0,0.0,,200000.0,,0.0,-200000.0,,-100000.0,,,,400000.0,,,,,100000.0,200000.0,,,1200000.0,200000.0,,,,1000000.0,,,3900000.0,,,,,,,,,-300000.0,,3700000.0,,,480000000.0,,200000.0,11500000.0,,,,,,0.0,,,,,,,,0.000833,,,,,,,15000000.0,,,400000.0,,11900000.0,,,,,-200000.0,900000.0,100000.0,,,900000.0,,,,100000.0,,,,,,,,,,,,,,,,,,,,,,
,,2100000.0,,,1000000.0,,,8600000.0,,,-200000.0,,,,200000.0,9200000.0,6700000.0,,600000.0,,,2300000.0,,,0.0,0.0,5900000.0,,,-100000.0,0.0,1300000.0,100000.0,,,0.0,5100000.0,23700000.0,0.0,4600000.0,,,600000.0,400000.0,,,-100000.0,300000.0,1600000.0,600000.0,,-100000.0,10300000.0,4600000.0,2100000.0,12100000.0,-300000.0,,200000.0,,,,2000000.0,10500000.0,,,,,5100000.0,100000.0,6700000.0,0.0,2100000.0,17200000.0,,600000.0,200000.0,,,,13400000.0,,900000.0,700000.0,,100000.0,411428571.0,,-100000.0,-100000.0,,200000.0,-100000.0,-100000.0,0.0,10500000.0,1500000.0,3900000.0,,-300000.0,-100000.0,-100000.0,600000.0,,,0.0,0.0,,,1200000.0,200000.0,300000.0,1200000.0,2100000.0,1000000.0,,,3900000.0,,0.001458,,,,,,800000.0,1400000.0,,3800000.0,,,,,100000.0,11700000.0,11700000.0,0.0,,200000.0,411428571.0,0.0,1100000.0,,,1700000.0,,,,,-100000.0,,1000000.0,0.0,800000.0,2300000.0,17200000.0,,,-100000.0,,12100000.0,,,,,-100000.0,2300000.0,100000.0,700000.0,,2300000.0,0.001458,1000000.0,,100000.0,,700000.0,,,,,,,,,,,,,,,,,,,,
,,2700000.0,,,2000000.0,,,,,,,,,,,,7200000.0,,,,480000000.0,,,,-300000.0,300000.0,6000000.0,,,-200000.0,0.0,,300000.0,,,-400000.0,,,-100000.0,,,,,,,,,400000.0,,,,,,4600000.0,2400000.0,,,,,,,,2400000.0,10500000.0,,,,,5600000.0,,,-100000.0,2600000.0,,,,600000.0,,0.000208,,,,,700000.0,,,,,100000.0,0.0,,200000.0,,-100000.0,-100000.0,,700000.0,,,,100000.0,,,,,,,,,1600000.0,300000.0,,,,500000.0,,,3900000.0,,,,700000.0,,,,,300000.0,,3300000.0,,,480000000.0,,,11600000.0,,,,,,2300000.0,,,,,,,,0.000208,,,,,,,17700000.0,,,100000.0,,12100000.0,,,,,-200000.0,2600000.0,100000.0,,,2600000.0,,,,100000.0,,,,,,,,,,,,,,,,,,,,,,
,,4000000.0,,,2400000.0,,,,,,,,,,,,7800000.0,,,,240000000.0,,,,-100000.0,300000.0,8600000.0,,,-500000.0,0.0,,400000.0,,,100000.0,,,0.0,,,,,,,,,500000.0,,,,200000.0,,4800000.0,3700000.0,,,,,,,,3600000.0,10600000.0,,,,,6000000.0,,,0.0,3000000.0,,,,600000.0,,0.000417,,,,,900000.0,,,,,100000.0,0.0,,700000.0,,-500000.0,100000.0,,0.0,,,,100000.0,,,,,100000.0,100000.0,,,1600000.0,300000.0,,,,500000.0,,,3900000.0,,,,0.0,,,,,-300000.0,,4600000.0,,,240000000.0,,,11400000.0,,,,,,0.0,,,,,,,,0.000417,,,,,,,18400000.0,,,100000.0,,12400000.0,,,,,-400000.0,2300000.0,100000.0,,,2300000.0,,,,100000.0,,,,,,,,,,,,,,,,,,,,,,
,,3800000.0,,,3000000.0,,,,,,,,,,,,7500000.0,,,,480000000.0,,,,300000.0,-500000.0,8600000.0,,,-400000.0,0.0,,-300000.0,,,-500000.0,,,0.0,,,,,,,,,-100000.0,,,,-700000.0,,3900000.0,4300000.0,,,,,,,,4100000.0,10800000.0,,,,,5700000.0,,,-500000.0,3600000.0,,,,700000.0,,-0.00125,,,,,-100000.0,,,,,-600000.0,0.0,,700000.0,,100000.0,-100000.0,,0.0,,,,-600000.0,,,,,-100000.0,-100000.0,,,2000000.0,600000.0,,,,500000.0,,,4000000.0,,,,0.0,,,,,-500000.0,,4800000.0,,,480000000.0,,200000.0,11300000.0,,,,,,0.0,,,,,,,,-0.00125,,,,,,,18300000.0,,,-600000.0,,12600000.0,,,,,0.0,1700000.0,100000.0,,,1700000.0,,,,100000.0,,,,,,,,,,,,,,,,,,,,,,
,,2600000.0,,,3400000.0,,,13400000.0,,-100000.0,-600000.0,,,,500000.0,14100000.0,7900000.0,,-1400000.0,,,1100000.0,,,-200000.0,-1300000.0,5700000.0,800000.0,,100000.0,0.0,-1200000.0,-1100000.0,,,-700000.0,5300000.0,28800000.0,200000.0,4000000.0,,,-1400000.0,300000.0,,,0.0,-1100000.0,700000.0,-1500000.0,,,12900000.0,4000000.0,3900000.0,12400000.0,-300000.0,,500000.0,,,,3700000.0,9800000.0,,,,,5300000.0,,7900000.0,200000.0,3900000.0,17700000.0,,-1400000.0,500000.0,-100000.0,,,15900000.0,,2300000.0,0.0,,100000.0,448000000.0,,-1000000.0,0.0,,500000.0,100000.0,-100000.0,-800000.0,9800000.0,0.0,4000000.0,,-1000000.0,-1000000.0,-1500000.0,700000.0,,,,400000.0,,,2700000.0,700000.0,-1100000.0,2700000.0,3900000.0,400000.0,,,4000000.0,,-0.003125,,0.0,,,,-900000.0,-700000.0,,3100000.0,,,,,200000.0,11200000.0,11200000.0,100000.0,,700000.0,448000000.0,0.0,-1200000.0,,,-500000.0,,,,,-400000.0,,400000.0,0.0,700000.0,1100000.0,17700000.0,,,-1000000.0,,12400000.0,,,800000.0,,-900000.0,1100000.0,100000.0,0.0,,1100000.0,-0.003125,3400000.0,,0.0,,,,,,,,,,,,,,,,,,,,,,
