date,annualCurrentDeferredRevenue,trailingCostOfRevenue,annualDilutedAverageShares,annualOtherCurrentAssets,quarterlyNetIncomeCommonStockholders,annualCostOfRevenue,annualTotalRevenue,annualEndCashPosition,trailingOperatingIncome,annualCurrentDebt,annualOperatingIncome,trailingTotalRevenue,annualNetOtherFinancingCharges,quarterlyEndCashPosition,quarterlyStockBasedCompensation,annualFreeCashFlow,annualCommonStockIssuance,quarterlyInvestingCashFlow,quarterlyCashDividendsPaid,annualOtherShortTermInvestments,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,trailingEndCashPosition,annualAccountsPayable,quarterlyDepreciationAndAmortization,quarterlyPurchaseOfInvestment,trailingTaxProvision,quarterlyEbitda,quarterlyOperatingIncome,trailingNetIncomeContinuousOperations,quarterlyOtherShortTermInvestments,annualNetIncomeContinuousOperations,quarterlyFreeCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyDilutedEPS,annualChangeInWorkingCapital,quarterlyDeferredIncomeTax,annualInvestmentsAndAdvances,annualRepurchaseOfCapitalStock,quarterlyChangeInWorkingCapital,quarterlyRetainedEarnings,quarterlyNonCurrentDeferredRevenue,quarterlyGrossPPE,trailingFreeCashFlow,quarterlyIncomeTaxPayable,trailingNetIncome,annualOperatingExpense,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCurrentLiabilities,quarterlyCurrentAssets,trailingPretaxIncome,annualTotalLiabilitiesNetMinorityInterest,quarterlyTotalRevenue,annualDilutedEPS,annualCashAndCashEquivalents,annualNetOtherInvestingChanges,annualLongTermDebt,annualCashDividendsPaid,annualBeginningCashPosition,quarterlyOtherNonCurrentLiabilities,annualAccountsReceivable,annualCurrentAssets,quarterlyLongTermDebt,annualBasicAverageShares,quarterlyChangeInInventory,annualNetIncome,quarterlyOtherCurrentAssets,annualOtherNonCurrentAssets,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,annualSaleOfInvestment,quarterlyCostOfRevenue,annualNetIncomeCommonStockholders,annualSellingGeneralAndAdministration,annualStockholdersEquity,quarterlyInvestmentsAndAdvances,annualOtherNonCashItems,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyGrossProfit,annualCurrentAccruedExpenses,annualRetainedEarnings,trailingCommonStockIssuance,quarterlyGoodwill,quarterlyOtherIncomeExpense,quarterlyNetOtherInvestingChanges,annualTotalAssets,annualTaxProvision,trailingNetIncomeCommonStockholders,annualDepreciationAndAmortization,quarterlyNetIncomeContinuousOperations,quarterlyStockholdersEquity,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,quarterlyAccumulatedDepreciation,trailingOperatingCashFlow,quarterlyRepaymentOfDebt,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,annualCapitalStock,quarterlyInventory,quarterlyTaxProvision,quarterlyOperatingExpense,trailingOtherIncomeExpense,quarterlyNetPPE,annualOtherIntangibleAssets,annualGrossProfit,annualStockBasedCompensation,annualTotalNonCurrentAssets,annualCurrentLiabilities,quarterlyOtherIntangibleAssets,annualOtherIncomeExpense,annualNetPPE,quarterlyBasicEPS,annualOperatingCashFlow,quarterlyCurrentDebt,quarterlyInterestExpense,trailingCashFlowFromContinuingFinancingActivities,trailingDepreciationAndAmortization,annualInventory,quarterlyBasicAverageShares,trailingOtherNonCashItems,annualPurchaseOfBusiness,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,quarterlyCommonStockIssuance,annualEbitda,annualNonCurrentDeferredTaxesLiabilities,annualOtherNonCurrentLiabilities,quarterlyNetOtherFinancingCharges,annualChangeInInventory,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,annualCashCashEquivalentsAndMarketableSecurities,quarterlyCapitalExpenditure,quarterlyOperatingCashFlow,quarterlyOtherCurrentLiabilities,annualInterestExpense,trailingInterestExpense,annualPretaxIncome,annualPurchaseOfInvestment,trailingCashDividendsPaid,annualNonCurrentDeferredRevenue,trailingCapitalExpenditure,quarterlyTotalAssets,trailingBeginningCashPosition,annualChangesInAccountReceivables,quarterlyRepurchaseOfCapitalStock,quarterlyTotalNonCurrentAssets,trailingOperatingExpense,annualGoodwill,quarterlyChangesInAccountReceivables,trailingChangeInCashSupplementalAsReported,annualIncomeTaxPayable,trailingInvestingCashFlow,annualGrossPPE,quarterlySaleOfInvestment,annualAccumulatedDepreciation,annualDeferredIncomeTax,quarterlyChangeInCashSupplementalAsReported,annualRepaymentOfDebt,quarterlyBeginningCashPosition,quarterlyCapitalStock,trailingChangeInWorkingCapital,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,annualChangeInCashSupplementalAsReported,trailingGrossProfit,quarterlyDilutedAverageShares,trailingStockBasedCompensation,annualCashFlowFromContinuingFinancingActivities,trailingDeferredIncomeTax,trailingNetOtherFinancingCharges,annualCapitalExpenditure,annualOtherCurrentLiabilities,annualInvestingCashFlow,annualBasicEPS,trailingChangeInAccountPayable,trailingBasicAverageShares,quarterlyResearchAndDevelopment,trailingPurchaseOfBusiness,trailingResearchAndDevelopment,quarterlyChangeInAccountPayable,trailingSellingGeneralAndAdministration,annualChangeInAccountPayable,trailingSaleOfInvestment,trailingDilutedEPS,trailingNetOtherInvestingChanges,trailingRepaymentOfDebt,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,annualResearchAndDevelopment,trailingDilutedAverageShares,trailingRepurchaseOfCapitalStock,trailingChangeInInventory,trailingBasicEPS
1999-02-28,,,,,30655391.0,,,,,,,,,0.0,,,,-139328641.0,-8502419.0,,,13078948.0,,,46852997.0,-76829911.0,,93213613.0,46360616.0,,,,14868720.0,1945182724.0,0.01887,,9863865.0,,,,217003926.0,,1381304742.0,,,,,,187405618.0,127453941.0,,,216399879.0,,,,,,,273482332.0,,,1484294775.0,,,,108879492.0,,,,,123225612.0,,,,,,1757777107.0,93174267.0,,,,,26125038.0,-1481032.0,,,,,30655391.0,1433252794.0,30655391.0,,-329054666.0,,,18574449.0,18574449.0,,,,,10117789.0,46813651.0,,1052250076.0,,,,,,1284204168.0,,,0.01887,,,31712474.0,,,,335028000.0,,,74334500.0,914527333.0,,,,,-1.0,,40773180.0,,,-60298024.0,75166744.0,,,,,,,,,3378435518.0,,,,3250981577.0,,,,,,,,,,,10021592.0,,0.0,,,,,,,335028000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-05-31,,,,,5734451.0,,,,,,,,,-4705190.0,,,,-128771991.0,-7681639.0,,,,,,46642211.0,-2034363.0,,97926775.0,48816350.0,,,,-70100862.0,2004411116.0,-0.001845,,4120949.0,,,,215115424.0,,1428319365.0,,,,,,178356124.0,105572710.0,,,220996912.0,,,,,,,290398471.0,,,1535656521.0,,,,,,,,,123070137.0,,,,,,1826054992.0,97926775.0,,,,,147037.0,-6560984.0,,,,,5734451.0,1431260109.0,5734451.0,,-320394060.0,,,,,,,,,9998530.0,49110425.0,,1107925305.0,,,,,,1311277753.0,,,-0.001845,,,32789296.0,,,,335028000.0,,,55257766.0,910895457.0,,,,,1.0,,15732981.0,,,-120176577.0,50075715.0,,,,,,,,,3435671225.0,,,,3330098515.0,,,,,,,,,,,-23287499.0,,0.0,0.0,,,,,,335028000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-08-31,,,359216000.0,29701492.0,18030865.0,415074627.0,728358209.0,0.0,,105074627.0,154179104.0,,-1.0,0.0,,-201044776.0,250298508.0,-141558792.0,-8407697.0,,1640149254.0,,,161940299.0,18683952.0,-203163824.0,,29501785.0,10817833.0,,,46119403.0,-101647628.0,1955820896.0,,9850746.0,40909546.0,,-4626866.0,38081888.0,224776119.0,,1621343284.0,,,,159104478.0,1004626866.0,315671642.0,97014925.0,,1955820896.0,77718597.0,0.0575,,-2985074.0,1337313433.0,-31492537.0,22089552.0,27164179.0,,97014925.0,1337313433.0,359216000.0,,45820896.0,29701492.0,1139104477.0,,,149104478.0,48216812.0,45820896.0,,1777611940.0,,149253.0,1640149254.0,29501785.0,,224776119.0,,,121237615.0,16864947.0,3734328358.0,81194030.0,,159104478.0,18329372.0,1777611940.0,18030865.0,,-429402985.0,,,,,275671642.0,,517014925.0,,50022144.0,18683952.0,,1191940299.0,1306268657.0,313283582.0,,3637313433.0,315671642.0,1306268657.0,134029851.0,1191940299.0,,150597015.0,105074627.0,3396559.0,,,,,,,143111307.0,1139104477.0,,313283582.0,275671642.0,27164179.0,245671641.0,,68351516.0,,,-104766331.0,3118703.0,48656716.0,100000000.0,,127313433.0,-284328359.0,,,,3734328358.0,,,,3637313433.0,,,,,,,1621343284.0,,-429402985.0,61641791.0,4671218.0,,-4705190.0,517014925.0,,161940299.0,1004626866.0,-22089552.0,,,,300000000.0,,,-351641791.0,48656716.0,-472686567.0,0.0575,,,,,,,,,,,,,,,,,,,
1999-11-30,,,,,39929277.0,,,,,,,,,0.0,,,,-212317666.0,-7514366.0,,,294681.0,,,53484603.0,-46706940.0,,92824517.0,39339914.0,,,,-199204361.0,1839988213.0,0.022098,,25342567.0,,,-26226610.0,261824075.0,,1739207308.0,,,,,,187269780.0,51127155.0,,,211728304.0,,,,,,,358774127.0,,,1293944305.0,,,,,,,,,118903787.0,,,,,,1652718432.0,92824517.0,,,,,62619714.0,0.0,,,,,40223958.0,1690584942.0,39929277.0,,-423898630.0,,,,,,,,,33446294.0,53484603.0,,1315308678.0,,,,,,1614704582.0,,,0.022098,,,27994696.0,,,,359216000.0,,,163842640.0,549432740.0,,,,,147340.0,,73670252.0,,,-247679387.0,48475026.0,,,,,,,,,3530573155.0,,,,3479446000.0,,,,,,,,82068661.0,,,0.0,,0.0,510387506.0,,,887579196.0,,,359216000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-02-29,,,,,71770335.0,,,,,,,,,5219661.0,,,,-265136299.0,-8869569.0,,,-4698.0,,,51343583.0,-123222015.0,,100640379.0,49296796.0,,,,-56414024.0,2334203277.0,0.083435,,36423418.0,,,128306.0,313469624.0,,1720023198.0,,,,,,206901551.0,59011164.0,,,229955053.0,,,,,,,907206031.0,,,1220095694.0,,,,,,,,,129331593.0,,,,,,2127301725.0,100623460.0,,,,,97723648.0,-1014933.0,,,,,71770335.0,1750906191.0,71770335.0,,-417137886.0,,,,,,,,,45382050.0,51326664.0,,1302885312.0,,,,,,1622589532.0,,,0.083435,,,29723068.0,,,,359216000.0,,,207913196.0,1100623460.0,,,,,298968218.0,,117152385.0,,,-118711798.0,62297774.0,,,,,,,,,4085109468.0,,,,4026098304.0,,,,,,,,,,,5219661.0,,0.0,502247354.0,,,904886182.0,,,359216000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-05-31,,,,,2181655.0,,,,,,,,,8931618.0,,,,-458235097.0,-25265025.0,,,-48172670.0,,,132991655.0,-93880711.0,,179855339.0,46863684.0,,,,-60694648.0,2403499925.0,-0.00749,,3978441.0,,,,271072871.0,,1803637588.0,,,,,,168056262.0,97498130.0,,,227432291.0,,,,,,,855584318.0,,,1379859345.0,,,,,,,,,126069131.0,,,,,,2235443663.0,101363160.0,,,,,-25109981.0,-17859825.0,,,,,2181655.0,1879034865.0,2181655.0,,-430495287.0,,,,,,,,,-8858297.0,54499476.0,,1373142301.0,,,,,,1617554990.0,,,-0.00749,,,28129583.0,,,,753480000.0,,,352219923.0,1194339369.0,,,,,582579788.0,,-6676642.0,,,-170566768.0,109872120.0,,,,,,,,,4282534790.0,,,,4185036660.0,,,,,,,,,,,3711957.0,,5219661.0,543863534.0,,,306145444.0,,,753480000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-08-31,,,753480000.0,9264164.0,4449323.0,573336277.0,971000736.0,0.0,,214337013.0,178029433.0,,191509935.0,0.0,,-311505519.0,339886681.0,-35021755.0,3732845.0,,2316852097.0,47882686.0,,335006623.0,-18184815.0,,,102979437.0,42279021.0,,,118498896.0,4807514.0,2913611479.0,,15289183.0,-28731917.0,,-13846946.0,,254440029.0,,2338880059.0,,,,219635026.0,339907285.0,596759382.0,98806475.0,,2913611479.0,302229226.0,-0.15258,,-159635026.0,1590319352.0,-37916115.0,0.0,541604121.0,,98806475.0,1590319352.0,753480000.0,,118260486.0,9264164.0,1221252391.0,,,,199249789.0,118260486.0,,2390410596.0,,-1.0,2316852097.0,102979437.0,,254440029.0,,,-5529415.0,-140760268.0,5321858720.0,71427520.0,,219635026.0,4448320.0,2390410596.0,4449323.0,,-655508462.0,,,,,184928624.0,,543863135.0,,1443980.0,60700416.0,,1683371597.0,2318428256.0,397664459.0,,5223052244.0,596759382.0,2318428256.0,129402502.0,1683371597.0,,272088300.0,214337013.0,35145753.0,,,,,,,-25353242.0,1221252391.0,,397664459.0,184928624.0,541604121.0,-690185411.0,,5892300.0,,,-46635866.0,51443380.0,47415746.0,120990434.0,,189926416.0,,,,,5321858720.0,,,2855134.0,5223052244.0,,,,,,,2338880059.0,,-655508462.0,37012509.0,-8931618.0,,8931618.0,543863135.0,,335006623.0,339907285.0,0.0,,,,698622517.0,,,-583593819.0,47415746.0,-970710817.0,-0.15258,,,,,,,,,,,,,,,,,,,
2000-11-30,,,,,-33059564.0,,,,,,,,,0.0,,,,-281421554.0,-11951182.0,,,,,,92282776.0,-86673319.0,,94983113.0,2700337.0,,,,-129728278.0,4116937366.0,-0.05379,,-19995395.0,,,-25719988.0,267821615.0,,2391073073.0,,,,,,514218606.0,223533927.0,,,345641695.0,,,,,,,536892846.0,,,1885334664.0,,-17947498.0,,16469143.0,,,,,250658582.0,,,,,,3602718760.0,94983113.0,,,,,-15110531.0,-39976973.0,,,,,-33059564.0,2594341418.0,-33059564.0,,-683785692.0,,,,,1180491250.0,,,71789991.0,-16610378.0,92282776.0,,1707287381.0,,,,,,3435601781.0,,,-0.05379,,45873503.0,38897759.0,,,,822576000.0,,,255741480.0,1361056186.0,190420632.0,,,,-8589192.0,,-49669942.0,,,-155334664.0,25606386.0,45589500.0,,,,,,,,6727479275.0,,,,6503945348.0,,,,,,,,1151366.0,,,0.0,,0.0,691300276.0,,422755603.0,147375.0,,,822576000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-02-28,,,,,189136447.0,,,,,,,,,82052858.0,,,,-649125465.0,-12484897.0,,,,,,101971987.0,,,104238429.0,2266442.0,,,,-126322736.0,4575740627.0,0.210485,,-240284261.0,,,30655452.0,441236939.0,,2535348801.0,,,,,,507109711.0,302984020.0,,,357390904.0,,,,,,,535557775.0,,,2567672096.0,,-15850904.0,,13689306.0,,,,,253153042.0,,,,,,4068630916.0,104237862.0,,,,,-1537.0,-517310981.0,,,,,189136447.0,3615164413.0,189136447.0,,-684416103.0,,,82052858.0,82052858.0,965401045.0,,,84093423.0,-230637677.0,101971420.0,,1850932698.0,,,,,,3512212661.0,,,0.21431,,25743700.0,44669637.0,,,,841508000.0,,,650808920.0,2528168409.0,1151279.0,,,,-235.0,,-41501230.0,,,-206684389.0,80361653.0,48862938.0,,,,,,,,8194297787.0,,,,7891313768.0,,,,,,,,,,,82052858.0,,0.0,691218500.0,,432503073.0,275046.0,,,925076000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-05-31,,,,,-8740775.0,,,,,,,,,9967712.0,,,,-86084285.0,-12834831.0,,,,,,124879616.0,,,136094710.0,11214636.0,,,,-317220819.0,5417284748.0,-0.027055,,-54592730.0,,,-75119966.0,422435424.0,,2983397909.0,,,,,,485468942.0,393559348.0,,,432044895.0,,,,,,,640329029.0,,,2976297663.0,,-7496186.0,,108234933.0,,178342558.0,,,295950185.0,,,,,,4931815806.0,136094710.0,,,,,1386839.0,856137892.0,,,,,-8740775.0,3604710947.0,-8740775.0,,-684837023.0,,,9967712.0,9967712.0,1315189114.0,,,97014145.0,-41382226.0,124880074.0,,2298560886.0,,,,,,5193668512.0,,,-0.027055,,18791513.0,61148524.0,,,,869936000.0,,,27016636.0,1140387453.0,-188137102.0,,,,190108493.0,,-50123001.0,,,-304198659.0,-13022160.0,73866851.0,,,,,,,,9026176199.0,,,,8632616851.0,,,,,,,,,,,-72085146.0,,82052858.0,691217712.0,,392810578.0,383102706.0,,,869936000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-08-31,,,869936000.0,95766310.0,-294758377.0,1111613203.0,1571952580.0,0.0,,1788316.0,-11052224.0,,-8591353.0,0.0,,-575541609.0,194475438.0,-188938199.0,-13017328.0,,4851106462.0,,,573561134.0,152257222.0,-40609661.0,,125022649.0,-27234573.0,,,-147421354.0,-2269776.0,5492050209.0,,42671626.0,-72934835.0,,,112856128.0,111830157.0,,3439029909.0,,,,471391601.0,1331164.0,640943747.0,398422439.0,,5492050209.0,436874167.0,0.274175,,-39899272.0,3010348675.0,-50288238.0,0.0,643824578.0,182612738.0,398422439.0,3010348675.0,869936000.0,4496200.0,-147421354.0,95766310.0,828487525.0,182612738.0,,170427708.0,311851518.0,-147421354.0,,3295905780.0,,1548.0,4851106462.0,125022649.0,,111830157.0,,,-265860839.0,-338749210.0,8787955989.0,-349428173.0,,471391601.0,-294758377.0,3295905780.0,-294758377.0,,-916107237.0,,,,,1196933209.0,,1073677359.0,95374245.0,-60798099.0,152257222.0,,2522922672.0,5038123353.0,460339377.0,,8389533550.0,640943747.0,5038123353.0,-279586239.0,2522922672.0,,253186115.0,1788316.0,62219199.0,,,95374245.0,,,,18700127.0,828487525.0,191040629.0,460339377.0,1196933209.0,643824578.0,-190110419.0,-36798388.0,-284998596.0,,,-162510012.0,160240236.0,65594297.0,206934759.0,,-426291647.0,-138534015.0,,,,8787955989.0,,,,8389533550.0,,,,,,,3439029909.0,,-916107237.0,-387807221.0,-9967712.0,,9967712.0,1073677359.0,,573561134.0,1331164.0,0.0,,,,952267163.0,,,-828727724.0,65594297.0,-1205569503.0,0.274175,,,,,,,,,,,,,,,,,,,
2001-11-30,,,,,-52370615.0,,,,,,,,,0.0,,,,-202054428.0,-12759163.0,,,3146.0,,,131072833.0,-10846311.0,,136108228.0,5035395.0,,,,-273355357.0,5486690263.0,-0.06994,,-26803524.0,,,-104532012.0,47050496.0,,3572043417.0,,,,,,596364637.0,329221331.0,,,448713230.0,,,,,,,633500079.0,,,3146138115.0,,-18008495.0,,3278277.0,,183176026.0,,,312605002.0,,,,,,4890325625.0,136108228.0,,,,,-9674375.0,34049080.0,,,,,-52370615.0,3323712443.0,-52370615.0,,-916106654.0,,,,,1110687431.0,,,105241466.0,-15607991.0,131072833.0,,2655936763.0,,,,,,4985007079.0,,,-0.06994,,50459336.0,63339626.0,,,,927124000.0,,,243342772.0,840237533.0,90830580.0,,,,1.0,,-53128834.0,,,-232109486.0,-41245871.0,71662734.0,,,,,,,,8810402706.0,,,,8481181375.0,,,,,,,,9474595.0,,,0.0,,0.0,1130380683.0,,474242567.0,3087935.0,,,927124000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-02-28,,,,,-74366287.0,,,,,,,,,25692998.0,,,,-271872827.0,-13400106.0,,,-1544.0,,,150726558.0,-4239413.0,,139593014.0,-11134434.0,,,,-102781480.0,5724290979.0,-0.090135,,-33871047.0,,,58084327.0,-42323346.0,,3743536292.0,,,,,,608766223.0,313308765.0,,,472232014.0,,,,,,,627734338.0,,,3415278000.0,,-17553114.0,,1.0,,151685627.0,,,332639000.0,,,,,,5115524756.0,139593014.0,,,,,-20282006.0,-44291028.0,,,,,-74366287.0,3237365807.0,-74366287.0,,-916106393.0,,,25692998.0,25692998.0,1072512418.0,69109117.0,,103086044.0,-25622496.0,150727448.0,,2827429899.0,,,,,,4986816215.0,,,-0.090135,,,68572344.0,,,,927248000.0,,,176352790.0,834101907.0,292637.0,,,,1602.0,,-80222721.0,,,-223871927.0,121090447.0,1610319.0,,,,,,,,8961656786.0,,,,8648348021.0,,,,,,,,2130917.0,,,25692998.0,,0.0,1164169204.0,,538046787.0,5821183.0,,,927248000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-05-31,,,,,-90908257.0,,,,,,,,,16504587.0,,,,-212153785.0,-13588437.0,,,,,,152426909.0,-6227732.0,,171757184.0,19330275.0,,,,-212795885.0,5665845566.0,-0.10994,,-32557845.0,,,-22613477.0,-143935780.0,,3754735474.0,,,,,,503446483.0,281117737.0,,,493605505.0,,,,,,,647423548.0,,,3478532110.0,,13670172.0,,1529.0,,152660550.0,,,321848624.0,,,,,,5162399083.0,171756881.0,,,,145865443.0,-65949541.0,-6106676.0,,,,,-90908257.0,2872871560.0,-90908257.0,,-916107034.0,,,16504587.0,16504587.0,1036443425.0,74810398.0,,86082569.0,-23010703.0,152426606.0,,2838628440.0,,,,,,4841703364.0,,,-0.10994,,,67301223.0,,,,927356000.0,,,127160707.0,431402141.0,150483.0,,,,-9402215.0,,-95744648.0,,,-288741829.0,75945944.0,3640672.0,,,,,,,,8538717125.0,,,,8257599388.0,,,,,,,,1047394.0,,,-9188411.0,,25692998.0,0.0,,424995413.0,-1527523.0,,,927392000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-08-31,,,462408364.0,0.0,-112976720.0,1255887763.0,1888559626.0,0.0,,2302416.0,54799688.0,,-9401403.0,0.0,,-529809821.0,91273578.0,-139476248.0,-13404282.0,,5111215900.0,,,511105222.0,143645875.0,-6843988.0,,185213147.0,41567272.0,,,-288291504.0,59122901.0,5723482463.0,,3301637.0,-27430094.0,,,72362799.0,-230327358.0,,4080144973.0,,,,577872175.0,1513640.0,612266563.0,344492595.0,,5723482463.0,474009167.0,-0.715,,286827.0,3469636789.0,-53151988.0,0.0,634734216.0,187504287.0,344492595.0,3469636789.0,462408364.0,,-288291504.0,0.0,367689789.0,187504287.0,,18489478.0,288796020.0,-330621980.0,,2789518316.0,,-1.0,5111215900.0,185213147.0,,-230327358.0,,,-63204700.0,16635451.0,8513000779.0,-83339049.0,,577872175.0,-70646244.0,2789518316.0,-70646244.0,,-1302447389.0,,,,,1006844895.0,,908472330.0,128810600.0,-19097459.0,143645875.0,,2777697584.0,5023120811.0,632671863.0,,8168508184.0,612266563.0,5023120811.0,-159109899.0,2777697584.0,,335412315.0,2302416.0,68110923.0,,,128810600.0,,,,-56745591.0,367689789.0,-122.0,632671863.0,1006844895.0,634734216.0,-791.0,,-89047084.0,,,-120498894.0,179621795.0,98858925.0,267323461.0,,-318143414.0,-28157444.0,,,,8513000779.0,,,,8168508184.0,,,,,,,4080144973.0,5836572.0,-1302447389.0,-120662510.0,-16504587.0,,16504587.0,908472330.0,,511105222.0,1513640.0,0.0,,,,490110678.0,,,-865222136.0,98858925.0,-825557288.0,-0.715,,,,,,,,,,,,,,,,,,,
2002-11-30,,,,,-18984509.0,,,,,,,,,0.0,,,,-137907996.0,-11605383.0,,,1564.0,,,145476451.0,-661868.0,,189050226.0,43573775.0,,,,-16859646.0,5697751526.0,-0.03254,,-14187138.0,,,14642466.0,-269865436.0,,4031159443.0,,,,,,597515256.0,335362228.0,,,513382882.0,,,,,,,626172743.0,,,3483096542.0,,,,1564.0,,166445001.0,,,324334220.0,,,,,,5100236270.0,189048662.0,,,,,43812.0,3199811.0,,,,,-18984509.0,2750513222.0,-18984509.0,,-1302447191.0,,,,,990966985.0,85933344.0,,140879362.0,-4692536.0,145474887.0,,2728712252.0,,,,,,5024096386.0,,,-0.03254,,18111407.0,67294633.0,,,,927392000.0,,,10394304.0,360093881.0,,,,,-1565.0,,-23151307.0,,,-144363949.0,127504303.0,11422312.0,,,,,,,,8448264747.0,,,,8112902519.0,,,,,,,,4271632.0,,,0.0,,0.0,874614301.0,,482048193.0,2046628.0,,,927392000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-02-28,,,,,-19747512.0,,,,,,,,,2229318.0,,,,-76963532.0,-13791914.0,,,-3050.0,,,150381265.0,-484723.0,,200251002.0,49869300.0,,,,130673696.0,5603050646.0,-0.03352,,-283380.0,,,10135493.0,-305287390.0,,3965765632.0,,,,,,846591415.0,305988415.0,,,521378286.0,,,,,,,664864102.0,,,3100761919.0,,,,-1485.0,,158958859.0,,,321127284.0,,,,,,4756459231.0,200251002.0,,,,,4899748.0,-68490172.0,,,,,-19747512.0,2616468142.0,-19747512.0,,-1302447646.0,,,2229318.0,2229318.0,990833210.0,95501262.0,,122501114.0,8351404.0,150381702.0,,2663317986.0,,,,,,4971284717.0,,,-0.03352,,261041141.0,66165157.0,,,,927392000.0,,,-58245188.0,278927670.0,,,,,1565.0,,-9928709.0,,,-6886608.0,137560304.0,11623347.0,,,,,,,,8219518788.0,,,,7913530373.0,,,,,,,,-144200.0,,,2229318.0,,0.0,817990495.0,,478425665.0,-6095351.0,,,927392000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-05-31,,,,,-13239437.0,,,,,,,,,16786545.0,,,,-55174965.0,-10980387.0,,,119.0,,,147268224.0,-1202650.0,,206448790.0,59179543.0,,,,70459162.0,5497296595.0,-0.02511,,10483098.0,,,-15748833.0,-328535485.0,,3901036510.0,,,,,,820071106.0,284509777.0,,,521658690.0,,,,,,,762148229.0,,,2913098592.0,,,,0.0,,144996581.0,,,315209900.0,,,,,,4677225489.0,206448790.0,,,,,9770272.0,-19126432.0,,,,,-13239437.0,2488999043.0,-13239437.0,,-1302446328.0,,,16786545.0,16786545.0,1001978668.0,91504171.0,,98294817.0,18891016.0,147269247.0,,2598590182.0,,,,,,4879838644.0,,,-0.02511,,271420758.0,63299603.0,,,,927392000.0,,,-52869750.0,223357035.0,,,,,1.0,,5598250.0,,,-52131092.0,122590254.0,11089839.0,,,,,,,,7986295638.0,,,,7701785861.0,,,,,,,,15973758.0,,,14557227.0,,2229318.0,0.0,,446056338.0,-17248735.0,,,927392000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-08-31,,,927392000.0,0.0,4144297.0,1256140302.0,2076740607.0,20752807.0,,271519479.0,234394843.0,,-16901429.0,20752807.0,,117881603.0,95661.0,175009754.0,-14242030.0,,4309177873.0,-19.0,,413711354.0,143079522.0,-7312481.0,,224850271.0,81770749.0,,,-47827534.0,-66391609.0,5106052960.0,,3675308.0,-1793808.0,,,-5353818.0,-340293914.0,,3962908637.0,,,,586205462.0,482462.0,796875087.0,260321641.0,,5106052960.0,520319166.0,0.13697,20752807.0,58913074.0,2645548316.0,-50619714.0,0.0,735352834.0,140998198.0,260321641.0,2645548316.0,927392000.0,,-47827534.0,0.0,218459726.0,140998198.0,,22469153.0,295468895.0,-47827534.0,,2495065853.0,,-1386.0,4309177873.0,224850271.0,,-340293914.0,,,-7310224.0,143329867.0,7601118813.0,29925135.0,,586205462.0,4144297.0,2495065853.0,4144297.0,,-1547246638.0,,,20752807.0,20752807.0,928276723.0,,724923056.0,81787051.0,7374882.0,143079522.0,,2415661999.0,4706675447.0,820600305.0,,7340797172.0,796875087.0,4706675447.0,7403300.0,2415661999.0,,538440316.0,271519479.0,62942731.0,,,81787051.0,,,,-321917658.0,218459726.0,,820600305.0,928276723.0,735352834.0,-16901430.0,,11498944.0,,20752807.0,-217177064.0,150785455.0,111644254.0,259701927.0,,-15982254.0,-9661722.0,,,,7601118813.0,,,,7340797172.0,,,,,,,3962908637.0,2367963.0,-1547246638.0,-5781228.0,3966262.0,,16786545.0,724923056.0,,413711354.0,482462.0,20752807.0,,,,-422638292.0,,,-420558713.0,111644254.0,-95036739.0,0.13697,,,,,,,,,,,,,,,,,,,
