date,annualCurrentDeferredRevenue,trailingCostOfRevenue,annualDilutedAverageShares,annualOtherCurrentAssets,quarterlyNetIncomeCommonStockholders,annualCostOfRevenue,annualTotalRevenue,annualEndCashPosition,trailingOperatingIncome,annualCurrentDebt,annualOperatingIncome,trailingTotalRevenue,annualNetOtherFinancingCharges,quarterlyEndCashPosition,quarterlyStockBasedCompensation,annualFreeCashFlow,annualCommonStockIssuance,quarterlyInvestingCashFlow,quarterlyCashDividendsPaid,annualOtherShortTermInvestments,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,trailingEndCashPosition,annualAccountsPayable,quarterlyDepreciationAndAmortization,quarterlyPurchaseOfInvestment,trailingTaxProvision,quarterlyEbitda,quarterlyOperatingIncome,trailingNetIncomeContinuousOperations,quarterlyOtherShortTermInvestments,annualNetIncomeContinuousOperations,quarterlyFreeCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyDilutedEPS,annualChangeInWorkingCapital,quarterlyDeferredIncomeTax,annualInvestmentsAndAdvances,annualRepurchaseOfCapitalStock,quarterlyChangeInWorkingCapital,quarterlyRetainedEarnings,quarterlyNonCurrentDeferredRevenue,quarterlyGrossPPE,trailingFreeCashFlow,quarterlyIncomeTaxPayable,trailingNetIncome,annualOperatingExpense,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCurrentLiabilities,quarterlyCurrentAssets,trailingPretaxIncome,annualTotalLiabilitiesNetMinorityInterest,quarterlyTotalRevenue,annualDilutedEPS,annualCashAndCashEquivalents,annualNetOtherInvestingChanges,annualLongTermDebt,annualCashDividendsPaid,annualBeginningCashPosition,quarterlyOtherNonCurrentLiabilities,annualAccountsReceivable,annualCurrentAssets,quarterlyLongTermDebt,annualBasicAverageShares,quarterlyChangeInInventory,annualNetIncome,quarterlyOtherCurrentAssets,annualOtherNonCurrentAssets,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,annualSaleOfInvestment,quarterlyCostOfRevenue,annualNetIncomeCommonStockholders,annualSellingGeneralAndAdministration,annualStockholdersEquity,quarterlyInvestmentsAndAdvances,annualOtherNonCashItems,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyGrossProfit,annualCurrentAccruedExpenses,annualRetainedEarnings,trailingCommonStockIssuance,quarterlyGoodwill,quarterlyOtherIncomeExpense,quarterlyNetOtherInvestingChanges,annualTotalAssets,annualTaxProvision,trailingNetIncomeCommonStockholders,annualDepreciationAndAmortization,quarterlyNetIncomeContinuousOperations,quarterlyStockholdersEquity,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,quarterlyAccumulatedDepreciation,trailingOperatingCashFlow,quarterlyRepaymentOfDebt,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,annualCapitalStock,quarterlyInventory,quarterlyTaxProvision,quarterlyOperatingExpense,trailingOtherIncomeExpense,quarterlyNetPPE,annualOtherIntangibleAssets,annualGrossProfit,annualStockBasedCompensation,annualTotalNonCurrentAssets,annualCurrentLiabilities,quarterlyOtherIntangibleAssets,annualOtherIncomeExpense,annualNetPPE,quarterlyBasicEPS,annualOperatingCashFlow,quarterlyCurrentDebt,quarterlyInterestExpense,trailingCashFlowFromContinuingFinancingActivities,trailingDepreciationAndAmortization,annualInventory,quarterlyBasicAverageShares,trailingOtherNonCashItems,annualPurchaseOfBusiness,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,quarterlyCommonStockIssuance,annualEbitda,annualNonCurrentDeferredTaxesLiabilities,annualOtherNonCurrentLiabilities,quarterlyNetOtherFinancingCharges,annualChangeInInventory,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,annualCashCashEquivalentsAndMarketableSecurities,quarterlyCapitalExpenditure,quarterlyOperatingCashFlow,quarterlyOtherCurrentLiabilities,annualInterestExpense,trailingInterestExpense,annualPretaxIncome,annualPurchaseOfInvestment,trailingCashDividendsPaid,annualNonCurrentDeferredRevenue,trailingCapitalExpenditure,quarterlyTotalAssets,trailingBeginningCashPosition,annualChangesInAccountReceivables,quarterlyRepurchaseOfCapitalStock,quarterlyTotalNonCurrentAssets,trailingOperatingExpense,annualGoodwill,quarterlyChangesInAccountReceivables,trailingChangeInCashSupplementalAsReported,annualIncomeTaxPayable,trailingInvestingCashFlow,annualGrossPPE,quarterlySaleOfInvestment,annualAccumulatedDepreciation,annualDeferredIncomeTax,quarterlyChangeInCashSupplementalAsReported,annualRepaymentOfDebt,quarterlyBeginningCashPosition,quarterlyCapitalStock,trailingChangeInWorkingCapital,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,annualChangeInCashSupplementalAsReported,trailingGrossProfit,quarterlyDilutedAverageShares,trailingStockBasedCompensation,annualCashFlowFromContinuingFinancingActivities,trailingDeferredIncomeTax,trailingNetOtherFinancingCharges,annualCapitalExpenditure,annualOtherCurrentLiabilities,annualInvestingCashFlow,annualBasicEPS,trailingChangeInAccountPayable,trailingBasicAverageShares,quarterlyResearchAndDevelopment,trailingPurchaseOfBusiness,trailingResearchAndDevelopment,quarterlyChangeInAccountPayable,trailingSellingGeneralAndAdministration,annualChangeInAccountPayable,trailingSaleOfInvestment,trailingDilutedEPS,trailingNetOtherInvestingChanges,trailingRepaymentOfDebt,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,annualResearchAndDevelopment,trailingDilutedAverageShares,trailingRepurchaseOfCapitalStock,trailingChangeInInventory,trailingBasicEPS
2008-08-31,124383969.0,,429694000.0,0.0,132377361.0,1696622728.0,3104859147.0,0.0,,44710322.0,903103008.0,,-644414798.0,0.0,,514779420.0,32498140.0,-218936253.0,,,5273964069.0,26503736.0,,655756352.0,,,,241837589.0,241837589.0,,,671561603.0,160875720.0,6102608696.0,,19303710.0,,,-403569682.0,25792966.0,-57674072.0,,4897730413.0,,,,505133411.0,23026470.0,828644626.0,404466886.0,,6102608696.0,805699776.0,0.31,,-7353035.0,2706534496.0,,165309876.0,1285603273.0,188144998.0,404466886.0,2706534496.0,429694000.0,,671561603.0,0.0,472643777.0,188144998.0,,637823.0,436173066.0,671561603.0,,2255191878.0,,26504731.0,5273964069.0,369526710.0,,-57674072.0,,88110981.0,-510200854.0,-32985746.0,8357800574.0,16365473.0,,508759434.0,132377361.0,2255191878.0,132377361.0,,-2281229935.0,,,,,1281826300.0,124383969.0,0.0,51774211.0,50573591.0,127689121.0,,2616500478.0,4776078452.0,1408236419.0,,7953333688.0,828644626.0,4776078452.0,-489719358.0,2616500478.0,,1242199426.0,44710322.0,56562790.0,,,51774211.0,,,,-128165647.0,472643777.0,6954965.0,1411862442.0,1281826300.0,1285603273.0,-640141022.0,,182650521.0,,,-186193384.0,347069104.0,3793983.0,230587860.0,,687632614.0,,,,,8357800574.0,,,-371531282.0,7953333688.0,,88110981.0,,,,,4897730413.0,242877.0,-2281229935.0,16365473.0,510.0,,0.0,0.0,,655756352.0,23026470.0,-165309876.0,,,,-673381524.0,,,-727420006.0,3793983.0,-734135218.0,0.31,,,,,,,,,,,,,,,,,,,
2008-11-30,,,,,123076542.0,,,,,,,,,0.0,,,,-326420609.0,,,,510280.0,,,135060689.0,,,368744117.0,232737181.0,,,,122483280.0,6103910082.0,0.29,,53318058.0,,,-6945752.0,238898935.0,,4828559574.0,,,,,,728858063.0,384166460.0,,,817468417.0,,,,,,,1104063661.0,,,2971245975.0,,,,1239.0,,204031459.0,,,449670547.0,,,,,,5375052019.0,367797870.0,,,,88111221.0,1814466.0,-144718850.0,,,,,123076542.0,2296120882.0,123076542.0,,-2156904880.0,,,,,1299742383.0,130325737.0,,57411444.0,53318058.0,135060689.0,,2671654694.0,,,,,,4776113451.0,,,0.29,,72034927.0,57209562.0,,,,427764000.0,,,21312856.0,479985137.0,7505573.0,,,,-74811741.0,,176262076.0,,,-182536537.0,305019817.0,2753282.0,,,,,,,,8400030964.0,,,-33574436.0,8015864503.0,,,,,,,,,,,0.0,,0.0,0.0,,523744117.0,-32416398.0,,,430419000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-02-28,,,,,156229050.0,,,,,,,,,0.0,,,,-261213977.0,,,,12139543.0,,,145067549.0,,,383248098.0,238180549.0,,,,168856232.0,6076221432.0,0.36,,31843191.0,,,63066879.0,309384205.0,,5007950736.0,,,,,,729308024.0,363528441.0,,,839144236.0,,,,,,,1072168614.0,,,2971146521.0,,,,1792788.0,,199992382.0,,,457789487.0,,,,,,5346913408.0,381354749.0,,,,88110716.0,7191468.0,-6912688.0,,,,,156229050.0,2416663281.0,156229050.0,,-2281230320.0,,,,,1303598273.0,129314373.0,,64324530.0,31843575.0,143174200.0,,2726720416.0,,,,,,4816381412.0,,,0.36,,14352463.0,56353479.0,,,,428833000.0,,,-136371261.0,498143728.0,42189704.0,,,,85568471.0,,188191976.0,,,-228720447.0,397576679.0,3821737.0,,,,,,,,8492884713.0,,,286.0,8129356272.0,,,,,,,,,,,0.0,,0.0,0.0,,581819451.0,-28647791.0,,,430645000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-05-31,,,,,131945000.0,,,,,,,,,365047000.0,,,,-201292414.0,-90260151.0,,,15144177.0,,,67842762.0,,,432033000.0,248431000.0,,199084000.0,,127249488.0,6377280000.0,0.31,,55831751.0,,,-27955127.0,351069000.0,,,,2041000.0,,,,1325226000.0,683615000.0,,,861382000.0,,,,,,,98451000.0,,,2666044000.0,,,,0.0,,200480000.0,,,466112000.0,,,,197618000.0,,5052054000.0,395270000.0,,,,88111000.0,541000.0,-708462.0,,,,,131945000.0,2450388000.0,131945000.0,,,,,365047000.0,165963000.0,1311268000.0,128175000.0,,65033000.0,55832000.0,146839000.0,,2769439000.0,,,,,,4816153000.0,,,0.31,,480038000.0,61083000.0,,,,429877000.0,,,238321405.0,0.0,3157723.0,,,,-9160730.0,,187889000.0,,,-200841016.0,328090504.0,177501000.0,,,,,,,,8827668000.0,,,150.0,8144053000.0,,,,,,,,,,,365047000.0,,0.0,2109398000.0,,537471000.0,-43917000.0,,,430921000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-08-31,133798000.0,,430238000.0,0.0,123988000.0,0.0,3390913000.0,453237000.0,,481739000.0,955754000.0,,1596000.0,453237000.0,4492000.0,580044000.0,56996000.0,-177789000.0,-90310000.0,199375000.0,5063068000.0,6513000.0,,563110000.0,379721000.0,,,615890000.0,236407000.0,,199375000.0,535239000.0,161455000.0,6440085000.0,,59090000.0,26481000.0,194854000.0,-33574000.0,30924000.0,384747000.0,,5284614000.0,,25320000.0,,2435159000.0,-38634000.0,1377017000.0,757669000.0,,6440085000.0,872919000.0,1.24,253862000.0,-185911000.0,2668749000.0,-351883000.0,0.0,104964000.0,194483000.0,757669000.0,2668749000.0,429153000.0,,535239000.0,0.0,0.0,194483000.0,,,478391000.0,535239000.0,1851963000.0,2497984000.0,194854000.0,1323840000.0,5063068000.0,394528000.0,,384747000.0,,88111000.0,-238000.0,12729000.0,8938069000.0,190774000.0,,727692000.0,123988000.0,2497984000.0,123988000.0,,-2463070000.0,,-131000.0,453237000.0,253862000.0,1337722000.0,133798000.0,2113849000.0,52304000.0,49781000.0,158121000.0,,2821544000.0,4816153000.0,3390913000.0,16974000.0,8180400000.0,1377017000.0,4816153000.0,-3984000.0,2821544000.0,,1382930000.0,481739000.0,62400000.0,,,52304000.0,,,-46300000.0,-86298000.0,0.0,4143000.0,1546355000.0,1337722000.0,104964000.0,0.0,,173769000.0,0.0,453237000.0,-190788000.0,352243000.0,173050000.0,237047000.0,,726112000.0,,,,,8938069000.0,,-5714000.0,0.0,8180400000.0,,88111000.0,6001000.0,,25320000.0,,5284614000.0,,-2463070000.0,167474000.0,88190000.0,-471325000.0,365047000.0,0.0,,563110000.0,-38634000.0,453237000.0,,,,36965000.0,,,-802886000.0,173050000.0,-966716000.0,1.25,,,,,,,,,,,,,,,,,,,
2009-11-30,,,,,114229000.0,,,,,,,,,650950000.0,4420000.0,,,-519898000.0,-90815000.0,,,88554000.0,,,193240000.0,-158968000.0,,390480000.0,315854000.0,,288357000.0,,137451000.0,7229037000.0,0.26,,-73631000.0,,,-5393000.0,385852000.0,,,,109344000.0,,,,875514000.0,1089307000.0,,,905934000.0,,,,,,,269995000.0,,,3978376000.0,,,,0.0,,213771000.0,,,430982000.0,,,,221925000.0,,6353523000.0,474952000.0,,,,169106000.0,-118614000.0,-9555000.0,,,,,114229000.0,2659312000.0,114229000.0,,,,-1016302000.0,739645000.0,451288000.0,1369530000.0,144790000.0,,62109000.0,20947000.0,159098000.0,,2795894000.0,,,,,,5356863000.0,,,0.26,,531000.0,62064000.0,,,,432507000.0,,,384052000.0,0.0,7870000.0,,,,-380465000.0,,135176000.0,-155334000.0,,-196108000.0,333559000.0,122795000.0,,,,,,,,9888349000.0,,,-27892000.0,8799042000.0,,,-18566000.0,,,,,,,,197713000.0,,453237000.0,2234279000.0,,498054000.0,-2598000.0,,,435363000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-28,,,,,138712000.0,,,,,,,,,669949000.0,,,,-196007000.0,-90946000.0,,,608604000.0,,,,-49000.0,,398229000.0,259463000.0,,289749000.0,,178871000.0,7303696000.0,0.32,,,,,21382000.0,368264000.0,,,,116962000.0,,,,898978000.0,1111574000.0,,,929142000.0,,,,,,,277567000.0,,,3979534000.0,,,,0.0,,225599000.0,,,504317000.0,,,,223681000.0,,6404718000.0,424825000.0,,,,169143000.0,-1818000.0,5075000.0,,,,,138712000.0,2639916000.0,138712000.0,,,,-134000.0,759752000.0,470003000.0,1414243000.0,141469000.0,,57034000.0,57287000.0,165362000.0,,2822196000.0,,,,,,5358334000.0,,,0.32,,539000.0,61646000.0,,,,432960000.0,,,-164581000.0,0.0,17618000.0,,,,-861000.0,,195999000.0,-360000.0,,-200717000.0,379588000.0,122598000.0,,,,,,,,9943612000.0,,,-90258000.0,8832038000.0,,,-11835000.0,,,,,,,,18999000.0,,650950000.0,2227809000.0,,517410000.0,-1467000.0,,,432960000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-05-31,,,,,158216000.0,,,,,,,,,0.0,,,,-922163000.0,-95100000.0,,,,,,,-741672000.0,,465462000.0,277280000.0,,58894000.0,,145999000.0,7177020000.0,0.37,,,,,-22266000.0,431380000.0,,,,131828000.0,,,,831280000.0,360700000.0,,,943632000.0,,,,,,,283885000.0,,,3980561000.0,,,,0.0,,200353000.0,,,507810000.0,,,,903380000.0,,6345740000.0,435822000.0,,,,169143000.0,-2093000.0,5015000.0,,,,,158216000.0,2721619000.0,158216000.0,,,,-136000.0,58894000.0,0.0,1425387000.0,143308000.0,,52019000.0,51461000.0,158542000.0,,2851500000.0,,,,,,5374663000.0,,,0.37,,5810000.0,61797000.0,,,,432323000.0,,,-76330000.0,0.0,13803000.0,,,,-159000.0,,212377000.0,-3111000.0,,-182545000.0,328544000.0,84012000.0,,,,,,,,9898639000.0,,,0.0,9537939000.0,,,25246000.0,,,,,,,,-669949000.0,,669949000.0,0.0,,466322000.0,-1113000.0,,,432672000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-08-31,145491000.0,,433882000.0,66718000.0,121575000.0,1958829000.0,3717580000.0,216735000.0,,557000.0,1102480000.0,,-381517000.0,216735000.0,,616477000.0,47126000.0,-105909000.0,-95227000.0,0.0,6363994000.0,,,623070000.0,,-2375000.0,,246071000.0,249883000.0,,0.0,532732000.0,154156000.0,7383433000.0,,81756000.0,,743273000.0,-118150000.0,88033000.0,457728000.0,,5744748000.0,,170581000.0,,656271000.0,8976000.0,1019439000.0,595523000.0,,7383433000.0,938872000.0,1.23,216735000.0,-1261000.0,3981671000.0,-372088000.0,453237000.0,923982000.0,196415000.0,595523000.0,3981671000.0,432675000.0,,532732000.0,66718000.0,0.0,196415000.0,,159405000.0,515720000.0,532732000.0,,2770532000.0,743273000.0,669184000.0,6363994000.0,423152000.0,,457728000.0,,169143000.0,4530000.0,-1796000.0,10153965000.0,183137000.0,,526432000.0,121575000.0,2770532000.0,121575000.0,,-2740099000.0,,-139000.0,216735000.0,216735000.0,1451859000.0,145491000.0,0.0,53815000.0,53442000.0,173269000.0,,3004649000.0,5408534000.0,1758751000.0,17838000.0,9558442000.0,1019439000.0,5408534000.0,-127350000.0,3004649000.0,,1457159000.0,557000.0,62504000.0,,,53815000.0,,,-158805000.0,-92825000.0,0.0,7835000.0,1501562000.0,1451859000.0,923982000.0,-32000.0,,183567000.0,0.0,216735000.0,-261312000.0,415468000.0,79740000.0,248011000.0,,727119000.0,-903064000.0,,,,10153965000.0,,-1217000.0,0.0,9558442000.0,,169143000.0,3938000.0,,170581000.0,,5744748000.0,,-2740099000.0,15370000.0,216735000.0,-1016711000.0,0.0,0.0,,623070000.0,8976000.0,-236502000.0,,,,50316000.0,,,-840682000.0,79740000.0,-1743977000.0,1.23,,,,,,,,,,,,,,,,,,,
2010-11-30,,,,,16642000.0,,,,,,,,,42065000.0,4174000.0,,,-763690000.0,-95425000.0,,,104030000.0,,,158835000.0,-477000.0,,255628000.0,292612000.0,,0.0,,-287480000.0,9344727000.0,0.04,,-33951000.0,,,-202493000.0,378945000.0,,,,29305000.0,,,,1068427000.0,820716000.0,,,1078905000.0,,,,,,,534590000.0,,,5394410000.0,,,,67095000.0,,531075000.0,,,605551000.0,,,,20857000.0,,8276300000.0,473354000.0,,,,839710000.0,-195819000.0,0.0,,,,,20332000.0,2705830000.0,16642000.0,,,,-395076000.0,42065000.0,42065000.0,1711452000.0,150967000.0,,80459000.0,21391000.0,180742000.0,,3167682000.0,,,,,,7190685000.0,,,0.04,,566000.0,68695000.0,,,,433792000.0,,,527133000.0,0.0,17634000.0,,,,0.0,,28098000.0,-420442000.0,,-349367000.0,61887000.0,80904000.0,,,,,,,,12295711000.0,,,0.0,11474995000.0,,,-37978000.0,,,,,,,,-174670000.0,,216735000.0,0.0,,806685000.0,1039000.0,,,433792000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-02-28,,,,,161490000.0,,,,,,,,,338951000.0,3912000.0,,,-231848000.0,-100110000.0,,,8460000.0,,,169934000.0,477000.0,,477478000.0,303293000.0,,68402000.0,,135302000.0,9517265000.0,0.37,,-1291000.0,,,-48167000.0,444875000.0,,,,26034000.0,,,,1155047000.0,1284170000.0,,,1196611000.0,,,,,,,368580000.0,,,5651081000.0,,,,0.0,,483367000.0,,,702087000.0,,,,17516000.0,,8362218000.0,494524000.0,,,,840760000.0,4251000.0,-36163000.0,,,,,167299000.0,2779868000.0,161490000.0,,,,-1057126000.0,407353000.0,338951000.0,1711414000.0,148104000.0,,89978000.0,55217000.0,191231000.0,,3174416000.0,,,,,,6976887000.0,,,0.37,,575000.0,85237000.0,,,,434425000.0,,,193944000.0,0.0,6589000.0,,,,-7524000.0,,222307000.0,0.0,,-199488000.0,334790000.0,260189000.0,,,,,,,,12547796000.0,,,0.0,11263626000.0,,,47708000.0,,,,,,,,296886000.0,,42065000.0,0.0,,720145000.0,-2664000.0,,,435464000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-05-31,,,,,194860000.0,,,,,,,,,632961000.0,3187000.0,,,-196812000.0,-85907000.0,,,48699000.0,,,157032000.0,0.0,,520652000.0,401006000.0,,0.0,,155422000.0,9320838000.0,0.45,,23066000.0,,,-63189000.0,539743000.0,,,,18922000.0,,,,1066301000.0,1536857000.0,,,1284688000.0,,,,,,,351584000.0,,,5574181000.0,,,,0.0,,528537000.0,,,705113000.0,,,,19329000.0,,8254537000.0,579575000.0,,,,810807000.0,-37386000.0,10220000.0,,,,,202670000.0,3190566000.0,194860000.0,,,,-75145000.0,632961000.0,632961000.0,1696255000.0,152190000.0,,79758000.0,71494000.0,178569000.0,,3178764000.0,,,,,,6958927000.0,,,0.45,,25978000.0,89711000.0,,,,434816000.0,,,123706000.0,0.0,8226000.0,,,,-23468000.0,,273909000.0,-8000.0,,-211694000.0,367116000.0,160616000.0,,,,,,,,12760027000.0,,,0.0,11223170000.0,,,-42453000.0,,,,,4201000.0,,,294010000.0,,338951000.0,0.0,,708595000.0,-1306000.0,,,434816000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-08-31,154567000.0,,434881000.0,236771000.0,81000000.0,2710075000.0,4740903000.0,443427000.0,,594000.0,1294841000.0,,-392699000.0,443427000.0,3418000.0,342044000.0,45940000.0,-294988000.0,-70538000.0,0.0,7936748000.0,-44654000.0,,794984000.0,163623000.0,0.0,,532000000.0,296000000.0,,0.0,562052000.0,338800000.0,9068029000.0,0.18,-201528000.0,7356000.0,13314000.0,0.0,112321000.0,516462000.0,,6162966000.0,,12357000.0,,735987000.0,1467000.0,1131281000.0,1262318000.0,,9068029000.0,1181000000.0,1.03,443427000.0,-43130000.0,5255960000.0,-351980000.0,216735000.0,351122000.0,442817000.0,1262318000.0,5255960000.0,434881000.0,,453701000.0,189845000.0,258768000.0,442817000.0,,8181000.0,700000000.0,453701000.0,,3216886000.0,13314000.0,679599000.0,7936748000.0,481000000.0,,516462000.0,,814808000.0,21000000.0,-17187000.0,12525877000.0,204829000.0,,649424000.0,167000000.0,3216886000.0,81000000.0,,-2962766000.0,,-296574000.0,443427000.0,443427000.0,1699325000.0,154567000.0,2633459000.0,96945000.0,60000000.0,185000000.0,,3200200000.0,6954659000.0,2030828000.0,14691000.0,11263559000.0,1131281000.0,6954659000.0,-210576000.0,3200200000.0,0.18,1231165000.0,594000.0,92000000.0,,,96945000.0,436000000.0,,-452630000.0,-361918000.0,258768000.0,13491000.0,1733689000.0,1699325000.0,351122000.0,9042000.0,,227000000.0,-32180000.0,443427000.0,-128572000.0,467372000.0,168779000.0,331584000.0,,752681000.0,0.0,,,,12525877000.0,,,0.0,11263559000.0,,814808000.0,,,12357000.0,,6162966000.0,857000.0,-2962766000.0,-4820000.0,-189534000.0,-1470511000.0,632961000.0,293195000.0,,794984000.0,1467000.0,226692000.0,,437000000.0,,482865000.0,,,-889121000.0,168779000.0,-1487338000.0,1.03,,,,,,,,,,,,,,,,,,,
2011-11-30,,,,,192000000.0,,,,,,,,,363000000.0,2000000.0,,,-306000000.0,-80000000.0,,,-40000000.0,,,195000000.0,,,556000000.0,372000000.0,,0.0,,-4000000.0,8945000000.0,0.43,,-7000000.0,,,-47000000.0,816000000.0,,,,150000000.0,,,,1826000000.0,1297000000.0,,,1279000000.0,,,,,,,507000000.0,,,4808000000.0,,,,261000000.0,,551000000.0,,,713000000.0,,,,14000000.0,,7119000000.0,566000000.0,,,,712000000.0,-11000000.0,0.0,,,,,202000000.0,3528000000.0,192000000.0,,,,0.0,363000000.0,363000000.0,1153000000.0,159000000.0,,120000000.0,77000000.0,194000000.0,,3230000000.0,,,,,,7162000000.0,,,0.43,,450000000.0,82000000.0,,,,438000000.0,,,-83000000.0,306000000.0,7000000.0,,,,-10000000.0,,279000000.0,0.0,,-313000000.0,309000000.0,169000000.0,,,,,,,,12747000000.0,,,,11450000000.0,,,-103000000.0,,,,,,,,-80000000.0,,443000000.0,0.0,,881000000.0,-28000000.0,,,439000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-02-29,,,,,169000000.0,,,,,,,,,157000000.0,1000000.0,,,-320000000.0,-83000000.0,,,-183000000.0,,,208000000.0,-9000000.0,,492000000.0,286000000.0,,0.0,,-87000000.0,8687000000.0,0.38,,-38000000.0,,,40000000.0,875000000.0,,,,156000000.0,,,,1608000000.0,885000000.0,,,1231000000.0,,,,,,,505000000.0,,,4810000000.0,,,,103000000.0,,484000000.0,,,738000000.0,,,,23000000.0,,7079000000.0,493000000.0,,,,712000000.0,-2000000.0,-20000000.0,,,,,178000000.0,3611000000.0,169000000.0,,,,0.0,157000000.0,157000000.0,1110000000.0,155000000.0,,140000000.0,24000000.0,207000000.0,,3272000000.0,,,,,,7335000000.0,,,0.38,,450000000.0,83000000.0,,,,440000000.0,,,-88000000.0,329000000.0,3000000.0,,,,-8000000.0,,201000000.0,0.0,,-291000000.0,204000000.0,0.0,,,,,,,,12577000000.0,,,,11692000000.0,,,69000000.0,,,,,,,,-206000000.0,,363000000.0,2691000000.0,,829000000.0,-30000000.0,,,441000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-05-31,,,,,238000000.0,,,,,,,,,252000000.0,1000000.0,,,-167000000.0,-86000000.0,,,-15000000.0,,,199000000.0,0.0,,571000000.0,369000000.0,,0.0,,149000000.0,8674000000.0,0.53,,-10000000.0,,,-74000000.0,1002000000.0,,,,145000000.0,,,,1558000000.0,972000000.0,,,1278000000.0,,,,,,,580000000.0,,,4811000000.0,,,,77000000.0,,504000000.0,,,711000000.0,,,,13000000.0,,7116000000.0,567000000.0,,,,714000000.0,2000000.0,19000000.0,,,,,248000000.0,3712000000.0,238000000.0,,,,-1000000.0,252000000.0,252000000.0,1077000000.0,154000000.0,,121000000.0,41000000.0,198000000.0,,3260000000.0,,,,,,7364000000.0,,,0.53,,450000000.0,83000000.0,,,,441000000.0,,,-88000000.0,347000000.0,4000000.0,,,,-5000000.0,,289000000.0,0.0,,-201000000.0,350000000.0,0.0,,,,,,,,12670000000.0,,,,11698000000.0,,,-16000000.0,,,,,12000000.0,,,95000000.0,,157000000.0,2719000000.0,,788000000.0,-86000000.0,,,442000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-31,157000000.0,,442000000.0,89000000.0,129000000.0,2036000000.0,4998000000.0,427000000.0,,451000000.0,1319000000.0,,-26000000.0,427000000.0,1000000.0,344000000.0,17000000.0,-191000000.0,-84000000.0,0.0,7092000000.0,1000000.0,,811000000.0,211000000.0,,,465000000.0,292000000.0,,0.0,761000000.0,263000000.0,8687000000.0,0.28,18000000.0,12000000.0,13000000.0,,99000000.0,1020000000.0,,,,156000000.0,,1643000000.0,-93000000.0,1595000000.0,1051000000.0,,8687000000.0,1210000000.0,1.61,427000000.0,-5000000.0,4812000000.0,-333000000.0,443000000.0,552000000.0,433000000.0,1051000000.0,4812000000.0,441000000.0,,728000000.0,89000000.0,332000000.0,433000000.0,,4000000.0,504000000.0,728000000.0,835000000.0,3754000000.0,13000000.0,-230000000.0,7092000000.0,706000000.0,728000000.0,1020000000.0,,715000000.0,-4000000.0,19000000.0,12722000000.0,214000000.0,,813000000.0,133000000.0,3754000000.0,129000000.0,205000000.0,,,0.0,427000000.0,427000000.0,1085000000.0,157000000.0,2750000000.0,102000000.0,72000000.0,414000000.0,,3242000000.0,7355000000.0,2962000000.0,5000000.0,11671000000.0,1595000000.0,7355000000.0,-14000000.0,3242000000.0,0.28,1317000000.0,451000000.0,83000000.0,,,102000000.0,443000000.0,,-18000000.0,-88000000.0,332000000.0,3000000.0,1997000000.0,1085000000.0,552000000.0,-7000000.0,,205000000.0,-18000000.0,427000000.0,-191000000.0,454000000.0,1000000.0,330000000.0,,975000000.0,,,,,12722000000.0,,22000000.0,,11671000000.0,,715000000.0,72000000.0,,156000000.0,,6209000000.0,1000000.0,-2967000000.0,-43000000.0,175000000.0,-5000000.0,252000000.0,0.0,,811000000.0,-93000000.0,-16000000.0,,443000000.0,,-347000000.0,,,-973000000.0,1000000.0,-983000000.0,1.62,,,,,,,,,,,,,,,,,,,
