,quarterlyNetOtherInvestingChanges,annualChangeInCashSupplementalAsReported,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,annualGrossPPE,trailingNetIncomeCommonStockholders,trailingChangeInCashSupplementalAsReported,annualOtherNonCurrentLiabilities,annualDilutedAverageShares,quarterlyChangeInInventory,annualDilutedEPS,annualBeginningCashPosition,trailingChangesInAccountReceivables,quarterlyChangesInAccountReceivables,annualInterestExpense,quarterlyOtherIntangibleAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,annualSellingGeneralAndAdministration,quarterlyGrossProfit,quarterlyOperatingExpense,quarterlySaleOfInvestment,trailingDeferredIncomeTax,trailingRepaymentOfDebt,annualCapitalExpenditure,quarterlyCapitalStock,trailingCapitalExpenditure,annualOtherIncomeExpense,annualTotalNonCurrentAssets,quarterlyCashAndCashEquivalents,quarterlyCurrentDeferredRevenue,trailingGrossProfit,annualRepaymentOfDebt,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyStockholdersEquity,quarterlyBeginningCashPosition,quarterlyDilutedEPS,quarterlyAccountsPayable,trailingInterestExpense,quarterlyOtherCurrentAssets,annualBasicAverageShares,annualCashFlowFromContinuingFinancingActivities,quarterlyRepaymentOfDebt,annualStockBasedCompensation,quarterlyNetPPE,annualNetOtherFinancingCharges,annualChangeInInventory,annualInventory,quarterlyTaxProvision,quarterlyEbitda,trailingTaxProvision,trailingNetOtherFinancingCharges,quarterlyCommonStockIssuance,quarterlyStockBasedCompensation,quarterlyAccumulatedDepreciation,annualNetIncomeContinuousOperations,annualPurchaseOfBusiness,trailingDepreciationAndAmortization,annualCurrentDeferredRevenue,annualCostOfRevenue,annualTotalRevenue,trailingOtherNonCashItems,annualCapitalStock,annualCurrentDebt,annualOperatingExpense,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,annualAccumulatedDepreciation,quarterlyPretaxIncome,quarterlyGrossPPE,annualGrossProfit,trailingFreeCashFlow,trailingOperatingExpense,quarterlyRepurchaseOfCapitalStock,annualDeferredIncomeTax,quarterlyRetainedEarnings,quarterlyOperatingCashFlow,quarterlyOtherNonCashItems,trailingSellingGeneralAndAdministration,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,quarterlyBasicAverageShares,quarterlyCashFlowFromContinuingFinancingActivities,annualChangeInWorkingCapital,trailingNetIncomeContinuousOperations,quarterlyCapitalExpenditure,trailingCostOfRevenue,annualChangesInAccountReceivables,quarterlyTotalRevenue,trailingCashDividendsPaid,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,trailingBeginningCashPosition,annualTotalLiabilitiesNetMinorityInterest,trailingPurchaseOfBusiness,quarterlyCurrentLiabilities,trailingNetIncome,annualNonCurrentDeferredTaxesLiabilities,quarterlyTotalNonCurrentAssets,annualRetainedEarnings,quarterlyAccountsReceivable,quarterlyGoodwill,trailingPretaxIncome,annualNetOtherInvestingChanges,quarterlyBasicEPS,quarterlyLongTermDebt,quarterlyOtherShortTermInvestments,trailingNetOtherInvestingChanges,quarterlyOtherNonCurrentLiabilities,annualPurchaseOfInvestment,annualAccountsReceivable,annualCashDividendsPaid,quarterlyChangeInCashSupplementalAsReported,quarterlyFreeCashFlow,trailingChangeInWorkingCapital,annualNetIncome,quarterlyCurrentAccruedExpenses,quarterlyTotalAssets,annualPretaxIncome,quarterlyCostOfRevenue,annualFreeCashFlow,annualCommonStockIssuance,annualGoodwill,annualInvestingCashFlow,quarterlyNetIncome,quarterlyDepreciationAndAmortization,annualOperatingIncome,quarterlyNetIncomeContinuousOperations,annualAccountsPayable,trailingInvestingCashFlow,trailingTotalRevenue,annualOtherNonCashItems,quarterlySellingGeneralAndAdministration,annualStockholdersEquity,annualOtherCurrentAssets,trailingPurchaseOfInvestment,annualLongTermDebt,annualEndCashPosition,annualDepreciationAndAmortization,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingStockBasedCompensation,annualTaxProvision,annualTotalAssets,quarterlyInventory,quarterlyEndCashPosition,quarterlyOtherIncomeExpense,annualCurrentAccruedExpenses,quarterlyDilutedAverageShares,trailingEndCashPosition,trailingCashFlowFromContinuingFinancingActivities,quarterlyPurchaseOfInvestment,annualCurrentLiabilities,quarterlyCurrentDebt,annualCashAndCashEquivalents,annualBasicEPS,quarterlyNonCurrentDeferredTaxesLiabilities,trailingOperatingCashFlow,quarterlyInterestExpense,quarterlyNetOtherFinancingCharges,quarterlyInvestmentsAndAdvances,trailingOtherIncomeExpense,trailingOperatingIncome,annualSaleOfInvestment,quarterlyCashDividendsPaid,quarterlyNetIncomeCommonStockholders,quarterlyInvestingCashFlow,annualInvestmentsAndAdvances,annualOtherShortTermInvestments,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIntangibleAssets,annualRepurchaseOfCapitalStock,quarterlyTotalLiabilitiesNetMinorityInterest,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualGainsLossesNotAffectingRetainedEarnings,annualNetPPE,quarterlyOtherNonCurrentAssets,annualOtherNonCurrentAssets,annualOperatingCashFlow,annualEbitda,annualCurrentAssets,trailingChangeInAccountPayable,quarterlyIncomeTaxPayable,trailingBasicAverageShares,quarterlyResearchAndDevelopment,annualNonCurrentDeferredRevenue,annualIncomeTaxPayable,trailingResearchAndDevelopment,quarterlyChangeInAccountPayable,annualChangeInAccountPayable,trailingSaleOfInvestment,trailingDilutedEPS,annualResearchAndDevelopment,trailingDilutedAverageShares,trailingCommonStockIssuance,quarterlyNonCurrentDeferredRevenue,trailingRepurchaseOfCapitalStock,trailingChangeInInventory,trailingBasicEPS
481075200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00667,,,,,,,,,,,,,27700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27700000.0,,,,,,,,,27700000.0,,,,,,,,,,,,,,,,0.00667,,,,,,,,,,,,,,,,,,,,,,,2800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488937600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010005,,,,,,,,,,,,,29100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29100000.0,,,,,,,,,29100000.0,,,,,,,,,,,,,,,,0.010005,,,,,,,,,,,,,,,,,,,,,,,3400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496886400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003335,,,,,,,,,,,,,30000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30000000.0,,,,,,,,,30000000.0,,,,,,,,,,,,,,,,0.003335,,,,,,,,,,,,,,,,,,,,,,,1100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504835200,,,14600000.0,23700000.0,163300000.0,,,1600000.0,397982827.0,,0.036685,0.0,,,16600000.0,,,32200000.0,,,,,,,,,18100000.0,155900000.0,188500000.0,,,,188500000.0,114500000.0,,,,,11100000.0,397982827.0,,,,99800000.0,,,,,-64900000.0,,,,,-63500000.0,14600000.0,,,,47700000.0,117300000.0,,,5100000.0,47800000.0,,205100000.0,-63500000.0,,163300000.0,69600000.0,,,,,50100000.0,,,,-64900000.0,23700000.0,,,,,,,,30600000.0,,,,,246500000.0,,28800000.0,,21300000.0,155900000.0,50100000.0,,,,,,194800000.0,,,1600000.0,,,,,,,14600000.0,,361000000.0,23300000.0,,0.0,,,0.0,,,21800000.0,7300000.0,,,,,,114500000.0,11100000.0,,194800000.0,0.0,,217700000.0,,8700000.0,361000000.0,,,,,,,,,28800000.0,5100000.0,188500000.0,0.036685,21300000.0,,,,,,,,,,,,,188500000.0,,,246500000.0,217700000.0,,99800000.0,56100000.0,56100000.0,0.0,37400000.0,205100000.0,,,,,,,,,,,,,,,,,,
512611200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010005,,,,,,,,,,,,,30900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30900000.0,,,,,,,,,30900000.0,,,,,,,,,,,,,,,,0.010005,,,,,,,,,,,,,,,,,,,,,,,4400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520473600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010005,,,,,,,,,,,,,32500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32500000.0,,,,,,,,,32500000.0,,,,,,,,,,,,,,,,0.010005,,,,,,,,,,,,,,,,,,,,,,,4600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528422400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.003335,,,,,,,,,,,,,33400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33400000.0,,,,,,,,,33400000.0,,,,,,,,,,,,,,,,-0.003335,,,,,,,,,,,,,,,,,,,,,,,-600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536371200,,,1000000.0,83900000.0,428300000.0,,,0.0,299850075.0,,0.003335,0.0,,,25100000.0,,,34200000.0,,,,,,,,,9600000.0,730600000.0,246900000.0,,,,246900000.0,189500000.0,,,,,21000000.0,299850075.0,,,,350800000.0,,,,,-68100000.0,,,,,-77500000.0,1000000.0,,,,50100000.0,130900000.0,,,6000000.0,52000000.0,,275900000.0,-77500000.0,,428300000.0,80800000.0,,,,,47400000.0,,,,-68100000.0,83900000.0,,,,,,,,34000000.0,,,,,817000000.0,,89900000.0,,30600000.0,730600000.0,47400000.0,,,,,,696500000.0,,,0.0,,,,,,,1000000.0,,1006500000.0,13400000.0,,0.0,,,0.0,,,28800000.0,-7300000.0,,,,,,189500000.0,21000000.0,,696500000.0,0.0,,727100000.0,,12400000.0,1006500000.0,,,,,,,,,89900000.0,6000000.0,246900000.0,0.003335,30600000.0,,,,,,,,,,,,,246900000.0,,,817000000.0,727100000.0,,350800000.0,379800000.0,379800000.0,0.0,46600000.0,275900000.0,,,,,,,,,,,,,,,,,,
544147200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.010005,,,,,,,,,,,,,70900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70900000.0,,,,,,,,,70900000.0,,,,,,,,,,,,,,,,-0.010005,,,,,,,,,,,,,,,,,,,,,,,-5000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552009600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00667,,,,,,,,,,,,,74200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74200000.0,,,,,,,,,74200000.0,,,,,,,,,,,,,,,,-0.00667,,,,,,,,,,,,,,,,,,,,,,,-3500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559958400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80000000.0,,,,,,,,,80000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567907200,,,-9400000.0,88100000.0,481700000.0,,,0.0,563718141.0,,-0.016675,0.0,,,64300000.0,,,78900000.0,,,,,,,,,21700000.0,816500000.0,182500000.0,,,,182500000.0,259000000.0,,,,,29600000.0,563718141.0,,,,368600000.0,,,,,-178900000.0,,,,,-113100000.0,-9400000.0,,,,118100000.0,309300000.0,,,26600000.0,145000000.0,,218400000.0,-113100000.0,,481700000.0,191200000.0,,,,,32200000.0,,,,-178900000.0,88100000.0,,,,,,,,84200000.0,,,,,775900000.0,,114700000.0,,45100000.0,816500000.0,32200000.0,,,,,,616100000.0,,,0.0,,,,,,,-9400000.0,,1034900000.0,3700000.0,,0.0,,,0.0,,,46200000.0,-800000.0,,,,,,259000000.0,29600000.0,,616100000.0,0.0,,661200000.0,,13100000.0,1034900000.0,,,,,,,,,114700000.0,26600000.0,182500000.0,-0.016675,45100000.0,,,,,,,,,,,,,182500000.0,,,775900000.0,661200000.0,,368600000.0,447900000.0,447900000.0,0.0,112300000.0,218400000.0,,,,,,,,,,,,,,,,,,
575769600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.003335,,,,,,,,,,,,,98200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98200000.0,,,,,,,,,98200000.0,,,,,,,,,,,,,,,,-0.003335,,,,,,,,,,,,,,,,,,,,,,,-1800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583632000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01334,,,,,,,,,,,,,113200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113200000.0,,,,,,,,,113200000.0,,,,,,,,,,,,,,,,-0.01334,,,,,,,,,,,,,,,,,,,,,,,-7800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591580800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.016675,,,,,,,,,,,,,116100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116100000.0,,,,,,,,,116100000.0,,,,,,,,,,,,,,,,-0.016675,,,,,,,,,,,,,,,,,,,,,,,-9300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
