,quarterlyNetOtherInvestingChanges,annualChangeInCashSupplementalAsReported,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,annualGrossPPE,trailingNetIncomeCommonStockholders,trailingChangeInCashSupplementalAsReported,annualOtherNonCurrentLiabilities,annualDilutedAverageShares,quarterlyChangeInInventory,annualDilutedEPS,annualBeginningCashPosition,trailingChangesInAccountReceivables,quarterlyChangesInAccountReceivables,annualInterestExpense,quarterlyOtherIntangibleAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,annualSellingGeneralAndAdministration,quarterlyGrossProfit,quarterlyOperatingExpense,quarterlySaleOfInvestment,trailingDeferredIncomeTax,trailingRepaymentOfDebt,annualCapitalExpenditure,quarterlyCapitalStock,trailingCapitalExpenditure,annualOtherIncomeExpense,annualTotalNonCurrentAssets,quarterlyCashAndCashEquivalents,quarterlyCurrentDeferredRevenue,trailingGrossProfit,annualRepaymentOfDebt,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyStockholdersEquity,quarterlyBeginningCashPosition,quarterlyDilutedEPS,quarterlyAccountsPayable,trailingInterestExpense,quarterlyOtherCurrentAssets,annualBasicAverageShares,annualCashFlowFromContinuingFinancingActivities,quarterlyRepaymentOfDebt,annualStockBasedCompensation,quarterlyNetPPE,annualNetOtherFinancingCharges,annualChangeInInventory,annualInventory,quarterlyTaxProvision,quarterlyEbitda,trailingTaxProvision,trailingNetOtherFinancingCharges,quarterlyCommonStockIssuance,quarterlyStockBasedCompensation,quarterlyAccumulatedDepreciation,annualNetIncomeContinuousOperations,annualPurchaseOfBusiness,trailingDepreciationAndAmortization,annualCurrentDeferredRevenue,annualCostOfRevenue,annualTotalRevenue,trailingOtherNonCashItems,annualCapitalStock,annualCurrentDebt,annualOperatingExpense,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,annualAccumulatedDepreciation,quarterlyPretaxIncome,quarterlyGrossPPE,annualGrossProfit,trailingFreeCashFlow,trailingOperatingExpense,quarterlyRepurchaseOfCapitalStock,annualDeferredIncomeTax,quarterlyRetainedEarnings,quarterlyOperatingCashFlow,quarterlyOtherNonCashItems,trailingSellingGeneralAndAdministration,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,quarterlyBasicAverageShares,quarterlyCashFlowFromContinuingFinancingActivities,annualChangeInWorkingCapital,trailingNetIncomeContinuousOperations,quarterlyCapitalExpenditure,trailingCostOfRevenue,annualChangesInAccountReceivables,quarterlyTotalRevenue,trailingCashDividendsPaid,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,trailingBeginningCashPosition,annualTotalLiabilitiesNetMinorityInterest,trailingPurchaseOfBusiness,quarterlyCurrentLiabilities,trailingNetIncome,annualNonCurrentDeferredTaxesLiabilities,quarterlyTotalNonCurrentAssets,annualRetainedEarnings,quarterlyAccountsReceivable,quarterlyGoodwill,trailingPretaxIncome,annualNetOtherInvestingChanges,quarterlyBasicEPS,quarterlyLongTermDebt,quarterlyOtherShortTermInvestments,trailingNetOtherInvestingChanges,quarterlyOtherNonCurrentLiabilities,annualPurchaseOfInvestment,annualAccountsReceivable,annualCashDividendsPaid,quarterlyChangeInCashSupplementalAsReported,quarterlyFreeCashFlow,trailingChangeInWorkingCapital,annualNetIncome,quarterlyCurrentAccruedExpenses,quarterlyTotalAssets,annualPretaxIncome,quarterlyCostOfRevenue,annualFreeCashFlow,annualCommonStockIssuance,annualGoodwill,annualInvestingCashFlow,quarterlyNetIncome,quarterlyDepreciationAndAmortization,annualOperatingIncome,quarterlyNetIncomeContinuousOperations,annualAccountsPayable,trailingInvestingCashFlow,trailingTotalRevenue,annualOtherNonCashItems,quarterlySellingGeneralAndAdministration,annualStockholdersEquity,annualOtherCurrentAssets,trailingPurchaseOfInvestment,annualLongTermDebt,annualEndCashPosition,annualDepreciationAndAmortization,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingStockBasedCompensation,annualTaxProvision,annualTotalAssets,quarterlyInventory,quarterlyEndCashPosition,quarterlyOtherIncomeExpense,annualCurrentAccruedExpenses,quarterlyDilutedAverageShares,trailingEndCashPosition,trailingCashFlowFromContinuingFinancingActivities,quarterlyPurchaseOfInvestment,annualCurrentLiabilities,quarterlyCurrentDebt,annualCashAndCashEquivalents,annualBasicEPS,quarterlyNonCurrentDeferredTaxesLiabilities,trailingOperatingCashFlow,quarterlyInterestExpense,quarterlyNetOtherFinancingCharges,quarterlyInvestmentsAndAdvances,trailingOtherIncomeExpense,trailingOperatingIncome,annualSaleOfInvestment,quarterlyCashDividendsPaid,quarterlyNetIncomeCommonStockholders,quarterlyInvestingCashFlow,annualInvestmentsAndAdvances,annualOtherShortTermInvestments,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIntangibleAssets,annualRepurchaseOfCapitalStock,quarterlyTotalLiabilitiesNetMinorityInterest,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualGainsLossesNotAffectingRetainedEarnings,annualNetPPE,quarterlyOtherNonCurrentAssets,annualOtherNonCurrentAssets,annualOperatingCashFlow,annualEbitda,annualCurrentAssets,trailingChangeInAccountPayable,quarterlyIncomeTaxPayable,trailingBasicAverageShares,quarterlyResearchAndDevelopment,annualNonCurrentDeferredRevenue,annualIncomeTaxPayable,trailingResearchAndDevelopment,quarterlyChangeInAccountPayable,annualChangeInAccountPayable,trailingSaleOfInvestment,trailingDilutedEPS,annualResearchAndDevelopment,trailingDilutedAverageShares,trailingCommonStockIssuance,quarterlyNonCurrentDeferredRevenue,trailingRepurchaseOfCapitalStock,trailingChangeInInventory,trailingBasicEPS
915062400,56800000.0,461600000.0,972100000.0,1378800000.0,3886700000.0,,,111200000.0,2500113580.0,,0.810405,409100000.0,,,,,,,,,44300000.0,,,-1349000000.0,31900000.0,,,9193100000.0,870700000.0,,,,870700000.0,3815300000.0,0.0,,1600300000.0,,3860500000.0,2291770781.0,809200000.0,,,2524400000.0,-8300000.0,,343800000.0,,1251100000.0,,,-6300000.0,,-1362300000.0,1007700000.0,,,,,5145300000.0,,31900000.0,113500000.0,,,5624300000.0,-1362300000.0,,3886700000.0,,,,,418200000.0,-1488200000.0,261100000.0,50800000.0,,1108900000.0,1378800000.0,,675000000.0,,,-394800000.0,,,1108900000.0,,,226300000.0,,10168100000.0,,3092600000.0,,1500100000.0,9193100000.0,-1488200000.0,,,,-45700000.0,,5464200000.0,,,111200000.0,-202100000.0,,-36000000.0,440300000.0,-133700000.0,,972100000.0,,14817400000.0,,,-269300000.0,28900000.0,,-1427300000.0,421800000.0,142200000.0,5145300000.0,454400000.0,1600300000.0,,,129700000.0,,3815300000.0,3860500000.0,,5464200000.0,0.0,939600000.0,7075500000.0,,,14817400000.0,343800000.0,0.0,,,,,,,3092600000.0,113500000.0,870700000.0,0.863765,1500100000.0,,,-8100000.0,,,,169500000.0,-8900000.0,421800000.0,-495800000.0,,,870700000.0,,,10168100000.0,7075500000.0,,2524400000.0,6668700000.0,6668700000.0,1079700000.0,6084900000.0,5624300000.0,,,,,,,,,,,,,,,,,,
922838400,-78600000.0,,,,,,,,,,,,,,,,,,,,50700000.0,,,,579700000.0,,,,1548700000.0,,,,1548700000.0,5028700000.0,870700000.0,0.0,1399700000.0,,5181200000.0,,,,,2483300000.0,,,,,1612500000.0,,,,,-1427300000.0,,,,,,,,,,,,7539100000.0,,,3910600000.0,,,,-3500000.0,,-1416800000.0,300300000.0,23100000.0,,1374000000.0,1909200000.0,2171366949.0,685000000.0,,,-122400000.0,,,1374000000.0,,,25300000.0,,,,3430900000.0,,,9737800000.0,,,,,,0.0,6168700000.0,,,111200000.0,,,,678000000.0,177900000.0,,,,17276900000.0,,,,,,,81000000.0,238500000.0,,101800000.0,,,,,,,,,,,,7977000000.0,,,,321400000.0,0.0,,,2171366949.0,,,-157000000.0,,122000000.0,,,1697100000.0,,,-14400000.0,,,,,-9000000.0,81000000.0,-307300000.0,,,,,,11407900000.0,,,,7254500000.0,,,,,,,,,,,,,,,,,,,,,,
930700800,-43100000.0,,,,,,,,,,,,,,,,,,,,3600000.0,,,,586900000.0,,,,2193700000.0,,,,2193700000.0,6742100000.0,0.0,0.336835,1851600000.0,,5846500000.0,,,,,3149300000.0,,,,,1786200000.0,,,,,-1519700000.0,,,,,,,,,,,,8972400000.0,,,4669000000.0,,,,,,-592800000.0,1671000000.0,154600000.0,,1478600000.0,1995500000.0,2246149652.0,48000000.0,,,-912000000.0,,,1478600000.0,,,362700000.0,,,,4685500000.0,,,12912600000.0,,,,,,0.36685,7004100000.0,,,50500000.0,,,,645000000.0,759000000.0,,,,21885000000.0,,,,,,,824000000.0,307600000.0,,826300000.0,,,,,,,,,,,,9573000000.0,,,,383900000.0,0.0,,,2446301602.0,,,-122500000.0,,838400000.0,,,2518400000.0,,,-3200000.0,,,,,-400000.0,824000000.0,-1074000000.0,,,,,,14258500000.0,,,,9763300000.0,,,,,,,,,,,,,,,,,,,,,,
938649600,-767600000.0,,,,,,,,,,,,,,,,3245600000.0,,,,92400000.0,,,,1314000000.0,,,,881900000.0,,,,6236000000.0,7635900000.0,0.0,0.150075,2197300000.0,,95300000.0,,,,,3209800000.0,,,,,1837900000.0,,,,,-1622500000.0,,,,,,,,,,,,7341300000.0,,,4832300000.0,,,,,,-371900000.0,416500000.0,,,1525100000.0,1716200000.0,2295382921.0,-949200000.0,,,-266100000.0,,,1525100000.0,,,-173100000.0,,,,4091900000.0,,,14923600000.0,,,,,,0.163415,6778000000.0,5354100000.0,,0.0,,,,-1311800000.0,150400000.0,,,,22264900000.0,,,,,,,375100000.0,312800000.0,,60600000.0,,,,,,,,,,,,9661700000.0,,,,468400000.0,881900000.0,,,2499416958.0,,,-198900000.0,,178400000.0,,,2883700000.0,,,0.0,,,,,0.0,375100000.0,-779100000.0,,,,,,13753600000.0,,,,11713800000.0,,,,,,,,,,,,,,,,,,,,,,
946598400,625800000.0,51500000.0,1036000000.0,2223100000.0,5099000000.0,,,0.0,2353368770.0,,0.44022,870700000.0,,,538300000.0,9980100000.0,6112700000.0,926000000.0,,,1913100000.0,,,-1649000000.0,1321400000.0,,1374300000.0,18927000000.0,922200000.0,,,,8528200000.0,10341300000.0,881900000.0,,2786500000.0,,100100000.0,2251048389.0,1341400000.0,,,3398100000.0,-54000000.0,,457000000.0,,-3356500000.0,,,,,-1700900000.0,780900000.0,,,,3403200000.0,6209200000.0,,1321400000.0,517500000.0,2142000000.0,,9758600000.0,-1700900000.0,,5099000000.0,2806000000.0,,,1800000.0,-31900000.0,-619800000.0,-1138400000.0,,,-3713600000.0,2223100000.0,,1557600000.0,569200000.0,,-348500000.0,,,1831600000.0,,34300000.0,-246800000.0,,17384800000.0,,5527100000.0,,3150500000.0,18927000000.0,-619800000.0,,,,-263500000.0,,8707200000.0,7606000000.0,,0.0,-3047700000.0,,-9400000.0,40300000.0,-1486900000.0,,1065700000.0,,28685600000.0,1504600000.0,,-399600000.0,,,-2539300000.0,-214200000.0,357100000.0,664000000.0,-207600000.0,2786500000.0,,,,,10341300000.0,100100000.0,,8707200000.0,922200000.0,1216000000.0,11857700000.0,,723700000.0,28685600000.0,457000000.0,922200000.0,,,,,,-2569300000.0,5527100000.0,517500000.0,922200000.0,0.46023,3150500000.0,,,-36400000.0,,,,2059800000.0,0.0,-243900000.0,-378900000.0,,7606000000.0,8528200000.0,9980100000.0,-13600000.0,17384800000.0,11857700000.0,6112700000.0,3398100000.0,5548800000.0,5548800000.0,1249400000.0,1880000000.0,9758600000.0,,,,,,,,,,,,,,,,,,
954460800,-79400000.0,,,,,,,,,,,,,,,,5121100000.0,,862900000.0,821700000.0,1312200000.0,,,,1484200000.0,,,,750600000.0,,,,5592500000.0,16738200000.0,922200000.0,-0.08004,2516500000.0,,93200000.0,,,,,4764600000.0,,,,-31800000.0,586900000.0,,,,,-1640000000.0,,,,,,,,,,,,6715100000.0,,-218200000.0,6404600000.0,,,,-109100000.0,,-975900000.0,-143500000.0,674200000.0,,41200000.0,1530700000.0,2508545728.0,-721600000.0,,,-289100000.0,,,1859200000.0,,-369800000.0,-253600000.0,,,,4176000000.0,,,31929700000.0,,654600000.0,,,,-0.08004,10805600000.0,4841900000.0,,82000000.0,,,,-171600000.0,-432600000.0,,,,38644800000.0,,996300000.0,,,,,-191500000.0,545700000.0,,-186400000.0,,,,,276000000.0,,,,,,,16853600000.0,,,,374800000.0,750600000.0,-56600000.0,,2508545728.0,,,-174900000.0,,128800000.0,,,5966000000.0,,168600000.0,0.0,,,,,,-199000000.0,693500000.0,,,,,,21029600000.0,,,,27165100000.0,,,,,,,,,,,,,,,,,,,,,,
962323200,-87300000.0,,,,,,,,,,,,,,,,3049000000.0,,894900000.0,926500000.0,539000000.0,,,,1489400000.0,,,,652300000.0,,,,3627300000.0,14777900000.0,750600000.0,0.063365,2492100000.0,,120700000.0,,,,,4665800000.0,,,,185100000.0,602800000.0,,,,,-1773200000.0,,,,,,,,,,,,4827800000.0,,383900000.0,6439000000.0,,,,-110500000.0,,-878200000.0,317200000.0,-317800000.0,,-31600000.0,1458300000.0,2728035982.0,-366000000.0,,,-318900000.0,,,1912100000.0,,-113600000.0,143900000.0,,,,4097300000.0,,,30503900000.0,,706500000.0,,,,0.0667,10218600000.0,2975000000.0,,82000000.0,,,,-98300000.0,-1700000.0,,,,35331700000.0,,1017200000.0,,,,,187700000.0,634400000.0,,198800000.0,,,,,292100000.0,,,,,,,15237400000.0,,,,373300000.0,652300000.0,290600000.0,,2922638680.0,,,-173800000.0,,146900000.0,,,4936800000.0,,163200000.0,0.0,,,,,,180100000.0,-49500000.0,,,,,,19334700000.0,,,,25838100000.0,,,,,,,,,,,,,,,,,,,,,,
970272000,-218200000.0,,,,,,,,,,,,,,,,1727500000.0,,914300000.0,970700000.0,46200000.0,,,,1495000000.0,,,,575900000.0,,,,4448000000.0,14622300000.0,652300000.0,0.430215,2711400000.0,,137100000.0,,,,,5121600000.0,,,,752300000.0,605700000.0,,,2300000.0,,-1944800000.0,,,,,,,,,,,,5720600000.0,,2001400000.0,7066400000.0,,,,-70700000.0,,308400000.0,641000000.0,-1052300000.0,,-56400000.0,1563400000.0,2725037482.0,-15600000.0,,,-448000000.0,,,1960000000.0,,274500000.0,667900000.0,,,,5587300000.0,,,29311000000.0,,722000000.0,,,,0.456895,8611400000.0,3872100000.0,,82000000.0,,,,-76400000.0,193000000.0,,,,35031600000.0,,1045700000.0,,,,,1246800000.0,662100000.0,,1249100000.0,,,,,308600000.0,,,,,,,13611900000.0,,,,413500000.0,575900000.0,2258800000.0,,2725037482.0,,,-4600000.0,,1312500000.0,,,4918500000.0,,175200000.0,-34400000.0,,,,,,1239200000.0,-701800000.0,,,,,,19199200000.0,,,,24189400000.0,,,,,,,,,,,,,,,,,,,,,,
978220800,-24300000.0,-270700000.0,1998000000.0,895400000.0,6799200000.0,,,54600000.0,2844677662.0,,0.710355,922200000.0,,,691400000.0,22735500000.0,432400000.0,1250900000.0,1049000000.0,1163200000.0,128000000.0,,,-1636800000.0,998700000.0,,4454100000.0,30600100000.0,651500000.0,,,,3711200000.0,14086400000.0,575900000.0,,2852900000.0,,102800000.0,2844677662.0,-271400000.0,,,5202700000.0,-55800000.0,,438500000.0,535700000.0,674900000.0,,,6700000.0,,-1596500000.0,2045100000.0,,,,4497400000.0,8218600000.0,,998700000.0,293900000.0,3882200000.0,,5144400000.0,-1596500000.0,1319300000.0,6799200000.0,3721200000.0,,,-34600000.0,1102300000.0,1056500000.0,404600000.0,,,-114200000.0,895400000.0,,831800000.0,-328100000.0,,-580800000.0,,,2407600000.0,,-119200000.0,544100000.0,,20400900000.0,,4042200000.0,,5786700000.0,30600100000.0,1056500000.0,891900000.0,,,-409200000.0,,10517400000.0,3059700000.0,,54600000.0,-1010700000.0,891900000.0,,75600000.0,-176200000.0,,2021500000.0,,35744500000.0,3486400000.0,1358600000.0,-417500000.0,30500000.0,,-1218600000.0,778500000.0,789100000.0,-161000000.0,783600000.0,2852900000.0,,,,374100000.0,14086400000.0,102800000.0,,10517400000.0,651500000.0,2631300000.0,16358700000.0,,1441300000.0,35744500000.0,438500000.0,651500000.0,1646500000.0,,,,,-657400000.0,4042200000.0,293900000.0,651500000.0,0.710355,5786700000.0,,184400000.0,-21400000.0,,,,2025400000.0,,777700000.0,-1160800000.0,,3059700000.0,3711200000.0,22735500000.0,-324900000.0,20400900000.0,16358700000.0,432400000.0,5202700000.0,2661900000.0,2661900000.0,1219300000.0,2470300000.0,5144400000.0,,,,,,,,,,,,,,,,,,
985996800,-71700000.0,,,,,,,,,,,,,,,,272700000.0,,999200000.0,1099700000.0,151700000.0,,,,944900000.0,,,,668300000.0,,,,668300000.0,14997000000.0,651500000.0,0.348508,2702300000.0,,3114100000.0,,,,,5664700000.0,,,,485600000.0,640900000.0,,,13500000.0,,-1683200000.0,,,,,,,,,,,,5023200000.0,,1102300000.0,7347900000.0,,,,,,2040600000.0,258000000.0,12000000.0,,-100500000.0,172500000.0,2834482758.0,402100000.0,,,-521900000.0,,,2196100000.0,,-169000000.0,428900000.0,,,,4090300000.0,,,32193000000.0,,792500000.0,,,,0.35351,10263000000.0,,,0.0,,,,16800000.0,-263900000.0,,,,37216200000.0,,1196900000.0,,,,,1001200000.0,741400000.0,,616700000.0,,,,,358300000.0,,,,,,,16548000000.0,,,,448300000.0,668300000.0,1411800000.0,,2893553224.0,,,-175000000.0,,523000000.0,,,6285000000.0,,182300000.0,0.0,,,,,,1001200000.0,-643300000.0,,,,,,20638300000.0,,,,26528300000.0,,,,,,,,,,,,,,,,,,,,,,
993859200,-52100000.0,,,,,,,,,,,,,,,25162300000.0,291800000.0,,1071100000.0,1204400000.0,353900000.0,,,,945400000.0,,,,745900000.0,,,,2674600000.0,15060500000.0,668300000.0,0.01334,3116000000.0,,186300000.0,,,,,6472300000.0,,,,103800000.0,700400000.0,,,6700000.0,,-1818300000.0,,,,,,,,,,,,4161500000.0,,140500000.0,8290600000.0,,,,,,2075800000.0,451500000.0,,,-133300000.0,0.0,2851874062.0,943900000.0,,,-637000000.0,,,2298500000.0,,544000000.0,-541400000.0,,,,4033100000.0,,,34479200000.0,,828800000.0,,,,0.01334,11450700000.0,1928700000.0,,0.0,,,,77600000.0,-185500000.0,,,143300000.0,38640700000.0,,1227400000.0,,,,,35200000.0,833700000.0,,36700000.0,,,,,370700000.0,,,,,,,17876900000.0,,,,471800000.0,745900000.0,486900000.0,,2895352324.0,,,-136200000.0,,548000000.0,,,6426200000.0,,176200000.0,-22500000.0,,,,,,35200000.0,-1317800000.0,,,,,,21910000000.0,,,,2844600000.0,,,,,,,,,,,,,,,,,,,,,,
1001808000,-468200000.0,,,,,,,,,,,,,,,,199300000.0,,1102600000.0,1280800000.0,645900000.0,,,,944900000.0,,,,658400000.0,,,,1930300000.0,14838800000.0,745900000.0,-0.036685,3294000000.0,,165500000.0,,,,,6782100000.0,,,,13500000.0,705800000.0,,,3000000.0,,-2207500000.0,,,,,,,,,,,,3429800000.0,,-93300000.0,8989600000.0,,,,,,1952000000.0,545200000.0,,,-178200000.0,0.0,2853073464.0,-132600000.0,,,-532300000.0,,,2355500000.0,,28400000.0,-16200000.0,,,,4234500000.0,,,35351600000.0,,829700000.0,,,,-0.036685,11494800000.0,1271900000.0,,0.0,,,,-87500000.0,12900000.0,,,191500000.0,38781400000.0,,1252900000.0,,,,,-106800000.0,884000000.0,,-106800000.0,,,,,396800000.0,,,,,,,17947900000.0,,,,504300000.0,658400000.0,301800000.0,,2853073464.0,,,-100800000.0,,554400000.0,,,6453100000.0,,190700000.0,0.0,,,,,,-106800000.0,-500100000.0,,,,,,22182400000.0,,,,28569500000.0,,,,,,,,,,,,,,,,,,,,,,
1009756800,245800000.0,-301500000.0,608600000.0,275400000.0,9736800000.0,,,1532000000.0,2892053974.0,,0.210105,651500000.0,,,731800000.0,24509300000.0,144400000.0,1552600000.0,1081500000.0,1415700000.0,21300000.0,,,-2187900000.0,945100000.0,,1272500000.0,33583000000.0,350000000.0,,,,2973200000.0,14473000000.0,658400000.0,,698200000.0,,153700000.0,2847676162.0,1476300000.0,,,7011100000.0,-22500000.0,-16000000.0,454500000.0,-132700000.0,654700000.0,,,4000000.0,,-2725700000.0,225600000.0,,,,5419800000.0,9674200000.0,,945100000.0,2155700000.0,5000600000.0,,4548800000.0,-2725700000.0,-453700000.0,9736800000.0,4254400000.0,,,0.0,-240700000.0,1631500000.0,-25200000.0,,,-334200000.0,275400000.0,,262900000.0,-152800000.0,,-496700000.0,,,2824100000.0,,-556200000.0,-112000000.0,,22778600000.0,,3129300000.0,,6375700000.0,33583000000.0,1631500000.0,967400000.0,,,-346200000.0,,11741600000.0,2623200000.0,,1532000000.0,-317000000.0,967400000.0,,-308400000.0,-521900000.0,,608600000.0,,38131800000.0,695800000.0,1742600000.0,-958400000.0,27200000.0,,-3007300000.0,-321000000.0,988900000.0,-746200000.0,-321000000.0,698200000.0,,,1500000.0,426800000.0,14473000000.0,153700000.0,,11741600000.0,350000000.0,3448000000.0,19649300000.0,,470200000.0,38131800000.0,454500000.0,350000000.0,-928000000.0,,,,,95000000.0,3129300000.0,2155700000.0,350000000.0,0.21344,6375700000.0,,182600000.0,0.0,,,,1172800000.0,,-321000000.0,-546100000.0,,2623200000.0,2973200000.0,24509300000.0,-27100000.0,22778600000.0,19649300000.0,144400000.0,7011100000.0,2062600000.0,2062600000.0,1229500000.0,2701800000.0,4548800000.0,,,,,,,,,,,,,,,,,,
1017532800,-55800000.0,,,,,,,,,28400000.0,,,,,,18025300000.0,-8000000.0,,1295300000.0,874200000.0,14200000.0,,,,945700000.0,,,,543100000.0,,,,2630500000.0,14249000000.0,350000000.0,-0.030015,794700000.0,,193300000.0,,,,,7034000000.0,,,,2700000.0,808200000.0,,,5000000.0,,-2991000000.0,,,,,,,,,,,,4229800000.0,,-42600000.0,10025000000.0,,,,,,1541400000.0,519300000.0,11800000.0,,421100000.0,0.0,2852773614.0,130700000.0,,,-399100000.0,,,2672500000.0,,-96700000.0,16900000.0,,,,2789100000.0,,,32915600000.0,,979900000.0,6441200000.0,,,-0.030015,11356000000.0,2087400000.0,,1418000000.0,,,,193100000.0,120200000.0,,,1637000000.0,37145400000.0,,1377200000.0,,,,,-88900000.0,387100000.0,,-88900000.0,,,,,487100000.0,,,,,,,19180700000.0,,,,426100000.0,543100000.0,-277000000.0,,2852773614.0,,,-4100000.0,,267500000.0,,,6406700000.0,,186700000.0,56800000.0,,,,,,-88900000.0,-456900000.0,,,,,,21969800000.0,,,,1415100000.0,,,,,,,,,,,,,,,,,,,,,,
1025395200,-77700000.0,,,,,,,,,12100000.0,,,,,,24517400000.0,-23700000.0,,1356700000.0,878300000.0,584700000.0,,,,946700000.0,,,,557800000.0,,,,1615400000.0,14031800000.0,543100000.0,-0.07337,680100000.0,,337700000.0,,,,,7023100000.0,,,,-32900000.0,866600000.0,,,6200000.0,,-3238200000.0,,,,,,,,,,,,3460000000.0,,-242500000.0,10261300000.0,,,,,,1317300000.0,531200000.0,9700000.0,,478400000.0,0.0,2855472264.0,-602200000.0,,,-389800000.0,,,2708900000.0,,-213800000.0,-21100000.0,,,,2380500000.0,,,32658800000.0,,957000000.0,,,,-0.07337,10543500000.0,1057600000.0,,1421100000.0,,,,14700000.0,141400000.0,,,1371700000.0,36118800000.0,,1352200000.0,,,,,-209600000.0,388200000.0,,-209600000.0,,,,,490100000.0,,,,,,,18719800000.0,,,,414000000.0,557800000.0,-503100000.0,,2855472264.0,,,-27500000.0,,206900000.0,,,6755200000.0,,182600000.0,-2300000.0,,,,,,-209600000.0,85700000.0,,,,,,21100300000.0,,,,1118300000.0,,,,,,,,,,,,,,,,,,,,,,
1033344000,-122100000.0,,,,,,,,,-68700000.0,,,,,,24462400000.0,-197700000.0,,1339600000.0,909100000.0,138400000.0,,,,946900000.0,,,,569800000.0,,,,1475700000.0,13941600000.0,557800000.0,0.02668,806100000.0,,171500000.0,,,,,7035600000.0,,,,82500000.0,825800000.0,,,3800000.0,,-3496500000.0,,,,,,,,,,,,3195600000.0,,194700000.0,10532100000.0,,,,,,1391600000.0,949700000.0,10200000.0,,430500000.0,0.0,2857271364.0,-580900000.0,,,-356900000.0,,,2704700000.0,,445800000.0,-55300000.0,,,,2795500000.0,,,32581700000.0,,932800000.0,,,,0.02668,9927900000.0,905900000.0,,1419900000.0,,,,12000000.0,592800000.0,,,1805800000.0,35777300000.0,,1365100000.0,,,,,75600000.0,395300000.0,,75600000.0,,,,,513800000.0,,,,,,,18012800000.0,,,,482700000.0,569800000.0,-61600000.0,,2876161920.0,,,-16500000.0,,113900000.0,,,6665000000.0,,174200000.0,10900000.0,,,,,,75600000.0,-356800000.0,,,,,,20808300000.0,,,,1083700000.0,,,,,,,,,,,,,,,,,,,,,,
1041292800,34600000.0,431000000.0,-274000000.0,13000000.0,22927000000.0,,,5652000000.0,7142428785.0,3200000.0,-0.083333,350000000.0,,,884000000.0,71218000000.0,-139000000.0,2465000000.0,2164400000.0,1835400000.0,525700000.0,,,-1975000000.0,25000000.0,,-705000000.0,106029000000.0,781000000.0,,,,4047000000.0,38329000000.0,569800000.0,,1663000000.0,,1038000000.0,7142428785.0,-1292000000.0,,,18866000000.0,-262000000.0,-25000000.0,479000000.0,81700000.0,1190400000.0,,,4000000.0,,-4061000000.0,-276000000.0,,,,6304000000.0,12460000000.0,,25000000.0,6953000000.0,4497000000.0,,7076000000.0,-4061000000.0,114600000.0,22927000000.0,6156000000.0,,,,-100000000.0,1340000000.0,994800000.0,,,329000000.0,13000000.0,,-239600000.0,362000000.0,,-829200000.0,,,4373900000.0,,226700000.0,-40500000.0,,72102000000.0,,15383000000.0,,23110000000.0,106029000000.0,1340000000.0,1383000000.0,,,-221000000.0,,27957000000.0,3266000000.0,,5652000000.0,-88000000.0,1383000000.0,,211200000.0,165600000.0,,-274000000.0,5649000000.0,113105000000.0,70000000.0,2209500000.0,1020000000.0,19000000.0,,-1272000000.0,-51100000.0,861400000.0,1659000000.0,-53100000.0,1663000000.0,,,,974000000.0,38329000000.0,1038000000.0,,27957000000.0,781000000.0,2032000000.0,56719000000.0,,134000000.0,113105000000.0,479000000.0,781000000.0,126100000.0,5649000000.0,,,,-39900000.0,15383000000.0,6953000000.0,781000000.0,-0.083333,23110000000.0,,340500000.0,-327400000.0,,,,1263000000.0,,-51100000.0,-544000000.0,,3266000000.0,4047000000.0,71218000000.0,,72102000000.0,56719000000.0,-139000000.0,18866000000.0,15945000000.0,15945000000.0,2995000000.0,3691000000.0,7076000000.0,,,,,,,,,,,,,,,,,,
1049068800,2022000000.0,,,,,,,,,-3000000.0,,,,,,70602000000.0,-140000000.0,,2915000000.0,2442000000.0,668000000.0,,,,25000000.0,,,,1024000000.0,,,,4177000000.0,38054000000.0,781000000.0,-0.043333,1631000000.0,,377000000.0,,,,,18961000000.0,,,,-68000000.0,1638000000.0,,,,,-4737000000.0,,,,,,,,,,,,6488000000.0,,-284000000.0,23698000000.0,,,,,,1043000000.0,800000000.0,-21000000.0,,473000000.0,0.0,10142428785.0,-2195000000.0,,,-971000000.0,,,5518000000.0,,-229000000.0,-182000000.0,,,,10246000000.0,,,103524000000.0,,1323000000.0,,,,-0.043333,30258000000.0,3153000000.0,,5600000000.0,,,,243000000.0,-171000000.0,,,4870000000.0,110012000000.0,,2603000000.0,,,,,-297000000.0,1165000000.0,,-297000000.0,,,,,1277000000.0,,,,,,,58983000000.0,,,,482000000.0,1024000000.0,-232000000.0,,10142428785.0,,,-81000000.0,,2652000000.0,,,23125000000.0,,525000000.0,-16000000.0,,,,,,-297000000.0,1638000000.0,,,,,,69229000000.0,,,,13961000000.0,,,,,,,,,,,,,,,,,,,,,,
