date,annualRepurchaseOfCapitalStock,quarterlyAccountsPayable,annualAccumulatedDepreciation,quarterlyGrossPPE,trailingNetOtherFinancingCharges,annualCapitalExpenditure,annualCashAndCashEquivalents,annualOperatingExpense,annualNetIncomeContinuousOperations,annualBeginningCashPosition,trailingSellingGeneralAndAdministration,quarterlyTotalLiabilitiesNetMinorityInterest,trailingBeginningCashPosition,annualInterestExpense,trailingCostOfRevenue,annualBasicEPS,annualNetOtherFinancingCharges,annualNetIncomeCommonStockholders,trailingOperatingExpense,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,annualCurrentAssets,trailingNetIncomeContinuousOperations,annualResearchAndDevelopment,annualOtherNonCurrentAssets,annualEbitda,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyStockholdersEquity,annualFreeCashFlow,annualCommonStockIssuance,annualOtherIntangibleAssets,trailingFreeCashFlow,annualTotalLiabilitiesNetMinorityInterest,quarterlyCurrentAssets,quarterlyCurrentLiabilities,annualOtherShortTermInvestments,quarterlyGoodwill,trailingCommonStockIssuance,annualRetainedEarnings,trailingOperatingCashFlow,annualCostOfRevenue,trailingNetIncomeCommonStockholders,quarterlyNonCurrentDeferredTaxesLiabilities,annualCurrentDebt,annualCashDividendsPaid,annualLongTermDebt,annualNetIncome,quarterlyOtherCurrentAssets,trailingTaxProvision,annualTaxProvision,annualTotalAssets,annualTotalNonCurrentAssets,annualBasicAverageShares,annualOtherNonCashItems,quarterlyOtherNonCurrentLiabilities,annualSellingGeneralAndAdministration,annualOtherCurrentAssets,trailingPurchaseOfBusiness,quarterlyOtherNonCurrentAssets,annualStockholdersEquity,trailingSaleOfInvestment,annualNonCurrentDeferredTaxesLiabilities,annualSaleOfInvestment,annualDepreciationAndAmortization,annualInvestingCashFlow,annualPurchaseOfInvestment,quarterlyInventory,annualAccountsReceivable,annualPurchaseOfBusiness,quarterlyLongTermDebt,quarterlyAccumulatedDepreciation,trailingPretaxIncome,annualInventory,trailingNetIncome,annualDilutedAverageShares,annualGoodwill,annualStockBasedCompensation,quarterlyAccountsReceivable,annualChangeInInventory,trailingCashDividendsPaid,annualGrossProfit,annualCurrentLiabilities,quarterlyNetPPE,quarterlyOtherCurrentLiabilities,quarterlyOtherShortTermInvestments,trailingNetOtherInvestingChanges,annualOperatingCashFlow,annualNetPPE,annualChangeInWorkingCapital,trailingRepaymentOfDebt,annualDilutedEPS,annualCashCashEquivalentsAndMarketableSecurities,quarterlyOtherIntangibleAssets,annualOtherCurrentLiabilities,trailingGrossProfit,annualChangeInCashSupplementalAsReported,quarterlyTotalNonCurrentAssets,annualNetOtherInvestingChanges,annualOtherNonCurrentLiabilities,trailingResearchAndDevelopment,annualCapitalStock,annualRepaymentOfDebt,annualTotalRevenue,trailingPurchaseOfInvestment,annualEndCashPosition,trailingTotalRevenue,trailingEndCashPosition,quarterlyTotalAssets,trailingOperatingIncome,annualPretaxIncome,trailingInterestExpense,annualOperatingIncome,trailingChangeInCashSupplementalAsReported,trailingInvestingCashFlow,annualGrossPPE,annualAccountsPayable,quarterlyCurrentDebt,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingCapitalExpenditure,quarterlyCashAndCashEquivalents,quarterlyCapitalStock,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyNetOtherInvestingChanges,annualCurrentAccruedExpenses,quarterlyCashDividendsPaid,trailingOtherIncomeExpense,quarterlyOperatingCashFlow,quarterlyOtherNonCashItems,quarterlyRepurchaseOfCapitalStock,quarterlyChangeInCashSupplementalAsReported,quarterlyTaxProvision,trailingDeferredIncomeTax,quarterlyChangeInInventory,quarterlyNonCurrentDeferredRevenue,trailingOtherNonCashItems,quarterlyPurchaseOfInvestment,annualNonCurrentDeferredRevenue,trailingStockBasedCompensation,annualGainsLossesNotAffectingRetainedEarnings,quarterlyGainsLossesNotAffectingRetainedEarnings,annualChangeInAccountPayable,quarterlyInvestmentsAndAdvances,quarterlyChangesInAccountReceivables,quarterlyCurrentDeferredRevenue,quarterlyNetOtherFinancingCharges,trailingBasicEPS,quarterlyNetIncomeCommonStockholders,quarterlyNetIncomeContinuousOperations,trailingChangeInWorkingCapital,quarterlyEbitda,quarterlyTotalRevenue,quarterlyStockBasedCompensation,annualOtherIncomeExpense,quarterlyInvestingCashFlow,quarterlyFreeCashFlow,annualChangesInAccountReceivables,trailingDilutedAverageShares,quarterlyNetIncome,quarterlyCurrentAccruedExpenses,quarterlyChangeInAccountPayable,trailingDilutedEPS,trailingChangeInInventory,quarterlyCommonStockIssuance,quarterlyEndCashPosition,annualIncomeTaxPayable,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherIncomeExpense,quarterlySellingGeneralAndAdministration,quarterlyGrossProfit,quarterlyDepreciationAndAmortization,trailingRepurchaseOfCapitalStock,quarterlyBasicAverageShares,quarterlyResearchAndDevelopment,annualCurrentDeferredRevenue,quarterlyDilutedEPS,quarterlyCostOfRevenue,trailingChangeInAccountPayable,quarterlyBeginningCashPosition,annualInvestmentsAndAdvances,annualCashFlowFromContinuingFinancingActivities,quarterlyDilutedAverageShares,quarterlyOperatingIncome,quarterlyOperatingExpense,trailingChangesInAccountReceivables,trailingBasicAverageShares,quarterlyBasicEPS,quarterlyIncomeTaxPayable,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,trailingCashFlowFromContinuingFinancingActivities,annualDeferredIncomeTax,quarterlySaleOfInvestment,quarterlyRepaymentOfDebt,trailingDepreciationAndAmortization,quarterlyInterestExpense,quarterlyCapitalExpenditure
2009-12-31,0.0,283982000.0,-70995000.0,398040000.0,,-256843000.0,631455000.0,558785000.0,213414000.0,423640000.0,,511063000.0,,761000.0,,0.089167,21537000.0,212479000.0,,87701000.0,419040000.0,923866000.0,,90581000.0,0.0,322262000.0,87701000.0,1242345000.0,-41498000.0,105673000.0,275701000.0,,511063000.0,923866000.0,423362000.0,,,,419040000.0,,218785000.0,,9610000.0,57378000.0,-37213000.0,,212479000.0,0.0,,9679000.0,1763123000.0,839257000.0,2383494000.0,11585000.0,78091000.0,648468000.0,0.0,,0.0,1242345000.0,,9610000.0,52912000.0,98408000.0,-257070000.0,-66984000.0,2023000.0,,,,-70995000.0,,2023000.0,,2482880400.0,,,,750000.0,,778025000.0,423362000.0,327045000.0,-78091000.0,,,215345000.0,327045000.0,-34420000.0,,0.085583,631455000.0,275701000.0,-78091000.0,,96150000.0,839257000.0,-133000.0,78091000.0,,53812000.0,-9500000.0,996810000.0,,519790000.0,,,1763123000.0,,223093000.0,,219240000.0,,,398040000.0,283982000.0,57378000.0,631455000.0,,631455000.0,53812000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-30,,245163000.0,,,,,,,,,,516946000.0,,,,,,,,,0.0,,,,,,40000000.0,1327616000.0,,,,,,882798000.0,476946000.0,,,,,,,,,,,,,0.0,,,,,,,40000000.0,,,,0.0,,,,,,,,2466000.0,,,,,,,,,,,,,,,,315558000.0,0.0,,,,,,,,,380110000.0,,,,968597000.0,,,,,,,,,,,1851395000.0,,,,,,,,,20046000.0,504224000.0,,504224000.0,54166000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-31,-12713000.0,315238000.0,-95607000.0,446239000.0,,-251569000.0,753543000.0,1069201000.0,276266000.0,519790000.0,,709933000.0,,,,0.109333,35708000.0,271710000.0,,190000000.0,626720000.0,1148259000.0,,121325000.0,3520000.0,170797000.0,190000000.0,1534054000.0,42768000.0,0.0,456685000.0,,709933000.0,1148259000.0,519933000.0,,,,626720000.0,,337793000.0,,,0.0,-39776000.0,,271710000.0,0.0,,18755000.0,2258258000.0,1109999000.0,2485258800.0,-35597000.0,190000000.0,947876000.0,0.0,,3520000.0,1534054000.0,,,67159000.0,141170000.0,-298512000.0,-72511000.0,1987000.0,,,,-95607000.0,,1987000.0,,2652116400.0,,21830000.0,,2807000.0,,1098828000.0,519933000.0,350632000.0,0.0,,,294337000.0,350632000.0,-91017000.0,,0.102417,753543000.0,456685000.0,0.0,,111666000.0,1109999000.0,-45530000.0,190000000.0,,54653000.0,-57378000.0,1436621000.0,,631456000.0,,,2258258000.0,,295021000.0,,29627000.0,,,446239000.0,315238000.0,0.0,753543000.0,,753543000.0,54653000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-06-30,,205207000.0,,,,,,,,,,710393000.0,,,,,,,,,691062000.0,,,,,,345000000.0,1595103000.0,,,,,,1024235000.0,365393000.0,,,,,,,,,,,,,1458000.0,,,,,,,0.0,,,,0.0,,,,,,,,3981000.0,,,345000000.0,,,,,,,,154429000.0,,,,,376152000.0,0.0,,,,,,,,,508091000.0,,,,1293590000.0,,,,,,,,,,,2317825000.0,,,,,,,,,,457238000.0,,457238000.0,63905000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-31,-57320000.0,465597000.0,-132151000.0,650261000.0,,-467059000.0,649902000.0,1652930000.0,153162000.0,631456000.0,,1389269000.0,,12368000.0,,0.0577,0.0,144988000.0,,682015000.0,703600000.0,1347410000.0,,168724000.0,0.0,396933000.0,682015000.0,1609294000.0,-315806000.0,22313000.0,668858000.0,,1389269000.0,1347410000.0,707254000.0,11013000.0,,,703600000.0,,604656000.0,,46967000.0,20000000.0,-60320000.0,597500000.0,144988000.0,11032000.0,,28280000.0,3031303000.0,1683893000.0,2513194000.0,7933000.0,0.0,1484206000.0,11032000.0,,0.0,1609294000.0,,46967000.0,105597000.0,203123000.0,-481470000.0,-72105000.0,4036000.0,,-47535000.0,597500000.0,-132151000.0,,4036000.0,,2675985000.0,,,,3010000.0,,1417842000.0,707254000.0,518110000.0,0.0,11013000.0,,151253000.0,518110000.0,-104926000.0,,0.0542,660915000.0,668858000.0,0.0,,1956000.0,1683893000.0,-7512000.0,0.0,,63941000.0,-4500000.0,2022498000.0,,633412000.0,,,3031303000.0,,181442000.0,,-235088000.0,,,650261000.0,465597000.0,20000000.0,660915000.0,,649902000.0,63941000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-30,,331751000.0,,,,,,,,,,1787100000.0,,,,,,,,,493024000.0,,,,,,1114699000.0,1402460000.0,,,,,,1318834000.0,672401000.0,,,,,,,,49811000.0,,,,,29259000.0,,,,,,,0.0,,,,0.0,,,,,,,,4301000.0,,,1057500000.0,,,,,,,,340793000.0,,,,,622974000.0,0.0,,,,,,,,,775583000.0,,,,1895482000.0,,,,,,,,,,,3214316000.0,,,,,,,,,94000000.0,600202000.0,,600202000.0,63996000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-31,-3088000.0,29290000.0,-135191000.0,1065256000.0,,-570702000.0,898002000.0,1349603000.0,-163975000.0,633412000.0,,2391048000.0,,65015000.0,,-0.0557,-1519000.0,-140246000.0,,1432940000.0,550336000.0,1562527000.0,,200357000.0,26000000.0,142815000.0,1432940000.0,1578843000.0,-559041000.0,4149000.0,552872000.0,,2391048000.0,1562527000.0,958108000.0,14500000.0,84311000.0,,550336000.0,,618526000.0,,61911000.0,227000000.0,0.0,1363641000.0,-140246000.0,20091000.0,,1955000.0,3981350000.0,2418823000.0,2516344000.0,72279000.0,0.0,1325536000.0,20091000.0,,26000000.0,1578843000.0,,61911000.0,114041000.0,239820000.0,-719754000.0,-99010000.0,3936000.0,144045000.0,-74234000.0,1363641000.0,-135191000.0,,3936000.0,,2516344000.0,84311000.0,28787000.0,144045000.0,100000.0,,1146967000.0,958108000.0,930065000.0,0.0,14500000.0,,11661000.0,930065000.0,-17025000.0,,-0.0557,912502000.0,552872000.0,0.0,,264590000.0,2418823000.0,5441000.0,0.0,,64059000.0,-54000000.0,1765493000.0,,898002000.0,,,3981350000.0,,-162020000.0,,-202636000.0,,,1065256000.0,29290000.0,227000000.0,912502000.0,,898002000.0,64059000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-30,,38189000.0,,932812000.0,,,,,,,,2217078000.0,,,,,,,,,558950000.0,,,,,,1490125000.0,1602522000.0,,,,,,1437090000.0,726953000.0,,,,,,,,66501000.0,,,,,340553000.0,,,,,,,0.0,,,,26000000.0,,,,,,,,5552000.0,,,1417736000.0,-11723000.0,,,,,,,158329000.0,,,,,921089000.0,0.0,74765000.0,,,,,,,,752795000.0,,,,2388290000.0,,,,,,,,,,,3825380000.0,,,,,,,,,184805000.0,734197000.0,,659432000.0,64097000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-31,0.0,43923000.0,-167594000.0,1063300000.0,,-338770000.0,858446000.0,1035461000.0,119407000.0,898002000.0,,2172923000.0,,110197000.0,,0.0501,16365000.0,126400000.0,,1221007000.0,676736000.0,1580015000.0,,232890000.0,0.0,540465000.0,1221007000.0,1750412000.0,76374000.0,16365000.0,513203000.0,,2172923000.0,1580015000.0,951916000.0,140500000.0,84311000.0,,676736000.0,,396236000.0,,66022000.0,420215000.0,,1154985000.0,126400000.0,144920000.0,,17172000.0,3927801000.0,2347786000.0,2523742000.0,107053000.0,0.0,983612000.0,144920000.0,,0.0,1750412000.0,,66022000.0,,293689000.0,-453765000.0,-126000000.0,3936000.0,115805000.0,-18735000.0,1154985000.0,-167594000.0,,3936000.0,,2621797000.0,84311000.0,28923000.0,115805000.0,0.0,,1205889000.0,951916000.0,895706000.0,0.0,140500000.0,,415144000.0,895706000.0,-7728000.0,,0.0482,998946000.0,513203000.0,0.0,,-39556000.0,2347786000.0,1171000.0,0.0,,64435000.0,-402300000.0,1602125000.0,,858446000.0,,,3927801000.0,,136579000.0,,170428000.0,,,1063300000.0,43923000.0,420215000.0,998946000.0,,858446000.0,64435000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-30,,40703000.0,,894179000.0,,,,,,,,2391460000.0,,,,,,,,,758193000.0,,,,,,1766496000.0,1876946000.0,,,,,,1946737000.0,624964000.0,,,,,,,,63665000.0,,,,,611088000.0,,,,,,,0.0,,,,25700000.0,,,,,,,,5124000.0,,,1702831000.0,-15462000.0,,,,,,,101799000.0,,,,,878717000.0,0.0,606668000.0,,,,,,,,726403000.0,,,,2325632000.0,,,,,,,,,,,4272369000.0,,,,,,,,,196600000.0,1351403000.0,,744735000.0,64964000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-31,-19666000.0,34290000.0,-200072000.0,1060417000.0,,-277334000.0,1261634000.0,1038682000.0,200348000.0,858446000.0,,2394950000.0,,104567000.0,,0.077,204000.0,197048000.0,,1365589000.0,873784000.0,2103062000.0,,223446000.0,0.0,605757000.0,1365589000.0,1988972000.0,229344000.0,13511000.0,492754000.0,,2394950000.0,2103062000.0,1029361000.0,259283000.0,84311000.0,,873784000.0,,270687000.0,,74192000.0,545579000.0,,1291397000.0,197048000.0,7038000.0,,25485000.0,4393168000.0,2290106000.0,2560029000.0,79106000.0,0.0,933310000.0,7038000.0,,0.0,1988972000.0,,74192000.0,,275357000.0,-390684000.0,-118782000.0,3926000.0,100215000.0,-3249000.0,1291397000.0,-200072000.0,,3926000.0,,2677360000.0,84311000.0,25210000.0,100215000.0,10000.0,,1275830000.0,1029361000.0,860345000.0,38809000.0,259283000.0,,506678000.0,860345000.0,4691000.0,,0.0736,1520917000.0,492754000.0,38809000.0,,403188000.0,2290106000.0,-2618000.0,0.0,,65155000.0,-883100000.0,1546517000.0,,1261634000.0,,,4393168000.0,,225833000.0,,237148000.0,,,1060417000.0,34290000.0,545579000.0,1520917000.0,,1261634000.0,65155000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-30,,23379000.0,,893737000.0,,,,,,,,2354518000.0,,,,,,,,,935381000.0,,,,,,1185131000.0,3161342000.0,,,,,,3187171000.0,1169387000.0,,,,,,,,72560000.0,,,,,303764000.0,,,,,,,0.0,,,,0.0,,,,,,,,4601000.0,,,1112571000.0,-18835000.0,,,,,,,95984000.0,,,,,874902000.0,0.0,296726000.0,,,,,,,,726988000.0,,,,2344344000.0,,,,,,,,,,,5531515000.0,,,,,,,,,776800000.0,2590816000.0,,2294090000.0,71755000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-31,-24832000.0,22322000.0,-218461000.0,1079010000.0,,-302416000.0,1527610000.0,1148403000.0,105517000.0,1261634000.0,,2237471000.0,,83785000.0,,0.0382,36806000.0,105766000.0,,1318756000.0,949550000.0,3073959000.0,,234820000.0,0.0,520587000.0,1318756000.0,3217069000.0,254024000.0,1083579000.0,516907000.0,,2237471000.0,3073959000.0,918715000.0,770102000.0,84311000.0,,949550000.0,,294095000.0,,105738000.0,243500000.0,-30000000.0,1213018000.0,105766000.0,543658000.0,,56748000.0,5484189000.0,2410230000.0,2767368000.0,53578000.0,0.0,1078243000.0,543658000.0,,0.0,3217069000.0,,105738000.0,,274537000.0,-924460000.0,-603255000.0,4047000.0,132261000.0,-29188000.0,1213018000.0,-218461000.0,,4047000.0,,2938669000.0,84311000.0,43270000.0,132261000.0,-121000.0,,1292129000.0,918715000.0,860549000.0,0.0,770102000.0,,556440000.0,860549000.0,143357000.0,,0.036,2297712000.0,516907000.0,0.0,,275765000.0,2410230000.0,4206000.0,0.0,,71972000.0,-896600000.0,1586224000.0,,1527610000.0,,,5484189000.0,,162265000.0,,143726000.0,,,1079010000.0,22322000.0,243500000.0,2297712000.0,,1527610000.0,71972000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-30,,25655000.0,,986332000.0,,,,,,,,2254377000.0,,,,,,,,,1084384000.0,,,,,,1545729000.0,3401584000.0,,,,,,2888309000.0,708648000.0,,,,,,,,74324000.0,,,,,850556000.0,,,,,,,0.0,,,,0.0,,,,,,,,6483000.0,,,1471405000.0,-21806000.0,,,,,,,149141000.0,,,,,964526000.0,0.0,910450000.0,,,,,,,,1029111000.0,,,,2818381000.0,,,,,,,,,,,5706690000.0,,,,,,,,,41013000.0,2075587000.0,,1165137000.0,72441000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-31,-16991000.0,19435000.0,-239611000.0,1161303000.0,,-476186000.0,1464769000.0,1372083000.0,215220000.0,1527610000.0,,2441148000.0,,66525000.0,,0.0998,-204000.0,288230000.0,,1518414000.0,1237780000.0,2956719000.0,,283603000.0,0.0,639706000.0,1518414000.0,3475810000.0,135907000.0,-70131000.0,593978000.0,,2441148000.0,2956719000.0,922734000.0,751678000.0,181245000.0,,1237780000.0,,347961000.0,,102818000.0,80675000.0,0.0,1415596000.0,288230000.0,619102000.0,,-5945000.0,5977314000.0,3020595000.0,2888185000.0,34954000.0,0.0,1234626000.0,619102000.0,,0.0,3475810000.0,,102818000.0,,363906000.0,-561038000.0,-14823000.0,6252000.0,315241000.0,-180884000.0,1415596000.0,-239611000.0,,6252000.0,,2959481000.0,181245000.0,59327000.0,315241000.0,-2205000.0,,1514246000.0,922734000.0,921692000.0,0.0,751678000.0,,612093000.0,921692000.0,107470000.0,,0.0974,2216447000.0,593978000.0,0.0,,-73596000.0,3020595000.0,24114000.0,0.0,,72552000.0,-310075000.0,1862207000.0,,1464769000.0,,,5977314000.0,,209275000.0,,142163000.0,,,1161303000.0,19435000.0,80675000.0,2216447000.0,,1464769000.0,72552000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-30,,21712000.0,,971231000.0,,,,,,,,2352174000.0,,,,,,,,,1344215000.0,,,,,,1385858000.0,3493244000.0,,,,,,2875038000.0,966316000.0,,,,,,,,109164000.0,,,,,758520000.0,,,,,,,0.0,,,,0.0,,,,,,,,9741000.0,,,1276694000.0,-25167000.0,,,,,,,149237000.0,,,,,946064000.0,0.0,873524000.0,,,,,,,,928869000.0,,,,3029029000.0,,,,,,,,,,,5904067000.0,,,,,,,,,171875000.0,2049454000.0,,1175930000.0,71790000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-31,-133046000.0,18533000.0,-231879000.0,811497000.0,,-378896000.0,1056675000.0,1685524000.0,323612000.0,1464769000.0,,2758978000.0,,62506000.0,,0.1104,,310004000.0,,1354101000.0,1547784000.0,3533582000.0,,345317000.0,,802688000.0,1354101000.0,3995341000.0,444794000.0,-22609000.0,636039000.0,,2758978000.0,3533582000.0,1404877000.0,1492638000.0,181245000.0,,1547784000.0,,426974000.0,,160598000.0,155026000.0,,1193503000.0,310004000.0,,,54808000.0,6802058000.0,3268476000.0,2806783000.0,-2641000.0,,1512938000.0,,,,3995341000.0,,160598000.0,584424000.0,361762000.0,-970847000.0,-761173000.0,14057000.0,125963000.0,-1272000.0,1193503000.0,-231879000.0,,14057000.0,,2884784000.0,181245000.0,68097000.0,125963000.0,-7805000.0,,1876484000.0,1404877000.0,579618000.0,,1492638000.0,,823690000.0,579618000.0,186173000.0,,0.1075,2549313000.0,636039000.0,,,-383136000.0,3268476000.0,-475698000.0,,,71599000.0,-80324000.0,2303458000.0,,1056675000.0,,,6802058000.0,,378420000.0,,190960000.0,,,811497000.0,18533000.0,155026000.0,2549313000.0,,1056675000.0,71599000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-30,,20661000.0,,579259000.0,,,,,,,,1641358000.0,,,,,,,,,1674881000.0,,,,,,174415000.0,5294636000.0,,,,,,3457520000.0,1466943000.0,,,,,,,,166915000.0,,,,,,,,,,,,,,,,,,,,,,,,14827000.0,,,7500000.0,-15712000.0,,,,,,,134944000.0,,,,,563547000.0,,1642570000.0,,,,,,,,,,,,3538099000.0,,,,,,,,,,,6995619000.0,,,,,,,,,216463000.0,2386622000.0,,744052000.0,79298000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-31,0.0,20568000.0,-248862000.0,806643000.0,,-406722000.0,1452848000.0,2011138000.0,409270000.0,1056675000.0,,2045886000.0,,17624000.0,,0.1319,-39530000.0,412106000.0,,179319000.0,1917757000.0,3159513000.0,,405158000.0,,813547000.0,179319000.0,5466060000.0,498793000.0,-128051000.0,718423000.0,,2045886000.0,3159513000.0,1866567000.0,571104000.0,181245000.0,,1917757000.0,,514339000.0,,179319000.0,301125000.0,-42358000.0,0.0,412106000.0,,,38760000.0,7578553000.0,4419040000.0,3125266000.0,1037000.0,,1777620000.0,,,,5466060000.0,,179319000.0,3743450000.0,347893000.0,-385789000.0,-3865845000.0,8436000.0,127767000.0,-131356000.0,0.0,-248862000.0,,8436000.0,,3351484000.0,181245000.0,91502000.0,127767000.0,5621000.0,,2294319000.0,1866567000.0,557781000.0,,571104000.0,,905515000.0,557781000.0,260799000.0,,0.1245,2023952000.0,718423000.0,,,380061000.0,4419040000.0,738248000.0,,,79585000.0,-258226000.0,2808658000.0,,1452848000.0,,,7578553000.0,,448030000.0,,283181000.0,,,806643000.0,20568000.0,301125000.0,2023952000.0,,1452848000.0,79585000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,,15829000.0,,613221000.0,,,,,,,,1943394000.0,,,,,,,,,1994323000.0,,,,,,210983000.0,5577771000.0,,,,,,2984636000.0,1732411000.0,,,,,,,,184793000.0,,,,,,,,,,,,,,,,,,,,,,,,9033000.0,,,,-17576000.0,,,,,,,144800000.0,,,,,595645000.0,,1128157000.0,,,,,,,,,,,,4625083000.0,,,,,,,,,,,7609719000.0,,,,,,,,,260625000.0,1984537000.0,,856380000.0,79809000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
