date,annualNetIncomeContinuousOperations,quarterlyOperatingIncome,trailingNetIncomeContinuousOperations,annualCashAndCashEquivalents,quarterlyBasicAverageShares,trailingNetOtherFinancingCharges,quarterlyChangeInAccountPayable,quarterlyTotalRevenue,quarterlyChangeInWorkingCapital,annualNetOtherFinancingCharges,quarterlyInvestingCashFlow,quarterlyEndCashPosition,trailingRepurchaseOfCapitalStock,annualCurrentAccruedExpenses,quarterlyGrossProfit,annualCapitalExpenditure,trailingDeferredIncomeTax,annualOperatingExpense,quarterlyTotalLiabilitiesNetMinorityInterest,trailingSellingGeneralAndAdministration,quarterlyOtherNonCashItems,annualTotalRevenue,trailingResearchAndDevelopment,annualCurrentAssets,annualTotalNonCurrentLiabilitiesNetMinorityInterest,trailingCostOfRevenue,annualChangeInAccountPayable,annualChangesInAccountReceivables,trailingBeginningCashPosition,annualDeferredIncomeTax,trailingFreeCashFlow,annualInterestExpense,quarterlyGrossPPE,trailingChangesInAccountReceivables,quarterlyCashDividendsPaid,quarterlyCurrentAssets,quarterlyCurrentLiabilities,annualAccumulatedDepreciation,quarterlyRetainedEarnings,quarterlyRepurchaseOfCapitalStock,quarterlyDeferredIncomeTax,quarterlyEbitda,quarterlyStockBasedCompensation,annualRepurchaseOfCapitalStock,trailingOperatingExpense,annualResearchAndDevelopment,annualOtherNonCurrentAssets,annualChangeInWorkingCapital,trailingNetOtherInvestingChanges,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,annualNetIncomeCommonStockholders,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentAccruedExpenses,quarterlyGoodwill,annualTotalLiabilitiesNetMinorityInterest,quarterlyAccountsReceivable,quarterlyCostOfRevenue,annualFreeCashFlow,annualCommonStockIssuance,quarterlyNetOtherInvestingChanges,annualRetainedEarnings,quarterlyOperatingExpense,annualNetIncome,quarterlyChangeInInventory,quarterlyDilutedEPS,quarterlyLongTermDebt,trailingChangeInAccountPayable,annualOtherCurrentAssets,quarterlyOtherNonCurrentLiabilities,annualCostOfRevenue,annualLongTermDebt,annualBeginningCashPosition,annualCashDividendsPaid,quarterlySellingGeneralAndAdministration,quarterlyRepaymentOfDebt,quarterlyNetIncomeContinuousOperations,annualCurrentDebt,annualTaxProvision,annualTotalAssets,trailingTaxProvision,annualSellingGeneralAndAdministration,quarterlyOtherCurrentAssets,annualTotalNonCurrentAssets,annualOtherNonCashItems,quarterlyInterestExpense,trailingDepreciationAndAmortization,quarterlyCapitalExpenditure,annualDilutedEPS,quarterlyCurrentDebt,quarterlyCashFlowFromContinuingFinancingActivities,annualPurchaseOfBusiness,annualStockholdersEquity,trailingOtherNonCashItems,quarterlyNetOtherFinancingCharges,trailingStockBasedCompensation,annualDepreciationAndAmortization,trailingPurchaseOfBusiness,annualNonCurrentDeferredTaxesLiabilities,annualChangeInInventory,annualSaleOfInvestment,annualBasicAverageShares,quarterlyOtherIncomeExpense,annualStockBasedCompensation,annualInvestingCashFlow,quarterlyInventory,quarterlyNetIncome,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyNonCurrentDeferredTaxesLiabilities,annualCapitalStock,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,trailingOperatingCashFlow,annualAccountsReceivable,annualBasicEPS,quarterlyOperatingCashFlow,quarterlyDilutedAverageShares,trailingCashDividendsPaid,trailingNetIncome,quarterlyPurchaseOfBusiness,annualOtherIntangibleAssets,quarterlyPretaxIncome,quarterlyTaxProvision,annualGrossProfit,annualInventory,quarterlyNetPPE,trailingChangeInInventory,quarterlyResearchAndDevelopment,annualCurrentLiabilities,annualOperatingCashFlow,quarterlyCommonStockIssuance,annualNetPPE,annualEbitda,annualOtherNonCurrentLiabilities,quarterlyOtherShortTermInvestments,quarterlyFreeCashFlow,annualNetOtherInvestingChanges,annualOtherCurrentLiabilities,quarterlyChangesInAccountReceivables,quarterlyOtherIntangibleAssets,annualGoodwill,annualCashCashEquivalentsAndMarketableSecurities,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,trailingPretaxIncome,annualChangeInCashSupplementalAsReported,trailingGrossProfit,trailingChangeInWorkingCapital,annualRepaymentOfDebt,annualGainsLossesNotAffectingRetainedEarnings,annualPurchaseOfInvestment,quarterlyBasicEPS,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingOperatingIncome,trailingTotalRevenue,trailingOtherIncomeExpense,quarterlySaleOfInvestment,annualEndCashPosition,quarterlyNetIncomeCommonStockholders,annualCashFlowFromContinuingFinancingActivities,trailingInterestExpense,annualPretaxIncome,trailingCashFlowFromContinuingFinancingActivities,trailingEndCashPosition,quarterlyDepreciationAndAmortization,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyPurchaseOfInvestment,trailingChangeInCashSupplementalAsReported,quarterlyCapitalStock,annualOperatingIncome,annualOtherIncomeExpense,annualDilutedAverageShares,quarterlyBeginningCashPosition,annualAccountsPayable,trailingInvestingCashFlow,annualGrossPPE,trailingRepaymentOfDebt,trailingCapitalExpenditure,quarterlyCashAndCashEquivalents,annualNonCurrentDeferredRevenue,trailingDilutedAverageShares,annualInvestmentsAndAdvances,trailingBasicEPS,trailingCommonStockIssuance,annualIncomeTaxPayable,trailingBasicAverageShares,annualOtherShortTermInvestments,trailingSaleOfInvestment,quarterlyIncomeTaxPayable,quarterlyInvestmentsAndAdvances,quarterlyCurrentDeferredRevenue,trailingPurchaseOfInvestment,annualCurrentDeferredRevenue,trailingDilutedEPS,quarterlyNonCurrentDeferredRevenue
1993-12-31,200000000.0,125500000.0,,186300000.0,,,,932200000.0,477600000.0,0.0,-37300000.0,0.0,,,555700000.0,-99800000.0,,1314100000.0,1016300000.0,,0.0,2747200000.0,,1301100000.0,268000000.0,,,,,2300000.0,,29800000.0,452200000.0,,-5200000.0,1301100000.0,748300000.0,-172400000.0,921000000.0,,8300000.0,151000000.0,,,,,50500000.0,-85600000.0,,,1276700000.0,200000000.0,268000000.0,,,1016300000.0,,376500000.0,117400000.0,9700000.0,-29100000.0,921000000.0,430200000.0,200000000.0,80000000.0,,200500000.0,,144300000.0,67500000.0,1081900000.0,200500000.0,126000000.0,-20100000.0,404700000.0,,70700000.0,62200000.0,125200000.0,2293000000.0,,1213400000.0,144300000.0,991900000.0,-200000.0,10100000.0,,-38800000.0,0.96,62200000.0,-406400000.0,,1276700000.0,,-100000.0,,100700000.0,,,-34100000.0,141800000.0,198019802.0,300000.0,,-126000000.0,250100000.0,70700000.0,50500000.0,-172400000.0,,,137800000.0,512600000.0,,,1.01,582100000.0,,,,,661600000.0,115700000.0,45000000.0,1665300000.0,250100000.0,279800000.0,,,748300000.0,217200000.0,2300000.0,279800000.0,451900000.0,67500000.0,,543300000.0,-26600000.0,512600000.0,,661600000.0,,186300000.0,2293000000.0,991900000.0,,60300000.0,,,,,-141400000.0,,186300000.0,,,,0.0,0.0,70700000.0,-31200000.0,,325200000.0,,,25500000.0,,173500000.0,30600000.0,,,351200000.0,3800000.0,208333333.0,0.0,173500000.0,,452200000.0,,,186300000.0,,,,,,,,,,,,,,,,
1994-03-31,,46700000.0,,,203636364.0,,,489100000.0,60500000.0,,-19400000.0,0.0,,,297100000.0,,,,818500000.0,,-4300000.0,,,,,,,,,,,,455400000.0,,-5300000.0,1122100000.0,544800000.0,,937200000.0,,-11000000.0,71900000.0,,,,,,,,,1294900000.0,,273700000.0,,,,,192000000.0,,,200000.0,,250400000.0,,-21200000.0,0.11,200500000.0,,,73200000.0,,,,,225200000.0,,26700000.0,,,,,,150400000.0,,,5400000.0,,-19600000.0,,56300000.0,-13500000.0,,,,100000.0,,,,,,,,1900000.0,,,271400000.0,22400000.0,55100000.0,-172400000.0,,,64000000.0,386400000.0,,,,97100000.0,203636364.0,,,,,43400000.0,16700000.0,,,283000000.0,,,,,2300000.0,,,,,77500000.0,,,,653200000.0,,,2113400000.0,991300000.0,,,,,,,,0.11,250300000.0,,,,,,22400000.0,,,,,,25200000.0,,102100000.0,,,,,,,186300000.0,,,,,,250300000.0,,,,,,,,,,,,,,,,
1994-06-30,,6800000.0,,,160000000.0,,,444300000.0,-268000000.0,,-25300000.0,0.0,,,269000000.0,,,,873800000.0,,-100000.0,,,,,,,,,,,,465200000.0,,-6100000.0,1173800000.0,602500000.0,,932700000.0,,-2200000.0,34700000.0,,,,,,,,,1293300000.0,,271300000.0,,,,,175300000.0,,,900000.0,,262200000.0,,-61400000.0,0.01,200500000.0,,,70800000.0,,,,,234300000.0,,1600000.0,,,,,,153100000.0,,,4600000.0,,-26200000.0,,132700000.0,57900000.0,,,,0.0,,,,,,,,400000.0,,,338400000.0,1600000.0,55300000.0,-172400000.0,,,-203800000.0,364600000.0,,,,-240700000.0,160000000.0,,,,,2600000.0,1000000.0,,,292800000.0,,,,,,,,,,-266900000.0,,,,645200000.0,,,2167100000.0,993300000.0,,,,,,,,0.01,46400000.0,,,,,,1600000.0,,,,,,27900000.0,,105200000.0,,,,,,,0.0,,,,,,46400000.0,,,,,,,,,,,,,,,,
1994-09-30,,107200000.0,,,197894737.0,,,796200000.0,-267800000.0,,-101800000.0,0.0,,,477900000.0,,,,1368300000.0,,200000.0,,,,,,,,,,,,469400000.0,,-6200000.0,1658900000.0,1144800000.0,,1001700000.0,-18400000.0,2100000.0,141000000.0,,,,,,,,,1348000000.0,,223500000.0,,,,,318300000.0,,,-99000000.0,,370700000.0,,9000000.0,0.38,150400000.0,,,73100000.0,,,,,336900000.0,,75200000.0,,,,,,164000000.0,,,8800000.0,,-27200000.0,,489500000.0,279900000.0,,,,0.0,,,,,,,,23700000.0,,,333100000.0,75200000.0,36000000.0,-172400000.0,,,-3200000.0,522200000.0,,,,-179900000.0,197894737.0,,,,,122200000.0,47000000.0,,,297000000.0,,,,,,,,,,-207100000.0,,,,724400000.0,,,2716300000.0,1057400000.0,,,,,,,,0.38,43200000.0,,,,,,75200000.0,,,,,,33800000.0,,133100000.0,,,,,,,0.0,,,,,,43200000.0,,,,,,,,,,,,,,,,
1994-12-31,179300000.0,134600000.0,,137000000.0,,,,940600000.0,488400000.0,-100000.0,-97700000.0,0.0,,,541100000.0,-110900000.0,,1298500000.0,983000000.0,,-200000.0,2670300000.0,,1252500000.0,219300000.0,,,,,-1200000.0,,30800000.0,472300000.0,,-6100000.0,1252500000.0,763700000.0,-163400000.0,1071400000.0,-4700000.0,9900000.0,170000000.0,,-31200000.0,,,41700000.0,13100000.0,,,1395400000.0,175000000.0,219300000.0,,,983000000.0,,399500000.0,172900000.0,,97700000.0,1071400000.0,406500000.0,175000000.0,102300000.0,,150000000.0,,153200000.0,69300000.0,1076100000.0,150000000.0,186300000.0,-23700000.0,371100000.0,,75800000.0,81800000.0,112300000.0,2378400000.0,,1176200000.0,153200000.0,1125900000.0,-4400000.0,12000000.0,,-37900000.0,0.871111,81800000.0,-414100000.0,,1395400000.0,,-200000.0,,122300000.0,,,28700000.0,59300000.0,200892857.0,600000.0,,-244200000.0,244400000.0,75800000.0,41700000.0,-163400000.0,,,93800000.0,516500000.0,,,0.871111,607300000.0,,,,,775300000.0,123300000.0,47500000.0,1594200000.0,244400000.0,308900000.0,,,763700000.0,283800000.0,,308900000.0,418000000.0,69300000.0,,569400000.0,-200000.0,516500000.0,,775300000.0,,137000000.0,2378400000.0,1125900000.0,,-49200000.0,,,,,-192400000.0,,137000000.0,,,,34900000.0,0.0,75800000.0,-89800000.0,,291600000.0,,,35400000.0,,165400000.0,,,,295700000.0,26700000.0,202448980.0,0.0,165400000.0,,472300000.0,,,137000000.0,,,,,,,,,,,,,,,,
1995-03-31,,38500000.0,,,197272727.0,,,526500000.0,50400000.0,,-118300000.0,0.0,,,258000000.0,,,,909800000.0,,,,,,,,,,,,,,488000000.0,,-6100000.0,1112900000.0,694000000.0,,1086100000.0,-300000.0,-5100000.0,67000000.0,,,,,,,,,1420000000.0,,215800000.0,,,,,268500000.0,,,100000.0,,219500000.0,,-22300000.0,0.11,150000000.0,,,65800000.0,,,,,191000000.0,,21700000.0,,,,,,170400000.0,,,5800000.0,,-16000000.0,,162700000.0,68200000.0,,,,0.0,,,,,,,,2500000.0,,,276900000.0,21700000.0,61100000.0,-179500000.0,,,52700000.0,416000000.0,,,,95500000.0,197272727.0,,,,,35300000.0,13600000.0,,,308500000.0,,,,,2300000.0,,,,,79500000.0,,,,847300000.0,,,2329800000.0,1216900000.0,,,,,,,,0.11,189800000.0,,,,,,21700000.0,,,,,,28500000.0,,115300000.0,-102400000.0,,,,,,137000000.0,,,,,,189800000.0,,,,,,,,,,,,,,,,
1995-06-30,,-22300000.0,,,212857143.0,,,481900000.0,-284200000.0,,-20700000.0,0.0,,,289000000.0,,,,1057200000.0,,,,,,,,,,,,,,620800000.0,,-7000000.0,1265600000.0,840800000.0,,1064200000.0,0.0,1600000.0,8600000.0,,,,,,,,,1402600000.0,,216400000.0,,,,,192900000.0,,,-100300000.0,,311300000.0,,-85800000.0,-0.07,150000000.0,,,66400000.0,,,,,280400000.0,,-14900000.0,,,,,,161200000.0,,,7400000.0,,-22800000.0,,353100000.0,184500000.0,,,,100000.0,,,,,,,,5500000.0,,,364000000.0,-14900000.0,46700000.0,-311200000.0,,,-103500000.0,372400000.0,,,,-266700000.0,212857143.0,,,,,-24200000.0,-9300000.0,,,309600000.0,,,,,2400000.0,,,,,-289500000.0,,,,837900000.0,,,2459800000.0,1194200000.0,,,,,,,,-0.07,86200000.0,,,,,,-14900000.0,,,,,,30900000.0,,115300000.0,,,,,,,0.0,,,,,,86200000.0,,,,,,,,,,,,,,,,
1995-09-30,,110800000.0,,,198750000.0,,,826200000.0,-300300000.0,,-31400000.0,0.0,,,490500000.0,,,,1455600000.0,,,,,,,,,,,,,,496900000.0,,-7100000.0,1730300000.0,1240400000.0,,1120700000.0,0.0,-3200000.0,145700000.0,,,,,,,,,1461900000.0,,215200000.0,,,,,335700000.0,,,-7400000.0,,379700000.0,,-29200000.0,0.32,150000000.0,,,65200000.0,,,,,344800000.0,,63600000.0,,,,,,158300000.0,,,10900000.0,,-24000000.0,,566800000.0,204900000.0,,,,-100000.0,,,,,,,,3500000.0,,,390100000.0,63600000.0,53600000.0,-190400000.0,,,-32400000.0,532900000.0,,,,-204900000.0,198750000.0,,,,,103400000.0,39800000.0,,,306500000.0,,,,,1800000.0,,,,,-228900000.0,,,,827100000.0,,,2917500000.0,1187200000.0,,,,,,,,0.32,53800000.0,,,,,,63600000.0,,,,,,34900000.0,,140700000.0,,,,,,,0.0,,,,,,53800000.0,,,,,,,,,,,,,,,,
1995-12-31,155600000.0,177600000.0,,161000000.0,,,,1023700000.0,467000000.0,0.0,-38900000.0,0.0,,,619800000.0,-100600000.0,,1407800000.0,1090800000.0,,,2858200000.0,,1425500000.0,220900000.0,,,,,-9100000.0,,37600000.0,500900000.0,,-7000000.0,1425500000.0,869900000.0,-187700000.0,1201200000.0,-14900000.0,-2400000.0,213200000.0,,-15200000.0,,,60700000.0,-67100000.0,,,1525600000.0,155600000.0,220900000.0,,,1090800000.0,,403900000.0,126800000.0,6700000.0,-2800000.0,1201200000.0,442200000.0,155600000.0,72600000.0,,150000000.0,,157800000.0,70900000.0,1145800000.0,150000000.0,137000000.0,-27200000.0,406600000.0,,85200000.0,120000000.0,97000000.0,2616400000.0,,1277900000.0,157800000.0,1190900000.0,5300000.0,13500000.0,,-37800000.0,0.782222,120000000.0,-455200000.0,,1525600000.0,,0.0,,129900000.0,,,-64700000.0,1700000.0,198920455.0,-26000000.0,,-209300000.0,315600000.0,85200000.0,60700000.0,-187700000.0,,,107200000.0,551600000.0,,,0.782222,603500000.0,,,,,817000000.0,138200000.0,53000000.0,1712400000.0,315600000.0,313200000.0,,,869900000.0,227400000.0,200000.0,313200000.0,434500000.0,70900000.0,,565700000.0,-110400000.0,551600000.0,,817000000.0,,161000000.0,2616400000.0,1190900000.0,,24000000.0,,,,,,,161000000.0,,,,,0.0,85200000.0,2400000.0,,252600000.0,,,35600000.0,,198300000.0,,,,304600000.0,-14500000.0,201142857.0,0.0,198300000.0,,500900000.0,,,161000000.0,,,,,,,,,,,,,,,,
1996-03-31,,41000000.0,,,187692308.0,,,538700000.0,5500000.0,,-42300000.0,0.0,,,319600000.0,,,,850300000.0,,1600000.0,,,,,,,,,,,,494900000.0,,-7000000.0,1176500000.0,627900000.0,,1215600000.0,-15000000.0,2000000.0,69500000.0,,,,,,,,,1553600000.0,,222400000.0,,,,,219100000.0,,,-28500000.0,,278600000.0,,-18200000.0,0.12,150000000.0,,,72400000.0,,,,,250100000.0,,24400000.0,,,,,,175900000.0,,,4900000.0,,-13800000.0,,93400000.0,-42500000.0,,,,100000.0,,,,,,,,3000000.0,,,335100000.0,24400000.0,68400000.0,-187700000.0,,,-24200000.0,426900000.0,,,,62000000.0,203333333.0,,,,,39100000.0,14700000.0,,,307200000.0,,,,,4400000.0,,,,,48200000.0,,,,851800000.0,,,2403900000.0,1227400000.0,,,,,,,,0.13,136900000.0,,,,,,24400000.0,,,,,,28500000.0,,107600000.0,,,,,,,161000000.0,,,,,,136900000.0,,,,,,,,,,,,,,,,
1996-06-30,,11900000.0,,,200000000.0,,,511600000.0,-259900000.0,,-28300000.0,0.0,,,304500000.0,,,,991100000.0,,1900000.0,,,,,,,,,,,,493500000.0,,-8700000.0,1312800000.0,769100000.0,,1211600000.0,-13900000.0,900000.0,49000000.0,,,,,,,,,1536400000.0,,222000000.0,,,,,207100000.0,,,-1200000.0,,292600000.0,,-64900000.0,0.03,149900000.0,,,72100000.0,,,,,255500000.0,,6000000.0,,,,,,160800000.0,,,5400000.0,,-27100000.0,,288900000.0,177200000.0,,,,-100000.0,,,,,,,,2500000.0,,,398100000.0,6000000.0,65200000.0,-187700000.0,,,-66800000.0,373800000.0,,,,-214000000.0,200000000.0,,,,,9200000.0,3200000.0,,,305800000.0,,,,,3600000.0,,,,,-241100000.0,,,,843700000.0,,,2527500000.0,1214700000.0,,,,,,,,0.03,70000000.0,,,,,,6000000.0,,,,,,37100000.0,,106400000.0,,,,,,,0.0,,,,,,70000000.0,,,,,,,,,,,,,,,,
1996-09-30,,113600000.0,,,195833333.0,,,845100000.0,-325200000.0,,-17800000.0,0.0,,,498100000.0,,,,1428600000.0,,-1700000.0,,,,,,,,,,,,489200000.0,,-8600000.0,1801000000.0,1208100000.0,,1270800000.0,-29500000.0,-500000.0,148800000.0,,,,,,,,,1570900000.0,,220500000.0,,,,,347000000.0,,,3800000.0,,384500000.0,,-4300000.0,0.35,149900000.0,,,70600000.0,,,,,349300000.0,,70500000.0,,,,,,155900000.0,,,9400000.0,,-21600000.0,,553100000.0,225300000.0,,,,0.0,,,,,,,,700000.0,,,402700000.0,70500000.0,63100000.0,-187700000.0,,,-12300000.0,518400000.0,,,,-221800000.0,201428571.0,,,,,105000000.0,34500000.0,,,301500000.0,,,,,3300000.0,,,,,-243400000.0,,,,833900000.0,,,2999500000.0,1198500000.0,,,,,,,,0.36,57800000.0,,,,,,70500000.0,,,,,,35200000.0,,136600000.0,,,,,,,0.0,,,,,,57800000.0,,,,,,,,,,,,,,,,
1996-12-31,199900000.0,165700000.0,,219000000.0,,,,1107000000.0,527300000.0,200000.0,-38900000.0,0.0,,,649500000.0,-101900000.0,,1439400000.0,1049500000.0,,400000.0,3002400000.0,,1486600000.0,218700000.0,,,,,-8100000.0,,31500000.0,528700000.0,,-8700000.0,1486600000.0,830800000.0,-215200000.0,1362800000.0,-25300000.0,-10500000.0,203200000.0,,-83700000.0,,,75900000.0,-52300000.0,,,1652000000.0,199900000.0,218700000.0,,,1049500000.0,,457500000.0,178100000.0,17700000.0,200000.0,1362800000.0,483800000.0,199900000.0,130400000.0,,149400000.0,,187300000.0,69300000.0,1230700000.0,149400000.0,161000000.0,-33000000.0,446300000.0,,99100000.0,120700000.0,107000000.0,2701500000.0,,1301100000.0,187300000.0,1214900000.0,2200000.0,11800000.0,,-39400000.0,1.013333,120700000.0,-455600000.0,,1652000000.0,,200000.0,,138300000.0,,,43000000.0,300000.0,197269737.0,-100000.0,,-127300000.0,273200000.0,99100000.0,75900000.0,-215200000.0,,,161200000.0,535800000.0,,,1.013333,653800000.0,,,,,825500000.0,153700000.0,54600000.0,1771700000.0,273200000.0,313500000.0,,,830800000.0,280000000.0,6400000.0,313500000.0,470600000.0,69300000.0,,614400000.0,-25700000.0,535800000.0,,825500000.0,,219000000.0,2701500000.0,1214900000.0,,57900000.0,,,,,,,219000000.0,,,,,0.0,99100000.0,-95600000.0,,306900000.0,,,37500000.0,,174300000.0,,,,332300000.0,6100000.0,201600000.0,0.0,174300000.0,,528700000.0,,,219000000.0,,,,,,,,,,,,,,,,
1997-03-31,,40400000.0,,,289246052.0,,,555800000.0,108900000.0,,-16800000.0,0.0,,,341000000.0,,,,816000000.0,,900000.0,,,,,,,,,,,,554800000.0,,-8600000.0,1255900000.0,597900000.0,,1378800000.0,-32500000.0,-1600000.0,71000000.0,,,,,,,,,1633900000.0,,218100000.0,,,,,214800000.0,,,-4300000.0,,300600000.0,,-2600000.0,0.13,149200000.0,,,68900000.0,,,,,206100000.0,,25700000.0,,,,,,180500000.0,,,4400000.0,,-12500000.0,,69500000.0,-72000000.0,,,,0.0,,,,,,,,4200000.0,,,268900000.0,25700000.0,76800000.0,-255200000.0,,,70600000.0,436400000.0,,,,164500000.0,289246052.0,,,,,40200000.0,14500000.0,,,299600000.0,,63900000.0,,,14200000.0,,,,,152000000.0,,,,817600000.0,,,2449900000.0,1194000000.0,,,,,,,,0.13,289500000.0,,,,,,25700000.0,,,,,,30600000.0,,92000000.0,,,,,,,219000000.0,,,,,,289500000.0,,,,,,,,,,,,,,,,
1997-06-30,,22700000.0,,,185714286.0,,,583900000.0,-285300000.0,,-180800000.0,0.0,,,358700000.0,,,,1047800000.0,,-100000.0,,,,,,,,,,,,558200000.0,,-10200000.0,1353900000.0,831500000.0,,1378100000.0,-31000000.0,-700000.0,61600000.0,,,,,,,,,1599000000.0,,216300000.0,,,,,225200000.0,,,-158600000.0,,336000000.0,,-75500000.0,0.07,149000000.0,,,67300000.0,,,,,209200000.0,,13000000.0,,,,,,189000000.0,,,5500000.0,,-22200000.0,,314300000.0,208000000.0,,,,-100000.0,,,,,,,,3100000.0,,,368200000.0,13000000.0,68900000.0,-262100000.0,,,-207100000.0,427200000.0,,,,-234200000.0,185714286.0,,,,,20300000.0,7300000.0,,,296100000.0,,87900000.0,,,4800000.0,,,,,-256400000.0,,,,927900000.0,,,2646800000.0,1292900000.0,,,,,,,,0.07,82500000.0,,,,,,13000000.0,,,,,,38900000.0,,90000000.0,,,,,,,0.0,,,,,,82500000.0,,,,,,,,,,,,,,,,
1997-09-30,,125800000.0,,,188780488.0,,,915500000.0,-205600000.0,,-23600000.0,0.0,,,537500000.0,,,,1388900000.0,,-900000.0,,,,,,,,,,,,533800000.0,,-10200000.0,1757300000.0,1171200000.0,,1446500000.0,-36500000.0,-1500000.0,168500000.0,,,,,,,,,1635100000.0,,217700000.0,,,,,378000000.0,,,2800000.0,,411700000.0,,17400000.0,0.38,148800000.0,,,68900000.0,,,,,272400000.0,,77400000.0,,,,,,175600000.0,,,9200000.0,,-26400000.0,,462900000.0,107700000.0,,,,0.0,,,,,,,,-1100000.0,,,347800000.0,77400000.0,69700000.0,-253900000.0,,,-2500000.0,587500000.0,,,,-87900000.0,203684211.0,,,,,115400000.0,38000000.0,,,279900000.0,,102600000.0,,,5400000.0,,,,,-114300000.0,,,,917100000.0,,,3024000000.0,1266700000.0,,,,,,,,0.41,80000000.0,,,,,,77400000.0,,,,,,42700000.0,,120800000.0,,,,,,,0.0,,,,,,80000000.0,,,,,,,,,,,,,,,,
1997-12-31,135000000.0,171300000.0,,361800000.0,,,,1133400000.0,655300000.0,0.0,-48100000.0,0.0,,,699300000.0,-99400000.0,,1582200000.0,1061600000.0,,9600000.0,3188600000.0,,1573900000.0,58100000.0,,,,,-40600000.0,,27500000.0,499700000.0,,-10700000.0,1573900000.0,1003500000.0,-219100000.0,1458300000.0,-34900000.0,-36800000.0,225700000.0,,-134900000.0,,386900000.0,79900000.0,273300000.0,,,1838100000.0,135000000.0,58100000.0,,,1061600000.0,,434100000.0,444400000.0,37300000.0,-9800000.0,1458300000.0,528000000.0,135000000.0,101400000.0,,,,186400000.0,,1246200000.0,,219000000.0,-39700000.0,341000000.0,,18900000.0,122000000.0,69500000.0,2899700000.0,,1028700000.0,186400000.0,1325800000.0,9500000.0,8400000.0,,-38300000.0,0.68,122000000.0,-369200000.0,,1838100000.0,,100000.0,,166600000.0,,,40700000.0,,192857143.0,-134200000.0,,-269300000.0,242700000.0,18900000.0,79900000.0,-219100000.0,,,281800000.0,702300000.0,,,0.7,701400000.0,,,,,965300000.0,28600000.0,9700000.0,1942400000.0,242700000.0,280600000.0,,132600000.0,1003500000.0,543800000.0,12900000.0,280600000.0,526800000.0,,,663100000.0,-169900000.0,702300000.0,,965300000.0,,361800000.0,2899700000.0,1325800000.0,,142800000.0,,,,,,,361800000.0,,,,,0.0,18900000.0,-125500000.0,,204500000.0,,,54400000.0,,179200000.0,,,,360200000.0,-128100000.0,198529412.0,0.0,179200000.0,,499700000.0,,,361800000.0,,,,,,,,,,,,,,,,
1998-03-31,,6100000.0,,,195000000.0,,,482800000.0,111000000.0,,-24400000.0,0.0,,,298100000.0,,,,789300000.0,,-5400000.0,,,,,,,,,,,,520000000.0,,-10600000.0,1267200000.0,729500000.0,,1454700000.0,-52400000.0,-5600000.0,39800000.0,,,,,,,,,1802700000.0,,59800000.0,,,,,184700000.0,,,10700000.0,,292000000.0,,-29000000.0,0.04,,,,,,,,,191000000.0,,7800000.0,,,,,,205200000.0,,,2300000.0,,-17600000.0,,112500000.0,-42200000.0,,,,0.0,,,,,,,,8100000.0,,,269100000.0,7800000.0,88200000.0,-248400000.0,,,68800000.0,533900000.0,,,,141500000.0,195000000.0,,,,,11800000.0,4000000.0,,,271600000.0,,67300000.0,,,28000000.0,,,,,123900000.0,,,,965000000.0,,,2592000000.0,1324800000.0,,,,,,,,0.04,430600000.0,,,,,,7800000.0,,,,,,33700000.0,,83100000.0,-17500000.0,,,,,,361800000.0,,,,,,430600000.0,,,,,,,,,,,,,,,,
1998-06-30,,12300000.0,,,183333333.0,,,572100000.0,-288300000.0,,-369600000.0,0.0,,,349300000.0,,,,1282000000.0,,3700000.0,,,,,,,,,,,,529700000.0,,-10700000.0,1336200000.0,1204100000.0,,1449600000.0,-55200000.0,4400000.0,52500000.0,,,,,,,,,1745800000.0,,77900000.0,,,,,222800000.0,,,-356700000.0,,337000000.0,,-40200000.0,0.03,,,,,,,,,214700000.0,,5500000.0,,,,,,223700000.0,,,6400000.0,,-30400000.0,,527300000.0,361500000.0,,,,-100000.0,,,,,,,,2400000.0,,,331600000.0,5500000.0,87200000.0,-248400000.0,,,-250000000.0,552300000.0,,,,-234600000.0,183333333.0,,,,,8300000.0,2800000.0,,,281300000.0,,82100000.0,,,11400000.0,,,,,-265000000.0,,,,1323100000.0,,,3027800000.0,1691600000.0,,,,,,,,0.03,180600000.0,,,,,,5500000.0,,,,,,40200000.0,,124500000.0,,,,,,,0.0,,,,,,180600000.0,,,,,,,,,,,,,,,,
