date,annualNetIncomeContinuousOperations,quarterlyOperatingIncome,trailingNetIncomeContinuousOperations,annualCashAndCashEquivalents,quarterlyBasicAverageShares,trailingNetOtherFinancingCharges,quarterlyChangeInAccountPayable,quarterlyTotalRevenue,quarterlyChangeInWorkingCapital,annualNetOtherFinancingCharges,quarterlyInvestingCashFlow,quarterlyEndCashPosition,trailingRepurchaseOfCapitalStock,annualCurrentAccruedExpenses,quarterlyGrossProfit,annualCapitalExpenditure,trailingDeferredIncomeTax,annualOperatingExpense,quarterlyTotalLiabilitiesNetMinorityInterest,trailingSellingGeneralAndAdministration,quarterlyOtherNonCashItems,annualTotalRevenue,trailingResearchAndDevelopment,annualCurrentAssets,annualTotalNonCurrentLiabilitiesNetMinorityInterest,trailingCostOfRevenue,annualChangeInAccountPayable,annualChangesInAccountReceivables,trailingBeginningCashPosition,annualDeferredIncomeTax,trailingFreeCashFlow,annualInterestExpense,quarterlyGrossPPE,trailingChangesInAccountReceivables,quarterlyCashDividendsPaid,quarterlyCurrentAssets,quarterlyCurrentLiabilities,annualAccumulatedDepreciation,quarterlyRetainedEarnings,quarterlyRepurchaseOfCapitalStock,quarterlyDeferredIncomeTax,quarterlyEbitda,quarterlyStockBasedCompensation,annualRepurchaseOfCapitalStock,trailingOperatingExpense,annualResearchAndDevelopment,annualOtherNonCurrentAssets,annualChangeInWorkingCapital,trailingNetOtherInvestingChanges,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,annualNetIncomeCommonStockholders,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentAccruedExpenses,quarterlyGoodwill,annualTotalLiabilitiesNetMinorityInterest,quarterlyAccountsReceivable,quarterlyCostOfRevenue,annualFreeCashFlow,annualCommonStockIssuance,quarterlyNetOtherInvestingChanges,annualRetainedEarnings,quarterlyOperatingExpense,annualNetIncome,quarterlyChangeInInventory,quarterlyDilutedEPS,quarterlyLongTermDebt,trailingChangeInAccountPayable,annualOtherCurrentAssets,quarterlyOtherNonCurrentLiabilities,annualCostOfRevenue,annualLongTermDebt,annualBeginningCashPosition,annualCashDividendsPaid,quarterlySellingGeneralAndAdministration,quarterlyRepaymentOfDebt,quarterlyNetIncomeContinuousOperations,annualCurrentDebt,annualTaxProvision,annualTotalAssets,trailingTaxProvision,annualSellingGeneralAndAdministration,quarterlyOtherCurrentAssets,annualTotalNonCurrentAssets,annualOtherNonCashItems,quarterlyInterestExpense,trailingDepreciationAndAmortization,quarterlyCapitalExpenditure,annualDilutedEPS,quarterlyCurrentDebt,quarterlyCashFlowFromContinuingFinancingActivities,annualPurchaseOfBusiness,annualStockholdersEquity,trailingOtherNonCashItems,quarterlyNetOtherFinancingCharges,trailingStockBasedCompensation,annualDepreciationAndAmortization,trailingPurchaseOfBusiness,annualNonCurrentDeferredTaxesLiabilities,annualChangeInInventory,annualSaleOfInvestment,annualBasicAverageShares,quarterlyOtherIncomeExpense,annualStockBasedCompensation,annualInvestingCashFlow,quarterlyInventory,quarterlyNetIncome,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyNonCurrentDeferredTaxesLiabilities,annualCapitalStock,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,trailingOperatingCashFlow,annualAccountsReceivable,annualBasicEPS,quarterlyOperatingCashFlow,quarterlyDilutedAverageShares,trailingCashDividendsPaid,trailingNetIncome,quarterlyPurchaseOfBusiness,annualOtherIntangibleAssets,quarterlyPretaxIncome,quarterlyTaxProvision,annualGrossProfit,annualInventory,quarterlyNetPPE,trailingChangeInInventory,quarterlyResearchAndDevelopment,annualCurrentLiabilities,annualOperatingCashFlow,quarterlyCommonStockIssuance,annualNetPPE,annualEbitda,annualOtherNonCurrentLiabilities,quarterlyOtherShortTermInvestments,quarterlyFreeCashFlow,annualNetOtherInvestingChanges,annualOtherCurrentLiabilities,quarterlyChangesInAccountReceivables,quarterlyOtherIntangibleAssets,annualGoodwill,annualCashCashEquivalentsAndMarketableSecurities,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,trailingPretaxIncome,annualChangeInCashSupplementalAsReported,trailingGrossProfit,trailingChangeInWorkingCapital,annualRepaymentOfDebt,annualGainsLossesNotAffectingRetainedEarnings,annualPurchaseOfInvestment,quarterlyBasicEPS,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingOperatingIncome,trailingTotalRevenue,trailingOtherIncomeExpense,quarterlySaleOfInvestment,annualEndCashPosition,quarterlyNetIncomeCommonStockholders,annualCashFlowFromContinuingFinancingActivities,trailingInterestExpense,annualPretaxIncome,trailingCashFlowFromContinuingFinancingActivities,trailingEndCashPosition,quarterlyDepreciationAndAmortization,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyPurchaseOfInvestment,trailingChangeInCashSupplementalAsReported,quarterlyCapitalStock,annualOperatingIncome,annualOtherIncomeExpense,annualDilutedAverageShares,quarterlyBeginningCashPosition,annualAccountsPayable,trailingInvestingCashFlow,annualGrossPPE,trailingRepaymentOfDebt,trailingCapitalExpenditure,quarterlyCashAndCashEquivalents,annualNonCurrentDeferredRevenue,trailingDilutedAverageShares,annualInvestmentsAndAdvances,trailingBasicEPS,trailingCommonStockIssuance,annualIncomeTaxPayable,trailingBasicAverageShares,annualOtherShortTermInvestments,trailingSaleOfInvestment,quarterlyIncomeTaxPayable,quarterlyInvestmentsAndAdvances,quarterlyCurrentDeferredRevenue,trailingPurchaseOfInvestment,annualCurrentDeferredRevenue,trailingDilutedEPS,quarterlyNonCurrentDeferredRevenue
1985-06-30,,301600000.0,,,162127000.0,,,301600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301600000.0,,,,,,,,,,,,,,,,,,,,,,,,0.13,,,,,,,,,,,25000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162127000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-09-30,,371400000.0,,,162127000.0,,,371400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371400000.0,,,,,,,,,,,,,,,,,,,,,,,,0.19,,,,,,,,,,,37900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162127000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-12-31,99000000.0,-673800000.0,,182400000.0,,,,324500000.0,,,,,,,,,,461600000.0,461200000.0,,,1233400000.0,,530400000.0,221500000.0,,,,,,,37700000.0,133500000.0,,,530400000.0,239700000.0,-24200000.0,170200000.0,,,-673800000.0,,,,,5600000.0,,,,384400000.0,96000000.0,221500000.0,,,461200000.0,,,0.0,,,170200000.0,,99000000.0,,,185700000.0,,38300000.0,33600000.0,536700000.0,185700000.0,0.0,,,,19500000.0,26700000.0,95900000.0,845600000.0,,442100000.0,38300000.0,315200000.0,,,,,0.53,26700000.0,,,384400000.0,,,,,,2200000.0,,,181132075.0,,,0.0,67900000.0,,5600000.0,-24200000.0,2200000.0,,,213000000.0,,,0.53,,,,,,200300000.0,,,696700000.0,67900000.0,109300000.0,,,239700000.0,0.0,,109300000.0,254600000.0,33600000.0,,,,213000000.0,,200300000.0,,182400000.0,845600000.0,315200000.0,,,,,,,,,182400000.0,,,,,0.0,,,,194900000.0,,,,,,,,,235100000.0,-2500000.0,181132075.0,,,,133500000.0,,,182400000.0,,,,,,,,,,,,,,,,
1986-03-31,,254000000.0,,,162337000.0,,,254000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254000000.0,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,18600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162337000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-06-30,,323000000.0,,,162337000.0,,,323000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323000000.0,,,,,,,,,,,,,,,,,,,,,,,,0.13,,,,,,,,,,,25100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162337000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-09-30,,408800000.0,,,162337000.0,,,408800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408800000.0,,,,,,,,,,,,,,,,,,,,,,,,0.19,,,,,,,,,,,38200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162337000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-12-31,99200000.0,-790200000.0,,116100000.0,,,,343800000.0,,,,,,,,,,562900000.0,435200000.0,,,1329600000.0,,601500000.0,162800000.0,,,,,,,29600000.0,171100000.0,,,601500000.0,272400000.0,-36200000.0,248900000.0,,,-790200000.0,,,,,34400000.0,,,,546700000.0,96400000.0,162800000.0,,,435200000.0,,,0.0,,,248900000.0,,99200000.0,,,125000000.0,,57000000.0,37800000.0,571100000.0,125000000.0,0.0,,,,17300000.0,42500000.0,92700000.0,981900000.0,,528900000.0,57000000.0,380400000.0,,,,,0.5,42500000.0,,,546700000.0,,,,,,,,,189019608.0,,,0.0,122900000.0,,34400000.0,-36200000.0,,,,229900000.0,,,0.51,,,,,,211100000.0,,,758500000.0,122900000.0,134900000.0,,,272400000.0,0.0,,134900000.0,229600000.0,37800000.0,,,,229900000.0,,211100000.0,,116100000.0,981900000.0,380400000.0,,,,,,,,,116100000.0,,,,,0.0,,,,191900000.0,,,,,,,,,195600000.0,25800000.0,192800000.0,,,,171100000.0,,,116100000.0,,,,,,,,,,,,,,,,
1987-03-31,,279300000.0,,,177441000.0,,,279300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279300000.0,,,,,,,,,,,,,,,,,,,,,,,,0.09,,,,,,,,,,,16200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177441000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-06-30,,290900000.0,,,177501000.0,,,290900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290900000.0,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,,,,,,,,,14000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177501000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-09-30,,396400000.0,,,177501000.0,,,396400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396400000.0,,,,,,,,,,,,,,,,,,,,,,,,0.06,,,,,,,,,,,11200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177501000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-12-31,48200000.0,-834200000.0,,161700000.0,,,,378400000.0,,,,,,,,,,617400000.0,438000000.0,,,1345100000.0,,692600000.0,134100000.0,,,,,,,33000000.0,264600000.0,,,692600000.0,303900000.0,-88300000.0,289600000.0,,,-834200000.0,,,,,37400000.0,,,,638000000.0,45600000.0,134100000.0,,,438000000.0,,,0.0,,,289600000.0,,48200000.0,,,127100000.0,,57700000.0,7000000.0,595200000.0,127100000.0,0.0,,,,6800000.0,74400000.0,51400000.0,1076000000.0,,565300000.0,57700000.0,383400000.0,,,,,0.25,74400000.0,,,638000000.0,,,,,,,,,182400000.0,,,0.0,133600000.0,,37400000.0,-88300000.0,,,,229500000.0,,,0.25,,,,,,169700000.0,,,749900000.0,133600000.0,176300000.0,,,303900000.0,0.0,,176300000.0,184600000.0,7000000.0,,,,229500000.0,,169700000.0,,161700000.0,1076000000.0,383400000.0,,,,,,,,,161700000.0,,,,,0.0,,,,99600000.0,,,,,,,,,132500000.0,200000.0,182400000.0,,,,264600000.0,,,161700000.0,,,,,,,,,,,,,,,,
1988-03-31,,286300000.0,,,178097000.0,,,286300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286300000.0,,,,,,,,,,,,,,,,,,,,,,,,0.09,,,,,,,,,,,16800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178097000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-06-30,,308200000.0,,,178142000.0,,,308200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308200000.0,,,,,,,,,,,,,,,,,,,,,,,,0.09,,,,,,,,,,,16500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178142000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-09-30,,368400000.0,,,178649000.0,,,368400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368400000.0,,,,,,,,,,,,,,,,,,,,,,,,0.09,,,,,,,,,,,18100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178649000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
