,trailingCashDividendsPaid,annualPretaxIncome,annualNetIncome,quarterlyTotalAssets,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,annualCashDividendsPaid,annualPurchaseOfInvestment,annualAccountsReceivable,annualLongTermDebt,quarterlyLongTermDebt,quarterlyOtherCurrentLiabilities,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,trailingInvestingCashFlow,quarterlyTotalNonCurrentAssets,annualGoodwill,annualSaleOfInvestment,quarterlyBasicAverageShares,quarterlyAccountsReceivable,annualIncomeTaxPayable,trailingChangeInWorkingCapital,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyInvestmentsAndAdvances,annualStockholdersEquity,annualOtherNonCashItems,annualOperatingIncome,quarterlyGoodwill,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,quarterlyNetIncome,annualRetainedEarnings,trailingSaleOfInvestment,annualTotalAssets,quarterlySellingGeneralAndAdministration,trailingCommonStockIssuance,annualDepreciationAndAmortization,annualCashFlowFromContinuingFinancingActivities,annualEndCashPosition,quarterlyNetIncomeCommonStockholders,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingOperatingCashFlow,trailingTotalRevenue,quarterlyOtherIncomeExpense,quarterlyNonCurrentDeferredTaxesLiabilities,trailingChangeInAccountPayable,quarterlyInventory,quarterlyCashAndCashEquivalents,quarterlyCurrentDeferredRevenue,quarterlyPurchaseOfInvestment,quarterlyCashDividendsPaid,annualNetPPE,quarterlyOperatingExpense,annualOperatingCashFlow,annualTotalNonCurrentLiabilitiesNetMinorityInterest,trailingOtherIncomeExpense,trailingOperatingIncome,annualAccountsPayable,annualChangeInAccountPayable,annualCurrentLiabilities,quarterlyCurrentDebt,trailingCashFlowFromContinuingFinancingActivities,quarterlyOtherIntangibleAssets,annualOtherShortTermInvestments,quarterlyInterestExpense,annualOtherIntangibleAssets,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualCommonStockIssuance,quarterlyDepreciationAndAmortization,trailingEndCashPosition,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetOtherFinancingCharges,quarterlyOtherNonCurrentAssets,annualRepurchaseOfCapitalStock,annualInvestmentsAndAdvances,quarterlyDilutedEPS,annualOtherNonCurrentLiabilities,annualEbitda,annualOtherNonCurrentAssets,trailingNetOtherInvestingChanges,annualGainsLossesNotAffectingRetainedEarnings,quarterlyFreeCashFlow,annualNetOtherInvestingChanges,annualCashAndCashEquivalents,annualCashCashEquivalentsAndMarketableSecurities,trailingPretaxIncome,trailingBeginningCashPosition,quarterlyChangeInInventory,trailingChangesInAccountReceivables,annualInterestExpense,annualChangesInAccountReceivables,quarterlyOtherCurrentAssets,annualBasicAverageShares,annualBeginningCashPosition,trailingCapitalExpenditure,annualCurrentAssets,trailingChangeInCashSupplementalAsReported,annualGrossPPE,quarterlySaleOfInvestment,annualDeferredIncomeTax,annualNetIncomeCommonStockholders,quarterlyRepurchaseOfCapitalStock,annualSellingGeneralAndAdministration,annualAccumulatedDepreciation,quarterlyChangesInAccountReceivables,trailingRepaymentOfDebt,quarterlyCapitalStock,quarterlyAccountsPayable,trailingRepurchaseOfCapitalStock,quarterlyChangeInAccountPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,annualRepaymentOfDebt,quarterlyGrossProfit,quarterlyBeginningCashPosition,annualOtherIncomeExpense,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,trailingGrossProfit,trailingDeferredIncomeTax,quarterlyDilutedAverageShares,trailingNetIncomeCommonStockholders,annualChangeInCashSupplementalAsReported,annualCapitalExpenditure,annualCurrentAccruedExpenses,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,trailingInterestExpense,annualTaxProvision,annualBasicEPS,quarterlyRepaymentOfDebt,annualCurrentDebt,annualDilutedAverageShares,annualInventory,trailingCostOfRevenue,quarterlyAccumulatedDepreciation,quarterlyNetPPE,trailingResearchAndDevelopment,quarterlyOtherNonCashItems,annualCapitalStock,quarterlyTaxProvision,annualCostOfRevenue,annualOtherCurrentAssets,annualTotalRevenue,trailingChangeInInventory,annualTotalNonCurrentAssets,annualResearchAndDevelopment,quarterlyEbitda,quarterlyStockBasedCompensation,annualGrossProfit,annualFreeCashFlow,trailingTaxProvision,trailingDepreciationAndAmortization,annualStockBasedCompensation,quarterlyBasicEPS,annualNetOtherFinancingCharges,quarterlyChangeInWorkingCapital,trailingOtherNonCashItems,quarterlyDeferredIncomeTax,trailingPurchaseOfBusiness,quarterlyCashFlowFromContinuingFinancingActivities,annualPurchaseOfBusiness,annualOperatingExpense,annualChangeInWorkingCapital,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,annualNetIncomeContinuousOperations,quarterlyRetainedEarnings,trailingNetIncomeContinuousOperations,trailingSellingGeneralAndAdministration,quarterlyResearchAndDevelopment,quarterlyIncomeTaxPayable,quarterlyOperatingCashFlow,trailingOperatingExpense,quarterlyPretaxIncome,quarterlyCapitalExpenditure,annualDilutedEPS,trailingNetIncome,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,annualNonCurrentDeferredTaxesLiabilities,quarterlyCurrentLiabilities,trailingFreeCashFlow,annualTotalLiabilitiesNetMinorityInterest,quarterlyTotalRevenue,quarterlyGrossPPE,quarterlyOperatingIncome,annualChangeInInventory,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,trailingStockBasedCompensation,annualNonCurrentDeferredRevenue,trailingBasicAverageShares,trailingBasicEPS,trailingPurchaseOfInvestment,trailingDilutedEPS,trailingDilutedAverageShares
1333152000,,,,3429000000.0,178000000.0,298000000.0,,,,,560000000.0,0.0,,671000000.0,,1781000000.0,,,63399863.0,759000000.0,,,867000000.0,62000000.0,,,,40000000.0,56000000.0,,240000000.0,,,,66000000.0,,,,,240000000.0,366000000.0,,,-3000000.0,9000000.0,,423000000.0,366000000.0,,,-17000000.0,,86000000.0,,,,,,,,127000000.0,,,,9000000.0,,366000000.0,117000000.0,,38000000.0,,1551000000.0,-1000000.0,152000000.0,,,3.7,,,,,,17000000.0,,,,,,-6000000.0,,,,0.0,,,,,,,,,,0.0,,,-93000000.0,,64000000.0,496000000.0,,,108000000.0,,173000000.0,188000000.0,,,,,,64000000.0,,,,,1746000000.0,173000000.0,,,,-26000000.0,,,,,,1079000000.0,,-1000000.0,,23000000.0,,,,,,,123000000.0,7000000.0,,,,,,3.785497,,-34000000.0,,7000000.0,,-14000000.0,,,,,,,1576000000.0,,,20000000.0,55000000.0,73000000.0,,76000000.0,-56000000.0,,,,1648000000.0,,684000000.0,,,844000000.0,,87000000.0,,,,,,,,,,
1341014400,,,,3369000000.0,41000000.0,280000000.0,,,,,559000000.0,0.0,,671000000.0,,1752000000.0,,,63284702.0,710000000.0,,,849000000.0,69000000.0,,,,40000000.0,66000000.0,,66000000.0,,,,68000000.0,,,,,66000000.0,407000000.0,,,-2000000.0,10000000.0,,411000000.0,407000000.0,,6000000.0,-23000000.0,,85000000.0,,,,,,,,140000000.0,,,,11000000.0,,407000000.0,-25000000.0,,37000000.0,,1479000000.0,0.0,140000000.0,,,1.02,,,,,,32000000.0,,,,,,-3000000.0,,,,0.0,,,,,,,,,,-6000000.0,,,30000000.0,,64000000.0,440000000.0,,,71000000.0,,175000000.0,366000000.0,,,,,,64300000.0,,,,,1763000000.0,0.0,,,,-19000000.0,,,,,,1073000000.0,,4000000.0,,16000000.0,,,,,,,126000000.0,4000000.0,,,,,,1.042906,,-20000000.0,,4000000.0,,-12000000.0,,,,,,,1630000000.0,,,17000000.0,43000000.0,91000000.0,,78000000.0,-59000000.0,,,,1617000000.0,,630000000.0,,,846000000.0,,90000000.0,,,,,,,,,,
1348963200,,245000000.0,388000000.0,4399000000.0,-287000000.0,314000000.0,-49000000.0,0.0,687000000.0,1172000000.0,1172000000.0,0.0,135000000.0,691000000.0,,2956000000.0,480000000.0,,63347362.0,687000000.0,59000000.0,,1541000000.0,115000000.0,1813000000.0,3000000.0,290000000.0,480000000.0,39000000.0,-1180000000.0,36000000.0,1653000000.0,,4399000000.0,86000000.0,,156000000.0,606000000.0,120000000.0,36000000.0,120000000.0,,,-1000000.0,55000000.0,,533000000.0,120000000.0,,0.0,3000000.0,1552000000.0,105000000.0,415000000.0,1541000000.0,,,425000000.0,,919000000.0,247000000.0,,330000000.0,,16000000.0,330000000.0,120000000.0,-1207000000.0,10000000.0,45000000.0,,2460000000.0,-16000000.0,143000000.0,-36000000.0,115000000.0,0.58,314000000.0,447000000.0,143000000.0,,92000000.0,126000000.0,-1000000.0,120000000.0,120000000.0,,,25000000.0,,46000000.0,6000000.0,0.0,63347362.0,286000000.0,,1443000000.0,,3511000000.0,,-6000000.0,388000000.0,0.0,285000000.0,-1959000000.0,81000000.0,,64000000.0,425000000.0,,,92000000.0,-302000000.0,157000000.0,407000000.0,-3000000.0,0.0,,,,64200000.0,,-166000000.0,-281000000.0,135000000.0,1813000000.0,-1000000.0,,55000000.0,6.140745,-225000000.0,247000000.0,64200000.0,533000000.0,,-1959000000.0,1552000000.0,,2000000.0,64000000.0,0.0,2652000000.0,0.0,3300000000.0,,2956000000.0,73000000.0,97000000.0,2000000.0,648000000.0,134000000.0,,,18000000.0,0.584081,-12000000.0,171000000.0,,-24000000.0,,680000000.0,-1104000000.0,358000000.0,39000000.0,,,201000000.0,1653000000.0,,,19000000.0,59000000.0,231000000.0,,36000000.0,-105000000.0,6.01,,,1443000000.0,55000000.0,919000000.0,,2460000000.0,848000000.0,3511000000.0,52000000.0,-30000000.0,,,,,,,,,
1356912000,,,,4376000000.0,-29000000.0,315000000.0,,,,,1241000000.0,0.0,,673000000.0,,2961000000.0,,,63994075.0,619000000.0,,,1610000000.0,116000000.0,,,,494000000.0,25000000.0,,20000000.0,,,,73000000.0,,,,,20000000.0,91000000.0,,,1000000.0,54000000.0,,587000000.0,91000000.0,,-2000000.0,-13000000.0,,92000000.0,,,,,,,,260000000.0,,318000000.0,,16000000.0,,91000000.0,-45000000.0,,49000000.0,,2407000000.0,0.0,144000000.0,,,0.31,,,,,,-113000000.0,,,,,,-55000000.0,,,,0.0,,,,,,,,,,-6000000.0,,,62000000.0,,64000000.0,504000000.0,,-91000000.0,107000000.0,,147000000.0,120000000.0,,,,,,64100000.0,,,,,1838000000.0,-2000000.0,,,,-14000000.0,,,,,,1566000000.0,,3000000.0,,19000000.0,,,,,,,106000000.0,3000000.0,,,,,,0.312529,,-132000000.0,,5000000.0,,67000000.0,,,,4000000.0,,,1660000000.0,,,19000000.0,27000000.0,-51000000.0,,41000000.0,-62000000.0,,,,1415000000.0,,797000000.0,,,820000000.0,,55000000.0,,,,,,,,,,
1364688000,,,,4360000000.0,-6000000.0,307000000.0,,,,,1002000000.0,0.0,,698000000.0,,2713000000.0,,,63781303.0,670000000.0,,,1365000000.0,116000000.0,,,,493000000.0,23000000.0,,27000000.0,,,,77000000.0,,,,,27000000.0,85000000.0,,,2000000.0,56000000.0,,561000000.0,85000000.0,,,-13000000.0,,95000000.0,,,,,,,,511000000.0,,316000000.0,,16000000.0,,85000000.0,-56000000.0,,50000000.0,,2410000000.0,3000000.0,143000000.0,,,0.42,,,,,,-10000000.0,,,,,,12000000.0,,,,0.0,,,,,,,,,,0.0,,,-70000000.0,,64000000.0,501000000.0,,17000000.0,75000000.0,,144000000.0,91000000.0,,,,,,64400000.0,,,,,1828000000.0,-2000000.0,,,,-257000000.0,,,,,,1544000000.0,,9000000.0,,16000000.0,,,,,,,102000000.0,7000000.0,,,,,,0.423322,,-47000000.0,,2000000.0,,2000000.0,,,,1000000.0,,,1675000000.0,,,18000000.0,26000000.0,55000000.0,,36000000.0,-65000000.0,,,,1647000000.0,,1045000000.0,,,842000000.0,,49000000.0,,,,,,,,,,
1372550400,,,,4340000000.0,-9000000.0,284000000.0,,,,,1008000000.0,0.0,,726000000.0,,2736000000.0,,,63854953.0,696000000.0,,,1351000000.0,116000000.0,,,,499000000.0,60000000.0,,59000000.0,,,,73000000.0,,,,,59000000.0,76000000.0,,,0.0,59000000.0,,522000000.0,76000000.0,,,-13000000.0,,91000000.0,,,,,,,,444000000.0,,310000000.0,,15000000.0,,76000000.0,-59000000.0,,45000000.0,,2339000000.0,-7000000.0,141000000.0,,,0.9,,,,,,70000000.0,,,,,,34000000.0,,,,0.0,,,,,,,,,,0.0,,,-30000000.0,,64000000.0,518000000.0,,19000000.0,70000000.0,,177000000.0,85000000.0,,,,,,64500000.0,,,,,1875000000.0,0.0,,,,-23000000.0,,,,,,1567000000.0,,1000000.0,,16000000.0,,,,,,,133000000.0,3000000.0,,,,,,0.923969,,32000000.0,,0.0,,-81000000.0,,,,1000000.0,,,1720000000.0,,,18000000.0,20000000.0,138000000.0,,73000000.0,-68000000.0,,,,1604000000.0,,988000000.0,,,903000000.0,,86000000.0,,,,,,,,,,
1380499200,,205000000.0,153000000.0,4233000000.0,19000000.0,267000000.0,-51000000.0,0.0,634000000.0,1020000000.0,1020000000.0,0.0,95000000.0,730000000.0,,2738000000.0,504000000.0,,63970502.0,634000000.0,30000000.0,,1306000000.0,119000000.0,1951000000.0,16000000.0,263000000.0,504000000.0,50000000.0,-227000000.0,47000000.0,1755000000.0,,4233000000.0,76000000.0,,190000000.0,-206000000.0,95000000.0,47000000.0,95000000.0,,,-4000000.0,68000000.0,,458000000.0,95000000.0,,,-12000000.0,1605000000.0,95000000.0,419000000.0,1306000000.0,,,398000000.0,-18000000.0,844000000.0,278000000.0,,310000000.0,,15000000.0,310000000.0,95000000.0,-67000000.0,9000000.0,46000000.0,,2150000000.0,-31000000.0,132000000.0,-6000000.0,119000000.0,0.75,267000000.0,457000000.0,132000000.0,,103000000.0,208000000.0,-2000000.0,95000000.0,95000000.0,,,73000000.0,,62000000.0,34000000.0,0.0,63970502.0,120000000.0,,1495000000.0,,3676000000.0,,-9000000.0,153000000.0,0.0,299000000.0,-2071000000.0,72000000.0,,64000000.0,398000000.0,,37000000.0,103000000.0,-475000000.0,168000000.0,76000000.0,-1000000.0,0.0,,,,64700000.0,,-25000000.0,-264000000.0,95000000.0,1951000000.0,2000000.0,,58000000.0,2.422992,-181000000.0,278000000.0,64500000.0,458000000.0,,-2071000000.0,1605000000.0,,3000000.0,64000000.0,7000000.0,2827000000.0,0.0,3463000000.0,,2738000000.0,74000000.0,116000000.0,3000000.0,636000000.0,155000000.0,,,0.0,0.765978,-35000000.0,194000000.0,,-16000000.0,,-194000000.0,0.0,373000000.0,47000000.0,3000000.0,,158000000.0,1755000000.0,,,19000000.0,30000000.0,277000000.0,,55000000.0,-69000000.0,2.38,,,1495000000.0,68000000.0,844000000.0,,2150000000.0,898000000.0,3676000000.0,73000000.0,64000000.0,,,,,,,,,
1388448000,,,,4455000000.0,10000000.0,264000000.0,,,,,1026000000.0,0.0,,720000000.0,,2840000000.0,,,64360252.0,696000000.0,,,1350000000.0,78000000.0,,,,559000000.0,86000000.0,,80000000.0,,,,77000000.0,,,,,80000000.0,105000000.0,,,35000000.0,32000000.0,,513000000.0,105000000.0,,,-13000000.0,,93000000.0,,,,,,,,440000000.0,,364000000.0,,14000000.0,,105000000.0,-119000000.0,,51000000.0,,2319000000.0,0.0,136000000.0,,,1.23,,,,,,-60000000.0,,,,,,-39000000.0,,,,0.0,,,,,,,,,,-6000000.0,,,-34000000.0,,65000000.0,487000000.0,,-62000000.0,83000000.0,,179000000.0,95000000.0,,,,,,64800000.0,,,,,2005000000.0,-4000000.0,,,,-1000000.0,,,,,,1641000000.0,,6000000.0,,24000000.0,,,,,,,173000000.0,2000000.0,,,,,,1.243003,,-153000000.0,,3000000.0,,155000000.0,,,,7000000.0,,,1822000000.0,,,16000000.0,38000000.0,-18000000.0,,108000000.0,-42000000.0,,,-73000000.0,1615000000.0,,969000000.0,,,899000000.0,,86000000.0,,,,,,,,,,
1396224000,,,,4487000000.0,-16000000.0,273000000.0,,,,,1023000000.0,0.0,,722000000.0,,2799000000.0,,,64470691.0,712000000.0,,,1376000000.0,73000000.0,,,,555000000.0,39000000.0,,36000000.0,,,,92000000.0,,,,,36000000.0,89000000.0,,,-8000000.0,51000000.0,,541000000.0,89000000.0,,,-13000000.0,,108000000.0,,,,,,,,396000000.0,,358000000.0,,13000000.0,,89000000.0,-29000000.0,,49000000.0,,2338000000.0,-7000000.0,121000000.0,,,0.54,,,,,,59000000.0,,,,,,-37000000.0,,,,3000000.0,,,,,,,,,,0.0,,,-18000000.0,,65000000.0,528000000.0,,48000000.0,77000000.0,,176000000.0,105000000.0,,,,,,65100000.0,,,,,2030000000.0,-1000000.0,,,,-12000000.0,,,,,,1617000000.0,,0.0,,7000000.0,,,,,,,110000000.0,-2000000.0,,,,,,0.558393,,-3000000.0,,-6000000.0,,-66000000.0,,,,3000000.0,,,1845000000.0,,,16000000.0,35000000.0,87000000.0,,48000000.0,-28000000.0,,,0.0,1688000000.0,,962000000.0,,,898000000.0,,68000000.0,,,,,,,,,,
1404086400,,,,4298000000.0,12000000.0,273000000.0,,,,,1026000000.0,0.0,,756000000.0,,2797000000.0,,,64580371.0,724000000.0,,,1377000000.0,71000000.0,,,,555000000.0,58000000.0,,52000000.0,,,,76000000.0,,,,,52000000.0,101000000.0,,,0.0,49000000.0,,532000000.0,101000000.0,,,-14000000.0,,91000000.0,,,,,,,,137000000.0,,354000000.0,,14000000.0,,101000000.0,170000000.0,,50000000.0,,2092000000.0,-9000000.0,121000000.0,,,0.78,,,,,,71000000.0,,,,,,10000000.0,,,,4000000.0,,,,,,,,,,0.0,,,-10000000.0,,65000000.0,537000000.0,,14000000.0,90000000.0,,184000000.0,89000000.0,,,,,,65200000.0,,,,,2087000000.0,0.0,,,,-142000000.0,,,,,,1616000000.0,,6000000.0,,20000000.0,,,,,,,144000000.0,-6000000.0,,,,,,0.805198,,14000000.0,,-13000000.0,,-277000000.0,,,,3000000.0,,,1883000000.0,,,15000000.0,39000000.0,116000000.0,,80000000.0,-45000000.0,,,0.0,1501000000.0,,715000000.0,,,940000000.0,,93000000.0,,,,,,,,,,
1412035200,,308000000.0,199000000.0,4084000000.0,-34000000.0,303000000.0,-54000000.0,,688000000.0,1004000000.0,1004000000.0,0.0,113000000.0,729000000.0,,2720000000.0,536000000.0,,64382366.0,688000000.0,49000000.0,,1390000000.0,68000000.0,1942000000.0,32000000.0,335000000.0,536000000.0,32000000.0,-16000000.0,31000000.0,1900000000.0,,4084000000.0,81000000.0,,201000000.0,-302000000.0,67000000.0,31000000.0,67000000.0,,,-2000000.0,101000000.0,,498000000.0,67000000.0,,,-14000000.0,1581000000.0,95000000.0,315000000.0,1390000000.0,,,351000000.0,-29000000.0,630000000.0,68000000.0,,347000000.0,,14000000.0,347000000.0,67000000.0,-38000000.0,14000000.0,51000000.0,,2020000000.0,0.0,108000000.0,-18000000.0,68000000.0,0.51,303000000.0,564000000.0,108000000.0,,-64000000.0,74000000.0,-7000000.0,67000000.0,67000000.0,,,10000000.0,,55000000.0,-54000000.0,0.0,64382366.0,95000000.0,,1364000000.0,,3710000000.0,,8000000.0,199000000.0,-12000000.0,326000000.0,-2129000000.0,8000000.0,,64000000.0,351000000.0,,-29000000.0,-64000000.0,-251000000.0,182000000.0,101000000.0,25000000.0,0.0,,,,65100000.0,,-28000000.0,-171000000.0,113000000.0,1942000000.0,-2000000.0,,92000000.0,3.121973,-96000000.0,68000000.0,65100000.0,498000000.0,,-2129000000.0,1581000000.0,,20000000.0,64000000.0,41000000.0,2926000000.0,0.0,3647000000.0,,2720000000.0,60000000.0,136000000.0,20000000.0,721000000.0,144000000.0,,,-7000000.0,0.512563,-19000000.0,2000000.0,,24000000.0,,-114000000.0,-73000000.0,386000000.0,-140000000.0,1000000.0,,216000000.0,1900000000.0,,,14000000.0,49000000.0,130000000.0,,71000000.0,-56000000.0,3.06,,0.0,1364000000.0,101000000.0,630000000.0,,2020000000.0,911000000.0,3710000000.0,87000000.0,-56000000.0,,,,,,,,,
1419984000,,,,3977000000.0,21000000.0,265000000.0,,,,,995000000.0,0.0,,655000000.0,,2662000000.0,,,63648854.0,643000000.0,,,1355000000.0,66000000.0,,,,524000000.0,49000000.0,,45000000.0,,,,78000000.0,,,,,45000000.0,88000000.0,,,-1000000.0,67000000.0,,475000000.0,88000000.0,,,-14000000.0,,93000000.0,,,,,,,,160000000.0,,335000000.0,,13000000.0,,88000000.0,-44000000.0,,45000000.0,,2001000000.0,-45000000.0,111000000.0,,,0.69,,,,,,15000000.0,,,,,,7000000.0,,,,0.0,,,,,,,,,,-47000000.0,,,23000000.0,,64000000.0,437000000.0,,-73000000.0,-144000000.0,,157000000.0,67000000.0,,,,,,64600000.0,,,,,1852000000.0,-3000000.0,,,,-35000000.0,,,,,,1547000000.0,,4000000.0,,3000000.0,,,,,,,109000000.0,14000000.0,,,,,,0.707004,,-55000000.0,,-7000000.0,,24000000.0,,,,2000000.0,,,1930000000.0,,,15000000.0,48000000.0,56000000.0,,51000000.0,-41000000.0,,,0.0,1315000000.0,,646000000.0,,,812000000.0,,64000000.0,,,,,,,,,,
1427760000,,,,3732000000.0,6000000.0,252000000.0,,,,,995000000.0,0.0,,555000000.0,,2561000000.0,,,63449960.0,567000000.0,,,1338000000.0,63000000.0,,,,508000000.0,27000000.0,,26000000.0,,,,71000000.0,,,,,26000000.0,94000000.0,,,-2000000.0,63000000.0,,408000000.0,94000000.0,,,-14000000.0,,85000000.0,,,,,,,,134000000.0,,320000000.0,,14000000.0,,94000000.0,-33000000.0,,47000000.0,,1895000000.0,-22000000.0,113000000.0,,,0.409772,,,,,,120000000.0,,,,,,48000000.0,,,,0.0,,,,,,,,,,-14000000.0,,,48000000.0,,63000000.0,386000000.0,,-12000000.0,-273000000.0,,139000000.0,88000000.0,,,,,,64100000.0,,,,,1726000000.0,-4000000.0,,,,0.0,,,,,,1483000000.0,,-2000000.0,,14000000.0,,,,,,,100000000.0,1000000.0,,,,,,0.409772,,70000000.0,,5000000.0,,-61000000.0,,,,3000000.0,,,1943000000.0,,,14000000.0,36000000.0,149000000.0,,39000000.0,-29000000.0,,,0.0,1171000000.0,,557000000.0,,,694000000.0,,54000000.0,,,,,,,,,,
1435622400,,,,3236000000.0,-10000000.0,249000000.0,,,,,971000000.0,0.0,,544000000.0,,2058000000.0,,,62914996.0,563000000.0,,,1300000000.0,61000000.0,,,,157000000.0,-444000000.0,,-445000000.0,,,,67000000.0,,,,,-445000000.0,84000000.0,,,-565000000.0,52000000.0,,432000000.0,84000000.0,,,-14000000.0,,82000000.0,,,,,,,,153000000.0,,159000000.0,,13000000.0,,84000000.0,-34000000.0,,48000000.0,,1868000000.0,-5000000.0,117000000.0,,,-7.073035,,,,,,40000000.0,,,,,,-22000000.0,,,,0.0,,,,,,,,,,-24000000.0,,,9000000.0,,63000000.0,387000000.0,,1000000.0,-255000000.0,,150000000.0,94000000.0,,,,,,63300000.0,,,,,1264000000.0,-1000000.0,,,,-26000000.0,,,,,,1427000000.0,,4000000.0,,-64000000.0,,,,,,,-448000000.0,492000000.0,,,,,,-7.073035,,-27000000.0,,-73000000.0,,-49000000.0,,,,1000000.0,,,1464000000.0,,,15000000.0,27000000.0,73000000.0,,-509000000.0,-33000000.0,,,0.0,1178000000.0,,568000000.0,,,694000000.0,,68000000.0,,,,,,,,,,
1443571200,,-377000000.0,-334000000.0,3075000000.0,-7000000.0,238000000.0,-56000000.0,,477000000.0,970000000.0,970000000.0,0.0,81000000.0,532000000.0,,2027000000.0,154000000.0,,62458396.0,477000000.0,28000000.0,,1296000000.0,57000000.0,1234000000.0,18000000.0,245000000.0,154000000.0,40000000.0,-162000000.0,40000000.0,1478000000.0,,3075000000.0,66000000.0,,183000000.0,-256000000.0,77000000.0,40000000.0,77000000.0,,,-5000000.0,76000000.0,,397000000.0,77000000.0,,,-14000000.0,1383000000.0,80000000.0,499000000.0,1296000000.0,,,274000000.0,-75000000.0,441000000.0,23000000.0,,153000000.0,,13000000.0,153000000.0,77000000.0,-51000000.0,6000000.0,43000000.0,,1737000000.0,-11000000.0,128000000.0,-101000000.0,57000000.0,0.68,238000000.0,-141000000.0,128000000.0,,-299000000.0,183000000.0,-21000000.0,77000000.0,77000000.0,,,25000000.0,,53000000.0,154000000.0,0.0,62458396.0,67000000.0,,1048000000.0,,3385000000.0,,-86000000.0,-334000000.0,-16000000.0,282000000.0,-2002000000.0,74000000.0,,63000000.0,274000000.0,,9000000.0,-299000000.0,-78000000.0,139000000.0,84000000.0,-573000000.0,0.0,,,,63100000.0,,10000000.0,-141000000.0,81000000.0,1234000000.0,-13000000.0,,-45000000.0,-5.299528,-17000000.0,23000000.0,63400000.0,397000000.0,,-2002000000.0,1383000000.0,,12000000.0,63000000.0,2000000.0,2286000000.0,0.0,2871000000.0,,2027000000.0,58000000.0,98000000.0,6000000.0,585000000.0,358000000.0,,,513000000.0,0.688458,-27000000.0,132000000.0,,-11000000.0,,-170000000.0,0.0,340000000.0,120000000.0,0.0,,-328000000.0,1478000000.0,,,14000000.0,28000000.0,221000000.0,,42000000.0,-38000000.0,-5.299528,,0.0,1048000000.0,76000000.0,441000000.0,,1737000000.0,671000000.0,3385000000.0,59000000.0,58000000.0,,,,,,,,,
1451520000,,,,2955000000.0,7000000.0,235000000.0,,,,,670000000.0,0.0,,504000000.0,,1956000000.0,,,62350493.0,437000000.0,,,991000000.0,54000000.0,,,,153000000.0,-3000000.0,,-7000000.0,,,,71000000.0,,,,,-7000000.0,84000000.0,,,-8000000.0,59000000.0,,369000000.0,84000000.0,,,-14000000.0,,87000000.0,,,,,,,,308000000.0,,149000000.0,,13000000.0,,84000000.0,-18000000.0,,41000000.0,,1700000000.0,-13000000.0,132000000.0,,,-0.112269,,,,,,59000000.0,,,,,,16000000.0,,,,0.0,,,,,,,,,,-14000000.0,,,30000000.0,,63000000.0,376000000.0,,-6000000.0,-344000000.0,,99000000.0,77000000.0,,,,,,62500000.0,,,,,1159000000.0,-1000000.0,,,,-14000000.0,,,,,,1315000000.0,,11000000.0,,-5000000.0,,,,,,,46000000.0,33000000.0,,,,,,-0.112269,,8000000.0,,0.0,,-41000000.0,,,,1000000.0,,,1448000000.0,,,16000000.0,24000000.0,83000000.0,,-8000000.0,-24000000.0,,,,999000000.0,,709000000.0,,,603000000.0,,12000000.0,,,,,,,,,,
1459382400,,,,2998000000.0,94000000.0,233000000.0,,,,,669000000.0,0.0,,418000000.0,,1970000000.0,,,62348401.0,407000000.0,,,990000000.0,57000000.0,,,,155000000.0,52000000.0,,48000000.0,,,,62000000.0,,,,,48000000.0,178000000.0,,,-3000000.0,61000000.0,,344000000.0,178000000.0,,,-14000000.0,,73000000.0,,,,,,,,308000000.0,,149000000.0,,14000000.0,,178000000.0,-23000000.0,,41000000.0,,1645000000.0,-5000000.0,135000000.0,,,0.76,,,,,,77000000.0,,,,,,33000000.0,,,,0.0,,,,,,,,,,-5000000.0,,,41000000.0,,63000000.0,336000000.0,,-46000000.0,-279000000.0,,150000000.0,84000000.0,,,,,,62800000.0,,,,,1259000000.0,-4000000.0,,,,-1000000.0,,,,,,1318000000.0,,-2000000.0,,11000000.0,,,,,,,117000000.0,-6000000.0,,,,,,0.769867,,16000000.0,,-3000000.0,,-20000000.0,,,,3000000.0,,,1483000000.0,,,11000000.0,10000000.0,105000000.0,,62000000.0,-28000000.0,,,,1028000000.0,,655000000.0,,,568000000.0,,77000000.0,,,,,,,,,,
