date,quarterlyPretaxIncome,annualOtherIntangibleAssets,quarterlyOtherIntangibleAssets,quarterlyPurchaseOfBusiness,annualTotalNonCurrentAssets,annualNetPPE,annualOtherIncomeExpense,trailingGrossProfit,annualCashCashEquivalentsAndMarketableSecurities,annualOperatingCashFlow,quarterlyCashAndCashEquivalents,annualGrossProfit,annualEbitda,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyDilutedEPS,trailingRepaymentOfDebt,quarterlyRepaymentOfDebt,quarterlyTaxProvision,annualChangeInInventory,trailingChangeInCashSupplementalAsReported,annualGrossPPE,quarterlyAccumulatedDepreciation,quarterlyCurrentDebt,quarterlyCapitalExpenditure,trailingCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,trailingDepreciationAndAmortization,quarterlyCashFlowFromContinuingFinancingActivities,annualDilutedAverageShares,annualOtherNonCurrentLiabilities,annualPurchaseOfBusiness,trailingOtherNonCashItems,annualBeginningCashPosition,trailingOtherIncomeExpense,quarterlyNetOtherFinancingCharges,quarterlyGainsLossesNotAffectingRetainedEarnings,annualOperatingExpense,trailingOperatingExpense,trailingSellingGeneralAndAdministration,annualIncomeTaxPayable,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyOperatingCashFlow,trailingInvestingCashFlow,quarterlySaleOfInvestment,annualAccumulatedDepreciation,annualInvestingCashFlow,annualCapitalExpenditure,quarterlyChangeInCashSupplementalAsReported,trailingNetIncomeContinuousOperations,trailingPurchaseOfInvestment,quarterlyResearchAndDevelopment,trailingCapitalExpenditure,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,trailingInterestExpense,quarterlyChangeInWorkingCapital,trailingCashDividendsPaid,quarterlyAccountsPayable,annualNonCurrentDeferredTaxesLiabilities,annualDilutedEPS,trailingPurchaseOfBusiness,trailingBeginningCashPosition,quarterlyNonCurrentDeferredRevenue,annualChangesInAccountReceivables,annualBasicEPS,annualNonCurrentDeferredRevenue,quarterlyNetPPE,quarterlyDilutedAverageShares,quarterlyEbitda,annualGoodwill,annualCashFlowFromContinuingFinancingActivities,annualNetOtherFinancingCharges,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,annualInventory,trailingChangeInInventory,annualChangeInCashSupplementalAsReported,trailingResearchAndDevelopment,annualPurchaseOfInvestment,annualCapitalStock,annualRepaymentOfDebt,annualTotalRevenue,trailingChangesInAccountReceivables,trailingChangeInWorkingCapital,annualInterestExpense,quarterlyCurrentAssets,annualFreeCashFlow,annualCommonStockIssuance,quarterlyCashDividendsPaid,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCurrentLiabilities,trailingFreeCashFlow,annualOtherShortTermInvestments,annualAccountsPayable,annualChangeInAccountPayable,annualTotalLiabilitiesNetMinorityInterest,annualResearchAndDevelopment,quarterlyOtherNonCashItems,annualTotalNonCurrentLiabilitiesNetMinorityInterest,trailingCostOfRevenue,quarterlySellingGeneralAndAdministration,trailingTotalRevenue,annualChangeInWorkingCapital,trailingNetOtherInvestingChanges,quarterlyOtherShortTermInvestments,annualOtherCurrentAssets,annualOperatingIncome,annualEndCashPosition,quarterlyRetainedEarnings,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyTotalNonCurrentAssets,trailingNetIncome,trailingEndCashPosition,annualNetOtherInvestingChanges,quarterlyTotalRevenue,trailingPretaxIncome,quarterlyPurchaseOfInvestment,trailingTaxProvision,annualCashAndCashEquivalents,annualNetIncomeContinuousOperations,annualPretaxIncome,annualCostOfRevenue,quarterlyFreeCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,annualCurrentDeferredRevenue,annualNetIncome,annualCurrentDebt,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,annualInvestmentsAndAdvances,quarterlyBasicAverageShares,quarterlyTotalAssets,quarterlyBasicEPS,annualCashDividendsPaid,trailingSaleOfInvestment,annualOtherNonCurrentAssets,annualSaleOfInvestment,annualBasicAverageShares,quarterlyOtherNonCurrentAssets,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,annualSellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,annualLongTermDebt,annualStockholdersEquity,annualCurrentAssets,annualOtherNonCashItems,quarterlyOtherCurrentAssets,annualRepurchaseOfCapitalStock,quarterlyNetOtherInvestingChanges,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyGoodwill,annualTotalAssets,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,annualTaxProvision,quarterlyAccountsReceivable,annualDepreciationAndAmortization,annualNetIncomeCommonStockholders,trailingNetIncomeCommonStockholders,annualCurrentLiabilities,annualCurrentAccruedExpenses,quarterlyStockholdersEquity,annualRetainedEarnings,quarterlyNonCurrentDeferredTaxesLiabilities,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyInvestmentsAndAdvances,trailingChangeInAccountPayable,quarterlyCurrentDeferredRevenue,quarterlyLongTermDebt,quarterlyGrossProfit,quarterlyOperatingExpense,annualStockBasedCompensation,quarterlyCommonStockIssuance,trailingDilutedEPS,trailingDilutedAverageShares,quarterlyStockBasedCompensation,trailingCommonStockIssuance,trailingStockBasedCompensation,quarterlyRepurchaseOfCapitalStock,quarterlyChangesInAccountReceivables,annualDeferredIncomeTax,quarterlyDeferredIncomeTax,quarterlyChangeInInventory,trailingBasicEPS,quarterlyChangeInAccountPayable,trailingBasicAverageShares,quarterlyDepreciationAndAmortization,trailingDeferredIncomeTax,trailingRepurchaseOfCapitalStock
2004-03-31,,,,,,,,,,,,,,,,,0.155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7102586474.8,,,,,,,,,,,,,,,10972121342.0,7102586474.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7102586474.8,,,,,,,,,,,,,1700679692.3,,,10972121342.0,,0.155,,,,,,,1700679692.3,1700679692.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-06-30,2300713116.9,,707467255.3,,,,,,,,4354323456.3,,,4354323456.3,,11049881573.75,0.155,,,517740335.45,,,,-1104098256.25,4318487344.95,,,96092765.2,,,,,,,,,,7349970709.4,,,,,29244096332.75,,,,,,,,,,,29048028.35,,2397153564.4,4611856702.8,,,,1518477610.8,,,,,,,,,28139998076.5,11034683400.0,2421458212.8,,,,,,,,,,,,,,,,,12478557813.35,,,,,10448821658.55,,,,,,,,,,301796514.55,,,,,,,,5933711694.8,6067900506.3,29302755303.65,,,,7102586474.8,,,,,,,,,16516722164.85,,,,1700679692.3,,,11034683400.0,41781313117.0,0.155,,,,,,219362696.85,1700679692.3,1700679692.3,,0.0,,,,,632400991.1,,,5904431878.25,16407293.3,,,,,4283421101.55,,,965091561.45,,,,,,24333563977.95,,,,,,,,6067900506.3,2819165373.25,422011808.85,,,,,,,,,,,,,,,,,,
2004-09-30,,,,,,,,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9053961661.7,,,,,,,,,,,,,,,11290397351.0,9053961661.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9053961661.7,,,,,,,,,,,,,1411300402.75,,,11290397351.0,,0.125,,,,,,,1411300402.75,1411300402.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-12-31,,729156008.3,729156008.3,,34623792838.8,33464595216.15,374627678.25,,6234630725.45,8265211251.55,6223769792.65,10848896369.9,11330982713.3,6234630725.45,,11049881573.75,,,,,-1164495638.65,,51987063457.1,-18522468240.95,4522568576.9,,,,,,11112043866.0,0.0,,,2596441747.5,,,2492095666.75,1888924823.3,,,,51987063457.1,,,,,-18522468240.95,-9055832523.6,-8972405327.9,,,,,,-14299163064.7,4047369654.3,,,,1968419897.75,,0.560108,,,,,0.560108,,33464595216.15,,-14299163064.7,,4417949317.2,310496850.2,4047369654.3,,5231906694.1,,3627328045.15,,-3402319.65,11049881573.75,,32313096273.0,,,408990278.9,14356596869.4,-707194076.35,3300647411.7,,2492095666.75,13193483681.8,,10860932.8,1968419897.75,,20585151432.75,132632519.3,,7391667750.95,,,,-891622980.2,,10860932.8,664578160.15,8959971546.6,6223769792.65,7410128025.45,7391667750.95,34623792838.8,,,-145331201.4,9053961661.7,,,,6223769792.65,6223943633.8,8547024312.0,21464199903.1,,20585151432.75,,6223943633.8,4522568576.9,1411292124.6,,,,48980389708.2,,-1077674401.45,,122673904.85,11440403.3,11112043866.0,122673904.85,1411292124.6,1411292124.6,1772500921.7,0.0,7391667750.95,27156156505.3,14356596869.4,-2192443193.05,664578160.15,,,5231906694.1,,,,,48980389708.2,,2655125552.85,2079537505.2,1786822121.2,2371011166.7,6223943633.8,,13193483681.8,2655125552.85,27156156505.3,7410128025.45,,1786822121.2,,,,,7391667750.95,,,,,,,,,,,,,,,,,,,,
2005-03-31,,,,,,,,,,,,,,,,,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8924375501.6,,,,,,,,,,,,,,,11507967715.0,8924375501.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8924375501.6,,,,,,,,,,,,,1841275791.9,,,11507967715.0,,0.16,,,,,,,1841275791.9,1841275791.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-06-30,2508461569.3,,776126231.4,,,,,,,,5348628609.1,,,5359663383.05,,11049881573.75,0.16,,,667185777.4,,,,-1211540365.1,6486112644.3,,,91175544.1,,,,,,,,,,8696146906.1,,,,,38235706968.65,,,,,,,,,,,26208622.9,,2595796051.8,5486335634.35,,,,2011259324.0,,,,,,,,,37024166603.55,11049876200.0,2614769571.6,,,,,,,,,,,,,,,,,14250818668.7,,,,,13983707602.65,,,,,,,,,,346804816.1,,,,11034773.95,,,,9429822784.3,8854259571.1,39149184264.85,,,,8924375501.6,,,,,,,,,22837967173.75,,,,1776913175.65,,,11049876200.0,53400002933.55,0.16,,,,,,1050571738.35,1776913175.65,1776913175.65,,399023386.3,,,,,889743840.15,,,5858430198.7,50463602.4,,,,,5885830875.2,,,2142981246.8,,,,,,29175851264.15,,171846115.85,,,,,,8283390068.95,3038544626.4,442748574.6,,,,,,,,,,,,,,,,,,
2005-09-30,,,,,,,,,,,,,,,,,0.164429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9879672430.8,,,,,,,,,,,,,,,11528838583.0,9879672430.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9879672430.8,,,,,,,,,,,,,1895678129.34,,,11528838583.0,,0.164429,,,,,,,1895678129.34,1895678129.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-12-31,,783993364.5,783993364.5,,42060101201.5,39785804325.0,143805182.0,,7600053813.0,8592844034.5,7600053813.0,12291984485.0,12610056164.5,7600053813.0,,11053267380.0,,,,,-1973300649.5,,60485249137.5,-20699444812.5,5705566670.5,,,,,,11251475176.0,8073.5,,,6225669614.0,,,10245755910.0,2207650134.0,,,,60485249137.5,,,,,-20699444812.5,-8823915678.0,-7988518339.0,,,,,,-17242712386.51,3707318906.0,,,,2650061787.0,177043781.5,0.640261,,,,,0.640261,,39785804325.0,,-17242712386.51,,1605455842.5,-8073.5,3707318906.0,,7236948150.5,,1374384199.0,,,11053267380.0,,37121702721.5,,,367021310.0,16967873112.5,604325695.5,,,10245755910.0,14942078566.0,,,2650061787.0,,24812594343.0,113416528.0,,9870515777.0,,,,-653113856.0,,,1169381887.0,10084334351.0,7600053813.0,11355426191.0,9870515777.0,42060101201.5,,,-903578046.5,9794655983.99,,,,7600053813.0,7024574733.0,9744633765.0,24829718236.5,,24812594343.0,,7024574733.0,5705566670.5,1654997204.67,,,,59027974314.0,,-1848040297.0,,1081308075.5,58823521.0,10971426410.0,1081308075.5,1654997204.67,1654997204.67,2210709990.5,8073.5,9693463922.0,32654449481.0,16967873112.5,-3353626944.5,1169381887.0,,,7236948150.5,,,,,59027974314.0,,2879131202.5,2495979039.5,961489262.0,2525721813.5,7024574733.0,,14942078566.0,2879131202.5,32654449481.0,11355426191.0,177043781.5,961489262.0,,,,,9693463922.0,,,,,,,,,,,,,,,,,,,,
2006-03-31,,,,,,,,,,,,,,,,,2.406141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13691415497.73,,,,,,,,,,,,,,,11217089275.0,13691415497.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13691415497.73,,,,,,,,,,,,,3498609218.7,,,11217089275.0,,2.406141,,,,,,,3498609218.7,3498609218.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-06-30,4783731690.76,,953570541.44,,,,,,,,12135037455.86,,,12135037455.86,,11652575408.54,0.300054,,,1282032033.7,,,,-20499360007.5,5772802074.6,,,160932618.88,,,,,,,,,,14036317866.56,,,,,63732763119.74,,,,,,,,,,,20452386.68,,4927985780.08,6821310708.08,,,,2313198514.44,,,,,,,,,43233403112.24,11217089275.0,4927985780.08,,,,,,,,,,,,,,,,,24067597882.68,,,,,16347525511.46,,,,,,,,,,708469715.14,,,,,,,,15734569561.48,9908765582.54,45916439624.44,,,,13703490853.14,,,,,,,,,26256291094.0,,,,3372604959.9,,,11217089275.0,69984037507.12,0.300054,,,,,,1320873978.38,3372604959.9,3372604959.9,,0.0,,,,,2285310349.96,,,8104941833.78,109905593.16,,,,,8139818030.3,,,1542308243.08,,,,,,41423470832.04,,177091443.54,,,,,,9731674139.0,5563672822.84,635687042.76,,,,,,,,,,,,,,,,,,
2006-09-30,,,,,,,,,,,,,,,,,0.216955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17782476766.8,,,,,,,,,,,,,,,12036036692.0,17782476766.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17782476766.8,,,,,,,,,,,,,2611273834.2,,,12036036692.0,,0.216955,,,,,,,2611273834.2,2611273834.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-12-31,,957688950.0,957688950.0,,52232193145.0,48596406035.0,474618230.0,,12791946902.5,13212777977.5,12791946902.5,19985039285.0,20881502265.0,12791946902.5,,11640022227.5,,,,,-1103174705.0,,73877499522.5,-25281093487.5,10089426972.5,,,,,,11452853743.0,0.0,,,7591302910.0,,,5347439727.5,2597518795.0,,,,73877499522.5,,,,,-25281093487.5,-10235559920.0,-6562680102.5,,,,,,-27465463368.2,7520330065.0,,,,2885028215.0,196902470.0,1.028997,,,,,1.028997,,48596406035.0,,-27465463368.2,405906660.0,-774034432.5,-81359115.0,7520330065.0,,9028740845.0,,2203183625.0,,-649718890.0,11640022227.5,,61843921875.0,,,715108725.0,25706150807.5,6650097875.0,4479078937.5,,5347439727.5,21542348187.5,,,2885028215.0,,30212817300.0,113430232.5,,8670469112.5,,,,-2769820152.5,,,1422443342.5,17387520490.0,9794486535.0,17199109497.5,8670469112.5,52232193145.0,,,-2758264257.5,16990938016.8,,,,12791946902.5,11734746257.5,16766051942.5,41858882590.0,,30212817300.0,,11734746257.5,10089426972.5,2461073224.3,,,,77938343952.5,,-4526097862.5,,1865622052.5,5738960.0,11404061683.0,1865622052.5,2461073224.3,2461073224.3,2313923720.0,0.0,8473566642.5,44187333052.5,25706150807.5,32273852.5,1422443342.5,,,9028740845.0,,,,405906660.0,77938343952.5,,1047562935.0,4389844347.5,2024449330.0,3493981775.0,11734746257.5,,21542348187.5,1047562935.0,44187333052.5,17199109497.5,196902470.0,2024449330.0,,,,,8473566642.5,,,,,,,,,,,,,,,,,,,,
2007-03-31,,,,,,,,,,,,,,,,,0.264545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18232900824.0,,,,,,,,,,,,,,,12069314733.0,18232900824.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18232900824.0,,,,,,,,,,,,,3192882794.4,,,12069314733.0,,0.264545,,,,,,,3192882794.4,3192882794.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-06-30,4418409057.0,,3281678203.5,,,,,,,,16369772841.0,,,16369772841.0,,12865213242.0,0.264571,,,845988220.5,,,,-25287667075.5,9848608255.5,,,204899118.0,,,,,,,,,,18628331688.0,,,,,80512853220.0,,,,,,,,,,,20339362.5,,4548580977.0,6923374528.5,,,,2734241410.5,,,,,,,,,55225186144.5,12114504650.0,4548580977.0,,,,,,,,,,,,,,,,,31540922338.5,,,,,19506224194.5,,,,,,,,,,757886466.0,,,,,,,,24286187280.0,13574878311.0,60707986356.0,,,,18233634003.0,,,,,,,,,33081102505.5,,,,3193006186.5,,,12114504650.0,92248908694.5,0.264571,,,,,,1461385096.5,3193006186.5,3193006186.5,,119709504.0,,,,,1786389100.5,,,10648283557.5,150458058.0,,,,,12982558057.5,,,2736476839.5,,,,,,55779724606.5,,188232246.0,,,,,,13266936561.0,5251075945.5,702494968.5,,,,,,,,,,,,,,,,,,
2007-09-30,3159421576.0,,1106117256.0,,,,,,,,13691061704.0,,,13691061704.0,0.0,12866854016.0,0.158915,,,904197504.0,,,,-24930144328.0,2706813096.0,,,169124752.0,,,,,,,,,,,,,,,81563203912.0,,7836625736.0,,,,,,,,,,,3176992200.0,12384276528.0,,,,4517464400.0,,,,,,,,,56633059584.0,12114504650.0,3176992200.0,,,,,,,,,,,,,,,,,30806086320.0,,,,,19608554024.0,,,,,,,,,,828840216.0,,,,,,,,29484983784.0,13844107536.0,65206692040.0,,,,17933497864.0,,,,,,,,1672672432.0,33452661560.0,,,,2040103864.0,,,12114504650.0,96012778360.0,0.158915,,,,,,1869487408.0,2040103864.0,2040103864.0,,139972808.0,,,,,269308792.0,,,11550788792.0,31760552.0,-2699691896.0,13540991784.0,4889588328.0,,13672029360.0,,,1332421496.0,,,,,,59100457936.0,,178832072.0,,,,,,13525302656.0,4261468504.0,1084476304.0,,,,,,,,,,,,,,,,,,
2007-12-31,2432697565.68,3795310483.52,3795310483.52,,68225590117.76,62367704906.4,208691525.44,,7814119889.64,10191726192.48,7814119889.64,19010214226.24,19544325150.44,7814119889.64,13540991784.0,13543917828.28,,,,188036688.04,-2708431460.8,,93182504718.0,-30814799811.6,8372140340.68,-3947438923.72,,418574536.88,,-3889266014.68,12509593287.0,148512276.4,,,9997403759.4,,2086934092.28,,4079551146.32,,,,93182504718.0,,2355100456.48,,-477362625.4,-30814799811.6,-7198279730.4,-10111392227.72,-6032753392.6,,,,,2903031239.92,6870690722.88,,-3652692311.32,,3616613616.56,172706701.36,0.820112,,,,,0.820112,,62367704906.4,,2903031239.92,,-5272960150.68,-550503523.72,6870690722.88,,13493498166.12,,-2279513688.6,,-637974551.64,13543917828.28,,76289894387.24,,,927642888.88,26248299337.56,80333964.76,,,,18859444680.12,,,3616613616.56,,33369459338.4,228312970.32,,14510014658.28,,751404630.8,,-4243002311.32,,,499251082.44,14930663079.92,7717890070.8,23677356787.44,14510014658.28,68225590117.76,,,258870119.96,21798666883.24,,-572189655.64,,7814119889.64,10259268962.16,14430060557.68,57279680161.0,-1592338467.24,33369459338.4,,10259268962.16,8372140340.68,1832333226.16,,,,94473889455.32,,-3517008850.76,,1661343208.84,2908115822.6,12509593287.0,1661343208.84,1832333226.16,1832333226.16,2870238982.8,148512276.4,14188795680.52,58027391624.4,26248299337.56,-2486875689.48,499251082.44,-119167770.04,258862623.96,13493498166.12,-36045378.56,-4498587834.4,7717890070.8,,94473889455.32,17574177729.0,,2784426208.04,575910591.96,4613662070.52,10259268962.16,,18859444680.12,,58027391624.4,23677356787.44,172706701.36,575910591.96,,,,,14188795680.52,4224489154.24,1321457914.32,,,,,,,,,,,,,,,,,,
2008-03-31,1655777149.04,,1484524924.56,,,,,,,,11959041204.8,,,11959041204.8,7798253171.04,13516427926.4,0.086313,,,343079544.48,,,,-29584246087.2,7848531948.88,-4224230888.32,,238187732.32,,9386456596.48,,,,,,,555114457.36,-10043131.52,,,,,93967066221.2,,-698993537.76,,44029874.08,,,,4160788033.76,,,,,1903741505.2,14468687920.48,,-1865090878.24,,3366777494.72,,,,,,,,,64382820134.0,13510034939.0,1903741505.2,,,,,,,,,,,,,,,,,33424425381.92,,,-453217349.92,,25683997364.08,,,,,,,,,,725868733.28,,,,,,,,30511671773.52,15747510996.24,70789391240.16,,,,15218395064.4,,-353669718.08,,,,,,-4923224426.08,41431508360.32,,,,1166097340.48,,,13510034939.0,104213816622.08,0.086313,,,,,,2197208541.04,1166097340.48,1166097340.48,,155303843.84,,,,,319135933.44,,4727004.64,16024721063.6,-179822550.4,-4526668011.6,11959041204.8,2329557657.6,,12333470468.48,,,1816397119.76,,,,,,59056222307.52,,173300125.6,,,,,,15418907026.8,2884924595.92,981183090.72,,,,,,,,,,,,,,,,,,
2008-06-30,1594888119.76,,4058440738.33,,,,,,,,11322521042.36,,,11322521042.36,11959041204.8,13211943278.8,0.086926,,,313660598.98,,,,-2475062784.8,16359888050.58,-4940045111.68,,417396057.82,,4709998403.52,,,,,,,-1691606457.36,18498023110.62,,,,,77107700433.97,,2610099537.76,,,,,,-1715138033.76,,,45478524.58,,1892692247.93,7659840814.13,,,,4459082271.87,,,,,,,,,74632637649.17,13524487900.0,1892692247.93,,,,,,,,,,,,,,,,,36097204383.69,,,-327163650.08,,28478811136.58,,,,,,,,,,1051161303.58,,,,,,,,25144180928.96,28181007008.41,81643514862.25,,,,19345758164.82,,,,,,,,-2329945573.92,56659818144.99,,,,1177060173.63,,,13524487900.0,117740719245.94,0.086926,,,,,,2374988093.54,1177060173.63,1177060173.63,,693736022.52,,,,,2751759228.74,,-141961004.64,19015569268.77,73914599.34,-9035242988.4,11290413000.0,,,16356426088.73,,,1525079887.05,,,,,,56854147318.38,,169307072.89,,,,,,27317963913.0,2989332076.09,1096639828.16,,,,,,,,,,,,,,,,,,
2008-09-30,295136089.65,,1882320286.09,,,,,,,,10570381218.47,,,10570381218.47,0.0,13524487892.0,,,,120013254.29,,,,,15812075478.23,,,550627795.24,,,,,,,,,,,,,,,80507048823.58,,847192372.61,,,,,,,,,,,248284988.99,5434474429.54,,,,4933616083.83,,,,,,,,,80507048823.58,,845763884.89,,,,,,,,,,,,,,,,,40884988198.16,,,,,34734801250.27,,,,,,,,,,951775369.53,,,,,,,,,,86969829540.3,,,,19080704374.01,,,,,,,,-13890477276.11,,,,,175122835.36,,,,127854817738.46,,,,,,,62829166.63,182896608.45,175122835.36,,114002115.69,,,,,623921826.97,,,22661687298.05,597478895.9,-18785339040.43,10177812805.27,2330945875.24,,17579185747.07,,,2303706199.97,,,,,,58231945325.45,,213343154.51,,,1487693366.84,,2223762204.3,30349373012.94,1501518626.94,1580132620.82,,,,,,,,,,,,,,,,,,
2008-12-31,-3426499606.18,4697429000.0,4697429000.0,-850212060.33,93040532000.0,86014123000.0,11717000.0,,16295585000.0,2454434000.0,16295585000.0,6652281000.0,7350035000.0,16295585000.0,10177812805.27,13524488000.0,,,-6616955179.08,-795737933.2,-3860311000.0,,124139023000.0,-38124900000.0,22290215000.0,-2508984351.28,,581490794.62,,,13524000000.0,693549000.0,-4952278000.0,,8824971000.0,,58496967.0,,4829617000.0,,,24161000.0,124139023000.0,24161000.0,1607241627.39,,-237859509.18,-38124900000.0,-22204494000.0,-17246654000.0,,,,,,-1947157039.42,114047000.0,,,,4761940000.0,53768000.0,0.00068,,,,1998898000.0,0.00068,,86014123000.0,,-2845008811.56,,26937003000.0,184800000.0,114047000.0,,19876015000.0,,7186943000.0,,,13524488000.0,-19049094000.0,76725941000.0,,,1902612000.0,42486987000.0,-14792220000.0,0.0,1883153695.86,,38450828000.0,,,4761940000.0,-66125000.0,75330697000.0,177507000.0,,36879869000.0,,1991291405.96,,-560064000.0,,,3531395000.0,1822664000.0,15982129000.0,22488006000.0,,93040532000.0,,,-276571000.0,18038410879.47,,,,16295585000.0,9228000.0,124815000.0,70073660000.0,-901742723.89,,,158372000.0,22290215000.0,-2779905672.98,,845373000.0,,135527519000.0,,-1826377000.0,,785103000.0,0.0,13524000000.0,785103000.0,-2574415429.55,-2630761672.98,4794139000.0,693549000.0,36132552000.0,54998482000.0,42486987000.0,-2569861000.0,3531395000.0,,-630260420.47,19876015000.0,-1053027772.14,-3419154959.57,15982129000.0,,135527519000.0,18998686366.34,,-33557000.0,2035324000.0,5322608000.0,9228000.0,,38450828000.0,,54998482000.0,22488006000.0,53768000.0,2035324000.0,,845373000.0,,,36132552000.0,-960275486.87,476317582.29,,,,,,,,,,,,,,,,,,
2009-03-31,-2331204000.0,,2276220000.0,-75096000.0,,,,,,,13361468000.0,,,13361468000.0,15982130000.0,13524488000.0,,,-10905538000.0,-239492000.0,,,,,20284639000.0,-2399607000.0,,513074000.0,,,,,,,,,-38959000.0,,,,,,86588838000.0,,-45947000.0,,1842000.0,,,,,,,,,-2339405000.0,3345697000.0,,,,3980436000.0,,,,,,,,,86588838000.0,,-1818130000.0,,,,,,,,,,,,,,,,,38798865000.0,,,-338747000.0,,37272208000.0,,,,,,,,,,765500000.0,,,,,,,,,37184017000.0,93806477000.0,,,,13942682000.0,,,,,,,,-2445554000.0,74456225000.0,,,,-2051847000.0,,,,132605342000.0,,,,,,,658540000.0,-1889001000.0,-2051847000.0,,556478000.0,,,,,1723589000.0,,-4277000.0,17994561000.0,521275000.0,-2338948000.0,13048012000.0,2362736000.0,,15809116000.0,152836000.0,,2808550000.0,,,,,,53113064000.0,,50748000.0,,,759890000.0,,3914261000.0,36576791000.0,-1866434000.0,796602000.0,,,,,,,,,,,,,,,,,,
2009-06-30,-2115638000.0,,4772221000.0,-11261000.0,,,,,,,13077148000.0,,,13077148000.0,13048012000.0,13524488000.0,,,-4416499000.0,-432642000.0,,,,,23369292000.0,-2430849000.0,,609521000.0,,,,,,,,,-1654100000.0,,,,,,,54851000.0,1417244000.0,,,,,,,,,,,-1004227000.0,0.0,,,,5337097000.0,,,,,,,,,87529083000.0,,-1506117000.0,,,,,,,,,,,,,,,,,39028700000.0,,,294931000.0,,38967649000.0,,,,,,,,,,955173000.0,,,,,,,,,38727853000.0,95138683000.0,,,,14042002000.0,,,,,,,,-1013605000.0,77695502000.0,,,,-1469912000.0,,,,134167383000.0,,,,,,,536058000.0,-1379809000.0,-1469912000.0,,433216000.0,,,,,5006629000.0,,-501652000.0,17839086000.0,-565068000.0,-2995114000.0,13077148000.0,,,14187868000.0,,,2291574000.0,,,,,,51573571000.0,,74165000.0,,,806512000.0,,,38220472000.0,-145866000.0,534730000.0,,,,,,,,,,,,,,,,,,
