date,trailingTaxProvision,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualNetOtherFinancingCharges,trailingEndCashPosition,annualTaxProvision,annualCurrentDebt,annualEndCashPosition,quarterlyNetIncomeCommonStockholders,trailingTotalRevenue,trailingCostOfRevenue,trailingOperatingIncome,annualResearchAndDevelopment,trailingNetIncomeContinuousOperations,annualOtherCurrentAssets,quarterlyPurchaseOfInvestment,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualAccountsPayable,quarterlyEbitda,quarterlyRetainedEarnings,annualOperatingExpense,annualFreeCashFlow,annualOtherNonCurrentAssets,annualTotalLiabilitiesNetMinorityInterest,quarterlyCurrentAssets,quarterlyCurrentLiabilities,trailingSellingGeneralAndAdministration,quarterlyTotalLiabilitiesNetMinorityInterest,trailingFreeCashFlow,quarterlyGrossPPE,trailingOperatingExpense,annualRepurchaseOfCapitalStock,quarterlyNonCurrentDeferredRevenue,quarterlyFreeCashFlow,annualCostOfRevenue,annualNetIncomeContinuousOperations,annualBeginningCashPosition,quarterlyOperatingIncome,quarterlyTotalRevenue,annualCashAndCashEquivalents,annualNetOtherInvestingChanges,annualTotalAssets,trailingPretaxIncome,quarterlyAccountsReceivable,quarterlyNetOtherInvestingChanges,quarterlyCostOfRevenue,annualLongTermDebt,quarterlyOtherCurrentAssets,annualNetIncome,annualCashDividendsPaid,annualEbitda,annualCurrentAssets,annualNetIncomeCommonStockholders,quarterlyOtherNonCurrentLiabilities,annualSellingGeneralAndAdministration,quarterlyBasicEPS,trailingSaleOfInvestment,annualCommonStockIssuance,quarterlyGrossProfit,annualOtherIntangibleAssets,annualSaleOfInvestment,annualOtherShortTermInvestments,quarterlyCashDividendsPaid,quarterlyOperatingExpense,annualStockholdersEquity,annualDilutedAverageShares,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualAccountsReceivable,trailingNetIncomeCommonStockholders,quarterlyNonCurrentDeferredTaxesLiabilities,annualDepreciationAndAmortization,quarterlyLongTermDebt,quarterlyNetIncomeContinuousOperations,quarterlyBasicAverageShares,quarterlyGoodwill,quarterlySellingGeneralAndAdministration,quarterlyNetIncome,quarterlyStockholdersEquity,annualRetainedEarnings,quarterlyNetPPE,quarterlyTaxProvision,quarterlyInventory,annualChangeInInventory,quarterlyRepaymentOfDebt,quarterlyInterestExpense,annualOtherNonCashItems,quarterlyCommonStockIssuance,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,annualOperatingCashFlow,annualNetPPE,annualTotalNonCurrentAssets,annualInventory,annualCurrentLiabilities,quarterlyCurrentDebt,annualDilutedEPS,annualGrossProfit,quarterlyOtherIntangibleAssets,quarterlyPurchaseOfBusiness,quarterlyDilutedAverageShares,annualNonCurrentDeferredTaxesLiabilities,annualCashCashEquivalentsAndMarketableSecurities,quarterlyNetOtherFinancingCharges,quarterlyResearchAndDevelopment,quarterlyPretaxIncome,quarterlyCapitalExpenditure,annualOtherNonCurrentLiabilities,annualBasicAverageShares,annualPurchaseOfBusiness,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,trailingNetIncome,annualGoodwill,trailingCashDividendsPaid,trailingInterestExpense,trailingBeginningCashPosition,annualPretaxIncome,trailingPurchaseOfInvestment,annualNonCurrentDeferredRevenue,quarterlyTotalNonCurrentAssets,annualInterestExpense,quarterlyDilutedEPS,quarterlyTotalAssets,quarterlyOtherShortTermInvestments,annualChangeInWorkingCapital,quarterlyOtherCurrentLiabilities,quarterlyBeginningCashPosition,trailingCapitalExpenditure,quarterlySaleOfInvestment,quarterlyCapitalStock,annualGrossPPE,trailingChangeInCashSupplementalAsReported,trailingInvestingCashFlow,quarterlyChangeInCashSupplementalAsReported,annualAccumulatedDepreciation,annualBasicEPS,annualOperatingIncome,trailingRepaymentOfDebt,quarterlyAccountsPayable,annualPurchaseOfInvestment,trailingResearchAndDevelopment,annualCapitalStock,annualRepaymentOfDebt,annualTotalRevenue,annualCapitalExpenditure,annualOtherCurrentLiabilities,trailingGrossProfit,annualInvestingCashFlow,annualChangeInCashSupplementalAsReported,trailingRepurchaseOfCapitalStock,quarterlyDepreciationAndAmortization,trailingNetOtherInvestingChanges,quarterlyIncomeTaxPayable,trailingDeferredIncomeTax,annualDeferredIncomeTax,quarterlyChangeInWorkingCapital,trailingChangeInAccountPayable,annualStockBasedCompensation,quarterlyOtherIncomeExpense,trailingOtherNonCashItems,quarterlyOtherNonCashItems,trailingNetOtherFinancingCharges,quarterlyInvestmentsAndAdvances,quarterlyChangeInAccountPayable,annualCashFlowFromContinuingFinancingActivities,annualCurrentAccruedExpenses,quarterlyRepurchaseOfCapitalStock,annualChangesInAccountReceivables,trailingOperatingCashFlow,annualInvestmentsAndAdvances,quarterlyChangesInAccountReceivables,trailingBasicEPS,trailingBasicAverageShares,trailingStockBasedCompensation,quarterlyDeferredIncomeTax,annualCurrentDeferredRevenue,trailingChangeInWorkingCapital,trailingChangesInAccountReceivables,quarterlyOperatingCashFlow,annualGainsLossesNotAffectingRetainedEarnings,trailingCommonStockIssuance,trailingCashFlowFromContinuingFinancingActivities,trailingChangeInInventory,trailingPurchaseOfBusiness,quarterlyCurrentDeferredRevenue,annualOtherIncomeExpense,annualChangeInAccountPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingDilutedEPS,quarterlyStockBasedCompensation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentAccruedExpenses,annualIncomeTaxPayable,trailingDepreciationAndAmortization,trailingOtherIncomeExpense,quarterlyChangeInInventory,trailingDilutedAverageShares
2011-12-31,,1338123272.0,-34014112.75,6600000.0,,78536952.0,965467831.0,1338123272.0,93832709.4,,,,,,0.0,-3794842.4,315626133.0,2193220812.0,171117365.75,800076268.0,1037347710.0,-140685599.0,705724917.0,5392200115.0,5331994925.0,5076573982.0,,5392200115.0,,2063595396.0,,,111728000.0,245388130.29,9755599524.0,457504715.0,1209255670.0,84595107.0,1770978576.75,1512424774.0,14439412.0,9167788290.0,,852711879.0,-0.12,1495223278.66,186000000.0,0.0,410819157.0,-122033255.0,754312236.0,5331994925.0,410819157.0,114496180.0,1014530872.0,,,6600000.0,275755298.09,766887698.0,264434363.0,77397475.0,-10528861.91,191160191.09,3323499940.0,845829024.0,315626133.0,852711879.0,,15129953.0,144267048.0,186000000.0,107160219.71,,,185269130.01,93832709.4,3323499940.0,800076268.0,2063595396.0,1818342.57,1110557406.0,356457479.0,-628587719.62,62138803.47,53613288.0,,1512424774.0,1589822249.0,463696294.0,2063595396.0,3835793365.0,1110557406.0,5076573982.0,965467831.0,0.4857,1507057048.0,766887698.0,-28560756.77,,15129953.0,1589822249.0,6600000.0,,108978562.28,-141027147.95,114496180.0,845829024.0,-91691534.0,705724917.0,-1700413000.0,,,,,,536041667.0,,111728000.0,3835793365.0,74003521.0,,9167788290.0,77397475.0,-112411954.0,1359187185.0,1207801614.37,,129922116.68,845900000.0,2063595396.0,,,130321657.29,-1700413000.0,0.4857,469709338.0,,2193220812.0,-195357578.0,,845900000.0,-1605542380.0,11262656572.0,-604381893.0,1359187185.0,,-593329703.0,128867602.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-03-31,,1212871689.46,-219002634.1,,,,,,138373632.75,,,,,,,-187617124.77,,,195707886.1,,,,,,,,,,,,,,,-335034784.54,,,,182604931.25,3507319416.73,,,,,,53200000.0,3030221016.47,,,,,,,,,,0.1636,,,477098400.26,,,,-18565667.61,294493469.01,,,,,,,,,149636257.64,845804601.0,,287998522.46,138373632.75,,,,42455709.95,,,-77401294.23,3615918.51,,65400000.0,,,,,,,,,,,,0.0,845804601.0,,,65400000.0,,192091967.59,-100546310.46,,,,,,,,,,,,,,,,0.1636,,,,,1456708459.57,,15293946.35,,,,,-243836770.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-30,,1211543072.82,-12648658.38,,,,,,148047085.78,,,,,,,115077060.74,,,216497266.59,1086496985.42,,,,,5775690340.54,5288004803.37,,5863038283.39,,2131392019.06,,,183331000.0,72302159.38,,,,128574653.38,2748469725.64,,,,,1962988962.9,0.0,2374133765.45,,0.0,,,,,,186098837.43,,,,,374335960.19,,,,-17754641.21,245761306.81,,,575033480.02,,,14934642.59,,374000000.0,158747468.64,,,239249615.8,148047085.78,3600223805.37,,2131392019.06,8559462.55,945284261.92,,-369224390.08,49190335.4,,-50000000.0,1377992593.49,1603194074.36,,,,,,1137660709.85,,,762514078.78,,,,,-50000000.0,,167306931.19,-166411777.32,,,,41757851.58,,,,,,,,,,4170748108.94,,,9946438449.48,225201480.87,,1230442307.92,1212871689.46,,52962285.44,845900000.0,,,,117256571.21,,,,,2627274057.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-30,,1362252084.18,-251252144.79,,,,,,39745863.84,,,,,,,-56597605.59,,,72499274.14,1126242849.26,,,,,6182341106.39,4973994657.32,,5435326612.51,,2110836981.6,,,,-707212592.34,,,,69314958.81,2776679832.02,,,,,2297008496.16,3580000.0,2417295032.22,,0.0,,,,,,128992402.41,,0.0444,,,359384799.8,,,,-27411306.36,290069840.99,,,461331955.19,,,14839552.78,,317500000.0,45459145.31,895177114.0,,283780616.31,39745863.84,4404244471.59,,2110836981.6,17407090.01,953043320.46,,-539797392.44,9633038.82,,860950000.0,1470672826.23,1675077320.26,,,,,,974817359.8,,,759819817.44,0.0,895177114.0,,,852124529.0,,62866235.32,-205068995.62,,,,954840543.75,,,,,,,,,,4214899739.05,,0.0444,10397240845.44,204404494.03,,988351006.32,1211543072.82,,5726058.84,995900000.0,,,,150709011.36,,,,,2705210280.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-31,,1791488798.18,-264565659.81,865573129.0,,70700419.85,732741432.98,1791488798.18,22891729.73,,,,,,0.0,44686883.43,796916301.82,2548365478.52,111095369.33,1014093500.88,1093146844.44,54069032.84,14717480.21,5839982823.26,6259112537.27,5043066521.44,,5839982823.26,,2414121960.94,,-36267000.0,161440000.0,1024014250.34,9750950958.46,414479934.46,1374837521.56,1422801.42,2193546173.37,1958031853.79,56780000.0,10731867243.1,,976393621.78,0.0,1929301144.32,617500000.0,0.0,349058312.1,-104520105.69,749468777.94,6259112537.27,349058312.1,164207717.39,1066997458.25,,,876350000.0,264245029.05,848729588.46,89416870.82,306801244.3,-40788490.51,262822227.63,4366397215.25,895940226.0,796916301.82,976393621.78,,15208584.43,189989290.6,617500000.0,60637062.87,,,255968703.68,22891729.73,4366397215.25,1014093500.88,2414121960.94,2278157.34,1363535574.88,-180713853.31,-356822490.61,48180149.12,68422977.5,0.0,1958031853.79,2264833098.09,555132844.85,2414121960.94,4472754705.83,1363535574.88,5043066521.44,732741432.98,0.3896,1475064189.3,848729588.46,-297711440.0,,15208584.43,2264833098.09,-1951400.0,,62915220.21,-29036728.61,164207717.39,895940226.0,-313234238.51,14717480.21,-1898823000.0,,,,,,485180354.31,,161440000.0,4472754705.83,74299133.03,,10731867243.1,306801244.3,-68475684.07,1261095550.16,1362252084.18,,15434580.19,995900000.0,2414121960.94,,,392522464.16,-1898823000.0,0.3896,381917344.86,,2548365478.52,-84450786.19,,995900000.0,-1343245567.36,11226015147.76,-501063812.01,1261095550.16,,-747469097.08,416651276.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-31,,1580759224.66,-190219736.77,,,,,,112212375.75,,,,,,,-1567407.94,,,129906343.75,1024477922.16,,,,,6744478410.79,4751190382.07,,6044314084.99,,2743540918.3,,,,-460599220.73,,,,144171854.86,3091006783.02,,,,,2185990933.64,21100000.0,2652940379.07,,0.0,,,,,,183595695.92,,0.1127,,,438066403.95,,,,-19124402.9,293894549.09,,,1293123702.92,,,14904984.43,,1094623022.57,112699041.79,995673254.0,8784706.37,286429493.6,112212375.75,4442936207.73,,2743540918.3,8959117.29,1365914672.17,,-632820000.0,8248184.67,,50960000.0,1700741589.57,2044874370.64,,,,,,340701087.76,,,889174409.6,-126978619.33,995673254.0,,,50654000.0,,121658159.08,-117238121.81,,,,543878655.07,,,,,,,,,,4490636339.81,,0.1127,11235114750.6,344132781.07,,864744841.07,1801034213.37,,33621414.5,995900000.0,,,,-220274988.71,,,,,3009993212.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-30,,1613352213.29,-171906748.72,,,,,,80653323.11,,,,,,,-140489709.89,,,178837025.73,1005541245.27,,,,,7102811682.71,4638823771.96,,6717631294.6,,2789068029.51,,,183700000.0,-483846815.93,,,,141620291.68,3507737124.08,,,,,2187703132.94,0.0,3015519916.76,,128210000.0,,,,,,183699674.45,,,,,492217207.32,,,,-5766779.3,350596915.64,,,2078807522.64,,,24017683.44,,1871090164.75,97296420.28,,,340446819.56,80653323.11,4400606602.78,,2789068029.51,43558217.44,1241730306.25,,-180243700.0,37982388.01,,0.0,1702002298.71,2058467124.71,,,,,,179029935.34,,,883006944.72,-300590.81,,,,-564000.0,,140854637.72,-67242435.98,,,,808111160.0,,,,,,,,,,4766512197.12,,,11869323879.83,356464826.0,,713654883.72,1580759224.66,,35314514.82,995900000.0,,,,22126581.92,,,,,3214268745.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-30,,1629227547.48,-133890731.34,,,,,,68935625.57,,,,,,,-127964471.22,,,75145911.14,1074476870.84,,,,,7303019990.08,4701702727.93,,6766066681.18,,2804139404.31,,,,238459537.38,,,,129413106.22,2597059229.1,,,,,2382676650.96,0.0,2159407516.75,,0.0,,,,,,178963652.98,,0.0692,,,437651712.35,,,,-234351618.34,308238606.13,,,2064363953.25,,,13773808.61,,1871626491.66,60742090.01,996179560.0,,301735686.56,68935625.57,4469812840.4,,2804139404.31,11750555.27,1229961846.13,,-4895660.0,2653265.86,,0.0,1724877073.39,2096411354.86,,,,,,351500112.16,,,881405697.01,0.0,996179560.0,,,0.0,,72492645.28,-111856382.35,,,,704955006.83,,,,,,,,,,4675403019.61,,0.0692,11978423009.69,371534281.47,,905929266.66,1613352213.29,,99248104.18,995900000.0,,,,15875334.19,,,,,3063741607.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-31,,1615163531.47,-20075009.15,49065471.7,,72229037.79,642437410.89,1615163531.47,-39851516.55,,,,,,0.0,130360410.44,1804767439.83,2746608407.12,75014220.29,996823111.88,1248743118.56,-606322264.01,725322825.23,6440041322.2,6590088874.03,4635273882.37,,6440041322.2,,3098211440.09,,0.0,180889000.0,99664235.27,9305152450.02,261734212.26,1614299426.99,-3664093.98,1769633591.16,1880806097.0,27400000.0,11668342025.93,,1052136527.51,6300000.0,1477284637.44,1573961818.57,0.0,221949807.88,-295628458.98,683743974.56,6590088874.03,221949807.88,180888548.05,1219598940.04,,,50960000.0,292348953.72,957921374.07,188250998.6,359095259.97,-36385658.44,296013047.7,4473895897.45,995737137.0,1804767439.83,1052136527.51,,49917073.21,254325637.78,1573961818.57,-9003339.82,,,290986940.32,-39851516.55,4473895897.45,996823111.88,3098211440.09,7961147.79,1766106340.55,-311476931.53,-152989900.0,76056412.32,110863099.3,0.0,1880806097.0,2239901356.97,-131904552.83,3098211440.09,5078253151.9,1766106340.55,4635273882.37,642437410.89,0.2229,1660284277.34,957921374.07,-766557.34,,49917073.21,2239901356.97,-1024528.3,,-1042192.03,-178080771.04,180888548.05,995737137.0,-128045767.48,725322825.23,-2281795000.0,,,,,,333963250.05,,180889000.0,5078253151.9,95455086.73,,11668342025.93,359095259.97,-952372805.59,958079134.8,1629227547.48,,20066965.1,995900000.0,3098211440.09,,,183137177.08,-2281795000.0,0.2229,411541158.78,,2746608407.12,-139661178.61,,995900000.0,-970949260.0,10965436727.36,-474417711.18,958079134.8,,-516092225.98,864104.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-31,,937202250.12,-378365379.51,,,,,,99066916.54,,,,,,,-226910413.37,,,116462471.66,1114303868.81,,,,,7031231982.97,5233386769.57,,7037875879.57,,3135760307.42,,,,-531169751.12,,,,142376104.11,3084465996.11,,,,,2198643985.31,0.0,2539315412.41,,100000000.0,,,,,,180760400.85,,0.0995,,,545150583.7,,,,-46742100.93,402774479.59,,,1804489110.0,,,49239603.08,,1574489106.07,94682038.77,995647402.0,,394102527.69,99066916.54,4565753684.47,,3135760307.42,13375303.17,1909160489.92,,0.0,8405129.72,,,1174409168.06,1501279619.24,,,,,,570103461.97,,,950983052.19,0.0,995647402.0,,,0.0,,108057341.94,-154012619.43,,,,848263091.26,,,,,,,,,,5322087423.93,,0.0995,12353319406.9,326870451.18,,931899521.37,1618450134.7,,2133443.16,995900000.0,,,,-681247884.58,,,,,3357484709.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-30,,976321684.91,-287798132.46,,,,,,13360878.49,,,,,,,-417973108.67,,,92562547.34,1067910747.3,,,,,6830377590.01,5245478457.95,,7023959503.09,,3205361241.33,,,175719000.0,-160008930.12,,,,33234012.6,2351834759.75,,,,,1915149707.54,-15271334.7,1980314926.98,,769553391.6,,,,,,175718600.4,,,,,371519832.77,,,,-44309071.5,338285820.17,,,1778481045.14,,,48773332.95,,1553989111.79,16495407.23,,,331805733.94,13360878.49,4520808458.07,,3205361241.33,10489661.43,1558730663.52,,,65577478.68,,,1449224717.36,1777592415.52,,,,,,729346585.02,,,944355756.36,,,,,0.0,,26985068.66,-171826741.37,,,,934525956.76,,,,,,,,,,5457139740.85,,,12287517330.86,328367698.16,,1216913465.74,937202250.12,,334762294.58,995900000.0,,,,39119434.79,,,,,3001282972.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-30,,1190367860.36,-85401396.0,,,,,,19830229.98,,,,,,,-197346073.29,,,39986401.79,1087740977.28,,,,,7489700071.29,5708993556.03,,7485591612.54,,3381073617.58,,,,-249352113.79,,,,50556675.71,2389388277.15,,,,,2007518956.8,0.0,1986965224.35,,1199309834.44,,,,,,173330493.2,,0.0199,,,402423052.8,,,,-74692700.04,351866377.09,,,1776598056.51,,,48716262.82,,1554551300.49,21150084.97,996493969.0,,344337639.94,19830229.98,4533956155.14,,3381073617.58,12591937.56,1343641884.59,,,6244379.26,,,1421870847.11,1774907733.89,,,,,,1478317157.03,,,937046907.22,0.0,996493969.0,,,0.0,,33742022.53,-169863677.62,,,,594136139.63,,,,,,,,,,5263036733.84,,0.0199,12752736805.13,353036886.78,,708289992.63,976321684.91,,273188576.98,995900000.0,,,,214046175.45,,,,,3220005478.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-31,,1749902168.21,100465601.73,0.0,,47668186.23,1644532646.15,1749902168.21,35440222.34,,,,405569602.9,,56383561.23,682184574.9,1758534914.5,2266957155.2,168466812.1,1080369447.42,1394941756.14,-581947400.08,1362361447.55,7034867745.49,6197145429.82,5276332830.99,,7034867745.49,,3381729433.97,,,174628692.16,358583394.95,7457744855.37,164225945.43,1617836958.07,-149537353.25,1103627017.67,1998159516.29,22900000.0,12355694645.67,,879355043.69,22000000.0,951149291.63,1538569239.19,56383561.23,167698247.35,-172424980.53,658444895.35,6197145429.82,167698247.35,174628692.16,1367238800.37,,,,152477726.04,947153734.35,103659937.58,354360150.44,-6681108.06,302015079.29,4593468033.54,995832823.0,1758534914.5,879355043.69,,45336983.15,298012569.46,1538569239.19,31898414.46,,0.0,296992898.8,35440222.34,4593468033.54,1080369447.42,3381729433.97,11211284.07,1447426253.97,313517062.75,-219546000.0,125357113.57,127764586.73,,1998159516.29,2352519666.73,74866397.52,3381729433.97,6158549215.85,1447426253.97,5276332830.99,1644532646.15,0.1684,1471571195.31,947153734.35,3136269.72,,45336983.15,2352519666.73,0.0,,43109698.53,-161110759.18,174628692.16,995832823.0,-37255584.76,1362361447.55,-2697618505.85,,0.0,,,,211894131.66,,174628692.16,6158549215.85,148538194.23,,12355694645.67,354360150.44,-385420215.58,1009545602.57,1190367860.36,,-506424377.14,995900000.0,3381729433.97,,,560147484.48,-2697618505.85,0.1684,76629439.17,,2266957155.2,-160045020.43,,995900000.0,-954796539.87,8929316050.68,-656813797.6,1009545602.57,,-651099306.24,132065210.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-31,,1245223796.75,-53280448.74,,,,,,90710627.94,,,,,,,-81514886.92,,,176252986.18,1171080075.36,,,,,6789715747.35,5905568953.32,,7653551677.32,,3447216104.55,,,169849321.96,-540785776.1,,,,139595058.37,2987316063.13,,,,,1354098136.88,0.0,2478718952.18,,796942655.42,,,,,,169849321.96,,0.0911,,,508597110.95,,,,-49329275.61,369002052.58,,,1747982724.0,,,43952896.34,,1534180505.7,91654347.74,995725883.0,,362611724.0,90710627.94,4677548538.79,,3447216104.55,16159317.51,1455378606.61,,,68439320.93,,,1451389372.32,1934250001.95,,,,,,1630736964.04,,,938261204.73,,995725883.0,,,0.0,,107813665.25,-140828665.87,,,,1340077684.49,,,,,,,,,,6269478435.09,,0.0911,13059194182.44,482860629.63,,912926357.46,1749902168.21,,3762752.05,995900000.0,,,,-504678371.46,,,,,3067783781.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-30,,1366028959.19,-611916782.93,,,,,,57933382.1,,,,,,,-640000069.12,,,210472722.43,1178222557.46,,,,,6718521998.77,6172063190.75,,7930757740.0,,3474894867.27,,,183695759.51,589750352.04,,,,151770506.17,2566468457.04,,,,,1233892092.34,43166643.37,2052811285.53,,1358742287.81,,,,,,183695759.51,,,,,513657171.51,,,,-44363527.06,361886665.34,,,1758694549.25,,,47314809.53,,1527448661.33,63096708.99,,,353638732.03,57933382.1,4705101767.54,,3474894867.27,34131803.8,1301977700.53,,,113244209.64,,,1607906111.14,1995354420.64,,,,,,1651776686.8,,,930421979.25,,,,,123996570.0,,97228512.79,-66566831.14,,,,1661594960.16,-2818358325.32,,,,,,,,,6644995822.79,,,13363517821.56,387448309.5,,1180655708.54,1245223796.75,,90281397.52,995900000.0,,,,120805162.44,,,,,3022582446.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-30,,1457258421.25,-111241300.14,,,,,,64869133.87,,,,,,,-30171119.38,,,157240021.7,1243091691.33,,,,,6570692121.36,6246107026.38,,7989968066.97,,3492776387.97,,,173729967.41,80762974.05,,,,118917766.73,2561165465.18,,,,,1273529579.0,0.0,2075173557.44,,1116613892.24,,,,,,173729967.41,,0.0651,,,485991907.74,,,,-55081628.19,367074141.01,,,1743861040.59,,,40638613.42,,1529492459.76,69481080.58,996453669.0,,354080357.48,64869133.87,4748645565.72,,3492776387.97,26384214.15,1206785342.97,,-1183012190.0,61374726.97,,,1668129318.26,2162406954.38,,,,,,1775319519.49,,,924803838.42,0.0,996453669.0,,,0.0,,95865294.73,-113986072.19,,,,1928366359.26,,,,,,,,,,6897188024.05,,0.0651,13467880145.41,494277636.12,,545464318.78,1366028959.19,,32475484.32,995900000.0,,,,91229462.06,,,,,3585865174.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-31,,1690285427.32,133436698.18,0.0,,82623352.12,1938954945.26,1690285427.32,-78190332.38,,,,389241683.88,,1367973198.53,204382618.85,1745324982.91,2826551357.17,104882546.78,1142994139.49,1413426858.26,227044338.36,1859617637.45,7873865012.64,6456183633.93,6128540029.73,,7873865012.64,,3480150855.83,,,184932985.4,97316788.37,7617420810.89,139054260.9,1749902168.21,-141290261.05,1184890754.02,1897794077.61,24480000.0,13272449559.98,,846592058.32,22480000.0,1010717015.74,1520884758.19,1367973198.53,135322811.53,-176964863.77,905689287.15,6456183633.93,135322811.53,184932985.4,1379803558.32,,,,174173738.28,922350120.29,118607920.96,414865981.64,-28190432.91,315463999.33,4673879851.6,995752844.0,1745324982.91,846592058.32,,39507239.32,314403643.33,1520884758.19,-85177876.41,,0.0,309472744.81,-78190332.38,4673879851.6,1142994139.49,3480150855.83,5948016.66,1168906538.26,269784944.82,-242296320.0,184112406.53,165409101.37,,1897794077.61,2312660059.25,637795720.18,3480150855.83,6816265926.05,1168906538.26,6128540029.73,1938954945.26,0.1359,1682419928.48,922350120.29,0.0,,39507239.32,2312660059.25,0.0,,-79229859.75,-89369812.62,184932985.4,995752844.0,0.0,1859617637.45,-2915689054.9,,0.0,,,,221677613.02,,184932985.4,6816265926.05,369608030.8,,13272449559.98,414865981.64,-21141720.11,1007647716.52,1457258421.25,,-7911712.93,995900000.0,3480150855.83,,,233027006.07,-2915689054.9,0.1359,268993070.22,,2826551357.17,-547303456.57,,995900000.0,-1455543010.0,9299840739.37,-410751381.82,1007647716.52,,-643001833.63,-59616740.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-31,,1700084014.91,-156236209.93,,,,,,92485373.84,,,,,,,-122492069.69,,,147835432.32,1235479513.33,,,,,6387420003.1,6562985307.25,,8303975158.89,,3428882914.6,,,181530193.3,215239353.13,,,,149960151.08,3015738131.3,,,,,1040514424.62,3844005.48,2498036228.22,,891238790.21,,,,,,181530193.3,,0.0929,,,517701903.08,,,,-49490199.84,367741752.0,,,1740989851.64,,,37109424.93,,1522350233.41,92770300.64,995536855.0,,362724237.35,92485373.84,4758723139.51,,3428882914.6,25015031.27,1420486176.03,,-61286460.0,30050100.41,,,1806196194.57,2051430882.62,,,,,,1946705193.58,,,914654066.56,,995536855.0,,,0.0,,117785331.91,-37732144.96,,,,2411031108.82,,,,,,,,,,7400109268.31,,0.0929,13787529271.41,245234688.05,,413800379.67,1690285427.32,,3844005.48,995900000.0,,,,9798587.59,,,,,3738796743.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-30,,1636134328.48,-180463149.06,,,,,,65864210.02,,,,,,,-340245942.31,,,188014749.18,1260511823.35,,,,,5840859430.0,5460388581.98,,7186992548.55,,3397318244.93,,,175627234.53,181316429.83,,,,80838879.84,2025522050.83,,,,,730127362.71,29859198.35,1611098146.02,,1263472612.22,,,,,,175627234.53,,,,,414423904.81,,,,-46253470.49,333585024.97,,,1726603966.57,,,37079668.62,,1513897063.42,72927610.67,,0.0,326497107.6,65864210.02,4788702501.16,,3397318244.93,33742231.1,1145404608.11,,-79298500.0,81344907.41,,,1778346387.08,1925234770.64,,,,,,1662513030.08,,,906591391.81,,,,,0.0,,106669841.77,-52853709.69,,,,1878572213.03,-3042064309.0,,,,,,,,,6821137129.97,,,12661996559.97,146888383.56,,455574833.56,1700084014.91,,209147797.29,995900000.0,,,,-63949686.43,,,,,2983291161.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
