,annualSaleOfInvestment,annualNonCurrentDeferredTaxesLiabilities,quarterlyNetOtherFinancingCharges,quarterlyOtherNonCurrentAssets,quarterlyInvestmentsAndAdvances,trailingOtherNonCashItems,quarterlyCapitalExpenditure,annualPurchaseOfInvestment,annualBasicEPS,quarterlyOperatingCashFlow,quarterlyCashFlowFromContinuingFinancingActivities,annualStockholdersEquity,annualLongTermDebt,trailingPurchaseOfBusiness,quarterlyNetIncomeContinuousOperations,quarterlyDilutedAverageShares,quarterlyNetIncome,annualInvestingCashFlow,annualChangeInInventory,annualDepreciationAndAmortization,trailingPretaxIncome,trailingCashDividendsPaid,annualInventory,quarterlyOtherIncomeExpense,quarterlyTaxProvision,trailingNetIncome,quarterlyInventory,annualGoodwill,quarterlyNetPPE,annualCurrentLiabilities,annualRetainedEarnings,quarterlyNonCurrentDeferredTaxesLiabilities,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyLongTermDebt,quarterlyOtherCurrentLiabilities,trailingNetOtherInvestingChanges,quarterlyOtherShortTermInvestments,quarterlyCommonStockIssuance,annualCapitalStock,annualOperatingCashFlow,quarterlyBasicEPS,quarterlyChangeInCashSupplementalAsReported,quarterlyCostOfRevenue,annualOtherIntangibleAssets,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyOtherIntangibleAssets,quarterlyDepreciationAndAmortization,quarterlyBeginningCashPosition,annualNetPPE,annualGainsLossesNotAffectingRetainedEarnings,trailingGrossProfit,trailingRepaymentOfDebt,annualOperatingIncome,trailingChangeInWorkingCapital,quarterlyBasicAverageShares,annualRepaymentOfDebt,annualEbitda,quarterlyCapitalStock,annualTotalRevenue,quarterlyFreeCashFlow,annualOtherIncomeExpense,annualDilutedEPS,annualNetOtherInvestingChanges,trailingTotalRevenue,annualDilutedAverageShares,annualOtherCurrentLiabilities,annualEndCashPosition,annualCashCashEquivalentsAndMarketableSecurities,annualCashFlowFromContinuingFinancingActivities,trailingEndCashPosition,trailingCashFlowFromContinuingFinancingActivities,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyNetIncomeCommonStockholders,annualNonCurrentDeferredRevenue,trailingChangeInCashSupplementalAsReported,quarterlyCurrentDebt,quarterlyInterestExpense,trailingOperatingIncome,annualOtherNonCurrentLiabilities,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,annualAccountsPayable,trailingOtherIncomeExpense,annualGrossPPE,trailingInvestingCashFlow,annualPretaxIncome,quarterlySaleOfInvestment,quarterlyPurchaseOfInvestment,annualIncomeTaxPayable,quarterlyChangesInAccountReceivables,trailingRepurchaseOfCapitalStock,annualAccumulatedDepreciation,quarterlyGrossProfit,annualInvestmentsAndAdvances,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyRepurchaseOfCapitalStock,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,annualSellingGeneralAndAdministration,quarterlyChangeInAccountPayable,quarterlyNonCurrentDeferredRevenue,annualCapitalExpenditure,trailingOperatingExpense,trailingSellingGeneralAndAdministration,annualRepurchaseOfCapitalStock,annualOtherNonCurrentAssets,annualOperatingExpense,trailingNetIncomeContinuousOperations,quarterlyTotalLiabilitiesNetMinorityInterest,trailingCapitalExpenditure,annualNetIncomeContinuousOperations,trailingDeferredIncomeTax,annualCashAndCashEquivalents,annualChangesInAccountReceivables,trailingBeginningCashPosition,trailingNetOtherFinancingCharges,quarterlyTotalRevenue,trailingInterestExpense,quarterlyOperatingIncome,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyInvestingCashFlow,quarterlyEndCashPosition,annualCurrentAccruedExpenses,annualChangeInCashSupplementalAsReported,quarterlyChangeInInventory,annualCurrentAssets,quarterlyOtherNonCashItems,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCashDividendsPaid,annualDeferredIncomeTax,annualInterestExpense,quarterlyEbitda,annualNetIncomeCommonStockholders,annualNetOtherFinancingCharges,annualOtherShortTermInvestments,quarterlyRetainedEarnings,annualCommonStockIssuance,annualFreeCashFlow,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualGrossProfit,quarterlyOperatingExpense,annualTotalNonCurrentAssets,annualChangeInWorkingCapital,trailingNetIncomeCommonStockholders,quarterlyCurrentDeferredRevenue,quarterlySellingGeneralAndAdministration,quarterlyStockholdersEquity,trailingCostOfRevenue,quarterlyCurrentLiabilities,quarterlyRepaymentOfDebt,quarterlyGoodwill,quarterlyNetOtherInvestingChanges,annualTotalLiabilitiesNetMinorityInterest,quarterlyCurrentAssets,trailingFreeCashFlow,annualTaxProvision,trailingTaxProvision,annualTotalAssets,annualNetIncome,quarterlyOtherCurrentAssets,annualCurrentDebt,quarterlyAccumulatedDepreciation,annualBeginningCashPosition,annualOtherCurrentAssets,trailingDepreciationAndAmortization,annualCostOfRevenue,annualOtherNonCashItems,annualPurchaseOfBusiness,quarterlyDilutedEPS,annualCashDividendsPaid,quarterlyOtherNonCurrentLiabilities,annualBasicAverageShares,trailingBasicAverageShares,quarterlyStockBasedCompensation,trailingCommonStockIssuance,annualResearchAndDevelopment,trailingBasicEPS,trailingDilutedEPS,quarterlyResearchAndDevelopment,trailingStockBasedCompensation,trailingPurchaseOfInvestment,annualCurrentDeferredRevenue,trailingChangesInAccountReceivables,annualStockBasedCompensation,trailingChangeInInventory,trailingChangeInAccountPayable,trailingSaleOfInvestment,trailingResearchAndDevelopment,trailingDilutedAverageShares
899164800,,,-4999012.0,129100397.0,,,-55399541.0,,,-12800724.0,20600782.0,,,,33999706.0,159700000.0,53300015.0,,,,,,,3200059.0,50299868.0,,,,4473300015.0,,,,,,1832900191.0,0.0,,,2199453.0,,,0.33013,-47200900.0,89400265.0,,,807899456.0,,,126200000.0,,,,,,,159700000.0,,,0.0,,-68200265.0,,,,,,,,,,,,5209800088.0,4630000000.0,53300015.0,,,,44799353.0,,,,,,,,,,,,,,,,310399823.0,,,,,,-128901179.0,,,,,,,,,,,2874199618.0,,,,,,,,399800088.0,,138400705.0,,7222400412.0,-54999541.0,79000441.0,,,,,69601223.0,,,-39198571.0,,,209600176.0,,,,,,,,84299574.0,,,171999118.0,,,,,,1623599882.0,,807899456.0,,,399999.0,,579800088.0,,,,,,,,-2749100397.0,,,,,,,0.33013,,2066300162.0,,,,,,,,,,,,,,,,,,
907113600,,,-16499820.0,129300688.0,,,-71800286.0,,,170799632.0,-69199384.0,,,,27499617.0,159700000.0,27499617.0,,,,,,,5199694.0,27100230.0,,,,4473199694.0,,,,,,1968800306.0,0.0,,,800068.0,,,0.16956,29799961.0,99499617.0,,,846699311.0,,,79000441.0,,,,,,,159700000.0,,,0.0,,98999346.0,,,,,,,,,,,,5380299923.0,4629600612.0,27499617.0,,,,38399388.0,,,,,,,,,,,-112.0,,,,,321300689.0,,,,,,70599705.0,,,,,,,,,,,3052299923.0,,,,,,,,420800306.0,,97400153.0,,7222299924.0,-71800286.0,108800306.0,,,,,43800174.0,,,-38201103.0,,,173600612.0,,,,,,,,54599847.0,,,223900536.0,,,,,,1614299923.0,,846699311.0,,,1.0,,750699311.0,,,,,,,,-2749100230.0,,,,,,,0.16956,,2205600612.0,,,,,,,,,,,,,,,,,,
915062400,,73199690.0,-26302626.0,171701239.0,,,-142899774.0,-203100619.0,1.2998,127700073.0,-117800689.0,1855100619.0,1728500000.0,,137900536.0,,67999228.0,-141399381.0,,,,,48500000.0,999996.0,69100230.0,,48500000.0,,4239099071.0,770000000.0,706399381.0,73199690.0,302699690.0,,1728500000.0,266600619.0,,,207200080.0,0.0,475199690.0,,46400540.0,96100236.0,,302699690.0,,,,108800306.0,4239099071.0,-13100619.0,,,706699691.0,,,,991500001.0,0.0,1655899381.0,-15199701.0,6199690.0,1.27996,-10798762.0,,161250000.0,266600619.0,155199690.0,155199690.0,-240500000.0,,,5390000000.0,4684899381.0,67999228.0,,,266600619.0,58798769.0,,1994000000.0,155199690.0,155199690.0,455500000.0,,7230798761.0,,464000000.0,,-42500772.0,,,,-2991699690.0,311199298.0,,-13100619.0,,455500000.0,,18301075.0,,,,-320800310.0,,,,171701239.0,582599071.0,,3031599071.0,,262000000.0,,155199690.0,,,,407299534.0,,301499997.0,,7230798761.0,36501155.0,155199690.0,,93300310.0,,705100619.0,-152701618.0,,,-40398998.0,-10399381.0,182399381.0,368298766.0,211399381.0,-80102167.0,,706399381.0,214300310.0,154399380.0,,207000766.0,,1289298762.0,9699301.0,4684899381.0,-6699690.0,,,,1855100619.0,,770000000.0,,,-259998452.0,3031599071.0,705100619.0,,202000000.0,,5390000000.0,211399381.0,198701239.0,266600619.0,-2991699690.0,61899381.0,198701239.0,,366600619.0,46599070.0,,,-156899381.0,1994000000.0,161250000.0,,,,,,,,,,,,,,,,,
922838400,,,-12698868.0,119699623.0,,,-95299623.0,,,80600755.0,94600755.0,,,,62000000.0,169700000.0,70200755.0,,,,,,,8200756.0,46099623.0,,,,4902800000.0,,,,,,1994700377.0,0.0,,,,,,0.41091,-44700377.0,193699623.0,,,784300377.0,,,155200000.0,,,,,,,169700000.0,,,0.0,,-14698868.0,,,,,,,,,,,,5747900377.0,5022499623.0,70200755.0,,,,34499623.0,,,,,,,,,,,,,,,,320800000.0,,,-400000.0,,-3800755.0,-41100377.0,,,,,,,,,,,3046000000.0,,,,,,,,514499623.0,,165799245.0,,7894499623.0,-219900377.0,110499623.0,,,,,-10997736.0,,,-42400000.0,,,245098868.0,,,,,,,,108099623.0,,,155000755.0,,,,,,1884499623.0,,784300377.0,,,78199246.0,,725400755.0,,,,,,,,-2991699623.0,,,,,,,0.40089,,,,,,,,,,,,,,,,,,,,
930700800,,,-18599167.0,333399824.0,,,-233799820.0,,,54598717.0,211299802.0,,,,34800528.0,169600000.0,42901144.0,,,,,,,8102082.0,36600176.0,,,,5031199765.0,,,,,,1911600176.0,0.0,,,,,,0.25228,-58199300.0,230699619.0,,,931899384.0,,,110499623.0,,,,,,,169600000.0,,,0.0,,-179201103.0,,,,,,,,,,,,5937799941.0,5364599589.0,42901144.0,,,,33599296.0,,,,,,,,,,,,,,,,301400704.0,,,-5199883.0,,-12399010.0,-65599535.0,,,,,,,,,,,3091100029.0,,,,,,,,532100323.0,,106699912.0,,8022899677.0,-324099330.0,52299795.0,,,,,996269.0,,,-41800645.0,,,185899849.0,,,,,,,,71400704.0,,,194700792.0,,,,,,2042700205.0,,931899384.0,,,-82099217.0,,573200352.0,,,,,,,,-2991699912.0,,,,,,,0.24218,,2159200645.0,,,,,,,,,,,,,,,,,,
938649600,,,-6203065.0,316000000.0,,,-182300410.0,,,161901042.0,6299003.0,,,,27499633.0,169600000.0,39900220.0,,,,,,,400587.0,32600147.0,,,,5097300073.0,,,,,,1684000000.0,-1.0,,,792.0,,,0.22032,-1500910.0,248000000.0,,471000734.0,,,,52299795.0,,,,,,,169600000.0,,,0.0,,-20399368.0,,,,,,,,,,,,6015399853.0,5413300073.0,39900220.0,,,748099780.0,32299340.0,,,50799707.0,50799707.0,,,,,,,14099809.0,,,,,308400587.0,,,-499897.0,546799707.0,4399325.0,48999252.0,,,,,,,,,,,3219099046.0,,,,,,,,556400587.0,,97200294.0,,8089000733.0,-164000293.0,50799707.0,,,,,-11596479.0,,,-46399502.0,,,181000074.0,,,,,,,,60099780.0,,,211200293.0,,,,,,2009800440.0,,1294899486.0,,,-12100029.0,,602099780.0,,,,,,80299339.0,,-2991700660.0,,,,,,,0.22032,,1924199560.0,,,,,,,,,,,,,,,,,,
946598400,16300637.0,72500000.0,-36497742.0,316100984.0,,,-171600726.0,-153399885.0,0.89281,124898907.0,180300440.0,1835600405.0,1965600405.0,,-22098819.0,,38600850.0,-988800637.0,,,,,56199363.0,1100101.0,-9799494.0,,56199363.0,,4749600694.0,956099537.0,723300058.0,72500000.0,394700521.0,,1965600405.0,-1447.0,,,133799965.0,0.0,421999421.0,,24500413.0,-467001281.0,,394700521.0,,,,50799707.0,4749600694.0,-39000289.0,,,315300926.0,,,,640801505.0,0.0,1029399595.0,-46701819.0,2400174.0,0.89281,-29401042.0,,169500000.0,-1447.0,75299479.0,75299479.0,492500000.0,,,5932100694.0,5317601273.0,38600850.0,,,426600116.0,-8900572.0,,2494700520.0,75299479.0,75299479.0,481500289.0,,7741300636.0,,207701100.0,1297.0,-40899518.0,,,,-2991699942.0,-106599858.0,,-39000289.0,-12000625.0,481500289.0,2800151.0,2900313.0,,,,-683000579.0,,,-18100405.0,316100984.0,508699363.0,,3719100115.0,,102200521.0,,75299479.0,,,,-573601139.0,,-54897167.0,,7741300636.0,-280800637.0,75299479.0,,-79900174.0,,614499421.0,-25802229.0,,,-44100374.0,-9000289.0,94199942.0,28304072.0,191600116.0,-73998842.0,,723300058.0,305600405.0,-261001158.0,,-31898313.0,,824000289.0,-51702691.0,5317601273.0,-54800347.0,,,,1835600405.0,,956099537.0,,,-13401042.0,3719100115.0,614499421.0,,105500579.0,,5932100694.0,191600116.0,88300058.0,426600116.0,-2991699942.0,155199653.0,88300058.0,,205399306.0,-47400175.0,,,-174700521.0,2494700520.0,169500000.0,,,,,,,,,,,,,,,,,
954460800,,,-168699434.0,436801507.0,,,-167100188.0,,,126700014.0,-302399594.0,,,,58399304.0,169200000.0,96199797.0,,,,,,,-1300565.0,44600551.0,,,,4212099464.0,,,,,,1888699435.0,-1450.0,,,,,,0.55073,397100188.0,68499348.0,,393199942.0,,,,75299406.0,,,,,,,169200000.0,,,0.0,,-40400174.0,,,,,,,,,,,,5521000435.0,4648900971.0,93099899.0,,,374400464.0,30100043.0,,,472399594.0,472399594.0,,,,,,80300130.0,,,,,,242601130.0,,,-8300710.0,457400319.0,40700304.0,-43600116.0,,,,,,,,,,,3224200377.0,,,,,,,,311100478.0,,138802377.0,,7203798754.0,576599971.0,472399594.0,,,,,600261.0,,,-45499493.0,,,224902131.0,,,,,,,,102999855.0,,,103798753.0,,,,,,1915999710.0,,831799333.0,,,20000000.0,,872099464.0,,,,,,6499928.0,,-2991699290.0,,,,,,,0.5307,,,,,,,,,,,,,,,,,,,,
962323200,,,-8800566.0,408000000.0,,,-135999812.0,,,95099986.0,527799594.0,,,,43000000.0,169000000.0,53900000.0,,,,,,,600000.0,34600000.0,,,,5372400000.0,,,,,,2030500000.0,802000000.0,,,,,,0.3,-299000188.0,84500000.0,,1045700000.0,,,,472399594.0,,,,,,,169000000.0,,,1921800000.0,,-40899826.0,,,,,,,,,,,,6999500000.0,5780400000.0,50700000.0,,,802000000.0,30700000.0,,,173400000.0,173400000.0,,,,,,6499870.0,,,,,,283700000.0,,,1200710.0,1058100000.0,2199696.0,-47599884.0,,,,,,,,,,,4699400000.0,,,,,,,,368200000.0,,96200000.0,,8364100000.0,-926099971.0,173400000.0,,,,,-2600261.0,,,-45800507.0,,,181900246.0,,,,,,,,77600000.0,,,187500000.0,,,,,,1921800000.0,,1860100000.0,,,-1600000.0,,1219100000.0,,,,,,0.0,,-2991700000.0,,,,,,,0.3,,2839300000.0,,,,,,,,,,,,,,,,,,
970272000,,,-700000.0,392700000.0,,,-202900000.0,,,-35200000.0,-424500000.0,,,,39300000.0,171793478.0,319400000.0,,,,,,,1200000.0,43400000.0,,,,5008700000.0,,,,,,1859200000.0,540600000.0,,,,,,1.87,-65900000.0,147300000.0,,1190900000.0,,,,173400000.0,,,,,,,169037433.0,,,2182800000.0,,-238100000.0,,,,,,,,,,,,6699800000.0,5401400000.0,316100000.0,,,540600000.0,44000000.0,,,107500000.0,107500000.0,,,,,,,,,,,,250000000.0,,,-3200000.0,970600000.0,-64800000.0,-153300000.0,,,,,,,,,,,4145500000.0,,,,,,,,397300000.0,,128800000.0,,8000400000.0,399600000.0,107500000.0,,,,,,,,-44600000.0,,,206500000.0,,,,,,,,82700000.0,,,121200000.0,,,,,,2182800000.0,,1511200000.0,,,-4400000.0,,1298400000.0,,,,,,0.0,,-2991700000.0,,,,,,,1.84,,2634300000.0,,,,,,,,,,,,,,,,,,
978220800,86799640.0,349400120.0,-6599040.0,500299940.0,,,-289000000.0,-9500600.0,1.66256,12099760.0,196400540.0,1957399520.0,2121799640.0,,5700720.0,,-176899520.0,-205000000.0,,,,,91300240.0,-1500300.0,5900300.0,,91300240.0,,5277099580.0,2076400720.0,826900120.0,349400120.0,1473699760.0,,2121799640.0,-1500.0,,,,0.0,198699760.0,,-53699700.0,1557999340.0,,1473699760.0,41400720.0,,,107500000.0,5277099580.0,-19800540.0,,,408900720.0,,,,730601380.0,0.0,2802500000.0,-276900240.0,-1000300.0,1.63251,25800840.0,,168800000.0,-1500.0,53800240.0,53800240.0,-2699460.0,,,7627099580.0,5824100180.0,-180099460.0,,,552300540.0,6300720.0,,3218299340.0,53800240.0,53800240.0,1437900420.0,,7762099580.0,,274901020.0,,-96300600.0,,,,-2485000000.0,167900660.0,,-19800540.0,-13600720.0,1437900420.0,56000180.0,-173700360.0,,,,-795000000.0,,,-23900720.0,500299940.0,535299940.0,,5416300240.0,,146400720.0,,53800240.0,,,,1725900000.0,,45100720.0,,7762099580.0,-255100000.0,53800240.0,41400720.0,-21499700.0,,1802999400.0,,,,-44599400.0,34100180.0,91400720.0,117301380.0,279800540.0,-184799040.0,,826900120.0,4599580.0,-596300240.0,,11601020.0,,944200660.0,122799940.0,5824100180.0,-418200360.0,,,,1957399520.0,,2076400720.0,,,11800840.0,5416300240.0,1802999400.0,,128500300.0,,7627099580.0,292600480.0,184199160.0,552300540.0,-2485000000.0,75299940.0,184199160.0,,1858299340.0,208798740.0,,,-180499400.0,3218299340.0,168800000.0,,,,,,,,,,,,,,,,,
985996800,,,-8200000.0,321900000.0,,,-161400000.0,,,386200000.0,-297200000.0,,,,70400000.0,173333333.0,70700000.0,,,,,,,-1300000.0,61300000.0,,103400000.0,,5351500000.0,,,333900000.0,,,2040000000.0,200500000.0,,,800000.0,,,0.4,-5300000.0,467200000.0,,1556300000.0,,,,53800000.0,,,,,,,169000000.0,,,1977100000.0,,224800000.0,,,,,,,,,,,,7524300000.0,5673400000.0,67600000.0,,,200500000.0,36900000.0,,,48500000.0,48500000.0,,,,,,,,,,,,340500000.0,,-28500000.0,,1827400000.0,-11200000.0,248400000.0,,,,,,,,,,,5297000000.0,,,,,,,,807700000.0,,176700000.0,,7804500000.0,-101100000.0,48500000.0,,,,,4900000.0,,,-43400000.0,,,242300000.0,,,,850700000.0,,,,131700000.0,,,163800000.0,,,,,,1977100000.0,,2072600000.0,,,0.0,,1850900000.0,,,,,,142700000.0,,-2453000000.0,,,,,,,0.39,,,,,,,,,,,,,,,,,,,,
993859200,,,-9245333.0,357878551.0,,,-306932433.0,,,125297172.0,136702934.0,,,,50199697.0,168800000.0,62299546.0,,,,,,,,,,131986407.0,,5472551214.0,,,359074803.0,,,2298696804.0,134079847.0,,,,,,0.35117,-6363451.0,,,1125672592.0,,,,48500000.0,,,,,,,168800000.0,,,1988468934.0,,-181635261.0,,,,,,,,,,,,7312086845.0,5830429765.0,59099849.0,,,134079847.0,,,,41968488.0,41968488.0,,,,,,,,,,,,,,-28311284.0,,1355851304.0,2626865.0,-14532846.0,,,,,,,,,,,5075196365.0,,,,,,,,606000000.0,,606000000.0,,7945103225.0,-261463870.0,41968488.0,,,,,7261889.0,,,-43527604.0,,,668997028.0,,,,855220082.0,,,,,,,,,,,,,1988468934.0,,1533993079.0,,,-41270674.0,,1481657079.0,,,,,,182029592.0,,-2472552011.0,,,,,,,0.34116,,3419983141.0,,,,,,,,,,,,,,,,,,
1001808000,,,-11024606.0,396081782.0,,,-358294740.0,,,64794328.0,305144334.0,,,,36700331.0,168800000.0,44700963.0,,,,,,,,,,130462246.0,,5725954022.0,,,375803193.0,,,2374492797.0,1.0,,,,,,0.25022,19355329.0,,,1044996599.0,,,,41968488.0,,,,,,,168800000.0,,,1970819032.0,,-293500412.0,,,,,,,,,,,,7518860910.0,6122035804.0,41401294.0,,,546622826.0,,,,61435131.0,61435131.0,,,,,,,,,,,,,,-36361606.0,-14189161.0,1150485214.0,15266068.0,-112495309.0,,,,,,,,,,,5267737848.0,,,,,,,,590700647.0,,590700647.0,,8334699474.0,-347486395.0,61435131.0,,,,,-6268111.0,,,-44034115.0,,,718832541.0,,,,846705972.0,,,,,,,,,,,,,1970819032.0,,1740362369.0,,,-33550323.0,,1396825106.0,,,,,,159931130.0,,-2608745452.0,,,,,,,0.25022,,3527375479.0,,,,,,,,,,,,,,,,,,
1009756800,,409100605.0,-128031175.0,283000637.0,,,-419872349.0,,1.27355,139308627.0,224052191.0,1989700732.0,2406800382.0,,36699223.0,,49998972.0,-1076900669.0,,,,,85499841.0,,,,85499841.0,,6124099013.0,1812199936.0,838299904.0,409100605.0,1139700732.0,,2406800382.0,641499522.0,,,,0.0,715600127.0,,507740.0,,,1139700732.0,11800382.0,,,61435131.0,6124099013.0,-19500159.0,,,378900032.0,,,,704799427.0,0.0,4927099650.0,-280563722.0,2300223.0,1.2535,-57201529.0,,168900000.0,641499522.0,61999363.0,61999363.0,368699459.0,,,7877900350.0,6445499841.0,46500399.0,,,641499522.0,,,3795001591.0,61999363.0,61999363.0,1116099968.0,,8813298313.0,,272499204.0,,,,,,-2689199300.0,,,-19500159.0,-28216960.0,1116099968.0,33206780.0,-30271877.0,,,,-1246499522.0,,,-44399873.0,283000637.0,3259500159.0,,5607199936.0,,182599491.0,,61999363.0,,,,2968100123.0,,-1580099495.0,,8813298313.0,-366850404.0,61999363.0,11800382.0,8199618.0,,1432400509.0,9906923.0,,,-42038918.0,39899713.0,88099331.0,-1510929022.0,214600446.0,-156501114.0,,838299904.0,183500478.0,-530899395.0,,,,3638400191.0,,6445499841.0,91099968.0,,,,1989700732.0,,1812199936.0,,,17619468.0,5607199936.0,1432400509.0,,89899713.0,,7877900350.0,227699777.0,145200573.0,641499522.0,-2689199300.0,53799745.0,145200573.0,,1288699459.0,15800701.0,,,-173000637.0,3795001591.0,168900000.0,,,,,,,,,,,,,,,,,
1017532800,,,-6291991.0,329380685.0,,,-268957606.0,,,128835987.0,187261608.0,,,,45699490.0,169000000.0,56899299.0,,,,,,,,,,71409093.0,,6272514838.0,,,412275157.0,,,2434101292.0,1.0,,,898856.0,,,0.24027,38251305.0,,,1006418789.0,11685124.0,29262747.0,,61921172.0,,,,,,,169000000.0,,,2006445714.0,,-140121619.0,,,,,,,,,,,,8056044333.0,6631158270.0,51398980.0,,,855510900.0,,,,100172476.0,100172476.0,,,,,,,-2896313.0,,,,,,,-19375334.0,-13982200.0,1024595649.0,3096059.0,-42246219.0,,,,,,,,,,,5768356651.0,,,,,,,,1067399618.0,,1067399618.0,,9005136102.0,-272353283.0,100172476.0,,,,,31160332.0,,,-37352449.0,,,1138209474.0,,,,841928192.0,,,,,,,,,,,,,2006445714.0,,1934537257.0,,,-499364.0,,1424886063.0,,,,,,246885705.0,,-2732621264.0,,,,,,,0.22033,,,,,,,,,,,,,,,,,,,,
1025395200,,,-11443418.0,229265037.0,,,-297977667.0,,,132611844.0,-630746476.0,,,,18499773.0,169200000.0,130100015.0,,,,,,,,,,103622616.0,,5791408213.0,,,387289526.0,,,2607702980.0,104021164.0,,,695338.0,,,0.74269,49927556.0,,,990990900.0,9664802.0,,,100172476.0,,,,,,,169200000.0,,,2074345421.0,,-165365823.0,,,,,,,,,,,,7503572664.0,6049866929.0,124900743.0,,,104021164.0,,,,149953881.0,149953881.0,,,,,,,-2683366.0,,,,,,,-14646658.0,-19296602.0,1052068461.0,14639350.0,13351451.0,,,,,,,,,,,5150143640.0,,,,,,,,1028799818.0,,1028799818.0,,7784350098.0,543465915.0,149953881.0,,,,,-7347057.0,,,-37674310.0,,,1119302476.0,,,,903808411.0,,,,,,,,,,,,,2074345421.0,,1208498756.0,,,844126948.0,,1453705735.0,,,,,,209138338.0,,-1992941885.0,,,,,,,0.73266,,3941644884.0,,,,,,,,,,,,,,,,,,
1033344000,,,-8883064.0,364753139.0,,,-184786422.0,,,-13075461.0,25594852.0,,,,73400000.0,169200000.0,73400000.0,,,,,,,,,,112177851.0,,6017776337.0,,,390571056.0,,,2734397672.0,1.0,,,207056.0,,,0.39972,-29538164.0,,,400878209.0,136194519.0,,,149953881.0,,,,,,,169200000.0,,,2114667579.0,,-197861883.0,,,,,,,,,,,,7402537361.0,6411849824.0,67900000.0,,,106774101.0,,,,120683755.0,120683755.0,,,,,,,-524557.0,,,,,,,-17512153.0,-16655853.0,511755158.0,-34346937.0,-94991209.0,,,,,,,,,,,5010477272.0,,,,,,,,450300000.0,,450300000.0,,8088713567.0,-46156512.0,120683755.0,,,,,-26415082.0,,,-37751509.0,,,524250759.0,,,,929445035.0,,,,,,,,,,,,,2114667579.0,,797453433.0,,,139154467.0,,990687537.0,,,,,,356947722.0,,-2070937230.0,,,,,,,0.39972,,4213023839.0,,,,,,,,,,,,,,,,,,
1041292800,,371899591.0,-5482566.0,229099779.0,,,-194077801.0,,1.12,189328291.0,96989796.0,2039600252.0,2351199245.0,,-59600315.0,,-49600504.0,-36199245.0,,,,,112700661.0,,,,112700661.0,,6035100724.0,1351400692.0,832200189.0,371899591.0,468399433.0,,2351199245.0,645399748.0,,,-809.0,0.0,437700661.0,,22659272.0,,,468399433.0,190900220.0,,,120683755.0,6035100724.0,-18800755.0,,,197599937.0,,,,512400063.0,0.0,1723899906.0,-4749510.0,1299969.0,1.12,129400377.0,,169600000.0,645399748.0,143300283.0,143300283.0,-320900220.0,,,7419600252.0,6407200189.0,-54300724.0,,,645399748.0,,,3765599623.0,143300283.0,143300283.0,472200189.0,,8124900850.0,,96100094.0,,,,,,-2089800126.0,,,-18800755.0,35379.0,472200189.0,-43788220.0,74485599.0,,,,-945799496.0,,,-49899276.0,229099779.0,822700661.0,,5117000315.0,,77999685.0,,143300283.0,,,,517599906.0,,-1008700063.0,,8124900850.0,-261155365.0,143300283.0,190900220.0,81299969.0,,1012400063.0,124402248.0,,,-37621480.0,-60399748.0,82700661.0,-929163210.0,189899276.0,-32101039.0,,832200189.0,1800441.0,-508098835.0,,,,1020300598.0,,6407200189.0,-49400378.0,,,,2039600252.0,,1351400692.0,,,-853381674.0,5117000315.0,1012400063.0,,18100409.0,,7419600252.0,210799496.0,287999686.0,645399748.0,-2089800126.0,62000315.0,287999686.0,,703599308.0,121800441.0,,,-150399748.0,3765599623.0,169600000.0,,,,,,,,,,,,,,,,,
1049068800,,,-7790064.0,454620057.0,,,-292526834.0,,,169883286.0,419664648.0,,,,54200088.0,172400000.0,54200088.0,,,,,,,,,,114154377.0,,7119817498.0,,,603629970.0,,,3064390864.0,818555797.0,,,231704423.0,,,0.28036,-25467512.0,,,605527550.0,164789783.0,177972966.0,,143117430.0,,,,,,,172400000.0,,,2340813906.0,,-122643548.0,,,,,,,,,,,,8859697993.0,7752410521.0,48699868.0,,,818555797.0,,,,117649918.0,117649918.0,,,,,,,,,,,,,,-22171716.0,,573468446.0,7889935.0,5492993.0,,,,,,,,,,,6211775855.0,,,,,,,,616199501.0,,616199501.0,,9287751940.0,-613816975.0,117649918.0,,,,,8589044.0,,,-38950312.0,,,696996431.0,,,,889665085.0,,,,,,,,,,,,,2340813906.0,,1600058861.0,,,1697835.0,,1107287472.0,,,,,,269955627.0,,-2167934442.0,,,,,,,0.28036,,,,,,,,,,,,,,,,,,,,
