,annualSaleOfInvestment,annualNonCurrentDeferredTaxesLiabilities,quarterlyNetOtherFinancingCharges,quarterlyOtherNonCurrentAssets,quarterlyInvestmentsAndAdvances,trailingOtherNonCashItems,quarterlyCapitalExpenditure,annualPurchaseOfInvestment,annualBasicEPS,quarterlyOperatingCashFlow,quarterlyCashFlowFromContinuingFinancingActivities,annualStockholdersEquity,annualLongTermDebt,trailingPurchaseOfBusiness,quarterlyNetIncomeContinuousOperations,quarterlyDilutedAverageShares,quarterlyNetIncome,annualInvestingCashFlow,annualChangeInInventory,annualDepreciationAndAmortization,trailingPretaxIncome,trailingCashDividendsPaid,annualInventory,quarterlyOtherIncomeExpense,quarterlyTaxProvision,trailingNetIncome,quarterlyInventory,annualGoodwill,quarterlyNetPPE,annualCurrentLiabilities,annualRetainedEarnings,quarterlyNonCurrentDeferredTaxesLiabilities,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyLongTermDebt,quarterlyOtherCurrentLiabilities,trailingNetOtherInvestingChanges,quarterlyOtherShortTermInvestments,quarterlyCommonStockIssuance,annualCapitalStock,annualOperatingCashFlow,quarterlyBasicEPS,quarterlyChangeInCashSupplementalAsReported,quarterlyCostOfRevenue,annualOtherIntangibleAssets,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyOtherIntangibleAssets,quarterlyDepreciationAndAmortization,quarterlyBeginningCashPosition,annualNetPPE,annualGainsLossesNotAffectingRetainedEarnings,trailingGrossProfit,trailingRepaymentOfDebt,annualOperatingIncome,trailingChangeInWorkingCapital,quarterlyBasicAverageShares,annualRepaymentOfDebt,annualEbitda,quarterlyCapitalStock,annualTotalRevenue,quarterlyFreeCashFlow,annualOtherIncomeExpense,annualDilutedEPS,annualNetOtherInvestingChanges,trailingTotalRevenue,annualDilutedAverageShares,annualOtherCurrentLiabilities,annualEndCashPosition,annualCashCashEquivalentsAndMarketableSecurities,annualCashFlowFromContinuingFinancingActivities,trailingEndCashPosition,trailingCashFlowFromContinuingFinancingActivities,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyNetIncomeCommonStockholders,annualNonCurrentDeferredRevenue,trailingChangeInCashSupplementalAsReported,quarterlyCurrentDebt,quarterlyInterestExpense,trailingOperatingIncome,annualOtherNonCurrentLiabilities,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,annualAccountsPayable,trailingOtherIncomeExpense,annualGrossPPE,trailingInvestingCashFlow,annualPretaxIncome,quarterlySaleOfInvestment,quarterlyPurchaseOfInvestment,annualIncomeTaxPayable,quarterlyChangesInAccountReceivables,trailingRepurchaseOfCapitalStock,annualAccumulatedDepreciation,quarterlyGrossProfit,annualInvestmentsAndAdvances,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyRepurchaseOfCapitalStock,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,annualSellingGeneralAndAdministration,quarterlyChangeInAccountPayable,quarterlyNonCurrentDeferredRevenue,annualCapitalExpenditure,trailingOperatingExpense,trailingSellingGeneralAndAdministration,annualRepurchaseOfCapitalStock,annualOtherNonCurrentAssets,annualOperatingExpense,trailingNetIncomeContinuousOperations,quarterlyTotalLiabilitiesNetMinorityInterest,trailingCapitalExpenditure,annualNetIncomeContinuousOperations,trailingDeferredIncomeTax,annualCashAndCashEquivalents,annualChangesInAccountReceivables,trailingBeginningCashPosition,trailingNetOtherFinancingCharges,quarterlyTotalRevenue,trailingInterestExpense,quarterlyOperatingIncome,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyInvestingCashFlow,quarterlyEndCashPosition,annualCurrentAccruedExpenses,annualChangeInCashSupplementalAsReported,quarterlyChangeInInventory,annualCurrentAssets,quarterlyOtherNonCashItems,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCashDividendsPaid,annualDeferredIncomeTax,annualInterestExpense,quarterlyEbitda,annualNetIncomeCommonStockholders,annualNetOtherFinancingCharges,annualOtherShortTermInvestments,quarterlyRetainedEarnings,annualCommonStockIssuance,annualFreeCashFlow,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualGrossProfit,quarterlyOperatingExpense,annualTotalNonCurrentAssets,annualChangeInWorkingCapital,trailingNetIncomeCommonStockholders,quarterlyCurrentDeferredRevenue,quarterlySellingGeneralAndAdministration,quarterlyStockholdersEquity,trailingCostOfRevenue,quarterlyCurrentLiabilities,quarterlyRepaymentOfDebt,quarterlyGoodwill,quarterlyNetOtherInvestingChanges,annualTotalLiabilitiesNetMinorityInterest,quarterlyCurrentAssets,trailingFreeCashFlow,annualTaxProvision,trailingTaxProvision,annualTotalAssets,annualNetIncome,quarterlyOtherCurrentAssets,annualCurrentDebt,quarterlyAccumulatedDepreciation,annualBeginningCashPosition,annualOtherCurrentAssets,trailingDepreciationAndAmortization,annualCostOfRevenue,annualOtherNonCashItems,annualPurchaseOfBusiness,quarterlyDilutedEPS,annualCashDividendsPaid,quarterlyOtherNonCurrentLiabilities,annualBasicAverageShares,trailingBasicAverageShares,quarterlyStockBasedCompensation,trailingCommonStockIssuance,annualResearchAndDevelopment,trailingBasicEPS,trailingDilutedEPS,quarterlyResearchAndDevelopment,trailingStockBasedCompensation,trailingPurchaseOfInvestment,annualCurrentDeferredRevenue,trailingChangesInAccountReceivables,annualStockBasedCompensation,trailingChangeInInventory,trailingChangeInAccountPayable,trailingSaleOfInvestment,trailingResearchAndDevelopment,trailingDilutedAverageShares
1206921600,,,-5143503.0,737578438.0,,,-150190310.0,,,236601173.0,-120357988.0,,,,32918424.0,200000000.0,32918424.0,,,,,,,-92583068.0,14401811.0,,38061928.0,,5257689538.0,,,592531633.0,,,1738504269.0,1028701.0,,,11315708.0,,,0.16956,7200905.0,370332270.0,,511264273.0,387820183.0,336385146.0,,51435038.0,,,,,,,200000000.0,,,0.0,,86410863.0,,,,,,,,,,,,7222507972.0,6331653122.0,32918424.0,,,738607139.0,38061928.0,,,57607242.0,57607242.0,,,,,,,,,,,,433083016.0,,-384734081.0,-7200905.0,521551281.0,-16459212.0,4114803.0,,,,,,,,,,,4638411686.0,,,,,,,,803415286.0,,189280938.0,,8824195042.0,-113157083.0,57607242.0,,,,,,,,-51435038.0,,,296265816.0,,,,698487810.0,,,,47320235.0,,,243802078.0,,,,,,2089291225.0,,1702499743.0,,,20574015.0,,890854850.0,,,,,,283921407.0,,-3566505504.0,,,,,,,0.16956,,,,,,,,,,,,,,,,,,,,
1214784000,,,-153618964.0,766334215.0,,,-238574193.0,,,171499784.0,41994463.0,,,,46814574.0,199000000.0,46814574.0,,,,,,,-1017708.0,4070832.0,,68186444.0,,5406065540.0,,,585182170.0,,,2123956849.0,-1.0,,,2932206.0,,,0.24,-8218613.0,331772848.0,,540403012.0,572969672.0,,,57607242.0,,,,,,,199000000.0,,,0.0,,-67074409.0,,,,,,,,,,,,7554447384.0,6496030938.0,46814574.0,,,584164462.0,34602076.0,,,49867698.0,49867698.0,,,,,,,,,,,,376552004.0,,-612660289.0,,539385304.0,5264423.0,-43971.0,,,,,,,,,,,5281905149.0,,,,,,,,708324852.0,,93629146.0,,9058619987.0,-220651181.0,49867698.0,,,,,,,,-53388898.0,,,197309849.0,,,,640138408.0,,,,50885406.0,,,282922858.0,,,,,,1787095461.0,,1748422552.0,,,13010353.0,,1058416446.0,,,,,,399959292.0,,-3652554447.0,,,,,,,0.24,,3534500305.0,,,,,,,,,,,,,,,,,,
1222732800,,,99149948.0,651479668.0,,,-306360045.0,,,201862850.0,109234294.0,,,,60677028.0,198000000.0,60677028.0,,,,,,,-4258037.0,10645093.0,,78773685.0,,5620608899.0,,,589738131.0,,,2102405791.0,-1064509.0,,,-409293.0,,,0.31,15920838.0,392803917.0,,468384075.0,173515010.0,,,49867698.0,,,,,,,198000000.0,,,0.0,,-104497195.0,,,,,,,,,,,,7406855440.0,6593570364.0,60677028.0,,,842026826.0,39386843.0,,,65999574.0,65999574.0,,,,,,,,,,,,398126464.0,,-129870130.0,,465190547.0,,26799937.0,,,,,,,,,,,4652969981.0,,,,,,,,790930381.0,,124547584.0,,9362358952.0,-292123182.0,65999574.0,,,,,91220189.0,,,-58045981.0,,,232063019.0,,,,648286140.0,,,,71322121.0,,,273578880.0,,,,,,2280178838.0,,1527570790.0,,,10060511.0,,813285076.0,,,,,,200127742.0,,-3741750053.0,,,,,,,0.31,,3125399191.0,,,,,,,,,,,,,,,,,,
1230681600,,596163186.0,-30236923.0,525740651.0,,,-311432033.0,,1.18,428161497.0,-498330701.0,2509713453.0,2121175328.0,,95036016.0,,95036016.0,-581593006.0,,,,,50995629.0,-7549278.0,-5672299.0,,50995629.0,,6021126761.0,1642787761.0,688440991.0,596163186.0,541525012.0,,2121175328.0,-1214182.0,,,731559.0,0.0,1038125304.0,,-16117312.0,398063389.0,,541525012.0,222195240.0,,,65999574.0,6021126761.0,60709082.0,,,530597377.0,,,,981058766.0,0.0,3109519184.0,116729464.0,-104419621.0,1.18,394609034.0,,199000000.0,-1214182.0,49781447.0,49781447.0,-467459932.0,,,7814473045.0,6901408451.0,95036016.0,,,687226809.0,39383741.0,,3193297717.0,49781447.0,49781447.0,682370083.0,,9918649830.0,,258620689.0,,,,,,-3897523069.0,409986772.0,,60709082.0,-47306.0,682370083.0,,179182655.0,,,,-1006556581.0,,,-129917436.0,525740651.0,1085478388.0,,4836085478.0,,235551238.0,,49781447.0,,,,808050161.0,,125019348.0,,9918649830.0,44338440.0,49781447.0,222195240.0,-1214182.0,,913064594.0,-96238048.0,,,-49611870.0,1214182.0,155415250.0,259321486.0,235551238.0,-89849442.0,,688440991.0,14570180.0,31568723.0,,89363717.0,,1616075765.0,284967424.0,6901408451.0,210053424.0,,,,2509713453.0,,1642787761.0,,,350964155.0,4836085478.0,913064594.0,,23069451.0,,7814473045.0,235551238.0,270762506.0,687226809.0,-3897523069.0,50995629.0,270762506.0,,1493443419.0,-12141816.0,,,-212481787.0,3193297717.0,199000000.0,,,,,,,,,,,,,,,,,
1238457600,,,0.0,55000000.0,307000000.0,,-131000000.0,,,83000000.0,-148000000.0,,,,56000000.0,198000000.0,42000000.0,,,,,,,8000000.0,4000000.0,,57000000.0,,6104000000.0,,,602000000.0,,,2166000000.0,333000000.0,,296000000.0,0.0,,,0.21,-1000000.0,375000000.0,,338000000.0,,207000000.0,121000000.0,50000000.0,,,,,,,198000000.0,,,0.0,,-48000000.0,,,,,,,,,,,,7878000000.0,7005000000.0,42000000.0,,,622000000.0,33000000.0,,,49000000.0,345000000.0,,,,,,,-13000000.0,,,,,381000000.0,,242000000.0,,434000000.0,19000000.0,-108000000.0,,,,,,,,,,,4729000000.0,,,,,,,,756000000.0,,85000000.0,12000000.0,10128000000.0,63000000.0,49000000.0,,,,,-5000000.0,,,-70000000.0,,,200000000.0,,,,673000000.0,,,,46000000.0,3210000000.0,,296000000.0,,,,,,2682000000.0,,1519000000.0,-78000000.0,145000000.0,206000000.0,,873000000.0,,,,,,0.0,,-4024000000.0,,,,,,,0.21,,126000000.0,,,,,,,,,,,,,,,,,,
1246320000,,,-33000000.0,79000000.0,195000000.0,,-281000000.0,,,57000000.0,304000000.0,,,,-16000000.0,198000000.0,-6000000.0,,,,,,,3000000.0,-20000000.0,,90000000.0,,6170000000.0,,,599000000.0,,,2786000000.0,201000000.0,,268000000.0,0.0,,,-0.03,5000000.0,239000000.0,,302000000.0,,182000000.0,122000000.0,49000000.0,,,,,,,198000000.0,,,0.0,,-224000000.0,,,,,,,,,,,,7807000000.0,6968000000.0,-6000000.0,,,245000000.0,33000000.0,,,54000000.0,322000000.0,,,,,,,6000000.0,,,,,346000000.0,,179000000.0,,392000000.0,-23000000.0,-37000000.0,,,,,,,,,,,4762000000.0,,,,,,,,585000000.0,,14000000.0,4000000.0,10237000000.0,-355000000.0,54000000.0,,,,,-9000000.0,,,-41000000.0,,,129000000.0,,,,610000000.0,,,,-26000000.0,3803000000.0,,332000000.0,,,,,,2557000000.0,,959000000.0,60000000.0,138000000.0,-109000000.0,,839000000.0,,,,,,30000000.0,,-4067000000.0,,,,,,,-0.03,,132000000.0,,,,,,,,,,,,,,,,,,
1254268800,,,328000000.0,30000000.0,206000000.0,,-269000000.0,,,194000000.0,110000000.0,,,,85000000.0,198000000.0,66000000.0,,,,,,,1000000.0,16000000.0,,91000000.0,,6251000000.0,,,618000000.0,,,2860000000.0,207000000.0,,170000000.0,,,,0.34,32000000.0,286000000.0,,365000000.0,,161000000.0,116000000.0,54000000.0,,,,,,,198000000.0,,,0.0,,-75000000.0,,,,,,,,,,,,7870000000.0,7040000000.0,66000000.0,,,240000000.0,39000000.0,,,86000000.0,256000000.0,,,,,,29000000.0,-16000000.0,,,,,380000000.0,,128000000.0,,458000000.0,4000000.0,16000000.0,,,,,,,,,,,4873000000.0,,,,,,,,666000000.0,,120000000.0,11000000.0,10357000000.0,-270000000.0,86000000.0,,,,,-11000000.0,,,-98000000.0,,,237000000.0,,,,618000000.0,,,,82000000.0,3889000000.0,,260000000.0,,,,,,2513000000.0,,984000000.0,-2000000.0,133000000.0,11000000.0,,830000000.0,,,,,,26000000.0,,-4106000000.0,,,,,,,0.34,,279000000.0,,,,,,,,,,,,,,,,,,
1262217600,29000000.0,637000000.0,321000000.0,102000000.0,224000000.0,,-223000000.0,-23000000.0,0.9,246000000.0,787000000.0,2929000000.0,4411000000.0,,52000000.0,,79000000.0,-1598000000.0,-42000000.0,493000000.0,,,90000000.0,-23000000.0,15000000.0,,90000000.0,434000000.0,7578000000.0,843000000.0,634000000.0,637000000.0,421000000.0,,4411000000.0,163000000.0,,144000000.0,,0.0,580000000.0,,-4000000.0,328000000.0,333000000.0,421000000.0,,333000000.0,134000000.0,86000000.0,7578000000.0,126000000.0,,,378000000.0,,,-796000000.0,839000000.0,0.0,2770000000.0,23000000.0,-38000000.0,0.9,59000000.0,,201000000.0,163000000.0,82000000.0,226000000.0,1053000000.0,,,9762000000.0,8924000000.0,79000000.0,,,31000000.0,42000000.0,,464000000.0,82000000.0,226000000.0,521000000.0,,11721000000.0,,196000000.0,0.0,0.0,10000000.0,,,-4143000000.0,435000000.0,224000000.0,126000000.0,0.0,521000000.0,21000000.0,-20000000.0,,,,-904000000.0,,,0.0,102000000.0,1164000000.0,,6355000000.0,,181000000.0,,82000000.0,114000000.0,,,763000000.0,,159000000.0,10000000.0,11721000000.0,-1036000000.0,82000000.0,,32000000.0,,838000000.0,32000000.0,,5512000000.0,-75000000.0,21000000.0,150000000.0,270000000.0,181000000.0,616000000.0,144000000.0,634000000.0,398000000.0,-324000000.0,,94000000.0,5512000000.0,1542000000.0,276000000.0,8924000000.0,-149000000.0,,,,2929000000.0,,843000000.0,-776000000.0,434000000.0,-49000000.0,6355000000.0,838000000.0,,15000000.0,,9762000000.0,181000000.0,27000000.0,31000000.0,-4143000000.0,50000000.0,27000000.0,,1228000000.0,7000000.0,-766000000.0,,-284000000.0,464000000.0,201000000.0,,,,,,,,,,,,,,,,,
1269993600,,,-32000000.0,109000000.0,302000000.0,,-126000000.0,,,174000000.0,-118000000.0,,,,89000000.0,219000000.0,67000000.0,,,,,,,3000000.0,17000000.0,,76000000.0,,7536000000.0,,,660000000.0,,,4316000000.0,238000000.0,,217000000.0,1000000.0,,,0.31,2000000.0,322000000.0,,311000000.0,,321000000.0,110000000.0,82000000.0,,,,,,,219000000.0,,,0.0,,48000000.0,,,,,,,,,,,,9707000000.0,8906000000.0,67000000.0,,,32000000.0,57000000.0,,,84000000.0,301000000.0,,,,,,0.0,,,100000000.0,,,404000000.0,,218000000.0,,389000000.0,11000000.0,-16000000.0,,,,,,,,,,,6208000000.0,,,,,,,,726000000.0,,134000000.0,12000000.0,11754000000.0,-53000000.0,84000000.0,,,12000000.0,,-3000000.0,,,-59000000.0,,,251000000.0,,,,638000000.0,,,,84000000.0,5417000000.0,,270000000.0,,,,,,3030000000.0,,791000000.0,-329000000.0,431000000.0,71000000.0,,801000000.0,,,,,,32000000.0,,-4218000000.0,,,,,,,0.31,,298000000.0,,,,,,,,,,,,,,,,,,
1277856000,,,-14000000.0,107000000.0,265000000.0,,-283000000.0,,,98000000.0,207000000.0,,,,22000000.0,219000000.0,51000000.0,,,,,,,-7000000.0,-36000000.0,,103000000.0,,7742000000.0,,,654000000.0,,,4483000000.0,183000000.0,,213000000.0,3000000.0,,,0.23,-41000000.0,229000000.0,,372000000.0,,319000000.0,122000000.0,84000000.0,,,,,,,219000000.0,,,0.0,,-185000000.0,,,,,,,,,,,,9964000000.0,9069000000.0,51000000.0,,,254000000.0,61000000.0,,,43000000.0,256000000.0,,,,,,0.0,,,-46000000.0,,,353000000.0,,172000000.0,,443000000.0,6000000.0,-86000000.0,,,,,,,,,,,6528000000.0,,,,,,,,582000000.0,,55000000.0,5000000.0,11716000000.0,-344000000.0,43000000.0,,,-21000000.0,,-1000000.0,,,-64000000.0,,,198000000.0,,,,625000000.0,,,,15000000.0,5554000000.0,,298000000.0,,,,,,2975000000.0,,974000000.0,282000000.0,434000000.0,-62000000.0,,895000000.0,,,,,,28000000.0,,-3974000000.0,,,,,,,0.23,,270000000.0,,,,,,,,,,,,,,,,,,
1285804800,,,-6000000.0,112000000.0,335000000.0,,-184000000.0,,,230000000.0,-72000000.0,,,,50000000.0,220000000.0,38000000.0,,,,,,,1000000.0,4000000.0,,69000000.0,,7789000000.0,,,655000000.0,,,4428000000.0,238000000.0,,289000000.0,-3000000.0,,,0.17,37000000.0,320000000.0,,361000000.0,,311000000.0,130000000.0,43000000.0,,,,,,,220000000.0,,,0.0,,46000000.0,,,,,,,,,,,,10095000000.0,9177000000.0,38000000.0,,,256000000.0,63000000.0,,,80000000.0,369000000.0,,,,,,0.0,,,7000000.0,,,380000000.0,,278000000.0,,406000000.0,2000000.0,46000000.0,,,,,,,,,,,6584000000.0,,,,,,,,700000000.0,,98000000.0,6000000.0,11865000000.0,-126000000.0,80000000.0,,,28000000.0,,6000000.0,,,-46000000.0,,,235000000.0,,,,600000000.0,,,,42000000.0,5527000000.0,,282000000.0,,,,,,3072000000.0,,1057000000.0,-17000000.0,432000000.0,58000000.0,,918000000.0,,,,,,32000000.0,,-4076000000.0,,,,,,,0.17,,291000000.0,,,,,,,,,,,,,,,,,,
1293753600,0.0,630000000.0,-7000000.0,187000000.0,208000000.0,,-197000000.0,-29000000.0,1.0,309000000.0,-130000000.0,3177000000.0,3979000000.0,,79000000.0,,63000000.0,-720000000.0,31000000.0,490000000.0,,,53000000.0,-83000000.0,16000000.0,,53000000.0,517000000.0,7577000000.0,1173000000.0,533000000.0,630000000.0,428000000.0,,3979000000.0,199000000.0,,265000000.0,0.0,293000000.0,811000000.0,,-22000000.0,331000000.0,304000000.0,428000000.0,,304000000.0,128000000.0,80000000.0,7577000000.0,140000000.0,,,497000000.0,,,-431000000.0,888000000.0,293000000.0,2819000000.0,112000000.0,-79000000.0,1.0,78000000.0,,219000000.0,199000000.0,58000000.0,323000000.0,-113000000.0,,,9893000000.0,9033000000.0,62000000.0,,,256000000.0,-3000000.0,,126000000.0,58000000.0,323000000.0,503000000.0,,11706000000.0,,220000000.0,0.0,,8000000.0,-70000000.0,,-4129000000.0,480000000.0,208000000.0,140000000.0,,503000000.0,9000000.0,84000000.0,,,,-790000000.0,,,0.0,187000000.0,1120000000.0,,6281000000.0,,240000000.0,,58000000.0,-9000000.0,,,811000000.0,,210000000.0,8000000.0,11706000000.0,-197000000.0,58000000.0,,-24000000.0,12000000.0,860000000.0,-61000000.0,,5108000000.0,-47000000.0,28000000.0,178000000.0,204000000.0,218000000.0,-59000000.0,265000000.0,533000000.0,1000000.0,21000000.0,,79000000.0,5108000000.0,1617000000.0,270000000.0,9033000000.0,28000000.0,,,,3177000000.0,,1173000000.0,-367000000.0,517000000.0,11000000.0,6281000000.0,860000000.0,,1000000.0,,9893000000.0,219000000.0,27000000.0,256000000.0,-4129000000.0,82000000.0,27000000.0,,1202000000.0,-59000000.0,0.0,,-216000000.0,126000000.0,219000000.0,,,,,,,,,,,,,,,,,
1301529600,,,-17000000.0,101000000.0,349000000.0,,-92000000.0,,,147000000.0,-29000000.0,,,,221000000.0,221000000.0,208000000.0,,,,,,,1000000.0,92000000.0,,85000000.0,,7234000000.0,,,529000000.0,,,3793000000.0,231000000.0,,247000000.0,1000000.0,,,0.92,5000000.0,210000000.0,,299000000.0,,284000000.0,127000000.0,35000000.0,,,,,,,221000000.0,,,293000000.0,,55000000.0,,,,,,,,,,,,9425000000.0,8620000000.0,204000000.0,,,234000000.0,49000000.0,,,40000000.0,287000000.0,,,,,,,,,109000000.0,,,608000000.0,,-24000000.0,,325000000.0,89000000.0,-79000000.0,,,,,,,,,,,5860000000.0,,,,,,,,818000000.0,,359000000.0,7000000.0,11052000000.0,-112000000.0,40000000.0,,,-33000000.0,,-211000000.0,,,-51000000.0,,,489000000.0,,,,635000000.0,,,,313000000.0,4996000000.0,,249000000.0,,,,,,3134000000.0,,864000000.0,-2000000.0,447000000.0,-21000000.0,,805000000.0,,,,,,95000000.0,,-3818000000.0,,,,,,,0.92,,406000000.0,,,,,,,,,,,,,,,,,,
1309392000,,,-22000000.0,193000000.0,185000000.0,,-110000000.0,,,144000000.0,-41000000.0,,,,22000000.0,222000000.0,15000000.0,,,,,,,-5000000.0,-6000000.0,,112000000.0,,7243000000.0,,,531000000.0,,,4051000000.0,198000000.0,,301000000.0,0.0,,,0.05,-2000000.0,187000000.0,,403000000.0,,281000000.0,130000000.0,40000000.0,,,,,,,222000000.0,,,293000000.0,,34000000.0,,,,,,,,,,,,9491000000.0,8573000000.0,12000000.0,,,10000000.0,48000000.0,,,38000000.0,339000000.0,,,,,,,,,-106000000.0,,,328000000.0,,-56000000.0,,350000000.0,-15000000.0,-82000000.0,,,,,,,,,,,6041000000.0,,,,,,,,515000000.0,,67000000.0,3000000.0,11179000000.0,-107000000.0,38000000.0,,,-25000000.0,,85000000.0,,,-51000000.0,,,194000000.0,,,,582000000.0,,,,16000000.0,5342000000.0,,261000000.0,,,,,,3066000000.0,,699000000.0,-228000000.0,447000000.0,-28000000.0,,918000000.0,,,,,,35000000.0,,-3936000000.0,,,,,,,0.05,,165000000.0,,,,,,,,,,,,,,,,,,
1317340800,,,-3000000.0,85000000.0,310000000.0,,-132000000.0,,,212000000.0,-2000000.0,,,,61000000.0,223000000.0,54000000.0,,,,,,,11000000.0,9000000.0,,99000000.0,,7296000000.0,,,506000000.0,,,3946000000.0,178000000.0,,359000000.0,,,,0.22,28000000.0,258000000.0,,483000000.0,,279000000.0,126000000.0,38000000.0,,,,,,,223000000.0,,,293000000.0,,80000000.0,,,,,,,,,,,,9709000000.0,8642000000.0,50000000.0,,,320000000.0,55000000.0,,,66000000.0,425000000.0,,,,,,,,,-76000000.0,,,371000000.0,,-70000000.0,,448000000.0,5000000.0,44000000.0,,,,,,,,,,,6275000000.0,,,,,,,,629000000.0,,111000000.0,10000000.0,11380000000.0,-182000000.0,66000000.0,,,18000000.0,,2000000.0,,,-52000000.0,,,251000000.0,,,,567000000.0,,,,70000000.0,5149000000.0,,260000000.0,,,,,,3054000000.0,,1126000000.0,-2000000.0,447000000.0,-51000000.0,,1067000000.0,,,,,,36000000.0,,-4084000000.0,,,,,,,0.22,,119000000.0,,,,,,,,,,,,,,,,,,
1325289600,0.0,491000000.0,145000000.0,189000000.0,193000000.0,,-149000000.0,,1.31,182000000.0,4000000.0,3269000000.0,3721000000.0,,39000000.0,,28000000.0,-615000000.0,-27000000.0,532000000.0,,,85000000.0,-13000000.0,11000000.0,,85000000.0,447000000.0,7288000000.0,1191000000.0,527000000.0,491000000.0,541000000.0,,3721000000.0,224000000.0,,391000000.0,268000000.0,562000000.0,694000000.0,,-17000000.0,292000000.0,283000000.0,541000000.0,,283000000.0,149000000.0,66000000.0,7288000000.0,-102000000.0,,,645000000.0,,,-234000000.0,1196000000.0,562000000.0,2663000000.0,33000000.0,-6000000.0,1.31,-177000000.0,,222000000.0,224000000.0,49000000.0,440000000.0,-67000000.0,,,9760000000.0,8636000000.0,24000000.0,,,316000000.0,63000000.0,,142000000.0,49000000.0,440000000.0,463000000.0,,11420000000.0,,449000000.0,,,22000000.0,-57000000.0,,-4132000000.0,409000000.0,193000000.0,-102000000.0,,463000000.0,1000000.0,-7000000.0,,,,-483000000.0,,,,189000000.0,1071000000.0,,6133000000.0,,343000000.0,,49000000.0,-130000000.0,,,701000000.0,,108000000.0,22000000.0,11420000000.0,-204000000.0,49000000.0,,14000000.0,13000000.0,1124000000.0,-185000000.0,,4942000000.0,-52000000.0,80000000.0,215000000.0,262000000.0,290000000.0,104000000.0,391000000.0,527000000.0,269000000.0,211000000.0,,50000000.0,4942000000.0,1716000000.0,301000000.0,8636000000.0,-115000000.0,,,,3269000000.0,,1191000000.0,-2000000.0,447000000.0,-67000000.0,6133000000.0,1124000000.0,,106000000.0,,9760000000.0,305000000.0,45000000.0,316000000.0,-4132000000.0,35000000.0,45000000.0,,947000000.0,-188000000.0,-7000000.0,,-206000000.0,142000000.0,222000000.0,,,,,,,,,,,,,,,,,
1333152000,,,19000000.0,210000000.0,187000000.0,,-143000000.0,,,183000000.0,-36000000.0,,,,109000000.0,225000000.0,96000000.0,,,,,,,-37000000.0,2000000.0,,86000000.0,,7257000000.0,,,489000000.0,,,3714000000.0,208000000.0,,363000000.0,0.0,,,0.4,-18000000.0,187000000.0,,436000000.0,,275000000.0,140000000.0,49000000.0,,,,,,,225000000.0,,,562000000.0,,40000000.0,,,,,,,,,,,,9623000000.0,8617000000.0,89000000.0,,,313000000.0,60000000.0,,,31000000.0,394000000.0,,,,,,,,,104000000.0,,,469000000.0,,-133000000.0,,362000000.0,3000000.0,-6000000.0,,,,,,,,,,,5996000000.0,,,,,,,,656000000.0,,206000000.0,19000000.0,11451000000.0,-165000000.0,31000000.0,,,-2000000.0,,-58000000.0,,,-53000000.0,,,311000000.0,,,,551000000.0,,,,111000000.0,4917000000.0,,263000000.0,,,,,,3282000000.0,,1079000000.0,-2000000.0,447000000.0,-22000000.0,,1006000000.0,,,,,,51000000.0,,-4194000000.0,,,,,,,0.4,,153000000.0,,,,,,,,,,,,,,,,,,
1341014400,,,-15000000.0,179000000.0,189000000.0,,-187000000.0,,,78000000.0,127000000.0,,,,-786000000.0,227000000.0,-791000000.0,,,,,,,-627000000.0,76000000.0,,99000000.0,,6891000000.0,,,412000000.0,,,3955000000.0,199000000.0,,287000000.0,1000000.0,,,-3.51,30000000.0,151000000.0,,465000000.0,,279000000.0,149000000.0,31000000.0,,,,,,,227000000.0,,,2897000000.0,,-109000000.0,,,,,,,,,,,,9083000000.0,8095000000.0,-797000000.0,,,320000000.0,64000000.0,,,61000000.0,348000000.0,,,,,,,-8000000.0,,-26000000.0,,,256000000.0,,-155000000.0,,613000000.0,78000000.0,132000000.0,,237000000.0,,,,,,,,,6308000000.0,,,,,,,,407000000.0,,-21000000.0,7000000.0,11186000000.0,-175000000.0,61000000.0,,,-13000000.0,,-6000000.0,,,-29000000.0,,,-497000000.0,,,,-312000000.0,,,0.0,-710000000.0,5042000000.0,,277000000.0,,,,,,2439000000.0,,1266000000.0,-3000000.0,447000000.0,20000000.0,,988000000.0,,,,,,36000000.0,,-4295000000.0,,,,,,,-3.51,,112000000.0,,,,,,,,,,,,,,,,,,
