date,quarterlyOperatingCashFlow,trailingInvestingCashFlow,annualPurchaseOfInvestment,quarterlyChangeInCashSupplementalAsReported,trailingSaleOfInvestment,quarterlyOtherNonCurrentLiabilities,annualInvestingCashFlow,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,annualNonCurrentDeferredRevenue,trailingPurchaseOfBusiness,annualTotalAssets,trailingNetIncome,annualNonCurrentDeferredTaxesLiabilities,quarterlyOtherCurrentLiabilities,annualOtherNonCashItems,annualStockholdersEquity,trailingPurchaseOfInvestment,quarterlyResearchAndDevelopment,annualLongTermDebt,annualBasicAverageShares,trailingStockBasedCompensation,annualDepreciationAndAmortization,quarterlyCurrentAccruedExpenses,annualCurrentLiabilities,quarterlyCommonStockIssuance,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyOtherShortTermInvestments,annualRetainedEarnings,annualInventory,quarterlyGoodwill,annualDilutedEPS,quarterlyInvestmentsAndAdvances,annualSaleOfInvestment,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,annualGoodwill,annualCommonStockIssuance,annualStockBasedCompensation,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyOtherIncomeExpense,annualCapitalStock,trailingChangeInWorkingCapital,quarterlyInventory,annualAccountsPayable,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualOtherIncomeExpense,annualTotalRevenue,quarterlyCashAndCashEquivalents,annualGainsLossesNotAffectingRetainedEarnings,trailingOperatingIncome,trailingGrossProfit,annualOperatingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,annualNetPPE,annualDilutedAverageShares,annualOtherIntangibleAssets,annualOtherShortTermInvestments,annualCashCashEquivalentsAndMarketableSecurities,quarterlyDepreciationAndAmortization,annualEndCashPosition,quarterlyCapitalStock,annualCashFlowFromContinuingFinancingActivities,quarterlyDilutedEPS,quarterlyBeginningCashPosition,annualEbitda,quarterlyBasicEPS,trailingTotalRevenue,annualOperatingIncome,annualGrossPPE,annualNetOtherInvestingChanges,annualCashAndCashEquivalents,quarterlyChangesInAccountReceivables,trailingChangeInCashSupplementalAsReported,quarterlyInterestExpense,quarterlyCurrentDebt,trailingEndCashPosition,trailingPretaxIncome,quarterlyPurchaseOfInvestment,trailingCashFlowFromContinuingFinancingActivities,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,annualIncomeTaxPayable,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,annualInvestmentsAndAdvances,annualPretaxIncome,quarterlyOtherIntangibleAssets,quarterlyFreeCashFlow,quarterlyTotalNonCurrentAssets,quarterlyNetOtherFinancingCharges,annualOtherNonCurrentLiabilities,quarterlySaleOfInvestment,annualCapitalExpenditure,trailingDeferredIncomeTax,quarterlyIncomeTaxPayable,trailingSellingGeneralAndAdministration,quarterlyGrossPPE,trailingCapitalExpenditure,annualOtherNonCurrentAssets,annualSellingGeneralAndAdministration,annualAccumulatedDepreciation,quarterlyRepurchaseOfCapitalStock,annualDeferredIncomeTax,quarterlyChangeInWorkingCapital,annualRepurchaseOfCapitalStock,quarterlyAccountsPayable,trailingInterestExpense,trailingBeginningCashPosition,quarterlyDeferredIncomeTax,quarterlyNonCurrentDeferredRevenue,quarterlyBasicAverageShares,annualCurrentAssets,trailingNetIncomeContinuousOperations,trailingOperatingExpense,annualChangesInAccountReceivables,quarterlyOtherCurrentAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyStockBasedCompensation,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,annualNetOtherFinancingCharges,annualChangeInCashSupplementalAsReported,quarterlyNetOtherInvestingChanges,annualCurrentAccruedExpenses,annualOtherCurrentLiabilities,quarterlyEbitda,annualNetIncomeCommonStockholders,trailingNetOtherFinancingCharges,quarterlyChangeInAccountPayable,annualInterestExpense,annualRepaymentOfDebt,quarterlyInvestingCashFlow,trailingChangesInAccountReceivables,quarterlyEndCashPosition,trailingRepurchaseOfCapitalStock,quarterlyOperatingExpense,quarterlyChangeInInventory,quarterlyGrossProfit,quarterlyCurrentLiabilities,annualTotalNonCurrentAssets,quarterlyOtherNonCashItems,quarterlyCurrentDeferredRevenue,trailingChangeInAccountPayable,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,annualGrossProfit,trailingFreeCashFlow,quarterlyRepaymentOfDebt,annualTotalLiabilitiesNetMinorityInterest,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualTaxProvision,annualChangeInWorkingCapital,quarterlyPurchaseOfBusiness,quarterlyNetPPE,quarterlyPretaxIncome,annualOtherCurrentAssets,trailingCostOfRevenue,quarterlyTaxProvision,quarterlyRetainedEarnings,quarterlyTotalRevenue,annualNetIncomeContinuousOperations,quarterlyOperatingIncome,trailingDepreciationAndAmortization,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,annualChangeInInventory,trailingTaxProvision,annualBasicEPS,annualCurrentDebt,annualCurrentDeferredRevenue,quarterlyAccumulatedDepreciation,annualOperatingExpense,annualPurchaseOfBusiness,annualFreeCashFlow,trailingOtherNonCashItems,annualCostOfRevenue,annualBeginningCashPosition,annualNetIncome,quarterlyDilutedAverageShares,trailingBasicAverageShares,trailingOtherIncomeExpense,trailingCommonStockIssuance,annualResearchAndDevelopment,annualCashDividendsPaid,trailingBasicEPS,trailingDilutedEPS,trailingRepaymentOfDebt,quarterlyCashDividendsPaid,trailingNetOtherInvestingChanges,trailingChangeInInventory,trailingCashDividendsPaid,trailingResearchAndDevelopment,trailingDilutedAverageShares
1997-08-31,,-152652000.0,,,24822000.0,,,900000.0,900000.0,,-126070000.0,,363142000.0,,,,,-11165000.0,,,,27685000.0,,,,,,,,,,,,,,,,,,,,338959000.0,,,-142238000.0,,,,,,,,,419865000.0,814305000.0,,,,,,,,,,,,0.055,,,0.065,2759455000.0,,,,,,-8617000.0,,,421786000.0,413697000.0,,-190742000.0,,,,,900000.0,,,,,,,,,,6279000.0,,333688000.0,,-51939000.0,,,,,,,,,13150000.0,426221000.0,,,13846154.0,,364158000.0,394440000.0,,,,,363142000.0,,,,,,,10000000.0,,-135000.0,,,,,-26228000.0,,-213573000.0,,,,,,,,-2114000.0,,,,287020000.0,,,,,,,,,,1945150000.0,,,10000000.0,,10000000.0,83619000.0,,,,49539000.0,,,,,,,,1451000.0,,,,16363636.0,,,,,,,,,,,,,,
1997-11-30,,,,,,,,900000.0,900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.055,,,0.065,,,,,,,,,,,,,,,,,,900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,13846154.0,,,,,,,,,,,,,,,10000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000000.0,,10000000.0,,,,,,,,,,,,,,,,,16363636.0,,,,,,,,,,,,,,
1998-02-28,,,,,,,,900000.0,900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.055,,,0.065,,,,,,,,,,,,,,,,,,900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,13846154.0,,,,,,,,,,,,,,,10000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000000.0,,10000000.0,,,,,,,,,,,,,,,,,16363636.0,,,,,,,,,,,,,,
1998-05-31,,,,,,,,1200000.0,1200000.0,,,,,,,,,,,,13928571.0,,,,,,,,,,,,0.245,,,,,,,,,,,,,,,,,,42100000.0,,,,,,,,15918367.0,,,,,,,,,,42100000.0,,,42100000.0,,,,,,,,,,,,,,,,1200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12100000.0,3900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12100000.0,3900000.0,12100000.0,,,,,,0.28,,,,,,,,,,3900000.0,,,,,,,,,,,,,,,
1998-08-31,,,,,,,,1900000.0,1900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.085,,,0.09,,,,,,,,,,,,,,,,,,1900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,21111111.0,,,,,,,,,,,,,,,12800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12800000.0,,12800000.0,,,,,,,,,,,,,,,,,22352941.0,,,,,,,,,,,,,,
1998-11-30,,,,,,,,1900000.0,1900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,,,0.095,,,,,,,,,,,,,,,,,,1900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,20000000.0,,,,,,,,,,,,,,,13700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13700000.0,,13700000.0,,,,,,,,,,,,,,,,,21111111.0,,,,,,,,,,,,,,
1999-02-28,,,,,,,,2100000.0,2100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.095,,,0.105,,,,,,,,,,,,,,,,,,2100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,20000000.0,,,,,,,,,,,,,,,14700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14700000.0,,14700000.0,,,,,,,,,,,,,,,,,22105263.0,,,,,,,,,,,,,,
1999-05-31,,,-35900000.0,,,700000.0,-45300000.0,1600000.0,1600000.0,,,93800000.0,,,18200000.0,-200000.0,70300000.0,,,500000.0,20000000.0,,2000000.0,,22300000.0,,,,35900000.0,17900000.0,,,0.34,,,500000.0,,,100000.0,,,,,800000.0,,,1000000.0,,1200000.0,0.0,55800000.0,12000000.0,-1100000.0,,,1500000.0,47900000.0,15600000.0,22058824.0,,35900000.0,47900000.0,,12000000.0,800000.0,2200000.0,,,8500000.0,,,6500000.0,19800000.0,0.0,12000000.0,,,,3100000.0,,,,,23500000.0,0.0,,93800000.0,1600000.0,,9100000.0,,,15600000.0,,700000.0,,-9400000.0,,,,19800000.0,,0.0,18000000.0,-4200000.0,,400000.0,,,1000000.0,,,,,,78200000.0,,,,1900000.0,-1100000.0,,,70300000.0,2900000.0,-42100000.0,,,18200000.0,-34800000.0,7500000.0,,,100000.0,,,,,,,,,22300000.0,15600000.0,,,,78200000.0,,26500000.0,,,23500000.0,1200000.0,1600000.0,-8200000.0,,15600000.0,,1900000.0,,,17900000.0,14500000.0,7500000.0,-34800000.0,,,,,,0.375,3100000.0,,-4200000.0,20000000.0,,-7900000.0,,29300000.0,54000000.0,7500000.0,,,,,,,,,,,,,,,
1999-08-31,5700000.0,,,3700000.0,,800000.0,,1600000.0,1600000.0,,,,,,20800000.0,,,,,,,,,,,,,8800000.0,35900000.0,,,,,,,400000.0,,,,,,,0.0,,,,,,,,,15700000.0,,,,,51600000.0,,,,,,700000.0,,800000.0,,0.075,12000000.0,,0.08,,,,,,,,500000.0,100000.0,,,,,23900000.0,0.0,,95800000.0,1600000.0,,,,4300000.0,16300000.0,-600000.0,,,,,,,20500000.0,,,,,,,3200000.0,,1800000.0,,,,,20000000.0,,,,,2100000.0,-1100000.0,,,71900000.0,,,0.0,,,2200000.0,,,,,,-1400000.0,,15700000.0,,6700000.0,,8200000.0,22700000.0,,200000.0,,,79500000.0,6000000.0,,,,,1200000.0,,,,16300000.0,2000000.0,,,400000.0,19600000.0,17000000.0,,1500000.0,,-1400000.0,-600000.0,,,,,,-4200000.0,,,,,,,,21333333.0,,,,,,,,,,,,,,
1999-11-30,2800000.0,,,-900000.0,,700000.0,,1900000.0,1900000.0,,,,,,23500000.0,,,,,,,,,,,,,9300000.0,35900000.0,,,,,,,400000.0,,,,,,,100000.0,,,,,,,,,14800000.0,,,,,50700000.0,,,,,,700000.0,,800000.0,,0.085,15700000.0,,0.09,,,,,,,,600000.0,600000.0,,,,,26600000.0,0.0,,99900000.0,1900000.0,,,,1300000.0,16800000.0,500000.0,,,,,,,21000000.0,,,,,,,400000.0,,1400000.0,,,,,21111111.0,,,,,2600000.0,-1500000.0,,,73300000.0,,,0.0,,,2500000.0,,,,,,-1500000.0,,14800000.0,,6800000.0,,8600000.0,25500000.0,,-300000.0,,,83100000.0,6100000.0,,,,,1100000.0,,,,16800000.0,2500000.0,,,600000.0,21400000.0,17900000.0,,1800000.0,,-1500000.0,-2000000.0,,,,,,-4200000.0,,,,,,,,22352941.0,,,,,,,,,,,,,,
2000-02-29,7424000.0,,,1841000.0,,55000.0,,12000.0,12000.0,,,,,,26576000.0,,,,,,,,,,,,,10836000.0,39845000.0,,,,,,,940000.0,,,,,,,-1617000.0,,,,,,,,,16994000.0,,,,,56839000.0,,,,,,874000.0,,850000.0,,0.000509,14800000.0,,0.000541,,,,,,,,9000.0,1052000.0,,,,,30707000.0,0.0,,106007000.0,12000.0,,,,6239000.0,17337000.0,-118000.0,,,,,,,21537000.0,,,,,,,6241000.0,,2084000.0,,,,,22173612.0,,,,,5640000.0,-1822000.0,,,75300000.0,,,-4506000.0,,,3159000.0,,,,,,-5691000.0,,16994000.0,,7611000.0,,9896000.0,29712000.0,,,,,88670000.0,6737000.0,,,,,995000.0,,,,17337000.0,1441000.0,,,1429000.0,22800000.0,20732000.0,,2285000.0,,-1185000.0,346000.0,,,,,,-4200000.0,,,,,,,,23585012.0,,,,,,,,,,,,,,
2000-05-31,-7522000.0,,-21413000.0,9558000.0,,37000.0,7661000.0,2340000.0,2340000.0,,,100118000.0,,,18336000.0,,77053000.0,,,858000.0,11050556.0,,3227000.0,,22170000.0,-1000.0,,11630000.0,21405000.0,23610000.0,,,0.51,,35936000.0,858000.0,,,8000.0,,,,0.0,851000.0,,,1920000.0,,895000.0,-1617000.0,80767000.0,26552000.0,-3073000.0,,,8402000.0,47957000.0,17008000.0,11824359.0,2978000.0,21405000.0,47957000.0,953000.0,26552000.0,851000.0,-1428000.0,,16994000.0,11375000.0,,,8148000.0,24134000.0,648000.0,26552000.0,,,-6000.0,1914000.0,,,-20816000.0,,23065000.0,0.0,,100118000.0,2340000.0,,9190000.0,2978000.0,-10947000.0,19986000.0,-18000.0,37000.0,,-7510000.0,,,,24134000.0,,0.0,27348000.0,-7126000.0,,487000.0,-11326000.0,,1920000.0,,,486000.0,,,80132000.0,,,,2122000.0,-3073000.0,,,77053000.0,-236000.0,14199000.0,4557000.0,,18336000.0,3322000.0,6068000.0,,,116000.0,,16252000.0,,26552000.0,,8400000.0,,10769000.0,22170000.0,19986000.0,,,,80132000.0,7447000.0,38723000.0,,,23065000.0,895000.0,3122000.0,-1485000.0,,17008000.0,3059000.0,2122000.0,,719000.0,23610000.0,22399000.0,6068000.0,2369000.0,,-3425000.0,826000.0,,,0.55,1914000.0,,-7126000.0,30575000.0,,892000.0,,42044000.0,12353000.0,6068000.0,,,,,,,,,,,,,,,
2000-08-31,-4722000.0,,,-11918000.0,,355000.0,,2491000.0,2491000.0,,,,,,22945000.0,,,,,,,,,,,,,14554000.0,34323000.0,,,,,,,828000.0,,,,,,,0.0,,,324000.0,,,,,,14634000.0,,,,,48957000.0,,,,,,1164000.0,,851000.0,,0.105,26552000.0,,0.11,,,,,,,,83000.0,9772000.0,,,-12918000.0,,37627000.0,0.0,,116991000.0,2491000.0,,,4367000.0,-6158000.0,23036000.0,318000.0,,,,,,,25795000.0,,,,,,,-8385000.0,,3727000.0,,,,,22307338.0,,,,,2993000.0,-3363000.0,,,79254000.0,,,0.0,,,3495000.0,,,,,,-15344000.0,,14634000.0,,9422000.0,-24000.0,11753000.0,36444000.0,,,,,93955000.0,8258000.0,,,,,1183000.0,,,,18669000.0,2986000.0,,,495000.0,26101000.0,26307000.0,,2331000.0,,-1436000.0,8171000.0,,,,,,-7126000.0,,,,,,,,23773240.0,,,,,,,,,,,,,,
2000-11-30,5218000.0,,,-2745000.0,,306000.0,,2653000.0,2653000.0,,,,,,23937000.0,,,,,,,,,,,,,15856000.0,34323000.0,,,,,,,746000.0,,,,,,,0.0,,,237000.0,,,,,,11889000.0,,,,,46212000.0,,,,,,1161000.0,,814000.0,,0.11,14634000.0,,0.12,,,,,,,,164000.0,3257000.0,,,0.0,,31029000.0,0.0,,110866000.0,2653000.0,,,3942000.0,4267000.0,21816000.0,-49000.0,,,,,,,25000000.0,,,,,,,1395000.0,,2783000.0,,,,,22539632.0,,,,,4410000.0,-5616000.0,,,79717000.0,,,0.0,,,3749000.0,,,,,,-1100000.0,,11889000.0,,10133000.0,87000.0,12721000.0,29977000.0,,,,,89050000.0,8972000.0,,,,,1052000.0,,,,17874000.0,3208000.0,,,555000.0,28754000.0,28577000.0,,2588000.0,,-951000.0,-6470000.0,,,,,,-7126000.0,,,,,,,,23786472.0,,,,,,,,,,,,,,
2001-02-28,4911000.0,,,-2158000.0,,739000.0,,2782000.0,2782000.0,,,,,,27595000.0,,,,,,,,,,,276000.0,19223000.0,16192000.0,37441000.0,,,,,,,297000.0,,,,,,,-1289000.0,,,,,,,,,9731000.0,,,,,47172000.0,,,,,,1287000.0,,816000.0,,0.115,11889000.0,,0.125,,,,,,,,77000.0,55000.0,,,-6073000.0,,31864000.0,0.0,,116243000.0,2782000.0,,,4002000.0,2465000.0,23611000.0,-62000.0,,,,,,,19609000.0,,,,,,,789000.0,,3178000.0,,,,,22684318.0,,,,,18783000.0,-4012000.0,,,84379000.0,,,0.0,,,5363000.0,,,,,,-5632000.0,,9731000.0,,9468000.0,,13542000.0,30828000.0,,,,,92632000.0,9468000.0,,,,,1036000.0,,,,19609000.0,3450000.0,,,668000.0,31536000.0,29734000.0,,4074000.0,,-2446000.0,-1464000.0,,,,,,,,,,,,,,23939092.0,,,,,,,,,,,,,,
2001-05-31,-6977000.0,,-18991000.0,1448000.0,,627000.0,-22573000.0,3052000.0,3052000.0,,,128967000.0,,,15313000.0,,86580000.0,,,253000.0,11292610.0,,4963000.0,11441000.0,41507000.0,103000.0,29474000.0,17219000.0,35941000.0,34588000.0,,,0.92,,4455000.0,253000.0,,,489000.0,,29474000.0,,3635000.0,819000.0,,,3488000.0,,880000.0,0.0,116163000.0,11179000.0,-5364000.0,,,-1570000.0,47120000.0,19671000.0,11943849.0,6642000.0,35941000.0,47120000.0,1351000.0,11179000.0,819000.0,9563000.0,,9731000.0,16051000.0,,,11076000.0,31032000.0,555000.0,11179000.0,,,85000.0,11265000.0,,,0.0,,42387000.0,0.0,,128967000.0,3052000.0,,13595000.0,6642000.0,-8833000.0,26313000.0,-422000.0,627000.0,1500000.0,-6689000.0,,,,31032000.0,,0.0,36312000.0,-11361000.0,,-38000.0,-11361000.0,,3488000.0,,,,,,102654000.0,,,,2285000.0,-5364000.0,,,86580000.0,-215000.0,-15373000.0,555000.0,11441000.0,15313000.0,1088000.0,10978000.0,,,426000.0,,-497000.0,,11179000.0,,14589000.0,,14326000.0,41507000.0,26313000.0,,,,102654000.0,9614000.0,52363000.0,,,42387000.0,880000.0,2617000.0,-17562000.0,,19671000.0,3951000.0,2285000.0,,899000.0,34588000.0,31545000.0,10978000.0,-263000.0,,-1856000.0,9326000.0,,,0.97,11265000.0,,-11361000.0,41287000.0,,-8259000.0,,63800000.0,26552000.0,10978000.0,,,,,,,,,,,,,,,
2001-08-31,7253000.0,,,10954000.0,,636000.0,,3330000.0,3330000.0,,,,,,26010000.0,,,,,,,,,,,1899000.0,23590000.0,18939000.0,28977000.0,,,,,,,240000.0,,,,,,,0.0,,,,,,,,,22133000.0,,,,,51110000.0,,,,,,1445000.0,,830000.0,,0.135,11179000.0,,0.145,,,,,,,,201000.0,10352000.0,,,,,41131000.0,0.0,,135223000.0,3330000.0,,,6810000.0,5240000.0,27688000.0,-17000.0,,6965000.0,,,,,32239000.0,,,,,,,2473000.0,,3893000.0,,,,,22998622.0,,,,,2972000.0,-3446000.0,,,94092000.0,,,-2591000.0,,,5551000.0,,,,,,2361000.0,,22133000.0,,13177000.0,-1000.0,17280000.0,40255000.0,,,,,107535000.0,11729000.0,,,,,876000.0,,,,20878000.0,4447000.0,,,1117000.0,37918000.0,36219000.0,,4103000.0,,-2013000.0,938000.0,,,,,,-11361000.0,,,,,,,,24520634.0,,,,,,,,,,,,,,
2001-11-30,9959000.0,,,17562000.0,,,,3457000.0,3457000.0,,,,,,34692000.0,,,,,,,,,,,168000.0,34585000.0,20575000.0,18524000.0,,,,,,,,,,,,,,0.0,,,,,,,,,39695000.0,,,,,58219000.0,,,,,,1426000.0,,834000.0,,0.14,22133000.0,,0.15,,,,,,,,131000.0,11373000.0,,,,,51972000.0,0.0,,148319000.0,3457000.0,,,6841000.0,6247000.0,29627000.0,-14000.0,,10452000.0,,,,,34147000.0,,,,,,,5076000.0,,5300000.0,,,,,23335008.0,,,,,3274000.0,-4816000.0,,,96347000.0,,,0.0,,,5835000.0,,,,,,6740000.0,,39695000.0,,12789000.0,,17194000.0,51365000.0,,,,,118692000.0,11359000.0,,,,,607000.0,,,,22786000.0,4640000.0,,,1183000.0,41375000.0,37769000.0,,4405000.0,,-3712000.0,934000.0,,,,,,-11361000.0,,,,,,,,24484926.0,,,,,,,,,,,,,,
2002-02-28,-905000.0,,,-7022000.0,,,,3598000.0,3598000.0,,,,,,34914000.0,,,,,,,,,,,238000.0,32713000.0,20932000.0,22509000.0,,,,,,,,,,,,,,0.0,,,,,,,,,32673000.0,,,,,55182000.0,,,,,,1434000.0,,834000.0,,0.145,39695000.0,,0.155,,,,,,,,86000.0,10222000.0,,,,,50511000.0,0.0,,150208000.0,3598000.0,,,6806000.0,-2418000.0,29289000.0,-27000.0,,8494000.0,,,,,33844000.0,,,,,,,-5972000.0,,4482000.0,,,,,23415956.0,,,,,5953000.0,-5302000.0,,,99697000.0,,,464000.0,,,6176000.0,,,,,,-5034000.0,,32673000.0,,14000000.0,,18638000.0,49618000.0,,,,,120919000.0,12462000.0,,,,,893000.0,,,,22483000.0,4923000.0,,,1325000.0,44973000.0,39570000.0,,4638000.0,,-1513000.0,-939000.0,,,,,,-11361000.0,,,,,,,,24459748.0,,,,,,,,,,,,,,
2002-05-31,962000.0,,-12478000.0,3618000.0,,,4814000.0,3815000.0,3815000.0,,,165794000.0,,,26627000.0,,107561000.0,,,,11656153.0,,5974000.0,13136000.0,57296000.0,369000.0,41306000.0,22925000.0,18551000.0,48788000.0,,,1.16,,29868000.0,,,,2674000.0,,41306000.0,,0.0,839000.0,,,5788000.0,,937000.0,0.0,156555000.0,36291000.0,-2414000.0,,,17269000.0,54842000.0,25482000.0,12241820.0,10093000.0,18551000.0,54842000.0,1669000.0,36291000.0,839000.0,2718000.0,,32673000.0,24233000.0,,,18213000.0,43119000.0,-2151000.0,36291000.0,,,69000.0,11745000.0,,,1000.0,,58233000.0,0.0,,165794000.0,3815000.0,,19329000.0,10093000.0,-2225000.0,35575000.0,-107000.0,,3957000.0,-10425000.0,,,,43119000.0,,0.0,48951000.0,-17637000.0,,19000.0,-4547000.0,,5788000.0,,,,,,130219000.0,,,,5183000.0,-2414000.0,,,107561000.0,-165000.0,25112000.0,-24000.0,13136000.0,26627000.0,6736000.0,14200000.0,,,487000.0,,747000.0,,36291000.0,,15005000.0,,20072000.0,57296000.0,35575000.0,,,,130219000.0,13401000.0,73184000.0,,,58233000.0,937000.0,5129000.0,-2970000.0,,25482000.0,5319000.0,5183000.0,,1504000.0,48788000.0,42997000.0,14200000.0,5067000.0,,-3187000.0,1785000.0,,,1.22,11745000.0,,-17637000.0,54971000.0,,6844000.0,,83371000.0,11179000.0,14200000.0,,,,,,,,,,,,,,,
2002-08-31,2035000.0,,,-3433000.0,,,,3973000.0,3973000.0,,,,,,37551000.0,,,,,,,,,,,26000.0,37844000.0,25425000.0,17117000.0,,,,,,,,,,,,,,0.0,,,,,,,,,32858000.0,,,,,49975000.0,,,,,,1565000.0,,839000.0,,0.165,36291000.0,,0.17,,,,,,,,84000.0,11067000.0,,,-4638000.0,,54040000.0,0.0,,166999000.0,3973000.0,,,10289000.0,-1095000.0,37998000.0,0.0,,6072000.0,,,,,45346000.0,,,,,,,-3507000.0,,4447000.0,,,,,23596708.0,,,,,4595000.0,-1015000.0,,,112959000.0,,,-3078000.0,,,6791000.0,,,,,,-4774000.0,,32858000.0,,16213000.0,,21434000.0,53065000.0,,,,,129001000.0,14643000.0,,,,,975000.0,,,,27709000.0,5407000.0,,,1434000.0,52761000.0,46859000.0,,5221000.0,,-3130000.0,-652000.0,,,,,,-17637000.0,,,,,,,,24295268.0,,,,,,,,,,,,,,
2002-11-30,7469000.0,,,-7594000.0,,,,4419000.0,4419000.0,,,,,,55538000.0,,,,,,,,,,,188000.0,47032000.0,28716000.0,10877000.0,,,,,,,,,,,,,,0.0,,,,,,,,,25264000.0,,,,,36141000.0,,,,,,1571000.0,,840000.0,,0.18,32858000.0,,0.185,,,,,,,,72000.0,8691000.0,,,-1000.0,,68457000.0,0.0,,186920000.0,4419000.0,,,20775000.0,3489000.0,51074000.0,0.0,,6241000.0,,,,,47936000.0,,,,,,,1479000.0,,3248000.0,,,,,23608690.0,,,,,5052000.0,-195000.0,,,118463000.0,,,4637000.0,,,7871000.0,,,,,,-12042000.0,,25264000.0,,18526000.0,,24819000.0,67477000.0,,,,,135846000.0,16948000.0,,,,,980000.0,,,,30299000.0,6366000.0,,,1947000.0,57180000.0,53535000.0,,6293000.0,,-3980000.0,-2887000.0,,,,,,-17637000.0,,,,,,,,24295404.0,,,,,,,,,,,,,,
2003-02-28,7059000.0,,,-3402000.0,,,,4597000.0,4597000.0,,,,,,69603000.0,,,,,,,,,,,227000.0,45337000.0,33366000.0,,,,,,,,,,,,,,,0.0,,,,,,,,,21862000.0,,,,,21862000.0,,,,,,1861000.0,,840000.0,,0.19,25264000.0,,0.195,,,,,,,,58000.0,10503000.0,,,0.0,,88694000.0,0.0,,215044000.0,4597000.0,,,41968000.0,3012000.0,77303000.0,-136000.0,,10877000.0,,,,,52972000.0,,,,,,,600000.0,,7184000.0,,,,,23637408.0,,,,,8886000.0,2868000.0,,,126350000.0,,,-4637000.0,,,8055000.0,,,,,,-12679000.0,,21862000.0,,19759000.0,,25945000.0,87290000.0,,,,,137741000.0,17890000.0,,,,,1404000.0,,,,35335000.0,6306000.0,,,1709000.0,61777000.0,59311000.0,,6186000.0,,-4047000.0,1903000.0,,,,,,-17637000.0,,,,,,,,24440532.0,,,,,,,,,,,,,,
