,trailingInvestingCashFlow,quarterlyOperatingCashFlow,annualPurchaseOfInvestment,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,annualInvestingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,trailingCashDividendsPaid,trailingPretaxIncome,annualNonCurrentDeferredRevenue,annualTotalAssets,trailingNetIncome,annualNonCurrentDeferredTaxesLiabilities,quarterlyOtherCurrentLiabilities,annualOtherNonCashItems,annualStockholdersEquity,annualLongTermDebt,quarterlyCurrentAccruedExpenses,annualDepreciationAndAmortization,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,annualRetainedEarnings,annualInventory,annualCurrentLiabilities,quarterlyGoodwill,quarterlyInvestmentsAndAdvances,annualGoodwill,quarterlyLongTermDebt,annualSaleOfInvestment,annualCommonStockIssuance,quarterlyNonCurrentDeferredTaxesLiabilities,annualStockBasedCompensation,quarterlyInventory,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyOtherIncomeExpense,trailingChangeInWorkingCapital,annualCapitalStock,annualAccountsPayable,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualTotalRevenue,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashAndCashEquivalents,annualOtherIncomeExpense,quarterlyCashDividendsPaid,trailingOperatingIncome,quarterlyCashCashEquivalentsAndMarketableSecurities,annualOperatingCashFlow,trailingGrossProfit,annualNetPPE,annualOtherShortTermInvestments,annualOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,quarterlyDepreciationAndAmortization,annualEndCashPosition,quarterlyCapitalStock,trailingRepaymentOfDebt,annualCashFlowFromContinuingFinancingActivities,quarterlyBeginningCashPosition,annualEbitda,trailingTotalRevenue,annualOperatingIncome,annualNetOtherInvestingChanges,annualGrossPPE,annualCashAndCashEquivalents,quarterlyChangesInAccountReceivables,trailingChangeInCashSupplementalAsReported,quarterlyInterestExpense,trailingEndCashPosition,quarterlyCurrentDebt,quarterlyPurchaseOfInvestment,trailingCashFlowFromContinuingFinancingActivities,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,annualIncomeTaxPayable,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,annualInvestmentsAndAdvances,annualPretaxIncome,quarterlyOtherIntangibleAssets,quarterlyFreeCashFlow,quarterlyTotalNonCurrentAssets,quarterlyNetOtherFinancingCharges,annualOtherNonCurrentLiabilities,quarterlySaleOfInvestment,annualCapitalExpenditure,quarterlyIncomeTaxPayable,trailingDeferredIncomeTax,trailingSellingGeneralAndAdministration,quarterlyGrossPPE,annualOtherNonCurrentAssets,annualSellingGeneralAndAdministration,annualAccumulatedDepreciation,quarterlyRepurchaseOfCapitalStock,annualDeferredIncomeTax,trailingInterestExpense,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,annualRepurchaseOfCapitalStock,quarterlyDeferredIncomeTax,trailingBeginningCashPosition,quarterlyNonCurrentDeferredRevenue,annualCurrentAssets,trailingNetIncomeContinuousOperations,annualChangesInAccountReceivables,trailingOperatingExpense,quarterlyOtherCurrentAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyStockBasedCompensation,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,annualNetOtherFinancingCharges,annualChangeInCashSupplementalAsReported,annualCurrentAccruedExpenses,quarterlyNetOtherInvestingChanges,quarterlyEbitda,annualNetIncomeCommonStockholders,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,trailingChangesInAccountReceivables,quarterlyChangeInAccountPayable,annualInterestExpense,annualRepaymentOfDebt,quarterlyInvestingCashFlow,quarterlyEndCashPosition,trailingRepurchaseOfCapitalStock,quarterlyGrossProfit,quarterlyOperatingExpense,quarterlyChangeInInventory,annualTotalNonCurrentAssets,quarterlyOtherNonCashItems,quarterlyCurrentLiabilities,annualOtherCurrentAssets,quarterlyCurrentDeferredRevenue,trailingChangeInAccountPayable,quarterlySellingGeneralAndAdministration,quarterlyCurrentAssets,annualGrossProfit,trailingFreeCashFlow,trailingCommonStockIssuance,quarterlyRepaymentOfDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualTaxProvision,annualTotalLiabilitiesNetMinorityInterest,annualChangeInWorkingCapital,trailingCostOfRevenue,quarterlyNetPPE,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyTaxProvision,quarterlyRetainedEarnings,quarterlyTotalRevenue,annualNetIncomeContinuousOperations,quarterlyOperatingIncome,quarterlyCapitalExpenditure,annualChangeInInventory,quarterlyCashFlowFromContinuingFinancingActivities,trailingDepreciationAndAmortization,trailingTaxProvision,annualCurrentDebt,annualCurrentDeferredRevenue,quarterlyAccumulatedDepreciation,annualOperatingExpense,annualFreeCashFlow,annualBeginningCashPosition,annualPurchaseOfBusiness,annualCashDividendsPaid,annualCostOfRevenue,trailingOtherNonCashItems,annualNetIncome,annualDilutedEPS,trailingBasicAverageShares,quarterlyResearchAndDevelopment,quarterlyBasicAverageShares,trailingPurchaseOfBusiness,quarterlyDilutedEPS,annualDilutedAverageShares,trailingResearchAndDevelopment,quarterlyBasicEPS,trailingSaleOfInvestment,trailingDilutedEPS,trailingNetOtherInvestingChanges,trailingOtherIncomeExpense,trailingPurchaseOfInvestment,annualResearchAndDevelopment,annualBasicEPS,trailingDilutedAverageShares,trailingCapitalExpenditure,quarterlyDilutedAverageShares,annualBasicAverageShares,trailingStockBasedCompensation,trailingChangeInInventory,trailingBasicEPS
1269993600,,-1516000.0,,7753000.0,-19736000.0,,-20911000.0,-21091000.0,,,,,,,87462000.0,,,,7580000.0,,26683000.0,75756000.0,,100835000.0,,,,4673000.0,669000.0,,1047251000.0,,,,,2395000.0,,,112000.0,,,,,,,,333519000.0,,-5137000.0,,434354000.0,,,,,,,25375000.0,,177221000.0,,,353255000.0,,,,,,,-4674000.0,,25452000.0,,338168000.0,,,1615873000.0,2530000.0,,2477376000.0,-26278000.0,,,,-14141000.0,1942861000.0,-4000.0,,,,,,,2396826000.0,,,,,,,-8945000.0,22576000.0,,,,,,,,,23147000.0,-2981000.0,,,861503000.0,,,,2291000.0,29633000.0,,,,,11446000.0,,,-10334000.0,333519000.0,,84977000.0,80719000.0,51000.0,,2049000.0,460923000.0,,,,46854000.0,534515000.0,,,,-2745000.0,1154950000.0,,,,,1923699000.0,,,,-432704000.0,160733000.0,,4258000.0,-12625000.0,,-7886000.0,,,,,-473127000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1277856000,,-450000.0,,7692000.0,-129220000.0,,-6326000.0,308000.0,,,,,,,96027000.0,,,,9497000.0,,26484000.0,79055000.0,,99527000.0,,,,4673000.0,543000.0,,1043622000.0,,,,,2282000.0,,,-1780000.0,,,,,,,,204299000.0,,-5137000.0,,303826000.0,,,,,,,24958000.0,,177222000.0,,,333519000.0,,,,,,,1532000.0,,22001000.0,,256373000.0,,,1531017000.0,9427000.0,,2388382000.0,-4879000.0,,,,-4948000.0,1950746000.0,-114450000.0,,,,,,,2420934000.0,,,,,,,-22247000.0,12673000.0,,,,,,,,,29443000.0,-2981000.0,,,857365000.0,,,,-7730000.0,42314000.0,,,,,2441000.0,,,-11928000.0,204299000.0,,101977000.0,84621000.0,116000.0,,567000.0,379707000.0,,,,50694000.0,437636000.0,,,,,1151310000.0,,,,,1931183000.0,,,,-437533000.0,181032000.0,,17356000.0,-4498000.0,,-116842000.0,,,,,-489751000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1285804800,,5794000.0,,7923000.0,-133210000.0,,-16820000.0,23653000.0,,,,,,,48882000.0,,,,10591000.0,,20246000.0,91576000.0,0.0,98239000.0,,,,4673000.0,449000.0,,1039757000.0,,,,,2412000.0,,,200000.0,,,,,,,,71089000.0,,-5137000.0,,169328000.0,,,,,,,25499000.0,,177223000.0,,,204299000.0,,,,,,,5988000.0,,21546000.0,,257782000.0,,,1496777000.0,14137000.0,,2373462000.0,18280000.0,,,,-126130000.0,2063859000.0,114450000.0,,300000.0,,,,,2560101000.0,,,,0.0,,,-4623000.0,26705000.0,,,,,,,,,35157000.0,-2981000.0,,,876685000.0,,,,404000.0,30301000.0,,,,,8421000.0,,,-131159000.0,71089000.0,,86134000.0,81332000.0,-124000.0,,546000.0,349097000.0,,,,57461000.0,309603000.0,,,,,1147680000.0,,,,,2039982000.0,,,,-419017000.0,177710000.0,,4802000.0,-131924000.0,,-7845000.0,,,,,-520119000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1293753600,,41574000.0,,8742000.0,206887000.0,-203312000.0,5894000.0,35672000.0,,,,2436106000.0,,,37305000.0,4699000.0,1099299000.0,1126817000.0,12938000.0,101213000.0,18498000.0,30608000.0,199875000.0,0.0,-388482000.0,2614000.0,101248000.0,4673000.0,246000.0,4673000.0,1126817000.0,900000.0,199875000.0,,,2614000.0,18498000.0,,80000.0,,177420000.0,29382000.0,-1301000.0,1235559000.0,643090000.0,-3137000.0,277976000.0,-1388000.0,-5137000.0,,277976000.0,45402000.0,,2046235000.0,0.0,,277976000.0,25381000.0,277976000.0,177420000.0,,82631000.0,71089000.0,135157000.0,,33944000.0,-4881000.0,2591042000.0,277976000.0,1423000.0,,1831000.0,,16486000.0,,,1336807000.0,12815000.0,,2436106000.0,30433000.0,246000.0,,,-8773000.0,2072876000.0,-4784000.0,8742000.0,300000.0,-199394000.0,,,,2591042000.0,12815000.0,213841000.0,-544807000.0,-9233000.0,,,16290000.0,29382000.0,-9233000.0,,,,363230000.0,,4269000.0,,0.0,-3137000.0,,,1099299000.0,-4788000.0,-75279000.0,12938000.0,154000.0,32909000.0,17788000.0,,37305000.0,,-23609000.0,70830000.0,-175175000.0,-49891000.0,277976000.0,,93007000.0,85479000.0,-206000.0,2072876000.0,1537000.0,101248000.0,0.0,,,60672000.0,363230000.0,343285000.0,,,-58017000.0,1235559000.0,,1336807000.0,-19525000.0,,2046235000.0,,,,-388482000.0,123615000.0,-38163000.0,7528000.0,-50347000.0,-163000.0,215204000.0,,,16486000.0,,-544807000.0,309341000.0,-153992000.0,353255000.0,,-20548000.0,299805000.0,,38542000.0,,,,,,,,,,,,,,,,,,,,,,,
1301529600,,23353000.0,,9517000.0,-122667000.0,,49823000.0,51328000.0,,,,,,,45525000.0,,,,13713000.0,,29784000.0,81028000.0,,115909000.0,,,,13088000.0,0.0,,1163654000.0,,,,,2674000.0,,,69251000.0,,,,,,,,153214000.0,,-5137000.0,,269123000.0,,,,,,,28852000.0,,177422000.0,,,275881000.0,,,,,,,-5892000.0,,17944000.0,,288699000.0,,,1663941000.0,37723000.0,,2810159000.0,45680000.0,,,142821000.0,-111412000.0,2433759000.0,-344000.0,,,,,,,2793871000.0,,,,,,,10949000.0,37696000.0,,,,,,,,,3426000.0,-3137000.0,544000.0,,1146100000.0,,,,-2422000.0,27296000.0,,,,,6310000.0,,,-137145000.0,153214000.0,,81547000.0,83103000.0,-4000.0,,51954000.0,390770000.0,,,,56621000.0,376400000.0,,,,-3394000.0,1273171000.0,,,,,2231151000.0,,,,-342284000.0,162575000.0,,-1556000.0,-134765000.0,,-8875000.0,,,,,-562720000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1309392000,,50920000.0,,10263000.0,-8639000.0,,8146000.0,38678000.0,,,,,,,28633000.0,,,,17013000.0,,36760000.0,92745000.0,,14986000.0,,,,13088000.0,0.0,,1379356000.0,,,,,2276000.0,,,,,,,,,,,144728000.0,,-5137000.0,,159714000.0,,,,,,,33916000.0,,292422000.0,,,153214000.0,,,,,,,-2525000.0,,21153000.0,,303818000.0,,,1880880000.0,111862000.0,,3231590000.0,31077000.0,,,,-142279000.0,2962787000.0,-8695000.0,,,,,,,3413137000.0,,,,,,,3692000.0,28044000.0,,,,,,,,,2871000.0,-3137000.0,929000.0,,1289413000.0,,,,-4206000.0,61895000.0,,,,,-1808000.0,,,-157518000.0,144728000.0,,125509000.0,97530000.0,-12000.0,,-48465000.0,390760000.0,,,,64871000.0,268803000.0,,,,-243209000.0,1490120000.0,,,,,2825577000.0,,,,-310909000.0,218254000.0,,27979000.0,-193199000.0,,97959000.0,,,,,-587560000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1317340800,,45373000.0,,10723000.0,15246000.0,,-16577000.0,-16530000.0,,,,,,,32769000.0,,,,19520000.0,,25416000.0,96844000.0,,15041000.0,,,,13088000.0,0.0,,1342022000.0,,,,,2388000.0,,,-10862000.0,,,,,,,,159974000.0,,-7310000.0,,175015000.0,,,,,,,35211000.0,,292423000.0,,,144728000.0,,,,,,,11477000.0,,21792000.0,,335836000.0,0.0,,1882712000.0,99763000.0,,3209556000.0,-23967000.0,,,,27640000.0,2930104000.0,-746000.0,,0.0,,,,,3428117000.0,,,,,,,14841000.0,26257000.0,,,,,,,,,3249000.0,-3137000.0,697000.0,,1266336000.0,,,,1175000.0,48709000.0,,,,,5460000.0,,,-16485000.0,159974000.0,,115490000.0,100957000.0,-109000.0,,-1215000.0,428395000.0,,,,66781000.0,279452000.0,,,,-5586000.0,1454317000.0,,,,,2805845000.0,,,,-334868000.0,212334000.0,,14533000.0,-17733000.0,,-13642000.0,,,,,-622272000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1325289600,,36744000.0,0.0,11056000.0,-9441000.0,-249119000.0,6535000.0,7481000.0,,,,3101240000.0,,,4083000.0,3935000.0,1265257000.0,1516542000.0,10743000.0,133903000.0,32536000.0,108652000.0,,0.0,-334816000.0,2608000.0,146781000.0,13088000.0,0.0,13088000.0,1516542000.0,0.0,0.0,,2745000.0,2608000.0,32536000.0,,0.0,,292423000.0,31508000.0,5422000.0,1629165000.0,834729000.0,-4916000.0,150533000.0,58389000.0,-7437000.0,,150533000.0,156390000.0,,2789685000.0,0.0,,150533000.0,35924000.0,150533000.0,292423000.0,,-32772000.0,159974000.0,197525000.0,,69580000.0,-30431000.0,3453849000.0,150533000.0,-7221000.0,,22236000.0,,53935000.0,0.0,,1775946000.0,19963000.0,,3101240000.0,46000.0,0.0,,,163753000.0,2837387000.0,-4658000.0,12623000.0,0.0,-218688000.0,,,,3447305000.0,47702000.0,260235000.0,-664164000.0,,,,-8657000.0,31508000.0,0.0,,,,263853000.0,,-4161000.0,,0.0,-4916000.0,575000.0,,1265257000.0,-14443000.0,-125501000.0,10743000.0,-24978000.0,64550000.0,53000000.0,,92846000.0,,-4540000.0,82965000.0,-568308000.0,62029000.0,150533000.0,,136431000.0,107805000.0,-191000.0,2837387000.0,1661000.0,146781000.0,45422000.0,,,72917000.0,263853000.0,457760000.0,,,-316119000.0,1629165000.0,,1775946000.0,20825000.0,,2789685000.0,,,,-334816000.0,245083000.0,48122000.0,28626000.0,127009000.0,-316000.0,-108214000.0,,,53935000.0,,-657620000.0,388180000.0,-62298000.0,276034000.0,,-25021000.0,376969000.0,,80957000.0,,,,,,,,,,,,,,,,,,,,,,,
1333152000,,17962000.0,,13284000.0,-24334000.0,,-13410000.0,-13536000.0,,,,,,,31164000.0,,,,16423000.0,,35275000.0,97951000.0,,,,,,13088000.0,,,1449246000.0,,,,,2638000.0,,,-191000.0,,,,,,,,126199000.0,,-7437000.0,,126199000.0,,,,,,,35791000.0,,292426000.0,,,150533000.0,,,,,,,-2742000.0,,21503000.0,,111346000.0,,,1759706000.0,18838000.0,,3064731000.0,-20973000.0,,,,-6324000.0,2818292000.0,-882000.0,,,,,,,3465597000.0,,,,,,,-7128000.0,22370000.0,,,,,,,,,0.0,-4916000.0,946000.0,,1245310000.0,,,,593000.0,44012000.0,,,,,2258000.0,,,-23682000.0,126199000.0,,107270000.0,99049000.0,-30000.0,,967000.0,197176000.0,,,,64293000.0,246439000.0,,,,-10295000.0,1562530000.0,,,,,2772729000.0,,,,-355781000.0,205221000.0,,8221000.0,-24286000.0,,-18614000.0,,,,,-692868000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1341014400,,62590000.0,,13810000.0,78350000.0,,11972000.0,11540000.0,,,,,,,145717000.0,,,,5002000.0,,36259000.0,101083000.0,,,,,,13088000.0,,,1396980000.0,,,,,2666000.0,,,,,,,,,,,204549000.0,,-7437000.0,,204549000.0,,,,,,,36323000.0,,292602000.0,,,126199000.0,,,,,,,-663000.0,,20873000.0,,78912000.0,,,1751055000.0,45793000.0,,3236404000.0,4056000.0,,,,8699000.0,2868259000.0,-2445000.0,,,,,,,3544506000.0,,,,,,,11934000.0,29431000.0,,,,,,,,,90290000.0,-4799000.0,896000.0,,1427772000.0,,,,-8770000.0,67564000.0,,,,,7475000.0,,,-62661000.0,204549000.0,,136757000.0,103986000.0,-14000.0,,965000.0,224629000.0,,,,69193000.0,368145000.0,,,,-52799000.0,1526426000.0,,,,,2822466000.0,,,,-351670000.0,237840000.0,,32771000.0,-53891000.0,,78421000.0,,,,,-722040000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1348963200,,48714000.0,,14789000.0,-39399000.0,,-428000.0,38721000.0,,,,,,,101909000.0,,,,5052000.0,,28534000.0,99615000.0,0.0,,,,,13088000.0,,,1318102000.0,,,,,2664000.0,,,,,,,,,,,164469000.0,,-7437000.0,,164469000.0,,,,,,,38626000.0,,292602000.0,,,204549000.0,,,,,,,8581000.0,,19709000.0,,77579000.0,,,1628009000.0,52394000.0,,3144942000.0,30932000.0,,,,-69751000.0,2862931000.0,-2803000.0,,,,,,,3524759000.0,,,,0.0,,,6235000.0,27389000.0,,,,,,,,,40752000.0,-4740000.0,812000.0,,1460012000.0,,,,-745000.0,55792000.0,,,,,1032000.0,,,-72858000.0,164469000.0,,121464000.0,102201000.0,-63000.0,,1127000.0,179488000.0,,,,65672000.0,282011000.0,,,,-5015000.0,1448521000.0,,,,,2810537000.0,,,,-320378000.0,221079000.0,,19263000.0,-118465000.0,,-15255000.0,,,,,-714222000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1356912000,,42230000.0,0.0,15070000.0,-6598000.0,-193700000.0,9270000.0,11047000.0,,,10548000.0,3136675000.0,,,123282000.0,5010000.0,1563896000.0,1286666000.0,28635000.0,148404000.0,27498000.0,110472000.0,0.0,,-316768000.0,1377000.0,200005000.0,9405000.0,,9405000.0,1286666000.0,0.0,126533000.0,,3466000.0,1377000.0,27498000.0,,-406000.0,,392602000.0,22646000.0,2279000.0,1317357000.0,829084000.0,-5335000.0,157217000.0,-191000.0,-7437000.0,,157217000.0,171496000.0,,2717000.0,,7877000.0,157217000.0,37664000.0,157217000.0,392602000.0,,30223000.0,164469000.0,210023000.0,,79010000.0,-10743000.0,10341000.0,157217000.0,-589000.0,,18721000.0,,76723000.0,,,1517362000.0,47238000.0,,3136675000.0,3610000.0,,2295000.0,7877000.0,238872000.0,2729115000.0,-1583000.0,15070000.0,,-229324000.0,,,,10341000.0,47238000.0,162712000.0,-7624000.0,-20000.0,,,-8715000.0,22646000.0,-451000.0,,,10548000.0,407560000.0,,4587000.0,,171949000.0,-5335000.0,812000.0,,1563896000.0,-7713000.0,8019000.0,28635000.0,-1821000.0,63478000.0,18048000.0,,123282000.0,,-8486000.0,76821000.0,-73398000.0,-34499000.0,157217000.0,,122495000.0,93498000.0,-164000.0,2729115000.0,1951000.0,200005000.0,171949000.0,6938000.0,,45085000.0,407560000.0,427012000.0,,,-5289000.0,1317357000.0,1148000.0,1517362000.0,2326000.0,,2717000.0,10418000.0,,1148000.0,-316768000.0,232967000.0,1147000.0,28997000.0,-32682000.0,-271000.0,-14329000.0,,,76723000.0,6938000.0,-7624000.0,348002000.0,171496000.0,149198000.0,,-29748000.0,402072000.0,,47796000.0,,,,,,,,,,,,,,,,,,,,,,,
1364688000,,13416000.0,,2992000.0,51096000.0,,-19484000.0,28629000.0,,,,,,,3548000.0,,,,22898000.0,,33490000.0,103634000.0,295251000.0,,,,,9405000.0,0.0,,1281112000.0,,,,,1235000.0,,,113000.0,,,,,,,,208313000.0,,-9787000.0,,208313000.0,,,,,,,35158000.0,,216608000.0,,,157217000.0,,,,,,,-4602000.0,,16813000.0,,19757000.0,,,1437000000.0,2987000.0,,3203648000.0,17726000.0,,,7727000.0,13416000.0,2741570000.0,-457000.0,,,,4826000.0,,,10455000.0,,,,-176626000.0,,,-3951000.0,29801000.0,,,,25214000.0,,,,,139434000.0,0.0,,,1711391000.0,,,,-130267000.0,38644000.0,,,,,7551000.0,,,22200000.0,208313000.0,,91287000.0,87719000.0,1593000.0,,763000.0,107690000.0,,8126000.0,,41054000.0,462078000.0,,,,-122901000.0,1329310000.0,,,,,2637000.0,-13327000.0,-6000000.0,6157000.0,-299042000.0,194921000.0,,3568000.0,-37149000.0,,15480000.0,,,,,-7818000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1372550400,,61069000.0,,2840000.0,-85096000.0,,20009000.0,18783000.0,,,,,,,3854000.0,,,,26161000.0,,34463000.0,107054000.0,0.0,,,,,9405000.0,0.0,,1275626000.0,,,,,1200000.0,,,260000.0,,,,,,,,123217000.0,,-4993000.0,,123217000.0,,,,,,,33318000.0,,116609000.0,,,208313000.0,,,,,,,-958000.0,,16807000.0,,20571000.0,,,1432984000.0,2992000.0,,3117156000.0,15273000.0,,,7577000.0,61069000.0,2802998000.0,-450000.0,,,,125000.0,,,10742000.0,,,,-100000000.0,,,6008000.0,24156000.0,,,,31925000.0,,,,,72287000.0,0.0,,,1628134000.0,,,,69022000.0,70263000.0,,,,,5146000.0,,,-36050000.0,123217000.0,,127584000.0,90962000.0,35000.0,,725000.0,102800000.0,,8362000.0,,42657000.0,314158000.0,,,,-4672000.0,1330184000.0,,,,,2730000.0,20138000.0,-14000000.0,129000.0,-283770000.0,234638000.0,,36622000.0,-91077000.0,,-110115000.0,,,,,-8012000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1380499200,,50428000.0,,2985000.0,-22992000.0,,15817000.0,14049000.0,,,,,,,3454000.0,,,,32810000.0,,41223000.0,118373000.0,0.0,,,,,9405000.0,0.0,,1387006000.0,,,,,1288000.0,,,12000.0,,,,,,,,100225000.0,,-2300000.0,,100225000.0,,,,,,,36124000.0,,116609000.0,,,123217000.0,,,,,,,-3940000.0,,18130000.0,,23351000.0,0.0,,1566849000.0,2767000.0,,3255686000.0,11749000.0,,,7427000.0,50428000.0,3017996000.0,-2308000.0,,,,200000.0,,,10967000.0,,,,0.0,,,-3655000.0,25806000.0,,,,32586000.0,,,,,0.0,0.0,,,1633101000.0,,,,67663000.0,70495000.0,,,,,3387000.0,,,-63782000.0,100225000.0,,131997000.0,97629000.0,72000.0,,736000.0,124348000.0,,9206000.0,,47223000.0,237690000.0,,,,-10780000.0,1442501000.0,,,,,2749000.0,16241000.0,,424000.0,-280164000.0,250370000.0,,34368000.0,-151445000.0,,-9638000.0,,,,,-8218000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1388448000,,46206000.0,-12000.0,2499000.0,4138000.0,-371350000.0,5249000.0,4527000.0,,,33188000.0,3508798000.0,,,3392000.0,2960000.0,1898450000.0,1380786000.0,33011000.0,141908000.0,29941000.0,120720000.0,271200000.0,,-287080000.0,1464000.0,120069000.0,9405000.0,0.0,9405000.0,1380786000.0,,566451000.0,,,1464000.0,29941000.0,,96000.0,,116809000.0,25116000.0,7001000.0,1436330000.0,923824000.0,0.0,104363000.0,481000.0,-10444000.0,,104363000.0,171119000.0,,2666000.0,,7277000.0,104363000.0,37308000.0,104363000.0,116809000.0,,147377000.0,100225000.0,241453000.0,,99198000.0,1260000.0,11121000.0,104363000.0,11240000.0,,18059000.0,,23289000.0,0.0,,1556399000.0,2762000.0,0.0,3508798000.0,2227000.0,0.0,29736000.0,7277000.0,46206000.0,3271112000.0,-2509000.0,2499000.0,,-568238000.0,0.0,,,11121000.0,2762000.0,177766000.0,-8455000.0,-315000.0,,,1694000.0,25116000.0,-276941000.0,,,33188000.0,237686000.0,,1740000.0,,44017000.0,0.0,,,1898450000.0,-5724000.0,-52854000.0,33011000.0,-5158000.0,62051000.0,46975000.0,,3392000.0,,-9083000.0,69809000.0,-144635000.0,-293718000.0,104363000.0,,123175000.0,98535000.0,-176000.0,3271112000.0,736000.0,120069000.0,44017000.0,8259000.0,,46832000.0,237686000.0,474043000.0,,,-6282000.0,1436330000.0,8145000.0,1556399000.0,96000.0,,2666000.0,6684000.0,,1435000.0,-287080000.0,243895000.0,21591000.0,24640000.0,-288567000.0,1524000.0,251650000.0,,,23289000.0,8259000.0,-8455000.0,374845000.0,171119000.0,157217000.0,,-27524000.0,449781000.0,,65988000.0,,,,,,,,,,,,,,,,,,,,,,,
1396224000,,39283000.0,,2554000.0,-9571000.0,,-3496000.0,-5722000.0,,,,,,,3674000.0,,,,26546000.0,,38891000.0,126755000.0,1392000.0,,,,,9405000.0,0.0,,1374394000.0,,,,,1335000.0,,,109000.0,,,,,,,,94792000.0,,-11443000.0,,94792000.0,,,,,,,38689000.0,,116814000.0,,,104363000.0,,,,,,,-9045000.0,,17656000.0,,24008000.0,,,1556909000.0,2664000.0,,3497042000.0,-8022000.0,,,7127000.0,39283000.0,3266650000.0,-8000.0,,,,212000.0,,,11246000.0,,,,-173000.0,,,2002000.0,31470000.0,,,,33764000.0,,,,,0.0,,,,1883966000.0,,,,390000.0,53073000.0,,,,,12650000.0,,,-32949000.0,94792000.0,,116728000.0,102433000.0,129000.0,,736000.0,126328000.0,,11534000.0,,50182000.0,230392000.0,,,,-5673000.0,1430581000.0,,,,,2554000.0,-3272000.0,,224000.0,-304269000.0,243483000.0,,14295000.0,-33346000.0,,-15905000.0,,,,,-8692000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1404086400,,78553000.0,,2419000.0,265910000.0,,38336000.0,41876000.0,,,,,,,3585000.0,,,,30564000.0,,43093000.0,135652000.0,262800000.0,,,,,9405000.0,0.0,,1269587000.0,,,,,1275000.0,,,125000.0,,,,,,,,360702000.0,,-11467000.0,,360702000.0,,,,,,,39049000.0,,116994000.0,,,94792000.0,,,,,,,-4255000.0,,17720000.0,,122835000.0,,,1549302000.0,3323000.0,,3782960000.0,39576000.0,,,6977000.0,78553000.0,3278344000.0,-2108000.0,,,,204000.0,,,11437000.0,,,,-396000.0,,,-1391000.0,30192000.0,,,,27309000.0,,,,,0.0,,,,2177940000.0,,,,2933000.0,95215000.0,,,,,479000.0,,,-55492000.0,360702000.0,,165200000.0,109314000.0,60000.0,,736000.0,230033000.0,,12512000.0,,53406000.0,504616000.0,,,,-16730000.0,1319269000.0,,,,,2496000.0,38446000.0,,110000.0,-274763000.0,300852000.0,,55886000.0,-43490000.0,,242849000.0,,,,,-8941000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
