date,annualOperatingIncome,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,quarterlyCurrentLiabilities,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualResearchAndDevelopment,quarterlyOtherNonCashItems,trailingOperatingIncome,annualAccountsPayable,annualFreeCashFlow,annualCommonStockIssuance,quarterlyCurrentAssets,annualOtherShortTermInvestments,quarterlySellingGeneralAndAdministration,annualTotalLiabilitiesNetMinorityInterest,trailingFreeCashFlow,quarterlyDepreciationAndAmortization,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingCostOfRevenue,annualEndCashPosition,quarterlyOtherShortTermInvestments,annualOtherCurrentAssets,trailingNetOtherInvestingChanges,quarterlyRetainedEarnings,trailingTotalRevenue,annualChangeInWorkingCapital,quarterlyPurchaseOfInvestment,annualNetOtherInvestingChanges,quarterlyTotalNonCurrentAssets,annualCashAndCashEquivalents,trailingNetIncome,trailingTaxProvision,trailingPretaxIncome,quarterlyOperatingIncome,quarterlyTotalRevenue,trailingEndCashPosition,quarterlyTotalLiabilitiesNetMinorityInterest,annualPretaxIncome,annualNetIncome,quarterlyNetIncomeCommonStockholders,annualCashDividendsPaid,annualInvestmentsAndAdvances,quarterlyTotalAssets,annualCurrentDebt,annualNetIncomeContinuousOperations,quarterlyFreeCashFlow,annualOperatingExpense,annualCurrentDeferredRevenue,annualCostOfRevenue,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyDilutedEPS,annualOtherNonCurrentAssets,annualSellingGeneralAndAdministration,annualSaleOfInvestment,quarterlyOtherCurrentAssets,annualStockholdersEquity,quarterlyDilutedAverageShares,quarterlyOtherNonCurrentLiabilities,annualOtherNonCashItems,annualLongTermDebt,annualRepurchaseOfCapitalStock,annualBasicEPS,annualCurrentAssets,quarterlyCostOfRevenue,annualNetIncomeCommonStockholders,quarterlyCurrentAccruedExpenses,quarterlyGoodwill,annualCurrentAccruedExpenses,annualRetainedEarnings,annualCurrentLiabilities,quarterlyEndCashPosition,trailingNetIncomeCommonStockholders,quarterlyInvestingCashFlow,quarterlyStockholdersEquity,annualTotalAssets,annualTaxProvision,quarterlyAccountsReceivable,quarterlyNetOtherInvestingChanges,annualDepreciationAndAmortization,quarterlyChangeInInventory,quarterlyLongTermDebt,quarterlyInventory,quarterlyGrossProfit,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,quarterlyOtherIncomeExpense,quarterlyInvestmentsAndAdvances,trailingOperatingCashFlow,annualAccountsReceivable,annualOtherIncomeExpense,annualNetPPE,trailingGrossProfit,quarterlyOperatingExpense,trailingOtherIncomeExpense,quarterlyPretaxIncome,annualOperatingCashFlow,annualGrossProfit,annualTotalNonCurrentAssets,quarterlyPurchaseOfBusiness,quarterlyOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIntangibleAssets,quarterlyRepaymentOfDebt,quarterlyCapitalStock,annualDilutedEPS,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyTaxProvision,annualEbitda,quarterlyNetPPE,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,quarterlyChangesInAccountReceivables,trailingChangeInCashSupplementalAsReported,quarterlyCurrentDebt,annualGrossPPE,quarterlyCapitalExpenditure,quarterlyInterestExpense,trailingDepreciationAndAmortization,annualBasicAverageShares,trailingCashFlowFromContinuingFinancingActivities,annualChangeInInventory,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,annualOtherNonCurrentLiabilities,annualBeginningCashPosition,trailingOtherNonCashItems,annualPurchaseOfBusiness,annualCapitalExpenditure,quarterlySaleOfInvestment,quarterlyIncomeTaxPayable,annualInvestingCashFlow,quarterlyOperatingCashFlow,trailingInvestingCashFlow,annualAccumulatedDepreciation,quarterlyRepurchaseOfCapitalStock,annualIncomeTaxPayable,quarterlyGrossPPE,trailingBeginningCashPosition,quarterlyNonCurrentDeferredRevenue,trailingInterestExpense,annualChangesInAccountReceivables,quarterlyAccountsPayable,trailingCashDividendsPaid,annualNonCurrentDeferredRevenue,annualNonCurrentDeferredTaxesLiabilities,quarterlyChangeInCashSupplementalAsReported,trailingPurchaseOfBusiness,quarterlyChangeInWorkingCapital,quarterlyCommonStockIssuance,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingCapitalExpenditure,quarterlyOtherCurrentLiabilities,trailingOperatingExpense,trailingNetIncomeContinuousOperations,trailingChangeInInventory,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,trailingStockBasedCompensation,annualDilutedAverageShares,quarterlyEbitda,annualChangeInCashSupplementalAsReported,annualStockBasedCompensation,quarterlyStockBasedCompensation,annualGoodwill,annualInventory,annualNetOtherFinancingCharges,annualCashFlowFromContinuingFinancingActivities,trailingChangeInWorkingCapital,annualRepaymentOfDebt,annualInterestExpense,quarterlyBasicEPS,annualCapitalStock,annualPurchaseOfInvestment,quarterlyBasicAverageShares,annualTotalRevenue,trailingBasicAverageShares,trailingDeferredIncomeTax,trailingRepurchaseOfCapitalStock,trailingSellingGeneralAndAdministration,trailingChangesInAccountReceivables,trailingDilutedEPS,trailingBasicEPS,trailingResearchAndDevelopment,quarterlyDeferredIncomeTax,trailingCommonStockIssuance,quarterlyChangeInAccountPayable,trailingSaleOfInvestment,trailingPurchaseOfInvestment,trailingChangeInAccountPayable,quarterlyResearchAndDevelopment,annualDeferredIncomeTax,trailingDilutedAverageShares
1970-01-01 00:00:01.088553600,,,,536883000.0,,,,,,,,,565389000.0,,106301000.0,,,,1265868000.0,,,,,,-337046000.0,,,,,1279401000.0,,,,,85535000,309984000,,1802751000.0,,,21235000,,,1844790000.0,,,-26934000.0,,,,21235000,21235000,0.14,,,,115892000.0,,89369000.0,1268344000.0,,,,,,155594000.0,,59192000.0,,,,,208691000.0,,34895000.0,-5210000.0,,,166900000.0,122713000.0,,,1221095000.0,18192000.0,154390000.0,44773000.0,,36992000.0,,,,,,,68855000.0,,45359000.0,,,,,93760000.0,,,,376021000.0,,208691000.0,208691000.0,24124000.0,,639208000.0,96889000.0,,,,129501000.0,,,35294000.0,,,,,541641000.0,31251000.0,,-763883000.0,,,,,,,,,64241000.0,,,,,1403091000.0,,,,,192371000.0,,,,79283000.0,,43006000.0,,-33422000.0,,155819000.0,,,,,,,,85535000,,,,,,,,,,,0.17,,,76028000.0,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.096502400,,,,471510000.0,,,,,,,,,498636000.0,,59598000.0,,,,1011549000.0,,,,,,-276607000.0,,,,,1034535000.0,,,,,68857000,235872000,,1483059000.0,,,12802000,,,1533171000.0,,,153566000.0,,,,12802000,12802000,0.14,,,,96172000.0,,89821000.0,1015396000.0,,,,,,65216000.0,,63161000.0,,,,,209881000.0,,-20750000.0,8387000.0,,,131731000.0,-108568000.0,,,973671000.0,19525000.0,170656000.0,37878000.0,,-12298000.0,,,,,,,101799000.0,,34708000.0,,,,,83611000.0,,,,309488000.0,,209881000.0,209881000.0,17256000.0,,540270000.0,208691000.0,,,,100212000.0,,,25916000.0,,,,,406927000.0,-57946000.0,,-763883000.0,,,,,,,,,62391000.0,,,,,1304153000.0,,,,,169395000.0,,,,33709000.0,,56038000.0,,-15661000.0,,138742000.0,,,,,,,,108958000,,,,,,,,,,,0.14,,,89230000.0,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.104451200,248882000.0,,,502543000.0,1259892000.0,,,,,173969000.0,105370000.0,205920000.0,709888000.0,24587000.0,74777000.0,1762435000.0,,,1259892000.0,,413381000.0,24587000.0,62987000.0,,-276608000.0,,14422000.0,,-19288000.0,1334941000.0,413381000.0,,,,58891000,255686000,,1762435000.0,143931000.0,68241000.0,25923000,-3163000.0,,2044829000.0,88511000.0,68241000.0,-96667000.0,284250000.0,,388334000.0,25923000,25923000,,435441000.0,250105000.0,39116000.0,62987000.0,239043000.0,,194774000.0,49586000.0,1025902000.0,,0.82,709888000.0,209629000.0,68241000.0,,,,-276608000.0,502543000.0,413381000.0,,-104249000.0,239043000.0,2044829000.0,58900000.0,141972000.0,63610000.0,170994000.0,,1025902000.0,16304000.0,46057000.0,39216000.0,,,,,141972000.0,,575649000.0,,-12834000.0,,36660000.0,303243000.0,533132000.0,1334941000.0,,317968000.0,437968000.0,317968000.0,,513782000.0,0.77,437968000.0,413381000.0,8139000.0,419876000.0,575649000.0,209881000.0,,,,88511000.0,1192076000.0,,,,83220732.0,,-5358000.0,435441000.0,,,-616427000.0,194774000.0,148829000.0,,,-197873000.0,,,-187147000.0,101206000.0,,-616427000.0,,,1192076000.0,,,,,173969000.0,,,39216000.0,203500000.0,,-145297000.0,,,,184860000.0,,,,184860000.0,,,88624675.0,58891000,264552000.0,,,,16304000.0,0.0,,,,,,513782000.0,-9057000.0,,921466000.0,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.112227200,,,,528100000.0,,,,,,,,,969747000.0,,69720000.0,,,,1390033000.0,,,16905000.0,,,-203037000.0,,,,,1268020000.0,,,,,38904000,268891000,,1918133000.0,,,-11263000,,,2237767000.0,,,106910000.0,,,,-11263000,-11263000,-0.11,,,,81482000.0,,98637000.0,197458000.0,,,,,,73359000.0,,,,,,,669960000.0,,-34589000.0,276153000.0,,,128171000.0,-34589000.0,,,1157277000.0,14298000.0,195532000.0,35298000.0,,,,,,,,,156628000.0,,1226000.0,,,,,317753000.0,,,,516073000.0,,686865000.0,669960000.0,11968000.0,,545432000.0,413381000.0,,,,81910000.0,,,,,,,,398826000.0,184310000.0,,-616427000.0,,,,,,,,,106910000.0,,,,,1161859000.0,,,,,179127000.0,,,,256579000.0,,118173000.0,,,,200200000.0,,,,,,,,96170000,,,,,,,,,,,-0.11,,,98637000.0,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.120089600,,,,516701000.0,,,,,,,,,910912000.0,,86721000.0,,,,1540223000.0,,,23109000.0,,,-149822000.0,,,,,1471385000.0,,,,,58562000,261381000,,2056924000.0,,,4672000,,,2382297000.0,,,-33173000.0,,,,4672000,4672000,0.05,,,,86671000.0,,98694000.0,364862000.0,,,,,,116098000.0,,65092000.0,,,,,620411000.0,,-107528000.0,282747000.0,,,114992000.0,3059000.0,,,1136616000.0,12896000.0,145283000.0,38745000.0,,-9749000.0,,,,,,,86721000.0,,19383000.0,,,,,542834000.0,,,,464013000.0,,643520000.0,620411000.0,14711000.0,,550483000.0,669960000.0,,,,75450000.0,,,35250000.0,,,,,372031000.0,,,-668401000.0,,,,,,,,,55486000.0,,,,,1218884000.0,,,,,182226000.0,,,,-49549000.0,,50293000.0,,-22611000.0,,193933000.0,,,,,,,,58562000,,,,,,,,,,,0.05,,,98694000.0,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.128038400,,,,496608000.0,,,,,,,,,878766000.0,,75078000.0,,,,1621776000.0,,,20375000.0,,,-149822000.0,,,,,1556516000.0,,,,,58201000,261231000,,2118384000.0,,,533000,,,2435282000.0,,,186750000.0,,,,533000,533000,0.01,,,,68567000.0,,99721000.0,455175000.0,,,,,,76982000.0,,70199000.0,,,,,604841000.0,,-122563000.0,281438000.0,,,106851000.0,-233150000.0,,,1130059000.0,17437000.0,184249000.0,36542000.0,,-6750000.0,,,,,,,126048000.0,,13512000.0,,,,,340990000.0,,,,464051000.0,,625216000.0,604841000.0,17840000.0,,560096000.0,620411000.0,,,,80060000.0,,,37709000.0,,,,,649340000.0,,,-668401000.0,,,,,,,,,98091000.0,,,,,1228497000.0,,,,,181612000.0,,,,-15570000.0,,97874000.0,,-23958000.0,,164737000.0,,,,,,,,109171000,,,,,,,,,,,0.01,,,98884000.0,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.135987200,358028000.0,,,909008000.0,1316864000.0,,,,,210540000.0,83641000.0,3553000.0,1241317000.0,47035000.0,85562000.0,2225872000.0,,,1316864000.0,,596567000.0,47035000.0,403110000.0,,-151779000.0,,89487000.0,,-70479000.0,1318105000.0,596567000.0,,,,168071000,292166000,,2225872000.0,68535000.0,10043000.0,15896000,-2000000.0,,2559422000.0,411699000.0,9368000.0,-176846000.0,369577000.0,,356064000.0,15221000,15896000,,268261000.0,299763000.0,15490000.0,403110000.0,299371000.0,,450712000.0,89045000.0,820924000.0,,0.1,1241317000.0,135975000.0,10043000.0,,,,-151779000.0,909008000.0,596567000.0,,-178979000.0,299371000.0,2559422000.0,65299000.0,109165000.0,194201000.0,218590000.0,,820924000.0,16369000.0,156191000.0,45228000.0,,,,,109165000.0,,671774000.0,,-11880000.0,,34414000.0,407165000.0,727605000.0,1318105000.0,,373253000.0,643602000.0,373253000.0,,465157000.0,0.1,643602000.0,596567000.0,20780000.0,576618000.0,671774000.0,604841000.0,,,,411699000.0,1197111000.0,,,,100430000.0,,533000.0,268261000.0,,,-525337000.0,450712000.0,413381000.0,,,-323524000.0,,,-443659000.0,146678000.0,,-525337000.0,,,1197111000.0,,,,,210540000.0,,,45228000.0,-8274000.0,,-176853000.0,,,,225533000.0,,,,225533000.0,,,100430000.0,219405000,183186000.0,,,,16369000.0,0.0,,,,,,465157000.0,-1256000.0,,1083669000.0,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.143763200,,,,970088000.0,,,,,,,,,1241146000.0,,110893000.0,,,,1324677000.0,,,40991000.0,,,-141736000.0,,,,,1415599000.0,,,,,87168000,322201000,,2294765000.0,,,33407000,,,2656745000.0,,,-28988000.0,,,,33388000,33407000,0.33,,,,496015000.0,,100611000.0,466173000.0,,,,,,125554000.0,,,,,,,526087000.0,,-204911000.0,338591000.0,,,111882000.0,-9602000.0,,,824202000.0,18766000.0,196647000.0,34302000.0,,,,,,,,,109479000.0,,61577000.0,,,,,418818000.0,,,,463237000.0,,567078000.0,526087000.0,26824000.0,,721105000.0,596567000.0,,,,432830000.0,,-145504000.0,,,,,,273370000.0,-4296000.0,,-525337000.0,,,,,,6895000.0,,,116516000.0,,,,,1246442000.0,,,,,201852000.0,,,,-70480000.0,,83109000.0,6431000.0,,,250535000.0,,,,,,,,87168000,,,,,,,,,,,0.33,,,100004000.0,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.151625600,,,,1053875000.0,,,,,,,,,1269584000.0,,130099000.0,,,,1068764000.0,,,49757000.0,,,-39799000.0,,,,,1258511000.0,,,,,99437000,361631000,,2122639000.0,,,33854000,,,2528095000.0,,,-53457000.0,,,,33854000,33854000,0.33,,,,508712000.0,,101029000.0,175872000.0,,,,,,136845000.0,,75835000.0,,,,,506751000.0,,-130740000.0,381272000.0,,,127862000.0,7936000.0,,,858111000.0,27417000.0,224786000.0,34781000.0,,-6515000.0,,,,,,,125349000.0,,56688000.0,,,,,413893000.0,,,,367400000.0,,556508000.0,506751000.0,22193000.0,,825981000.0,526087000.0,,,,469026000.0,,-135048000.0,37570000.0,,,,,15545000.0,0.0,,-525337000.0,,,,,,914000.0,,,81591000.0,,,,,1351318000.0,,,,,271417000.0,,,,-19336000.0,,45731000.0,5366000.0,53671000.0,,237597000.0,,,,,,,,99437000,,,,,,,,,,,0.34,,,100111000.0,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.159574400,,,,801010000.0,,,,,,,,,977719000.0,,117916000.0,,,,1116440000.0,,,48135000.0,,,-39565000.0,,,,,1398559000.0,,,,,112556000,402503000,,1917450000.0,,,51791000,,,2376278000.0,,,7237000.0,,,,52553000,51791000,0.51,,,,107712000.0,,101438000.0,169200000.0,,,,,,109773000.0,,100895000.0,,,,,567384000.0,,-152167000.0,436249000.0,,,145055000.0,-1968000.0,,,914673000.0,33949000.0,292730000.0,32567000.0,,112000.0,,,,,,,180174000.0,,79506000.0,,,,,424649000.0,,,,368822000.0,,615519000.0,567384000.0,26733000.0,,954979000.0,506751000.0,,,,115946000.0,,-147769000.0,29765000.0,,,,,15802000.0,0.0,,-525337000.0,,,,,,1114000.0,,,155006000.0,,,,,1480316000.0,,,,,321057000.0,,,,60633000.0,,,1291000.0,106992000.0,,263112000.0,,,,,,,,176524000,,,,,,,,,,,0.52,,,100496000.0,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.167523200,441288000.0,,,901851000.0,1836755000.0,,,-209368000.0,,428304000.0,-70660000.0,14227000.0,1127218000.0,,216058000.0,2738606000.0,,,1836755000.0,,656692000.0,,133830000.0,,129382000.0,,27399000.0,,3697000.0,2193776000.0,656692000.0,,,,121201000,489765000,,2738606000.0,354001000.0,168947000.0,49895000,-4873000.0,,3320994000.0,134661000.0,244760000.0,4548000.0,518073000.0,,616739000.0,124372000,49895000,,440136000.0,530208000.0,7745000.0,133830000.0,504874000.0,,443392000.0,23357000.0,1358995000.0,,1.68,1127218000.0,311998000.0,168947000.0,,196178000.0,,129382000.0,901851000.0,656692000.0,,-79624000.0,504874000.0,3320994000.0,118205000.0,185455000.0,7331000.0,257757000.0,,1358995000.0,54245000.0,177767000.0,34368000.0,,,,,185455000.0,,1267159000.0,,56566000.0,,154620000.0,477460000.0,959361000.0,2193776000.0,,286597000.0,656692000.0,286597000.0,,372526000.0,1.67,656692000.0,656692000.0,41438000.0,699045000.0,1267159000.0,567384000.0,,,,134661000.0,1935902000.0,-119799000.0,,,100563690.0,,-22285000.0,440136000.0,-577000.0,,-668743000.0,443392000.0,596567000.0,,,-548120000.0,-1178000.0,,-567442000.0,124347000.0,,-668743000.0,,,1935902000.0,,,,,428304000.0,,,34368000.0,89308000.0,,,1139000.0,,,225570000.0,,,,225570000.0,,,101165868.0,121201000,60125000.0,,,196178000.0,54245000.0,0.0,,,,,,372526000.0,,,1576100000.0,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.175299200,,,,984761000.0,,,,-120825000.0,,,,,1450711000.0,,178799000.0,,,,1440942000.0,,,,,,474582000.0,,,,,1905120000.0,,,,,154934000,562701000,,2425703000.0,,,345200000,,,3355831000.0,,,202717000.0,,,,89001000,345200000,3.2042,,,,111056000.0,,107734000.0,52506000.0,,,,,,150678000.0,,,,,,,992911000.0,,137804000.0,859082000.0,,,185643000.0,137804000.0,,,1351334000.0,50081000.0,412023000.0,37102000.0,,,,,,,,,257089000.0,,129376000.0,,,,,476559000.0,,,,380255000.0,,992911000.0,992911000.0,47733000.0,,1389652000.0,656692000.0,,,,155398000.0,,,,,,,,32795000.0,-4853000.0,,-668743000.0,,,,,,,,,202717000.0,,,,,2058395000.0,,,,,448561000.0,,,,336219000.0,,,,,,242517000.0,,,,,,,,233096000,,,,,,,,,,,3.4263,,,100749000.0,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.183161600,,,,1018047000.0,,,,,,,,,1546614000.0,,205605000.0,,,,1566361000.0,,,,,,574621000.0,,,,,2089517000.0,,,,,159997000,613350000,,2584408000.0,,,91683000,,,3636131000.0,,,-159475000.0,,,,89030000,91683000,0.98,,,,123100000.0,,107720000.0,49911000.0,,,,,,235838000.0,,137869000.0,,,,,1087144000.0,,-194944000.0,979073000.0,,,189312000.0,-100310000.0,,,1478387000.0,50534000.0,377512000.0,38063000.0,,-11085000.0,,,,,,,217515000.0,,133862000.0,,,,,492746000.0,,,,381504000.0,,1087144000.0,1087144000.0,39891000.0,,1563037000.0,992911000.0,,,,157687000.0,,,40265000.0,,,,,30292000.0,,,-668743000.0,,,,,,,,,198196000.0,,,,,2231780000.0,,,,,513454000.0,,,,94233000.0,,,,22948000.0,,209037000.0,,,,,,,,159997000,,,,,,,,,,,1.01,,,100812000.0,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.191110400,,,,1176874000.0,,,,,,,,,1583149000.0,,231940000.0,,,,1590392000.0,,,,,,712252000.0,,,,,2358853000.0,,,,,194088000,686360000,,2767266000.0,,,137631000,,,3942002000.0,,,573507000.0,,,,137864000,137631000,1.31,,,,130550000.0,,108037000.0,48102000.0,,,,,,173440000.0,,150088000.0,,,,,1057871000.0,,-241483000.0,1125230000.0,,,204915000.0,-336117000.0,,,1505043000.0,70254000.0,512920000.0,37247000.0,,1225000.0,,,,,,,318832000.0,,169154000.0,,,,,484083000.0,,,,387081000.0,,1057871000.0,1057871000.0,34637000.0,,1838153000.0,1087144000.0,,,,136752000.0,,,42547000.0,,,,,28889000.0,,,-668743000.0,,,,,,,,,215836000.0,,,,,2506896000.0,,,,,659249000.0,,,,-29273000.0,,65906000.0,,25897000.0,,230785000.0,,,,,,,,280908000,,,,,,,,,,,1.36,,,100981000.0,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.199059200,662926000.0,,,2002269000.0,1043221000.0,,,,,238252000.0,224294000.0,33626000.0,1751569000.0,,372923000.0,3045490000.0,,,1043221000.0,,1174597000.0,,171288000.0,,824998000.0,,45930000.0,,36777000.0,2662257000.0,1174597000.0,,,,153907000,768203000,,3045490000.0,539442000.0,697142000.0,112746000,,,4413826000.0,889085000.0,438523000.0,-392455000.0,987632000.0,,980056000.0,112746000,112746000,,31089000.0,987632000.0,,171288000.0,1287907000.0,,55601000.0,-89779000.0,945206000.0,,6.9,1751569000.0,491597000.0,697142000.0,,183857000.0,,824998000.0,2002269000.0,1174597000.0,,-547890000.0,1287907000.0,4413826000.0,87077000.0,223579000.0,335400000.0,354940000.0,,945206000.0,82893000.0,276606000.0,42414000.0,,,,,223579000.0,,2066122000.0,,122699000.0,,107050000.0,1111437000.0,1650558000.0,2662257000.0,,283645000.0,1174597000.0,283645000.0,,153643000.0,6.61,1174597000.0,1174597000.0,-35184000.0,1017866000.0,2066122000.0,1057871000.0,,,,889085000.0,2806136000.0,,,,101035072.0,,-25357000.0,31089000.0,-95541000.0,,-740014000.0,55601000.0,656692000.0,,,-887143000.0,,,-846513000.0,494688000.0,,-740014000.0,,,2806136000.0,,,,,238252000.0,,,42414000.0,116726000.0,,13577000.0,,,,663574000.0,,,,663574000.0,,,105467776.0,153907000,517905000.0,,,183857000.0,82893000.0,-18286000.0,,,,,,153643000.0,,,2630614000.0,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.206921600,,,,2004615000.0,,,,90684000.0,,,,,1839581000.0,,279427000.0,,,,1022284000.0,,,,,,983103000.0,,,,,2919933000.0,,,,,207278000,800703000,,3026899000.0,,,158105000,,,4759514000.0,,,248789000.0,,,,158105000,158105000,1.47,,,,194947000.0,,108357000.0,62348000.0,,,,,,202571000.0,,,,,,,1211623000.0,,-243379000.0,1658393000.0,,,229872000.0,-243379000.0,,,915509000.0,105149000.0,598132000.0,44427000.0,,,,,,,,,390854000.0,,186931000.0,,,,,476826000.0,,,,632971000.0,,1211623000.0,1211623000.0,41870000.0,,2297464000.0,1174597000.0,,,,819454000.0,,,,,,,,29957000.0,23938000.0,,-740014000.0,,,,,,,,,248789000.0,,,,,3037478000.0,,,,,234326000.0,,,,37026000.0,,,,,,292873000.0,,,,,,,,317792000,,,,,,,,,,,1.48,,,106729000.0,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.214784000,,,,1800033000.0,,,,-201889000.0,,,,,1513741000.0,,326793000.0,,,,1258517000.0,,,,,,565032000.0,,,,,3144257000.0,,,,,203506000,842509000,,3058550000.0,,,131938000,,,4657998000.0,,,-385989000.0,,,,131938000,131938000,1.22,,,,164041000.0,,108416000.0,65829000.0,,,,,,310031000.0,,158497000.0,,,,,903993000.0,,-366453000.0,1551064000.0,,,230603000.0,246839000.0,,,1148894000.0,104683000.0,532478000.0,43794000.0,,565000.0,,,,,,,328972000.0,,172255000.0,,,,,453848000.0,,,,640236000.0,,903993000.0,903993000.0,64742000.0,,2553157000.0,1211623000.0,,,,656182000.0,,,42157000.0,,,,,32651000.0,,,-740014000.0,,,,,,,,,241322000.0,,,,,3293171000.0,,,,,252042000.0,,,,-307630000.0,,,,345796000.0,,733312000.0,,,,,,,,203506000,,,,,,,,,,,1.22,,,108189000.0,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.222732800,,,0.0,1477275000.0,,,,-25430000.0,,,,,1652008000.0,,332203000.0,,,135692000.0,1663940000.0,,,,,,565032000.0,,,,,3202463000.0,,,,,207775000,869108000,,3141215000.0,,,161295000,,,4854471000.0,,,-21789000.0,,,,161295000,161295000,1.49,,,,214031000.0,,108251678.0,63433000.0,,,,,,329130000.0,,163796000.0,,,,,1001389000.0,,-302875000.0,1686750000.0,,,242180000.0,2924000.0,,30756000.0,1552853000.0,74864000.0,539978000.0,47654000.0,,-25928000.0,,,,,,,332203000.0,,174067000.0,,,,,412764000.0,,,,642481000.0,,1001389000.0,1001389000.0,30553000.0,,2654190000.0,903993000.0,,,,274057000.0,,-306367000.0,14207000.0,,,,,32985000.0,0.0,,-740014000.0,,,,,,,,,284578000.0,,,,,3394204000.0,,,,,256135000.0,,,,97396000.0,,250000.0,2440000.0,479237000.0,,783287000.0,,,,,,,,343467000,,,,,,,,,,,1.49,,,108251678.0,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.230681600,867283000.0,,0.0,1749079000.0,1819652000.0,,,917000.0,,240576000.0,-284463000.0,3179000.0,1364168000.0,,263896000.0,3568731000.0,,145712000.0,1819652000.0,,674195000.0,,261970000.0,,1082548000.0,,61618000.0,,19694000.0,3856640000.0,674195000.0,,,,246545000,900060000,,3568731000.0,704207000.0,291366000.0,-159972000,-259704000.0,,5220808000.0,496543000.0,313763000.0,-125474000.0,1290020000.0,,1255077000.0,-137575000,-159972000,,64845000.0,1228582000.0,,261970000.0,1677918000.0,,77106000.0,-135718000.0,1661483000.0,,4.8,1364168000.0,328181000.0,291366000.0,,507295000.0,,1082548000.0,1749079000.0,674195000.0,,-986640000.0,1677918000.0,5220808000.0,277369000.0,257455000.0,13310000.0,515908000.0,12238000.0,1661483000.0,58162000.0,571879000.0,81063000.0,,,,,257455000.0,,2787224000.0,,325334000.0,,170955000.0,1122239000.0,2157303000.0,3856640000.0,,483055000.0,674195000.0,483055000.0,,642544000.0,4.77,674195000.0,674195000.0,140205000.0,1383191000.0,2787224000.0,1001389000.0,,,,496543000.0,4055120000.0,-473024000.0,,,107869000.0,,24648000.0,64845000.0,0.0,,-1267896000.0,77106000.0,1174597000.0,,,-1406702000.0,,,-1899347000.0,347550000.0,,-1267896000.0,,,4055120000.0,,,,,240576000.0,,,81063000.0,-327194000.0,,53742000.0,-640000.0,,,772751000.0,,,,772751000.0,,,108646000.0,392257000,-500402000.0,,,507295000.0,58162000.0,0.0,,,,,,642544000.0,,,3412380000.0,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.238457600,,,,1796545000.0,,,,-17134000.0,,,,,1447504000.0,,293523000.0,,,,1829093000.0,,,,,,,,,,,3892978000.0,,,,,212949000,846074000,,3625638000.0,,,139620000,,,5340482000.0,,,321823000.0,,,,134481000,139620000,1.29,,,,211987000.0,,108583000.0,79263000.0,,,,,,193341000.0,,,,,,,728572000.0,,-339016000.0,1756360000.0,,,239046000.0,-339016000.0,,,1670484000.0,46693000.0,652733000.0,79346000.0,,,,,,,,,439784000.0,,172787000.0,,,,,1039307000.0,,,,656305000.0,,728572000.0,728572000.0,42782000.0,,2796797000.0,674195000.0,,,,548033000.0,,,43247000.0,,,,,40951000.0,87044000.0,,,,,,,,,,,321823000.0,,,,,,,,,,736935000.0,,,,54377000.0,,10028000.0,,,,217140000.0,,,,,,,,362728000,,,,,,,,,,,1.29,,,108436000.0,,,,,,,,,,,,,,,,,,
