date,trailingPretaxIncome,quarterlyTotalAssets,annualRetainedEarnings,annualNetIncome,quarterlyLongTermDebt,quarterlyOtherNonCurrentLiabilities,annualAccountsReceivable,annualPurchaseOfInvestment,quarterlyOtherCurrentLiabilities,trailingInvestingCashFlow,quarterlyChangeInCashSupplementalAsReported,annualCashDividendsPaid,quarterlyAccountsReceivable,quarterlyTotalNonCurrentAssets,quarterlyCurrentAccruedExpenses,annualGoodwill,annualPretaxIncome,quarterlyCostOfRevenue,annualSaleOfInvestment,quarterlyDepreciationAndAmortization,trailingChangeInWorkingCapital,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyInvestmentsAndAdvances,annualOtherNonCashItems,annualDepreciationAndAmortization,annualOperatingIncome,quarterlySellingGeneralAndAdministration,trailingTotalRevenue,annualLongTermDebt,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,annualInvestingCashFlow,quarterlyGoodwill,trailingStockBasedCompensation,trailingCommonStockIssuance,annualStockholdersEquity,annualEndCashPosition,annualTotalAssets,quarterlyNetIncomeCommonStockholders,annualTaxProvision,trailingEndCashPosition,quarterlyOtherIncomeExpense,quarterlyInventory,trailingCashFlowFromContinuingFinancingActivities,annualCurrentAccruedExpenses,annualCurrentLiabilities,trailingOperatingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyNonCurrentDeferredTaxesLiabilities,trailingChangeInAccountPayable,annualOperatingCashFlow,trailingOperatingIncome,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCashAndCashEquivalents,annualAccountsPayable,quarterlyCurrentDebt,quarterlyInterestExpense,annualChangeInAccountPayable,quarterlyPurchaseOfInvestment,quarterlyOperatingExpense,trailingOtherIncomeExpense,annualOtherIntangibleAssets,annualCommonStockIssuance,annualOtherShortTermInvestments,quarterlyOtherIntangibleAssets,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyCashDividendsPaid,annualInvestmentsAndAdvances,annualRepurchaseOfCapitalStock,quarterlyNetOtherFinancingCharges,annualOtherNonCurrentAssets,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,trailingNetOtherInvestingChanges,annualNetPPE,annualGainsLossesNotAffectingRetainedEarnings,annualEbitda,quarterlyDilutedEPS,annualCashAndCashEquivalents,annualNetOtherInvestingChanges,annualCashCashEquivalentsAndMarketableSecurities,annualBasicAverageShares,quarterlyChangeInInventory,quarterlyOtherCurrentAssets,annualChangeInCashSupplementalAsReported,annualBeginningCashPosition,annualCurrentAssets,trailingChangeInCashSupplementalAsReported,annualGrossPPE,annualOtherNonCurrentLiabilities,annualNetIncomeCommonStockholders,quarterlySaleOfInvestment,annualDeferredIncomeTax,quarterlyChangesInAccountReceivables,annualInterestExpense,trailingChangesInAccountReceivables,quarterlyChangeInAccountPayable,trailingRepurchaseOfCapitalStock,annualSellingGeneralAndAdministration,quarterlyGrossProfit,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,annualRepaymentOfDebt,annualTotalNonCurrentAssets,annualOtherIncomeExpense,quarterlyBeginningCashPosition,annualCapitalExpenditure,trailingRepaymentOfDebt,quarterlyCapitalStock,trailingGrossProfit,trailingCapitalExpenditure,trailingNetIncomeCommonStockholders,quarterlyDilutedAverageShares,trailingDeferredIncomeTax,annualBasicEPS,annualOtherCurrentLiabilities,quarterlyStockholdersEquity,trailingNetOtherFinancingCharges,quarterlyNetOtherInvestingChanges,quarterlyRepaymentOfDebt,trailingInterestExpense,quarterlyTaxProvision,annualCashFlowFromContinuingFinancingActivities,annualDilutedAverageShares,annualCurrentDebt,annualInventory,trailingTaxProvision,quarterlyNetPPE,quarterlyAccumulatedDepreciation,quarterlyStockBasedCompensation,annualOtherCurrentAssets,annualTotalRevenue,quarterlyOtherNonCashItems,quarterlyBasicEPS,annualCostOfRevenue,annualPurchaseOfBusiness,trailingDepreciationAndAmortization,annualCapitalStock,trailingChangeInInventory,quarterlyEbitda,annualNetOtherFinancingCharges,annualStockBasedCompensation,annualFreeCashFlow,annualNonCurrentDeferredTaxesLiabilities,annualTotalLiabilitiesNetMinorityInterest,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyPretaxIncome,annualAccumulatedDepreciation,quarterlyRetainedEarnings,quarterlyBasicAverageShares,quarterlyRepurchaseOfCapitalStock,annualGrossProfit,quarterlyCashFlowFromContinuingFinancingActivities,trailingOperatingExpense,trailingNetIncomeContinuousOperations,annualNetIncomeContinuousOperations,annualOperatingExpense,trailingSellingGeneralAndAdministration,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,annualChangeInWorkingCapital,quarterlyCapitalExpenditure,quarterlyTotalRevenue,quarterlyOperatingCashFlow,annualChangesInAccountReceivables,quarterlyGrossPPE,trailingCostOfRevenue,annualChangeInInventory,trailingPurchaseOfBusiness,trailingFreeCashFlow,trailingBeginningCashPosition,annualDilutedEPS,trailingNetIncome,quarterlyOperatingIncome,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,trailingCashDividendsPaid,quarterlyCurrentLiabilities,trailingOtherNonCashItems,quarterlyCurrentDeferredRevenue,quarterlyIncomeTaxPayable,trailingBasicAverageShares,quarterlyResearchAndDevelopment,annualNonCurrentDeferredRevenue,annualIncomeTaxPayable,trailingResearchAndDevelopment,trailingSaleOfInvestment,trailingDilutedEPS,trailingPurchaseOfInvestment,annualResearchAndDevelopment,trailingDilutedAverageShares,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,trailingBasicEPS
2005-06-30,,1647969000.0,,,266289000.0,33799000.0,,,0.0,,63038000.0,,256128000.0,922369000.0,91603000.0,,,481179000.0,,20817000.0,,535215000.0,,,,,16717000.0,,,48526000.0,48526000.0,,,,,,,,48526000.0,,,-1281000.0,308194000.0,,,,,109673000.0,235127000.0,,,,,109673000.0,,1200000.0,5879000.0,,,16717000.0,,,,,,109673000.0,-26722000.0,-1382000.0,,,0.0,,60550000.0,771616000.0,64686000.0,,,,,0.37,,,,,9987000.0,0.0,,,,,,,,,,,,,,,,99480000.0,-405000.0,143598000.0,,,,46635000.0,,,650000.0,,,,130406894.0,,,,876353000.0,,0.0,,,27077000.0,,,,,,861819000.0,-674547000.0,,,,,0.375,,,,,,103580000.0,,,,,,11486000.0,20659000.0,75603000.0,,455595000.0,129990258.0,,,-1682000.0,,,,,,,,,-26756000.0,580659000.0,91442000.0,,1536366000.0,,,,,,,,82763000.0,,725600000.0,,236401000.0,,,,,,,,,,,,,,,,
2005-09-30,,1703799000.0,,,265989000.0,35450000.0,,,0.0,,13675000.0,,356034000.0,914061000.0,133318000.0,,,516127000.0,,19462000.0,,511069000.0,,,,,19202000.0,,,43526000.0,43526000.0,,,,,,,,43526000.0,,,888000.0,286588000.0,,,,,123348000.0,209630000.0,,,,,123348000.0,,1200000.0,5834000.0,,,19202000.0,,,,,,123348000.0,-16631000.0,-1788000.0,,,966000.0,,58215000.0,781763000.0,14788000.0,,,,,0.335,,,,,21606000.0,0.0,,,,,,,,,,,,,,,,89264000.0,-86000.0,136176000.0,,,,109673000.0,,,651000.0,,,,130522764.0,,,,922036000.0,,0.0,,,21590000.0,,,,,,855846000.0,-674547000.0,,,,,0.335,,,,,,89524000.0,,,,,,7770000.0,-48043000.0,65116000.0,,497332000.0,130053924.0,,,-1122000.0,,,,,,,,,-16640000.0,605391000.0,31428000.0,,1530393000.0,,,,,,,,70062000.0,,789738000.0,,270694000.0,,,,,,,,,,,,,,,,
2005-12-31,,1827189000.0,569164000.0,226817000.0,265689000.0,40457000.0,302779000.0,-1867000.0,0.0,,114547000.0,-6342000.0,302779000.0,924326000.0,104872000.0,,345328000.0,501335000.0,,20948000.0,,527234000.0,,,82697000.0,367033000.0,22604000.0,,265689000.0,73622000.0,73622000.0,-87590000.0,,,,994106000.0,237895000.0,1827189000.0,73622000.0,118511000.0,,2336000.0,339870000.0,,104872000.0,305849000.0,,237895000.0,221088000.0,,318447000.0,,527234000.0,237895000.0,199777000.0,1200000.0,5850000.0,,,22604000.0,,,1184000.0,,,237895000.0,-26901000.0,-1791000.0,,,0.0,61094000.0,61094000.0,833083000.0,118293000.0,,863232000.0,-246000.0,449730000.0,,237895000.0,0.0,237895000.0,130016506.0,-53282000.0,22319000.0,194499000.0,43396000.0,902863000.0,,1604486000.0,40457000.0,226817000.0,,45745000.0,,23717000.0,,,,76598000.0,135104000.0,-246000.0,199777000.0,,924326000.0,2012000.0,123348000.0,-85760000.0,,651000.0,,,,,,1.745,0.0,994106000.0,,-1867000.0,,,35364000.0,-36358000.0,130502218.0,1200000.0,339870000.0,,863232000.0,-741254000.0,,22319000.0,2441105000.0,,,1997474000.0,,,651000.0,,133448000.0,0.0,,232687000.0,221088000.0,833083000.0,15218000.0,30681000.0,108986000.0,-741254000.0,569164000.0,,,443631000.0,-1873000.0,,,226817000.0,76598000.0,,218000.0,,-39803000.0,-25028000.0,636439000.0,143321000.0,,1604486000.0,,-20054000.0,,,,1.74,,112500000.0,,902863000.0,,305849000.0,,,,,,,,,,,,,,,,
2006-03-31,,1817455000.0,,,260094000.0,42057000.0,,,0.0,,-1529000.0,,277268000.0,942126000.0,94152000.0,,,487721000.0,,20762000.0,,527818000.0,,,,,20179000.0,,,51337000.0,51337000.0,,,,,,,,51337000.0,,,-23519000.0,339589000.0,,,,,236366000.0,225667000.0,,,,,236366000.0,,,6026000.0,,,20179000.0,,,,,,236366000.0,-55994000.0,-1791000.0,,,-4084000.0,,63880000.0,772687000.0,38210000.0,,,,,0.393503,,,,,281000.0,0.0,,,,,,,,,,,,,,,,131058000.0,826000.0,150717000.0,,,,237895000.0,,,652000.0,,,,130461544.0,,,,1044768000.0,,-27445000.0,,,29997000.0,,,,,,878246000.0,-741254000.0,,,,,0.395,,,,,,131641000.0,,,,,,4490000.0,-13148000.0,81334000.0,,618710000.0,130184390.0,,,-12294000.0,,,,,,396000.0,,,-28549000.0,618779000.0,66759000.0,,1619500000.0,,,,,,,,110879000.0,,875329000.0,,244869000.0,,,,,,,,,,,,,,,,
2006-06-30,,1942363000.0,,,260115000.0,37725000.0,,,0.0,,39249000.0,,323009000.0,976228000.0,114697000.0,,,544055000.0,,20606000.0,,529812000.0,,,,,18359000.0,,,67169000.0,67169000.0,,,,,,,,67169000.0,,,3055000.0,343093000.0,,,,,275615000.0,231972000.0,,,,,275615000.0,,,3898000.0,,,18359000.0,,,,,,275615000.0,-38905000.0,-1792000.0,,,-195000.0,,75437000.0,830903000.0,45803000.0,,,,,0.515,,,,,-3504000.0,0.0,,,,,,,,,,,,,,,,125212000.0,1627000.0,186394000.0,,,,236366000.0,,,652000.0,,,,130471694.0,,,,1111460000.0,,0.0,,,38841000.0,,,,,,900791000.0,-777353000.0,,,,,0.515,,,,,,127459000.0,,,,,,6246000.0,-13713000.0,106010000.0,,684086000.0,130208200.0,,,-1987000.0,,,,,,0.0,,,-34338000.0,669267000.0,80141000.0,,1678144000.0,,,,,,,,106853000.0,,966135000.0,,301091000.0,,,,,,,,,,,,,,,,
2006-09-30,,1972102000.0,,,260135000.0,38956000.0,,,0.0,,-72791000.0,,335063000.0,998460000.0,124920000.0,,,563241000.0,,21267000.0,,529848000.0,,,,,22165000.0,,,61656000.0,61656000.0,,,,,,,,61656000.0,,,3268000.0,312928000.0,,,,,303099000.0,230757000.0,,,,,202824000.0,,,3432000.0,,-134625000.0,22165000.0,,,,,,202824000.0,-138109000.0,-2609000.0,,,-49000.0,,88928000.0,799801000.0,29196000.0,,,,,0.475,,,,,30165000.0,0.0,,,,,,,,,,,,,,,,109176000.0,1861000.0,145033000.0,,,,275615000.0,,,652000.0,,,,130475648.0,,,,1172301000.0,,-75000.0,,,25191000.0,,,,,,909532000.0,-741254000.0,,,,52000.0,0.475,,,,,,108278000.0,,,,,,-1119000.0,-16609000.0,86847000.0,,743135000.0,130269164.0,,,-1650000.0,,,,,,1008000.0,100275000.0,,-37772000.0,672417000.0,66968000.0,,1650786000.0,,,,,,,,87011000.0,,973642000.0,,269953000.0,,,,,,,,,,,,,,,,
2006-12-31,,2082098000.0,754921000.0,194559000.0,260156000.0,44661000.0,308903000.0,-221084000.0,0.0,,-150178000.0,-8802000.0,308903000.0,1232311000.0,82998000.0,36098000.0,282549000.0,492866000.0,216510000.0,24477000.0,,586645000.0,,4910000.0,87112000.0,313251000.0,22529000.0,,260156000.0,14397000.0,14397000.0,-404336000.0,36098000.0,,,1173541000.0,52646000.0,2082098000.0,14397000.0,87990000.0,,-7061000.0,456276000.0,,82998000.0,321912000.0,,52646000.0,281828000.0,,237184000.0,,586645000.0,52646000.0,238914000.0,,3163000.0,,-81885000.0,22529000.0,,38974000.0,1849000.0,,38974000.0,52646000.0,-171328000.0,-2610000.0,,,-1000.0,80336000.0,80336000.0,908557000.0,-12283000.0,,1076903000.0,-9926000.0,400363000.0,,52646000.0,-28052000.0,52646000.0,130267256.0,-74217000.0,0.0,-185249000.0,237895000.0,849787000.0,,1863477000.0,44661000.0,194559000.0,182160000.0,13852000.0,,16519000.0,,,,83232000.0,31037000.0,-9926000.0,238914000.0,,1232311000.0,-24257000.0,202824000.0,-136258000.0,,653000.0,,,,,,1.495,0.0,1173541000.0,,-532000.0,,,-6039000.0,-18097000.0,130509308.0,,456276000.0,,1076903000.0,-786574000.0,,0.0,2484366000.0,601000.0,,2087883000.0,,,653000.0,,32985000.0,-4329000.0,,100926000.0,281828000.0,908557000.0,4235000.0,-20861000.0,8358000.0,-786574000.0,754921000.0,,,396483000.0,-2166000.0,,,194559000.0,83232000.0,,445000.0,,-64331000.0,-35599000.0,523903000.0,23316000.0,,1863477000.0,,-47275000.0,,,,1.49,,8508000.0,,849787000.0,,321912000.0,,,,,,,,,,,,,,,,
2007-03-31,,2110481000.0,,,280876000.0,45918000.0,,,0.0,,-39321000.0,,423630000.0,1229537000.0,86090000.0,,,660913000.0,,24544000.0,,612417000.0,,,,,25223000.0,,,19672000.0,19672000.0,,,,,,,,19672000.0,,,991000.0,417651000.0,,,,,13325000.0,285623000.0,,,,,13325000.0,,,3593000.0,,,25223000.0,,,,,,13325000.0,-15058000.0,-2611000.0,,,0.0,,153173000.0,918969000.0,-61287000.0,,,,,0.15,,,,,38625000.0,0.0,,,,,,,,,,,,,,,,57889000.0,-9622000.0,220462000.0,,,,52646000.0,,,655000.0,,,,130649034.0,,,,1191512000.0,,3815000.0,,,10392000.0,,,,,,1076364000.0,-786574000.0,,,,-412000.0,0.15,,,,,,57210000.0,,,,,,3776000.0,-89375000.0,30064000.0,,771982000.0,130435992.0,,,18151000.0,,,,,,62000.0,,,-18873000.0,718802000.0,-42414000.0,,1862938000.0,,,,,,,,32666000.0,,880944000.0,,306552000.0,,,,,,,,,,,,,,,,
2007-06-30,,2172380000.0,,,260196000.0,47367000.0,,,0.0,,29290000.0,,399832000.0,1235045000.0,78752000.0,,,698233000.0,,26550000.0,,603764000.0,,,,,22152000.0,,,37890000.0,37890000.0,,,,,,,,37890000.0,,,-292000.0,464519000.0,,,,,42615000.0,296201000.0,,,,,42615000.0,,,4495000.0,,,22152000.0,,,,,,42615000.0,-23984000.0,-2618000.0,,,-20700000.0,,148172000.0,942787000.0,44982000.0,,,,,0.29,,,,,-46868000.0,0.0,,,,,,,,,,,,,,,,84431000.0,-7677000.0,260271000.0,,,,13325000.0,,,655000.0,,,,130649428.0,,,,1229593000.0,,-142000.0,,,19602000.0,,,,,,1086873000.0,-786574000.0,,,,613000.0,0.29,,,,,,88829000.0,,,,,,10641000.0,1774000.0,57492000.0,,807254000.0,130449394.0,,,-23318000.0,,,,,,0.0,,,-31610000.0,782664000.0,76592000.0,,1873447000.0,,,,,,,,62279000.0,,937335000.0,,339023000.0,,,,,,,,,,,,,,,,
2007-09-30,,2314846000.0,,,335217000.0,48162000.0,,,0.0,,96644000.0,,436327000.0,1248571000.0,100530000.0,,,754100000.0,,26898000.0,,680032000.0,,,,,26305000.0,,,38341000.0,38341000.0,,,,,,,,38341000.0,,,305000.0,466399000.0,,,,,139259000.0,296653000.0,,,,,139259000.0,,,4692000.0,,0.0,26335000.0,,,,,,139259000.0,-36146000.0,-3274000.0,,,-212581000.0,,148960000.0,1047382000.0,25011000.0,,,,,0.295,,,,,-1880000.0,0.0,,,,,,,,,,,,,,,,86060000.0,-5914000.0,266820000.0,,,,42615000.0,,,655000.0,,,,130651336.0,,,,1267464000.0,,-334000.0,,,17027000.0,,,,,,1099611000.0,-786574000.0,,,,25000.0,0.295,,,,,,86623000.0,,,,,,1580000.0,-5808000.0,55368000.0,,842321000.0,130476752.0,,,71967000.0,,,,,,287822000.0,,,-35812000.0,840160000.0,60823000.0,,1886185000.0,,,,,,,,59725000.0,,1066275000.0,,367350000.0,,,,,,,,,,,,,,,,
2007-12-31,,2569335000.0,857872000.0,114729000.0,511414000.0,42024000.0,507463000.0,-308000.0,0.0,,-114345000.0,-11778000.0,507463000.0,1477150000.0,126311000.0,29990000.0,158957000.0,807532000.0,,26282000.0,,841403000.0,,3293000.0,104274000.0,174721000.0,22999000.0,,511414000.0,18826000.0,18826000.0,-124805000.0,29990000.0,,,1286670000.0,24914000.0,2569335000.0,18826000.0,44228000.0,,451000.0,527871000.0,,126311000.0,441262000.0,,24914000.0,287965000.0,,62166000.0,,841403000.0,24914000.0,314951000.0,,5642000.0,,0.0,22999000.0,,34685000.0,328000.0,,34685000.0,24914000.0,-49617000.0,-3275000.0,,,45180000.0,286263000.0,286263000.0,1282665000.0,-82265000.0,,1126212000.0,-3054000.0,278995000.0,,24914000.0,2995000.0,24914000.0,130469656.0,-61472000.0,0.0,-27732000.0,52646000.0,1092185000.0,,1992693000.0,42024000.0,114729000.0,,5286000.0,,18422000.0,,,,96679000.0,43020000.0,-3054000.0,314951000.0,,1477150000.0,1455000.0,139259000.0,-135725000.0,,655000.0,,,,,,0.88,0.0,1286670000.0,,-344000.0,,,-2793000.0,34907000.0,130648652.0,,527871000.0,,1126212000.0,-866481000.0,,0.0,3192178000.0,3067000.0,,2920778000.0,,,655000.0,,46303000.0,45180000.0,,-73559000.0,287965000.0,1282665000.0,-10711000.0,-69935000.0,16033000.0,-866481000.0,857872000.0,,,271400000.0,-31893000.0,,,114729000.0,96679000.0,,-287556000.0,,-163344000.0,-49430000.0,850552000.0,-32835000.0,,1992693000.0,,-71595000.0,,,,0.88,,20021000.0,,1092185000.0,,441262000.0,,,,,,,,,,,,,,,,
2008-03-31,,2526322000.0,,,554807000.0,42731000.0,,,0.0,,-17068000.0,,464383000.0,1493363000.0,90653000.0,,,878357000.0,,26001000.0,,886732000.0,,,,,22845000.0,,,5387000.0,5387000.0,,,,,,,,5387000.0,,,2408000.0,532051000.0,,,,,7846000.0,289194000.0,,,,,7846000.0,,,8528000.0,,,22845000.0,,,,,,7846000.0,-42451000.0,-3282000.0,,,13546000.0,,350139000.0,1237443000.0,-71238000.0,,,,,0.04,,,,,-4180000.0,0.0,,,,,,,,,,,,,,,,36704000.0,-3897000.0,260058000.0,,,,24914000.0,,,655000.0,,,,130577780.0,,,,1288879000.0,,319000.0,,,2352000.0,,,,,,1143224000.0,-866481000.0,,,,1250000.0,0.04,,,,,,39860000.0,,,,,,1163000.0,-63372000.0,7739000.0,,859978000.0,130519116.0,,,53637000.0,,,,,,,,,-42984000.0,915061000.0,-28254000.0,,2009705000.0,,,,,,,,13859000.0,,1032959000.0,,350711000.0,,,,,,,,,,,,,,,,
2008-06-30,,2685972000.0,,,549438000.0,39914000.0,,,0.0,,14616000.0,,641504000.0,1468472000.0,122090000.0,,,1009989000.0,,27815000.0,,886543000.0,,,,,22884000.0,,,47273000.0,47273000.0,,,,,,,,47273000.0,,,2199000.0,514462000.0,,,,,22462000.0,297191000.0,,,,,22462000.0,,,9287000.0,,,22884000.0,,,,,,22462000.0,-38419000.0,-3281000.0,,,41499000.0,,308673000.0,1351544000.0,-18560000.0,,,,,0.36,,,,,17589000.0,0.0,,,,,,,,,,,,,,,,96460000.0,-3469000.0,342911000.0,,,,7846000.0,,,656000.0,,,,130593486.0,,,,1334428000.0,,216000.0,,,19215000.0,,,,,,1159799000.0,-866481000.0,,,,1207000.0,0.36,,,,,,101391000.0,,,,,,7925000.0,-63642000.0,66488000.0,,903969000.0,130529562.0,,,32828000.0,,,,,,,,,-38767000.0,1106449000.0,20207000.0,,2026280000.0,,,,,,,,73576000.0,,1217500000.0,,465001000.0,,,,,,,,,,,,,,,,
2008-09-30,,2596811000.0,,,515948000.0,39003000.0,,,0.0,,-10000.0,,562804000.0,1489201000.0,115893000.0,,,1001948000.0,,27711000.0,,846128000.0,,,,,22999000.0,,,27364000.0,27364000.0,,,,,,,,27364000.0,,,1267000.0,491185000.0,,,,,22452000.0,291177000.0,,,,,22452000.0,,,8093000.0,,,22999000.0,,,,,,22452000.0,-45376000.0,-3447000.0,,,-2518000.0,,307629000.0,1237917000.0,39221000.0,,,,,0.21,,,,,23277000.0,0.0,,,,,,,,,,,,,,,,71787000.0,-4180000.0,275896000.0,,,,22462000.0,,,657000.0,,,,130682300.0,,,,1358894000.0,,-191000.0,,,14598000.0,,,,,,1181572000.0,-866481000.0,,,,3388000.0,0.21,,,,,,76499000.0,,,,,,-5992000.0,31152000.0,41962000.0,,927886000.0,130550998.0,,,-39267000.0,,,,,,,,,-45412000.0,1073735000.0,84633000.0,,2048053000.0,,,,,,,,48788000.0,,1107610000.0,,391789000.0,,,,,,,,,,,,,,,,
2008-12-31,,2286989000.0,814873000.0,-29543000.0,510319000.0,44836000.0,347323000.0,0.0,0.0,,67787000.0,-13456000.0,347323000.0,1488000000.0,99455000.0,29990000.0,-58022000.0,732691000.0,0.0,30399000.0,,835641000.0,30107000.0,15282000.0,111926000.0,-29540000.0,30180000.0,,510319000.0,-109567000.0,-109567000.0,-171952000.0,29990000.0,,,1239060000.0,90239000.0,2286989000.0,-109567000.0,-28479000.0,,-4959000.0,327967000.0,,99455000.0,212288000.0,,90239000.0,280486000.0,,186089000.0,,835641000.0,90239000.0,112833000.0,,8049000.0,-202865000.0,,30180000.0,,31156000.0,,,31156000.0,90239000.0,-45706000.0,-3446000.0,30107000.0,,13086000.0,193766000.0,193766000.0,1047929000.0,64105000.0,,1197452000.0,-12051000.0,87861000.0,,90239000.0,609000.0,90239000.0,130546970.0,163218000.0,0.0,65325000.0,24914000.0,798989000.0,,2125362000.0,44836000.0,-29543000.0,,-13879000.0,,33957000.0,,,,98908000.0,-135583000.0,-12051000.0,112833000.0,-852812000.0,1488000000.0,915000.0,22452000.0,-172561000.0,,657000.0,,,,,,-0.225,0.0,1239060000.0,,265000.0,,,-64644000.0,51188000.0,130633962.0,,327967000.0,,1197452000.0,-927910000.0,,33460000.0,3692353000.0,9437000.0,,3622985000.0,0.0,,657000.0,,-129889000.0,65613000.0,4178000.0,13528000.0,280486000.0,1047929000.0,-16975000.0,188754000.0,-174211000.0,-927910000.0,814873000.0,,,69368000.0,3990000.0,,,-29543000.0,98908000.0,,,,92892000.0,-45398000.0,597108000.0,109503000.0,148852000.0,2125362000.0,,199904000.0,,,,-0.225,,-165763000.0,,798989000.0,,212288000.0,,,,,,,,,,,,,,,,
2009-03-31,,2288220000.0,,,510339000.0,45217000.0,,,0.0,,89104000.0,,281011000.0,1507082000.0,79255000.0,,,468187000.0,,28987000.0,,844953000.0,31870000.0,,,,20967000.0,,,-6075000.0,-6075000.0,,,,,,,,-6075000.0,,,2477000.0,283873000.0,,,,,179343000.0,289397000.0,,,,,179343000.0,,,8596000.0,,,20967000.0,,,,,,179343000.0,-40441000.0,-3461000.0,,,12689000.0,,264464000.0,1057112000.0,87511000.0,,,,,-0.045,,,,,44094000.0,0.0,,,,,,,,,,66402000.0,,,20818000.0,,,20064000.0,-11790000.0,132904000.0,,,,90239000.0,,,659000.0,,,,131594546.0,,,,1231108000.0,,-1352000.0,,,-947000.0,,,,,,1210748000.0,,1309000.0,,,-90000.0,-0.045,,,,,,30561000.0,,,,,,8105000.0,89219000.0,-7022000.0,,805337000.0,131594546.0,,,9242000.0,,,,,,,,,-32792000.0,488251000.0,120303000.0,,,,,,,,,,-903000.0,-6297000.0,781138000.0,,212159000.0,,,,,,,,,,,,,,,,
2009-06-30,,2334844000.0,,,510359000.0,45383000.0,,,0.0,,24664000.0,,321738000.0,1484535000.0,115992000.0,,,519203000.0,,30914000.0,,825589000.0,32865000.0,,,,19487000.0,,,16851000.0,16851000.0,,,,,,,,16851000.0,,,1303000.0,286767000.0,,,,,204007000.0,269847000.0,,,,,204007000.0,,,8795000.0,,,19487000.0,,,,,,204007000.0,-12813000.0,-3461000.0,,,7861000.0,,250712000.0,1087188000.0,15478000.0,,,,,0.13,,,,,-2894000.0,37797000.0,,,,,,,,,,-40565000.0,,,12703000.0,,,55662000.0,-10148000.0,145607000.0,,,,179343000.0,,,659000.0,,,,131965904.0,,,,1247656000.0,,4758000.0,,,11832000.0,,,,,,1200958000.0,,1380000.0,,,-52000.0,0.13,,,,,,68392000.0,,,,,,-19064000.0,3434000.0,28683000.0,,818727000.0,131850242.0,,,4428000.0,,,,,,,,,-17571000.0,574865000.0,33049000.0,,,,,,,,,,36175000.0,0.0,850309000.0,,261599000.0,,,,,,,,,,,,,,,,
2009-09-30,,2411413000.0,,,515380000.0,45441000.0,,,0.0,,48866000.0,,343406000.0,1466029000.0,101585000.0,,,560033000.0,,31409000.0,,870117000.0,33560000.0,,,,23515000.0,,,29766000.0,29766000.0,,,,,,,,29766000.0,,,1456000.0,312029000.0,,,,,252873000.0,309296000.0,,,,,252873000.0,,,8772000.0,,,23515000.0,,,,,,252873000.0,-13178000.0,-3794000.0,,,7100000.0,,246459000.0,1133785000.0,45436000.0,,,,,0.225,,,,,-25262000.0,37076000.0,,,,,,,,,,-22315000.0,,,16476000.0,,,72538000.0,-8496000.0,162083000.0,,,,204007000.0,,,660000.0,,,,132193996.0,,,,1277628000.0,,-2922000.0,,,11941000.0,,,,,,1186010000.0,,1461000.0,,,647000.0,0.225,,,,,,81888000.0,,,,,,38745000.0,-46218000.0,41707000.0,,844699000.0,131906606.0,,,1940000.0,,,,,,,,,-14668000.0,632571000.0,60104000.0,,,,,,,,,,49023000.0,0.0,945384000.0,,263668000.0,,,,,,,,,,,,,,,,
