date,annualCapitalExpenditure,annualDeferredIncomeTax,trailingOperatingExpense,annualBeginningCashPosition,annualOtherNonCurrentAssets,annualCurrentAssets,annualSellingGeneralAndAdministration,trailingSellingGeneralAndAdministration,annualOperatingExpense,quarterlyOtherCurrentAssets,annualRepurchaseOfCapitalStock,annualChangesInAccountReceivables,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyGrossPPE,quarterlyOperatingIncome,quarterlyIncomeTaxPayable,trailingNetIncomeCommonStockholders,quarterlyEbitda,quarterlyStockholdersEquity,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,annualEbitda,annualRepaymentOfDebt,annualChangeInCashSupplementalAsReported,trailingNetIncomeContinuousOperations,annualCurrentAccruedExpenses,annualAccumulatedDepreciation,quarterlyGrossProfit,annualOtherIntangibleAssets,annualNetOtherFinancingCharges,annualInterestExpense,quarterlyOperatingExpense,annualCostOfRevenue,annualGrossProfit,quarterlySellingGeneralAndAdministration,annualCurrentDeferredRevenue,annualOtherCurrentAssets,annualDilutedAverageShares,quarterlyAccumulatedDepreciation,annualTotalNonCurrentAssets,quarterlyCurrentDeferredRevenue,quarterlyNonCurrentDeferredTaxesLiabilities,annualTaxProvision,annualTotalLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyNetPPE,quarterlyTaxProvision,quarterlyPretaxIncome,annualChangeInInventory,trailingCostOfRevenue,quarterlyCurrentAssets,quarterlyBasicEPS,quarterlyCurrentLiabilities,quarterlyTotalRevenue,quarterlyBasicAverageShares,annualPurchaseOfBusiness,annualNetIncomeContinuousOperations,annualOtherNonCashItems,annualNetIncome,annualCurrentDebt,trailingTaxProvision,annualCashDividendsPaid,annualDilutedEPS,annualFreeCashFlow,annualBasicEPS,quarterlyNetIncome,annualInvestingCashFlow,quarterlyNetIncomeContinuousOperations,annualAccountsReceivable,quarterlyOtherCurrentLiabilities,quarterlyOtherNonCurrentLiabilities,quarterlyLongTermDebt,annualPurchaseOfInvestment,trailingPretaxIncome,annualLongTermDebt,annualBasicAverageShares,annualStockholdersEquity,annualTotalAssets,trailingNetIncome,annualNonCurrentDeferredTaxesLiabilities,annualDepreciationAndAmortization,quarterlyCurrentAccruedExpenses,quarterlyGoodwill,annualChangeInWorkingCapital,annualRetainedEarnings,quarterlyOtherIncomeExpense,quarterlyResearchAndDevelopment,annualCurrentLiabilities,quarterlyOtherShortTermInvestments,quarterlyInvestmentsAndAdvances,annualInventory,quarterlyInventory,annualStockBasedCompensation,quarterlyAccountsReceivable,quarterlyDilutedAverageShares,quarterlyCostOfRevenue,annualGoodwill,annualCommonStockIssuance,annualSaleOfInvestment,annualOtherShortTermInvestments,annualAccountsPayable,trailingOtherIncomeExpense,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,trailingOperatingIncome,annualTotalRevenue,annualCapitalStock,annualOperatingIncome,annualOtherIncomeExpense,annualGainsLossesNotAffectingRetainedEarnings,annualOperatingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,trailingGrossProfit,annualNetPPE,annualCashFlowFromContinuingFinancingActivities,annualEndCashPosition,trailingTotalRevenue,annualCashCashEquivalentsAndMarketableSecurities,annualNetOtherInvestingChanges,annualCashAndCashEquivalents,annualGrossPPE,quarterlyCurrentDebt,quarterlyInterestExpense,annualOtherNonCurrentLiabilities,quarterlyOtherNonCurrentAssets,quarterlyCapitalStock,quarterlyDilutedEPS,annualInvestmentsAndAdvances,quarterlyNetIncomeCommonStockholders,quarterlyTotalLiabilitiesNetMinorityInterest,annualIncomeTaxPayable,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyOtherIntangibleAssets,annualPretaxIncome,trailingBeginningCashPosition,trailingBasicAverageShares,quarterlyChangesInAccountReceivables,trailingChangeInCashSupplementalAsReported,quarterlyFreeCashFlow,quarterlyStockBasedCompensation,trailingCommonStockIssuance,quarterlyBeginningCashPosition,annualResearchAndDevelopment,quarterlyDepreciationAndAmortization,trailingPurchaseOfBusiness,quarterlyInvestingCashFlow,quarterlyRepurchaseOfCapitalStock,quarterlyNonCurrentDeferredRevenue,trailingOtherNonCashItems,quarterlyEndCashPosition,quarterlySaleOfInvestment,trailingChangeInWorkingCapital,trailingCashFlowFromContinuingFinancingActivities,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingCashFlow,annualNonCurrentDeferredRevenue,trailingBasicEPS,trailingDilutedEPS,trailingRepaymentOfDebt,trailingStockBasedCompensation,quarterlyChangeInAccountPayable,trailingPurchaseOfInvestment,trailingInterestExpense,quarterlyChangeInInventory,trailingChangesInAccountReceivables,quarterlyCommonStockIssuance,quarterlyNetOtherFinancingCharges,quarterlyCashDividendsPaid,quarterlyDeferredIncomeTax,trailingCapitalExpenditure,trailingNetOtherInvestingChanges,quarterlyChangeInCashSupplementalAsReported,quarterlyPurchaseOfInvestment,quarterlyRepaymentOfDebt,quarterlyNetOtherInvestingChanges,trailingChangeInInventory,trailingChangeInAccountPayable,quarterlyPurchaseOfBusiness,trailingCashDividendsPaid,trailingEndCashPosition,trailingOperatingCashFlow,trailingNetOtherFinancingCharges,trailingInvestingCashFlow,trailingDepreciationAndAmortization,trailingSaleOfInvestment,quarterlyCapitalExpenditure,trailingDeferredIncomeTax,quarterlyOtherNonCashItems,trailingResearchAndDevelopment,trailingRepurchaseOfCapitalStock,quarterlyChangeInWorkingCapital,trailingDilutedAverageShares,trailingFreeCashFlow
1970-01-01 00:00:01.459382400,,,,,,,,,,,,,,,,2693000000.0,,,1466000000.0,,,,,,,,,,5622000000.0,,,,2929000000.0,,,3092000000.0,,,,,,,,,,,,,338000000.0,756000000.0,,,,0.08,,9400000000.0,1641000000.0,,,,,,,,,,,131000000.0,,418000000.0,,,,,,,,,,,,,,,,,,-735000000.0,20000000.0,,,,,,,,1641000000.0,3778000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,710000000.0,,,,0.08,,131000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.467244800,,,,,,,,,,1591000000.0,,,10898000000.0,-18053000000.0,37299000000.0,3198000000.0,430000000.0,,2062000000.0,33890000000.0,,,,,,,,,6582000000.0,,,,3384000000.0,,,3619000000.0,,,,-17990000000.0,,26000000.0,11890000000.0,,,32587000000.0,118045000000.0,19309000000.0,497000000.0,910000000.0,,,74433000000.0,,35347000000.0,10806000000.0,,,,,,,,,,,,156000000.0,,413000000.0,,9547000000.0,830000000.0,100925000000.0,,,,,,,,,,1603000000.0,65210000000.0,,,307000000.0,,,55982000000.0,335000000.0,,3282000000.0,,6534000000.0,,4224000000.0,,,,,,,,,,,,,,,,62032000000.0,6050000000.0,,,,,,,,,,7638000000.0,1152000000.0,,-1000000.0,0.0,,,156000000.0,153392000000.0,,191129000000.0,116696000000.0,29635000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.475193600,,,,,,,,,,,,,,,,3214000000.0,,,2080000000.0,,,,,,,,,,6716000000.0,,,,3502000000.0,,,3649000000.0,,,,,,,,,,,,,225000000.0,1175000000.0,,,,0.34,,11109000000.0,1642000000.0,,,,,,,,,,,556000000.0,,950000000.0,,,,,,,,,,,,,,,,,,-911000000.0,,,,,,,,,1642000000.0,4393000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,905000000.0,,,,0.34,,556000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.483142400,-4979000000.0,1613000000.0,,6910000000.0,863000000.0,43061000000.0,15171000000.0,,14546000000.0,-4000000.0,0.0,,14071000000.0,23769000000.0,45655000000.0,4039000000.0,3922000000.0,,3175000000.0,71339000000.0,1240000000.0,3438000000.0,12003000000.0,-23617000000.0,764000000.0,,1797000000.0,-18133000000.0,8794000000.0,44569000000.0,-3494000000.0,4193000000.0,4755000000.0,17803000000.0,27714000000.0,4811000000.0,52000000.0,-4000000.0,1755000000.0,-18133000000.0,215320000000.0,52000000.0,16678000000.0,1613000000.0,176956000000.0,28214000000.0,136840000000.0,27522000000.0,554000000.0,1493000000.0,-364000000.0,,43061000000.0,,40116000000.0,14202000000.0,,-66611000000.0,2720000000.0,8278000000.0,1240000000.0,8776000000.0,,-8450000000.0,0.71,5131000000.0,0.72,397000000.0,-60077000000.0,939000000.0,4562000000.0,3438000000.0,-1000000.0,113733000000.0,,,113733000000.0,1717000000.0,71339000000.0,258381000000.0,,16678000000.0,3477000000.0,1797000000.0,136532000000.0,-297000000.0,28214000000.0,1430000000.0,,40116000000.0,5659000000.0,4406000000.0,3824000000.0,3824000000.0,231000000.0,4562000000.0,,5408000000.0,136532000000.0,0.0,,5659000000.0,14071000000.0,,136840000000.0,1251000000.0,,45517000000.0,0.0,13168000000.0,-1807000000.0,23769000000.0,10110000000.0,14238000000.0,8579000000.0,,27522000000.0,50731000000.0,8395000000.0,,14238000000.0,-110000000.0,8579000000.0,45655000000.0,8776000000.0,1682000000.0,-1000000.0,863000000.0,0.0,,4406000000.0,397000000.0,176956000000.0,3922000000.0,258381000000.0,215320000000.0,44569000000.0,4333000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.490918400,,,,,,,,,,,,,,,,2693000000.0,,,1467000000.0,,,,,,,,,,5622000000.0,,,,2929000000.0,,,3092000000.0,,,,,,,,,,,,,338000000.0,757000000.0,,,,0.08,,9400000000.0,1641000000.0,,,,,,,,,,,132000000.0,,419000000.0,,,,,,,,,,,,,,,,,,-734000000.0,20000000.0,,,,,,,,1970000000.0,3778000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,710000000.0,,,,0.067005,,132000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.498780800,,,,,,,,,,7844000000.0,,,13075000000.0,26481000000.0,46145000000.0,5341000000.0,836000000.0,,5324000000.0,72714000000.0,,,,,,,,,10808000000.0,,,,5467000000.0,,,5687000000.0,,,,-19773000000.0,,49000000.0,16899000000.0,,,26877000000.0,131472000000.0,26372000000.0,656000000.0,3808000000.0,,,30481000000.0,,36986000000.0,17704000000.0,,,,,,,,,,,,2775000000.0,,3152000000.0,,2504000000.0,-1000000.0,108086000000.0,,,,,,,,,,1671000000.0,141691000000.0,,,-358000000.0,,,2912000000.0,4991000000.0,,4279000000.0,,6216000000.0,,6896000000.0,,,,,,,,,,,,,,,,10322000000.0,7410000000.0,,,,,,,,,,11458000000.0,1516000000.0,,901000000.0,0.0,,,2775000000.0,168458000000.0,,251937000000.0,221456000000.0,45916000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.506729600,,,,,,,,,,,,,,,,4681000000.0,,,4664000000.0,,,,,,,,,,9194000000.0,,,,4513000000.0,,,4652000000.0,,,,,,,,,,,,,1494000000.0,3638000000.0,,,,1.04,,14740000000.0,1970000000.0,,,,,,,,,,,2055000000.0,,2144000000.0,,,,,,,,,,,,,,,,,,-12000000.0,119000000.0,,,,,,,,1970000000.0,5546000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1026000000.0,,,,1.04,,2055000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.514678400,-4741000000.0,1920000000.0,,8395000000.0,1556000000.0,23960000000.0,18099000000.0,,17467000000.0,591000000.0,0.0,,15240000000.0,24835000000.0,48724000000.0,4851000000.0,1558000000.0,,4125000000.0,72585000000.0,7995000000.0,1456000000.0,19743000000.0,-23333000000.0,2280000000.0,,1790000000.0,-21540000000.0,9434000000.0,45874000000.0,-1748000000.0,4393000000.0,4583000000.0,21386000000.0,35058000000.0,4668000000.0,30000000.0,1499000000.0,2010000000.0,-21540000000.0,222166000000.0,30000000.0,13107000000.0,1920000000.0,165906000000.0,28394000000.0,129695000000.0,27184000000.0,-567000000.0,2870000000.0,-213000000.0,,23960000000.0,,36211000000.0,14600000000.0,,-598000000.0,9154000000.0,6223000000.0,7995000000.0,7523000000.0,,-9275000000.0,3.98,10689000000.0,4.06,3032000000.0,7854000000.0,3437000000.0,4752000000.0,1456000000.0,1495000000.0,108763000000.0,,,108763000000.0,1971000000.0,72585000000.0,246126000000.0,,13107000000.0,4276000000.0,1790000000.0,140940000000.0,-397000000.0,28394000000.0,-1053000000.0,,36211000000.0,1304000000.0,5363000000.0,4018000000.0,4018000000.0,351000000.0,4752000000.0,,5166000000.0,140940000000.0,0.0,,1304000000.0,15240000000.0,,129695000000.0,365000000.0,,56444000000.0,0.0,17591000000.0,-1670000000.0,24835000000.0,15430000000.0,11776000000.0,10472000000.0,,27184000000.0,-21004000000.0,10356000000.0,,11776000000.0,-3500000000.0,10472000000.0,48724000000.0,7523000000.0,1255000000.0,1495000000.0,1518000000.0,0.0,,5363000000.0,3032000000.0,165906000000.0,1558000000.0,246126000000.0,222166000000.0,45874000000.0,11074000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.522454400,,,,,,,,,,,,,,,,3936000000.0,,,3674000000.0,,,,,,,,,,8085000000.0,,,,4149000000.0,,,4298000000.0,,,,,,,,,,,,,673000000.0,2681000000.0,,,,0.52,,13073000000.0,1974000000.0,,,,,,,,,,,1679000000.0,,2008000000.0,,,,,,,,,,,,,,,,,,112000000.0,,,,,,,,,1974000000.0,4988000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,993000000.0,,,,0.52,,1679000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.530316800,,,,,,,,,,,,,13647000000.0,23137000000.0,46761000000.0,4439000000.0,1002000000.0,,3514000000.0,68510000000.0,,,,,,,,,8818000000.0,,,,4379000000.0,,,4493000000.0,,,,-21310000000.0,,37000000.0,13263000000.0,,,26017000000.0,131180000000.0,25451000000.0,763000000.0,2350000000.0,,,20443000000.0,,30653000000.0,14014000000.0,,,,,,,,,,,,1276000000.0,,1587000000.0,,2175000000.0,,110774000000.0,,,,,,,,,,1493000000.0,136752000000.0,,,-1464000000.0,,,4000000.0,6431000000.0,,4200000000.0,,6541000000.0,,5196000000.0,,,,,,,,,,,,,,,,7974000000.0,7970000000.0,,,,,,,,,,6021000000.0,1164000000.0,,,0.0,,,1276000000.0,161833000000.0,,237397000000.0,216954000000.0,45391000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.538265600,,,,,,,,,,,,,,,,4308000000.0,,,2850000000.0,,,,,,,,,,8300000000.0,,,,3992000000.0,,,4173000000.0,,,,,,,,,,,,,650000000.0,1904000000.0,,,,0.48,,13282000000.0,1970000000.0,,,,,,,,,,,955000000.0,,1254000000.0,,,,,,,,,,,,,,,,,,-1315000000.0,,,,,,,,,1970000000.0,4982000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,946000000.0,,,,0.48,,955000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.546214400,-5086000000.0,2839000000.0,,10356000000.0,1000000.0,18281000000.0,17118000000.0,,16858000000.0,-1000000.0,,,15512000000.0,19056000000.0,48404000000.0,-22967000000.0,1220000000.0,,-27625000000.0,64486000000.0,4370000000.0,5574000000.0,17004000000.0,-22489000000.0,-3247000000.0,,1616000000.0,-22494000000.0,9057000000.0,44831000000.0,-1477000000.0,4212000000.0,4408000000.0,20359000000.0,34260000000.0,4154000000.0,32000000.0,-1000000.0,2011000000.0,-22494000000.0,213822000000.0,32000000.0,13165000000.0,2839000000.0,160199000000.0,26074000000.0,125740000000.0,25910000000.0,754000000.0,1596000000.0,-603000000.0,,18281000000.0,,34459000000.0,14250000000.0,,-442000000.0,5693000000.0,8070000000.0,4370000000.0,4288000000.0,,-7761000000.0,2.17,9577000000.0,2.21,459000000.0,-3965000000.0,1782000000.0,4412000000.0,5574000000.0,-1000000.0,105422000000.0,,,105422000000.0,1975000000.0,64486000000.0,232103000000.0,,13165000000.0,4260000000.0,1616000000.0,133311000000.0,24000000.0,26074000000.0,-481000000.0,,34459000000.0,87000000.0,6244000000.0,4111000000.0,4111000000.0,337000000.0,4412000000.0,,5193000000.0,133311000000.0,,,87000000.0,15512000000.0,,125740000000.0,1153000000.0,,54619000000.0,0.0,17402000000.0,-2828000000.0,19056000000.0,14663000000.0,7161000000.0,7074000000.0,,25910000000.0,-13945000000.0,6960000000.0,,7161000000.0,-427000000.0,7074000000.0,48404000000.0,4288000000.0,1263000000.0,-1000000.0,1000000.0,0.0,,6244000000.0,459000000.0,160199000000.0,1220000000.0,232103000000.0,213822000000.0,44831000000.0,8532000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.553990400,,,,,,,,,,,,,,,,3838000000.0,,,5603000000.0,,,,,,,,,,7714000000.0,,,,3876000000.0,,,4036000000.0,,,,,,,,,,,,,723000000.0,4605000000.0,,,,1.8,,12589000000.0,1979000000.0,,,,,,,,,,,3571000000.0,,3882000000.0,,,,,,,,,,,,,,,,,,1738000000.0,,,,,,,,,1979000000.0,4875000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,998000000.0,,,,1.8,,3571000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.561852800,,,,,,,,,,,,,14538000000.0,21046000000.0,50425000000.0,4678000000.0,1115000000.0,,4850000000.0,70233000000.0,,,,,,,,,8700000000.0,,,,4022000000.0,,,4222000000.0,,,,-22908000000.0,,33000000.0,13396000000.0,,,29831000000.0,121928000000.0,27517000000.0,943000000.0,3702000000.0,,,20056000000.0,,37276000000.0,13963000000.0,,,,,,,,,,,,2483000000.0,,2759000000.0,,2807000000.0,,99965000000.0,,,,,,,,,,1547000000.0,134752000000.0,,,-1099000000.0,,,87000000.0,6113000000.0,,4658000000.0,,6546000000.0,,5263000000.0,,,,,,,,,,,,,,,,8266000000.0,8179000000.0,,,,,,,,,,10693000000.0,1148000000.0,,1000000.0,0.0,,,2483000000.0,159204000000.0,,237335000000.0,217279000000.0,45195000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.569801600,,,,,,,,,,,,,,,,4114000000.0,,,4114000000.0,,,,,,,,,,8032000000.0,,,,3918000000.0,,,4193000000.0,,,,,,,,,,,,,768000000.0,3994000000.0,,,,1.51,,13172000000.0,1982000000.0,,,,,,,,,,,3003000000.0,,3226000000.0,,,,,,,,,,,,,,,,,,557000000.0,,,,,,,,,1982000000.0,5140000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.51,,3003000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
