date,annualOperatingIncome,quarterlyDilutedEPS,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,quarterlyCurrentLiabilities,annualResearchAndDevelopment,trailingOperatingIncome,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,annualAccountsPayable,annualOtherShortTermInvestments,annualFreeCashFlow,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,annualCommonStockIssuance,quarterlyDepreciationAndAmortization,annualTotalLiabilitiesNetMinorityInterest,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualEndCashPosition,trailingCostOfRevenue,annualOtherCurrentAssets,trailingTotalRevenue,annualChangeInWorkingCapital,quarterlyRetainedEarnings,quarterlyOtherShortTermInvestments,quarterlyPurchaseOfInvestment,annualNetOtherInvestingChanges,annualDilutedAverageShares,quarterlyTotalNonCurrentAssets,annualCashAndCashEquivalents,trailingTaxProvision,trailingNetIncome,trailingPretaxIncome,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyTotalLiabilitiesNetMinorityInterest,annualNetIncome,annualPretaxIncome,quarterlyNetIncomeCommonStockholders,annualCashDividendsPaid,annualInvestmentsAndAdvances,annualCurrentDebt,quarterlyTotalAssets,quarterlyFreeCashFlow,annualNetIncomeContinuousOperations,annualOperatingExpense,annualCostOfRevenue,quarterlyBasicAverageShares,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,annualOtherNonCurrentAssets,annualSellingGeneralAndAdministration,annualSaleOfInvestment,annualRepurchaseOfCapitalStock,quarterlyOtherCurrentAssets,annualStockholdersEquity,quarterlyOtherNonCurrentLiabilities,annualOtherNonCashItems,annualLongTermDebt,annualCurrentAssets,annualNetIncomeCommonStockholders,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyGoodwill,trailingNetIncomeCommonStockholders,annualRetainedEarnings,annualCurrentLiabilities,annualCurrentAccruedExpenses,quarterlyStockholdersEquity,quarterlyInvestingCashFlow,quarterlyEndCashPosition,annualTotalAssets,annualTaxProvision,annualBasicAverageShares,quarterlyNetOtherInvestingChanges,quarterlyAccountsReceivable,annualDepreciationAndAmortization,quarterlyInvestmentsAndAdvances,quarterlyChangeInInventory,quarterlyChangeInAccountPayable,quarterlyOtherIncomeExpense,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyGrossProfit,quarterlyInventory,quarterlyLongTermDebt,annualAccountsReceivable,trailingGrossProfit,quarterlyOperatingExpense,annualNetPPE,trailingOtherIncomeExpense,annualOperatingCashFlow,annualGrossProfit,annualTotalNonCurrentAssets,quarterlyPretaxIncome,quarterlyOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,quarterlyPurchaseOfBusiness,annualOtherIntangibleAssets,quarterlyRepaymentOfDebt,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyTaxProvision,annualEbitda,quarterlyNetPPE,annualBasicEPS,quarterlyBeginningCashPosition,annualOtherIncomeExpense,quarterlyCurrentDebt,annualGrossPPE,quarterlyCapitalExpenditure,quarterlyChangesInAccountReceivables,annualChangeInInventory,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,annualPurchaseOfBusiness,quarterlyBasicEPS,annualOtherNonCurrentLiabilities,annualBeginningCashPosition,quarterlyIncomeTaxPayable,quarterlySaleOfInvestment,trailingOperatingExpense,trailingSellingGeneralAndAdministration,annualDeferredIncomeTax,annualInvestingCashFlow,quarterlyOperatingCashFlow,annualDilutedEPS,annualCapitalExpenditure,annualAccumulatedDepreciation,quarterlyRepurchaseOfCapitalStock,annualNonCurrentDeferredTaxesLiabilities,quarterlyGrossPPE,annualIncomeTaxPayable,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,annualChangesInAccountReceivables,quarterlyChangeInCashSupplementalAsReported,quarterlyChangeInWorkingCapital,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCommonStockIssuance,trailingNetIncomeContinuousOperations,quarterlyResearchAndDevelopment,quarterlyOtherCurrentLiabilities,quarterlyEbitda,annualOtherCurrentLiabilities,annualChangeInCashSupplementalAsReported,quarterlyStockBasedCompensation,annualStockBasedCompensation,annualGoodwill,annualInventory,quarterlyDilutedAverageShares,annualCashFlowFromContinuingFinancingActivities,annualNetOtherFinancingCharges,annualRepaymentOfDebt,annualInterestExpense,annualCapitalStock,annualPurchaseOfInvestment,annualTotalRevenue,trailingResearchAndDevelopment,annualNonCurrentDeferredRevenue,trailingInterestExpense,trailingFreeCashFlow,trailingEndCashPosition,trailingCashDividendsPaid,trailingDilutedAverageShares,trailingChangeInWorkingCapital,trailingCashFlowFromContinuingFinancingActivities,trailingNetOtherFinancingCharges,trailingInvestingCashFlow,trailingBasicEPS,trailingCommonStockIssuance,trailingChangeInAccountPayable,trailingOperatingCashFlow,trailingDepreciationAndAmortization,trailingDeferredIncomeTax,trailingStockBasedCompensation,trailingNetOtherInvestingChanges,trailingBasicAverageShares,trailingChangeInInventory,quarterlyInterestExpense,trailingCapitalExpenditure,trailingChangeInCashSupplementalAsReported,trailingSaleOfInvestment,trailingRepurchaseOfCapitalStock,quarterlyCurrentDeferredRevenue,trailingChangesInAccountReceivables,trailingRepaymentOfDebt,trailingPurchaseOfInvestment,trailingOtherNonCashItems,annualCurrentDeferredRevenue,trailingPurchaseOfBusiness,trailingDilutedEPS,trailingBeginningCashPosition,quarterlyNonCurrentDeferredRevenue
1986-06-30,,0.0025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000.0,3100000.0,,,,,,,,,,,,,178400000.0,,300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0025,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000.0,,,,,,,178400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-09-30,,0.0025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3200000.0,3200000.0,,,,,,,,,,,,,178400000.0,,100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0025,,,,,,,,,,,,,,,,,,,,,,,,,,,3200000.0,,,,,,,178400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-12-31,1100000.0,,,,1000000.0,,,,400000.0,,,,0.0,5100000.0,,,,1400000.0,400000.0,0.0,,300000.0,,,1300000.0,,,,133333333.0,2100000.0,1000000.0,,,,-7700000.0,4000000.0,1400000.0,1000000.0,1200000.0,,,,,7200000.0,,1000000.0,4000000.0,7700000.0,,,400000.0,0.0,3700000.0,,,300000.0,5800000.0,-100000.0,,300000.0,5100000.0,1000000.0,,,,,1300000.0,1000000.0,,5800000.0,,,7200000.0,200000.0,133333333.0,,,,,,,,200000.0,,2100000.0,300000.0,,,,2100000.0,,0.0,5100000.0,2100000.0,,,1000000.0,,,,,1000000.0,1000000.0,,1400000.0,2100000.0,0.0075,,100000.0,,3800000.0,,,,0.0,,,-1700000.0,,,-100000.0,0.0,,,,,,0.0,,0.0075,,-1700000.0,,200000.0,3800000.0,,,,,,,,,,,,-7700000.0,,,,,,2100000.0,,,,,,,,12800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-03-31,,0.0025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3700000.0,3700000.0,,,,,,,,,,,,,178400000.0,,400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0025,,,,,,,,,,,,,,,,,,,,,,,,,,,3700000.0,,,,,,,178400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-06-30,,0.0025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3600000.0,3600000.0,,,,,,,,,,,,,185504000.0,,300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0025,,,,,,,,,,,,,,,,,,,,,,,,,,,3600000.0,,,,,,,185504000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-09-30,,0.0025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000000.0,3000000.0,,,,,,,,,,,,,186656000.0,,200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0025,,,,,,,,,,,,,,,,,,,,,,,,,,,3000000.0,,,,,,,186656000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-12-31,2100000.0,,,,1400000.0,,,,400000.0,,,,0.0,6300000.0,,,,1800000.0,400000.0,0.0,,300000.0,,,2500000.0,,,,160000000.0,2600000.0,2100000.0,,,,-8200000.0,3500000.0,1800000.0,1200000.0,2000000.0,,,,,8900000.0,,1200000.0,2700000.0,9000000.0,,,300000.0,100000.0,2300000.0,,,300000.0,7100000.0,200000.0,,200000.0,6300000.0,1200000.0,,,,,2500000.0,1400000.0,,7100000.0,,,8900000.0,800000.0,160000000.0,,,,,,,,,,2100000.0,200000.0,,,,2500000.0,,0.0,4800000.0,2600000.0,,,2100000.0,,,,,2100000.0,2100000.0,,2500000.0,2500000.0,0.0075,,100000.0,,4500000.0,,,,100000.0,,,-2000000.0,,,200000.0,0.0,,,,,,0.0,,0.0075,,-2000000.0,,,4500000.0,,,,,,,,,,,,-8200000.0,,,,,,2100000.0,,,,,,,,13800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-03-31,,0.0025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3600000.0,3600000.0,,,,,,,,,,,,,186976000.0,,200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0025,,,,,,,,,,,,,,,,,,,,,,,,,,,3600000.0,,,,,,,186976000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-06-30,,0.0025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3300000.0,3300000.0,,,,,,,,,,,,,186976000.0,,200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0025,,,,,,,,,,,,,,,,,,,,,,,,,,,3300000.0,,,,,,,186976000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-09-30,,0.0025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3300000.0,3300000.0,,,,,,,,,,,,,189504000.0,,100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0025,,,,,,,,,,,,,,,,,,,,,,,,,,,3300000.0,,,,,,,189504000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-12-31,900000.0,,,,2200000.0,,,,600000.0,,,,0.0,5700000.0,,,,2800000.0,600000.0,0.0,,200000.0,,,3200000.0,,,,140000000.0,5000000.0,500000.0,,,,-9300000.0,4500000.0,2800000.0,700000.0,1100000.0,,,,100000.0,10700000.0,,700000.0,4300000.0,9500000.0,,,300000.0,200000.0,3800000.0,,,200000.0,7900000.0,0.0,,300000.0,5700000.0,700000.0,,,,,3200000.0,2200000.0,,7900000.0,,,10700000.0,400000.0,140000000.0,,,,,,,,300000.0,,2800000.0,300000.0,,,,4800000.0,,0.0,5200000.0,5000000.0,,,500000.0,,,,,500000.0,500000.0,,1400000.0,4800000.0,0.005,,100000.0,100000.0,7200000.0,,,,200000.0,,,-2400000.0,,,0.0,0.0,,,,,,0.0,,0.005,,-2400000.0,,300000.0,7200000.0,,,,,,,,,,,2100000.0,-9300000.0,2100000.0,,,,,2800000.0,,,,,,,,14700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-03-31,,0.0025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6100000.0,6100000.0,,,,,,,,,,,,,189696000.0,,500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0025,,,,,,,,,,,,,,,,,,,,,,,,,,,6100000.0,,,,,,,189696000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-06-30,,0.005,,,2500000.0,,,,,,,,,9000000.0,1000000.0,,,,6500000.0,,,,,,4200000.0,,,,,10800000.0,,,,,800000.0,5700000.0,9000000.0,,,600000.0,,,,19800000.0,,,,,200528000.0,600000.0,600000.0,,,,,1400000.0,,0.0,,,,,,3600000.0,,,,,,10800000.0,,,,,,,,,,,,100000.0,400000.0,2100000.0,2800000.0,6100000.0,,,1300000.0,,,,,,900000.0,400000.0,,,,,,2100000.0,2100000.0,300000.0,,7100000.0,,,,,,,,,3300000.0,,,-2400000.0,,0.005,,,,,,,,,,,,,,,9500000.0,,1800000.0,,,,,,,,,700000.0,1100000.0,,,,,,,200528000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-09-30,,0.0025,,,2300000.0,,,,,,,,,21100000.0,1300000.0,,100000.0,,6500000.0,,,,,,4700000.0,,,,,11200000.0,,,,,400000.0,5700000.0,8800000.0,,,400000.0,,,,32300000.0,200000.0,,,,160000000.0,400000.0,400000.0,,,,,900000.0,,0.0,,,,,,3700000.0,,,,,,23500000.0,-1200000.0,0.0,,,,200000.0,,,,,,100000.0,400000.0,2000000.0,2900000.0,6100000.0,,,1600000.0,,,,,,600000.0,400000.0,,,,,,14000000.0,14000000.0,200000.0,,7700000.0,,0.0,,,,-700000.0,,,3100000.0,100000.0,12300000.0,-2400000.0,,0.0025,,,,,,,,,900000.0,,,,,,10100000.0,,1700000.0,0.0,,11900000.0,300000.0,,12200000.0,,,600000.0,700000.0,,,,,,,160000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-12-31,2800000.0,,,,1800000.0,,,,6500000.0,,,,-2200000.0,20100000.0,1300000.0,14200000.0,300000.0,8300000.0,6500000.0,0.0,,13000000.0,,-1100000.0,5300000.0,,-13300000.0,-2900000.0,210000000.0,12400000.0,1300000.0,,,,900000.0,6300000.0,8300000.0,2100000.0,3100000.0,600000.0,,,,32500000.0,200000.0,2100000.0,5800000.0,15200000.0,,600000.0,600000.0,4200000.0,4900000.0,,,13000000.0,24200000.0,100000.0,,6100000.0,20100000.0,2100000.0,,3800000.0,,,5300000.0,1800000.0,,24200000.0,-13400000.0,0.0,32500000.0,1000000.0,210000000.0,400000.0,,900000.0,,-100000.0,,400000.0,300000.0,2500000.0,3000000.0,6100000.0,,,1600000.0,8000000.0,,1900000.0,8600000.0,12400000.0,900000.0,200000.0,1300000.0,,200000.0,,,1300000.0,1300000.0,300000.0,3700000.0,8000000.0,0.01,0.0,600000.0,,11000000.0,-500000.0,,-200000.0,4200000.0,0.0,-200000.0,-3000000.0,,,100000.0,500000.0,,,,,,-20900000.0,700000.0,0.01,-4100000.0,-3000000.0,,300000.0,11000000.0,,,,,-12800000.0,-100000.0,,100000.0,,,,1200000.0,,700000.0,,,,3000000.0,,19700000.0,0.0,,200000.0,,-14000000.0,23800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
