,annualAccountsPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentLiabilities,quarterlyOtherNonCashItems,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,trailingOperatingIncome,annualResearchAndDevelopment,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,annualOtherShortTermInvestments,trailingFreeCashFlow,quarterlyDepreciationAndAmortization,trailingCommonStockIssuance,annualEndCashPosition,annualTotalLiabilitiesNetMinorityInterest,annualTaxProvision,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualDilutedEPS,annualChangeInWorkingCapital,trailingTotalRevenue,annualOtherCurrentAssets,trailingCostOfRevenue,annualOperatingIncome,quarterlyRetainedEarnings,quarterlyTotalRevenue,annualNetOtherInvestingChanges,annualBasicAverageShares,annualCashAndCashEquivalents,annualNetIncomeContinuousOperations,trailingEndCashPosition,quarterlyOperatingIncome,quarterlyPurchaseOfInvestment,trailingPretaxIncome,trailingTaxProvision,quarterlyTotalLiabilitiesNetMinorityInterest,annualCurrentDebt,annualCurrentDeferredRevenue,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,annualInvestmentsAndAdvances,annualPretaxIncome,annualOperatingExpense,annualFreeCashFlow,quarterlyFreeCashFlow,annualCashDividendsPaid,quarterlyTotalNonCurrentAssets,annualCostOfRevenue,annualNetIncome,annualOtherNonCurrentAssets,trailingSaleOfInvestment,annualSellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,annualRepurchaseOfCapitalStock,annualTotalAssets,annualOtherNonCashItems,annualCurrentAssets,annualStockholdersEquity,quarterlyOtherCurrentAssets,annualLongTermDebt,quarterlyCurrentAccruedExpenses,annualDepreciationAndAmortization,annualCurrentLiabilities,quarterlyAccountsReceivable,trailingNetIncomeCommonStockholders,quarterlyCostOfRevenue,trailingNetOtherInvestingChanges,annualDilutedAverageShares,annualRetainedEarnings,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,annualCurrentAccruedExpenses,quarterlyGoodwill,annualNetIncomeCommonStockholders,quarterlyInvestmentsAndAdvances,quarterlyChangeInAccountPayable,annualSaleOfInvestment,quarterlyLongTermDebt,quarterlyBasicAverageShares,quarterlyInvestingCashFlow,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyBasicEPS,annualCommonStockIssuance,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyEndCashPosition,quarterlyOtherIncomeExpense,trailingRepurchaseOfCapitalStock,quarterlyOperatingExpense,quarterlyChangeInInventory,quarterlyInventory,quarterlyGrossProfit,annualOtherIncomeExpense,annualTotalNonCurrentAssets,quarterlyCurrentDeferredRevenue,trailingGrossProfit,annualOperatingCashFlow,annualNetPPE,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,annualOtherIntangibleAssets,annualGrossProfit,annualCashCashEquivalentsAndMarketableSecurities,quarterlyRepaymentOfDebt,trailingRepaymentOfDebt,quarterlyCapitalStock,annualCashFlowFromContinuingFinancingActivities,quarterlyBeginningCashPosition,annualEbitda,quarterlyPurchaseOfBusiness,quarterlyNetPPE,quarterlyPretaxIncome,quarterlyTaxProvision,annualGrossPPE,quarterlyChangesInAccountReceivables,trailingChangeInCashSupplementalAsReported,quarterlyInterestExpense,quarterlyCapitalExpenditure,trailingDepreciationAndAmortization,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentDebt,annualChangeInInventory,trailingCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,annualIncomeTaxPayable,quarterlyAccumulatedDepreciation,annualPurchaseOfBusiness,quarterlyOtherIntangibleAssets,trailingOtherNonCashItems,quarterlyNetOtherFinancingCharges,trailingOtherIncomeExpense,annualBeginningCashPosition,annualOtherNonCurrentLiabilities,quarterlyOperatingCashFlow,trailingInvestingCashFlow,quarterlySaleOfInvestment,trailingDeferredIncomeTax,annualCapitalExpenditure,quarterlyIncomeTaxPayable,quarterlyGrossPPE,trailingSellingGeneralAndAdministration,trailingCapitalExpenditure,annualPurchaseOfInvestment,quarterlyChangeInCashSupplementalAsReported,annualAccumulatedDepreciation,quarterlyDilutedEPS,quarterlyRepurchaseOfCapitalStock,annualDeferredIncomeTax,annualInvestingCashFlow,trailingCashDividendsPaid,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,annualBasicEPS,trailingBeginningCashPosition,quarterlyDeferredIncomeTax,annualNonCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,trailingNetIncome,annualNonCurrentDeferredTaxesLiabilities,trailingNetIncomeContinuousOperations,quarterlyOtherCurrentLiabilities,annualChangesInAccountReceivables,trailingPurchaseOfInvestment,quarterlyResearchAndDevelopment,trailingOperatingExpense,quarterlyDilutedAverageShares,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingChangeInInventory,trailingStockBasedCompensation,quarterlyStockBasedCompensation,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,annualNetOtherFinancingCharges,annualChangeInCashSupplementalAsReported,annualInventory,annualOtherCurrentLiabilities,quarterlyEbitda,trailingNetOtherFinancingCharges,annualInterestExpense,annualRepaymentOfDebt,annualGoodwill,annualStockBasedCompensation,trailingResearchAndDevelopment,annualTotalRevenue,annualCapitalStock,trailingChangeInWorkingCapital,trailingBasicAverageShares,trailingChangesInAccountReceivables,trailingPurchaseOfBusiness,trailingDilutedEPS,trailingInterestExpense,annualChangeInAccountPayable,trailingBasicEPS,trailingChangeInAccountPayable,trailingDilutedAverageShares
483667200,,,,,,,,,,,,,,,,,,,,,,,,,,1130200000.0,,,,,,1130200000.0,,,,,,,,,,,,,,,,,,,,,,,34800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,407352000.0,,,0.085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.085,,,,,,,,,,,,,,,,,,,,407352000.0,,,,,,,,,,,1130200000.0,,,,,,,,,,,,,,,,,,
491616000,,,,,,,,,,,,,,,,,,,,,,,,,,1022100000.0,,,,,,1022100000.0,,,,,,,,,,,,,,,,,,,,,,,4500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,407418000.0,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,407418000.0,,,,,,,,,,,1022100000.0,,,,,,,,,,,,,,,,,,
499564800,,1289900000.0,1913700000.0,,,,,,3434600000.0,,,,,,0.0,3203600000.0,-64500000.0,1289900000.0,0.075,,,5300000.0,,-25200000.0,1877200000.0,1145200000.0,,406666667.0,87800000.0,30500000.0,,-2940600000.0,,,,3203600000.0,536900000.0,,5462200000.0,,,-34000000.0,925000000.0,0.0,,,2027600000.0,3160800000.0,30500000.0,1011700000.0,,730500000.0,109700000.0,,19400000.0,,5462200000.0,,3434600000.0,2258600000.0,5300000.0,1129700000.0,,,1913700000.0,,,,,406666667.0,1877200000.0,2258600000.0,,,,30500000.0,,,,1129700000.0,,,50500000.0,,,,,,,,,,447400000.0,,190500000.0,2027600000.0,,,0.0,1015900000.0,87800000.0,87800000.0,,899800000.0,87800000.0,,,,,,169300000.0,,1015900000.0,,,2629200000.0,,,,,,,536900000.0,,,1011700000.0,,-1613300000.0,,,,,,0.0,109700000.0,,,,,,,2629200000.0,,,,,-1613300000.0,,,,0.0,,,,0.075,,,,,,50500000.0,,1376800000.0,,,,,,,,,,,,,,447400000.0,1376800000.0,-2940600000.0,,199300000.0,,,,,4060600000.0,,,,,,,,,,,
507513600,,,,,,,,,,,,,,,,,,,,,,,,,,701300000.0,,,,,,701300000.0,,,,,,,,,,,,,,,,,,,,,,,-26900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,407436000.0,,,-0.065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.065,,,,,,,,,,,,,,,,,,,,407436000.0,,,,,,,,,,,701300000.0,,,,,,,,,,,,,,,,,,
515203200,,,,,,,,,,,,,,,,,,,,,,,,,,1023600000.0,,,,,,1023600000.0,,,,,,,,,,,,,,,,,,,,,,,-28900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,407538000.0,,,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.07,,,,,,,,,,,,,,,,,,,,407538000.0,,,,,,,,,,,1023600000.0,,,,,,,,,,,,,,,,,,
523152000,,,,,,,,,,,,,,,,,,,,,,,,,,973300000.0,,,,,,973300000.0,,,,,,,,,,,,,,,,,,,,,,,-33800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,407634000.0,,,-0.085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.085,,,,,,,,,,,,,,,,,,,,407634000.0,,,,,,,,,,,973300000.0,,,,,,,,,,,,,,,,,,
531100800,,1465600000.0,1509400000.0,,,,,,2961200000.0,,,,,,0.0,2975000000.0,-283900000.0,1465600000.0,-0.565,,,6600000.0,,-487300000.0,1597000000.0,818100000.0,,405840708.0,181700000.0,-229300000.0,,-3185500000.0,,,,2975000000.0,395500000.0,,4974300000.0,,,-513200000.0,969200000.0,0.0,,,2013100000.0,3034400000.0,-229300000.0,1062000000.0,,766600000.0,162500000.0,,-139700000.0,,4974300000.0,,2961200000.0,1999300000.0,6600000.0,1290100000.0,,,1509400000.0,,,,,405840708.0,1597000000.0,1999300000.0,,,,-229300000.0,,,,1290100000.0,,,13000000.0,,,,,,,,,,482600000.0,,177900000.0,2013100000.0,,,0.0,951100000.0,181700000.0,181700000.0,,481900000.0,181700000.0,,,,,,-284700000.0,,951100000.0,,,2767200000.0,,,,,,,395500000.0,,,1062000000.0,,-1816100000.0,,,,,,0.0,162500000.0,,,,,,,2767200000.0,,,,,-1816100000.0,,,,0.0,,,,-0.565,,,,,,13000000.0,,1113900000.0,,,,,,,,,,,,,,482600000.0,1113900000.0,-3185500000.0,,203800000.0,,,,,3516300000.0,,,,,,,,,,,
539049600,,,,,,,,,,,,,,,,,,,,,,,,,,478400000.0,,,,,,478400000.0,,,,,,,,,,,,,,,,,,,,,,,-192600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,407658000.0,,,-0.475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.475,,,,,,,,,,,,,,,,,,,,407658000.0,,,,,,,,,,,478400000.0,,,,,,,,,,,,,,,,,,
546739200,,,,,,,,,,,,,,,,,,,,,,,,,,1143400000.0,,,,,,1143400000.0,,,,,,,,,,,,,,,,,,,,,,,35400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,407658000.0,,,0.085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.085,,,,,,,,,,,,,,,,,,,,407658000.0,,,,,,,,,,,1143400000.0,,,,,,,,,,,,,,,,,,
554688000,,,,,,,,,,,,,,,,,,,,,,,,,,1195300000.0,,,,,,1195300000.0,,,,,,,,,,,,,,,,,,,,,,,25500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,407676000.0,,,0.065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.065,,,,,,,,,,,,,,,,,,,,407676000.0,,,,,,,,,,,1195300000.0,,,,,,,,,,,,,,,,,,
562636800,,1310400000.0,1529400000.0,,,,,,2737300000.0,,,,,,0.0,2839800000.0,-112700000.0,1310400000.0,-0.245,,,16300000.0,,-235400000.0,1480900000.0,1317400000.0,,404081633.0,116400000.0,-99000000.0,,-3052500000.0,,,,2839800000.0,355500000.0,,4759900000.0,,,-211700000.0,919800000.0,0.0,,,2022600000.0,3450100000.0,-99000000.0,1040400000.0,,734100000.0,238900000.0,,32700000.0,,4759900000.0,,2737300000.0,1920100000.0,16300000.0,1062000000.0,,,1529400000.0,,,,,404081633.0,1480900000.0,1920100000.0,,,,-99000000.0,,,,1062000000.0,,,9500000.0,,,,,,,,,,465000000.0,,209700000.0,2022600000.0,,,0.0,982200000.0,116400000.0,116400000.0,,684400000.0,116400000.0,,,,,,-49700000.0,,982200000.0,,,2942700000.0,,,,,,,355500000.0,,,1040400000.0,,-1960500000.0,,,,,,0.0,238900000.0,,,,,,,2942700000.0,,,,,-1960500000.0,,,,0.0,,,,-0.245,,,,,,9500000.0,,1173900000.0,,,,,,,,,,,,,,465000000.0,1173900000.0,-3052500000.0,,186000000.0,,,,,4134500000.0,,,,,,,,,,,
570585600,,,,,,,,,,,,,,,,,,,,,,,,,,1045400000.0,,,,,,1045400000.0,,,,,,,,,,,,,,,,,,,,,,,38700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,408480000.0,,,0.095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.095,,,,,,,,,,,,,,,,,,,,408480000.0,,,,,,,,,,,1045400000.0,,,,,,,,,,,,,,,,,,
578361600,,,,,,,,,,,,,,,,,,,,,,,,,,1450000000.0,,,,,,1450000000.0,,,,,,,,,,,,,,,,,,,,,,,86400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,408480000.0,,,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21,,,,,,,,,,,,,,,,,,,,408480000.0,,,,,,,,,,,1450000000.0,,,,,,,,,,,,,,,,,,
586310400,,,,,,,,,,,,,,,,,,,,,,,,,,1388000000.0,,,,,,1388000000.0,,,,,,,,,,,,,,,,,,,,,,,81000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,413172000.0,,,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.185,,,,,,,,,,,,,,,,,,,,413172000.0,,,,,,,,,,,1388000000.0,,,,,,,,,,,,,,,,,,
