date,annualNetIncomeContinuousOperations,annualCashAndCashEquivalents,quarterlyPurchaseOfInvestment,trailingNetOtherFinancingCharges,quarterlyChangeInWorkingCapital,annualInvestmentsAndAdvances,quarterlyOperatingIncome,quarterlyTotalRevenue,annualNetOtherFinancingCharges,trailingRepurchaseOfCapitalStock,quarterlyInvestingCashFlow,quarterlyGrossProfit,quarterlyNetIncomeCommonStockholders,quarterlyEndCashPosition,quarterlyChangeInAccountPayable,annualCurrentAccruedExpenses,annualCapitalExpenditure,annualOperatingExpense,annualCurrentDeferredRevenue,trailingSellingGeneralAndAdministration,quarterlyTotalLiabilitiesNetMinorityInterest,annualTotalRevenue,trailingResearchAndDevelopment,annualResearchAndDevelopment,quarterlyOtherNonCashItems,trailingCostOfRevenue,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangesInAccountReceivables,annualChangeInAccountPayable,annualDeferredIncomeTax,trailingBeginningCashPosition,trailingFreeCashFlow,annualInterestExpense,quarterlyCurrentAssets,trailingChangesInAccountReceivables,annualOtherShortTermInvestments,quarterlyGrossPPE,quarterlyCurrentLiabilities,quarterlyRetainedEarnings,quarterlyRepurchaseOfCapitalStock,quarterlyDeferredIncomeTax,quarterlyEbitda,annualAccumulatedDepreciation,quarterlyStockBasedCompensation,annualRepurchaseOfCapitalStock,trailingOperatingExpense,annualChangeInWorkingCapital,annualOtherNonCurrentAssets,annualCurrentAssets,trailingNetIncomeContinuousOperations,trailingNetOtherInvestingChanges,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,quarterlyDilutedEPS,quarterlyCostOfRevenue,annualNetIncomeCommonStockholders,quarterlyGoodwill,annualTotalLiabilitiesNetMinorityInterest,quarterlyNetOtherInvestingChanges,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,annualCommonStockIssuance,annualFreeCashFlow,annualNetIncome,quarterlyDilutedAverageShares,annualRetainedEarnings,quarterlyOperatingExpense,quarterlyCurrentDeferredRevenue,annualBasicEPS,quarterlyLongTermDebt,annualOtherCurrentAssets,trailingChangeInAccountPayable,annualCostOfRevenue,annualBeginningCashPosition,quarterlySellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,annualLongTermDebt,annualCashDividendsPaid,quarterlyNetIncomeContinuousOperations,annualCurrentDebt,quarterlyRepaymentOfDebt,annualTaxProvision,annualTotalAssets,trailingTaxProvision,quarterlyOtherCurrentAssets,annualSellingGeneralAndAdministration,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualTotalNonCurrentAssets,annualOtherNonCashItems,quarterlyCurrentDebt,quarterlyCommonStockIssuance,quarterlyCapitalExpenditure,annualPurchaseOfBusiness,annualStockholdersEquity,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,trailingDepreciationAndAmortization,trailingStockBasedCompensation,trailingPurchaseOfBusiness,annualNonCurrentDeferredTaxesLiabilities,annualDepreciationAndAmortization,annualSaleOfInvestment,quarterlyOtherIncomeExpense,annualStockBasedCompensation,trailingSaleOfInvestment,quarterlyNetIncome,quarterlyNetOtherFinancingCharges,quarterlyInvestmentsAndAdvances,quarterlyAccumulatedDepreciation,annualDilutedEPS,quarterlyOtherNonCurrentAssets,quarterlyNonCurrentDeferredTaxesLiabilities,annualCapitalStock,trailingOperatingCashFlow,annualOperatingCashFlow,annualAccountsReceivable,quarterlyOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,annualBasicAverageShares,annualCashCashEquivalentsAndMarketableSecurities,quarterlyTaxProvision,trailingNetIncome,annualOtherIntangibleAssets,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,annualGrossProfit,quarterlyNetPPE,annualCurrentLiabilities,quarterlyResearchAndDevelopment,annualNetPPE,annualEbitda,quarterlyOtherCurrentLiabilities,quarterlyFreeCashFlow,quarterlyOtherShortTermInvestments,annualOtherNonCurrentLiabilities,annualNetOtherInvestingChanges,annualOtherCurrentLiabilities,quarterlyChangesInAccountReceivables,annualGoodwill,quarterlyTotalAssets,quarterlyOtherIntangibleAssets,trailingPretaxIncome,annualChangeInCashSupplementalAsReported,quarterlyTotalNonCurrentAssets,trailingGrossProfit,trailingChangeInWorkingCapital,annualRepaymentOfDebt,annualPurchaseOfInvestment,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashAndCashEquivalents,annualDilutedAverageShares,trailingOperatingIncome,quarterlyCashCashEquivalentsAndMarketableSecurities,annualAccountsPayable,trailingDeferredIncomeTax,trailingOtherIncomeExpense,trailingInvestingCashFlow,trailingTotalRevenue,annualInvestingCashFlow,annualPretaxIncome,annualEndCashPosition,annualCashFlowFromContinuingFinancingActivities,trailingInterestExpense,trailingCashFlowFromContinuingFinancingActivities,trailingEndCashPosition,quarterlyDepreciationAndAmortization,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,annualOtherIncomeExpense,trailingChangeInCashSupplementalAsReported,quarterlyBasicEPS,quarterlyBeginningCashPosition,annualOperatingIncome,annualGrossPPE,trailingPurchaseOfInvestment,quarterlyCapitalStock,trailingCapitalExpenditure,quarterlyBasicAverageShares,trailingBasicAverageShares,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInInventory,quarterlySaleOfInvestment,quarterlyInventory,annualInventory,trailingRepaymentOfDebt,trailingCashDividendsPaid,trailingChangeInInventory,trailingOtherNonCashItems,trailingDilutedEPS,trailingBasicEPS,quarterlyIncomeTaxPayable,trailingCommonStockIssuance,annualChangeInInventory,quarterlyCashDividendsPaid,annualNonCurrentDeferredRevenue,annualIncomeTaxPayable,trailingDilutedAverageShares
2007-12-31,398895873.07668,1065947506.70804,,,,,-205455742.36348,396831748.20084,490704.13884,,-269970247.46064,327787779.59164,139274881.49268,1065947506.70804,,93451843.0176,-127028584.001,923777873.32312,,,674633985.24784,1289127635.61684,,177556719.29392,,,1627330.75636,,,-8371628.98508,,,,1549864970.55024,,141376915.32364,319514746.42648,673006654.49148,632498232.67228,,,-205455742.36348,-51936087.1918,,,,-22411890.47396,227836094.6976,1549864970.55024,,,,1452202450.20032,,69043968.6092,398895873.07668,14616822.23296,674633985.24784,,261058290.92828,93451843.0176,88172315.6,359249779.42608,398895873.07668,,632498232.67228,533243521.95512,,1.512703,,5169417.94676,,236565446.1452,845605722.80276,113171116.299,1627330.75636,,-72272838.20032,139274881.49268,,,58089316.78756,2127996869.3214,,5169417.94676,381806032.891,1627330.75636,578131898.77116,90687198.9662,,,,,1452202450.20032,,,,,,,26316543.39492,,13428337.3682,,,139274881.49268,,,-51936087.1918,1.458946,227836094.6976,,2746147.58884,,486278363.42708,261058290.92828,486278363.42708,,263419632.0,1207324422.03168,11175705.73156,,68100322.60592,,150419621.31024,1052562189.47164,267578659.23468,673006654.49148,55657284.51792,267578659.23468,155100859.54344,348318516.15472,359249779.42608,141376915.32364,1627330.75636,-1564748.136,348318516.15472,,14616822.23296,2127996869.3214,68100322.60592,,220341783.90528,578131898.77116,,,,-141376915.32364,24484261.31408,1065947506.70804,272971120.0,,1207324422.03168,231236295.31916,,,,,-269970247.46064,456981172.07024,1065947506.70804,16390181.53852,,,,,231236295.31916,24484261.31408,35347930.6802,,,0.0,128784316.14852,319514746.42648,,2746147.58884,,,,,,,,,,,,,,,,,,,,,
2008-03-31,,,,,,,136517191.4748,366733153.084,,,0.0,298722981.07784,98868612.35152,0.0,,,,,,,693316608.5748,,,,,,,,,,,,,1659677047.09512,,,313121872.0396,692503949.51152,730581942.64088,,,136517191.4748,,,,,,,,,,,1572763022.4648,0.350668,68010172.00616,,14598680.54808,,,333496692.76344,48930466.39336,,,,276169216.0,,162205789.60304,,,,,,,,108665813.38976,812659.06328,,,98868612.35152,,,,,,0.0,,812659.06328,,,,,,,,,,,,,,,,18856589.59112,,,98868612.35152,,,-51901725.45088,,218094476.96008,,,,,,0.0,,,,37757903.37896,,,,136655480.90728,,261220146.58872,,53539976.21328,,,353273680.65416,0.0,244722858.31496,,,,,,2267267589.0232,113677237.8312,,,607590541.92808,,,,,,995835170.99112,,,1240558029.30608,,,,,,,,,,,,,,290299802.464,-6713384.56608,,,0.368201,0.0,,,,2750913.31304,,265772920.0,,,,,,,,,,,,,,,,,,,
2008-06-30,,,,,,,154055170.30493,401666706.13591,,,0.0,322038258.73146,119250655.62066,0.0,,,,,,,589637407.30962,,,,,,,,,,,,,1704506596.62994,,,317382283.37782,588825347.6009,910130458.78771,,,154055170.30493,,,,,,,,,,,1716001838.71945,0.430067,79628447.40445,,14587912.01298,,,337560886.7332,53278201.23139,,,,277188128.0,,167983088.42653,,,,,,,,111123703.60547,812059.70872,,,119250655.62066,,,,,,0.0,,812059.70872,,,,,,,,,,,,,,,,24584330.28254,,,119250655.62066,,,-51907394.59082,,209306964.00562,,,,,,0.0,,,,41578374.33497,,,,161080361.53057,,265474888.787,,56859384.82106,,,276619519.83323,0.0,162075500.75051,,,,,,2307077660.32858,113201298.89304,,,602571063.69864,,,,,,1117573475.11181,,,1279648975.86232,,,,,,,,,,,,,,258927626.53628,-86731467.6457,,,0.44757,0.0,,,,2753994.07936,,266714912.0,,,,,,,,,,,,,,,,,,,
2008-09-30,,,,,,,134645750.77952,400331634.23104,,,0.0,313212678.4128,105360041.5968,0.0,,,,,,,588838364.87808,,,,,,,,,,,,,1702196748.10496,,,313787920.2848,588027405.6256,848142804.93312,,,134645750.77952,,,,,,,,,,,1713676412.5088,0.378616,87118955.81824,,14568143.32032,,,337103443.7888,53206001.70176,,,,275579584.0,,178566927.63328,,,,,,,,116806084.90176,810959.25248,,,105360041.5968,,,,,,0.0,,810959.25248,,,,,,,,,,,,,,,,11536829.17184,,,105360041.5968,,,-48672787.6768,,209023323.34208,,,,,,0.0,,,,21783247.57056,,,,127129884.54272,,265115132.608,,61760842.73152,,,276244661.09632,0.0,161855865.42784,,,,,,2303951242.43072,113047895.05536,,,601754494.32576,,,,,,1116059004.32704,,,1277914869.75488,,,,,,,,,,,,,,258576742.82752,-25859636.36928,,,0.391111,0.0,,,,2750262.02624,,267202064.0,,,,,,,,,,,,,,,,,,,
2008-12-31,444338164.0,1069827364.0,,,,237943497.0,279048885.55136,786884771.06752,0.0,,-498726937.0,626913803.43456,219658777.35776,1069827364.0,,58046062.0,-165285145.0,694187293.0,,,629478118.0,1482004632.0,,235800504.0,,,812500.0,-9784687.0,-92578544.0,2802900.0,,,,1631307004.0,,176585908.0,434416791.0,626037525.0,1060620258.0,,,279048885.55136,-88299708.0,,,,-6703372.0,169998765.0,1631307004.0,,,,1931088198.0,,159970967.63296,444107873.0,63689736.0,626850025.0,,274302454.0,58046062.0,,425593727.0,444107873.0,,1060620258.0,347864917.8832,,1.665,812500.0,0.0,,326610463.0,1064418278.0,230607588.89376,2628093.0,812500.0,-112266834.0,219889068.35776,187576416.0,,102913404.0,2560566316.0,,0.0,458386789.0,3440593.0,929259312.0,35931584.0,187576416.0,,,,1931088198.0,,,,,,,2625968.0,,18856750.8048,128517475.0,,219658777.35776,,383443499.0,-88299708.0,1.6125,0.0,,2761259.0,,590878872.0,274302454.0,590878872.0,,266822760.0,1246413272.0,39608126.69696,,111510231.0,,259259608.6944,1155394169.0,346117083.0,626037525.0,117257328.98944,346117083.0,461206876.0,0.0,425593727.0,176585908.0,812500.0,0.0,367044095.0,,63689736.0,2560566316.0,136008994.0,,5409086.0,929259312.0,,,,-333441792.0,-175929389.0,1069827364.0,275396392.0,,1246413272.0,138657593.0,,,,,-498726937.0,547251568.0,1069827364.0,-72088208.0,,,,,138657593.0,-175929389.0,54944595.0,,,0.0,461206876.0,434416791.0,,2761259.0,,,,,,,,,,,,,,,,,,,,,
2009-03-31,,,,,,,135238905.0,400577420.0,,,,310606972.0,121392280.0,,,,,,,,650281889.0,,,,,,,,,,,,,1796984814.0,,,,650281889.0,1182012538.0,,,135238905.0,,,,,,,,,,,2119097791.0,0.44625,89970448.0,,63689736.0,,,332378582.0,62746010.0,,,,271656856.0,,175368067.0,,,0.0,,,,,112045349.0,0.0,,,121392280.0,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,9583089.0,,,121392280.0,,424270361.0,,,23427869.0,,,,,,,,,,26792879.0,,,,148185159.0,,352862570.0,,63322718.0,,,114749654.0,,108000000.0,,,,,,2772098528.0,110863178.0,,,975113714.0,,,,,,1264513770.0,,,1372513770.0,,,,,,,,,,,,,,232615214.0,-146636066.0,,,0.4525,,,,,2766286.0,,267917560.0,,,,,,,,,,,,,,,,,,,
2009-06-30,,,,,,,163678034.0,476286925.0,,,,368225464.0,158858808.0,,,,,,,,854748199.0,,,,,,,,,,,,,1737893193.0,,,,854748199.0,1340871346.0,,,163678034.0,,,,,,,,,,,2395158587.0,0.5675,108061461.0,,322936838.0,,,392658712.0,69762952.0,,,,279784824.0,,204547430.0,162314375.0,,,,,,,128261648.0,0.0,,,160143493.0,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,18276381.0,,,158858808.0,,632282851.0,,,211130020.0,,,,,,,,,,33393036.0,,,,186955392.0,,397440374.0,,76285782.0,,,0.0,,113175500.0,,,,,,3411899400.0,110216124.0,,,1674006207.0,,,,,,1075353097.0,,,1188528597.0,,,,,,,,,,,,,,294477061.0,-76830002.0,,,0.59125,,,,,0.0,,268596104.0,,,,,,,,,,,,,,,,,,,
2009-09-30,,,,,,,199197549.0,545429135.0,,,,421076429.0,188516721.0,,,,,,,,950816041.0,,,,,,,,,,,,,2012439413.0,,,,950816041.0,1529388067.0,,,199197549.0,,,,,,,,,,,2655882862.0,0.6625,124352706.0,,322936838.0,,,419659326.0,81804478.0,,,,284818984.0,,221878880.0,,,,,,,,141120309.0,0.0,,,190927211.0,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,2625101.0,,,188516721.0,,786105830.0,,,68481339.0,,,,,,,,,,26809547.0,,,,206163152.0,,473135623.0,,80758571.0,,,261977257.0,,167123775.0,,,,,,3772668114.0,109569071.0,,,1760228701.0,,,,,,1191983450.0,,,1359107225.0,,,,,,,,,,,,,,198784840.0,-77755001.0,,,0.69875,,,,,2791606.0,,269628128.0,,,,,,,,,,,,,,,,,,,
2009-12-31,666771308.0,1434618382.0,,,,658051285.0,459045657.0,1100845916.0,0.0,,,882657310.0,311598093.0,,,88254996.0,-178146816.0,850037963.0,276792049.0,,1170051399.0,1988006958.0,,308451348.0,,,11509937.0,-143175414.0,111326932.0,-14343474.0,,,,2306295816.0,,180183917.0,690104002.0,1158541462.0,1707684596.0,,,459045657.0,-139597407.0,,,,219778233.0,143195191.0,2306295816.0,,,,2925047919.0,,218188606.0,658973622.0,322936838.0,1170051399.0,,420579005.0,88254996.0,,849441367.0,658973622.0,,1707684596.0,423611653.0,,2.4525,0.0,0.0,,450602773.0,1069827364.0,272204658.0,0.0,0.0,0.0,315700604.0,,,131658085.0,4156759697.0,,0.0,541586615.0,11509937.0,1850463881.0,49125713.0,,,,-178156916.0,2925047919.0,,,,,,11509937.0,8135635.0,9123201.0,39899798.0,130528827.0,,311598093.0,,801246476.0,-139597407.0,2.33625,0.0,11509937.0,0.0,,1027588183.0,420579005.0,,,268738672.0,1614802299.0,71455502.0,,175773972.0,,372441430.0,1537404185.0,550506595.0,1158541462.0,151406995.0,550506595.0,687366222.0,276792049.0,,180183917.0,0.0,-56971348.0,276792049.0,,322936838.0,4156759697.0,175773972.0,,364791018.0,1850463881.0,,,,-358215242.0,-77742443.0,1434618382.0,282002680.0,,1614802299.0,291045743.0,,,,,-762367121.0,765559974.0,1434618382.0,96857641.0,,,,,291045743.0,-77742443.0,60801280.0,,,,687366222.0,690104002.0,,2801334.0,,,,,,,,,,,,,,,,,,,,,
2010-03-31,,,,,,,196441733.0,586721873.0,,,,458344365.0,190445431.0,,,,,,,,1617459385.0,,,,,,,,,,,,,4016873140.0,,,,1606455513.0,1898130027.0,,,196441733.0,,,,,,,,,,,4833293164.0,0.65125,128377508.0,,322936838.0,,,501919455.0,95105131.0,,,,292489376.0,,261902632.0,,,,,,,,161180812.0,0.0,,,189282573.0,,,,,,0.0,,11003872.0,,,,,,,,,,,,,,,,581797.0,,,190445431.0,,1359067300.0,,,0.0,11003872.0,,,,,,,,,24314306.0,,,,202360581.0,,623460333.0,,100721820.0,,,234044801.0,,137608859.0,,,,,,6495972354.0,173634743.0,,,2479099214.0,,,,,,3093630609.0,,,3231239468.0,,,,,,,,,,,,,,465865801.0,-634195.0,,,0.69125,,,,,2916471.0,,275738672.0,,,,,,,,,,,,,,,,,,,
2010-06-30,,,,,,,257378183.0,695180390.0,,,,544025541.0,235211413.0,,,,,,,,1755472575.0,,,,,,,,,,,,,3822624962.0,,,,1706291695.0,2133341440.0,,,257378183.0,,,,,,,,,,,5156900359.0,0.775,151154849.0,,758231441.0,,,647605152.0,103249360.0,,,,303338280.0,,286647358.0,,,,,,,,177353384.0,0.0,,,237145504.0,,,,,,0.0,,49180880.0,,,,,,,,,,,,,,,,15980806.0,,,235211413.0,,1398199671.0,,,0.0,49180880.0,,,,,,,,,52389816.0,,,,282313139.0,,612880727.0,,109293974.0,,,487229567.0,,1038322278.0,,,,,,6995452226.0,403515425.0,,,3172827264.0,,,,,,1539479378.0,,,2577801656.0,,,,,,,,,,,,,,625913266.0,16883180.0,,,0.8225,,,,,2920614.0,,286054608.0,,,,,,,,,,,,,,,,,,,
2010-09-30,,,,,,,308021649.0,812204703.0,,,,636004960.0,320139161.0,,,,,,,,1764141808.0,,,,,,,,,,,,,4189323502.0,,,,1718603782.0,2453480601.0,,,308021649.0,,,,,,,,,,,5829883366.0,1.0525,176199743.0,,758231441.0,,,681675655.0,112486338.0,,,,304040696.0,,327983311.0,,,,,,,,204783539.0,,,,323140494.0,,,,,,,,45538026.0,,,,,,,,,,,,,,,,44345553.0,,,320139161.0,,1711205601.0,,,,45538026.0,,,,,,,,,62186716.0,,,,362135105.0,,620476327.0,,123199772.0,,,472594721.0,,1261505559.0,,,,,,7680105799.0,400868928.0,,,3490782297.0,,,,,,1648035779.0,,,2909541338.0,,,,,,,,,,,,,,580225956.0,291004259.0,,,1.1175,,,,,2925256.0,,286525672.0,,,,,,,,,,,,,,,,,,,
2010-12-31,1051991699.0,2153935111.0,,,,1730087245.0,292283722.0,787126531.0,150000.0,,,617597289.0,302273735.0,,,121319301.0,-165962045.0,1201846868.0,,,1926281225.0,2881233497.0,,453853000.0,,,45382710.0,-179508575.0,186294824.0,-18127580.0,,,,4570908450.0,,1178278063.0,842479225.0,1880898515.0,2734858610.0,,,292283722.0,-188800245.0,,,,263236035.0,0.0,4570908450.0,,,,6103692771.0,,169529242.0,1048069740.0,758231441.0,1926281225.0,,621548849.0,121319301.0,1564203741.0,1384255787.0,1048069740.0,,2734858610.0,325313567.0,,3.7025,,0.0,,625261342.0,1434618382.0,204676133.0,0.0,,0.0,302423128.0,,,205016961.0,8116204013.0,,0.0,747993868.0,45382710.0,3545295563.0,65451618.0,,,,-636643782.0,6103692771.0,,,,,,45382710.0,9742475.0,,38217360.0,242561458.0,,302273735.0,,1730087245.0,-188800245.0,3.48625,0.0,45382710.0,2926132.0,,1550217832.0,621548849.0,,,283083608.0,3332213174.0,66126123.0,,403297897.0,,344027843.0,2255972155.0,653678980.0,1880898515.0,120637434.0,653678980.0,1054125287.0,595737152.0,,1178278063.0,0.0,-104698534.0,595737152.0,,758231441.0,8116204013.0,403297897.0,,719316729.0,3545295563.0,,,,-1533096133.0,198972084.0,2153935111.0,300616448.0,,3332213174.0,595283281.0,,,,,-2440400494.0,1190836668.0,2153935111.0,1625347819.0,,,,,595283281.0,198972084.0,99125516.0,,,,1054125287.0,842479225.0,,2926132.0,,,,,,,,,,,,,,,,,,,,,
2011-03-31,,,,,,,262741672.0,764523010.0,,,,599816111.0,234908333.0,,,,,,,,1678051962.0,,,,,,,,,,,,,4655069577.0,,,,1632824570.0,2969766943.0,,,262741672.0,,,,,,,,,,,6255963278.0,0.77125,164706899.0,,758231441.0,,,690045097.0,130073077.0,,,,304481712.0,,337074439.0,,,,,,,,206787729.0,0.0,,,236627440.0,,,,,,0.0,,45227392.0,,,,,,,,,,,,,,,,12924512.0,,,234908333.0,,1569179011.0,,,0.0,45227392.0,,,,,,,,,62849199.0,,,,294679757.0,,638836798.0,,130286710.0,,,455574918.0,,1295137083.0,,,,,,8021964364.0,400647537.0,,,3366894787.0,,,,,,2049804216.0,,,3344941299.0,,,,,,,,,,,,,,622248619.0,31651310.0,,,0.81875,,,,,2930063.0,,287128840.0,,,,,,,,,,,,,,,,,,,
2011-06-30,,,,,,,268378753.0,833027708.0,,,,643263928.0,263702372.0,,,,,,,,2043626840.0,,,,,,,,,,,,,5345316920.0,,,,1994886265.0,3233469315.0,,,268378753.0,,,,,,,,,,,6613905091.0,0.8625,189763780.0,,788196542.0,,,793671121.0,137794878.0,,,,305901616.0,,374885175.0,724424981.0,,,,,,,238061906.0,0.0,,,265671280.0,,,,,,0.0,,48740575.0,,,,,,,,,,,,,,,,17520128.0,,,263702372.0,,1412844621.0,,,156981178.0,48740575.0,,,,,,,,,47954023.0,,,,308944193.0,,643444995.0,,136823269.0,,,0.0,,572772160.0,,,,,,8759459296.0,412675040.0,,,3414142376.0,,,,,,3332218515.0,,,3904990675.0,,,,,,,,,,,,,,672536795.0,14953560.0,,,0.91625,,,,,0.0,,287700984.0,,,,,,,,,,,,,,,,,,,
2011-09-30,,,,,,,304292261.0,974700811.0,,,,748574749.0,325280298.0,,,,,,,,2212553999.0,,,,,,,,,,,,,5877992574.0,,,,2164029366.0,3558749613.0,,,304292261.0,,,,,,,,,,,6856535697.0,1.0675,226126062.0,,798601767.0,,,859767242.0,148659930.0,,,,304823840.0,,444282488.0,738008367.0,,,,,,,282703177.0,0.0,,,328190200.0,,,,,,0.0,,48524633.0,,,,,,,,,,,,,,,,54347195.0,,,325280298.0,,1271948031.0,,,157983472.0,48524633.0,,,,,,,,,82055004.0,,,,389872967.0,,650687294.0,,161579311.0,,,0.0,,1124602452.0,,,,,,9169913324.0,412700186.0,,,3291920750.0,,,,,,2900100504.0,,,4024702956.0,,,,,,,,,,,,,,736318369.0,-164319915.0,,,1.1275,,,,,0.0,,288393952.0,,,,,,,,,,,,,,,,,,,
2011-12-31,1084960155.0,3503428418.0,,,,1305145043.0,493323156.0,1690356109.0,-10404359.0,,,1301116167.0,487432227.0,,,161838531.0,-218194142.0,1626960674.0,1090852066.0,,2616368945.0,3498084628.0,,601485367.0,,,48308692.0,-166668439.0,166395703.0,-3388535.0,,,,6398542515.0,,1288471562.0,928474808.0,2568060253.0,3806608747.0,,,493323156.0,-244570938.0,,-158761225.0,,391036345.0,155360492.0,6398542515.0,,,,7042294864.0,,389239942.0,1076414897.0,798601767.0,2616368945.0,,789036329.0,161838531.0,0.0,1633120765.0,1076414897.0,,3806608747.0,807793011.0,1090852066.0,3.74,0.0,0.0,,805129784.0,2153935111.0,504710224.0,0.0,,,491098675.0,,,262186225.0,9761434778.0,,0.0,1025475307.0,48308692.0,3362892263.0,342791357.0,0.0,,,-27532356.0,7042294864.0,,,,,,48308692.0,89876523.0,,45756402.0,342791357.0,,487432227.0,,1305145043.0,-244570938.0,3.5375,155360492.0,48308692.0,0.0,,1851314907.0,789036329.0,,,287816504.0,4791899980.0,132177198.0,,419881091.0,,590803390.0,2692954844.0,683903870.0,2568060253.0,303082787.0,683903870.0,1065994170.0,0.0,,1288471562.0,0.0,5527208.0,0.0,,798601767.0,9761434778.0,419881091.0,,1349493307.0,3362892263.0,,,,-99747972.0,-172466277.0,3503428418.0,304247792.0,,4791899980.0,763256074.0,,,,,-339947262.0,1289620550.0,3503428418.0,-114749048.0,,,,,763256074.0,-172466277.0,117623725.0,,,,1065994170.0,928474808.0,,2939527.0,,,,,,,,,,,,,,,,,,,,,
2012-03-31,,,,,,,176556188.0,910808391.0,,,,684851651.0,169053001.0,,,,,,,,2588310203.0,,,,,,,,,,,,,6586876311.0,,,,2540217453.0,3975661748.0,,,176556188.0,,,,,,,,,,,7323980631.0,0.555,225956740.0,,798601767.0,,,832743004.0,173441232.0,,,,304426488.0,,508295463.0,880348965.0,,,,,,,312079313.0,0.0,,,171130848.0,,,,,,0.0,,48092750.0,,,,,,,,,,,,,,,,9437752.0,,,169053001.0,,1328462640.0,,,158347808.0,48092750.0,,,,,,,,,64797513.0,,,,231767293.0,,686403058.0,,196216150.0,,,0.0,,1977502865.0,,,,,,9975699853.0,417008269.0,,,3388823542.0,,,,,,2964876678.0,,,4942379543.0,,,,,,,,,,,,,,970132455.0,-253617950.0,,,0.58875,,,,,0.0,,287295968.0,,,,,,,,,,,,,,,,,,,
2012-06-30,,,,,,,-8506316.0,62816657.0,,,,47604510.0,-49383302.0,,,,,,,,3558895000.0,,,,,,,,,,,,,7044529000.0,,,,3505335000.0,,,,-8506316.0,,,,,,,,,,,6848406000.0,,15212147.0,,,,,1045489000.0,,,,,,,56110826.0,,,,,,,,43982962.0,53560000.0,,,-49596214.0,,,,,,717820000.0,,53560000.0,,,381110000.0,,,,,,,,,,,,,46928660.0,,,-49383302.0,,,,,,,,,,,,,,,51760197.0,,,,24514555.0,,,,12127864.0,,,3124225000.0,,1630600000.0,,,,,,10473305000.0,,,,3428776000.0,,,,,,2850208000.0,,,4480808000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-30,,,,,,,30246440.0,186641189.0,,,,141140820.0,30838976.0,,,,,,,,5348008328.0,,,,,,,,,,,,,7436396169.0,,,,4163273976.0,4328462585.0,,,30246440.0,,,,,,,,,,,5824409704.0,0.1125,45500369.0,,801585341.0,,,1050091257.0,201193567.0,,,,274270712.0,,110894380.0,1223772416.0,,1131264000.0,,,,,72190694.0,0.0,,,31137870.0,,,,,,0.0,,1184734352.0,,,947080758.0,,,,,,,,,,,,,971386.0,,,30838976.0,,1435620564.0,,,0.0,53470352.0,,,,,,,,,9450491.0,,,,39825878.0,,736282355.0,,38703686.0,,,0.0,,1251016553.0,,,,,,11231964230.0,434710192.0,,,3795568061.0,,,,,,2849990911.0,,,4101007464.0,,,,,,,,,,,,,,965431397.0,-64159376.0,,,0.11625,,,,,0.0,,266297200.0,,,,,,,,,,,,,,,,,,,
