date,annualInvestingCashFlow,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyBasicAverageShares,quarterlyOperatingCashFlow,annualPurchaseOfInvestment,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,quarterlyOtherNonCurrentAssets,trailingInvestingCashFlow,annualLongTermDebt,trailingCashDividendsPaid,annualOtherNonCashItems,quarterlyOtherCurrentLiabilities,trailingPretaxIncome,quarterlyResearchAndDevelopment,annualNonCurrentDeferredTaxesLiabilities,annualTotalAssets,trailingNetIncome,trailingPurchaseOfBusiness,annualStockholdersEquity,quarterlyAccountsReceivable,annualCurrentLiabilities,quarterlyGoodwill,quarterlyCostOfRevenue,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyCurrentAccruedExpenses,annualDepreciationAndAmortization,quarterlyCommonStockIssuance,annualInventory,quarterlyOtherShortTermInvestments,trailingNetOtherInvestingChanges,annualRetainedEarnings,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,annualAccountsReceivable,trailingOperatingCashFlow,trailingChangeInWorkingCapital,annualGoodwill,annualCapitalStock,annualSaleOfInvestment,annualStockBasedCompensation,annualCommonStockIssuance,annualGainsLossesNotAffectingRetainedEarnings,annualOtherIncomeExpense,quarterlyCashDividendsPaid,annualOperatingIncome,annualNetPPE,trailingGrossProfit,annualOtherShortTermInvestments,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIntangibleAssets,quarterlyDepreciationAndAmortization,annualTotalRevenue,quarterlyCashAndCashEquivalents,annualOperatingCashFlow,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,quarterlyCashCashEquivalentsAndMarketableSecurities,annualAccountsPayable,quarterlyDilutedEPS,quarterlyDilutedAverageShares,annualEbitda,annualBasicEPS,quarterlyCapitalStock,annualCashFlowFromContinuingFinancingActivities,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,annualEndCashPosition,trailingTotalRevenue,quarterlyChangesInAccountReceivables,quarterlyPurchaseOfInvestment,trailingChangeInCashSupplementalAsReported,trailingEndCashPosition,quarterlyInterestExpense,trailingCashFlowFromContinuingFinancingActivities,annualGrossPPE,annualNetOtherInvestingChanges,quarterlyCurrentDebt,annualCashAndCashEquivalents,quarterlyNetOtherFinancingCharges,annualPretaxIncome,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,annualIncomeTaxPayable,trailingOperatingIncome,trailingOtherIncomeExpense,annualOtherNonCurrentLiabilities,quarterlyTotalNonCurrentAssets,quarterlyNetIncomeCommonStockholders,quarterlyOtherIntangibleAssets,quarterlyTotalAssets,quarterlyGrossPPE,trailingSellingGeneralAndAdministration,trailingOperatingExpense,annualOtherNonCurrentAssets,annualDeferredIncomeTax,quarterlyGainsLossesNotAffectingRetainedEarnings,annualOperatingExpense,quarterlyRepurchaseOfCapitalStock,quarterlyIncomeTaxPayable,quarterlySaleOfInvestment,trailingCapitalExpenditure,annualAccumulatedDepreciation,annualSellingGeneralAndAdministration,trailingDeferredIncomeTax,annualCapitalExpenditure,annualChangesInAccountReceivables,quarterlyOperatingIncome,annualRepurchaseOfCapitalStock,trailingInterestExpense,trailingNetIncomeContinuousOperations,annualCurrentAssets,quarterlyOtherCurrentAssets,quarterlyAccountsPayable,quarterlyChangeInWorkingCapital,annualDilutedEPS,quarterlyDeferredIncomeTax,trailingBeginningCashPosition,annualCurrentAccruedExpenses,annualNetOtherFinancingCharges,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,annualBasicAverageShares,trailingNetOtherFinancingCharges,quarterlyEbitda,quarterlyNetOtherInvestingChanges,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,annualChangeInCashSupplementalAsReported,quarterlyStockBasedCompensation,annualInterestExpense,annualRepaymentOfDebt,quarterlyChangeInInventory,trailingResearchAndDevelopment,quarterlyGrossProfit,quarterlyInvestingCashFlow,quarterlyChangeInAccountPayable,quarterlyEndCashPosition,trailingRepurchaseOfCapitalStock,quarterlyCurrentLiabilities,trailingFreeCashFlow,annualTotalNonCurrentAssets,quarterlyOperatingExpense,quarterlyCurrentAssets,annualResearchAndDevelopment,quarterlyOtherNonCashItems,annualOtherCurrentAssets,quarterlyCurrentDeferredRevenue,annualGrossProfit,quarterlySellingGeneralAndAdministration,annualChangeInWorkingCapital,annualTaxProvision,annualTotalLiabilitiesNetMinorityInterest,quarterlyTaxProvision,quarterlyRetainedEarnings,quarterlyNetPPE,quarterlyPurchaseOfBusiness,quarterlyRepaymentOfDebt,trailingCostOfRevenue,quarterlyPretaxIncome,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInInventory,quarterlyTotalRevenue,trailingDepreciationAndAmortization,annualNetIncomeContinuousOperations,trailingTaxProvision,annualDilutedAverageShares,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,annualCurrentDeferredRevenue,trailingOtherNonCashItems,annualCashDividendsPaid,quarterlyBasicEPS,annualPurchaseOfBusiness,annualBeginningCashPosition,annualCostOfRevenue,annualNetIncome,annualFreeCashFlow,annualCurrentDebt,trailingChangeInInventory,quarterlyNonCurrentDeferredRevenue,trailingStockBasedCompensation,annualNonCurrentDeferredRevenue,trailingBasicAverageShares,trailingSaleOfInvestment,quarterlyInvestmentsAndAdvances,trailingBasicEPS,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,trailingDilutedEPS,trailingDilutedAverageShares,trailingCommonStockIssuance,trailingChangeInAccountPayable,annualInvestmentsAndAdvances
1985-06-30,,,2200000.0,46049000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006584,46049000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63100000.0,,,,,,,,,,,,,,,,,63100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63100000.0,,,,,,,,,,,0.006584,,,,,,,,,,,,,,,,,,,,,
1985-09-30,,,2300000.0,46486000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009877,46486000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63100000.0,,,,,,,,,,,,,,,,,63100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63100000.0,,,,,,,,,,,0.009877,,,,,,,,,,,,,,,,,,,,,
1985-12-31,0.0,,3200000.0,,,,,12200000.0,15900000.0,,45200000.0,,,51700000.0,,,5200000.0,221700000.0,,,101600000.0,,57500000.0,,,,30200000.0,,,,30200000.0,,,55400000.0,45200000.0,5200000.0,,,,,,,,,,11500000.0,,4900000.0,44700000.0,,,30000000.0,29700000.0,,265700000.0,30000000.0,0.0,62600000.0,,30000000.0,,,,12700000.0,0.039506,,,,,0.0,,,,,,,,81800000.0,,5800000.0,30000000.0,,11800000.0,120100000.0,,,,,12200000.0,90300000.0,,29700000.0,221700000.0,81800000.0,,,15900000.0,,,86500000.0,,,,,-37100000.0,78700000.0,,,,-191400000.0,,,,131400000.0,1300000.0,,,0.037531,,,,,9600000.0,51700000.0,48801000.0,,-191400000.0,,,101600000.0,,,4600000.0,,,,,,,,,57500000.0,,90300000.0,,131400000.0,,,1300000.0,,91400000.0,,,2200000.0,120100000.0,,55400000.0,44700000.0,,,,,62600000.0,,69400000.0,,9600000.0,,48801000.0,-37100000.0,,,,,,,,0.0,174300000.0,9600000.0,0.0,5800000.0,,,,,,,,,,,,,,,
1986-03-31,,,2700000.0,52898000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009877,52898000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78300000.0,,,,,,,,,,,,,,,,,78300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78300000.0,,,,,,,,,,,0.009877,,,,,,,,,,,,,,,,,,,,,
1986-06-30,,,3500000.0,57754000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011852,57754000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79700000.0,,,,,,,,,,,,,,,,,79700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79700000.0,,,,,,,,,,,0.011852,,,,,,,,,,,,,,,,,,,,,
1986-09-30,,,3700000.0,58057000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011852,58057000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85200000.0,,,,,,,,,,,,,,,,,85200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85200000.0,,,,,,,,,,,0.011852,,,,,,,,,,,,,,,,,,,,,
1986-12-31,0.0,,4400000.0,,,,,28800000.0,21800000.0,,58300000.0,,,71100000.0,,,300000.0,308900000.0,,,145800000.0,,75700000.0,,,,43300000.0,,,,43300000.0,,,69600000.0,58300000.0,300000.0,,,,,,,,,,9300000.0,,12300000.0,48800000.0,,,63800000.0,44200000.0,,331600000.0,63800000.0,0.0,87400000.0,,63800000.0,,,,20700000.0,0.074074,,,,,0.0,,,,,,,,90700000.0,,4600000.0,63800000.0,,17200000.0,163100000.0,,,,,28800000.0,114800000.0,,44200000.0,308900000.0,90700000.0,,,21800000.0,,,100000000.0,,,,,-41900000.0,91600000.0,,,,-230800000.0,,,,194100000.0,22100000.0,,,0.074074,,,,,14300000.0,71100000.0,58738000.0,,-230800000.0,,,145800000.0,,,4400000.0,,,,,,,,,75700000.0,,114800000.0,,194100000.0,,,22100000.0,,112300000.0,,,2900000.0,163100000.0,,69600000.0,48800000.0,,,,,87400000.0,,88500000.0,,14300000.0,,58738000.0,-41900000.0,,,,,,,,0.0,219300000.0,14300000.0,0.0,4600000.0,,,,,,,,,,,,,,,
1987-03-31,,,3800000.0,58738000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017778,58738000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93200000.0,,,,,,,,,,,,,,,,,93200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93200000.0,,,,,,,,,,,0.017778,,,,,,,,,,,,,,,,,,,,,
1987-06-30,,,4200000.0,59129000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.020741,59129000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95500000.0,,,,,,,,,,,,,,,,,95500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95500000.0,,,,,,,,,,,0.020741,,,,,,,,,,,,,,,,,,,,,
1987-09-30,,,5100000.0,59615000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023704,59615000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109100000.0,,,,,,,,,,,,,,,,,109100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109100000.0,,,,,,,,,,,0.026667,,,,,,,,,,,,,,,,,,,,,
1987-12-31,0.0,,5000000.0,,,,,36600000.0,31600000.0,,131900000.0,,,86000000.0,,,700000.0,426100000.0,,,161800000.0,,95100000.0,,,,48200000.0,,,,48200000.0,,,88100000.0,131900000.0,700000.0,,,,,,,,,,24700000.0,,7500000.0,53600000.0,,,144100000.0,44700000.0,,383400000.0,144100000.0,0.0,169200000.0,,144100000.0,,,,17600000.0,0.088889,,,,,0.0,,,,,,,,101900000.0,,9100000.0,144100000.0,,22700000.0,264300000.0,,,,,36600000.0,129900000.0,,44700000.0,426100000.0,101900000.0,,,31600000.0,,,127200000.0,,,,,-48300000.0,117100000.0,,,,-297500000.0,,,,296200000.0,6200000.0,,,0.085926,,,,,18100000.0,86000000.0,57909000.0,,-297500000.0,,,161800000.0,,,7700000.0,,,,,,,,,95100000.0,,129900000.0,,296200000.0,,,6200000.0,,134700000.0,,,4600000.0,264300000.0,,88100000.0,53600000.0,,,,,169200000.0,,78400000.0,,18100000.0,,57909000.0,-48300000.0,,,,,,,,0.0,248700000.0,18100000.0,0.0,9100000.0,,,,,,,,,,,,,,,
1988-03-31,,,4000000.0,57909000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.020741,57909000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103200000.0,,,,,,,,,,,,,,,,,103200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103200000.0,,,,,,,,,,,0.020741,,,,,,,,,,,,,,,,,,,,,
1988-06-30,,,4500000.0,57909000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.020741,57909000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121400000.0,,,,,,,,,,,,,,,,,121400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121400000.0,,,,,,,,,,,0.020741,,,,,,,,,,,,,,,,,,,,,
1988-09-30,,,5500000.0,58091000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.026667,58091000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125600000.0,,,,,,,,,,,,,,,,,125600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125600000.0,,,,,,,,,,,0.026667,,,,,,,,,,,,,,,,,,,,,
