,trailingFreeCashFlow,annualOperatingIncome,quarterlyCurrentLiabilities,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,quarterlyCurrentAssets,annualChangeInAccountPayable,annualCommonStockIssuance,annualFreeCashFlow,trailingOperatingIncome,annualAccountsPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlySellingGeneralAndAdministration,annualTotalLiabilitiesNetMinorityInterest,quarterlyBasicEPS,quarterlyDepreciationAndAmortization,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingCostOfRevenue,annualChangeInWorkingCapital,annualEndCashPosition,quarterlyOtherNonCashItems,annualOtherCurrentAssets,trailingNetOtherInvestingChanges,quarterlyRetainedEarnings,trailingTotalRevenue,annualNetOtherInvestingChanges,quarterlyTotalNonCurrentAssets,trailingNetIncome,annualCashAndCashEquivalents,trailingEndCashPosition,trailingTaxProvision,quarterlyTotalRevenue,quarterlyOperatingIncome,trailingPretaxIncome,quarterlyBasicAverageShares,annualPretaxIncome,annualCurrentDeferredRevenue,annualCashDividendsPaid,annualInvestmentsAndAdvances,annualCurrentDebt,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyFreeCashFlow,annualNetIncomeContinuousOperations,quarterlyTotalLiabilitiesNetMinorityInterest,annualNetIncome,annualCostOfRevenue,trailingOperatingExpense,quarterlyGrossPPE,quarterlyDilutedAverageShares,annualDeferredIncomeTax,annualInvestingCashFlow,quarterlyIncomeTaxPayable,quarterlyRepurchaseOfCapitalStock,trailingSellingGeneralAndAdministration,annualOperatingExpense,annualCapitalExpenditure,trailingDeferredIncomeTax,trailingInvestingCashFlow,annualBasicEPS,annualIncomeTaxPayable,annualNonCurrentDeferredTaxesLiabilities,annualAccumulatedDepreciation,quarterlyOperatingCashFlow,trailingPurchaseOfBusiness,annualChangesInAccountReceivables,trailingCashDividendsPaid,quarterlyChangeInCashSupplementalAsReported,quarterlyDeferredIncomeTax,trailingBeginningCashPosition,quarterlyChangeInWorkingCapital,quarterlyCommonStockIssuance,trailingCapitalExpenditure,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherCurrentLiabilities,trailingNetIncomeContinuousOperations,quarterlyStockBasedCompensation,trailingStockBasedCompensation,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,quarterlyEbitda,annualNetOtherFinancingCharges,trailingChangeInInventory,annualChangeInCashSupplementalAsReported,annualStockBasedCompensation,annualGoodwill,annualInventory,trailingInterestExpense,annualCashFlowFromContinuingFinancingActivities,annualRepaymentOfDebt,trailingChangesInAccountReceivables,annualInterestExpense,annualTotalRevenue,annualCapitalStock,trailingChangeInWorkingCapital,annualOtherIncomeExpense,annualNetPPE,quarterlyOperatingExpense,annualTotalNonCurrentAssets,trailingGrossProfit,quarterlyPretaxIncome,annualGrossProfit,annualOperatingCashFlow,quarterlyPurchaseOfBusiness,quarterlyOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIntangibleAssets,quarterlyBeginningCashPosition,quarterlyCapitalStock,annualEbitda,quarterlyRepaymentOfDebt,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyTaxProvision,quarterlyNetPPE,trailingRepaymentOfDebt,quarterlyChangesInAccountReceivables,trailingChangeInCashSupplementalAsReported,annualGrossPPE,quarterlyCurrentDebt,annualDilutedEPS,quarterlyInterestExpense,trailingCashFlowFromContinuingFinancingActivities,trailingDepreciationAndAmortization,annualChangeInInventory,annualDilutedAverageShares,trailingOtherNonCashItems,quarterlyNetOtherFinancingCharges,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,annualOtherNonCurrentLiabilities,trailingOtherIncomeExpense,annualBeginningCashPosition,annualPurchaseOfBusiness,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,annualOtherNonCurrentAssets,annualSellingGeneralAndAdministration,annualLongTermDebt,quarterlyDilutedEPS,quarterlyOtherNonCurrentLiabilities,annualStockholdersEquity,quarterlyOtherCurrentAssets,annualBasicAverageShares,annualOtherNonCashItems,annualCurrentAssets,annualRepurchaseOfCapitalStock,quarterlyGoodwill,quarterlyAccountsReceivable,annualCurrentLiabilities,annualCurrentAccruedExpenses,quarterlyCurrentAccruedExpenses,annualNetIncomeCommonStockholders,quarterlyCostOfRevenue,annualRetainedEarnings,quarterlyEndCashPosition,trailingNetIncomeCommonStockholders,annualTotalAssets,quarterlyInvestingCashFlow,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,annualDepreciationAndAmortization,annualTaxProvision,quarterlyChangeInInventory,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyChangeInAccountPayable,trailingRepurchaseOfCapitalStock,trailingChangeInAccountPayable,quarterlyGrossProfit,quarterlyCurrentDeferredRevenue,quarterlyInventory,annualAccountsReceivable,quarterlyOtherIncomeExpense,quarterlyInvestmentsAndAdvances,trailingOperatingCashFlow,annualResearchAndDevelopment,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,annualSaleOfInvestment,annualNonCurrentDeferredRevenue,trailingBasicAverageShares,quarterlyPurchaseOfInvestment,trailingSaleOfInvestment,quarterlySaleOfInvestment,trailingBasicEPS,annualOtherShortTermInvestments,annualPurchaseOfInvestment,trailingPurchaseOfInvestment,quarterlyOtherShortTermInvestments,trailingDilutedEPS,trailingDilutedAverageShares,trailingResearchAndDevelopment,trailingCommonStockIssuance
1356912000,,,139400000.0,,,489800000.0,,,,,,,72100000.0,,0.23,16200000.0,1634200000.0,,,,15200000.0,,,44200000.0,,,2525000000.0,,,,,236900000.0,30300000.0,,32600000.0,,,,,,7600000.0,3014800000.0,18600000.0,,1773600000.0,,,,602700000.0,32700000.0,,,1200000.0,,,,,,,,,,,23600000.0,,,,252700000.0,-3800000.0,,-14100000.0,,,37100000.0,-25100000.0,27400000.0,,2500000.0,,,,46500000.0,,,,,,,,,,,,,,,,,75400000.0,,,11100000.0,,,-9200000.0,736600000.0,,,58200000.0,300000.0,,-2200000.0,310900000.0,310900000.0,3500000.0,396300000.0,,-10700000.0,,,17500000.0,,19200000.0,,,,,,-4400000.0,243400000.0,-5000000.0,22000000.0,-206400000.0,,,,,7600000.0,7600000.0,,,,0.23,4200000.0,,0.0,,,,,1370100000.0,65600000.0,,,28600000.0,,131200000.0,,310900000.0,,,-14200000.0,1241200000.0,0.0,,,-19000000.0,1190700000.0,314000000.0,9900000.0,,,105700000.0,9600000.0,100100000.0,,0.0,,,,,,,,,,,,,,,,,,,,
1364688000,,,110800000.0,,,557600000.0,,,,,,,70100000.0,,0.13,16200000.0,1481500000.0,,,,-2500000.0,,,49300000.0,,,2517000000.0,,,,,248200000.0,28900000.0,,32650000.0,,,,,,4300000.0,3074600000.0,-11000000.0,,1592300000.0,,,,606200000.0,32900000.0,,,,,,,,,,,,,,-5000000.0,,,,54500000.0,-5300000.0,,-21400000.0,,,52500000.0,-26100000.0,14200000.0,,2900000.0,,,,45100000.0,,,,,,,,,,,,,,,,,73600000.0,,,7300000.0,,,0.0,733400000.0,,,310900000.0,300000.0,,-168400000.0,365400000.0,365400000.0,2200000.0,388000000.0,,-6800000.0,,,0.0,,21600000.0,,,,,,0.0,65700000.0,-6000000.0,25600000.0,-218200000.0,,,,,5100000.0,5100000.0,,,,0.13,4400000.0,,0.0,,,,,1370000000.0,69400000.0,,,9700000.0,,145700000.0,,365400000.0,,,-6000000.0,1482300000.0,0.0,,,2600000.0,1039500000.0,310100000.0,-8300000.0,,,102500000.0,12600000.0,97300000.0,,0.0,,,,,,,,,,,,,,,,,,,,
1372550400,,,118300000.0,,,431100000.0,,,,,,,73000000.0,,0.03,21800000.0,1478400000.0,,,,1100000.0,,,50700000.0,,,2650100000.0,,,,,257300000.0,27200000.0,,32688799.0,,,,,,1100000.0,3081200000.0,40800000.0,,3081200000.0,,,,625500000.0,32688799.0,,,,,,,,,,,,,,47600000.0,,,,-121800000.0,-7800000.0,,26600000.0,,,40900000.0,-27700000.0,12000000.0,,2500000.0,,,,46000000.0,,,,,,,,,,,,,,,,,77000000.0,,,5000000.0,,,-160000000.0,793400000.0,,,365400000.0,300000.0,,0.0,243600000.0,243600000.0,1600000.0,390200000.0,,6700000.0,,,0.0,,19200000.0,,,,,,-200000.0,-2300000.0,-6800000.0,25200000.0,-235300000.0,,,,,3400000.0,3400000.0,,,,0.03,5200000.0,,69200000.0,,,,,1441300000.0,71200000.0,,,28600000.0,,153100000.0,,243600000.0,,,-166800000.0,1484500000.0,0.0,,,3600000.0,1039200000.0,303500000.0,9500000.0,,,104200000.0,12000000.0,99800000.0,,-3000000.0,,,,,,,,,,,,,,,,,,,,
1380499200,,114500000.0,146000000.0,-13100000.0,-2200000.0,668100000.0,20600000.0,,119200000.0,,77100000.0,1829200000.0,79200000.0,1975200000.0,-0.1,22600000.0,1829200000.0,,6900000.0,402000000.0,22200000.0,0.0,,47600000.0,,-38100000.0,2805700000.0,,402000000.0,,,291700000.0,28100000.0,,32700000.0,22300000.0,8300000.0,-4200000.0,,0.0,-3200000.0,3473800000.0,53000000.0,15200000.0,1975200000.0,15200000.0,609200000.0,,640500000.0,32700000.0,-29100000.0,-423800000.0,,,,310400000.0,-32800000.0,,,0.3,,304300000.0,-252000000.0,53000000.0,,-9700000.0,,158400000.0,-12200000.0,,15800000.0,,,77100000.0,-13100000.0,68900000.0,,2600000.0,,68900000.0,,29100000.0,-10400000.0,,343800000.0,10500000.0,1489700000.0,121900000.0,,648800000.0,-170600000.0,,85500000.0,1034100000.0,300000.0,,-6700000.0,388500000.0,84400000.0,2805700000.0,,-1100000.0,424900000.0,119200000.0,-183700000.0,898400000.0,402000000.0,898400000.0,243600000.0,300000.0,122400000.0,0.0,402000000.0,402000000.0,-200000.0,388500000.0,,1100000.0,,640500000.0,0.0,0.3,25500000.0,,,-10800000.0,33000000.0,,-5800000.0,342000000.0,-15000000.0,26700000.0,-252000000.0,116300000.0,,58200000.0,-352900000.0,-900000.0,-900000.0,26700000.0,294400000.0,1408600000.0,-0.1,116300000.0,1498600000.0,0.0,32700000.0,36000000.0,668100000.0,0.0,1489700000.0,83200000.0,146000000.0,13000000.0,13000000.0,9800000.0,179200000.0,47600000.0,402000000.0,,3473800000.0,-236800000.0,1498600000.0,-53100000.0,76800000.0,7100000.0,2000000.0,1408600000.0,304300000.0,9500000.0,,,112500000.0,8300000.0,121900000.0,83200000.0,-3700000.0,,,,,,,,,,,,,,,,,,,,
1388448000,,,151100000.0,,-2300000.0,1114600000.0,,,,,,,83000000.0,,-0.15,21100000.0,2352300000.0,,,,-1900000.0,,,42900000.0,,,3174500000.0,,,,,297000000.0,25700000.0,,32700000.0,,,,,,-5000000.0,4289100000.0,24900000.0,,2503400000.0,,,,653700000.0,32700000.0,,,,,,,,,,,,,,24900000.0,,,,482900000.0,-1800000.0,,6500000.0,,,56800000.0,-15400000.0,94300000.0,,3400000.0,,,,30900000.0,,,,,,,,,,,,,,,,,88800000.0,,,-3800000.0,,,-366200000.0,892700000.0,,,402000000.0,400000.0,,0.0,884900000.0,884900000.0,-1400000.0,387700000.0,,-2000000.0,,,,,29000000.0,,,,,,-8900000.0,804600000.0,-16500000.0,36100000.0,-266000000.0,,,,,-2400000.0,-2400000.0,,,,-0.15,117000000.0,,0.0,,,,,1489600000.0,84900000.0,,,,,182500000.0,,884900000.0,,,-345700000.0,1785700000.0,37000000.0,,,800000.0,1932900000.0,302400000.0,6300000.0,,,114500000.0,,120800000.0,,-500000.0,,,,,,,,,,,,,,,,,,,,
1396224000,,,229700000.0,,-3600000.0,1315600000.0,,,,,,,104800000.0,,-0.67,30100000.0,2863000000.0,,,,21500000.0,,,21000000.0,,,3868500000.0,,,,,438000000.0,11800000.0,,33600000.0,,,,,,-22600000.0,5184100000.0,-6400000.0,,3092700000.0,,,,773500000.0,33600000.0,,,,,,,,,,,,,,-6400000.0,,,,-59000000.0,-15500000.0,,-34900000.0,,,112600000.0,-14900000.0,117100000.0,,4000000.0,,,,12400000.0,,,,,,,,,,,,,,,,,117600000.0,,,-37600000.0,,,-694000000.0,1420700000.0,,,884900000.0,500000.0,,0.0,825900000.0,825900000.0,-19300000.0,491100000.0,,-32600000.0,,,,,37300000.0,,,,,,-10700000.0,658600000.0,-10200000.0,43800000.0,-282400000.0,,,,,-18300000.0,-18300000.0,,,,-0.67,120700000.0,,0.0,,,,,1910800000.0,185500000.0,,,,,308600000.0,,825900000.0,,,-704900000.0,2091400000.0,-700000.0,,,9200000.0,2302100000.0,440200000.0,2800000.0,,,129400000.0,,224500000.0,,-12100000.0,,,,,,,,,,,,,,,,,,,,
1404086400,,,468300000.0,,-4300000.0,1240600000.0,,,,,,,120300000.0,,-0.92,42700000.0,4953700000.0,,,,11600000.0,,,-18400000.0,,,6777600000.0,,,,,633000000.0,7600000.0,,42600000.0,,,,,,-39300000.0,8018200000.0,4000000.0,,5422000000.0,,,,1155000000.0,42600000.0,,,,,,,,,,,,,,56000000.0,,,,-448600000.0,-20800000.0,,42800000.0,528000000.0,,195200000.0,-2600000.0,247400000.0,,3600000.0,,,,43900000.0,,,,,,,,,,,,,,,,,141000000.0,,,-55800000.0,,,-2483500000.0,2749400000.0,,,825900000.0,600000.0,,0.0,377300000.0,377300000.0,-20700000.0,850000000.0,,1000000.0,,,25700000.0,,57000000.0,,,,,,-2200000.0,2032100000.0,-52000000.0,79100000.0,-305000000.0,,,,,-35100000.0,-35100000.0,,,,-0.92,138000000.0,,0.0,,,,,3097300000.0,404100000.0,,,,,484400000.0,,377300000.0,,,-2537000000.0,2596200000.0,-1500000.0,,,6400000.0,3838600000.0,977100000.0,24200000.0,,,148600000.0,,391200000.0,,-6400000.0,,,,,,,,,,,,,,,,,,,,
1412035200,,103000000.0,519900000.0,-27600000.0,-4200000.0,1219000000.0,83800000.0,831500000.0,183100000.0,,225000000.0,4928000000.0,137900000.0,5447900000.0,-5.86,61900000.0,4928000000.0,,64000000.0,268400000.0,-500000.0,0.0,,-305700000.0,,-3909100000.0,6512100000.0,,268400000.0,,,1043100000.0,56300000.0,,49800000.0,-426900000.0,8200000.0,-14400000.0,,25600000.0,-291700000.0,7731100000.0,71800000.0,-343200000.0,5447900000.0,-343200000.0,1789900000.0,,1121000000.0,49800000.0,-87500000.0,-3793600000.0,,,,518200000.0,-115500000.0,,,-9.03,,915100000.0,-289100000.0,108600000.0,,-50300000.0,,-108900000.0,-49400000.0,,49600000.0,0.0,,225000000.0,-27600000.0,269300000.0,,3500000.0,,269300000.0,,-237300000.0,-21800000.0,,-133600000.0,14500000.0,2886700000.0,380700000.0,,3484200000.0,-6900000.0,,183700000.0,2411100000.0,600000.0,,-346200000.0,831900000.0,172400000.0,6512100000.0,,-329700000.0,621200000.0,183100000.0,-95400000.0,2643000000.0,268400000.0,2643000000.0,377300000.0,600000.0,-172400000.0,-6900000.0,268400000.0,268400000.0,-42300000.0,831900000.0,,-16700000.0,,1121000000.0,25600000.0,-9.03,60400000.0,,,30700000.0,39700000.0,,0.0,-11100000.0,-36800000.0,150500000.0,-289100000.0,182400000.0,,402000000.0,-3639100000.0,-287400000.0,-287400000.0,150500000.0,444400000.0,3830500000.0,-5.86,182400000.0,2283200000.0,0.0,39700000.0,30700000.0,1219000000.0,0.0,2886700000.0,413700000.0,519900000.0,47800000.0,47800000.0,-358600000.0,814400000.0,-305700000.0,268400000.0,,7731100000.0,-206000000.0,2283200000.0,-73800000.0,155800000.0,-83700000.0,14300000.0,3830500000.0,915100000.0,50500000.0,,,228700000.0,8200000.0,380700000.0,413700000.0,-325600000.0,,,,,,,,,,,,,,,,,,,,
1419984000,,,584700000.0,,-4300000.0,1096300000.0,,,,,,,166000000.0,,-2.04,63100000.0,4958700000.0,,,,800000.0,,,-403000000.0,,,6620400000.0,,,,,1073900000.0,42100000.0,,49800000.0,,,,,,-101600000.0,7716700000.0,57200000.0,,5543400000.0,,,,1176900000.0,49800000.0,,,,,,,,,,,,,,57200000.0,,,,-91700000.0,-34700000.0,,56400000.0,,,231800000.0,-41500000.0,328200000.0,,6300000.0,,,,19800000.0,,,,,,,,,,,,,,,,,207000000.0,,,-73800000.0,,,-184200000.0,2737500000.0,,,268400000.0,600000.0,,-6700000.0,176700000.0,176700000.0,23500000.0,860100000.0,,21600000.0,,,24700000.0,,60100000.0,,,,,,-600000.0,-11600000.0,-23700000.0,74400000.0,-316800000.0,,,,,-97300000.0,-97300000.0,,,,-2.04,240200000.0,,0.0,,,,,2948400000.0,409000000.0,,,,,824800000.0,,176700000.0,,,-136700000.0,2173300000.0,-160400000.0,,,-18200000.0,3823400000.0,895100000.0,54100000.0,,,249100000.0,,436500000.0,,-55800000.0,,,,,,,,,,,,,,,,,,,,
1427760000,,,537100000.0,,-4200000.0,1475200000.0,,,,,,,173700000.0,,0.48,63200000.0,4954200000.0,,,,-300000.0,,,-372500000.0,,,6540000000.0,,,,,1052700000.0,52400000.0,,54500000.0,,,,,,26300000.0,8015200000.0,79300000.0,,5491300000.0,,,,1170800000.0,67600000.0,,,,,,,,,,,,,,101200000.0,,,,402300000.0,-26800000.0,,-21300000.0,,,229300000.0,-67900000.0,282900000.0,,10400000.0,,,,84100000.0,,,,,,,,,,,,,,,,,223100000.0,,,-38900000.0,,,-3700000.0,2694200000.0,,,176700000.0,600000.0,,-6500000.0,579000000.0,579000000.0,-69400000.0,827400000.0,,56100000.0,,,24900000.0,,59800000.0,,,,,,-4800000.0,325900000.0,-21900000.0,75300000.0,-343400000.0,,,,,30500000.0,30500000.0,,,,0.45,279900000.0,,0.0,,,,,2943100000.0,348700000.0,,,,,777200000.0,,579000000.0,,,-23900000.0,2523900000.0,1700000.0,,,-31300000.0,3815100000.0,859200000.0,-40800000.0,,,275500000.0,,461900000.0,,-31500000.0,,,,,,,,,,,,,,,,,,,,
1435622400,,,585600000.0,,-4300000.0,1269300000.0,,,,,,,193300000.0,,0.34,70400000.0,5605100000.0,,,,2500000.0,,,-348500000.0,,,7590400000.0,,,,,1211800000.0,81300000.0,,58900000.0,,,,,,19800000.0,8859700000.0,74600000.0,,6190700000.0,,,,1718600000.0,60800000.0,,,,,,,,,,,,,,103300000.0,,,,-304700000.0,600000.0,,39700000.0,0.0,,258200000.0,-60500000.0,295300000.0,,3500000.0,,,,193600000.0,,,,,,,,,,,,,,,,,235200000.0,,,58200000.0,,,-1052500000.0,3019100000.0,,,579000000.0,700000.0,,-7500000.0,274300000.0,274300000.0,34200000.0,1344600000.0,,-8700000.0,,,32100000.0,,65000000.0,,,,,,-14800000.0,669900000.0,-28700000.0,84600000.0,-374000000.0,,,,,24000000.0,24000000.0,,,,0.33,237700000.0,,0.0,,,,,3142100000.0,399200000.0,,,,,895300000.0,,274300000.0,,,-1078100000.0,2669000000.0,3100000.0,,,66500000.0,4495900000.0,871500000.0,-22800000.0,,,316500000.0,,491300000.0,,41900000.0,,,,,,,,,,,,,,,,,,,,
1443571200,,273500000.0,611000000.0,-89100000.0,-4300000.0,1781700000.0,47600000.0,732700000.0,343700000.0,,226400000.0,5633400000.0,197200000.0,6244400000.0,-1.21,76100000.0,5633400000.0,,160600000.0,841400000.0,40400000.0,0.0,,-421000000.0,,74200000.0,7438700000.0,,841400000.0,,,1309800000.0,101600000.0,,63600000.0,-167300000.0,,-17100000.0,,16000000.0,-76800000.0,9220400000.0,156300000.0,-115300000.0,6244400000.0,-115300000.0,3473800000.0,,1737700000.0,63600000.0,-120100000.0,-1248700000.0,19100000.0,,,900900000.0,-107900000.0,,,-2.33,19100000.0,831800000.0,-404500000.0,189900000.0,,89500000.0,,567100000.0,-59200000.0,,85800000.0,391300000.0,,226400000.0,-89100000.0,141700000.0,,2500000.0,,141700000.0,,65900000.0,-30100000.0,,573000000.0,22700000.0,3072800000.0,465300000.0,,1372400000.0,-1225100000.0,,287500000.0,4648200000.0,700000.0,,-153300000.0,1333200000.0,231700000.0,7438700000.0,,-112800000.0,1174400000.0,451600000.0,1200000.0,2969300000.0,841400000.0,2969300000.0,274300000.0,700000.0,393000000.0,-1204400000.0,841400000.0,841400000.0,-40300000.0,1333200000.0,,20500000.0,,1737700000.0,16000000.0,-2.33,102600000.0,,,30500000.0,56700000.0,,-9900000.0,388200000.0,-33600000.0,63400000.0,-404500000.0,22300000.0,,268400000.0,-1239200000.0,-72500000.0,-72500000.0,63400000.0,734100000.0,4511400000.0,-1.21,22300000.0,2976000000.0,0.0,56700000.0,43400000.0,1781700000.0,,3072800000.0,360200000.0,611000000.0,60000000.0,60000000.0,-132300000.0,976500000.0,-421000000.0,841400000.0,,9220400000.0,-10000000.0,2976000000.0,-1800000.0,272800000.0,-52000000.0,13500000.0,4511400000.0,831800000.0,57100000.0,,,333300000.0,,465300000.0,360200000.0,-111800000.0,,,,,,,,,,,,,,,,,,,,
1451520000,,,564400000.0,,-4300000.0,1716600000.0,,,,,,,187000000.0,,0.16,74800000.0,5619400000.0,,,,1500000.0,,,-395500000.0,,,7446800000.0,,,,,1248800000.0,132900000.0,,67400000.0,,,,,,10500000.0,9163400000.0,70200000.0,,6183800000.0,,,,1807500000.0,68800000.0,,,,-10900000.0,,,,,,,,,,88700000.0,,,,-39000000.0,16800000.0,,-53300000.0,,,233400000.0,-98600000.0,314800000.0,,3500000.0,,,,191800000.0,,,,,,,,,,,,,,,,,229600000.0,,,39200000.0,,,-94400000.0,2943200000.0,,,841400000.0,700000.0,,-3600000.0,802400000.0,802400000.0,13700000.0,1368600000.0,,10700000.0,,,16200000.0,,77800000.0,,,,,,-600000.0,-19400000.0,-18500000.0,62200000.0,-438900000.0,,,,,25500000.0,25500000.0,,,,0.15,313000000.0,,0.0,,,,,3072800000.0,367500000.0,,,,,886300000.0,,802400000.0,,,-107900000.0,2979600000.0,4700000.0,,,-16000000.0,4506200000.0,800200000.0,-44500000.0,,,362500000.0,,487200000.0,,-15900000.0,,,,,,,,,,,,,,,,,,,,
1459382400,,,556600000.0,,-3400000.0,1809900000.0,,,,,,,205600000.0,,0.02,76400000.0,5641200000.0,,,,-1400000.0,,,-390600000.0,,,7394600000.0,,,,,1271100000.0,162500000.0,,69100000.0,,,,,,1500000.0,9204500000.0,81400000.0,,6197800000.0,,,,1815500000.0,70500000.0,,,,0.0,,,,,,,,,,107700000.0,,,,65800000.0,-41900000.0,,-30500000.0,,,224300000.0,-56900000.0,316600000.0,,4900000.0,,,,148000000.0,,,,,,,,,,,,,,,,,246800000.0,,,-5600000.0,,,0.0,2911300000.0,,,802400000.0,700000.0,,-4500000.0,868200000.0,868200000.0,-10500000.0,1341900000.0,,-15500000.0,,,15700000.0,,77200000.0,,,,,,-27400000.0,-29100000.0,-26300000.0,60000000.0,-473600000.0,,,,,4900000.0,4900000.0,,,,0.02,368600000.0,,0.0,,,,,3081400000.0,386800000.0,,,,,861800000.0,,868200000.0,,,-14100000.0,3006700000.0,5700000.0,,,-5900000.0,4498200000.0,774400000.0,-7100000.0,,,409300000.0,,491500000.0,,-90900000.0,,,,,,,,,,,,,,,,,,,,
1467244800,,,613900000.0,,-3300000.0,1963100000.0,,,,,,,216000000.0,,0.0,75700000.0,5661600000.0,,,,800000.0,,,-387300000.0,,,7352600000.0,,,,,1246100000.0,142000000.0,,69200000.0,,,,,,0.0,9315700000.0,134800000.0,,6275500000.0,,,,1849400000.0,69200000.0,,,,0.0,,,,,,,,,,171100000.0,,,,165000000.0,-36800000.0,,59900000.0,0.0,,227800000.0,-57500000.0,370200000.0,,4500000.0,,,,155100000.0,,,,,,,,,,,,,,,,,256200000.0,,,2100000.0,,,0.0,2873100000.0,,,868200000.0,700000.0,,-3500000.0,1033200000.0,1033200000.0,-1200000.0,1339900000.0,,19100000.0,,,15900000.0,,77300000.0,,,,,,29300000.0,22900000.0,-36300000.0,58100000.0,-509500000.0,,,,,3300000.0,3300000.0,,,,0.0,431200000.0,,0.0,,,,,3081500000.0,367000000.0,,,,,847900000.0,,1033200000.0,,,-28900000.0,3040200000.0,5700000.0,,,-19500000.0,4493000000.0,737400000.0,58200000.0,,,398200000.0,,508600000.0,,-62600000.0,,,,,,,,,,,,,,,,,,,,
1475193600,,545700000.0,634000000.0,-60400000.0,-3400000.0,2076900000.0,18800000.0,,380900000.0,,228800000.0,5718000000.0,231100000.0,6352000000.0,-0.58,75900000.0,5718000000.0,,-18400000.0,1143600000.0,-300000.0,0.0,,-424300000.0,,10400000.0,7283700000.0,,1143600000.0,,,1260800000.0,108300000.0,,69600000.0,-30100000.0,,-14400000.0,,12300000.0,-40400000.0,9360600000.0,94500000.0,-3300000.0,6352000000.0,-3300000.0,3479400000.0,,1900300000.0,69600000.0,-74600000.0,-196100000.0,9100000.0,0.0,,1001700000.0,-121500000.0,,,-0.41,9100000.0,726500000.0,-545900000.0,134900000.0,,-4000000.0,,110400000.0,-12700000.0,,5500000.0,,,228800000.0,-60400000.0,151800000.0,,4300000.0,,151800000.0,,84300000.0,-103600000.0,,302200000.0,17200000.0,3079700000.0,503100000.0,,-4500000.0,-1632200000.0,,306500000.0,5026800000.0,700000.0,,-269300000.0,1354400000.0,269100000.0,7283700000.0,,-65800000.0,1547400000.0,502400000.0,0.0,2833700000.0,1143600000.0,2833700000.0,1033200000.0,700000.0,579200000.0,-1620600000.0,1143600000.0,1143600000.0,-28800000.0,1354400000.0,,-18300000.0,,1900300000.0,12300000.0,-0.41,74200000.0,,,-37200000.0,68800000.0,,-104900000.0,21100000.0,-40400000.0,15900000.0,-545900000.0,21200000.0,,841400000.0,-94400000.0,-37000000.0,-37000000.0,15900000.0,839700000.0,4551200000.0,-0.58,21200000.0,3008600000.0,0.0,68800000.0,600000.0,2076900000.0,-10900000.0,3079700000.0,354900000.0,634000000.0,92500000.0,92500000.0,-28400000.0,883400000.0,-424300000.0,1143600000.0,,9360600000.0,-45200000.0,3008600000.0,-5700000.0,302800000.0,-26800000.0,4200000.0,4551200000.0,726500000.0,12200000.0,,,377400000.0,,503100000.0,354900000.0,-99900000.0,,,,,,,,,,,,,,,,,,,,
1483142400,,,542200000.0,,-3400000.0,1849900000.0,,,,,,,264100000.0,,1.36,77100000.0,5661600000.0,,,,-138600000.0,,,-326700000.0,,,7337900000.0,,,,,1249800000.0,76200000.0,,69200000.0,,,,,,94200000.0,9187800000.0,-55400000.0,,6203800000.0,,,,1933500000.0,79700000.0,,,,-133100000.0,,,,,,,,,,-23600000.0,,,,-274500000.0,62100000.0,,-120100000.0,,,235000000.0,-62700000.0,298400000.0,,4900000.0,,,,297800000.0,,,,,,,,,,,,,,,,,303000000.0,,,147800000.0,,,-91400000.0,2843300000.0,,,1143600000.0,700000.0,,-3600000.0,869100000.0,869100000.0,50200000.0,1350800000.0,,-18000000.0,,,8800000.0,,72900000.0,,,,,,2300000.0,-128400000.0,-31800000.0,16700000.0,-582700000.0,,,,,97600000.0,97600000.0,,,,1.22,302600000.0,,0.0,,,,,3127100000.0,410400000.0,,,,,870600000.0,,869100000.0,,,-121800000.0,2984000000.0,-4600000.0,,,-8700000.0,4552500000.0,806500000.0,-90200000.0,,,379200000.0,,513400000.0,,144500000.0,,,,,,,,,,,,,,,,,,,,
